Orthogroup	DVIR.longest_only	CPIP.longest_only
OG0003158	LOC6625321|XP_015029675.1|DVIR	LOC120417246|XP_039435139.1|CPIP
OG0003159	LOC6626087|XP_032293182.1|DVIR	LOC120427766|XP_039448612.1|CPIP
OG0003160	LOC116651288|XP_032293334.1|DVIR, LOC6626591|XP_002049027.1|DVIR	LOC120427762|XP_039448606.1|CPIP
OG0003161	LOC6626410|XP_002050051.1|DVIR	LOC120427043|XP_039447808.1|CPIP
OG0003162	LOC6625651|XP_002049868.1|DVIR	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	LOC6622718|XP_002047034.2|DVIR	LOC120425296|XP_039445698.1|CPIP
OG0003164	LOC6624836|XP_002049180.1|DVIR	LOC120424378|XP_039444414.1|CPIP
OG0003165	LOC6635410|XP_032293209.1|DVIR	LOC120417981|XP_039436155.1|CPIP
OG0003166	LOC6627180|XP_002049745.2|DVIR	LOC120417994|XP_039436172.1|CPIP
OG0003167	LOC6635369|XP_002058893.3|DVIR	LOC120428521|XP_039449478.1|CPIP
OG0003168	LOC6629858|XP_002053181.2|DVIR	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	LOC116652248|XP_032296298.1|DVIR, LOC6627498|XP_002052206.1|DVIR	LOC120421474|XP_039440625.1|CPIP
OG0003170	LOC6635406|XP_002058861.2|DVIR	LOC120421455|XP_039440600.1|CPIP
OG0003171	LOC6626697|XP_002049897.1|DVIR	LOC120421460|XP_039440605.1|CPIP
OG0003172	LOC6632655|XP_002056461.1|DVIR	LOC120427531|XP_039448331.1|CPIP
OG0003173	LOC6632581|XP_002056746.1|DVIR	LOC120415152|XP_039432521.1|CPIP
OG0003174	LOC6633003|XP_002056361.1|DVIR	LOC120426100|XP_039446737.1|CPIP
OG0003175	LOC6626634|XP_002049414.1|DVIR	LOC120425519|XP_039446002.1|CPIP
OG0003176	LOC6628459|XP_002051831.1|DVIR	LOC120429990|XP_039451017.1|CPIP
OG0003177	LOC6625151|XP_002048925.1|DVIR	LOC120425538|XP_039446033.1|CPIP
OG0003178	LOC6635340|XP_002058867.1|DVIR	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	LOC6625170|XP_002048934.1|DVIR, LOC6636627|XP_002060091.1|DVIR	LOC120419164|XP_039437748.1|CPIP
OG0003180	LOC6626282|XP_002049220.1|DVIR	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	LOC6626254|XP_015029533.1|DVIR	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	LOC6635345|XP_002058872.1|DVIR	LOC120430841|XP_039451902.1|CPIP
OG0003184	LOC6623760|XP_002048617.1|DVIR	LOC120415861|XP_039433432.1|CPIP
OG0003185	LOC6626224|XP_032292831.1|DVIR	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	LOC6626178|XP_002050242.2|DVIR	LOC120425514|XP_039445996.1|CPIP
OG0003187	LOC6627309|XP_002052139.1|DVIR	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	LOC6629357|XP_032292793.1|DVIR	LOC120428789|XP_039449823.1|CPIP
OG0003189	LOC6624565|XP_002048107.1|DVIR	LOC120415869|XP_039433439.1|CPIP
OG0003190	LOC6627245|XP_002049166.1|DVIR	LOC120428798|XP_039449831.1|CPIP
OG0003191	LOC116651818|XP_032294787.1|DVIR, LOC6622465|XP_002048163.1|DVIR	LOC120412332|XP_039428666.1|CPIP
OG0003192	LOC6622998|XP_002048046.1|DVIR	LOC120425958|XP_039446537.1|CPIP
OG0003193	LOC6628033|XP_002052910.1|DVIR	LOC120416817|XP_039434631.1|CPIP
OG0003194	LOC6622771|XP_015031431.1|DVIR, LOC6634103|XP_032293846.1|DVIR	LOC120428645|XP_039449621.1|CPIP
OG0003195	LOC6632459|XP_032289658.1|DVIR	LOC120430999|XP_039452093.1|CPIP
OG0003196	LOC6622965|XP_002048484.1|DVIR	LOC120430998|XP_039452092.1|CPIP
OG0003197	LOC6622237|XP_032290727.1|DVIR	LOC120418193|XP_039436429.1|CPIP
OG0003198	LOC6627452|XP_002052474.2|DVIR	LOC120418205|XP_039436446.1|CPIP
OG0003199	LOC6636835|XP_032291533.1|DVIR	LOC120416999|XP_039434875.1|CPIP
OG0003200	LOC6625090|XP_002049357.1|DVIR	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	LOC6626329|XP_002048943.2|DVIR	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	LOC6624408|XP_002046924.2|DVIR	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	LOC6626450|XP_032292745.1|DVIR	LOC120424708|XP_039444821.1|CPIP
OG0003204	LOC6629375|XP_002053539.3|DVIR	LOC120422667|XP_039442106.1|CPIP
OG0003205	LOC6625016|XP_002049953.2|DVIR, LOC116651109|XP_032292839.1|DVIR	LOC120422673|XP_039442115.1|CPIP
OG0003206	LOC6635986|XP_002059304.1|DVIR	LOC120418595|XP_039436975.1|CPIP
OG0003207	LOC6630481|XP_032294023.1|DVIR	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	LOC6624378|XP_002046348.1|DVIR	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LOC6626380|XP_002050054.1|DVIR	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	LOC6629730|XP_002053606.1|DVIR	LOC120420337|XP_039439266.1|CPIP
OG0003211	LOC6626490|XP_002049689.1|DVIR	LOC120420336|XP_039439265.1|CPIP
OG0003212	LOC6630556|XP_002053274.1|DVIR	LOC120420082|XP_039438945.1|CPIP
OG0003213	LOC6626460|XP_002049149.1|DVIR	LOC120414940|XP_039432204.1|CPIP
OG0003214	LOC6635351|XP_032293036.1|DVIR	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	LOC6635357|XP_002058903.1|DVIR	LOC120427511|XP_039448307.1|CPIP
OG0003216	LOC6635372|XP_002058907.1|DVIR	LOC120427502|XP_039448290.1|CPIP
OG0003217	LOC6625743|XP_002049647.1|DVIR	LOC120422236|XP_039441557.1|CPIP
OG0003218	LOC6622948|XP_002048040.1|DVIR	LOC120416337|XP_039433998.1|CPIP
OG0003219	LOC6623004|XP_002048047.1|DVIR	LOC120416341|XP_039434002.1|CPIP
OG0003220	LOC6628340|XP_032294492.1|DVIR	LOC120428929|XP_039450005.1|CPIP
OG0003221	LOC6636157|XP_002059664.1|DVIR	LOC120423798|XP_039443651.1|CPIP
OG0003222	LOC6625849|XP_002049646.1|DVIR	LOC120423810|XP_039443664.1|CPIP
OG0003223	LOC6624829|XP_002049568.2|DVIR	LOC120423905|XP_039443819.1|CPIP
OG0003224	LOC6625211|XP_032292915.1|DVIR	LOC120428247|XP_039449163.1|CPIP
OG0003225	LOC6627803|XP_002051313.2|DVIR	LOC120426352|XP_039447047.1|CPIP
OG0003226	LOC6626605|XP_032291980.1|DVIR	LOC120429225|XP_039450373.1|CPIP
OG0003229	LOC6624558|XP_002048110.1|DVIR	LOC120415109|XP_039432462.1|CPIP
OG0003233	LOC6625471|XP_002050147.3|DVIR	LOC120416441|XP_039434128.1|CPIP
OG0003237	LOC26531067|XP_015031684.1|DVIR, LOC116650658|XP_032290849.1|DVIR	LOC120413246|XP_039429909.1|CPIP
OG0003250	LOC6630915|XP_002053774.1|DVIR	LOC120432230|XP_039453341.1|CPIP
OG0003251	LOC26531189|XP_032295387.1|DVIR, LOC6631078|XP_002054234.3|DVIR	LOC120432228|XP_039453338.1|CPIP
OG0003252	LOC6629534|XP_002053968.1|DVIR	LOC120432315|XP_039453433.1|CPIP
OG0003253	LOC116651909|XP_032295256.1|DVIR, LOC6634897|XP_002058485.1|DVIR	LOC120415061|XP_039432382.1|CPIP
OG0003254	LOC6631229|XP_002054658.1|DVIR	LOC120422088|XP_039441370.1|CPIP
OG0003255	LOC6629769|XP_002052983.1|DVIR	LOC120422081|XP_039441361.1|CPIP
OG0003256	LOC6629779|XP_002054741.1|DVIR	LOC120421080|XP_039440161.1|CPIP
OG0003257	LOC6635443|XP_015024601.2|DVIR	LOC120415082|XP_039432418.1|CPIP
OG0003258	LOC6632020|XP_002055235.1|DVIR	LOC120432232|XP_039453342.1|CPIP
OG0003259	LOC6631824|XP_032296103.1|DVIR	LOC120432223|XP_039453332.1|CPIP
OG0003260	LOC6636727|XP_032295622.1|DVIR	LOC120415048|XP_039432356.1|CPIP
OG0003261	LOC6633037|XP_032289643.1|DVIR	LOC120431253|XP_039452325.1|CPIP
OG0003262	LOC26531921|XP_015027960.1|DVIR	LOC120424013|XP_039443961.1|CPIP
OG0003263	LOC6631847|XP_002055584.2|DVIR	LOC120432245|XP_039453353.1|CPIP
OG0003264	LOC6631310|XP_002055053.1|DVIR	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	LOC6634341|XP_002057469.1|DVIR	LOC120418100|XP_039436305.1|CPIP
OG0003266	LOC6628615|XP_002051335.1|DVIR	LOC120412639|XP_039429132.1|CPIP
OG0003267	LOC6632117|XP_002055255.1|DVIR	LOC120424303|XP_039444321.1|CPIP
OG0003268	LOC6629426|XP_032295278.1|DVIR	LOC120415881|XP_039433491.1|CPIP
OG0003269	LOC6632257|XP_002055892.1|DVIR	LOC120420955|XP_039440046.1|CPIP
OG0003270	LOC6622708|XP_032291356.1|DVIR	LOC120421546|XP_039440743.1|CPIP
OG0003271	LOC6636212|XP_002059713.2|DVIR	LOC120422529|XP_039442285.1|CPIP
OG0003272	LOC6635454|XP_032295446.1|DVIR	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	LOC6625159|XP_002050620.1|DVIR	LOC120415792|XP_039433384.1|CPIP
OG0003274	LOC6632145|XP_032295760.1|DVIR	LOC120414169|XP_039431159.1|CPIP
OG0003275	LOC6634525|XP_032296475.1|DVIR	LOC120424026|XP_039443980.1|CPIP
OG0003276	LOC6632327|XP_002056387.1|DVIR	LOC120429211|XP_039450365.1|CPIP
OG0003277	LOC6626685|XP_002049822.1|DVIR	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC26531068|XP_032295017.1|DVIR	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC6633579|XP_032296642.1|DVIR	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC6629882|XP_002054542.2|DVIR	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC6629961|XP_002054163.1|DVIR	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC6633577|XP_015025663.1|DVIR	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC6633930|XP_015025226.1|DVIR	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC6634614|XP_002058099.1|DVIR	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC6632824|XP_015025985.1|DVIR	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC6631109|XP_002054133.3|DVIR	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC6624443|XP_002047910.1|DVIR	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC6629715|XP_015027138.1|DVIR	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC6625123|XP_002050890.1|DVIR	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC116650257|XP_032289388.1|DVIR, LOC6631032|XP_002054123.1|DVIR	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC6624320|XP_002048506.1|DVIR	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC6634755|XP_032296455.1|DVIR	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC6633522|XP_002057070.1|DVIR	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC6625379|XP_002049489.2|DVIR	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC6631533|XP_032294920.1|DVIR	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC6632893|XP_002056193.1|DVIR	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC6632709|XP_032289491.1|DVIR	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC6631518|XP_002055315.2|DVIR	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC6630944|XP_002054046.1|DVIR	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC6633021|XP_002055938.1|DVIR	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC6625786|XP_002049584.1|DVIR	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC6631668|XP_002055410.1|DVIR	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC6626952|XP_002049404.1|DVIR	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC6630783|XP_032295200.1|DVIR	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC6635609|XP_002058952.1|DVIR	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC6626316|XP_002049523.1|DVIR	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC116649751|XP_032289306.1|DVIR	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC6628195|XP_002052854.1|DVIR	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC6631588|XP_015026682.1|DVIR	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC6636664|XP_002060142.1|DVIR	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC6630592|XP_002053283.1|DVIR	LOC120432550|XP_039453715.1|CPIP
OG0003312	LOC6630494|XP_002054388.1|DVIR	LOC120427671|XP_039448485.1|CPIP
OG0003313	LOC6634738|XP_002058186.1|DVIR	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC116650266|XP_032289412.1|DVIR, LOC6624981|XP_032292146.1|DVIR	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC6635604|XP_032296140.1|DVIR	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC6632876|XP_002055928.1|DVIR	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC6632914|XP_002056259.1|DVIR	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC6630093|XP_032295312.1|DVIR	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC6630484|XP_032294027.1|DVIR	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC6632917|XP_032289793.1|DVIR	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC6632830|XP_002055916.1|DVIR	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC6632828|XP_002055914.1|DVIR	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC6634599|XP_002058254.1|DVIR	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC6636898|XP_032289363.1|DVIR	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC6633146|XP_002056597.2|DVIR	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC6636106|XP_002059648.1|DVIR	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC6636195|XP_032290158.1|DVIR	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC6633721|XP_002057086.1|DVIR	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC6629965|XP_002054167.2|DVIR	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC6622486|XP_002046998.2|DVIR	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC6632103|XP_032295402.1|DVIR	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC6631481|XP_002055426.1|DVIR	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC6629471|XP_032295549.1|DVIR	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC6635136|XP_002058375.1|DVIR	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC6630968|XP_002053802.2|DVIR	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC6634956|XP_002058590.3|DVIR	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC6632908|XP_002056253.1|DVIR	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC6632721|XP_002055854.1|DVIR	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC6632378|XP_002055853.2|DVIR	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC6635445|XP_002058985.1|DVIR	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC6634478|XP_002058155.2|DVIR	LOC120417757|XP_039435850.1|CPIP
OG0003343	LOC6631479|XP_032295689.1|DVIR	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC6634319|XP_002057459.1|DVIR	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC6632115|XP_002055253.2|DVIR	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC6632584|XP_002056224.1|DVIR	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC6632843|XP_002056241.1|DVIR	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC6632607|XP_015026067.1|DVIR	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC6632193|XP_002054981.1|DVIR	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC6630962|XP_015026854.1|DVIR	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC6633416|XP_002056815.1|DVIR	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC6629825|XP_002054525.2|DVIR	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC6630378|XP_015027664.1|DVIR	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC6630201|XP_002054102.2|DVIR	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC6636775|XP_002060232.2|DVIR	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC6633613|XP_032288903.1|DVIR	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC6633665|XP_015025496.1|DVIR	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC6627985|XP_002052697.1|DVIR	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC6631706|XP_032295658.1|DVIR	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC6633673|XP_032288913.1|DVIR, LOC116652316|XP_032296640.1|DVIR	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC6627096|XP_002049940.2|DVIR	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC6631210|XP_002054441.1|DVIR	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC6630731|XP_002054425.1|DVIR	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC6631253|XP_002053051.1|DVIR	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC6632896|XP_015025744.1|DVIR	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC6624587|XP_002048671.2|DVIR	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC6622397|XP_002047497.1|DVIR	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC6622382|XP_002047499.1|DVIR	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC6630800|XP_002054656.2|DVIR	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC6630042|XP_002054561.1|DVIR	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC6634461|XP_015025044.1|DVIR	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC6627063|XP_002049314.1|DVIR	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC6629629|XP_002053331.1|DVIR	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC6634790|XP_032296317.1|DVIR	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC6630942|XP_002054044.2|DVIR	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC6631200|XP_002053042.1|DVIR	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC6631247|XP_032288893.1|DVIR	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC6634887|XP_002058506.1|DVIR	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC6635206|XP_002058394.1|DVIR	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC6630070|XP_002054376.1|DVIR	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC6632298|XP_002055987.1|DVIR	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC6632301|XP_032289750.1|DVIR	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC6632818|XP_002055905.1|DVIR	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC6628636|XP_032293936.1|DVIR	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC6629270|XP_002052976.1|DVIR	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC6633212|XP_002055977.1|DVIR	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC6632006|XP_002055379.1|DVIR	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC6627094|XP_002048809.1|DVIR	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC6631182|XP_002053237.1|DVIR	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC6630501|XP_002054395.1|DVIR	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC6630376|XP_002054351.2|DVIR	LOC120416578|XP_039434250.1|CPIP
OG0003393	LOC6632746|XP_015025937.1|DVIR	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC6635017|XP_002058444.1|DVIR	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC6634928|XP_032295050.1|DVIR	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC6629686|XP_002053984.1|DVIR	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC6635094|XP_002058356.1|DVIR	LOC120420738|XP_039439766.1|CPIP
OG0003399	LOC6629301|XP_002052965.1|DVIR	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC6633019|XP_032288740.1|DVIR	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC6630729|XP_032293750.1|DVIR	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC6630884|XP_032292293.1|DVIR	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC6626468|XP_002050370.3|DVIR, LOC116650848|XP_032291588.1|DVIR	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC6635000|XP_002058513.1|DVIR	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC6626799|XP_002050575.1|DVIR	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC6633008|XP_002056130.1|DVIR	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC6633010|XP_002056131.1|DVIR	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC6629530|XP_002053964.1|DVIR	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC6631082|XP_015027544.1|DVIR	LOC120428995|XP_039450068.1|CPIP
OG0003410	LOC6630919|XP_015027091.1|DVIR	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC6629865|XP_002053342.1|DVIR	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC6630223|XP_032295016.1|DVIR	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC6634995|XP_002058497.2|DVIR	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC6624366|XP_002047889.2|DVIR	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC6631923|XP_002055750.1|DVIR	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC6629415|XP_002053149.1|DVIR	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC6630786|XP_015026838.1|DVIR	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC6635081|XP_002058727.1|DVIR	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC6635201|XP_002058476.2|DVIR	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC6635202|XP_002058477.3|DVIR	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC6630612|XP_002054487.1|DVIR	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC6630613|XP_002054488.1|DVIR	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC6635808|XP_002059317.1|DVIR	LOC120431603|XP_039452641.1|CPIP
OG0003424	LOC6630254|XP_002053768.1|DVIR	LOC120426011|XP_039446617.1|CPIP
OG0003425	LOC6630303|XP_002054188.1|DVIR	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC6634984|XP_002058432.2|DVIR	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC6635091|XP_002058421.1|DVIR	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC6624550|XP_002048404.1|DVIR	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC6625581|XP_002048842.1|DVIR	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC6636220|XP_015024014.1|DVIR	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC6632388|XP_015025789.1|DVIR	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC6635059|XP_002058626.1|DVIR	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC6632231|XP_002055879.1|DVIR	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC6633745|XP_032296600.1|DVIR	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC6632595|XP_002056022.3|DVIR	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC6632540|XP_002056183.3|DVIR	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC6632541|XP_015025879.1|DVIR	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC6632539|XP_032289531.1|DVIR	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC6635148|XP_002058632.1|DVIR	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC6629372|XP_032295341.1|DVIR	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC6633897|XP_002057590.1|DVIR	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC6631266|XP_002053818.1|DVIR	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC6623741|XP_002047353.1|DVIR	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC6622652|XP_002048144.2|DVIR	LOC120417068|XP_039434963.1|CPIP
OG0003445	LOC6631612|XP_015026621.1|DVIR	LOC120416132|XP_039433738.1|CPIP
OG0003446	LOC6635294|XP_032289082.1|DVIR	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC6636274|XP_032290090.1|DVIR	LOC120415538|XP_039433041.1|CPIP
