Orthogroup	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
OG0029929							CCAP1982_LOCUS10084|CAD7001590.1|CCAP																														
OG0029930							CCAP1982_LOCUS10091|CAD7001597.1|CCAP																														
OG0029931							CCAP1982_LOCUS10093|CAD7001599.1|CCAP																														
OG0029932							CCAP1982_LOCUS10111|CAD7001617.1|CCAP																														
OG0029933							CCAP1982_LOCUS10115|CAD7001621.1|CCAP																														
OG0029934							CCAP1982_LOCUS10118|CAD7001624.1|CCAP																														
OG0029935							CCAP1982_LOCUS10119|CAD7001625.1|CCAP																														
OG0029936							CCAP1982_LOCUS10120|CAD7001626.1|CCAP																														
OG0029937							CCAP1982_LOCUS10123|CAD7001629.1|CCAP																														
OG0029938							CCAP1982_LOCUS10124|CAD7001630.1|CCAP																														
OG0029939							CCAP1982_LOCUS10125|CAD7001631.1|CCAP																														
OG0029940							CCAP1982_LOCUS10136|CAD7001642.1|CCAP																														
OG0029941							CCAP1982_LOCUS10137|CAD7001643.1|CCAP																														
OG0029942							CCAP1982_LOCUS10144|CAD7001653.1|CCAP																														
OG0029943							CCAP1982_LOCUS10145|CAD7001654.1|CCAP																														
OG0029944							CCAP1982_LOCUS10148|CAD7001656.1|CCAP																														
OG0029945							CCAP1982_LOCUS10151|CAD7001659.1|CCAP																														
OG0029946							CCAP1982_LOCUS10159|CAD7001668.1|CCAP																														
OG0029947							CCAP1982_LOCUS10168|CAD7001677.1|CCAP																														
OG0029948							CCAP1982_LOCUS10173|CAD7001682.1|CCAP																														
OG0029949							CCAP1982_LOCUS10180|CAD7001690.1|CCAP																														
OG0029950							CCAP1982_LOCUS10184|CAD7001694.1|CCAP																														
OG0029951							CCAP1982_LOCUS10186|CAD7001696.1|CCAP																														
OG0029952							CCAP1982_LOCUS10187|CAD7001697.1|CCAP																														
OG0029953							CCAP1982_LOCUS10195|CAD7001705.1|CCAP																														
OG0029954							CCAP1982_LOCUS10213|CAD7001723.1|CCAP																														
OG0029955							CCAP1982_LOCUS10224|CAD7001734.1|CCAP																														
OG0029956							CCAP1982_LOCUS10225|CAD7001735.1|CCAP																														
OG0029957							CCAP1982_LOCUS10236|CAD7001746.1|CCAP																														
OG0029958							CCAP1982_LOCUS10255|CAD7001765.1|CCAP																														
OG0029959							CCAP1982_LOCUS10262|CAD7001772.1|CCAP																														
OG0029960							CCAP1982_LOCUS10264|CAD7001773.1|CCAP																														
OG0029961							CCAP1982_LOCUS10265|CAD7001774.1|CCAP																														
OG0029962							CCAP1982_LOCUS10272|CAD7001781.1|CCAP																														
OG0029963							CCAP1982_LOCUS10273|CAD7001782.1|CCAP																														
OG0029964							CCAP1982_LOCUS10275|CAD7001784.1|CCAP																														
OG0029965							CCAP1982_LOCUS10294|CAD7001803.1|CCAP																														
OG0029966							CCAP1982_LOCUS10295|CAD7001804.1|CCAP																														
OG0029967							CCAP1982_LOCUS10297|CAD7001806.1|CCAP																														
OG0029968							CCAP1982_LOCUS10298|CAD7001807.1|CCAP																														
OG0029969							CCAP1982_LOCUS10301|CAD7001810.1|CCAP																														
OG0029970							CCAP1982_LOCUS10305|CAD7001814.1|CCAP																														
OG0029971							CCAP1982_LOCUS10306|CAD7001815.1|CCAP																														
OG0029972							CCAP1982_LOCUS10308|CAD7001817.1|CCAP																														
OG0029973							CCAP1982_LOCUS10312|CAD7001822.1|CCAP																														
OG0029974							CCAP1982_LOCUS10313|CAD7001823.1|CCAP																														
OG0029975							CCAP1982_LOCUS10314|CAD7001824.1|CCAP																														
OG0029976							CCAP1982_LOCUS10315|CAD7001825.1|CCAP																														
OG0029977							CCAP1982_LOCUS10322|CAD7001832.1|CCAP																														
OG0029978							CCAP1982_LOCUS10324|CAD7001834.1|CCAP																														
OG0029979							CCAP1982_LOCUS10325|CAD7001835.1|CCAP																														
OG0029980							CCAP1982_LOCUS10328|CAD7001838.1|CCAP																														
OG0029981							CCAP1982_LOCUS10329|CAD7001839.1|CCAP																														
OG0029982							CCAP1982_LOCUS10330|CAD7001840.1|CCAP																														
OG0029983							CCAP1982_LOCUS10349|CAD7001860.1|CCAP																														
OG0029984							CCAP1982_LOCUS10350|CAD7001861.1|CCAP																														
OG0029985							CCAP1982_LOCUS10356|CAD7001868.1|CCAP																														
OG0029986							CCAP1982_LOCUS10359|CAD7001872.1|CCAP																														
OG0029987							CCAP1982_LOCUS10360|CAD7001873.1|CCAP																														
OG0029988							CCAP1982_LOCUS10361|CAD7001874.1|CCAP																														
OG0029989							CCAP1982_LOCUS10364|CAD7001877.1|CCAP																														
OG0029990							CCAP1982_LOCUS10368|CAD7001881.1|CCAP																														
OG0029991							CCAP1982_LOCUS10369|CAD7001882.1|CCAP																														
OG0029992							CCAP1982_LOCUS10371|CAD7001884.1|CCAP																														
OG0029993							CCAP1982_LOCUS10373|CAD7001886.1|CCAP																														
OG0029994							CCAP1982_LOCUS10376|CAD7001889.1|CCAP																														
OG0029995							CCAP1982_LOCUS10380|CAD7001893.1|CCAP																														
OG0029996							CCAP1982_LOCUS10382|CAD7001895.1|CCAP																														
OG0029997							CCAP1982_LOCUS10383|CAD7001896.1|CCAP																														
OG0029998							CCAP1982_LOCUS10384|CAD7001897.1|CCAP																														
OG0029999							CCAP1982_LOCUS10385|CAD7001898.1|CCAP																														
OG0030000							CCAP1982_LOCUS10390|CAD7001903.1|CCAP																														
OG0030001							CCAP1982_LOCUS10391|CAD7001904.1|CCAP																														
OG0030002							CCAP1982_LOCUS10393|CAD7001906.1|CCAP																														
OG0030003							CCAP1982_LOCUS10397|CAD7001910.1|CCAP																														
OG0030004							CCAP1982_LOCUS10398|CAD7001911.1|CCAP																														
OG0030005							CCAP1982_LOCUS10401|CAD7001914.1|CCAP																														
OG0030006							CCAP1982_LOCUS10402|CAD7001915.1|CCAP																														
OG0030007							CCAP1982_LOCUS10420|CAD7001933.1|CCAP																														
OG0030008							CCAP1982_LOCUS10421|CAD7001934.1|CCAP																														
OG0030009							CCAP1982_LOCUS10450|CAD7001963.1|CCAP																														
OG0030010							CCAP1982_LOCUS10462|CAD7001975.1|CCAP																														
OG0030011							CCAP1982_LOCUS10468|CAD7001981.1|CCAP																														
OG0030012							CCAP1982_LOCUS10469|CAD7001982.1|CCAP																														
OG0030013							CCAP1982_LOCUS10470|CAD7001983.1|CCAP																														
OG0030014							CCAP1982_LOCUS10471|CAD7001984.1|CCAP																														
OG0030015							CCAP1982_LOCUS10472|CAD7001985.1|CCAP																														
OG0030016							CCAP1982_LOCUS10478|CAD7001991.1|CCAP																														
OG0030017							CCAP1982_LOCUS10480|CAD7001993.1|CCAP																														
OG0030018							CCAP1982_LOCUS10481|CAD7001994.1|CCAP																														
OG0030019							CCAP1982_LOCUS10483|CAD7001995.1|CCAP																														
OG0030020							CCAP1982_LOCUS10484|CAD7001997.1|CCAP																														
OG0030021							CCAP1982_LOCUS10487|CAD7001999.1|CCAP																														
OG0030022							CCAP1982_LOCUS10488|CAD7002000.1|CCAP																														
OG0030023							CCAP1982_LOCUS10490|CAD7002002.1|CCAP																														
OG0030024							CCAP1982_LOCUS10495|CAD7002007.1|CCAP																														
OG0030025							CCAP1982_LOCUS10497|CAD7002009.1|CCAP																														
OG0030026							CCAP1982_LOCUS10499|CAD7002011.1|CCAP																														
OG0030027							CCAP1982_LOCUS10500|CAD7002012.1|CCAP																														
OG0030028							CCAP1982_LOCUS10516|CAD7002028.1|CCAP																														
OG0030029							CCAP1982_LOCUS10517|CAD7002029.1|CCAP																														
OG0030030							CCAP1982_LOCUS10518|CAD7002030.1|CCAP																														
OG0030031							CCAP1982_LOCUS10522|CAD7002034.1|CCAP																														
OG0030032							CCAP1982_LOCUS10538|CAD7002050.1|CCAP																														
OG0030033							CCAP1982_LOCUS10541|CAD7002053.1|CCAP																														
OG0030034							CCAP1982_LOCUS10543|CAD7002055.1|CCAP																														
OG0030035							CCAP1982_LOCUS10544|CAD7002056.1|CCAP																														
OG0030036							CCAP1982_LOCUS10545|CAD7002057.1|CCAP																														
OG0030037							CCAP1982_LOCUS10546|CAD7002058.1|CCAP																														
OG0030038							CCAP1982_LOCUS10547|CAD7002059.1|CCAP																														
OG0030039							CCAP1982_LOCUS10548|CAD7002060.1|CCAP																														
OG0030040							CCAP1982_LOCUS10550|CAD7002062.1|CCAP																														
OG0030041							CCAP1982_LOCUS10557|CAD7002069.1|CCAP																														
OG0030042							CCAP1982_LOCUS10572|CAD7002084.1|CCAP																														
OG0030043							CCAP1982_LOCUS10576|CAD7002088.1|CCAP																														
OG0030044							CCAP1982_LOCUS10584|CAD7002096.1|CCAP																														
OG0030045							CCAP1982_LOCUS10589|CAD7002101.1|CCAP																														
OG0030046							CCAP1982_LOCUS10592|CAD7002104.1|CCAP																														
OG0030047							CCAP1982_LOCUS10595|CAD7002107.1|CCAP																														
OG0030048							CCAP1982_LOCUS10596|CAD7002108.1|CCAP																														
OG0030049							CCAP1982_LOCUS10598|CAD7002110.1|CCAP																														
OG0030050							CCAP1982_LOCUS10599|CAD7002111.1|CCAP																														
OG0030051							CCAP1982_LOCUS10600|CAD7002112.1|CCAP																														
OG0030052							CCAP1982_LOCUS10601|CAD7002113.1|CCAP																														
OG0030053							CCAP1982_LOCUS10602|CAD7002114.1|CCAP																														
OG0030054							CCAP1982_LOCUS10603|CAD7002115.1|CCAP																														
OG0030055							CCAP1982_LOCUS10605|CAD7002117.1|CCAP																														
OG0030056							CCAP1982_LOCUS10612|CAD7002124.1|CCAP																														
OG0030057							CCAP1982_LOCUS10613|CAD7002125.1|CCAP																														
OG0030058							CCAP1982_LOCUS10614|CAD7002126.1|CCAP																														
OG0030059							CCAP1982_LOCUS10618|CAD7002130.1|CCAP																														
OG0030060							CCAP1982_LOCUS10620|CAD7002132.1|CCAP																														
OG0030061							CCAP1982_LOCUS10621|CAD7002133.1|CCAP																														
OG0030062							CCAP1982_LOCUS10622|CAD7002134.1|CCAP																														
OG0030063							CCAP1982_LOCUS10629|CAD7002141.1|CCAP																														
OG0030064							CCAP1982_LOCUS10631|CAD7002143.1|CCAP																														
OG0030065							CCAP1982_LOCUS10632|CAD7002144.1|CCAP																														
OG0030066							CCAP1982_LOCUS10636|CAD7002148.1|CCAP																														
OG0030067							CCAP1982_LOCUS10637|CAD7002149.1|CCAP																														
OG0030068							CCAP1982_LOCUS10639|CAD7002151.1|CCAP																														
OG0030069							CCAP1982_LOCUS10641|CAD7002153.1|CCAP																														
OG0030070							CCAP1982_LOCUS10644|CAD7002156.1|CCAP																														
OG0030071							CCAP1982_LOCUS10647|CAD7002159.1|CCAP																														
OG0030072							CCAP1982_LOCUS10652|CAD7002164.1|CCAP																														
OG0030073							CCAP1982_LOCUS10654|CAD7002166.1|CCAP																														
OG0030074							CCAP1982_LOCUS10655|CAD7002167.1|CCAP																														
OG0030075							CCAP1982_LOCUS10656|CAD7002168.1|CCAP																														
OG0030076							CCAP1982_LOCUS10657|CAD7002169.1|CCAP																														
OG0030077							CCAP1982_LOCUS10658|CAD7002170.1|CCAP																														
OG0030078							CCAP1982_LOCUS10661|CAD7002173.1|CCAP																														
OG0030079							CCAP1982_LOCUS10663|CAD7002175.1|CCAP																														
OG0030080							CCAP1982_LOCUS10666|CAD7002178.1|CCAP																														
OG0030081							CCAP1982_LOCUS10667|CAD7002179.1|CCAP																														
OG0030082							CCAP1982_LOCUS10668|CAD7002180.1|CCAP																														
OG0030083							CCAP1982_LOCUS10674|CAD7002186.1|CCAP																														
OG0030084							CCAP1982_LOCUS10675|CAD7002187.1|CCAP																														
OG0030085							CCAP1982_LOCUS10676|CAD7002188.1|CCAP																														
OG0030086							CCAP1982_LOCUS10677|CAD7002189.1|CCAP																														
OG0030087							CCAP1982_LOCUS10678|CAD7002190.1|CCAP																														
OG0030088							CCAP1982_LOCUS10680|CAD7002192.1|CCAP																														
OG0030089							CCAP1982_LOCUS10681|CAD7002193.1|CCAP																														
OG0030090							CCAP1982_LOCUS10683|CAD7002195.1|CCAP																														
OG0030091							CCAP1982_LOCUS10684|CAD7002196.1|CCAP																														
OG0030092							CCAP1982_LOCUS10686|CAD7002198.1|CCAP																														
OG0030093							CCAP1982_LOCUS10688|CAD7002200.1|CCAP																														
OG0030094							CCAP1982_LOCUS10689|CAD7002201.1|CCAP																														
OG0030095							CCAP1982_LOCUS10690|CAD7002202.1|CCAP																														
OG0030096							CCAP1982_LOCUS10691|CAD7002203.1|CCAP																														
OG0030097							CCAP1982_LOCUS10692|CAD7002204.1|CCAP																														
OG0030098							CCAP1982_LOCUS10705|CAD7002209.1|CCAP																														
OG0030099							CCAP1982_LOCUS10707|CAD7002211.1|CCAP																														
OG0030100							CCAP1982_LOCUS10710|CAD7002214.1|CCAP																														
OG0030101							CCAP1982_LOCUS10712|CAD7002216.1|CCAP																														
OG0030102							CCAP1982_LOCUS10714|CAD7002218.1|CCAP																														
OG0030103							CCAP1982_LOCUS10717|CAD7002221.1|CCAP																														
OG0030104							CCAP1982_LOCUS10719|CAD7002223.1|CCAP																														
OG0030105							CCAP1982_LOCUS10720|CAD7002224.1|CCAP																														
OG0030106							CCAP1982_LOCUS10723|CAD7002227.1|CCAP																														
OG0030107							CCAP1982_LOCUS10725|CAD7002228.1|CCAP																														
OG0030108							CCAP1982_LOCUS10726|CAD7002229.1|CCAP																														
OG0030109							CCAP1982_LOCUS10727|CAD7002230.1|CCAP																														
OG0030110							CCAP1982_LOCUS10728|CAD7002231.1|CCAP																														
OG0030111							CCAP1982_LOCUS10729|CAD7002232.1|CCAP																														
OG0030112							CCAP1982_LOCUS10732|CAD7002236.1|CCAP																														
OG0030113							CCAP1982_LOCUS10733|CAD7002237.1|CCAP																														
OG0030114							CCAP1982_LOCUS10734|CAD7002238.1|CCAP																														
OG0030115							CCAP1982_LOCUS10735|CAD7002239.1|CCAP																														
OG0030116							CCAP1982_LOCUS10737|CAD7002241.1|CCAP																														
OG0030117							CCAP1982_LOCUS10740|CAD7002243.1|CCAP																														
OG0030118							CCAP1982_LOCUS10741|CAD7002245.1|CCAP																														
OG0030119							CCAP1982_LOCUS10742|CAD7002246.1|CCAP																														
OG0030120							CCAP1982_LOCUS10743|CAD7002247.1|CCAP																														
OG0030121							CCAP1982_LOCUS10744|CAD7002248.1|CCAP																														
OG0030122							CCAP1982_LOCUS10745|CAD7002249.1|CCAP																														
OG0030123							CCAP1982_LOCUS10746|CAD7002250.1|CCAP																														
OG0030124							CCAP1982_LOCUS10747|CAD7002251.1|CCAP																														
OG0030125							CCAP1982_LOCUS10748|CAD7002252.1|CCAP																														
OG0030126							CCAP1982_LOCUS10750|CAD7002254.1|CCAP																														
OG0030127							CCAP1982_LOCUS10751|CAD7002255.1|CCAP																														
OG0030128							CCAP1982_LOCUS10752|CAD7002256.1|CCAP																														
OG0030129							CCAP1982_LOCUS10754|CAD7002258.1|CCAP																														
OG0030130							CCAP1982_LOCUS10755|CAD7002259.1|CCAP																														
OG0030131							CCAP1982_LOCUS10757|CAD7002261.1|CCAP																														
OG0030132							CCAP1982_LOCUS10758|CAD7002262.1|CCAP																														
OG0030133							CCAP1982_LOCUS10760|CAD7002265.1|CCAP																														
OG0030134							CCAP1982_LOCUS10763|CAD7002268.1|CCAP																														
OG0030135							CCAP1982_LOCUS10765|CAD7002270.1|CCAP																														
OG0030136							CCAP1982_LOCUS10766|CAD7002271.1|CCAP																														
OG0030137							CCAP1982_LOCUS10767|CAD7002272.1|CCAP																														
OG0030138							CCAP1982_LOCUS10768|CAD7002273.1|CCAP																														
OG0030139							CCAP1982_LOCUS10769|CAD7002274.1|CCAP																														
OG0030140							CCAP1982_LOCUS10770|CAD7002275.1|CCAP																														
OG0030141							CCAP1982_LOCUS10771|CAD7002276.1|CCAP																														
OG0030142							CCAP1982_LOCUS10772|CAD7002277.1|CCAP																														
OG0030143							CCAP1982_LOCUS10778|CAD7002285.1|CCAP																														
OG0030144							CCAP1982_LOCUS10787|CAD7002295.1|CCAP																														
OG0030145							CCAP1982_LOCUS10788|CAD7002296.1|CCAP																														
OG0030146							CCAP1982_LOCUS10798|CAD7002307.1|CCAP																														
OG0030147							CCAP1982_LOCUS10799|CAD7002308.1|CCAP																														
OG0030148							CCAP1982_LOCUS10800|CAD7002309.1|CCAP																														
OG0030149							CCAP1982_LOCUS10801|CAD7002310.1|CCAP																														
OG0030150							CCAP1982_LOCUS10802|CAD7002311.1|CCAP																														
OG0030151							CCAP1982_LOCUS10804|CAD7002313.1|CCAP																														
OG0030152							CCAP1982_LOCUS10809|CAD7002319.1|CCAP																														
OG0030153							CCAP1982_LOCUS10821|CAD7002333.1|CCAP																														
OG0030154							CCAP1982_LOCUS10832|CAD7002348.1|CCAP																														
OG0030155							CCAP1982_LOCUS10833|CAD7002349.1|CCAP																														
OG0030156							CCAP1982_LOCUS10835|CAD7002350.1|CCAP																														
OG0030157							CCAP1982_LOCUS10836|CAD7002351.1|CCAP																														
OG0030158							CCAP1982_LOCUS10837|CAD7002352.1|CCAP																														
OG0030159							CCAP1982_LOCUS10838|CAD7002353.1|CCAP																														
OG0030160							CCAP1982_LOCUS10839|CAD7002354.1|CCAP																														
OG0030161							CCAP1982_LOCUS10853|CAD7002360.1|CCAP																														
OG0030162							CCAP1982_LOCUS10854|CAD7002361.1|CCAP																														
OG0030163							CCAP1982_LOCUS10855|CAD7002362.1|CCAP																														
OG0030164							CCAP1982_LOCUS10856|CAD7002363.1|CCAP																														
OG0030165							CCAP1982_LOCUS10858|CAD7002364.1|CCAP																														
OG0030166							CCAP1982_LOCUS10859|CAD7002365.1|CCAP																														
OG0030167							CCAP1982_LOCUS10860|CAD7002366.1|CCAP																														
OG0030168							CCAP1982_LOCUS10861|CAD7002367.1|CCAP																														
OG0030169							CCAP1982_LOCUS10862|CAD7002368.1|CCAP																														
OG0030170							CCAP1982_LOCUS10863|CAD7002369.1|CCAP																														
OG0030171							CCAP1982_LOCUS10867|CAD7002373.1|CCAP																														
OG0030172							CCAP1982_LOCUS10868|CAD7002374.1|CCAP																														
OG0030173							CCAP1982_LOCUS10873|CAD7002379.1|CCAP																														
OG0030174							CCAP1982_LOCUS10875|CAD7002381.1|CCAP																														
OG0030175							CCAP1982_LOCUS10878|CAD7002385.1|CCAP																														
OG0030176							CCAP1982_LOCUS10879|CAD7002386.1|CCAP																														
OG0030177							CCAP1982_LOCUS10880|CAD7002387.1|CCAP																														
OG0030178							CCAP1982_LOCUS10881|CAD7002388.1|CCAP																														
OG0030179							CCAP1982_LOCUS10882|CAD7002389.1|CCAP																														
OG0030180							CCAP1982_LOCUS10884|CAD7002392.1|CCAP																														
OG0030181							CCAP1982_LOCUS10886|CAD7002394.1|CCAP																														
OG0030182							CCAP1982_LOCUS10887|CAD7002395.1|CCAP																														
OG0030183							CCAP1982_LOCUS10889|CAD7002397.1|CCAP																														
OG0030184							CCAP1982_LOCUS10890|CAD7002398.1|CCAP																														
OG0030185							CCAP1982_LOCUS10896|CAD7002404.1|CCAP																														
OG0030186							CCAP1982_LOCUS10897|CAD7002405.1|CCAP																														
OG0030187							CCAP1982_LOCUS10898|CAD7002406.1|CCAP																														
OG0030188							CCAP1982_LOCUS10899|CAD7002407.1|CCAP																														
OG0030189							CCAP1982_LOCUS10900|CAD7002408.1|CCAP																														
OG0030190							CCAP1982_LOCUS10903|CAD7002411.1|CCAP																														
OG0030191							CCAP1982_LOCUS10904|CAD7002412.1|CCAP																														
OG0030192							CCAP1982_LOCUS10913|CAD7002422.1|CCAP																														
OG0030193							CCAP1982_LOCUS10918|CAD7002427.1|CCAP																														
OG0030194							CCAP1982_LOCUS10920|CAD7002429.1|CCAP																														
OG0030195							CCAP1982_LOCUS10922|CAD7002431.1|CCAP																														
OG0030196							CCAP1982_LOCUS10924|CAD7002433.1|CCAP																														
OG0030197							CCAP1982_LOCUS10939|CAD7002450.1|CCAP																														
OG0030198							CCAP1982_LOCUS10940|CAD7002451.1|CCAP																														
OG0030199							CCAP1982_LOCUS10941|CAD7002452.1|CCAP																														
OG0030200							CCAP1982_LOCUS10944|CAD7002455.1|CCAP																														
OG0030201							CCAP1982_LOCUS10945|CAD7002456.1|CCAP																														
OG0030202							CCAP1982_LOCUS10946|CAD7002457.1|CCAP																														
OG0030203							CCAP1982_LOCUS10947|CAD7002458.1|CCAP																														
OG0030204							CCAP1982_LOCUS10948|CAD7002459.1|CCAP																														
OG0030205							CCAP1982_LOCUS10949|CAD7002460.1|CCAP																														
OG0030206							CCAP1982_LOCUS10950|CAD7002461.1|CCAP																														
OG0030207							CCAP1982_LOCUS10951|CAD7002462.1|CCAP																														
OG0030208							CCAP1982_LOCUS10952|CAD7002463.1|CCAP																														
OG0030209							CCAP1982_LOCUS10956|CAD7002467.1|CCAP																														
OG0030210							CCAP1982_LOCUS10961|CAD7002472.1|CCAP																														
OG0030211							CCAP1982_LOCUS10969|CAD7002480.1|CCAP																														
OG0030212							CCAP1982_LOCUS10971|CAD7002482.1|CCAP																														
OG0030213							CCAP1982_LOCUS10974|CAD7002485.1|CCAP																														
OG0030214							CCAP1982_LOCUS10975|CAD7002486.1|CCAP																														
OG0030215							CCAP1982_LOCUS10976|CAD7002487.1|CCAP																														
OG0030216							CCAP1982_LOCUS10977|CAD7002488.1|CCAP																														
OG0030217							CCAP1982_LOCUS10979|CAD7002490.1|CCAP																														
OG0030218							CCAP1982_LOCUS10980|CAD7002491.1|CCAP																														
OG0030219							CCAP1982_LOCUS10981|CAD7002492.1|CCAP																														
OG0030220							CCAP1982_LOCUS10982|CAD7002493.1|CCAP																														
OG0030221							CCAP1982_LOCUS10983|CAD7002494.1|CCAP																														
OG0030222							CCAP1982_LOCUS10984|CAD7002495.1|CCAP																														
OG0030223							CCAP1982_LOCUS10985|CAD7002496.1|CCAP																														
OG0030224							CCAP1982_LOCUS10986|CAD7002497.1|CCAP																														
OG0030225							CCAP1982_LOCUS10987|CAD7002498.1|CCAP																														
OG0030226							CCAP1982_LOCUS10988|CAD7002499.1|CCAP																														
OG0030227							CCAP1982_LOCUS10990|CAD7002501.1|CCAP																														
OG0030228							CCAP1982_LOCUS10991|CAD7002502.1|CCAP																														
OG0030229							CCAP1982_LOCUS10992|CAD7002503.1|CCAP																														
OG0030230							CCAP1982_LOCUS10994|CAD7002505.1|CCAP																														
OG0030231							CCAP1982_LOCUS10996|CAD7002507.1|CCAP																														
OG0030232							CCAP1982_LOCUS10999|CAD7002510.1|CCAP																														
OG0030233							CCAP1982_LOCUS11004|CAD7002515.1|CCAP																														
OG0030234							CCAP1982_LOCUS11005|CAD7002516.1|CCAP																														
OG0030235							CCAP1982_LOCUS11006|CAD7002517.1|CCAP																														
OG0030236							CCAP1982_LOCUS11007|CAD7002518.1|CCAP																														
OG0030237							CCAP1982_LOCUS11008|CAD7002519.1|CCAP																														
OG0030238							CCAP1982_LOCUS11009|CAD7002520.1|CCAP																														
OG0030239							CCAP1982_LOCUS11010|CAD7002521.1|CCAP																														
OG0030240							CCAP1982_LOCUS11011|CAD7002522.1|CCAP																														
OG0030241							CCAP1982_LOCUS11012|CAD7002523.1|CCAP																														
OG0030242							CCAP1982_LOCUS11013|CAD7002524.1|CCAP																														
OG0030243							CCAP1982_LOCUS11014|CAD7002525.1|CCAP																														
OG0030244							CCAP1982_LOCUS11015|CAD7002526.1|CCAP																														
OG0030245							CCAP1982_LOCUS11016|CAD7002527.1|CCAP																														
OG0030246							CCAP1982_LOCUS11017|CAD7002528.1|CCAP																														
OG0030247							CCAP1982_LOCUS11018|CAD7002529.1|CCAP																														
OG0030248							CCAP1982_LOCUS11019|CAD7002530.1|CCAP																														
OG0030249							CCAP1982_LOCUS11021|CAD7002532.1|CCAP																														
OG0030250							CCAP1982_LOCUS11023|CAD7002534.1|CCAP																														
OG0030251							CCAP1982_LOCUS11024|CAD7002535.1|CCAP																														
OG0030252							CCAP1982_LOCUS11025|CAD7002536.1|CCAP																														
OG0030253							CCAP1982_LOCUS11026|CAD7002537.1|CCAP																														
OG0030254							CCAP1982_LOCUS11027|CAD7002538.1|CCAP																														
OG0030255							CCAP1982_LOCUS11028|CAD7002539.1|CCAP																														
OG0030256							CCAP1982_LOCUS11029|CAD7002540.1|CCAP																														
OG0030257							CCAP1982_LOCUS11030|CAD7002541.1|CCAP																														
OG0030258							CCAP1982_LOCUS11033|CAD7002544.1|CCAP																														
OG0030259							CCAP1982_LOCUS11034|CAD7002545.1|CCAP																														
OG0030260							CCAP1982_LOCUS11035|CAD7002546.1|CCAP																														
OG0030261							CCAP1982_LOCUS11036|CAD7002547.1|CCAP																														
OG0030262							CCAP1982_LOCUS11037|CAD7002548.1|CCAP																														
OG0030263							CCAP1982_LOCUS11039|CAD7002550.1|CCAP																														
OG0030264							CCAP1982_LOCUS11040|CAD7002551.1|CCAP																														
OG0030265							CCAP1982_LOCUS11041|CAD7002552.1|CCAP																														
OG0030266							CCAP1982_LOCUS11042|CAD7002553.1|CCAP																														
OG0030267							CCAP1982_LOCUS11061|CAD7002573.1|CCAP																														
OG0030268							CCAP1982_LOCUS11063|CAD7002575.1|CCAP																														
OG0030269							CCAP1982_LOCUS11064|CAD7002576.1|CCAP																														
OG0030270							CCAP1982_LOCUS11071|CAD7002585.1|CCAP																														
OG0030271							CCAP1982_LOCUS11072|CAD7002586.1|CCAP																														
OG0030272							CCAP1982_LOCUS11073|CAD7002587.1|CCAP																														
OG0030273							CCAP1982_LOCUS11074|CAD7002588.1|CCAP																														
OG0030274							CCAP1982_LOCUS11076|CAD7002590.1|CCAP																														
OG0030275							CCAP1982_LOCUS11077|CAD7002591.1|CCAP																														
OG0030276							CCAP1982_LOCUS11078|CAD7002592.1|CCAP																														
OG0030277							CCAP1982_LOCUS11079|CAD7002593.1|CCAP																														
OG0030278							CCAP1982_LOCUS11088|CAD7002604.1|CCAP																														
OG0030279							CCAP1982_LOCUS11089|CAD7002605.1|CCAP																														
OG0030280							CCAP1982_LOCUS11091|CAD7002607.1|CCAP																														
OG0030281							CCAP1982_LOCUS11092|CAD7002608.1|CCAP																														
OG0030282							CCAP1982_LOCUS11095|CAD7002611.1|CCAP																														
OG0030283							CCAP1982_LOCUS11096|CAD7002612.1|CCAP																														
OG0030284							CCAP1982_LOCUS11097|CAD7002613.1|CCAP																														
OG0030285							CCAP1982_LOCUS11098|CAD7002614.1|CCAP																														
OG0030286							CCAP1982_LOCUS11099|CAD7002615.1|CCAP																														
OG0030287							CCAP1982_LOCUS11100|CAD7002616.1|CCAP																														
OG0030288							CCAP1982_LOCUS11102|CAD7002618.1|CCAP																														
OG0030289							CCAP1982_LOCUS11115|CAD7002631.1|CCAP																														
OG0030290							CCAP1982_LOCUS11117|CAD7002633.1|CCAP																														
OG0030291							CCAP1982_LOCUS11119|CAD7002635.1|CCAP																														
OG0030292							CCAP1982_LOCUS11121|CAD7002637.1|CCAP																														
OG0030293							CCAP1982_LOCUS11122|CAD7002638.1|CCAP																														
OG0030294							CCAP1982_LOCUS11132|CAD7002649.1|CCAP																														
OG0030295							CCAP1982_LOCUS11134|CAD7002651.1|CCAP																														
OG0030296							CCAP1982_LOCUS11135|CAD7002652.1|CCAP																														
