Orthogroup	DMAU.longest_only	DALB.longest_only
OG0003914	LOC117150610|XP_033173469.1|DMAU	LOC117564132|XP_034098683.1|DALB
OG0003915	LOC117147971|XP_033171011.1|DMAU	LOC117577560|XP_034118285.1|DALB
OG0003916	LOC117149976|XP_033172761.1|DMAU	LOC117565878|XP_034101110.1|DALB
OG0003917	LOC117140186|XP_033158855.1|DMAU	LOC117565632|XP_034100733.1|DALB
OG0003918	LOC117139996|XP_033158638.1|DMAU	LOC117565938|XP_034101215.1|DALB
OG0003919	LOC117139660|XP_033158020.1|DMAU	LOC117564675|XP_034099433.1|DALB
OG0003920	LOC117135986|XP_033152492.1|DMAU	LOC117567114|XP_034102808.1|DALB
OG0003921	LOC117143038|XP_033163363.1|DMAU	LOC117565032|XP_034099870.1|DALB
OG0003922	LOC117149648|XP_033172703.1|DMAU	LOC117565764|XP_034100922.1|DALB
OG0003923	LOC117146246|XP_033168069.1|DMAU	LOC117573229|XP_034112168.1|DALB
OG0003924	LOC117138028|XP_033155727.1|DMAU	LOC117567897|XP_034104060.1|DALB
OG0003925	LOC117139219|XP_033157308.1|DMAU	LOC117563494|XP_034097748.1|DALB
OG0003926	LOC117150754|XP_033173681.1|DMAU	LOC117563268|XP_034097386.1|DALB
OG0003927	LOC117150283|XP_033172995.1|DMAU	LOC117566075|XP_034101445.1|DALB
OG0003928	LOC117150966|XP_033174037.1|DMAU	LOC117566156|XP_034101536.1|DALB
OG0003929	LOC117139920|XP_033158497.1|DMAU	LOC117566001|XP_034101309.1|DALB
OG0003930	LOC117150604|XP_033173452.1|DMAU	LOC117563306|XP_034097444.1|DALB
OG0003931	LOC117146363|XP_033168408.1|DMAU	LOC117578395|XP_034119734.1|DALB
OG0003932	LOC117137057|XP_033154162.1|DMAU	LOC117566645|XP_034102078.1|DALB
OG0003933	LOC117150279|XP_033172985.1|DMAU	LOC117565072|XP_034099909.1|DALB
OG0003934	LOC117135330|XP_033151421.1|DMAU	LOC117565915|XP_034101174.1|DALB
OG0003935	LOC117137731|XP_033155198.1|DMAU	LOC117567965|XP_034104165.1|DALB
OG0003936	LOC117137743|XP_033155217.1|DMAU	LOC117567966|XP_034104166.1|DALB
OG0003937	LOC117138271|XP_033156130.1|DMAU	LOC117571580|XP_034109687.1|DALB
OG0003938	LOC117139225|XP_033157320.1|DMAU	LOC117563338|XP_034097500.1|DALB
OG0003939	LOC117150388|XP_033173141.1|DMAU	LOC117564578|XP_034099311.1|DALB
OG0003940	LOC117139020|XP_033157010.1|DMAU	LOC117565962|XP_034101248.1|DALB
OG0003941	LOC117139320|XP_033157458.1|DMAU	LOC117566137|XP_034101510.1|DALB
OG0003942	LOC117150330|XP_033173065.1|DMAU	LOC117565439|XP_034100420.1|DALB
OG0003943	LOC117151037|XP_033174145.1|DMAU	LOC117563930|XP_034098393.1|DALB
OG0003944	LOC117150400|XP_033173155.1|DMAU	LOC117565343|XP_034100288.1|DALB
OG0003945	LOC117138496|XP_033156517.1|DMAU	LOC117566922|XP_034102433.1|DALB
OG0003946	LOC117150325|XP_033173054.1|DMAU	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB
OG0003947	LOC117147994|XP_033171043.1|DMAU	LOC117565057|XP_034099895.1|DALB
OG0003948	LOC117148901|XP_033172503.1|DMAU	LOC117565318|XP_034100249.1|DALB
OG0003949	LOC117141225|XP_033160478.1|DMAU	LOC117565315|XP_034100244.1|DALB
OG0003950	LOC117147666|XP_033170535.1|DMAU	LOC117564831|XP_034099647.1|DALB
OG0003951	LOC117150422|XP_033173186.1|DMAU	LOC117565299|XP_034100226.1|DALB
OG0003952	LOC117141741|XP_033161256.1|DMAU	LOC117563732|XP_034098103.1|DALB
OG0003953	LOC117150778|XP_033173717.1|DMAU	LOC117563528|XP_034097798.1|DALB
OG0003954	LOC117140232|XP_033158922.1|DMAU	LOC117570859|XP_034108630.1|DALB
OG0003956	LOC117135297|XP_033151362.1|DMAU	LOC117564029|XP_034098523.1|DALB
OG0003957	LOC117139522|XP_033157774.1|DMAU	LOC117572068|XP_034110539.1|DALB
OG0003958	LOC117146643|XP_033168868.1|DMAU	LOC117573260|XP_034112236.1|DALB
OG0003959	LOC117136035|XP_033152549.1|DMAU	LOC117568383|XP_034104882.1|DALB
OG0003960	LOC117147915|XP_033170924.1|DMAU	LOC117578111|XP_034119186.1|DALB
OG0003961	LOC117150683|XP_033173583.1|DMAU	LOC117565848|XP_034101056.1|DALB
OG0003962	LOC117143369|XP_033163939.1|DMAU	LOC117563269|XP_034097388.1|DALB
OG0003964	LOC117150227|XP_033172914.1|DMAU	LOC117564208|XP_034098782.1|DALB
OG0003965	LOC117150863|XP_033173873.1|DMAU	LOC117565988|XP_034101292.1|DALB
OG0003966	LOC117136551|XP_033153395.1|DMAU	LOC117565685|XP_034100810.1|DALB
OG0003967	LOC117138413|XP_033156385.1|DMAU	LOC117567417|XP_034103284.1|DALB
OG0003968	LOC117138680|XP_033156825.1|DMAU	LOC117566871|XP_034102369.1|DALB
OG0003969	LOC117137889|XP_033155512.1|DMAU	LOC117567414|XP_034103281.1|DALB
OG0003970	LOC117150466|XP_033173253.1|DMAU	LOC117565762|XP_034100920.1|DALB
OG0003971	LOC117149556|XP_033172687.1|DMAU	LOC117564828|XP_034099642.1|DALB
OG0003972	LOC117142018|XP_033161773.1|DMAU	LOC117570468|XP_034108033.1|DALB
OG0003973	LOC117137501|XP_033154873.1|DMAU	LOC117568176|XP_034104502.1|DALB
OG0003974	LOC117136625|XP_033153505.1|DMAU	LOC117569773|XP_034106963.1|DALB
OG0003975	LOC117135642|XP_033151951.1|DMAU	LOC117563653|XP_034097954.1|DALB
OG0003976	LOC117145812|XP_033167508.1|DMAU	LOC117564588|XP_034099324.1|DALB
OG0003977	LOC117150231|XP_033172917.1|DMAU	LOC117565155|XP_034100028.1|DALB
OG0003978	LOC117140984|XP_033160125.1|DMAU	LOC117572484|XP_034111225.1|DALB
OG0003979	LOC117146516|XP_033168716.1|DMAU	LOC117563611|XP_034097903.1|DALB
OG0003980	LOC117142699|XP_033162747.1|DMAU	LOC117573553|XP_034112725.1|DALB
OG0003981	LOC117135179|XP_033151136.1|DMAU	LOC117563602|XP_034097885.1|DALB
OG0003982	LOC117150416|XP_033173175.1|DMAU	LOC117565169|XP_034100046.1|DALB
OG0003983	LOC117144631|XP_033165820.1|DMAU	LOC117565430|XP_034100407.1|DALB
OG0003984	LOC117150734|XP_033173662.1|DMAU	LOC117566153|XP_034101530.1|DALB
OG0003985	LOC117135227|XP_033151237.1|DMAU	LOC117565464|XP_034100460.1|DALB
OG0003986	LOC117141449|XP_033160797.1|DMAU	LOC117564532|XP_034099244.1|DALB
OG0003987	LOC117148635|XP_033172031.1|DMAU	LOC117563826|XP_034098245.1|DALB
OG0003988	LOC117140009|XP_033158618.1|DMAU	LOC117564477|XP_034099168.1|DALB
OG0003989	LOC117138196|XP_033156013.1|DMAU	LOC117564207|XP_034098779.1|DALB
OG0003990	LOC117136489|XP_033153322.1|DMAU	LOC117563290|XP_034097423.1|DALB
OG0003991	LOC117138291|XP_033156165.1|DMAU	LOC117565810|XP_034100991.1|DALB
OG0003992	LOC117142419|XP_033162270.1|DMAU	LOC117565360|XP_034100313.1|DALB
OG0003993	LOC117142677|XP_033162710.1|DMAU	LOC117563295|XP_034097429.1|DALB
OG0003994	LOC117146036|XP_033167858.1|DMAU	LOC117573815|XP_034113123.1|DALB
OG0003995	LOC117137027|XP_033154124.1|DMAU	LOC117567894|XP_034104058.1|DALB
OG0003996	LOC117136779|XP_033153720.1|DMAU	LOC117568857|XP_034105628.1|DALB
OG0003997	LOC117150815|XP_033173770.1|DMAU	LOC117565655|XP_034100764.1|DALB
OG0003998	LOC117136631|XP_033153509.1|DMAU	LOC117563950|XP_034098413.1|DALB
OG0003999	LOC117147043|XP_033169683.1|DMAU	LOC117565692|XP_034100818.1|DALB
OG0004000	LOC117148203|XP_033171378.1|DMAU	LOC117577757|XP_034118558.1|DALB
OG0004001	LOC117135484|XP_033151594.1|DMAU	LOC117567294|XP_034103062.1|DALB
OG0004002	LOC117146561|XP_033168753.1|DMAU	LOC117564456|XP_034099131.1|DALB
OG0004003	LOC117135834|XP_033152282.1|DMAU	LOC117566071|XP_034101422.1|DALB
OG0004004	LOC117135109|XP_033151020.1|DMAU	LOC117566118|XP_034101483.1|DALB
OG0004005	LOC117143310|XP_033163869.1|DMAU	LOC117565170|XP_034100048.1|DALB
OG0004006	LOC117143083|XP_033163452.1|DMAU	LOC117564035|XP_034098530.1|DALB
OG0004007	LOC117151064|XP_033174188.1|DMAU	LOC117564189|XP_034098754.1|DALB
OG0004008	LOC117142015|XP_033161764.1|DMAU	LOC117563336|XP_034097498.1|DALB
OG0004009	LOC117147711|XP_033170603.1|DMAU	LOC117564773|XP_034099563.1|DALB
OG0004010	LOC117140259|XP_033158960.1|DMAU	LOC117565742|XP_034100879.1|DALB
OG0004011	LOC117150912|XP_033173955.1|DMAU	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB
OG0004012	LOC117143440|XP_033164039.1|DMAU	LOC117575532|XP_034115672.1|DALB
OG0004013	LOC117148501|XP_033171797.1|DMAU	LOC117564419|XP_034099042.1|DALB
OG0004014	LOC117142019|XP_033161775.1|DMAU	LOC117569345|XP_034106369.1|DALB
OG0004015	LOC117135145|XP_033151094.1|DMAU	LOC117563323|XP_034097477.1|DALB
OG0004016	LOC117140091|XP_033158741.1|DMAU	LOC117564762|XP_034099550.1|DALB
OG0004017	LOC117146854|XP_033169318.1|DMAU	LOC117565584|XP_034100671.1|DALB
OG0004018	LOC117135835|XP_033152237.1|DMAU	LOC117569340|XP_034106361.1|DALB
OG0004019	LOC117143046|XP_033163386.1|DMAU	LOC117563721|XP_034098072.1|DALB
OG0004020	LOC117135313|XP_033151400.1|DMAU	LOC117563349|XP_034097526.1|DALB
OG0004021	LOC117135309|XP_033151395.1|DMAU	LOC117566139|XP_034101513.1|DALB
OG0004022	LOC117142358|XP_033162214.1|DMAU	LOC117565875|XP_034101106.1|DALB
OG0004023	LOC117137408|XP_033154723.1|DMAU	LOC117569911|XP_034107141.1|DALB
OG0004024	LOC117150645|XP_033173512.1|DMAU	LOC117565215|XP_034100115.1|DALB
OG0004025	LOC117150218|XP_033172908.1|DMAU	LOC117565825|XP_034101024.1|DALB
OG0004026	LOC117141622|XP_033161037.1|DMAU	LOC117563925|XP_034098386.1|DALB
OG0004027	LOC117138660|XP_033156784.1|DMAU	LOC117570701|XP_034108395.1|DALB
OG0004028	LOC117150579|XP_033173422.1|DMAU	LOC117565271|XP_034100189.1|DALB
OG0004029	LOC117150578|XP_033173421.1|DMAU	LOC117565256|XP_034100164.1|DALB
OG0004030	LOC117135742|XP_033152081.1|DMAU	LOC117569884|XP_034107114.1|DALB
OG0004031	LOC117141084|XP_033160291.1|DMAU	LOC117565425|XP_034100400.1|DALB
OG0004032	LOC117150652|XP_033173524.1|DMAU	LOC117566067|XP_034101415.1|DALB
OG0004033	LOC117135268|XP_033151320.1|DMAU	LOC117565978|XP_034101272.1|DALB
OG0004034	LOC117135252|XP_033151288.1|DMAU	LOC117563368|XP_034097558.1|DALB
OG0004035	LOC117139254|XP_033157365.1|DMAU	LOC117565790|XP_034100958.1|DALB
OG0004036	LOC117139528|XP_033157784.1|DMAU	LOC117564860|XP_034099694.1|DALB
OG0004037	LOC117150491|XP_033173285.1|DMAU	LOC117565990|XP_034101298.1|DALB
OG0004038	LOC117150440|XP_033173216.1|DMAU	LOC117565818|XP_034101009.1|DALB
OG0004039	LOC117151042|XP_033174147.1|DMAU	LOC117566160|XP_034101551.1|DALB
OG0004040	LOC117136128|XP_033152722.1|DMAU	LOC117566342|XP_034101713.1|DALB
OG0004041	LOC117148620|XP_033172000.1|DMAU	LOC117578245|XP_034119555.1|DALB
OG0004042	LOC117141928|XP_033161557.1|DMAU	LOC117570848|XP_034108620.1|DALB
OG0004044	LOC117146941|XP_033169482.1|DMAU	LOC117569848|XP_034107068.1|DALB
OG0004045	LOC117136612|XP_033153892.1|DMAU	LOC117564084|XP_034098604.1|DALB
OG0004046	LOC117150321|XP_033173048.1|DMAU	LOC117566217|XP_034101652.1|DALB
OG0004047	LOC117150479|XP_033173271.1|DMAU	LOC117564659|XP_034099408.1|DALB
OG0004048	LOC117139693|XP_033158094.1|DMAU	LOC117563879|XP_034098329.1|DALB
OG0004049	LOC117135177|XP_033151133.1|DMAU	LOC117564389|XP_034099001.1|DALB
OG0004050	LOC117138478|XP_033156502.1|DMAU	LOC117563937|XP_034098401.1|DALB
OG0004051	LOC117142685|XP_033163140.1|DMAU	LOC117563488|XP_034097741.1|DALB
OG0004052	LOC117148135|XP_033171252.1|DMAU	LOC117564147|XP_034098704.1|DALB
OG0004053	LOC117138329|XP_033156257.1|DMAU	LOC117566928|XP_034102441.1|DALB
OG0004054	LOC117150819|XP_033173771.1|DMAU	LOC117564770|XP_034099561.1|DALB
OG0004055	LOC117142227|XP_033161969.1|DMAU	LOC117576851|XP_034117833.1|DALB
OG0004056	LOC117143069|XP_033163419.1|DMAU	LOC117574994|XP_034114956.1|DALB
OG0004057	LOC117141779|XP_033161302.1|DMAU	LOC117571797|XP_034110052.1|DALB
OG0004058	LOC117139605|XP_033157931.1|DMAU	LOC117568427|XP_034104975.1|DALB
OG0004059	LOC117144033|XP_033164885.1|DMAU	LOC117575247|XP_034115269.1|DALB
OG0004060	LOC117143829|XP_033164565.1|DMAU	LOC117574545|XP_034114306.1|DALB
OG0004061	LOC117148235|XP_033171421.1|DMAU	LOC117564031|XP_034098528.1|DALB
OG0004062	LOC117139774|XP_033158272.1|DMAU	LOC117569691|XP_034106836.1|DALB
OG0004063	LOC117148586|XP_033171949.1|DMAU	LOC117577867|XP_034118714.1|DALB
OG0004064	LOC117141713|XP_033161217.1|DMAU	LOC117570507|XP_034108094.1|DALB
OG0004065	LOC117135902|XP_033152346.1|DMAU	LOC117571532|XP_034109606.1|DALB
OG0004066	LOC117137608|XP_033155021.1|DMAU	LOC117572457|XP_034111182.1|DALB
OG0004067	LOC117148225|XP_033171406.1|DMAU	LOC117568693|XP_034105397.1|DALB
OG0004070	LOC117140075|XP_033158719.1|DMAU	LOC117566382|XP_034101774.1|DALB
OG0004071	LOC117140477|XP_033159318.1|DMAU	LOC117572548|XP_034111310.1|DALB
OG0004072	LOC117140478|XP_033159319.1|DMAU	LOC117572550|XP_034111313.1|DALB
OG0004073	LOC117147054|XP_033169699.1|DMAU	LOC117577596|XP_034118336.1|DALB
OG0004074	LOC117135971|XP_033152470.1|DMAU	LOC117572670|XP_034111578.1|DALB
OG0004075	LOC117138662|XP_033156792.1|DMAU	LOC117571329|XP_034109309.1|DALB
OG0004076	LOC117138661|XP_033156790.1|DMAU	LOC117571328|XP_034109305.1|DALB
OG0004077	LOC117140332|XP_033159111.1|DMAU	LOC117565881|XP_034101111.1|DALB
OG0004078	LOC117142758|XP_033162831.1|DMAU	LOC117575768|XP_034116025.1|DALB
OG0004079	LOC117146968|XP_033169527.1|DMAU	LOC117577585|XP_034118320.1|DALB
OG0004080	LOC117136396|XP_033153184.1|DMAU	LOC117569798|XP_034107002.1|DALB
OG0004081	LOC117136848|XP_033153832.1|DMAU	LOC117567002|XP_034102571.1|DALB
OG0004082	LOC117137237|XP_033154490.1|DMAU	LOC117573216|XP_034112123.1|DALB
OG0004083	LOC117142975|XP_033163216.1|DMAU	LOC117575343|XP_034115395.1|DALB
OG0004084	LOC117141954|XP_033161603.1|DMAU	LOC117572333|XP_034110962.1|DALB
OG0004085	LOC117144128|XP_033165043.1|DMAU	LOC117575346|XP_034115402.1|DALB
OG0004086	LOC117144901|XP_033166222.1|DMAU	LOC117576263|XP_034116795.1|DALB
OG0004087	LOC117147471|XP_033170255.1|DMAU	LOC117573103|XP_034111914.1|DALB
OG0004089	LOC117146911|XP_033169424.1|DMAU	LOC117563265|XP_034097387.1|DALB
OG0004090	LOC117145038|XP_033166438.1|DMAU	LOC117576757|XP_034117693.1|DALB
OG0004091	LOC117142888|XP_033163054.1|DMAU	LOC117574444|XP_034114173.1|DALB
OG0004092	LOC117146663|XP_033168896.1|DMAU	LOC117563311|XP_034097460.1|DALB
OG0004094	LOC117147794|XP_033170734.1|DMAU	LOC117577857|XP_034118696.1|DALB
OG0004095	LOC117143247|XP_033163699.1|DMAU	LOC117574022|XP_034113504.1|DALB
OG0004096	LOC117144903|XP_033166225.1|DMAU	LOC117576267|XP_034116801.1|DALB
OG0004097	LOC117140652|XP_033159584.1|DMAU	LOC117568031|XP_034104262.1|DALB
OG0004098	LOC117142269|XP_033162035.1|DMAU	LOC117570668|XP_034108345.1|DALB
OG0004099	LOC117144488|XP_033165558.1|DMAU	LOC117575552|XP_034115704.1|DALB
OG0004100	LOC117142730|XP_033162791.1|DMAU	LOC117576036|XP_034116450.1|DALB
OG0004101	LOC117143803|XP_033164538.1|DMAU	LOC117574940|XP_034114880.1|DALB
OG0004102	LOC117145769|XP_033167437.1|DMAU	LOC117576439|XP_034117087.1|DALB
OG0004103	LOC117142756|XP_033162829.1|DMAU	LOC117575766|XP_034116022.1|DALB
OG0004104	LOC117143240|XP_033163682.1|DMAU	LOC117573899|XP_034113298.1|DALB
OG0004105	LOC117141711|XP_033161216.1|DMAU	LOC117570502|XP_034108090.1|DALB
OG0004106	LOC117139691|XP_033158088.1|DMAU	LOC117569734|XP_034106903.1|DALB
OG0004107	LOC117140846|XP_033159861.1|DMAU	LOC117570075|XP_034107405.1|DALB
OG0004108	LOC117142707|XP_033162757.1|DMAU	LOC117573554|XP_034112726.1|DALB
OG0004109	LOC117145039|XP_033166441.1|DMAU	LOC117576758|XP_034117694.1|DALB
OG0004110	LOC117140790|XP_033159776.1|DMAU	LOC117568851|XP_034105619.1|DALB
OG0004111	LOC117143428|XP_033164025.1|DMAU	LOC117576358|XP_034116937.1|DALB
OG0004112	LOC117142769|XP_033162845.1|DMAU	LOC117575929|XP_034116279.1|DALB
OG0004113	LOC117148785|XP_033172287.1|DMAU	LOC117568867|XP_034105651.1|DALB
OG0004114	LOC117146936|XP_033169473.1|DMAU	LOC117577939|XP_034118840.1|DALB
OG0004115	LOC117146850|XP_033169301.1|DMAU	LOC117567393|XP_034103238.1|DALB
OG0004116	LOC117144013|XP_033164858.1|DMAU	LOC117574912|XP_034114848.1|DALB
OG0004117	LOC117144210|XP_033165151.1|DMAU	LOC117573501|XP_034112619.1|DALB
OG0004118	LOC117137183|XP_033154397.1|DMAU	LOC117572146|XP_034110677.1|DALB
OG0004119	LOC117144004|XP_033164850.1|DMAU	LOC117576840|XP_034117813.1|DALB
OG0004120	LOC117142885|XP_033163049.1|DMAU	LOC117573536|XP_034112702.1|DALB
OG0004121	LOC117139702|XP_033158105.1|DMAU	LOC117571452|XP_034109490.1|DALB
OG0004122	LOC117145030|XP_033166423.1|DMAU	LOC117576144|XP_034116602.1|DALB
OG0004123	LOC117144034|XP_033164886.1|DMAU	LOC117575090|XP_034115080.1|DALB
OG0004124	LOC117146496|XP_033168634.1|DMAU	LOC117570928|XP_034108749.1|DALB
OG0004125	LOC117142359|XP_033162174.1|DMAU	LOC117573312|XP_034112308.1|DALB
OG0004126	LOC117145837|XP_033167529.1|DMAU	LOC117573912|XP_034113312.1|DALB
OG0004127	LOC117139194|XP_033157259.1|DMAU	LOC117564167|XP_034098725.1|DALB
OG0004128	LOC117145650|XP_033167271.1|DMAU	LOC117573940|XP_034113358.1|DALB
OG0004129	LOC117138612|XP_033156712.1|DMAU	LOC117572419|XP_034111097.1|DALB
OG0004130	LOC117147220|XP_033169924.1|DMAU	LOC117572602|XP_034111432.1|DALB
OG0004131	LOC117142329|XP_033162134.1|DMAU	LOC117574844|XP_034114731.1|DALB
OG0004132	LOC117140534|XP_033159412.1|DMAU	LOC117566970|XP_034102519.1|DALB
OG0004133	LOC117147238|XP_033169947.1|DMAU	LOC117578394|XP_034119733.1|DALB
OG0004134	LOC117143197|XP_033163628.1|DMAU	LOC117573132|XP_034111954.1|DALB
OG0004135	LOC117145447|XP_033166997.1|DMAU	LOC117576084|XP_034116523.1|DALB
OG0004136	LOC117143696|XP_033164382.1|DMAU	LOC117574583|XP_034114357.1|DALB
OG0004137	LOC117137376|XP_033154679.1|DMAU	LOC117570693|XP_034108387.1|DALB
OG0004138	LOC117139631|XP_033157981.1|DMAU	LOC117567971|XP_034104170.1|DALB
OG0004139	LOC117148074|XP_033171173.1|DMAU	LOC117573563|XP_034112743.1|DALB
OG0004140	LOC117147970|XP_033171010.1|DMAU	LOC117570399|XP_034107912.1|DALB
OG0004141	LOC117137676|XP_033155128.1|DMAU	LOC117567771|XP_034103861.1|DALB
OG0004142	LOC117147851|XP_033170816.1|DMAU	LOC117575534|XP_034115678.1|DALB
OG0004143	LOC117142511|XP_033162439.1|DMAU	LOC117575078|XP_034115063.1|DALB
OG0004144	LOC117135300|XP_033151368.1|DMAU	LOC117565896|XP_034101133.1|DALB
OG0004145	LOC117141180|XP_033160408.1|DMAU	LOC117572072|XP_034110549.1|DALB
OG0004146	LOC117144048|XP_033164908.1|DMAU	LOC117573430|XP_034112534.1|DALB
OG0004147	LOC117150531|XP_033173387.1|DMAU	LOC117566246|XP_034101689.1|DALB
OG0004148	LOC117145180|XP_033166622.1|DMAU	LOC117576200|XP_034116683.1|DALB
OG0004149	LOC117143912|XP_033164717.1|DMAU	LOC117575232|XP_034115253.1|DALB
OG0004150	LOC117143670|XP_033164342.1|DMAU	LOC117575651|XP_034115829.1|DALB
OG0004152	LOC117144990|XP_033166352.1|DMAU	LOC117574897|XP_034114825.1|DALB
OG0004153	LOC117135710|XP_033152020.1|DMAU	LOC117567259|XP_034103000.1|DALB
OG0004154	LOC117140491|XP_033159343.1|DMAU	LOC117567892|XP_034104055.1|DALB
OG0004155	LOC117145227|XP_033166693.1|DMAU	LOC117574999|XP_034114965.1|DALB
OG0004156	LOC117143049|XP_033163389.1|DMAU	LOC117575714|XP_034115940.1|DALB
OG0004157	LOC117148527|XP_033171831.1|DMAU	LOC117568030|XP_034104265.1|DALB
OG0004158	LOC117141168|XP_033160395.1|DMAU	LOC117571599|XP_034109706.1|DALB
OG0004159	LOC117142989|XP_033163232.1|DMAU	LOC117576689|XP_034117575.1|DALB
OG0004160	LOC117141821|XP_033161365.1|DMAU	LOC117567885|XP_034104048.1|DALB
OG0004161	LOC117144764|XP_033166013.1|DMAU	LOC117573555|XP_034112728.1|DALB
OG0004162	LOC117142425|XP_033162277.1|DMAU	LOC117574231|XP_034113832.1|DALB
OG0004163	LOC117145348|XP_033166854.1|DMAU	LOC117574821|XP_034114681.1|DALB
OG0004164	LOC117144335|XP_033165339.1|DMAU	LOC117574267|XP_034113895.1|DALB
OG0004165	LOC117135958|XP_033152443.1|DMAU	LOC117567066|XP_034102697.1|DALB
OG0004166	LOC117135740|XP_033152076.1|DMAU	LOC117567699|XP_034103721.1|DALB
OG0004167	LOC117144584|XP_033165750.1|DMAU	LOC117574977|XP_034114934.1|DALB
OG0004168	LOC117142834|XP_033162956.1|DMAU	LOC117574293|XP_034113980.1|DALB
OG0004169	LOC117146963|XP_033169517.1|DMAU	LOC117577718|XP_034118513.1|DALB
OG0004170	LOC117146819|XP_033169264.1|DMAU	LOC117567840|XP_034103985.1|DALB
OG0004171	LOC117147581|XP_033170416.1|DMAU	LOC117577653|XP_034118431.1|DALB
OG0004172	LOC117146381|XP_033168433.1|DMAU	LOC117563417|XP_034097646.1|DALB
OG0004173	LOC117135849|XP_033152257.1|DMAU	LOC117569862|XP_034107086.1|DALB
OG0004174	LOC117137142|XP_033154335.1|DMAU	LOC117571950|XP_034110338.1|DALB
OG0004175	LOC117137239|XP_033154491.1|DMAU	LOC117567846|XP_034103989.1|DALB
OG0004176	LOC117139456|XP_033157655.1|DMAU	LOC117569509|XP_034106586.1|DALB
OG0004177	LOC117143048|XP_033163387.1|DMAU	LOC117573761|XP_034113043.1|DALB
OG0004178	LOC117145023|XP_033166407.1|DMAU	LOC117575910|XP_034116247.1|DALB
OG0004179	LOC117148159|XP_033171284.1|DMAU	LOC117568305|XP_034104744.1|DALB
OG0004180	LOC117142461|XP_033162334.1|DMAU	LOC117576165|XP_034116630.1|DALB
OG0004181	LOC117142277|XP_033162049.1|DMAU	LOC117574160|XP_034113737.1|DALB
OG0004182	LOC117141856|XP_033161423.1|DMAU	LOC117568819|XP_034105575.1|DALB
OG0004183	LOC117140680|XP_033159626.1|DMAU	LOC117569906|XP_034107137.1|DALB
OG0004184	LOC117139144|XP_033157187.1|DMAU	LOC117571843|XP_034110122.1|DALB
OG0004185	LOC117150492|XP_033173286.1|DMAU	LOC117563358|XP_034097538.1|DALB
OG0004186	LOC117146625|XP_033168848.1|DMAU	LOC117571862|XP_034110152.1|DALB
OG0004187	LOC117143552|XP_033164183.1|DMAU	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB
OG0004188	LOC117142701|XP_033162749.1|DMAU	LOC117573532|XP_034112671.1|DALB
OG0004189	LOC117142698|XP_033162746.1|DMAU	LOC117573542|XP_034112712.1|DALB
OG0004190	LOC117144806|XP_033166072.1|DMAU	LOC117575614|XP_034115779.1|DALB
OG0004191	LOC117143379|XP_033163947.1|DMAU	LOC117575621|XP_034115786.1|DALB
OG0004192	LOC117144330|XP_033165334.1|DMAU	LOC117575500|XP_034115634.1|DALB
OG0004193	LOC117148396|XP_033171651.1|DMAU	LOC117564156|XP_034098716.1|DALB
OG0004194	LOC117142877|XP_033163039.1|DMAU	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC117148599|XP_033171971.1|DMAU	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC117142401|XP_033162239.1|DMAU	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC117145336|XP_033166838.1|DMAU	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC117142996|XP_033163242.1|DMAU	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC117144917|XP_033166254.1|DMAU	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC117137002|XP_033154079.1|DMAU	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC117145730|XP_033167380.1|DMAU	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC117144946|XP_033166291.1|DMAU	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC117142330|XP_033162135.1|DMAU	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC117139853|XP_033158393.1|DMAU	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC117140030|XP_033158653.1|DMAU	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC117142726|XP_033162785.1|DMAU	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC117142408|XP_033162248.1|DMAU	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC117142458|XP_033162332.1|DMAU	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC117145455|XP_033167015.1|DMAU	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC117142600|XP_033162570.1|DMAU	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC117135319|XP_033151439.1|DMAU	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC117142428|XP_033162279.1|DMAU	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC117142942|XP_033163147.1|DMAU	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC117135683|XP_033151976.1|DMAU	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC117135631|XP_033151897.1|DMAU	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC117141383|XP_033160686.1|DMAU	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC117140899|XP_033159947.1|DMAU	LOC117570123|XP_034107479.1|DALB
