Orthogroup	DMAU.longest_only	SLEB.longest_only
OG0003923	LOC117146246|XP_033168069.1|DMAU	LOC115627848|XP_030379567.1|SLEB
OG0003924	LOC117138028|XP_033155727.1|DMAU	LOC115633800|XP_030387143.1|SLEB
OG0003925	LOC117139219|XP_033157308.1|DMAU	LOC115630956|XP_030383390.1|SLEB
OG0003926	LOC117150754|XP_033173681.1|DMAU	LOC115631235|XP_030383803.1|SLEB
OG0003927	LOC117150283|XP_033172995.1|DMAU	LOC115631459|XP_030384067.1|SLEB
OG0003928	LOC117150966|XP_033174037.1|DMAU	LOC115628514|XP_030380525.1|SLEB
OG0003929	LOC117139920|XP_033158497.1|DMAU	LOC115631605|XP_030384267.1|SLEB
OG0003930	LOC117150604|XP_033173452.1|DMAU	LOC115625890|XP_030376977.1|SLEB
OG0003931	LOC117146363|XP_033168408.1|DMAU	LOC115625887|XP_030376966.1|SLEB
OG0003932	LOC117137057|XP_033154162.1|DMAU	LOC115619969|XP_030368865.1|SLEB
OG0003933	LOC117150279|XP_033172985.1|DMAU	LOC115630556|XP_030383028.1|SLEB
OG0003934	LOC117135330|XP_033151421.1|DMAU	LOC115625984|XP_030377090.1|SLEB
OG0003935	LOC117137731|XP_033155198.1|DMAU	LOC115627470|XP_030379007.1|SLEB
OG0003936	LOC117137743|XP_033155217.1|DMAU	LOC115627515|XP_030379074.1|SLEB
OG0003937	LOC117138271|XP_033156130.1|DMAU	LOC115629658|XP_030382033.1|SLEB
OG0003938	LOC117139225|XP_033157320.1|DMAU	LOC115631066|XP_030383565.1|SLEB
OG0003939	LOC117150388|XP_033173141.1|DMAU	LOC115630788|XP_030383303.1|SLEB
OG0003940	LOC117139020|XP_033157010.1|DMAU	LOC115630929|XP_030383355.1|SLEB
OG0003941	LOC117139320|XP_033157458.1|DMAU	LOC115631357|XP_030383934.1|SLEB
OG0003942	LOC117150330|XP_033173065.1|DMAU	LOC115631704|XP_030384390.1|SLEB
OG0003943	LOC117151037|XP_033174145.1|DMAU	LOC115631085|XP_030383593.1|SLEB
OG0003944	LOC117150400|XP_033173155.1|DMAU	LOC115631680|XP_030384355.1|SLEB
OG0003945	LOC117138496|XP_033156517.1|DMAU	LOC115634728|XP_030388472.1|SLEB
OG0003946	LOC117150325|XP_033173054.1|DMAU	LOC115626221|XP_030377379.1|SLEB
OG0003947	LOC117147994|XP_033171043.1|DMAU	LOC115625830|XP_030376883.1|SLEB
OG0003948	LOC117148901|XP_033172503.1|DMAU	LOC115630810|XP_030383338.1|SLEB
OG0003949	LOC117141225|XP_033160478.1|DMAU	LOC115630812|XP_030383339.1|SLEB
OG0003950	LOC117147666|XP_033170535.1|DMAU	LOC115626328|XP_030377532.1|SLEB
OG0003951	LOC117150422|XP_033173186.1|DMAU	LOC115626444|XP_030377677.1|SLEB
OG0003952	LOC117141741|XP_033161256.1|DMAU	LOC115632015|XP_030384807.1|SLEB
OG0003953	LOC117150778|XP_033173717.1|DMAU	LOC115625783|XP_030376815.1|SLEB
OG0003954	LOC117140232|XP_033158922.1|DMAU	LOC115624932|XP_030375642.1|SLEB
OG0003955	LOC117143596|XP_033164237.1|DMAU	LOC115631400|XP_030383982.1|SLEB
OG0003956	LOC117135297|XP_033151362.1|DMAU	LOC115631588|XP_030384249.1|SLEB
OG0003957	LOC117139522|XP_033157774.1|DMAU	LOC115622683|XP_030372566.1|SLEB
OG0003958	LOC117146643|XP_033168868.1|DMAU	LOC115628027|XP_030379826.1|SLEB
OG0003959	LOC117136035|XP_033152549.1|DMAU	LOC115620989|XP_030370372.1|SLEB
OG0003960	LOC117147915|XP_033170924.1|DMAU	LOC115626953|XP_030378329.1|SLEB
OG0003961	LOC117150683|XP_033173583.1|DMAU	LOC115631008|XP_030383469.1|SLEB
OG0003962	LOC117143369|XP_033163939.1|DMAU	LOC115631772|XP_030384468.1|SLEB
OG0003963	LOC117137483|XP_033154857.1|DMAU	LOC115625895|XP_030376982.1|SLEB
OG0003964	LOC117150227|XP_033172914.1|DMAU	LOC115631440|XP_030384041.1|SLEB
OG0003965	LOC117150863|XP_033173873.1|DMAU	LOC115631390|XP_030383971.1|SLEB
OG0003966	LOC117136551|XP_033153395.1|DMAU	LOC115625918|XP_030377012.1|SLEB
OG0003967	LOC117138413|XP_033156385.1|DMAU	LOC115620050|XP_030369031.1|SLEB
OG0003968	LOC117138680|XP_033156825.1|DMAU	LOC115627053|XP_030378461.1|SLEB
OG0003969	LOC117137889|XP_033155512.1|DMAU	LOC115620286|XP_030369323.1|SLEB
OG0003970	LOC117150466|XP_033173253.1|DMAU	LOC115631247|XP_030383816.1|SLEB
OG0003971	LOC117149556|XP_033172687.1|DMAU	LOC115631106|XP_030383624.1|SLEB
OG0003972	LOC117142018|XP_033161773.1|DMAU	LOC115632902|XP_030386052.1|SLEB
OG0003973	LOC117137501|XP_033154873.1|DMAU	LOC115619936|XP_030368825.1|SLEB
OG0003974	LOC117136625|XP_033153505.1|DMAU	LOC115633947|XP_030387325.1|SLEB
OG0003975	LOC117135642|XP_033151951.1|DMAU	LOC115626370|XP_030377585.1|SLEB
OG0003976	LOC117145812|XP_033167508.1|DMAU	LOC115625697|XP_030376698.1|SLEB
OG0003977	LOC117150231|XP_033172917.1|DMAU	LOC115625866|XP_030376937.1|SLEB
OG0003978	LOC117140984|XP_033160125.1|DMAU	LOC115621018|XP_030370401.1|SLEB
OG0003979	LOC117146516|XP_033168716.1|DMAU	LOC115628480|XP_030380463.1|SLEB
OG0003980	LOC117142699|XP_033162747.1|DMAU	LOC115621237|XP_030370688.1|SLEB
OG0003981	LOC117135179|XP_033151136.1|DMAU	LOC115628460|XP_030380438.1|SLEB
OG0003982	LOC117150416|XP_033173175.1|DMAU	LOC115625709|XP_030376713.1|SLEB
OG0003983	LOC117144631|XP_033165820.1|DMAU	LOC115626482|XP_030377729.1|SLEB
OG0003984	LOC117150734|XP_033173662.1|DMAU	LOC115625947|XP_030377043.1|SLEB
OG0003985	LOC117135227|XP_033151237.1|DMAU	LOC115625699|XP_030376700.1|SLEB
OG0003986	LOC117141449|XP_033160797.1|DMAU	LOC115631280|XP_030383854.1|SLEB
OG0003987	LOC117148635|XP_033172031.1|DMAU	LOC115630935|XP_030383362.1|SLEB
OG0003988	LOC117140009|XP_033158618.1|DMAU	LOC115630608|XP_030383091.1|SLEB
OG0003989	LOC117138196|XP_033156013.1|DMAU	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB
OG0003990	LOC117136489|XP_033153322.1|DMAU	LOC115626636|XP_030377906.1|SLEB
OG0003991	LOC117138291|XP_033156165.1|DMAU	LOC115630456|XP_030382877.1|SLEB
OG0003992	LOC117142419|XP_033162270.1|DMAU	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB
OG0003993	LOC117142677|XP_033162710.1|DMAU	LOC115630757|XP_030383272.1|SLEB
OG0003994	LOC117146036|XP_033167858.1|DMAU	LOC115621296|XP_030370763.1|SLEB
OG0003995	LOC117137027|XP_033154124.1|DMAU	LOC115621628|XP_030371192.1|SLEB
OG0003996	LOC117136779|XP_033153720.1|DMAU	LOC115634149|XP_030387582.1|SLEB
OG0003997	LOC117150815|XP_033173770.1|DMAU	LOC115631281|XP_030383855.1|SLEB
OG0003998	LOC117136631|XP_033153509.1|DMAU	LOC115632016|XP_030384808.1|SLEB
OG0003999	LOC117147043|XP_033169683.1|DMAU	LOC115626210|XP_030377359.1|SLEB
OG0004000	LOC117148203|XP_033171378.1|DMAU	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB
OG0004001	LOC117135484|XP_033151594.1|DMAU	LOC115631042|XP_030383535.1|SLEB
OG0004002	LOC117146561|XP_033168753.1|DMAU	LOC115625846|XP_030376909.1|SLEB
OG0004003	LOC117135834|XP_033152282.1|DMAU	LOC115631551|XP_030384188.1|SLEB
OG0004004	LOC117135109|XP_033151020.1|DMAU	LOC115628478|XP_030380460.1|SLEB
OG0004005	LOC117143310|XP_033163869.1|DMAU	LOC115628453|XP_030380425.1|SLEB
OG0004006	LOC117143083|XP_033163452.1|DMAU	LOC115628532|XP_030380556.1|SLEB
OG0004007	LOC117151064|XP_033174188.1|DMAU	LOC115631240|XP_030383810.1|SLEB
OG0004008	LOC117142015|XP_033161764.1|DMAU	LOC115632033|XP_030384845.1|SLEB
OG0004009	LOC117147711|XP_033170603.1|DMAU	LOC115631559|XP_030384210.1|SLEB
OG0004010	LOC117140259|XP_033158960.1|DMAU	LOC115626177|XP_030377312.1|SLEB
OG0004011	LOC117150912|XP_033173955.1|DMAU	LOC115626388|XP_030377607.1|SLEB
OG0004012	LOC117143440|XP_033164039.1|DMAU	LOC115621735|XP_030371326.1|SLEB
OG0004013	LOC117148501|XP_033171797.1|DMAU	LOC115625801|XP_030376838.1|SLEB
OG0004014	LOC117142019|XP_033161775.1|DMAU	LOC115632176|XP_030385068.1|SLEB
OG0004015	LOC117135145|XP_033151094.1|DMAU	LOC115631076|XP_030383581.1|SLEB
OG0004016	LOC117140091|XP_033158741.1|DMAU	LOC115631255|XP_030383828.1|SLEB
OG0004017	LOC117146854|XP_033169318.1|DMAU	LOC115630661|XP_030383163.1|SLEB
OG0004018	LOC117135835|XP_033152237.1|DMAU	LOC115623414|XP_030373589.1|SLEB
OG0004019	LOC117143046|XP_033163386.1|DMAU	LOC115630571|XP_030383048.1|SLEB
OG0004020	LOC117135313|XP_033151400.1|DMAU	LOC115631221|XP_030383787.1|SLEB
OG0004021	LOC117135309|XP_033151395.1|DMAU	LOC115631022|XP_030383496.1|SLEB
OG0004022	LOC117142358|XP_033162214.1|DMAU	LOC115631267|XP_030383839.1|SLEB
OG0004023	LOC117137408|XP_033154723.1|DMAU	LOC115634183|XP_030387629.1|SLEB
OG0004024	LOC117150645|XP_033173512.1|DMAU	LOC115631467|XP_030384080.1|SLEB
OG0004025	LOC117150218|XP_033172908.1|DMAU	LOC115625820|XP_030376870.1|SLEB
OG0004026	LOC117141622|XP_033161037.1|DMAU	LOC115631398|XP_030383981.1|SLEB
OG0004027	LOC117138660|XP_033156784.1|DMAU	LOC115634064|XP_030387470.1|SLEB
OG0004028	LOC117150579|XP_033173422.1|DMAU	LOC115629020|XP_030381175.1|SLEB
OG0004029	LOC117150578|XP_033173421.1|DMAU	LOC115628523|XP_030380540.1|SLEB
OG0004030	LOC117135742|XP_033152081.1|DMAU	LOC115625192|XP_030376022.1|SLEB
OG0004031	LOC117141084|XP_033160291.1|DMAU	LOC115631351|XP_030383927.1|SLEB
OG0004032	LOC117150652|XP_033173524.1|DMAU	LOC115625853|XP_030376918.1|SLEB
OG0004033	LOC117135268|XP_033151320.1|DMAU	LOC115626191|XP_030377331.1|SLEB
OG0004034	LOC117135252|XP_033151288.1|DMAU	LOC115630933|XP_030383360.1|SLEB
OG0004035	LOC117139254|XP_033157365.1|DMAU	LOC115631041|XP_030383528.1|SLEB
OG0004036	LOC117139528|XP_033157784.1|DMAU	LOC115630991|XP_030383437.1|SLEB
OG0004037	LOC117150491|XP_033173285.1|DMAU	LOC115631059|XP_030383558.1|SLEB
OG0004038	LOC117150440|XP_033173216.1|DMAU	LOC115632030|XP_030384836.1|SLEB
OG0004039	LOC117151042|XP_033174147.1|DMAU	LOC115631213|XP_030383778.1|SLEB
OG0004040	LOC117136128|XP_033152722.1|DMAU	LOC115633628|XP_030386923.1|SLEB
OG0004041	LOC117148620|XP_033172000.1|DMAU	LOC115633276|XP_030386547.1|SLEB
OG0004042	LOC117141928|XP_033161557.1|DMAU	LOC115622177|XP_030371924.1|SLEB
OG0004043	LOC117147969|XP_033171013.1|DMAU	LOC115630654|XP_030383156.1|SLEB
OG0004044	LOC117146941|XP_033169482.1|DMAU	LOC115627472|XP_030379008.1|SLEB
OG0004045	LOC117136612|XP_033153892.1|DMAU	LOC115631439|XP_030384039.1|SLEB
OG0004046	LOC117150321|XP_033173048.1|DMAU	LOC115631249|XP_030383819.1|SLEB
OG0004047	LOC117150479|XP_033173271.1|DMAU	LOC115631028|XP_030383506.1|SLEB
OG0004048	LOC117139693|XP_033158094.1|DMAU	LOC115630482|XP_030382923.1|SLEB
OG0004049	LOC117135177|XP_033151133.1|DMAU	LOC115631436|XP_030384034.1|SLEB
OG0004050	LOC117138478|XP_033156502.1|DMAU	LOC115631657|XP_030384329.1|SLEB
OG0004051	LOC117142685|XP_033163140.1|DMAU	LOC115631090|XP_030383598.1|SLEB
OG0004052	LOC117148135|XP_033171252.1|DMAU	LOC115626951|XP_030378327.1|SLEB
OG0004053	LOC117138329|XP_033156257.1|DMAU	LOC115630487|XP_030382935.1|SLEB
OG0004054	LOC117150819|XP_033173771.1|DMAU	LOC115631315|XP_030383890.1|SLEB
OG0004055	LOC117142227|XP_033161969.1|DMAU	LOC115621942|XP_030371649.1|SLEB
OG0004056	LOC117143069|XP_033163419.1|DMAU	LOC115621043|XP_030370424.1|SLEB
OG0004057	LOC117141779|XP_033161302.1|DMAU	LOC115622239|XP_030371996.1|SLEB
OG0004058	LOC117139605|XP_033157931.1|DMAU	LOC115632484|XP_030385519.1|SLEB
OG0004059	LOC117144033|XP_033164885.1|DMAU	LOC115624161|XP_030374617.1|SLEB
OG0004060	LOC117143829|XP_033164565.1|DMAU	LOC115624055|XP_030374496.1|SLEB
OG0004061	LOC117148235|XP_033171421.1|DMAU	LOC115626808|XP_030378139.1|SLEB
OG0004062	LOC117139774|XP_033158272.1|DMAU	LOC115622469|XP_030372272.1|SLEB
OG0004063	LOC117148586|XP_033171949.1|DMAU	LOC115626863|XP_030378230.1|SLEB
OG0004064	LOC117141713|XP_033161217.1|DMAU	LOC115633705|XP_030387026.1|SLEB
OG0004065	LOC117135902|XP_033152346.1|DMAU	LOC115624995|XP_030375726.1|SLEB
OG0004066	LOC117137608|XP_033155021.1|DMAU	LOC115634762|XP_030388517.1|SLEB
OG0004067	LOC117148225|XP_033171406.1|DMAU	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB
OG0004068	LOC117146016|XP_033167833.1|DMAU	LOC115625353|XP_030376246.1|SLEB
OG0004069	LOC117142350|XP_033162160.1|DMAU	LOC115625619|XP_030376620.1|SLEB
OG0004070	LOC117140075|XP_033158719.1|DMAU	LOC115632730|XP_030385835.1|SLEB
OG0004071	LOC117140477|XP_033159318.1|DMAU	LOC115622479|XP_030372284.1|SLEB
OG0004072	LOC117140478|XP_033159319.1|DMAU	LOC115622497|XP_030372303.1|SLEB
OG0004073	LOC117147054|XP_033169699.1|DMAU	LOC115626862|XP_030378229.1|SLEB
OG0004074	LOC117135971|XP_033152470.1|DMAU	LOC115622688|XP_030372577.1|SLEB
OG0004075	LOC117138662|XP_033156792.1|DMAU	LOC115634474|XP_030388065.1|SLEB
OG0004076	LOC117138661|XP_033156790.1|DMAU	LOC115634473|XP_030388064.1|SLEB
OG0004077	LOC117140332|XP_033159111.1|DMAU	LOC115631977|XP_030384737.1|SLEB
OG0004078	LOC117142758|XP_033162831.1|DMAU	LOC115625509|XP_030376433.1|SLEB
OG0004079	LOC117146968|XP_033169527.1|DMAU	LOC115629371|XP_030381689.1|SLEB
OG0004080	LOC117136396|XP_033153184.1|DMAU	LOC115620054|XP_030369047.1|SLEB
OG0004081	LOC117136848|XP_033153832.1|DMAU	LOC115624980|XP_030375695.1|SLEB
OG0004082	LOC117137237|XP_033154490.1|DMAU	LOC115627742|XP_030379377.1|SLEB
OG0004083	LOC117142975|XP_033163216.1|DMAU	LOC115620222|XP_030369223.1|SLEB
OG0004084	LOC117141954|XP_033161603.1|DMAU	LOC115621413|XP_030370924.1|SLEB
OG0004085	LOC117144128|XP_033165043.1|DMAU	LOC115623375|XP_030373530.1|SLEB
OG0004086	LOC117144901|XP_033166222.1|DMAU	LOC115621200|XP_030370639.1|SLEB
OG0004087	LOC117147471|XP_033170255.1|DMAU	LOC115629180|XP_030381421.1|SLEB
OG0004088	LOC117143472|XP_033164077.1|DMAU	LOC115620542|XP_030369685.1|SLEB
OG0004089	LOC117146911|XP_033169424.1|DMAU	LOC115629338|XP_030381644.1|SLEB
OG0004090	LOC117145038|XP_033166438.1|DMAU	LOC115625345|XP_030376233.1|SLEB
OG0004091	LOC117142888|XP_033163054.1|DMAU	LOC115623942|XP_030374364.1|SLEB
OG0004092	LOC117146663|XP_033168896.1|DMAU	LOC115627070|XP_030378478.1|SLEB
OG0004094	LOC117147794|XP_033170734.1|DMAU	LOC115627049|XP_030378451.1|SLEB
OG0004095	LOC117143247|XP_033163699.1|DMAU	LOC115624377|XP_030374938.1|SLEB
OG0004096	LOC117144903|XP_033166225.1|DMAU	LOC115620835|XP_030370128.1|SLEB
OG0004097	LOC117140652|XP_033159584.1|DMAU	LOC115622879|XP_030372832.1|SLEB
OG0004098	LOC117142269|XP_033162035.1|DMAU	LOC115624962|XP_030375677.1|SLEB
OG0004099	LOC117144488|XP_033165558.1|DMAU	LOC115623554|XP_030373804.1|SLEB
OG0004100	LOC117142730|XP_033162791.1|DMAU	LOC115624190|XP_030374648.1|SLEB
OG0004101	LOC117143803|XP_033164538.1|DMAU	LOC115624084|XP_030374533.1|SLEB
OG0004102	LOC117145769|XP_033167437.1|DMAU	LOC115624297|XP_030374782.1|SLEB
OG0004103	LOC117142756|XP_033162829.1|DMAU	LOC115625507|XP_030376430.1|SLEB
OG0004104	LOC117143240|XP_033163682.1|DMAU	LOC115621663|XP_030371231.1|SLEB
OG0004105	LOC117141711|XP_033161216.1|DMAU	LOC115634785|XP_030388552.1|SLEB
OG0004106	LOC117139691|XP_033158088.1|DMAU	LOC115630702|XP_030383214.1|SLEB
OG0004107	LOC117140846|XP_033159861.1|DMAU	LOC115622610|XP_030372471.1|SLEB
OG0004108	LOC117142707|XP_033162757.1|DMAU	LOC115625288|XP_030376160.1|SLEB
OG0004109	LOC117145039|XP_033166441.1|DMAU	LOC115625346|XP_030376236.1|SLEB
OG0004110	LOC117140790|XP_033159776.1|DMAU	LOC115619990|XP_030368923.1|SLEB
OG0004111	LOC117143428|XP_033164025.1|DMAU	LOC115623472|XP_030373697.1|SLEB
OG0004112	LOC117142769|XP_033162845.1|DMAU	LOC115625332|XP_030376216.1|SLEB
OG0004113	LOC117148785|XP_033172287.1|DMAU	LOC115626741|XP_030378051.1|SLEB
OG0004114	LOC117146936|XP_033169473.1|DMAU	LOC115626753|XP_030378068.1|SLEB
OG0004115	LOC117146850|XP_033169301.1|DMAU	LOC115626958|XP_030378333.1|SLEB
OG0004116	LOC117144013|XP_033164858.1|DMAU	LOC115624411|XP_030375005.1|SLEB
OG0004117	LOC117144210|XP_033165151.1|DMAU	LOC115625234|XP_030376079.1|SLEB
OG0004118	LOC117137183|XP_033154397.1|DMAU	LOC115624533|XP_030375117.1|SLEB
OG0004119	LOC117144004|XP_033164850.1|DMAU	LOC115623549|XP_030373800.1|SLEB
OG0004120	LOC117142885|XP_033163049.1|DMAU	LOC115623661|XP_030373979.1|SLEB
OG0004121	LOC117139702|XP_033158105.1|DMAU	LOC115622962|XP_030372969.1|SLEB
OG0004122	LOC117145030|XP_033166423.1|DMAU	LOC115625573|XP_030376531.1|SLEB
OG0004123	LOC117144034|XP_033164886.1|DMAU	LOC115623338|XP_030373468.1|SLEB
OG0004124	LOC117146496|XP_033168634.1|DMAU	LOC115629256|XP_030381534.1|SLEB
OG0004125	LOC117142359|XP_033162174.1|DMAU	LOC115621820|XP_030371470.1|SLEB
OG0004126	LOC117145837|XP_033167529.1|DMAU	LOC115621098|XP_030370495.1|SLEB
OG0004127	LOC117139194|XP_033157259.1|DMAU	LOC115625755|XP_030376772.1|SLEB
OG0004128	LOC117145650|XP_033167271.1|DMAU	LOC115624021|XP_030374457.1|SLEB
OG0004129	LOC117138612|XP_033156712.1|DMAU	LOC115634837|XP_030388618.1|SLEB
OG0004130	LOC117147220|XP_033169924.1|DMAU	LOC115629253|XP_030381529.1|SLEB
OG0004131	LOC117142329|XP_033162134.1|DMAU	LOC115625070|XP_030375817.1|SLEB
OG0004132	LOC117140534|XP_033159412.1|DMAU	LOC115623251|XP_030373379.1|SLEB
OG0004133	LOC117147238|XP_033169947.1|DMAU	LOC115631981|XP_030384745.1|SLEB
OG0004134	LOC117143197|XP_033163628.1|DMAU	LOC115621059|XP_030370443.1|SLEB
OG0004135	LOC117145447|XP_033166997.1|DMAU	LOC115624331|XP_030374819.1|SLEB
OG0004136	LOC117143696|XP_033164382.1|DMAU	LOC115623683|XP_030374013.1|SLEB
OG0004137	LOC117137376|XP_033154679.1|DMAU	LOC115634341|XP_030387857.1|SLEB
OG0004138	LOC117139631|XP_033157981.1|DMAU	LOC115628341|XP_030380264.1|SLEB
OG0004139	LOC117148074|XP_033171173.1|DMAU	LOC115629170|XP_030381404.1|SLEB
OG0004140	LOC117147970|XP_033171010.1|DMAU	LOC115626857|XP_030378218.1|SLEB
OG0004141	LOC117137676|XP_033155128.1|DMAU	LOC115626385|XP_030377616.1|SLEB
OG0004142	LOC117147851|XP_033170816.1|DMAU	LOC115629220|XP_030381489.1|SLEB
OG0004143	LOC117142511|XP_033162439.1|DMAU	LOC115620606|XP_030369780.1|SLEB
OG0004144	LOC117135300|XP_033151368.1|DMAU	LOC115625690|XP_030376691.1|SLEB
OG0004145	LOC117141180|XP_033160408.1|DMAU	LOC115622792|XP_030372715.1|SLEB
OG0004146	LOC117144048|XP_033164908.1|DMAU	LOC115624413|XP_030375007.1|SLEB
OG0004147	LOC117150531|XP_033173387.1|DMAU	LOC115625832|XP_030376887.1|SLEB
OG0004148	LOC117145180|XP_033166622.1|DMAU	LOC115620988|XP_030370368.1|SLEB
OG0004149	LOC117143912|XP_033164717.1|DMAU	LOC115624122|XP_030374578.1|SLEB
OG0004150	LOC117143670|XP_033164342.1|DMAU	LOC115624120|XP_030374576.1|SLEB
OG0004151	LOC117142799|XP_033162896.1|DMAU	LOC115620402|XP_030369478.1|SLEB
OG0004152	LOC117144990|XP_033166352.1|DMAU	LOC115623365|XP_030373511.1|SLEB
OG0004153	LOC117135710|XP_033152020.1|DMAU	LOC115625602|XP_030376598.1|SLEB
OG0004154	LOC117140491|XP_033159343.1|DMAU	LOC115622116|XP_030371820.1|SLEB
OG0004155	LOC117145227|XP_033166693.1|DMAU	LOC115623859|XP_030374264.1|SLEB
OG0004156	LOC117143049|XP_033163389.1|DMAU	LOC115624149|XP_030374606.1|SLEB
OG0004157	LOC117148527|XP_033171831.1|DMAU	LOC115629143|XP_030381355.1|SLEB
OG0004158	LOC117141168|XP_033160395.1|DMAU	LOC115622423|XP_030372218.1|SLEB
OG0004159	LOC117142989|XP_033163232.1|DMAU	LOC115624365|XP_030374885.1|SLEB
OG0004160	LOC117141821|XP_033161365.1|DMAU	LOC115622468|XP_030372270.1|SLEB
OG0004161	LOC117144764|XP_033166013.1|DMAU	LOC115623673|XP_030374000.1|SLEB
OG0004162	LOC117142425|XP_033162277.1|DMAU	LOC115623642|XP_030373947.1|SLEB
OG0004163	LOC117145348|XP_033166854.1|DMAU	LOC115624127|XP_030374582.1|SLEB
OG0004164	LOC117144335|XP_033165339.1|DMAU	LOC115623929|XP_030374348.1|SLEB
OG0004165	LOC117135958|XP_033152443.1|DMAU	LOC115623390|XP_030373558.1|SLEB
OG0004166	LOC117135740|XP_033152076.1|DMAU	LOC115630004|XP_030382494.1|SLEB
OG0004167	LOC117144584|XP_033165750.1|DMAU	LOC115625909|XP_030377000.1|SLEB
OG0004168	LOC117142834|XP_033162956.1|DMAU	LOC115625069|XP_030375813.1|SLEB
OG0004169	LOC117146963|XP_033169517.1|DMAU	LOC115629639|XP_030382001.1|SLEB
OG0004170	LOC117146819|XP_033169264.1|DMAU	LOC115628741|XP_030380805.1|SLEB
OG0004171	LOC117147581|XP_033170416.1|DMAU	LOC115629676|XP_030382054.1|SLEB
OG0004172	LOC117146381|XP_033168433.1|DMAU	LOC115627773|XP_030379432.1|SLEB
OG0004173	LOC117135849|XP_033152257.1|DMAU	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB
OG0004174	LOC117137142|XP_033154335.1|DMAU	LOC115626137|XP_030377258.1|SLEB
OG0004175	LOC117137239|XP_033154491.1|DMAU	LOC115634437|XP_030388008.1|SLEB
OG0004176	LOC117139456|XP_033157655.1|DMAU	LOC115622486|XP_030372292.1|SLEB
OG0004177	LOC117143048|XP_033163387.1|DMAU	LOC115623555|XP_030373813.1|SLEB
OG0004178	LOC117145023|XP_033166407.1|DMAU	LOC115625527|XP_030376456.1|SLEB
OG0004179	LOC117148159|XP_033171284.1|DMAU	LOC115630036|XP_030382528.1|SLEB
OG0004180	LOC117142461|XP_033162334.1|DMAU	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB
OG0004181	LOC117142277|XP_033162049.1|DMAU	LOC115620201|XP_030369194.1|SLEB
OG0004182	LOC117141856|XP_033161423.1|DMAU	LOC115622689|XP_030372573.1|SLEB
OG0004183	LOC117140680|XP_033159626.1|DMAU	LOC115622476|XP_030372280.1|SLEB
OG0004184	LOC117139144|XP_033157187.1|DMAU	LOC115628267|XP_030380146.1|SLEB
OG0004185	LOC117150492|XP_033173286.1|DMAU	LOC115631060|XP_030383559.1|SLEB
OG0004186	LOC117146625|XP_033168848.1|DMAU	LOC115629142|XP_030381353.1|SLEB
OG0004187	LOC117143552|XP_033164183.1|DMAU	LOC115624217|XP_030374691.1|SLEB
OG0004188	LOC117142701|XP_033162749.1|DMAU	LOC115625276|XP_030376138.1|SLEB
OG0004189	LOC117142698|XP_033162746.1|DMAU	LOC115625286|XP_030376156.1|SLEB
OG0004190	LOC117144806|XP_033166072.1|DMAU	LOC115623582|XP_030373841.1|SLEB
OG0004191	LOC117143379|XP_033163947.1|DMAU	LOC115623984|XP_030374415.1|SLEB
OG0004192	LOC117144330|XP_033165334.1|DMAU	LOC115623596|XP_030373858.1|SLEB
OG0004193	LOC117148396|XP_033171651.1|DMAU	LOC115629478|XP_030381808.1|SLEB
OG0004194	LOC117142877|XP_033163039.1|DMAU	LOC115623434|XP_030373640.1|SLEB
OG0004195	LOC117148599|XP_033171971.1|DMAU	LOC115627479|XP_030379017.1|SLEB
OG0004196	LOC117142401|XP_033162239.1|DMAU	LOC115620716|XP_030369953.1|SLEB
OG0004197	LOC117145336|XP_033166838.1|DMAU	LOC115623413|XP_030373584.1|SLEB
OG0004198	LOC117142996|XP_033163242.1|DMAU	LOC115625047|XP_030375758.1|SLEB
OG0004199	LOC117144917|XP_033166254.1|DMAU	LOC115623649|XP_030373961.1|SLEB
OG0004200	LOC117137002|XP_033154079.1|DMAU	LOC115629050|XP_030381220.1|SLEB
OG0004201	LOC117145730|XP_033167380.1|DMAU	LOC115620574|XP_030369735.1|SLEB
OG0004202	LOC117144946|XP_033166291.1|DMAU	LOC115621197|XP_030370636.1|SLEB
OG0004203	LOC117142330|XP_033162135.1|DMAU	LOC115625072|XP_030375820.1|SLEB
OG0004204	LOC117139853|XP_033158393.1|DMAU	LOC115621640|XP_030371238.1|SLEB
OG0004205	LOC117140030|XP_033158653.1|DMAU	LOC115632596|XP_030385681.1|SLEB
OG0004206	LOC117142726|XP_033162785.1|DMAU	LOC115624123|XP_030374579.1|SLEB
OG0004207	LOC117142408|XP_033162248.1|DMAU	LOC115623577|XP_030373835.1|SLEB
OG0004208	LOC117142458|XP_033162332.1|DMAU	LOC115623619|XP_030373899.1|SLEB
OG0004209	LOC117145455|XP_033167015.1|DMAU	LOC115621873|XP_030371558.1|SLEB
OG0004210	LOC117142600|XP_033162570.1|DMAU	LOC115623671|XP_030373997.1|SLEB
OG0004211	LOC117135319|XP_033151439.1|DMAU	LOC115631904|XP_030384612.1|SLEB
