Orthogroup	DMAU.longest_only	ASTE.longest_only
OG0003814	LOC117150801|XP_033173750.1|DMAU	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC117142639|XP_033162634.1|DMAU	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC117135265|XP_033151312.1|DMAU	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC117144172|XP_033165109.1|DMAU	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC117135253|XP_033151290.1|DMAU	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC117135469|XP_033151560.1|DMAU	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC117146014|XP_033167829.1|DMAU	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC117135500|XP_033151613.1|DMAU	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC117142638|XP_033162636.1|DMAU	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC117143716|XP_033164409.1|DMAU	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC117150469|XP_033173256.1|DMAU	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC117147845|XP_033170805.1|DMAU	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC117150703|XP_033173606.1|DMAU	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC117142221|XP_033161955.1|DMAU	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC117136190|XP_033152870.1|DMAU	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC117148526|XP_033171834.1|DMAU	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC117150230|XP_033172916.1|DMAU	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC117144299|XP_033165296.1|DMAU	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC117141135|XP_033160355.1|DMAU	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC117144769|XP_033166027.1|DMAU	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC117137249|XP_033154505.1|DMAU	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC117145774|XP_033167445.1|DMAU	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC117135251|XP_033151286.1|DMAU	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC117135250|XP_033151285.1|DMAU	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC117135295|XP_033151360.1|DMAU	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC117150956|XP_033174026.1|DMAU	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC117137590|XP_033154991.1|DMAU	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC117135266|XP_033151317.1|DMAU	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC117150753|XP_033173684.1|DMAU	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC117140250|XP_033158947.1|DMAU	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC117150955|XP_033174024.1|DMAU	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC117149030|XP_033172600.1|DMAU	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC117139104|XP_033157132.1|DMAU	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC117150293|XP_033173003.1|DMAU	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC117144395|XP_033165421.1|DMAU	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC117137757|XP_033155262.1|DMAU	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC117140913|XP_033159984.1|DMAU	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC117137172|XP_033154378.1|DMAU	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC117150356|XP_033173109.1|DMAU	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC117137732|XP_033155199.1|DMAU	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC117135116|XP_033151024.1|DMAU	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC117135115|XP_033151023.1|DMAU	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC117150345|XP_033173084.1|DMAU	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC117144279|XP_033165276.1|DMAU	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC117146435|XP_033168535.1|DMAU	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC117150567|XP_033173409.1|DMAU	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC117136793|XP_033153740.1|DMAU	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC117136021|XP_033152533.1|DMAU	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC117136175|XP_033152812.1|DMAU	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC117147334|XP_033170083.1|DMAU	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC117147386|XP_033170150.1|DMAU	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC117144681|XP_033165895.1|DMAU	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC117150523|XP_033173334.1|DMAU	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC117150517|XP_033173324.1|DMAU	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC117140102|XP_033158752.1|DMAU	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC117151062|XP_033174185.1|DMAU	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC117150865|XP_033173874.1|DMAU	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC117144139|XP_033165060.1|DMAU	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC117135590|XP_033151815.1|DMAU	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC117149192|XP_033172646.1|DMAU	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC117136963|XP_033154020.1|DMAU	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC117135492|XP_033151608.1|DMAU	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC117148167|XP_033171328.1|DMAU	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC117138364|XP_033156325.1|DMAU	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC117145421|XP_033166960.1|DMAU	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC117141195|XP_033160437.1|DMAU	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC117139677|XP_033158047.1|DMAU	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC117136061|XP_033152601.1|DMAU	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC117136676|XP_033153571.1|DMAU	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC117148335|XP_033171561.1|DMAU	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC117137196|XP_033154419.1|DMAU	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC117135337|XP_033151429.1|DMAU	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC117135334|XP_033151426.1|DMAU	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC117135273|XP_033151331.1|DMAU	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC117142449|XP_033162309.1|DMAU	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC117150919|XP_033173969.1|DMAU	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC117140260|XP_033158956.1|DMAU	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC117143613|XP_033164262.1|DMAU	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC117141828|XP_033161372.1|DMAU	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC117147430|XP_033170205.1|DMAU	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC117148425|XP_033171691.1|DMAU	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC117138173|XP_033155950.1|DMAU	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC117137229|XP_033154478.1|DMAU	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC117138367|XP_033156324.1|DMAU	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC117135197|XP_033151163.1|DMAU	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC117150658|XP_033173536.1|DMAU	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC117135245|XP_033151280.1|DMAU	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC117144313|XP_033165319.1|DMAU	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC117137334|XP_033154620.1|DMAU	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC117135148|XP_033151097.1|DMAU	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC117135146|XP_033151096.1|DMAU	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC117144409|XP_033165441.1|DMAU	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC117148290|XP_033171505.1|DMAU	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC117145326|XP_033166820.1|DMAU	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC117136708|XP_033153618.1|DMAU	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC117145396|XP_033166922.1|DMAU	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC117150730|XP_033173647.1|DMAU	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC117140698|XP_033159656.1|DMAU	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC117139891|XP_033158464.1|DMAU	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC117150610|XP_033173469.1|DMAU	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC117147971|XP_033171011.1|DMAU	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC117149976|XP_033172761.1|DMAU	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC117140186|XP_033158855.1|DMAU	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC117139996|XP_033158638.1|DMAU	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC117139660|XP_033158020.1|DMAU	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC117135986|XP_033152492.1|DMAU	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC117143038|XP_033163363.1|DMAU	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC117149648|XP_033172703.1|DMAU	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC117146246|XP_033168069.1|DMAU	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC117138028|XP_033155727.1|DMAU	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC117139219|XP_033157308.1|DMAU	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC117150754|XP_033173681.1|DMAU	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC117150283|XP_033172995.1|DMAU	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC117150966|XP_033174037.1|DMAU	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC117139920|XP_033158497.1|DMAU	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC117150604|XP_033173452.1|DMAU	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC117146363|XP_033168408.1|DMAU	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC117137057|XP_033154162.1|DMAU	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC117150279|XP_033172985.1|DMAU	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC117135330|XP_033151421.1|DMAU	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC117137731|XP_033155198.1|DMAU	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC117137743|XP_033155217.1|DMAU	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC117138271|XP_033156130.1|DMAU	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC117139225|XP_033157320.1|DMAU	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC117150388|XP_033173141.1|DMAU	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC117139020|XP_033157010.1|DMAU	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC117139320|XP_033157458.1|DMAU	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC117150330|XP_033173065.1|DMAU	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC117151037|XP_033174145.1|DMAU	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC117150400|XP_033173155.1|DMAU	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC117138496|XP_033156517.1|DMAU	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC117150325|XP_033173054.1|DMAU	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC117147994|XP_033171043.1|DMAU	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC117148901|XP_033172503.1|DMAU	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC117141225|XP_033160478.1|DMAU	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC117147666|XP_033170535.1|DMAU	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC117150422|XP_033173186.1|DMAU	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC117141741|XP_033161256.1|DMAU	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC117150778|XP_033173717.1|DMAU	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC117140232|XP_033158922.1|DMAU	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC117143596|XP_033164237.1|DMAU	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC117135297|XP_033151362.1|DMAU	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC117139522|XP_033157774.1|DMAU	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC117146643|XP_033168868.1|DMAU	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC117136035|XP_033152549.1|DMAU	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC117147915|XP_033170924.1|DMAU	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC117150683|XP_033173583.1|DMAU	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC117143369|XP_033163939.1|DMAU	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC117137483|XP_033154857.1|DMAU	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC117150227|XP_033172914.1|DMAU	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC117150863|XP_033173873.1|DMAU	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC117136551|XP_033153395.1|DMAU	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC117138413|XP_033156385.1|DMAU	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC117138680|XP_033156825.1|DMAU	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC117137889|XP_033155512.1|DMAU	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC117150466|XP_033173253.1|DMAU	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC117149556|XP_033172687.1|DMAU	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC117142018|XP_033161773.1|DMAU	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC117137501|XP_033154873.1|DMAU	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC117136625|XP_033153505.1|DMAU	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC117135642|XP_033151951.1|DMAU	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC117145812|XP_033167508.1|DMAU	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC117150231|XP_033172917.1|DMAU	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC117140984|XP_033160125.1|DMAU	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC117146516|XP_033168716.1|DMAU	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC117142699|XP_033162747.1|DMAU	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC117135179|XP_033151136.1|DMAU	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC117150416|XP_033173175.1|DMAU	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC117150734|XP_033173662.1|DMAU	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC117135227|XP_033151237.1|DMAU	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC117141449|XP_033160797.1|DMAU	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC117148635|XP_033172031.1|DMAU	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC117140009|XP_033158618.1|DMAU	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC117138196|XP_033156013.1|DMAU	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC117136489|XP_033153322.1|DMAU	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC117138291|XP_033156165.1|DMAU	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC117142419|XP_033162270.1|DMAU	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC117142677|XP_033162710.1|DMAU	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC117146036|XP_033167858.1|DMAU	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC117137027|XP_033154124.1|DMAU	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC117136779|XP_033153720.1|DMAU	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC117150815|XP_033173770.1|DMAU	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC117136631|XP_033153509.1|DMAU	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC117147043|XP_033169683.1|DMAU	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC117148203|XP_033171378.1|DMAU	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC117135484|XP_033151594.1|DMAU	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC117146561|XP_033168753.1|DMAU	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC117135834|XP_033152282.1|DMAU	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC117135109|XP_033151020.1|DMAU	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC117143310|XP_033163869.1|DMAU	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC117143083|XP_033163452.1|DMAU	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC117151064|XP_033174188.1|DMAU	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC117142015|XP_033161764.1|DMAU	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC117147711|XP_033170603.1|DMAU	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC117140259|XP_033158960.1|DMAU	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC117150912|XP_033173955.1|DMAU	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC117143440|XP_033164039.1|DMAU	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC117148501|XP_033171797.1|DMAU	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC117142019|XP_033161775.1|DMAU	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC117135145|XP_033151094.1|DMAU	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC117140091|XP_033158741.1|DMAU	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC117146854|XP_033169318.1|DMAU	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC117135835|XP_033152237.1|DMAU	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC117143046|XP_033163386.1|DMAU	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC117135313|XP_033151400.1|DMAU	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC117135309|XP_033151395.1|DMAU	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC117142358|XP_033162214.1|DMAU	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC117137408|XP_033154723.1|DMAU	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC117150645|XP_033173512.1|DMAU	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC117150218|XP_033172908.1|DMAU	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC117141622|XP_033161037.1|DMAU	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC117138660|XP_033156784.1|DMAU	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC117150579|XP_033173422.1|DMAU	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC117150578|XP_033173421.1|DMAU	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC117135742|XP_033152081.1|DMAU	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC117141084|XP_033160291.1|DMAU	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC117150652|XP_033173524.1|DMAU	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC117135268|XP_033151320.1|DMAU	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC117135252|XP_033151288.1|DMAU	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC117139254|XP_033157365.1|DMAU	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC117139528|XP_033157784.1|DMAU	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC117150491|XP_033173285.1|DMAU	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC117150440|XP_033173216.1|DMAU	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC117151042|XP_033174147.1|DMAU	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC117136128|XP_033152722.1|DMAU	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC117148620|XP_033172000.1|DMAU	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC117147969|XP_033171013.1|DMAU	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC117146941|XP_033169482.1|DMAU	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC117136612|XP_033153892.1|DMAU	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC117150321|XP_033173048.1|DMAU	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC117150479|XP_033173271.1|DMAU	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC117139693|XP_033158094.1|DMAU	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC117135177|XP_033151133.1|DMAU	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC117138478|XP_033156502.1|DMAU	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC117148135|XP_033171252.1|DMAU	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC117138329|XP_033156257.1|DMAU	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC117150819|XP_033173771.1|DMAU	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC117142227|XP_033161969.1|DMAU	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC117143069|XP_033163419.1|DMAU	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC117141779|XP_033161302.1|DMAU	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC117139605|XP_033157931.1|DMAU	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC117144033|XP_033164885.1|DMAU	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC117143829|XP_033164565.1|DMAU	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC117148235|XP_033171421.1|DMAU	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC117139774|XP_033158272.1|DMAU	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC117148586|XP_033171949.1|DMAU	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC117141713|XP_033161217.1|DMAU	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC117135902|XP_033152346.1|DMAU	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC117137608|XP_033155021.1|DMAU	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC117148225|XP_033171406.1|DMAU	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC117146016|XP_033167833.1|DMAU	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC117142350|XP_033162160.1|DMAU	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC117140075|XP_033158719.1|DMAU	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC117140477|XP_033159318.1|DMAU	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC117140478|XP_033159319.1|DMAU	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC117147054|XP_033169699.1|DMAU	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC117135971|XP_033152470.1|DMAU	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC117138662|XP_033156792.1|DMAU	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC117138661|XP_033156790.1|DMAU	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC117140332|XP_033159111.1|DMAU	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC117142758|XP_033162831.1|DMAU	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC117146968|XP_033169527.1|DMAU	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC117136396|XP_033153184.1|DMAU	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC117136848|XP_033153832.1|DMAU	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC117137237|XP_033154490.1|DMAU	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC117142975|XP_033163216.1|DMAU	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC117141954|XP_033161603.1|DMAU	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC117144128|XP_033165043.1|DMAU	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC117144901|XP_033166222.1|DMAU	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC117147471|XP_033170255.1|DMAU	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC117143472|XP_033164077.1|DMAU	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE
OG0004089	LOC117146911|XP_033169424.1|DMAU	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC117145038|XP_033166438.1|DMAU	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC117146663|XP_033168896.1|DMAU	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC117147794|XP_033170734.1|DMAU	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC117143247|XP_033163699.1|DMAU	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC117144903|XP_033166225.1|DMAU	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC117140652|XP_033159584.1|DMAU	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC117142269|XP_033162035.1|DMAU	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC117144488|XP_033165558.1|DMAU	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC117142730|XP_033162791.1|DMAU	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC117143803|XP_033164538.1|DMAU	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC117145769|XP_033167437.1|DMAU	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC117142756|XP_033162829.1|DMAU	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC117143240|XP_033163682.1|DMAU	LOC118507137|XP_035901060.1|ASTE
