Orthogroup	DMAU.longest_only	BCOP.longest_only
OG0003473	LOC117144600|XP_033165785.1|DMAU	LOC119067458|XP_037026335.1|BCOP
OG0003474	LOC117144220|XP_033165164.1|DMAU	LOC119067967|XP_037027194.1|BCOP
OG0003475	LOC117144056|XP_033164954.1|DMAU	LOC119085343|XP_037051621.1|BCOP
OG0003476	LOC117146277|XP_033168163.1|DMAU	LOC119083864|XP_037049563.1|BCOP
OG0003477	LOC117142748|XP_033162817.1|DMAU	LOC119070537|XP_037030805.1|BCOP
OG0003478	LOC117145310|XP_033166794.1|DMAU	LOC119069825|XP_037029882.1|BCOP
OG0003479	LOC117142442|XP_033162296.1|DMAU	LOC119066442|XP_037024832.1|BCOP
OG0003480	LOC117144617|XP_033165802.1|DMAU	LOC119068809|XP_037028477.1|BCOP
OG0003481	LOC117145109|XP_033166520.1|DMAU	LOC119068810|XP_037028478.1|BCOP
OG0003482	LOC117144699|XP_033165914.1|DMAU	LOC119068811|XP_037028479.1|BCOP
OG0003483	LOC117143508|XP_033164121.1|DMAU	LOC119075581|XP_037037943.1|BCOP, LOC119069262|XP_037029215.1|BCOP
OG0003484	LOC117144638|XP_033165825.1|DMAU	LOC119067366|XP_037026176.1|BCOP
OG0003485	LOC117144563|XP_033165699.1|DMAU	LOC119070448|XP_037030694.1|BCOP
OG0003486	LOC117144948|XP_033166294.1|DMAU	LOC119070445|XP_037030691.1|BCOP
OG0003487	LOC117145733|XP_033167384.1|DMAU	LOC119084942|XP_037050983.1|BCOP, LOC119067837|XP_037026906.1|BCOP
OG0003488	LOC117142936|XP_033163139.1|DMAU	LOC119069939|XP_037030058.1|BCOP
OG0003489	LOC117142417|XP_033162261.1|DMAU	LOC119067860|XP_037026996.1|BCOP
OG0003490	LOC117143583|XP_033164222.1|DMAU	LOC119067862|XP_037027009.1|BCOP
OG0003491	LOC117144615|XP_033165800.1|DMAU	LOC119069686|XP_037029704.1|BCOP
OG0003492	LOC117142666|XP_033162689.1|DMAU	LOC119068193|XP_037027586.1|BCOP
OG0003493	LOC117144350|XP_033165354.1|DMAU	LOC119070308|XP_037030470.1|BCOP
OG0003494	LOC117142617|XP_033162593.1|DMAU	LOC119070547|XP_037030836.1|BCOP
OG0003495	LOC117150960|XP_033174030.1|DMAU	LOC119069212|XP_037029082.1|BCOP
OG0003496	LOC117144239|XP_033165200.1|DMAU	LOC119080616|XP_037044913.1|BCOP
OG0003497	LOC117143579|XP_033164217.1|DMAU	LOC119083966|XP_037049668.1|BCOP
OG0003498	LOC117141680|XP_033161167.1|DMAU	LOC119084005|XP_037049715.1|BCOP
OG0003499	LOC117143465|XP_033164067.1|DMAU	LOC119070080|XP_037030282.1|BCOP
OG0003500	LOC117142621|XP_033162603.1|DMAU	LOC119070049|XP_037030235.1|BCOP
OG0003501	LOC117143132|XP_033163514.1|DMAU	LOC119067349|XP_037026155.1|BCOP
OG0003502	LOC117145570|XP_033167166.1|DMAU	LOC119069072|XP_037028845.1|BCOP
OG0003503	LOC117142618|XP_033162594.1|DMAU	LOC119067577|XP_037026559.1|BCOP
OG0003504	LOC117143278|XP_033163748.1|DMAU	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP
OG0003505	LOC117144791|XP_033166059.1|DMAU	LOC119068791|XP_037028447.1|BCOP
OG0003506	LOC117143855|XP_033164608.1|DMAU	LOC119074762|XP_037036927.1|BCOP
OG0003507	LOC117144475|XP_033165538.1|DMAU	LOC119084138|XP_037049884.1|BCOP
OG0003508	LOC117139444|XP_033157640.1|DMAU	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP
OG0003509	LOC117143189|XP_033163616.1|DMAU	LOC119069251|XP_037029200.1|BCOP
OG0003510	LOC117142276|XP_033162047.1|DMAU	LOC119069891|XP_037029979.1|BCOP
OG0003511	LOC117142596|XP_033162562.1|DMAU	LOC119069889|XP_037029960.1|BCOP
OG0003512	LOC117145175|XP_033166615.1|DMAU	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP
OG0003513	LOC117143474|XP_033164079.1|DMAU	LOC119069007|XP_037028777.1|BCOP
OG0003514	LOC117144924|XP_033166266.1|DMAU	LOC119070512|XP_037030769.1|BCOP
OG0003515	LOC117135767|XP_033152124.1|DMAU	LOC119078316|XP_037041716.1|BCOP
OG0003516	LOC117143211|XP_033163648.1|DMAU	LOC119069121|XP_037028913.1|BCOP
OG0003517	LOC117144469|XP_033165525.1|DMAU	LOC119085747|XP_037052122.1|BCOP
OG0003518	LOC117144991|XP_033166353.1|DMAU	LOC119085769|XP_037052154.1|BCOP
OG0003519	LOC117139094|XP_033157113.1|DMAU	LOC119084841|XP_037050833.1|BCOP
OG0003520	LOC117141020|XP_033160185.1|DMAU	LOC119084831|XP_037050809.1|BCOP
OG0003521	LOC117142074|XP_033161844.1|DMAU	LOC119084866|XP_037050896.1|BCOP
OG0003522	LOC117137485|XP_033154855.1|DMAU	LOC119080974|XP_037045516.1|BCOP
OG0003523	LOC117150957|XP_033174027.1|DMAU	LOC119070577|XP_037030879.1|BCOP
OG0003524	LOC117148943|XP_033172559.1|DMAU	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP
OG0003525	LOC117136094|XP_033152664.1|DMAU	LOC119081773|XP_037046869.1|BCOP
OG0003526	LOC117143473|XP_033164078.1|DMAU	LOC119081505|XP_037046408.1|BCOP
OG0003527	LOC117136653|XP_033153540.1|DMAU	LOC119081769|XP_037046859.1|BCOP
OG0003529	LOC117135222|XP_033151229.1|DMAU	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP
OG0003530	LOC117139308|XP_033157443.1|DMAU	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP
OG0003531	LOC117145649|XP_033167269.1|DMAU	LOC119077621|XP_037040735.1|BCOP
OG0003532	LOC117141885|XP_033161470.1|DMAU	LOC119083650|XP_037049320.1|BCOP
OG0003533	LOC117140062|XP_033158698.1|DMAU	LOC119081289|XP_037045946.1|BCOP
OG0003534	LOC117140772|XP_033159747.1|DMAU	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP
OG0003535	LOC117141761|XP_033161278.1|DMAU	LOC119080677|XP_037045005.1|BCOP
OG0003536	LOC117138163|XP_033155934.1|DMAU	LOC119081360|XP_037046105.1|BCOP
OG0003537	LOC117136751|XP_033153674.1|DMAU	LOC119073710|XP_037035230.1|BCOP
OG0003538	LOC117136641|XP_033153524.1|DMAU	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP
OG0003539	LOC117136085|XP_033152649.1|DMAU	LOC119081775|XP_037046874.1|BCOP
OG0003540	LOC117139745|XP_033158196.1|DMAU	LOC119075872|XP_037038329.1|BCOP
OG0003541	LOC117142348|XP_033162158.1|DMAU	LOC119081802|XP_037046916.1|BCOP
OG0003542	LOC117138651|XP_033156769.1|DMAU	LOC119081795|XP_037046902.1|BCOP
OG0003543	LOC117148408|XP_033171667.1|DMAU	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP
OG0003544	LOC117140660|XP_033159595.1|DMAU	LOC119081282|XP_037045938.1|BCOP
OG0003545	LOC117140480|XP_033159321.1|DMAU	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP
OG0003546	LOC117139402|XP_033157561.1|DMAU	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC117138635|XP_033156738.1|DMAU	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC117137921|XP_033155560.1|DMAU	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC117136774|XP_033153713.1|DMAU	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC117138451|XP_033156465.1|DMAU	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC117136858|XP_033153848.1|DMAU	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC117138128|XP_033155884.1|DMAU	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC117136931|XP_033153963.1|DMAU	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC117141345|XP_033160639.1|DMAU	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC117141269|XP_033160530.1|DMAU	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC117139805|XP_033158319.1|DMAU	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC117139811|XP_033158332.1|DMAU	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC117139001|XP_033156980.1|DMAU	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC117139282|XP_033157400.1|DMAU	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC117141098|XP_033160305.1|DMAU	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC117137628|XP_033155050.1|DMAU	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC117136791|XP_033153738.1|DMAU	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC117143110|XP_033163483.1|DMAU	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC117140348|XP_033159089.1|DMAU	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC117140241|XP_033158934.1|DMAU	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC117143040|XP_033163368.1|DMAU	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC117136326|XP_033153071.1|DMAU	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC117135565|XP_033151763.1|DMAU	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC117140136|XP_033158793.1|DMAU	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC117138581|XP_033156647.1|DMAU	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC117140695|XP_033159648.1|DMAU	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC117136604|XP_033153478.1|DMAU	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC117135820|XP_033152219.1|DMAU	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC117139243|XP_033157344.1|DMAU	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC117139962|XP_033158552.1|DMAU	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC117140662|XP_033159597.1|DMAU	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC117141880|XP_033161460.1|DMAU	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC117141076|XP_033160265.1|DMAU	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC117135883|XP_033152320.1|DMAU	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC117135424|XP_033151470.1|DMAU	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC117142111|XP_033161898.1|DMAU	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC117141725|XP_033161234.1|DMAU	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC117136213|XP_033152872.1|DMAU	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC117138464|XP_033156481.1|DMAU	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC117140161|XP_033158825.1|DMAU	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC117146302|XP_033168229.1|DMAU	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC117150925|XP_033173981.1|DMAU	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC117142982|XP_033163224.1|DMAU	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC117137034|XP_033154130.1|DMAU	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC117139448|XP_033157646.1|DMAU	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC117140063|XP_033158699.1|DMAU	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC117141015|XP_033160166.1|DMAU	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC117140261|XP_033158957.1|DMAU	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC117141670|XP_033161156.1|DMAU	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC117136953|XP_033153993.1|DMAU	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC117136176|XP_033152809.1|DMAU	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC117138160|XP_033155928.1|DMAU	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC117140815|XP_033159811.1|DMAU	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC117136408|XP_033153203.1|DMAU	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC117139737|XP_033158169.1|DMAU	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC117137461|XP_033154796.1|DMAU	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC117136417|XP_033153217.1|DMAU	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC117141200|XP_033160442.1|DMAU	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC117151026|XP_033174126.1|DMAU	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC117144415|XP_033165447.1|DMAU	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC117136285|XP_033153011.1|DMAU	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC117135889|XP_033152327.1|DMAU	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC117141184|XP_033160413.1|DMAU	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC117136807|XP_033153763.1|DMAU	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC117140294|XP_033159022.1|DMAU	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC117140918|XP_033159993.1|DMAU	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC117137947|XP_033155600.1|DMAU	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC117136657|XP_033153549.1|DMAU	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC117136658|XP_033153550.1|DMAU	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC117138550|XP_033156600.1|DMAU	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC117135998|XP_033152504.1|DMAU	LOC119074483|XP_037036525.1|BCOP
OG0003617	LOC117135870|XP_033152296.1|DMAU	LOC119084168|XP_037049920.1|BCOP
OG0003618	LOC117135869|XP_033152294.1|DMAU	LOC119084167|XP_037049918.1|BCOP
OG0003619	LOC117135690|XP_033151983.1|DMAU	LOC119081327|XP_037046010.1|BCOP
OG0003620	LOC117137359|XP_033154651.1|DMAU	LOC119080238|XP_037044383.1|BCOP
OG0003621	LOC117139730|XP_033158158.1|DMAU	LOC119085425|XP_037051734.1|BCOP
OG0003622	LOC117139728|XP_033158155.1|DMAU	LOC119079364|XP_037043110.1|BCOP
OG0003623	LOC117135943|XP_033152415.1|DMAU	LOC119074015|XP_037035845.1|BCOP
OG0003624	LOC117138406|XP_033156375.1|DMAU	LOC119083604|XP_037049235.1|BCOP
OG0003625	LOC117136655|XP_033153546.1|DMAU	LOC119071262|XP_037032011.1|BCOP
OG0003626	LOC117137849|XP_033155448.1|DMAU	LOC119080699|XP_037045049.1|BCOP
OG0003627	LOC117136634|XP_033153516.1|DMAU	LOC119082094|XP_037047356.1|BCOP
OG0003628	LOC117137927|XP_033155569.1|DMAU	LOC119080691|XP_037045025.1|BCOP
OG0003629	LOC117136465|XP_033153287.1|DMAU	LOC119077475|XP_037040578.1|BCOP
OG0003630	LOC117136186|XP_033152822.1|DMAU	LOC119080696|XP_037045040.1|BCOP
OG0003631	LOC117139397|XP_033157555.1|DMAU	LOC119079986|XP_037044038.1|BCOP
OG0003632	LOC117140373|XP_033159129.1|DMAU	LOC119080114|XP_037044240.1|BCOP
OG0003633	LOC117137763|XP_033155273.1|DMAU	LOC119066827|XP_037025385.1|BCOP
OG0003634	LOC117140633|XP_033159549.1|DMAU	LOC119073510|XP_037034923.1|BCOP
OG0003635	LOC117140176|XP_033158842.1|DMAU	LOC119081774|XP_037046870.1|BCOP
OG0003636	LOC117136534|XP_033153374.1|DMAU	LOC119080845|XP_037045302.1|BCOP
OG0003637	LOC117138308|XP_033156203.1|DMAU	LOC119073405|XP_037034733.1|BCOP
OG0003638	LOC117139443|XP_033157638.1|DMAU	LOC119067865|XP_037027016.1|BCOP
OG0003639	LOC117139987|XP_033158588.1|DMAU	LOC119068610|XP_037028167.1|BCOP
OG0003640	LOC117135435|XP_033151490.1|DMAU	LOC119066939|XP_037025552.1|BCOP
OG0003641	LOC117137833|XP_033155413.1|DMAU	LOC119073599|XP_037035067.1|BCOP
OG0003642	LOC117137992|XP_033155668.1|DMAU	LOC119081071|XP_037045688.1|BCOP
OG0003643	LOC117137363|XP_033154655.1|DMAU	LOC119081149|XP_037045792.1|BCOP
OG0003644	LOC117136368|XP_033153140.1|DMAU	LOC119073996|XP_037035818.1|BCOP
OG0003645	LOC117139162|XP_033157212.1|DMAU	LOC119079305|XP_037042990.1|BCOP
OG0003646	LOC117140647|XP_033159578.1|DMAU	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP
OG0003647	LOC117141897|XP_033161489.1|DMAU	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC117139010|XP_033156998.1|DMAU	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC117143206|XP_033163642.1|DMAU	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC117147374|XP_033170134.1|DMAU	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC117142775|XP_033162854.1|DMAU	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC117141422|XP_033160742.1|DMAU	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC117141156|XP_033160386.1|DMAU	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC117142038|XP_033161799.1|DMAU	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC117136530|XP_033153406.1|DMAU	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC117139384|XP_033157536.1|DMAU	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC117141125|XP_033160340.1|DMAU	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC117145358|XP_033166871.1|DMAU	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC117141165|XP_033160393.1|DMAU	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC117141631|XP_033161062.1|DMAU	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC117139788|XP_033158293.1|DMAU	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC117139971|XP_033158563.1|DMAU	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC117141881|XP_033161463.1|DMAU	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC117141396|XP_033160704.1|DMAU	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC117137714|XP_033155178.1|DMAU	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC117138093|XP_033155834.1|DMAU	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC117140855|XP_033159873.1|DMAU	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC117135549|XP_033151734.1|DMAU	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC117137700|XP_033155160.1|DMAU	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC117137698|XP_033155159.1|DMAU	LOC119079273|XP_037042950.1|BCOP
OG0003672	LOC117144253|XP_033165223.1|DMAU	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC117136278|XP_033153001.1|DMAU	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC117137734|XP_033155205.1|DMAU	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC117137591|XP_033154993.1|DMAU	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC117137588|XP_033154987.1|DMAU	LOC119073373|XP_037034691.1|BCOP
OG0003677	LOC117139409|XP_033157577.1|DMAU	LOC119079391|XP_037043173.1|BCOP
OG0003678	LOC117139601|XP_033157923.1|DMAU	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC117141005|XP_033160151.1|DMAU	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC117135888|XP_033152326.1|DMAU	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC117136622|XP_033153501.1|DMAU	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC117145166|XP_033166605.1|DMAU	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC117135758|XP_033152107.1|DMAU	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC117141572|XP_033160976.1|DMAU	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC117140061|XP_033158695.1|DMAU	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC117135656|XP_033151930.1|DMAU	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC117135774|XP_033152134.1|DMAU	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC117135993|XP_033152499.1|DMAU	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC117140506|XP_033159366.1|DMAU	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC117140764|XP_033159738.1|DMAU	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC117141290|XP_033160557.1|DMAU	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC117135506|XP_033151628.1|DMAU	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC117141769|XP_033161291.1|DMAU	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC117139675|XP_033158043.1|DMAU	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC117139831|XP_033158363.1|DMAU	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC117136265|XP_033152977.1|DMAU	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC117137871|XP_033155486.1|DMAU	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC117142076|XP_033161846.1|DMAU	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC117135697|XP_033151993.1|DMAU	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC117138057|XP_033155768.1|DMAU	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC117150365|XP_033173116.1|DMAU	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC117142129|XP_033161924.1|DMAU	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC117139844|XP_033158381.1|DMAU	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC117139832|XP_033158364.1|DMAU	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC117138420|XP_033156411.1|DMAU	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC117140928|XP_033160014.1|DMAU	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC117140922|XP_033160005.1|DMAU	LOC119069576|XP_037029559.1|BCOP
OG0003708	LOC117140535|XP_033159414.1|DMAU	LOC119073819|XP_037035491.1|BCOP
OG0003709	LOC117138282|XP_033156142.1|DMAU	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC117137047|XP_033154146.1|DMAU	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC117140092|XP_033158739.1|DMAU	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC117135499|XP_033151612.1|DMAU	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC117135832|XP_033152233.1|DMAU	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC117135830|XP_033152231.1|DMAU	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC117141201|XP_033160444.1|DMAU	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC117141748|XP_033161262.1|DMAU	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC117139024|XP_033157013.1|DMAU	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC117139088|XP_033157097.1|DMAU	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC117146742|XP_033169089.1|DMAU	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC117135997|XP_033152503.1|DMAU	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC117139307|XP_033157441.1|DMAU	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC117141578|XP_033160981.1|DMAU	LOC119074826|XP_037037015.1|BCOP
OG0003724	LOC117140183|XP_033158850.1|DMAU	LOC119077488|XP_037040596.1|BCOP
OG0003725	LOC117140637|XP_033159555.1|DMAU	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC117139624|XP_033157969.1|DMAU	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC117139499|XP_033157718.1|DMAU	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC117142740|XP_033162802.1|DMAU	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC117141824|XP_033161368.1|DMAU	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC117140152|XP_033158814.1|DMAU	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC117140383|XP_033159140.1|DMAU	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC117139872|XP_033158420.1|DMAU	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC117139658|XP_033158013.1|DMAU	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC117140731|XP_033159695.1|DMAU	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC117135575|XP_033151791.1|DMAU	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC117136834|XP_033153806.1|DMAU	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC117138378|XP_033156338.1|DMAU	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC117137355|XP_033154645.1|DMAU	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC117136244|XP_033152940.1|DMAU	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC117136996|XP_033154065.1|DMAU	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC117141385|XP_033160691.1|DMAU	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC117139074|XP_033157076.1|DMAU	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC117138588|XP_033156659.1|DMAU	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC117138583|XP_033156653.1|DMAU	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC117136416|XP_033153215.1|DMAU	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC117138174|XP_033155951.1|DMAU	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC117140679|XP_033159625.1|DMAU	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC117140360|XP_033159106.1|DMAU	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC117140388|XP_033159146.1|DMAU	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC117140532|XP_033159408.1|DMAU	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC117139080|XP_033157086.1|DMAU	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC117139495|XP_033157711.1|DMAU	LOC119081211|XP_037045826.1|BCOP
