Orthogroup	DMAU.longest_only	DHYD.longest_only
OG0004868	LOC117136468|XP_033153291.1|DMAU	LOC111603234|XP_023176509.2|DHYD
OG0004869	LOC117136171|XP_033152804.1|DMAU	LOC111597637|XP_023168210.1|DHYD
OG0004870	LOC117136174|XP_033152807.1|DMAU	LOC111597642|XP_023168215.1|DHYD
OG0004871	LOC117136830|XP_033153800.1|DMAU	LOC111604112|XP_023177787.2|DHYD
OG0004872	LOC117137813|XP_033155383.1|DMAU	LOC111605377|XP_023179629.1|DHYD
OG0004873	LOC117138054|XP_033155769.1|DMAU	LOC111596226|XP_023166111.2|DHYD
OG0004874	LOC117144798|XP_033166065.1|DMAU	LOC111604246|XP_030080826.1|DHYD
OG0004875	LOC117148615|XP_033171993.1|DMAU	LOC111594898|XP_023164152.2|DHYD
OG0004876	LOC117146350|XP_033168392.1|DMAU	LOC111602826|XP_023175905.2|DHYD
OG0004877	LOC117139117|XP_033157151.1|DMAU	LOC111598382|XP_023169359.2|DHYD
OG0004878	LOC117138207|XP_033156032.1|DMAU	LOC111604138|XP_023177824.1|DHYD
OG0004880	LOC117141980|XP_033161680.1|DMAU	LOC111596665|XP_023166740.1|DHYD
OG0004881	LOC117139795|XP_033158301.1|DMAU	LOC111592319|XP_023160204.2|DHYD
OG0004882	LOC117140661|XP_033159596.1|DMAU	LOC111595644|XP_023165237.1|DHYD
OG0004883	LOC117141302|XP_033160573.1|DMAU	LOC111597539|XP_023168096.2|DHYD
OG0004884	LOC117137848|XP_033155441.1|DMAU	LOC111597708|XP_023168314.2|DHYD
OG0004885	LOC117137766|XP_033155277.1|DMAU	LOC111605210|XP_030081099.1|DHYD
OG0004886	LOC117137736|XP_033155208.1|DMAU	LOC111594008|XP_023162873.1|DHYD
OG0004887	LOC117138469|XP_033156489.1|DMAU	LOC111597671|XP_023168265.1|DHYD
OG0004888	LOC117138629|XP_033156734.1|DMAU	LOC111598262|XP_030081015.1|DHYD
OG0004889	LOC117137373|XP_033154666.1|DMAU	LOC111600629|XP_023172600.2|DHYD
OG0004890	LOC117135664|XP_033151946.1|DMAU	LOC111600738|XP_023172785.1|DHYD
OG0004891	LOC117148161|XP_033171287.1|DMAU	LOC111593445|XP_023161966.2|DHYD
OG0004892	LOC117137534|XP_033154912.1|DMAU	LOC111594339|XP_023163354.1|DHYD
OG0004893	LOC117135972|XP_033152471.1|DMAU	LOC111600600|XP_023172560.2|DHYD
OG0004894	LOC117137242|XP_033154495.1|DMAU	LOC111603290|XP_023176581.1|DHYD
OG0004895	LOC117136483|XP_033153313.1|DMAU	LOC111594116|XP_023163043.1|DHYD
OG0004896	LOC117137023|XP_033154111.1|DMAU	LOC111604305|XP_023178109.2|DHYD
OG0004897	LOC117137250|XP_033154501.1|DMAU	LOC111604281|XP_030080986.1|DHYD
OG0004898	LOC117138450|XP_033156455.1|DMAU	LOC111593731|XP_023162487.1|DHYD
OG0004899	LOC117138127|XP_033155882.1|DMAU	LOC111599895|XP_030079706.1|DHYD
OG0004900	LOC117136324|XP_033153069.1|DMAU	LOC111600711|XP_023172736.2|DHYD
OG0004901	LOC117137227|XP_033154475.1|DMAU	LOC111600640|XP_023172615.2|DHYD
OG0004902	LOC117139773|XP_033158269.1|DMAU	LOC111596938|XP_023167157.1|DHYD
OG0004903	LOC117135865|XP_033152285.1|DMAU	LOC111603846|XP_023177396.1|DHYD
OG0004904	LOC117142973|XP_033163214.1|DMAU	LOC111602733|XP_023175746.2|DHYD
OG0004905	LOC117138480|XP_033156500.1|DMAU	LOC111593819|XP_023162617.1|DHYD
OG0004906	LOC117139569|XP_033157861.1|DMAU	LOC111603736|XP_023177220.2|DHYD
OG0004907	LOC117141099|XP_033160306.1|DMAU	LOC111595652|XP_023165243.1|DHYD
OG0004908	LOC117139592|XP_033157898.1|DMAU	LOC111592962|XP_023161220.2|DHYD
OG0004909	LOC117139809|XP_033158327.1|DMAU	LOC111592950|XP_023161198.1|DHYD
OG0004910	LOC117139807|XP_033158325.1|DMAU	LOC111592955|XP_023161211.2|DHYD
OG0004911	LOC117139798|XP_033158309.1|DMAU	LOC111601086|XP_023173281.1|DHYD
OG0004912	LOC117139575|XP_033157872.1|DMAU	LOC111603691|XP_023177149.1|DHYD
OG0004913	LOC117137631|XP_033155054.1|DMAU	LOC111602144|XP_023174861.1|DHYD
OG0004914	LOC117137629|XP_033155051.1|DMAU	LOC111602100|XP_023174804.2|DHYD
OG0004915	LOC117138304|XP_033156196.1|DMAU	LOC111604087|XP_023177746.2|DHYD
OG0004916	LOC117136394|XP_033153178.1|DMAU	LOC111596626|XP_023166680.1|DHYD
OG0004917	LOC117138965|XP_033156901.1|DMAU	LOC111595267|XP_023164681.1|DHYD
OG0004918	LOC117138964|XP_033156898.1|DMAU	LOC111595264|XP_023164678.2|DHYD
OG0004919	LOC117143757|XP_033164464.1|DMAU	LOC111594487|XP_023163563.1|DHYD
OG0004920	LOC117139540|XP_033157806.1|DMAU	LOC111604421|XP_023178245.2|DHYD
OG0004921	LOC117140351|XP_033159093.1|DMAU	LOC111602909|XP_030081141.1|DHYD
OG0004922	LOC117139235|XP_033157332.1|DMAU	LOC111605162|XP_023179315.1|DHYD
OG0004923	LOC117139012|XP_033156995.1|DMAU	LOC111595275|XP_023164690.1|DHYD
OG0004924	LOC117140392|XP_033159151.1|DMAU	LOC111600502|XP_023172398.2|DHYD
OG0004925	LOC117139748|XP_033158200.1|DMAU	LOC111600458|XP_023172327.1|DHYD
OG0004926	LOC117141601|XP_033161008.1|DMAU	LOC111600506|XP_023172402.1|DHYD
OG0004927	LOC117140914|XP_033159988.1|DMAU	LOC111600520|XP_023172420.1|DHYD
OG0004928	LOC117136256|XP_033152966.1|DMAU	LOC111592425|XP_023160368.2|DHYD
OG0004929	LOC117140882|XP_033159916.1|DMAU	LOC111601078|XP_023173272.1|DHYD
OG0004930	LOC117136258|XP_033152967.1|DMAU	LOC111603249|XP_023176528.2|DHYD
OG0004931	LOC117137151|XP_033154352.1|DMAU	LOC111602146|XP_023174863.1|DHYD
OG0004932	LOC117142094|XP_033161867.1|DMAU	LOC111600470|XP_023172345.2|DHYD
OG0004933	LOC117136855|XP_033153845.1|DMAU	LOC111593550|XP_023162172.1|DHYD
OG0004934	LOC117138124|XP_033155876.1|DMAU	LOC111600109|XP_023171839.1|DHYD
OG0004935	LOC117136955|XP_033153998.1|DMAU	LOC111602220|XP_023174966.2|DHYD
OG0004936	LOC117140466|XP_033159302.1|DMAU	LOC111599659|XP_023171123.2|DHYD
OG0004937	LOC117139552|XP_033157835.1|DMAU	LOC111595649|XP_023165241.2|DHYD
OG0004938	LOC117140950|XP_033160058.1|DMAU	LOC111595086|XP_023164410.2|DHYD
OG0004939	LOC117139586|XP_033157891.1|DMAU	LOC111604523|XP_023178388.2|DHYD
OG0004940	LOC117140704|XP_033159660.1|DMAU	LOC111605108|XP_023179218.2|DHYD
OG0004941	LOC117139961|XP_033158546.1|DMAU	LOC111600471|XP_023172347.2|DHYD
OG0004942	LOC117139510|XP_033157757.1|DMAU	LOC111593092|XP_023161456.2|DHYD
OG0004943	LOC117139454|XP_033157654.1|DMAU	LOC111601605|XP_023174038.1|DHYD
OG0004944	LOC117139710|XP_033158118.1|DMAU	LOC111602926|XP_023176042.1|DHYD
OG0004945	LOC117137318|XP_033154593.1|DMAU	LOC111601804|XP_023174402.1|DHYD
OG0004946	LOC117139690|XP_033158084.1|DMAU	LOC111591866|XP_023159516.1|DHYD
OG0004947	LOC117142118|XP_033161904.1|DMAU	LOC111595284|XP_023164704.1|DHYD
OG0004948	LOC117140755|XP_033159728.1|DMAU	LOC111595286|XP_023164706.2|DHYD
OG0004949	LOC117140461|XP_033159295.1|DMAU	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD
OG0004950	LOC117141652|XP_033161117.1|DMAU	LOC111596271|XP_023166178.2|DHYD
OG0004951	LOC117142370|XP_033162191.1|DMAU	LOC111603238|XP_023176511.1|DHYD
OG0004952	LOC117140010|XP_033158615.1|DMAU	LOC111601715|XP_023174202.2|DHYD
OG0004953	LOC117140520|XP_033159389.1|DMAU	LOC111600467|XP_023172341.1|DHYD
OG0004954	LOC117140983|XP_033160123.1|DMAU	LOC111600464|XP_023172337.2|DHYD
OG0004955	LOC117141318|XP_033160603.1|DMAU	LOC111601022|XP_023173197.2|DHYD
OG0004956	LOC117135563|XP_033151761.1|DMAU	LOC111599882|XP_023171467.2|DHYD
OG0004957	LOC117141142|XP_033160365.1|DMAU	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC117139992|XP_033158593.1|DMAU	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC117139264|XP_033157375.1|DMAU	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC117139262|XP_033157371.1|DMAU	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC117137752|XP_033155253.1|DMAU	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC117139582|XP_033157884.1|DMAU	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC117139033|XP_033157025.1|DMAU	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC117139642|XP_033157993.1|DMAU	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC117141675|XP_033161162.1|DMAU	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC117141674|XP_033161159.1|DMAU	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC117136173|XP_033152806.1|DMAU	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC117140814|XP_033159809.1|DMAU	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC117138183|XP_033155973.1|DMAU	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC117140285|XP_033159007.1|DMAU	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC117139517|XP_033157766.1|DMAU	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC117141081|XP_033160270.1|DMAU	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC117141634|XP_033161078.1|DMAU	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC117140157|XP_033158820.1|DMAU	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC117139502|XP_033157724.1|DMAU	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC117139405|XP_033157564.1|DMAU	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC117136041|XP_033152569.1|DMAU	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC117135409|XP_033151445.1|DMAU	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC117141173|XP_033160400.1|DMAU	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC117141863|XP_033161436.1|DMAU	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC117139557|XP_033157843.1|DMAU	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC117139554|XP_033157838.1|DMAU	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC117140378|XP_033159133.1|DMAU	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC117141145|XP_033160369.1|DMAU	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC117139268|XP_033157380.1|DMAU	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC117140293|XP_033159021.1|DMAU	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC117139093|XP_033157105.1|DMAU	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC117139269|XP_033157383.1|DMAU	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC117140472|XP_033159312.1|DMAU	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC117137295|XP_033154558.1|DMAU	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC117137223|XP_033154467.1|DMAU	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC117137226|XP_033154474.1|DMAU	LOC111602389|XP_023175177.2|DHYD
OG0004993	LOC117141568|XP_033160970.1|DMAU	LOC111601691|XP_023174169.2|DHYD
OG0004994	LOC117141353|XP_033160649.1|DMAU	LOC111604489|XP_023178347.2|DHYD
OG0004995	LOC117138974|XP_033156922.1|DMAU	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC117139850|XP_033158388.1|DMAU	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC117138594|XP_033156666.1|DMAU	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC117138448|XP_033156453.1|DMAU	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC117139952|XP_033158531.1|DMAU	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC117137755|XP_033155260.1|DMAU	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC117140589|XP_033159486.1|DMAU	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC117145863|XP_033167574.1|DMAU	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC117139089|XP_033157099.1|DMAU	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC117140889|XP_033159932.1|DMAU	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC117140147|XP_033158806.1|DMAU	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC117140189|XP_033158856.1|DMAU	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC117141562|XP_033160960.1|DMAU	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC117141206|XP_033160450.1|DMAU	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC117139756|XP_033158213.1|DMAU	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC117139122|XP_033157160.1|DMAU	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC117136235|XP_033152909.1|DMAU	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC117141053|XP_033160230.1|DMAU	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC117146013|XP_033167828.1|DMAU	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC117141875|XP_033161452.1|DMAU	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC117139531|XP_033157792.1|DMAU	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC117140529|XP_033159404.1|DMAU	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC117141224|XP_033160474.1|DMAU	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC117139258|XP_033157366.1|DMAU	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC117139337|XP_033157475.1|DMAU	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC117136866|XP_033153857.1|DMAU	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC117137275|XP_033154539.1|DMAU	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC117142114|XP_033161901.1|DMAU	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC117137138|XP_033154329.1|DMAU	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC117139346|XP_033157487.1|DMAU	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC117139561|XP_033157848.1|DMAU	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC117140649|XP_033159579.1|DMAU	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC117140542|XP_033159422.1|DMAU	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC117145470|XP_033167035.1|DMAU	LOC111605544|XP_023179874.1|DHYD
OG0005029	LOC117139234|XP_033157331.1|DMAU	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC117141770|XP_033161292.1|DMAU	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC117139192|XP_033157252.1|DMAU	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC117140511|XP_033159377.1|DMAU	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC117139383|XP_033157531.1|DMAU	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC117140641|XP_033159572.1|DMAU	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC117140512|XP_033159378.1|DMAU	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC117139182|XP_033157242.1|DMAU	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC117139578|XP_033157877.1|DMAU	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC117140563|XP_033159451.1|DMAU	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC117142291|XP_033162072.1|DMAU	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC117141899|XP_033161492.1|DMAU	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC117139583|XP_033157885.1|DMAU	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC117141239|XP_033160493.1|DMAU	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC117136309|XP_033153047.1|DMAU	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC117136307|XP_033153045.1|DMAU	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC117137701|XP_033155161.1|DMAU	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC117136945|XP_033153984.1|DMAU	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC117142108|XP_033161885.1|DMAU	LOC111595072|XP_023164396.2|DHYD
OG0005048	LOC117140822|XP_033159819.1|DMAU	LOC111595074|XP_023164399.1|DHYD
OG0005049	LOC117140510|XP_033159375.1|DMAU	LOC111594384|XP_023163419.2|DHYD
OG0005050	LOC117137224|XP_033154468.1|DMAU	LOC111602187|XP_023174915.2|DHYD
OG0005051	LOC117139970|XP_033158562.1|DMAU	LOC111594356|XP_023163383.1|DHYD
OG0005052	LOC117141561|XP_033160959.1|DMAU	LOC111594357|XP_023163384.1|DHYD
OG0005053	LOC117147944|XP_033171016.1|DMAU	LOC111594673|XP_023163851.2|DHYD
OG0005054	LOC117140105|XP_033158751.1|DMAU	LOC111592254|XP_023160103.1|DHYD
OG0005055	LOC117147573|XP_033170410.1|DMAU	LOC111605046|XP_023179153.1|DHYD
OG0005056	LOC117137258|XP_033154511.1|DMAU	LOC111597656|XP_023168246.2|DHYD
OG0005057	LOC117139596|XP_033157904.1|DMAU	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD
OG0005058	LOC117141656|XP_033161120.1|DMAU	LOC111601742|XP_023174233.1|DHYD
OG0005059	LOC117138053|XP_033155761.1|DMAU	LOC111593949|XP_023162808.1|DHYD
OG0005060	LOC117135558|XP_033151750.1|DMAU	LOC111593840|XP_023162648.1|DHYD
OG0005061	LOC117150859|XP_033173847.1|DMAU	LOC111596293|XP_023166217.2|DHYD
OG0005062	LOC117137661|XP_033155104.1|DMAU	LOC111600141|XP_030081193.1|DHYD
OG0005063	LOC117135582|XP_033151801.1|DMAU	LOC111604100|XP_023177768.2|DHYD
OG0005064	LOC117140300|XP_033159036.1|DMAU	LOC111595098|XP_023164432.1|DHYD
OG0005065	LOC117136648|XP_033153535.1|DMAU	LOC111604189|XP_023177912.2|DHYD
OG0005066	LOC117137552|XP_033154941.1|DMAU	LOC111596624|XP_023166678.1|DHYD
OG0005067	LOC117137888|XP_033155510.1|DMAU	LOC111600898|XP_023173005.2|DHYD
OG0005068	LOC117141154|XP_033160384.1|DMAU	LOC111599276|XP_023170642.1|DHYD
OG0005069	LOC117138589|XP_033156661.1|DMAU	LOC111595622|XP_023165197.1|DHYD
OG0005070	LOC117138520|XP_033156546.1|DMAU	LOC111600038|XP_023171724.2|DHYD
OG0005071	LOC117139251|XP_033157357.1|DMAU	LOC111592798|XP_023160972.1|DHYD
OG0005072	LOC117148405|XP_033171664.1|DMAU	LOC111601946|XP_023174570.1|DHYD
OG0005073	LOC117135765|XP_033152121.1|DMAU	LOC111602226|XP_023174974.1|DHYD
OG0005074	LOC117141304|XP_033160575.1|DMAU	LOC111603043|XP_023176249.2|DHYD
OG0005075	LOC117136750|XP_033153673.1|DMAU	LOC111593577|XP_023162210.2|DHYD
OG0005076	LOC117137447|XP_033154777.1|DMAU	LOC111599915|XP_023171512.1|DHYD
OG0005078	LOC117141058|XP_033160237.1|DMAU	LOC111601586|XP_023174008.2|DHYD
OG0005079	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU	LOC111605381|XP_023179636.2|DHYD
OG0005080	LOC117139634|XP_033157984.1|DMAU	LOC111597541|XP_023168098.2|DHYD
OG0005081	LOC117135524|XP_033151679.1|DMAU	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC117140831|XP_033159830.1|DMAU	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC117150225|XP_033172912.1|DMAU	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC117141742|XP_033161252.1|DMAU	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC117140244|XP_033158937.1|DMAU	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC117135505|XP_033151627.1|DMAU	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC117139704|XP_033158107.1|DMAU	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC117136810|XP_033153765.1|DMAU	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC117136809|XP_033153764.1|DMAU	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC117136766|XP_033153702.1|DMAU	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC117135517|XP_033151658.1|DMAU	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC117141489|XP_033160859.1|DMAU	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC117139442|XP_033157636.1|DMAU	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC117141985|XP_033161685.1|DMAU	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC117137498|XP_033154868.1|DMAU	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC117144887|XP_033166203.1|DMAU	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC117137276|XP_033154535.1|DMAU	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC117136332|XP_033153081.1|DMAU	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC117138064|XP_033155778.1|DMAU	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC117138059|XP_033155772.1|DMAU	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC117143599|XP_033164241.1|DMAU	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC117137197|XP_033154414.1|DMAU	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC117138118|XP_033155870.1|DMAU	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC117149792|XP_033172714.1|DMAU	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC117141589|XP_033160993.1|DMAU	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC117139719|XP_033158128.1|DMAU	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC117139839|XP_033158377.1|DMAU	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC117138322|XP_033156245.1|DMAU	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC117147359|XP_033170114.1|DMAU	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC117141343|XP_033160637.1|DMAU	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC117140927|XP_033160012.1|DMAU	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC117140998|XP_033160140.1|DMAU	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC117140931|XP_033160018.1|DMAU	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC117140448|XP_033159265.1|DMAU	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC117135208|XP_033151185.1|DMAU	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC117140385|XP_033159142.1|DMAU	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC117146621|XP_033168844.1|DMAU	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC117145663|XP_033167290.1|DMAU	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC117135468|XP_033151572.1|DMAU	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC117140718|XP_033159674.1|DMAU	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC117141420|XP_033160739.1|DMAU	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC117140842|XP_033159857.1|DMAU	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC117141131|XP_033160348.1|DMAU	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC117139021|XP_033157006.1|DMAU	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC117142010|XP_033161749.1|DMAU	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC117140869|XP_033159899.1|DMAU	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC117139450|XP_033157649.1|DMAU	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC117135877|XP_033152312.1|DMAU	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC117140496|XP_033159350.1|DMAU	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC117139636|XP_033157987.1|DMAU	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC117139045|XP_033157039.1|DMAU	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC117139968|XP_033158560.1|DMAU	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC117141465|XP_033160817.1|DMAU	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC117140635|XP_033159552.1|DMAU	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC117141823|XP_033161367.1|DMAU	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC117141820|XP_033161363.1|DMAU	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC117144898|XP_033166219.1|DMAU	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC117140184|XP_033158851.1|DMAU	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC117142064|XP_033161832.1|DMAU	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC117135211|XP_033151190.1|DMAU	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC117135581|XP_033151797.1|DMAU	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC117140621|XP_033159531.1|DMAU	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC117139218|XP_033157292.1|DMAU	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC117141380|XP_033160681.1|DMAU	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC117140945|XP_033160033.1|DMAU	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC117142058|XP_033161824.1|DMAU	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC117142060|XP_033161828.1|DMAU	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC117139014|XP_033156999.1|DMAU	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC117135773|XP_033152133.1|DMAU	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC117139672|XP_033158040.1|DMAU	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC117139011|XP_033156994.1|DMAU	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC117140384|XP_033159141.1|DMAU	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC117140381|XP_033159138.1|DMAU	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC117140379|XP_033159134.1|DMAU	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC117140850|XP_033159868.1|DMAU	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC117142671|XP_033162695.1|DMAU	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC117138377|XP_033156336.1|DMAU	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC117139875|XP_033158423.1|DMAU	LOC111598070|XP_023168872.2|DHYD
