Orthogroup	DMAU.longest_only	CCAP.longest_only
OG0003876	LOC117148167|XP_033171328.1|DMAU	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC117138364|XP_033156325.1|DMAU	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC117145421|XP_033166960.1|DMAU	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC117141195|XP_033160437.1|DMAU	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC117139677|XP_033158047.1|DMAU	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC117136061|XP_033152601.1|DMAU	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC117136676|XP_033153571.1|DMAU	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC117137196|XP_033154419.1|DMAU	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC117135337|XP_033151429.1|DMAU	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC117135334|XP_033151426.1|DMAU	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC117135273|XP_033151331.1|DMAU	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC117142449|XP_033162309.1|DMAU	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC117150919|XP_033173969.1|DMAU	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC117143613|XP_033164262.1|DMAU	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC117141828|XP_033161372.1|DMAU	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC117147430|XP_033170205.1|DMAU	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC117148425|XP_033171691.1|DMAU	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC117138173|XP_033155950.1|DMAU	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC117137229|XP_033154478.1|DMAU	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC117138367|XP_033156324.1|DMAU	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC117135197|XP_033151163.1|DMAU	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC117150658|XP_033173536.1|DMAU	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC117135245|XP_033151280.1|DMAU	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC117144313|XP_033165319.1|DMAU	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC117137334|XP_033154620.1|DMAU	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC117135148|XP_033151097.1|DMAU	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC117135146|XP_033151096.1|DMAU	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC117144409|XP_033165441.1|DMAU	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC117138625|XP_033156727.1|DMAU	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC117148290|XP_033171505.1|DMAU	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC117145326|XP_033166820.1|DMAU	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC117136708|XP_033153618.1|DMAU	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC117145396|XP_033166922.1|DMAU	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC117150730|XP_033173647.1|DMAU	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC117140698|XP_033159656.1|DMAU	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC117139891|XP_033158464.1|DMAU	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC117149976|XP_033172761.1|DMAU	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC117140186|XP_033158855.1|DMAU	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC117139996|XP_033158638.1|DMAU	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC117139660|XP_033158020.1|DMAU	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC117135986|XP_033152492.1|DMAU	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC117143038|XP_033163363.1|DMAU	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC117149648|XP_033172703.1|DMAU	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC117146246|XP_033168069.1|DMAU	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC117138028|XP_033155727.1|DMAU	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC117139219|XP_033157308.1|DMAU	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC117150754|XP_033173681.1|DMAU	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC117150283|XP_033172995.1|DMAU	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC117150966|XP_033174037.1|DMAU	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC117139920|XP_033158497.1|DMAU	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC117150604|XP_033173452.1|DMAU	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC117146363|XP_033168408.1|DMAU	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC117137057|XP_033154162.1|DMAU	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC117150279|XP_033172985.1|DMAU	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC117135330|XP_033151421.1|DMAU	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC117137731|XP_033155198.1|DMAU	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC117137743|XP_033155217.1|DMAU	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC117138271|XP_033156130.1|DMAU	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC117139225|XP_033157320.1|DMAU	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC117150388|XP_033173141.1|DMAU	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC117139020|XP_033157010.1|DMAU	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC117139320|XP_033157458.1|DMAU	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC117150330|XP_033173065.1|DMAU	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC117151037|XP_033174145.1|DMAU	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC117150400|XP_033173155.1|DMAU	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC117138496|XP_033156517.1|DMAU	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC117150325|XP_033173054.1|DMAU	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC117147994|XP_033171043.1|DMAU	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC117148901|XP_033172503.1|DMAU	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC117141225|XP_033160478.1|DMAU	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC117147666|XP_033170535.1|DMAU	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC117150422|XP_033173186.1|DMAU	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC117141741|XP_033161256.1|DMAU	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC117150778|XP_033173717.1|DMAU	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC117140232|XP_033158922.1|DMAU	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC117143596|XP_033164237.1|DMAU	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC117135297|XP_033151362.1|DMAU	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC117139522|XP_033157774.1|DMAU	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC117136035|XP_033152549.1|DMAU	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC117150683|XP_033173583.1|DMAU	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC117143369|XP_033163939.1|DMAU	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC117137483|XP_033154857.1|DMAU	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC117150227|XP_033172914.1|DMAU	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC117150863|XP_033173873.1|DMAU	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC117136551|XP_033153395.1|DMAU	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC117138413|XP_033156385.1|DMAU	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC117138680|XP_033156825.1|DMAU	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC117137889|XP_033155512.1|DMAU	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC117150466|XP_033173253.1|DMAU	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC117149556|XP_033172687.1|DMAU	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC117142018|XP_033161773.1|DMAU	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC117137501|XP_033154873.1|DMAU	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC117136625|XP_033153505.1|DMAU	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC117135642|XP_033151951.1|DMAU	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC117145812|XP_033167508.1|DMAU	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC117150231|XP_033172917.1|DMAU	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC117140984|XP_033160125.1|DMAU	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC117146516|XP_033168716.1|DMAU	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC117142699|XP_033162747.1|DMAU	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC117135179|XP_033151136.1|DMAU	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC117150416|XP_033173175.1|DMAU	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC117144631|XP_033165820.1|DMAU	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC117150734|XP_033173662.1|DMAU	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC117135227|XP_033151237.1|DMAU	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC117141449|XP_033160797.1|DMAU	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC117148635|XP_033172031.1|DMAU	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC117140009|XP_033158618.1|DMAU	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC117138196|XP_033156013.1|DMAU	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC117136489|XP_033153322.1|DMAU	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC117138291|XP_033156165.1|DMAU	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC117142419|XP_033162270.1|DMAU	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC117142677|XP_033162710.1|DMAU	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC117146036|XP_033167858.1|DMAU	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC117137027|XP_033154124.1|DMAU	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC117136779|XP_033153720.1|DMAU	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC117150815|XP_033173770.1|DMAU	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC117136631|XP_033153509.1|DMAU	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC117147043|XP_033169683.1|DMAU	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC117135484|XP_033151594.1|DMAU	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC117146561|XP_033168753.1|DMAU	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC117135834|XP_033152282.1|DMAU	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC117135109|XP_033151020.1|DMAU	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC117143310|XP_033163869.1|DMAU	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC117143083|XP_033163452.1|DMAU	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC117151064|XP_033174188.1|DMAU	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC117142015|XP_033161764.1|DMAU	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC117147711|XP_033170603.1|DMAU	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC117140259|XP_033158960.1|DMAU	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC117150912|XP_033173955.1|DMAU	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC117143440|XP_033164039.1|DMAU	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC117148501|XP_033171797.1|DMAU	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC117142019|XP_033161775.1|DMAU	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC117135145|XP_033151094.1|DMAU	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC117140091|XP_033158741.1|DMAU	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC117146854|XP_033169318.1|DMAU	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC117135835|XP_033152237.1|DMAU	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC117143046|XP_033163386.1|DMAU	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC117135313|XP_033151400.1|DMAU	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC117135309|XP_033151395.1|DMAU	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC117142358|XP_033162214.1|DMAU	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC117137408|XP_033154723.1|DMAU	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC117150645|XP_033173512.1|DMAU	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC117150218|XP_033172908.1|DMAU	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC117141622|XP_033161037.1|DMAU	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC117150579|XP_033173422.1|DMAU	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC117150578|XP_033173421.1|DMAU	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC117135742|XP_033152081.1|DMAU	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC117141084|XP_033160291.1|DMAU	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC117150652|XP_033173524.1|DMAU	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC117135268|XP_033151320.1|DMAU	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC117135252|XP_033151288.1|DMAU	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC117139254|XP_033157365.1|DMAU	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC117139528|XP_033157784.1|DMAU	CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC117150491|XP_033173285.1|DMAU	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC117150440|XP_033173216.1|DMAU	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC117151042|XP_033174147.1|DMAU	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC117136128|XP_033152722.1|DMAU	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC117141928|XP_033161557.1|DMAU	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC117147969|XP_033171013.1|DMAU	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC117136612|XP_033153892.1|DMAU	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC117150321|XP_033173048.1|DMAU	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC117150479|XP_033173271.1|DMAU	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC117139693|XP_033158094.1|DMAU	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC117135177|XP_033151133.1|DMAU	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC117138478|XP_033156502.1|DMAU	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC117142685|XP_033163140.1|DMAU	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC117138329|XP_033156257.1|DMAU	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC117150819|XP_033173771.1|DMAU	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC117142227|XP_033161969.1|DMAU	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC117143069|XP_033163419.1|DMAU	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC117141779|XP_033161302.1|DMAU	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC117139605|XP_033157931.1|DMAU	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC117144033|XP_033164885.1|DMAU	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC117143829|XP_033164565.1|DMAU	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC117139774|XP_033158272.1|DMAU	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC117148586|XP_033171949.1|DMAU	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC117141713|XP_033161217.1|DMAU	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC117135902|XP_033152346.1|DMAU	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC117137608|XP_033155021.1|DMAU	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC117146016|XP_033167833.1|DMAU	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC117142350|XP_033162160.1|DMAU	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC117140075|XP_033158719.1|DMAU	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC117140477|XP_033159318.1|DMAU	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC117140478|XP_033159319.1|DMAU	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC117135971|XP_033152470.1|DMAU	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC117138662|XP_033156792.1|DMAU	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC117138661|XP_033156790.1|DMAU	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC117140332|XP_033159111.1|DMAU	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC117142758|XP_033162831.1|DMAU	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC117136396|XP_033153184.1|DMAU	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC117136848|XP_033153832.1|DMAU	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC117137237|XP_033154490.1|DMAU	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC117142975|XP_033163216.1|DMAU	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC117141954|XP_033161603.1|DMAU	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC117144128|XP_033165043.1|DMAU	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC117144901|XP_033166222.1|DMAU	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC117143472|XP_033164077.1|DMAU	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC117145038|XP_033166438.1|DMAU	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC117142888|XP_033163054.1|DMAU	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC117143247|XP_033163699.1|DMAU	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC117144903|XP_033166225.1|DMAU	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC117140652|XP_033159584.1|DMAU	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC117142269|XP_033162035.1|DMAU	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC117144488|XP_033165558.1|DMAU	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC117142730|XP_033162791.1|DMAU	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC117143803|XP_033164538.1|DMAU	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC117145769|XP_033167437.1|DMAU	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC117142756|XP_033162829.1|DMAU	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC117143240|XP_033163682.1|DMAU	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC117141711|XP_033161216.1|DMAU	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC117139691|XP_033158088.1|DMAU	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC117140846|XP_033159861.1|DMAU	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC117145039|XP_033166441.1|DMAU	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC117140790|XP_033159776.1|DMAU	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC117143428|XP_033164025.1|DMAU	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC117142769|XP_033162845.1|DMAU	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC117144013|XP_033164858.1|DMAU	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC117144210|XP_033165151.1|DMAU	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC117137183|XP_033154397.1|DMAU	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC117144004|XP_033164850.1|DMAU	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC117142885|XP_033163049.1|DMAU	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC117139702|XP_033158105.1|DMAU	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC117145030|XP_033166423.1|DMAU	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC117144034|XP_033164886.1|DMAU	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC117142359|XP_033162174.1|DMAU	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC117145837|XP_033167529.1|DMAU	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC117139194|XP_033157259.1|DMAU	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC117145650|XP_033167271.1|DMAU	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC117138612|XP_033156712.1|DMAU	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC117142329|XP_033162134.1|DMAU	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC117140534|XP_033159412.1|DMAU	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC117147238|XP_033169947.1|DMAU	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC117143197|XP_033163628.1|DMAU	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC117145447|XP_033166997.1|DMAU	CCAP1982_LOCUS608|CAD6991695.1|CCAP
