Orthogroup	DMAU.longest_only	AALB.longest_only
OG0003289	LOC117135433|XP_033151486.1|DMAU	LOC118464005|XP_035786945.1|AALB
OG0003290	LOC117143404|XP_033163988.1|DMAU	LOC118464355|XP_035787572.1|AALB
OG0003291	LOC117139530|XP_033157789.1|DMAU	LOC118464968|XP_035788681.1|AALB
OG0003292	LOC117147398|XP_033170158.1|DMAU	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB
OG0003293	LOC117147323|XP_033170065.1|DMAU	LOC118456256|XP_035772753.1|AALB
OG0003294	LOC117135647|XP_033151922.1|DMAU	LOC118457245|XP_035774527.1|AALB
OG0003295	LOC117147914|XP_033170919.1|DMAU	LOC118465150|XP_035788992.1|AALB
OG0003296	LOC117143337|XP_033163889.1|DMAU	LOC118460910|XP_035781553.1|AALB
OG0003297	LOC117143099|XP_033163469.1|DMAU	LOC118458796|XP_035777538.1|AALB
OG0003298	LOC117147860|XP_033170828.1|DMAU	LOC118460055|XP_035779934.1|AALB
OG0003299	LOC117142719|XP_033162772.1|DMAU	LOC118463632|XP_035786247.1|AALB
OG0003300	LOC117142919|XP_033163108.1|DMAU	LOC118465899|XP_035790448.1|AALB
OG0003301	LOC117138352|XP_033156288.1|DMAU	LOC118462557|XP_035784238.1|AALB
OG0003302	LOC117148580|XP_033171938.1|DMAU	LOC118464281|XP_035787450.1|AALB
OG0003303	LOC117137273|XP_033154531.1|DMAU	LOC118460877|XP_035781507.1|AALB
OG0003304	LOC117145074|XP_033166482.1|DMAU	LOC118464920|XP_035788588.1|AALB
OG0003305	LOC117148491|XP_033171761.1|DMAU	LOC118457119|XP_035774318.1|AALB
OG0003306	LOC117136138|XP_033152735.1|DMAU	LOC118465861|XP_035790386.1|AALB
OG0003307	LOC117147491|XP_033170279.1|DMAU	LOC118463522|XP_035786028.1|AALB
OG0003308	LOC117136413|XP_033153216.1|DMAU	LOC118458265|XP_035776450.1|AALB
OG0003309	LOC117148311|XP_033171526.1|DMAU	LOC118465344|XP_035789398.1|AALB
OG0003310	LOC117148379|XP_033171627.1|DMAU	LOC118461559|XP_035782912.1|AALB
OG0003311	LOC117144767|XP_033166021.1|DMAU	LOC118466487|XP_035791780.1|AALB
OG0003312	LOC117143308|XP_033163809.1|DMAU	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB
OG0003313	LOC117148109|XP_033171218.1|DMAU	LOC118458255|XP_035776441.1|AALB
OG0003314	LOC117135574|XP_033151790.1|DMAU	LOC118457246|XP_035774524.1|AALB
OG0003315	LOC117146944|XP_033169485.1|DMAU	LOC118460846|XP_035781444.1|AALB
OG0003316	LOC117145635|XP_033167245.1|DMAU	LOC118459004|XP_035777905.1|AALB
OG0003317	LOC117142525|XP_033162461.1|DMAU	LOC118468748|XP_035795801.1|AALB
OG0003318	LOC117143226|XP_033163666.1|DMAU	LOC118465064|XP_035788844.1|AALB
OG0003319	LOC117145959|XP_033167741.1|DMAU	LOC118465295|XP_035789258.1|AALB
OG0003320	LOC117144427|XP_033165460.1|DMAU	LOC118458726|XP_035777390.1|AALB
OG0003321	LOC117145804|XP_033167494.1|DMAU	LOC118463029|XP_035785168.1|AALB
OG0003322	LOC117145805|XP_033167497.1|DMAU	LOC118459355|XP_035778536.1|AALB
OG0003323	LOC117148380|XP_033171628.1|DMAU	LOC118460170|XP_035780170.1|AALB
OG0003324	LOC117148780|XP_033172273.1|DMAU	LOC118463370|XP_035785791.1|AALB
OG0003325	LOC117143852|XP_033164601.1|DMAU	LOC118463846|XP_035786647.1|AALB
OG0003326	LOC117146531|XP_033168691.1|DMAU	LOC118464715|XP_035788150.1|AALB
OG0003327	LOC117146329|XP_033168309.1|DMAU	LOC118459181|XP_035778233.1|AALB
OG0003328	LOC117147619|XP_033170468.1|DMAU	LOC118462744|XP_035784602.1|AALB
OG0003329	LOC117142462|XP_033162344.1|DMAU	LOC118461944|XP_035783724.1|AALB
OG0003330	LOC117141573|XP_033160977.1|DMAU	LOC118465229|XP_035789161.1|AALB
OG0003331	LOC117147612|XP_033170461.1|DMAU	LOC118468822|XP_035795949.1|AALB
OG0003332	LOC117147362|XP_033170117.1|DMAU	LOC118462982|XP_035785071.1|AALB
OG0003333	LOC117142960|XP_033163178.1|DMAU	LOC118466563|XP_035792003.1|AALB
OG0003334	LOC117145255|XP_033166729.1|DMAU	LOC118460139|XP_035780161.1|AALB
OG0003335	LOC117142372|XP_033162193.1|DMAU	LOC118459981|XP_035779810.1|AALB
OG0003336	LOC117144082|XP_033164988.1|DMAU	LOC118466755|XP_035792352.1|AALB
OG0003337	LOC117145725|XP_033167365.1|DMAU	LOC118456562|XP_035773324.1|AALB
OG0003338	LOC117143720|XP_033164410.1|DMAU	LOC118461908|XP_035783659.1|AALB
OG0003339	LOC117142486|XP_033162401.1|DMAU	LOC118465282|XP_035789220.1|AALB
OG0003340	LOC117142488|XP_033162404.1|DMAU	LOC118464288|XP_035787463.1|AALB
OG0003341	LOC117148232|XP_033171416.1|DMAU	LOC118468825|XP_035795948.1|AALB
OG0003342	LOC117147053|XP_033169694.1|DMAU	LOC118461027|XP_035781782.1|AALB
OG0003343	LOC117146539|XP_033168704.1|DMAU	LOC118467204|XP_035793362.1|AALB
OG0003344	LOC117151084|XP_033174221.1|DMAU	LOC118458621|XP_035777199.1|AALB
OG0003345	LOC117148853|XP_033172402.1|DMAU	LOC118466306|XP_035791311.1|AALB
OG0003346	LOC117143094|XP_033163462.1|DMAU	LOC118464886|XP_035788524.1|AALB
OG0003347	LOC117143177|XP_033163582.1|DMAU	LOC118460965|XP_035781643.1|AALB
OG0003348	LOC117142612|XP_033162586.1|DMAU	LOC118463628|XP_035786231.1|AALB
OG0003349	LOC117139497|XP_033157716.1|DMAU	LOC118458142|XP_035776233.1|AALB
OG0003350	LOC117142881|XP_033163044.1|DMAU	LOC118463565|XP_035786100.1|AALB
OG0003351	LOC117147140|XP_033169810.1|DMAU	LOC118467509|XP_035793954.1|AALB
OG0003352	LOC117143640|XP_033164310.1|DMAU	LOC118463917|XP_035786766.1|AALB
OG0003353	LOC117142267|XP_033162024.1|DMAU	LOC118460140|XP_035780124.1|AALB
OG0003354	LOC117142920|XP_033163109.1|DMAU	LOC118460493|XP_035780742.1|AALB
OG0003355	LOC117148609|XP_033171982.1|DMAU	LOC118457994|XP_035775963.1|AALB
OG0003356	LOC117147161|XP_033169835.1|DMAU	LOC118456935|XP_035773983.1|AALB
OG0003357	LOC117147810|XP_033170753.1|DMAU	LOC118456947|XP_035774016.1|AALB
OG0003358	LOC117150962|XP_033174033.1|DMAU	LOC118460688|XP_035781095.1|AALB
OG0003359	LOC117146750|XP_033169119.1|DMAU	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB
OG0003360	LOC117148275|XP_033171479.1|DMAU	LOC118467582|XP_035794124.1|AALB
OG0003361	LOC117136409|XP_033153207.1|DMAU	LOC118467951|XP_035794815.1|AALB
OG0003362	LOC117145779|XP_033167449.1|DMAU	LOC118466237|XP_035791174.1|AALB
OG0003363	LOC117143423|XP_033164017.1|DMAU	LOC118466251|XP_035791200.1|AALB
OG0003364	LOC117142228|XP_033161970.1|DMAU	LOC118462042|XP_035783910.1|AALB
OG0003365	LOC117143944|XP_033164769.1|DMAU	LOC118461036|XP_035781815.1|AALB
OG0003366	LOC117139735|XP_033158165.1|DMAU	LOC118461434|XP_035782636.1|AALB
OG0003367	LOC117139784|XP_033158289.1|DMAU	LOC118460367|XP_035780510.1|AALB
OG0003368	LOC117139782|XP_033158286.1|DMAU	LOC118456158|XP_035772618.1|AALB
OG0003369	LOC117146092|XP_033167953.1|DMAU	LOC118459452|XP_035778755.1|AALB
OG0003370	LOC117142479|XP_033162387.1|DMAU	LOC118461718|XP_035783271.1|AALB
OG0003371	LOC117147920|XP_033170930.1|DMAU	LOC118459999|XP_035779798.1|AALB
OG0003372	LOC117135824|XP_033152223.1|DMAU	LOC118460305|XP_035780404.1|AALB
OG0003373	LOC117145940|XP_033167708.1|DMAU	LOC118465412|XP_035789532.1|AALB
OG0003374	LOC117148533|XP_033171839.1|DMAU	LOC118460181|XP_035780182.1|AALB
OG0003375	LOC117143082|XP_033163444.1|DMAU	LOC118458225|XP_035776385.1|AALB
OG0003376	LOC117144787|XP_033166046.1|DMAU	LOC118459585|XP_035779005.1|AALB
OG0003377	LOC117142224|XP_033161957.1|DMAU	LOC118457980|XP_035775923.1|AALB
OG0003378	LOC117145048|XP_033166446.1|DMAU	LOC118468316|XP_035794953.1|AALB
OG0003379	LOC117142809|XP_033162910.1|DMAU	LOC118468314|XP_035794951.1|AALB
OG0003380	LOC117145010|XP_033166394.1|DMAU	LOC118458736|XP_035777400.1|AALB
OG0003381	LOC117148638|XP_033172066.1|DMAU	LOC118460087|XP_035779996.1|AALB
OG0003382	LOC117142688|XP_033162722.1|DMAU	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB
OG0003383	LOC117144315|XP_033165317.1|DMAU	LOC118460199|XP_035780200.1|AALB
OG0003384	LOC117137998|XP_033155679.1|DMAU	LOC118460424|XP_035780608.1|AALB
OG0003385	LOC117142861|XP_033163006.1|DMAU	LOC118468307|XP_035794937.1|AALB
OG0003386	LOC117142897|XP_033163070.1|DMAU	LOC118458981|XP_035777869.1|AALB
OG0003387	LOC117145945|XP_033167716.1|DMAU	LOC118458975|XP_035777858.1|AALB
OG0003388	LOC117147263|XP_033169977.1|DMAU	LOC118458409|XP_035776719.1|AALB
OG0003389	LOC117136314|XP_033153053.1|DMAU	LOC118460322|XP_035780426.1|AALB
OG0003390	LOC117143108|XP_033163481.1|DMAU	LOC118457186|XP_035774427.1|AALB
OG0003391	LOC117144183|XP_033165120.1|DMAU	LOC118468616|XP_035795516.1|AALB
OG0003392	LOC117142497|XP_033162422.1|DMAU	LOC118457407|XP_035774868.1|AALB
OG0003393	LOC117143028|XP_033163304.1|DMAU	LOC118468444|XP_035795105.1|AALB
OG0003394	LOC117143358|XP_033163922.1|DMAU	LOC118459161|XP_035778142.1|AALB
OG0003395	LOC117144316|XP_033165318.1|DMAU	LOC118458853|XP_035777667.1|AALB
OG0003396	LOC117145988|XP_033167793.1|DMAU	LOC118461752|XP_035783360.1|AALB
OG0003397	LOC117145245|XP_033166718.1|DMAU	LOC118460976|XP_035781683.1|AALB
OG0003399	LOC117145992|XP_033167798.1|DMAU	LOC118456728|XP_035773666.1|AALB
OG0003400	LOC117142976|XP_033163217.1|DMAU	LOC118459348|XP_035778518.1|AALB
OG0003401	LOC117145703|XP_033167336.1|DMAU	LOC118461274|XP_035782310.1|AALB
OG0003402	LOC117144270|XP_033165262.1|DMAU	LOC118460228|XP_035780253.1|AALB
OG0003403	LOC117135694|XP_033151989.1|DMAU	LOC118458165|XP_035776265.1|AALB
OG0003404	LOC117142751|XP_033162823.1|DMAU	LOC118457822|XP_035775590.1|AALB
OG0003405	LOC117137619|XP_033155041.1|DMAU	LOC118459502|XP_035778820.1|AALB
OG0003406	LOC117145529|XP_033167114.1|DMAU	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC117145199|XP_033166652.1|DMAU	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC117143125|XP_033163505.1|DMAU	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC117144080|XP_033164985.1|DMAU	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC117143840|XP_033164583.1|DMAU	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC117144206|XP_033165146.1|DMAU	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC117145845|XP_033167549.1|DMAU	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC117144659|XP_033165850.1|DMAU	LOC118458580|XP_035777131.1|AALB
OG0003414	LOC117141810|XP_033161352.1|DMAU	LOC118460636|XP_035780982.1|AALB
OG0003415	LOC117148323|XP_033171546.1|DMAU	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC117142962|XP_033163180.1|DMAU	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC117145073|XP_033166481.1|DMAU	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC117146005|XP_033167816.1|DMAU	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC117145082|XP_033166490.1|DMAU	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC117145697|XP_033167329.1|DMAU	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC117145726|XP_033167366.1|DMAU	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC117145736|XP_033167387.1|DMAU	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC117135772|XP_033152131.1|DMAU	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC117142818|XP_033162925.1|DMAU	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC117143910|XP_033164715.1|DMAU	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC117145964|XP_033167756.1|DMAU	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC117144698|XP_033165913.1|DMAU	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC117139985|XP_033158580.1|DMAU	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC117136948|XP_033153988.1|DMAU	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC117146291|XP_033168194.1|DMAU	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC117145505|XP_033167076.1|DMAU	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC117144543|XP_033165670.1|DMAU	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC117143352|XP_033163913.1|DMAU	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC117146611|XP_033168827.1|DMAU	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC117142415|XP_033162259.1|DMAU	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC117145440|XP_033166988.1|DMAU	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC117145436|XP_033166979.1|DMAU	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC117145438|XP_033166984.1|DMAU	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC117142562|XP_033162504.1|DMAU	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC117142623|XP_033162609.1|DMAU	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC117144260|XP_033165253.1|DMAU	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC117145369|XP_033166883.1|DMAU	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC117141241|XP_033160494.1|DMAU	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC117141503|XP_033160880.1|DMAU	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC117148808|XP_033172343.1|DMAU	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC117146858|XP_033169322.1|DMAU	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC117146263|XP_033168125.1|DMAU	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC117144069|XP_033164970.1|DMAU	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC117144226|XP_033165181.1|DMAU	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC117145551|XP_033167139.1|DMAU	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC117142672|XP_033162696.1|DMAU	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC117144164|XP_033165090.1|DMAU	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC117139769|XP_033158256.1|DMAU	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC117144873|XP_033166176.1|DMAU	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC117144025|XP_033164874.1|DMAU	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC117138679|XP_033156823.1|DMAU	LOC118457520|XP_035775056.1|AALB
OG0003457	LOC117145481|XP_033167049.1|DMAU	LOC118468976|XP_035796249.1|AALB
OG0003458	LOC117145397|XP_033166923.1|DMAU	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC117145936|XP_033167704.1|DMAU	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC117145675|XP_033167300.1|DMAU	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC117142519|XP_033162450.1|DMAU	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC117139815|XP_033158337.1|DMAU	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC117143500|XP_033164111.1|DMAU	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC117143770|XP_033164489.1|DMAU	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC117144228|XP_033165184.1|DMAU	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC117144112|XP_033165023.1|DMAU	LOC118457652|XP_035775287.1|AALB
OG0003467	LOC117145972|XP_033167768.1|DMAU	LOC118459963|XP_035779744.1|AALB
OG0003468	LOC117145785|XP_033167455.1|DMAU	LOC118459956|XP_035779736.1|AALB
OG0003469	LOC117142548|XP_033162489.1|DMAU	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC117144296|XP_033165292.1|DMAU	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC117150905|XP_033173941.1|DMAU	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC117150180|XP_033172905.1|DMAU	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC117144600|XP_033165785.1|DMAU	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC117144220|XP_033165164.1|DMAU	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC117144056|XP_033164954.1|DMAU	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC117146277|XP_033168163.1|DMAU	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC117142748|XP_033162817.1|DMAU	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC117145310|XP_033166794.1|DMAU	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC117142442|XP_033162296.1|DMAU	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC117144617|XP_033165802.1|DMAU	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC117145109|XP_033166520.1|DMAU	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC117144699|XP_033165914.1|DMAU	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC117143508|XP_033164121.1|DMAU	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC117144638|XP_033165825.1|DMAU	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC117144563|XP_033165699.1|DMAU	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC117144948|XP_033166294.1|DMAU	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC117145733|XP_033167384.1|DMAU	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC117142936|XP_033163139.1|DMAU	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC117142417|XP_033162261.1|DMAU	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC117143583|XP_033164222.1|DMAU	LOC118460159|XP_035780152.1|AALB
OG0003491	LOC117144615|XP_033165800.1|DMAU	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC117142666|XP_033162689.1|DMAU	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC117144350|XP_033165354.1|DMAU	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC117142617|XP_033162593.1|DMAU	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC117150960|XP_033174030.1|DMAU	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC117144239|XP_033165200.1|DMAU	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC117143579|XP_033164217.1|DMAU	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC117141680|XP_033161167.1|DMAU	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC117143465|XP_033164067.1|DMAU	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC117142621|XP_033162603.1|DMAU	LOC118461265|XP_035782291.1|AALB
OG0003501	LOC117143132|XP_033163514.1|DMAU	LOC118458104|XP_035776170.1|AALB
OG0003502	LOC117145570|XP_033167166.1|DMAU	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC117142618|XP_033162594.1|DMAU	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC117143278|XP_033163748.1|DMAU	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC117144791|XP_033166059.1|DMAU	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC117143855|XP_033164608.1|DMAU	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC117144475|XP_033165538.1|DMAU	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC117139444|XP_033157640.1|DMAU	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC117143189|XP_033163616.1|DMAU	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC117142276|XP_033162047.1|DMAU	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC117142596|XP_033162562.1|DMAU	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC117145175|XP_033166615.1|DMAU	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC117143474|XP_033164079.1|DMAU	LOC118460728|XP_035781175.1|AALB
OG0003514	LOC117144924|XP_033166266.1|DMAU	LOC118459156|XP_035778136.1|AALB
OG0003515	LOC117135767|XP_033152124.1|DMAU	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC117143211|XP_033163648.1|DMAU	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC117144469|XP_033165525.1|DMAU	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC117144991|XP_033166353.1|DMAU	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC117139094|XP_033157113.1|DMAU	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC117141020|XP_033160185.1|DMAU	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC117142074|XP_033161844.1|DMAU	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC117137485|XP_033154855.1|DMAU	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC117150957|XP_033174027.1|DMAU	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC117148943|XP_033172559.1|DMAU	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC117136094|XP_033152664.1|DMAU	LOC118466449|XP_035791681.1|AALB
OG0003526	LOC117143473|XP_033164078.1|DMAU	LOC118466454|XP_035791687.1|AALB
OG0003527	LOC117136653|XP_033153540.1|DMAU	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC117135222|XP_033151229.1|DMAU	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC117139308|XP_033157443.1|DMAU	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC117145649|XP_033167269.1|DMAU	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC117141885|XP_033161470.1|DMAU	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC117140062|XP_033158698.1|DMAU	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC117140772|XP_033159747.1|DMAU	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC117141761|XP_033161278.1|DMAU	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC117138163|XP_033155934.1|DMAU	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC117136751|XP_033153674.1|DMAU	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC117136641|XP_033153524.1|DMAU	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC117136085|XP_033152649.1|DMAU	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC117139745|XP_033158196.1|DMAU	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC117142348|XP_033162158.1|DMAU	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC117138651|XP_033156769.1|DMAU	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC117148408|XP_033171667.1|DMAU	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC117140660|XP_033159595.1|DMAU	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC117140480|XP_033159321.1|DMAU	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC117139402|XP_033157561.1|DMAU	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC117138635|XP_033156738.1|DMAU	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC117137921|XP_033155560.1|DMAU	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC117136774|XP_033153713.1|DMAU	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC117138451|XP_033156465.1|DMAU	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC117136858|XP_033153848.1|DMAU	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC117138128|XP_033155884.1|DMAU	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC117136931|XP_033153963.1|DMAU	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC117141345|XP_033160639.1|DMAU	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC117141269|XP_033160530.1|DMAU	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC117139805|XP_033158319.1|DMAU	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC117139811|XP_033158332.1|DMAU	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC117139001|XP_033156980.1|DMAU	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC117139282|XP_033157400.1|DMAU	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC117141098|XP_033160305.1|DMAU	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC117137628|XP_033155050.1|DMAU	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC117136791|XP_033153738.1|DMAU	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC117143110|XP_033163483.1|DMAU	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC117140348|XP_033159089.1|DMAU	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC117140241|XP_033158934.1|DMAU	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC117143040|XP_033163368.1|DMAU	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC117136326|XP_033153071.1|DMAU	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC117135565|XP_033151763.1|DMAU	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC117140136|XP_033158793.1|DMAU	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC117138581|XP_033156647.1|DMAU	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC117140695|XP_033159648.1|DMAU	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC117136604|XP_033153478.1|DMAU	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC117135820|XP_033152219.1|DMAU	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC117139243|XP_033157344.1|DMAU	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC117139962|XP_033158552.1|DMAU	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC117140662|XP_033159597.1|DMAU	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC117141880|XP_033161460.1|DMAU	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC117141076|XP_033160265.1|DMAU	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC117135883|XP_033152320.1|DMAU	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC117135424|XP_033151470.1|DMAU	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC117142111|XP_033161898.1|DMAU	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC117141725|XP_033161234.1|DMAU	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC117136213|XP_033152872.1|DMAU	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC117138464|XP_033156481.1|DMAU	LOC118463155|XP_035785431.1|AALB
