Orthogroup	DMAU.longest_only	HILL.longest_only
OG0003735	LOC117135575|XP_033151791.1|DMAU	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC117136834|XP_033153806.1|DMAU	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC117138378|XP_033156338.1|DMAU	LOC119646142|XP_037902427.1|HILL
OG0003738	LOC117137355|XP_033154645.1|DMAU	LOC119660755|XP_037925448.1|HILL
OG0003739	LOC117136244|XP_033152940.1|DMAU	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC117136996|XP_033154065.1|DMAU	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC117141385|XP_033160691.1|DMAU	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC117139074|XP_033157076.1|DMAU	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC117138588|XP_033156659.1|DMAU	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC117138583|XP_033156653.1|DMAU	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC117136416|XP_033153215.1|DMAU	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC117138174|XP_033155951.1|DMAU	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC117140679|XP_033159625.1|DMAU	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC117140360|XP_033159106.1|DMAU	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC117140388|XP_033159146.1|DMAU	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC117140532|XP_033159408.1|DMAU	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC117139080|XP_033157086.1|DMAU	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC117139495|XP_033157711.1|DMAU	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC117141927|XP_033161550.1|DMAU	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC117141925|XP_033161545.1|DMAU	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC117141850|XP_033161415.1|DMAU	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC117136989|XP_033154054.1|DMAU	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC117137497|XP_033154866.1|DMAU	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC117135747|XP_033152088.1|DMAU	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC117141912|XP_033161523.1|DMAU	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC117136284|XP_033153010.1|DMAU	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC117142081|XP_033161854.1|DMAU	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC117142082|XP_033161855.1|DMAU	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC117140970|XP_033160092.1|DMAU	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC117139506|XP_033157747.1|DMAU	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC117142508|XP_033162440.1|DMAU	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC117146503|XP_033168649.1|DMAU	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC117136087|XP_033152652.1|DMAU	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC117137266|XP_033154520.1|DMAU	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC117135730|XP_033152065.1|DMAU	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC117146331|XP_033168318.1|DMAU	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC117139614|XP_033157957.1|DMAU	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC117140915|XP_033159991.1|DMAU	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC117137372|XP_033154665.1|DMAU	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC117136063|XP_033152603.1|DMAU	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC117148267|XP_033171470.1|DMAU	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC117138046|XP_033155752.1|DMAU	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC117137120|XP_033154304.1|DMAU	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC117138349|XP_033156284.1|DMAU	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC117137892|XP_033155516.1|DMAU	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC117146255|XP_033168090.1|DMAU	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC117147890|XP_033170871.1|DMAU	LOC119654382|XP_037915676.1|HILL
OG0003783	LOC117145942|XP_033167711.1|DMAU	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC117138153|XP_033155922.1|DMAU	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC117137285|XP_033154547.1|DMAU	LOC119652101|XP_037911970.1|HILL
OG0003786	LOC117138400|XP_033156367.1|DMAU	LOC119657405|XP_037920228.1|HILL
OG0003787	LOC117138403|XP_033156372.1|DMAU	LOC119655515|XP_037917354.1|HILL
OG0003788	LOC117138122|XP_033155874.1|DMAU	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL
OG0003789	LOC117138204|XP_033156025.1|DMAU	LOC119658627|XP_037922055.1|HILL
OG0003790	LOC117140599|XP_033159500.1|DMAU	LOC119649352|XP_037907388.1|HILL
OG0003791	LOC117144242|XP_033165207.1|DMAU	LOC119660197|XP_037924545.1|HILL
OG0003792	LOC117137611|XP_033155028.1|DMAU	LOC119655876|XP_037917940.1|HILL
OG0003793	LOC117137500|XP_033154872.1|DMAU	LOC119650171|XP_037908655.1|HILL
OG0003794	LOC117135961|XP_033152449.1|DMAU	LOC119653959|XP_037915048.1|HILL
OG0003795	LOC117141807|XP_033161349.1|DMAU	LOC119661278|XP_037926480.1|HILL
OG0003796	LOC117145621|XP_033167231.1|DMAU	LOC119661279|XP_037926482.1|HILL
OG0003797	LOC117145767|XP_033167433.1|DMAU	LOC119650191|XP_037908682.1|HILL
OG0003798	LOC117137003|XP_033154080.1|DMAU	LOC119646775|XP_037903284.1|HILL
OG0003799	LOC117138198|XP_033156017.1|DMAU	LOC119653551|XP_037914191.1|HILL
OG0003800	LOC117144247|XP_033165624.1|DMAU	LOC119651835|XP_037911559.1|HILL
OG0003801	LOC117150624|XP_033173485.1|DMAU	LOC119652823|XP_037913079.1|HILL
OG0003802	LOC117135287|XP_033151347.1|DMAU	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL
OG0003803	LOC117145626|XP_033167235.1|DMAU	LOC119660911|XP_037925796.1|HILL
OG0003804	LOC117135139|XP_033151086.1|DMAU	LOC119650642|XP_037909493.1|HILL
OG0003805	LOC117150636|XP_033173505.1|DMAU	LOC119650599|XP_037909388.1|HILL
OG0003806	LOC117136302|XP_033153039.1|DMAU	LOC119652383|XP_037912410.1|HILL
OG0003807	LOC117136360|XP_033153126.1|DMAU	LOC119653215|XP_037913713.1|HILL
OG0003808	LOC117139687|XP_033158064.1|DMAU	LOC119655359|XP_037917147.1|HILL
OG0003809	LOC117148017|XP_033171076.1|DMAU	LOC119648603|XP_037906304.1|HILL
OG0003810	LOC117136330|XP_033153075.1|DMAU	LOC119646688|XP_037903177.1|HILL
OG0003811	LOC117136638|XP_033153520.1|DMAU	LOC119653900|XP_037914963.1|HILL
OG0003812	LOC117150430|XP_033173203.1|DMAU	LOC119647196|XP_037903935.1|HILL
OG0003813	LOC117135299|XP_033151366.1|DMAU	LOC119651881|XP_037911628.1|HILL
OG0003814	LOC117150801|XP_033173750.1|DMAU	LOC119646208|XP_037902517.1|HILL
OG0003815	LOC117142639|XP_033162634.1|DMAU	LOC119650560|XP_037909295.1|HILL
OG0003816	LOC117135265|XP_033151312.1|DMAU	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC117144172|XP_033165109.1|DMAU	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC117135253|XP_033151290.1|DMAU	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC117135469|XP_033151560.1|DMAU	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC117146014|XP_033167829.1|DMAU	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC117135500|XP_033151613.1|DMAU	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC117142638|XP_033162636.1|DMAU	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC117143716|XP_033164409.1|DMAU	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC117150469|XP_033173256.1|DMAU	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC117147845|XP_033170805.1|DMAU	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC117150703|XP_033173606.1|DMAU	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC117142221|XP_033161955.1|DMAU	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC117136190|XP_033152870.1|DMAU	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC117148526|XP_033171834.1|DMAU	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC117150230|XP_033172916.1|DMAU	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC117144299|XP_033165296.1|DMAU	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC117141135|XP_033160355.1|DMAU	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC117144769|XP_033166027.1|DMAU	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC117137249|XP_033154505.1|DMAU	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC117145774|XP_033167445.1|DMAU	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC117135251|XP_033151286.1|DMAU	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC117135250|XP_033151285.1|DMAU	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC117135295|XP_033151360.1|DMAU	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC117150956|XP_033174026.1|DMAU	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC117137590|XP_033154991.1|DMAU	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC117135266|XP_033151317.1|DMAU	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC117150753|XP_033173684.1|DMAU	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC117140250|XP_033158947.1|DMAU	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC117150955|XP_033174024.1|DMAU	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC117149030|XP_033172600.1|DMAU	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC117139104|XP_033157132.1|DMAU	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC117150293|XP_033173003.1|DMAU	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC117144395|XP_033165421.1|DMAU	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC117137757|XP_033155262.1|DMAU	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC117140913|XP_033159984.1|DMAU	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC117137172|XP_033154378.1|DMAU	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC117150356|XP_033173109.1|DMAU	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC117137732|XP_033155199.1|DMAU	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC117135116|XP_033151024.1|DMAU	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC117135115|XP_033151023.1|DMAU	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC117150345|XP_033173084.1|DMAU	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC117144279|XP_033165276.1|DMAU	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC117146435|XP_033168535.1|DMAU	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC117150567|XP_033173409.1|DMAU	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC117136793|XP_033153740.1|DMAU	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC117136021|XP_033152533.1|DMAU	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC117136175|XP_033152812.1|DMAU	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC117147334|XP_033170083.1|DMAU	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC117147386|XP_033170150.1|DMAU	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC117144681|XP_033165895.1|DMAU	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC117150523|XP_033173334.1|DMAU	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC117150517|XP_033173324.1|DMAU	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC117140102|XP_033158752.1|DMAU	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC117151062|XP_033174185.1|DMAU	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC117150865|XP_033173874.1|DMAU	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC117144139|XP_033165060.1|DMAU	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC117135590|XP_033151815.1|DMAU	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC117149192|XP_033172646.1|DMAU	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC117136963|XP_033154020.1|DMAU	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC117135492|XP_033151608.1|DMAU	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC117148167|XP_033171328.1|DMAU	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC117138364|XP_033156325.1|DMAU	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC117145421|XP_033166960.1|DMAU	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC117141195|XP_033160437.1|DMAU	LOC119649097|XP_037907027.1|HILL
OG0003880	LOC117139677|XP_033158047.1|DMAU	LOC119649824|XP_037908088.1|HILL
OG0003881	LOC117136061|XP_033152601.1|DMAU	LOC119652972|XP_037913309.1|HILL
OG0003882	LOC117136676|XP_033153571.1|DMAU	LOC119660668|XP_037926487.1|HILL
OG0003883	LOC117148335|XP_033171561.1|DMAU	LOC119654561|XP_037915942.1|HILL
OG0003884	LOC117137196|XP_033154419.1|DMAU	LOC119651782|XP_037911465.1|HILL
OG0003885	LOC117135337|XP_033151429.1|DMAU	LOC119652822|XP_037913078.1|HILL
OG0003886	LOC117135334|XP_033151426.1|DMAU	LOC119651566|XP_037911128.1|HILL
OG0003887	LOC117135273|XP_033151331.1|DMAU	LOC119650905|XP_037910025.1|HILL
OG0003888	LOC117142449|XP_033162309.1|DMAU	LOC119657326|XP_037920116.1|HILL
OG0003889	LOC117150919|XP_033173969.1|DMAU	LOC119658785|XP_037922423.1|HILL
OG0003890	LOC117140260|XP_033158956.1|DMAU	LOC119651905|XP_037911660.1|HILL, LOC119651497|XP_037911041.1|HILL, LOC119651783|XP_037911466.1|HILL
OG0003891	LOC117143613|XP_033164262.1|DMAU	LOC119651007|XP_037910223.1|HILL
OG0003892	LOC117141828|XP_033161372.1|DMAU	LOC119651640|XP_037911241.1|HILL
OG0003893	LOC117147430|XP_033170205.1|DMAU	LOC119650731|XP_037909687.1|HILL
OG0003894	LOC117148425|XP_033171691.1|DMAU	LOC119651607|XP_037911188.1|HILL
OG0003895	LOC117138173|XP_033155950.1|DMAU	LOC119647014|XP_037903680.1|HILL
OG0003896	LOC117137229|XP_033154478.1|DMAU	LOC119646995|XP_037903640.1|HILL
OG0003897	LOC117138367|XP_033156324.1|DMAU	LOC119646309|XP_037902654.1|HILL
OG0003898	LOC117135197|XP_033151163.1|DMAU	LOC119658625|XP_037922051.1|HILL
OG0003899	LOC117150658|XP_033173536.1|DMAU	LOC119652637|XP_037912813.1|HILL
OG0003900	LOC117135245|XP_033151280.1|DMAU	LOC119649791|XP_037908027.1|HILL
OG0003901	LOC117144313|XP_033165319.1|DMAU	LOC119647310|XP_037904156.1|HILL
OG0003902	LOC117137334|XP_033154620.1|DMAU	LOC119650326|XP_037908913.1|HILL
OG0003903	LOC117135148|XP_033151097.1|DMAU	LOC119646719|XP_037903226.1|HILL
OG0003904	LOC117135146|XP_033151096.1|DMAU	LOC119646881|XP_037903436.1|HILL
OG0003905	LOC117144409|XP_033165441.1|DMAU	LOC119659578|XP_037923663.1|HILL
OG0003906	LOC117138625|XP_033156727.1|DMAU	LOC119650820|XP_037909886.1|HILL
OG0003907	LOC117148290|XP_033171505.1|DMAU	LOC119651166|XP_037910512.1|HILL
OG0003908	LOC117145326|XP_033166820.1|DMAU	LOC119660110|XP_037924423.1|HILL
OG0003909	LOC117136708|XP_033153618.1|DMAU	LOC119646304|XP_037902647.1|HILL
OG0003910	LOC117145396|XP_033166922.1|DMAU	LOC119646482|XP_037902864.1|HILL
OG0003911	LOC117150730|XP_033173647.1|DMAU	LOC119660956|XP_037925927.1|HILL
OG0003912	LOC117140698|XP_033159656.1|DMAU	LOC119659192|XP_037923084.1|HILL
OG0003913	LOC117139891|XP_033158464.1|DMAU	LOC119651523|XP_037911081.1|HILL
OG0003914	LOC117150610|XP_033173469.1|DMAU	LOC119656818|XP_037919379.1|HILL
OG0003915	LOC117147971|XP_033171011.1|DMAU	LOC119651385|XP_037910892.1|HILL
OG0003916	LOC117149976|XP_033172761.1|DMAU	LOC119646724|XP_037903231.1|HILL
OG0003917	LOC117140186|XP_033158855.1|DMAU	LOC119646255|XP_037902583.1|HILL
OG0003918	LOC117139996|XP_033158638.1|DMAU	LOC119656941|XP_037919584.1|HILL
OG0003919	LOC117139660|XP_033158020.1|DMAU	LOC119647303|XP_037904142.1|HILL
OG0003920	LOC117135986|XP_033152492.1|DMAU	LOC119646807|XP_037903327.1|HILL
OG0003921	LOC117143038|XP_033163363.1|DMAU	LOC119661365|XP_037926602.1|HILL
OG0003922	LOC117149648|XP_033172703.1|DMAU	LOC119661677|XP_037927043.1|HILL
OG0003923	LOC117146246|XP_033168069.1|DMAU	LOC119660756|XP_037925445.1|HILL
OG0003924	LOC117138028|XP_033155727.1|DMAU	LOC119658347|XP_037921634.1|HILL
OG0003925	LOC117139219|XP_033157308.1|DMAU	LOC119660719|XP_037925299.1|HILL
OG0003926	LOC117150754|XP_033173681.1|DMAU	LOC119650406|XP_037909122.1|HILL
OG0003927	LOC117150283|XP_033172995.1|DMAU	LOC119646640|XP_037903081.1|HILL
OG0003928	LOC117150966|XP_033174037.1|DMAU	LOC119651570|XP_037911132.1|HILL
OG0003929	LOC117139920|XP_033158497.1|DMAU	LOC119654533|XP_037915908.1|HILL
OG0003930	LOC117150604|XP_033173452.1|DMAU	LOC119652739|XP_037912965.1|HILL
OG0003931	LOC117146363|XP_033168408.1|DMAU	LOC119650566|XP_037909301.1|HILL
OG0003932	LOC117137057|XP_033154162.1|DMAU	LOC119646701|XP_037903195.1|HILL
OG0003933	LOC117150279|XP_033172985.1|DMAU	LOC119653045|XP_037913439.1|HILL
OG0003934	LOC117135330|XP_033151421.1|DMAU	LOC119653059|XP_037913469.1|HILL
OG0003935	LOC117137731|XP_033155198.1|DMAU	LOC119652379|XP_037912409.1|HILL
OG0003936	LOC117137743|XP_033155217.1|DMAU	LOC119661243|XP_037926402.1|HILL
OG0003937	LOC117138271|XP_033156130.1|DMAU	LOC119646963|XP_037903592.1|HILL
OG0003938	LOC117139225|XP_033157320.1|DMAU	LOC119646554|XP_037902960.1|HILL
OG0003939	LOC117150388|XP_033173141.1|DMAU	LOC119661323|XP_037926547.1|HILL
OG0003940	LOC117139020|XP_033157010.1|DMAU	LOC119661324|XP_037926550.1|HILL
OG0003941	LOC117139320|XP_033157458.1|DMAU	LOC119651599|XP_037911180.1|HILL
OG0003942	LOC117150330|XP_033173065.1|DMAU	LOC119646426|XP_037902798.1|HILL
OG0003943	LOC117151037|XP_033174145.1|DMAU	LOC119661773|XP_037927175.1|HILL
OG0003944	LOC117150400|XP_033173155.1|DMAU	LOC119646446|XP_037902825.1|HILL
OG0003945	LOC117138496|XP_033156517.1|DMAU	LOC119657144|XP_037919849.1|HILL
OG0003946	LOC117150325|XP_033173054.1|DMAU	LOC119650931|XP_037910086.1|HILL
OG0003947	LOC117147994|XP_033171043.1|DMAU	LOC119651401|XP_037910916.1|HILL
OG0003948	LOC117148901|XP_033172503.1|DMAU	LOC119652530|XP_037912659.1|HILL
OG0003949	LOC117141225|XP_033160478.1|DMAU	LOC119652125|XP_037911992.1|HILL
OG0003950	LOC117147666|XP_033170535.1|DMAU	LOC119651084|XP_037910359.1|HILL
OG0003951	LOC117150422|XP_033173186.1|DMAU	LOC119651346|XP_037910830.1|HILL
OG0003952	LOC117141741|XP_033161256.1|DMAU	LOC119651231|XP_037910635.1|HILL
OG0003953	LOC117150778|XP_033173717.1|DMAU	LOC119659034|XP_037922856.1|HILL
OG0003954	LOC117140232|XP_033158922.1|DMAU	LOC119653053|XP_037913454.1|HILL
OG0003955	LOC117143596|XP_033164237.1|DMAU	LOC119651108|XP_037910400.1|HILL
OG0003956	LOC117135297|XP_033151362.1|DMAU	LOC119654263|XP_037915455.1|HILL
OG0003957	LOC117139522|XP_033157774.1|DMAU	LOC119654914|XP_037916482.1|HILL
OG0003958	LOC117146643|XP_033168868.1|DMAU	LOC119658338|XP_037921611.1|HILL
OG0003959	LOC117136035|XP_033152549.1|DMAU	LOC119646822|XP_037903365.1|HILL
OG0003960	LOC117147915|XP_033170924.1|DMAU	LOC119655145|XP_037916812.1|HILL
OG0003961	LOC117150683|XP_033173583.1|DMAU	LOC119654192|XP_037915319.1|HILL
OG0003962	LOC117143369|XP_033163939.1|DMAU	LOC119646212|XP_037902523.1|HILL, LOC119659814|XP_037924024.1|HILL
OG0003963	LOC117137483|XP_033154857.1|DMAU	LOC119653104|XP_037913547.1|HILL
OG0003964	LOC117150227|XP_033172914.1|DMAU	LOC119646319|XP_037902668.1|HILL
OG0003965	LOC117150863|XP_033173873.1|DMAU	LOC119654594|XP_037915990.1|HILL
OG0003966	LOC117136551|XP_033153395.1|DMAU	LOC119653154|XP_037913622.1|HILL
OG0003967	LOC117138413|XP_033156385.1|DMAU	LOC119646899|XP_037903485.1|HILL
OG0003968	LOC117138680|XP_033156825.1|DMAU	LOC119656963|XP_037919615.1|HILL
OG0003969	LOC117137889|XP_033155512.1|DMAU	LOC119650469|XP_037909285.1|HILL
OG0003970	LOC117150466|XP_033173253.1|DMAU	LOC119647219|XP_037903976.1|HILL
OG0003971	LOC117149556|XP_033172687.1|DMAU	LOC119651329|XP_037910797.1|HILL
OG0003972	LOC117142018|XP_033161773.1|DMAU	LOC119660919|XP_037925819.1|HILL
OG0003973	LOC117137501|XP_033154873.1|DMAU	LOC119646341|XP_037902695.1|HILL
OG0003974	LOC117136625|XP_033153505.1|DMAU	LOC119650808|XP_037909877.1|HILL
OG0003975	LOC117135642|XP_033151951.1|DMAU	LOC119651024|XP_037910256.1|HILL
OG0003976	LOC117145812|XP_033167508.1|DMAU	LOC119651330|XP_037910799.1|HILL
OG0003977	LOC117150231|XP_033172917.1|DMAU	LOC119652738|XP_037912964.1|HILL, LOC119648470|XP_037906160.1|HILL, LOC119661531|XP_037926837.1|HILL
OG0003978	LOC117140984|XP_033160125.1|DMAU	LOC119652912|XP_037913219.1|HILL
OG0003979	LOC117146516|XP_033168716.1|DMAU	LOC119646381|XP_037902753.1|HILL
OG0003980	LOC117142699|XP_033162747.1|DMAU	LOC119659156|XP_037923034.1|HILL
OG0003981	LOC117135179|XP_033151136.1|DMAU	LOC119650858|XP_037909937.1|HILL
OG0003982	LOC117150416|XP_033173175.1|DMAU	LOC119652259|XP_037912168.1|HILL
OG0003983	LOC117144631|XP_033165820.1|DMAU	LOC119653096|XP_037913530.1|HILL
OG0003984	LOC117150734|XP_033173662.1|DMAU	LOC119651058|XP_037910315.1|HILL
OG0003985	LOC117135227|XP_033151237.1|DMAU	LOC119650744|XP_037909745.1|HILL
OG0003986	LOC117141449|XP_033160797.1|DMAU	LOC119661325|XP_037926551.1|HILL
OG0003987	LOC117148635|XP_033172031.1|DMAU	LOC119647045|XP_037903729.1|HILL
OG0003988	LOC117140009|XP_033158618.1|DMAU	LOC119661143|XP_037926278.1|HILL
OG0003989	LOC117138196|XP_033156013.1|DMAU	LOC119655382|XP_037917182.1|HILL
OG0003990	LOC117136489|XP_033153322.1|DMAU	LOC119652348|XP_037912304.1|HILL
OG0003991	LOC117138291|XP_033156165.1|DMAU	LOC119651308|XP_037910767.1|HILL
OG0003992	LOC117142419|XP_033162270.1|DMAU	LOC119660619|XP_037925252.1|HILL
OG0003993	LOC117142677|XP_033162710.1|DMAU	LOC119661596|XP_037926926.1|HILL
OG0003994	LOC117146036|XP_033167858.1|DMAU	LOC119654025|XP_037915119.1|HILL
OG0003995	LOC117137027|XP_033154124.1|DMAU	LOC119661650|XP_037927010.1|HILL
OG0003996	LOC117136779|XP_033153720.1|DMAU	LOC119657798|XP_037920818.1|HILL
OG0003997	LOC117150815|XP_033173770.1|DMAU	LOC119646583|XP_037903003.1|HILL
OG0003998	LOC117136631|XP_033153509.1|DMAU	LOC119651151|XP_037910485.1|HILL
OG0003999	LOC117147043|XP_033169683.1|DMAU	LOC119652213|XP_037912082.1|HILL
OG0004000	LOC117148203|XP_033171378.1|DMAU	LOC119659356|XP_037923336.1|HILL
OG0004001	LOC117135484|XP_033151594.1|DMAU	LOC119658654|XP_037922126.1|HILL
OG0004002	LOC117146561|XP_033168753.1|DMAU	LOC119648070|XP_037905478.1|HILL
OG0004003	LOC117135834|XP_033152282.1|DMAU	LOC119660736|XP_037925340.1|HILL
OG0004004	LOC117135109|XP_033151020.1|DMAU	LOC119650062|XP_037908487.1|HILL
OG0004005	LOC117143310|XP_033163869.1|DMAU	LOC119652589|XP_037912745.1|HILL
OG0004006	LOC117143083|XP_033163452.1|DMAU	LOC119646836|XP_037903381.1|HILL
OG0004007	LOC117151064|XP_033174188.1|DMAU	LOC119647088|XP_037903787.1|HILL
OG0004008	LOC117142015|XP_033161764.1|DMAU	LOC119647026|XP_037903692.1|HILL
OG0004009	LOC117147711|XP_033170603.1|DMAU	LOC119661719|XP_037927101.1|HILL
OG0004010	LOC117140259|XP_033158960.1|DMAU	LOC119650924|XP_037910079.1|HILL
OG0004011	LOC117150912|XP_033173955.1|DMAU	LOC119651534|XP_037911094.1|HILL
OG0004012	LOC117143440|XP_033164039.1|DMAU	LOC119651465|XP_037911000.1|HILL
OG0004013	LOC117148501|XP_033171797.1|DMAU	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL
OG0004014	LOC117142019|XP_033161775.1|DMAU	LOC119651657|XP_037911272.1|HILL
OG0004015	LOC117135145|XP_033151094.1|DMAU	LOC119655912|XP_037918002.1|HILL
OG0004016	LOC117140091|XP_033158741.1|DMAU	LOC119652450|XP_037912527.1|HILL
OG0004017	LOC117146854|XP_033169318.1|DMAU	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL
OG0004018	LOC117135835|XP_033152237.1|DMAU	LOC119646677|XP_037903140.1|HILL
OG0004019	LOC117143046|XP_033163386.1|DMAU	LOC119646985|XP_037903624.1|HILL
OG0004020	LOC117135313|XP_033151400.1|DMAU	LOC119661712|XP_037927094.1|HILL
OG0004021	LOC117135309|XP_033151395.1|DMAU	LOC119661493|XP_037926786.1|HILL
OG0004022	LOC117142358|XP_033162214.1|DMAU	LOC119654656|XP_037916076.1|HILL
OG0004023	LOC117137408|XP_033154723.1|DMAU	LOC119650530|XP_037909292.1|HILL
OG0004024	LOC117150645|XP_033173512.1|DMAU	LOC119652724|XP_037912945.1|HILL
OG0004025	LOC117150218|XP_033172908.1|DMAU	LOC119657063|XP_037919748.1|HILL
