Orthogroup	DMAU.longest_only	DPSE.longest_only
OG0004110	LOC117140790|XP_033159776.1|DMAU	LOC4812415|XP_001352888.1|DPSE
OG0004111	LOC117143428|XP_033164025.1|DMAU	LOC4802668|XP_001359540.2|DPSE
OG0004112	LOC117142769|XP_033162845.1|DMAU	LOC4802183|XP_001359152.2|DPSE
OG0004113	LOC117148785|XP_033172287.1|DMAU	LOC4815486|XP_033238731.1|DPSE
OG0004114	LOC117146936|XP_033169473.1|DMAU	LOC4814401|XP_001354456.2|DPSE
OG0004115	LOC117146850|XP_033169301.1|DMAU	LOC4814368|XP_001354458.2|DPSE
OG0004116	LOC117144013|XP_033164858.1|DMAU	LOC4802672|XP_001359542.3|DPSE
OG0004117	LOC117144210|XP_033165151.1|DMAU	LOC4802864|XP_001359698.2|DPSE
OG0004118	LOC117137183|XP_033154397.1|DMAU	LOC4804002|XP_001360633.2|DPSE
OG0004119	LOC117144004|XP_033164850.1|DMAU	LOC4803172|XP_001359956.1|DPSE
OG0004120	LOC117142885|XP_033163049.1|DMAU	LOC4803108|XP_001359905.4|DPSE
OG0004121	LOC117139702|XP_033158105.1|DMAU	LOC4812064|XP_015043754.1|DPSE
OG0004122	LOC117145030|XP_033166423.1|DMAU	LOC4803090|XP_001359889.2|DPSE
OG0004123	LOC117144034|XP_033164886.1|DMAU	LOC4802691|XP_015038009.2|DPSE
OG0004124	LOC117146496|XP_033168634.1|DMAU	LOC6902255|XP_002133782.3|DPSE
OG0004125	LOC117142359|XP_033162174.1|DMAU	LOC4800249|XP_003736222.1|DPSE
OG0004126	LOC117145837|XP_033167529.1|DMAU	LOC4800260|XP_015038744.2|DPSE
OG0004127	LOC117139194|XP_033157259.1|DMAU	LOC4816884|XP_001356321.1|DPSE
OG0004128	LOC117145650|XP_033167271.1|DMAU	LOC4802387|XP_001359315.2|DPSE
OG0004129	LOC117138612|XP_033156712.1|DMAU	LOC6898892|XP_033235064.1|DPSE
OG0004130	LOC117147220|XP_033169924.1|DMAU	LOC4815096|XP_015041824.2|DPSE
OG0004131	LOC117142329|XP_033162134.1|DMAU	LOC4802879|XP_001359708.1|DPSE
OG0004132	LOC117140534|XP_033159412.1|DMAU	LOC4813370|XP_001353867.1|DPSE
OG0004133	LOC117147238|XP_033169947.1|DMAU	LOC4817711|XP_001357089.3|DPSE
OG0004134	LOC117143197|XP_033163628.1|DMAU	LOC4802127|XP_033233092.1|DPSE
OG0004135	LOC117145447|XP_033166997.1|DMAU	LOC4803056|XP_033232971.1|DPSE
OG0004136	LOC117143696|XP_033164382.1|DMAU	LOC4802721|XP_001359586.3|DPSE
OG0004137	LOC117137376|XP_033154679.1|DMAU	LOC4804714|XP_001361232.2|DPSE
OG0004138	LOC117139631|XP_033157981.1|DMAU	LOC4812177|XP_001352590.1|DPSE
OG0004139	LOC117148074|XP_033171173.1|DMAU	LOC4815206|XP_001354666.4|DPSE
OG0004140	LOC117147970|XP_033171010.1|DMAU	LOC4815883|XP_001355564.2|DPSE
OG0004141	LOC117137676|XP_033155128.1|DMAU	LOC4804630|XP_033233841.1|DPSE
OG0004142	LOC117147851|XP_033170816.1|DMAU	LOC4814246|XP_001354442.1|DPSE
OG0004143	LOC117142511|XP_033162439.1|DMAU	LOC4800835|XP_001358039.3|DPSE
OG0004144	LOC117135300|XP_033151368.1|DMAU	LOC4816916|XP_001356339.1|DPSE
OG0004145	LOC117141180|XP_033160408.1|DMAU	LOC4814135|XP_001354192.3|DPSE
OG0004146	LOC117144048|XP_033164908.1|DMAU	LOC4802322|XP_001359262.3|DPSE
OG0004147	LOC117150531|XP_033173387.1|DMAU	LOC4816976|XP_001356326.2|DPSE
OG0004148	LOC117145180|XP_033166622.1|DMAU	LOC4800873|XP_015038519.2|DPSE
OG0004149	LOC117143912|XP_033164717.1|DMAU	LOC4802695|XP_033241781.1|DPSE
OG0004150	LOC117143670|XP_033164342.1|DMAU	LOC4802411|XP_001359334.2|DPSE
OG0004151	LOC117142799|XP_033162896.1|DMAU	LOC4801988|XP_001358999.4|DPSE
OG0004152	LOC117144990|XP_033166352.1|DMAU	LOC4802444|XP_033241753.1|DPSE
OG0004153	LOC117135710|XP_033152020.1|DMAU	LOC4805025|XP_001361493.3|DPSE
OG0004154	LOC117140491|XP_033159343.1|DMAU	LOC6900027|XP_033240339.1|DPSE
OG0004155	LOC117145227|XP_033166693.1|DMAU	LOC4802461|XP_001359378.2|DPSE
OG0004156	LOC117143049|XP_033163389.1|DMAU	LOC4802400|XP_001359325.4|DPSE
OG0004157	LOC117148527|XP_033171831.1|DMAU	LOC4814704|XP_001355008.3|DPSE
OG0004158	LOC117141168|XP_033160395.1|DMAU	LOC4813450|XP_001353676.2|DPSE
OG0004159	LOC117142989|XP_033163232.1|DMAU	LOC4802365|XP_001359294.2|DPSE
OG0004160	LOC117141821|XP_033161365.1|DMAU	LOC6900553|XP_015042916.2|DPSE
OG0004161	LOC117144764|XP_033166013.1|DMAU	LOC4803112|XP_001359909.5|DPSE
OG0004162	LOC117142425|XP_033162277.1|DMAU	LOC4802537|XP_001359438.2|DPSE
OG0004163	LOC117145348|XP_033166854.1|DMAU	LOC6897821|XP_002137926.2|DPSE
OG0004164	LOC117144335|XP_033165339.1|DMAU	LOC4802304|XP_015037730.2|DPSE
OG0004165	LOC117135958|XP_033152443.1|DMAU	LOC4805239|XP_015040507.2|DPSE
OG0004166	LOC117135740|XP_033152076.1|DMAU	LOC4803530|XP_001360241.3|DPSE
OG0004167	LOC117144584|XP_033165750.1|DMAU	LOC4802021|XP_001359023.2|DPSE
OG0004168	LOC117142834|XP_033162956.1|DMAU	LOC4800448|XP_001357723.3|DPSE
OG0004169	LOC117146963|XP_033169517.1|DMAU	LOC26533794|XP_015042104.2|DPSE
OG0004170	LOC117146819|XP_033169264.1|DMAU	LOC6901499|XP_002134185.4|DPSE
OG0004171	LOC117147581|XP_033170416.1|DMAU	LOC4814748|XP_001355133.3|DPSE
OG0004172	LOC117146381|XP_033168433.1|DMAU	LOC4815117|XP_015042008.2|DPSE
OG0004173	LOC117135849|XP_033152257.1|DMAU	LOC6898270|XP_002138336.2|DPSE
OG0004174	LOC117137142|XP_033154335.1|DMAU	LOC6898468|XP_015039912.2|DPSE
OG0004175	LOC117137239|XP_033154491.1|DMAU	LOC4804188|XP_001360790.2|DPSE
OG0004176	LOC117139456|XP_033157655.1|DMAU	LOC4813934|XP_001354096.1|DPSE
OG0004177	LOC117143048|XP_033163387.1|DMAU	LOC4802398|XP_001359323.4|DPSE
OG0004178	LOC117145023|XP_033166407.1|DMAU	LOC6897828|XP_033232846.1|DPSE
OG0004179	LOC117148159|XP_033171284.1|DMAU	LOC4814420|XP_001354447.1|DPSE
OG0004180	LOC117142461|XP_033162334.1|DMAU	LOC4803286|XP_001360051.4|DPSE
OG0004181	LOC117142277|XP_033162049.1|DMAU	LOC4801569|XP_001358640.2|DPSE
OG0004182	LOC117141856|XP_033161423.1|DMAU	LOC4812996|XP_015042805.2|DPSE
OG0004183	LOC117140680|XP_033159626.1|DMAU	LOC4813469|XP_033241356.1|DPSE
OG0004184	LOC117139144|XP_033157187.1|DMAU	LOC4812638|XP_001353028.2|DPSE
OG0004185	LOC117150492|XP_033173286.1|DMAU	LOC4816545|XP_001355904.3|DPSE
OG0004186	LOC117146625|XP_033168848.1|DMAU	LOC4815173|XP_001354743.1|DPSE
OG0004187	LOC117143552|XP_033164183.1|DMAU	LOC4802607|XP_001359496.2|DPSE
OG0004188	LOC117142701|XP_033162749.1|DMAU	LOC4803100|XP_001359898.3|DPSE
OG0004189	LOC117142698|XP_033162746.1|DMAU	LOC4803102|XP_001359900.3|DPSE
OG0004190	LOC117144806|XP_033166072.1|DMAU	LOC6897853|XP_002137956.3|DPSE
OG0004191	LOC117143379|XP_033163947.1|DMAU	LOC4802939|XP_001359754.3|DPSE
OG0004192	LOC117144330|XP_033165334.1|DMAU	LOC4803237|XP_033233128.1|DPSE
OG0004193	LOC117148396|XP_033171651.1|DMAU	LOC4814725|XP_015041734.2|DPSE
OG0004194	LOC117142877|XP_033163039.1|DMAU	LOC4803184|XP_001359967.2|DPSE
OG0004195	LOC117148599|XP_033171971.1|DMAU	LOC6901874|XP_033239490.1|DPSE
OG0004196	LOC117142401|XP_033162239.1|DMAU	LOC4801594|XP_001358663.3|DPSE
OG0004197	LOC117145336|XP_033166838.1|DMAU	LOC4802814|XP_001359657.3|DPSE
OG0004198	LOC117142996|XP_033163242.1|DMAU	LOC4802458|XP_001359375.1|DPSE
OG0004199	LOC117144917|XP_033166254.1|DMAU	LOC4802557|XP_001359455.3|DPSE
OG0004200	LOC117137002|XP_033154079.1|DMAU	LOC4805241|XP_001361674.2|DPSE
OG0004201	LOC117145730|XP_033167380.1|DMAU	LOC4801160|XP_001358295.3|DPSE
OG0004202	LOC117144946|XP_033166291.1|DMAU	LOC4800938|XP_001358124.2|DPSE
OG0004203	LOC117142330|XP_033162135.1|DMAU	LOC4802878|XP_015038157.1|DPSE
OG0004204	LOC117139853|XP_033158393.1|DMAU	LOC4812396|XP_001352960.2|DPSE
OG0004205	LOC117140030|XP_033158653.1|DMAU	LOC6900361|XP_002134756.3|DPSE
OG0004206	LOC117142726|XP_033162785.1|DMAU	LOC4803072|XP_001359872.2|DPSE
OG0004207	LOC117142408|XP_033162248.1|DMAU	LOC4803073|XP_001359873.2|DPSE
OG0004208	LOC117142458|XP_033162332.1|DMAU	LOC6899287|XP_002136239.3|DPSE
OG0004209	LOC117145455|XP_033167015.1|DMAU	LOC4800432|XP_033241540.1|DPSE
OG0004210	LOC117142600|XP_033162570.1|DMAU	LOC4800859|XP_001358059.1|DPSE
OG0004211	LOC117135319|XP_033151439.1|DMAU	LOC4816975|XP_001356549.2|DPSE
OG0004212	LOC117142428|XP_033162279.1|DMAU	LOC4802534|XP_001359435.1|DPSE
OG0004213	LOC117142942|XP_033163147.1|DMAU	LOC4803021|XP_001359823.2|DPSE
OG0004214	LOC117135683|XP_033151976.1|DMAU	LOC4805542|XP_001361929.1|DPSE
OG0004215	LOC117135631|XP_033151897.1|DMAU	LOC4805736|XP_001362084.2|DPSE
OG0004216	LOC117141383|XP_033160686.1|DMAU	LOC4813495|XP_033238849.1|DPSE
OG0004217	LOC117140899|XP_033159947.1|DMAU	LOC4813478|XP_001353758.2|DPSE
OG0004218	LOC117148424|XP_033171687.1|DMAU	LOC6901805|XP_002134473.1|DPSE
OG0004219	LOC117143565|XP_033164201.1|DMAU	LOC4803002|XP_001359807.1|DPSE
OG0004220	LOC117143185|XP_033163593.1|DMAU	LOC4802333|XP_015037753.2|DPSE
OG0004221	LOC117144852|XP_033166146.1|DMAU	LOC4802813|XP_001359656.3|DPSE
OG0004222	LOC117143332|XP_033163881.1|DMAU	LOC4802581|XP_001359475.1|DPSE
OG0004223	LOC117143323|XP_033163868.1|DMAU	LOC4802585|XP_015037926.2|DPSE
OG0004224	LOC117144261|XP_033165249.1|DMAU	LOC4802431|XP_001359353.2|DPSE
OG0004225	LOC117147297|XP_033170035.1|DMAU	LOC4814712|XP_001354635.1|DPSE
OG0004226	LOC117143729|XP_033164424.1|DMAU	LOC4802550|XP_003736757.3|DPSE
OG0004227	LOC117142328|XP_033162130.1|DMAU	LOC4802881|XP_033236310.1|DPSE
OG0004228	LOC117142331|XP_033162138.1|DMAU	LOC4802880|XP_001359709.1|DPSE
OG0004229	LOC117138339|XP_033156268.1|DMAU	LOC4805561|XP_004444546.2|DPSE
OG0004230	LOC117148519|XP_033171817.1|DMAU	LOC6901541|XP_033238139.1|DPSE
OG0004231	LOC117141797|XP_033161330.1|DMAU	LOC6900301|XP_002135623.1|DPSE
OG0004232	LOC117141800|XP_033161336.1|DMAU	LOC4812652|XP_015044098.1|DPSE
OG0004233	LOC117141799|XP_033161335.1|DMAU	LOC4812651|XP_015044101.1|DPSE
OG0004234	LOC117140613|XP_033159518.1|DMAU	LOC4812663|XP_015044106.1|DPSE
OG0004235	LOC117147301|XP_033170038.1|DMAU	LOC4815925|XP_001355569.2|DPSE
OG0004236	LOC117143811|XP_033164548.1|DMAU	LOC4803188|XP_001359971.3|DPSE
OG0004237	LOC117144408|XP_033165438.1|DMAU	LOC4802968|XP_033241809.1|DPSE
OG0004238	LOC117143964|XP_033164788.1|DMAU	LOC6897950|XP_002138049.1|DPSE
OG0004239	LOC117145700|XP_033167332.1|DMAU	LOC4802808|XP_001359652.3|DPSE
OG0004240	LOC117143776|XP_033164495.1|DMAU	LOC6897625|XP_002137769.2|DPSE
OG0004241	LOC117142766|XP_033162839.1|DMAU	LOC4802624|XP_001359508.2|DPSE
OG0004242	LOC117143394|XP_033163974.1|DMAU	LOC4803033|XP_033232624.1|DPSE
OG0004243	LOC117139953|XP_033158532.1|DMAU	LOC4814122|XP_001354281.2|DPSE
OG0004244	LOC117142880|XP_033163042.1|DMAU	LOC4803185|XP_001359968.3|DPSE
OG0004245	LOC117141931|XP_033161560.1|DMAU	LOC4812436|XP_001352453.2|DPSE
OG0004246	LOC117140191|XP_033158860.1|DMAU	LOC4812914|XP_033239744.1|DPSE
OG0004247	LOC117148683|XP_033172114.1|DMAU	LOC4815830|XP_001355238.2|DPSE
OG0004248	LOC117137246|XP_033154498.1|DMAU	LOC4804644|XP_001361173.2|DPSE
OG0004249	LOC117141193|XP_033160432.1|DMAU	LOC4812596|XP_033237569.1|DPSE
OG0004250	LOC117136715|XP_033153632.1|DMAU	LOC4817862|XP_001357340.3|DPSE
OG0004251	LOC117148879|XP_033172454.1|DMAU	LOC4814812|XP_033237984.1|DPSE
OG0004252	LOC117142421|XP_033162272.1|DMAU	LOC4802531|XP_001359433.3|DPSE
OG0004253	LOC117145114|XP_033166525.1|DMAU	LOC4803015|XP_001359817.4|DPSE
OG0004254	LOC117147233|XP_033169935.1|DMAU	LOC4815527|XP_001355497.2|DPSE
OG0004256	LOC117136939|XP_033153979.1|DMAU	LOC4805690|XP_001362049.2|DPSE
OG0004257	LOC117145191|XP_033166643.1|DMAU	LOC4800274|XP_001357618.2|DPSE
OG0004258	LOC117145906|XP_033167649.1|DMAU	LOC4803220|XP_015038350.1|DPSE
OG0004259	LOC117136140|XP_033152737.1|DMAU	LOC6899104|XP_002139021.2|DPSE
OG0004260	LOC117145158|XP_033166592.1|DMAU	LOC6897751|XP_003736791.3|DPSE
OG0004261	LOC117144262|XP_033165251.1|DMAU	LOC4802433|XP_001359355.2|DPSE
OG0004262	LOC117144883|XP_033166185.1|DMAU	LOC4802138|XP_001359117.2|DPSE
OG0004263	LOC117142429|XP_033162280.1|DMAU	LOC4803249|XP_001360022.4|DPSE
OG0004264	LOC117142572|XP_033162531.1|DMAU	LOC4802990|XP_001359797.3|DPSE
OG0004265	LOC117144232|XP_033165191.1|DMAU	LOC4802936|XP_001359751.1|DPSE
OG0004266	LOC117144962|XP_033166312.1|DMAU	LOC4802886|XP_001359714.3|DPSE
OG0004267	LOC117144853|XP_033166147.1|DMAU	LOC4802802|XP_015038099.1|DPSE
OG0004268	LOC117136132|XP_033152726.1|DMAU	LOC4805408|XP_033233709.1|DPSE
OG0004269	LOC117138246|XP_033156088.1|DMAU	LOC4804648|XP_001361176.3|DPSE
OG0004270	LOC117136079|XP_033152639.1|DMAU	LOC4804886|XP_003736959.1|DPSE
OG0004271	LOC117138137|XP_033155902.1|DMAU	LOC4804170|XP_033234805.1|DPSE
OG0004272	LOC117144768|XP_033166022.1|DMAU	LOC4803201|XP_001359983.1|DPSE
OG0004273	LOC117143647|XP_033164317.1|DMAU	LOC4800830|XP_001358034.2|DPSE
OG0004274	LOC117146698|XP_033168979.1|DMAU	LOC4815423|XP_001355612.2|DPSE
OG0004275	LOC117146582|XP_033168787.1|DMAU	LOC4816030|XP_001355552.1|DPSE
OG0004276	LOC117140808|XP_033159800.1|DMAU	LOC4812451|XP_033240182.1|DPSE
OG0004277	LOC117141296|XP_033160566.1|DMAU	LOC4812122|XP_001352791.2|DPSE
OG0004278	LOC117148256|XP_033171452.1|DMAU	LOC4814546|XP_001355085.2|DPSE
OG0004279	LOC117147101|XP_033169762.1|DMAU	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004280	LOC117146701|XP_033168993.1|DMAU	LOC6901746|XP_033237735.1|DPSE
OG0004281	LOC117136398|XP_033153185.1|DMAU	LOC4803575|XP_001360282.2|DPSE
OG0004282	LOC117136503|XP_033153338.1|DMAU	LOC6903887|XP_002136634.1|DPSE
OG0004283	LOC117136504|XP_033153339.1|DMAU	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC117151099|XP_033151016.1|DMAU	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC117142819|XP_033162926.1|DMAU	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC117139682|XP_033158056.1|DMAU	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC117140811|XP_033159804.1|DMAU	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC117142047|XP_033161810.1|DMAU	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC117139529|XP_033157782.1|DMAU	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC117135477|XP_033151583.1|DMAU	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC117137222|XP_033154466.1|DMAU	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC117141673|XP_033161157.1|DMAU	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC117141715|XP_033161219.1|DMAU	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC117140029|XP_033158651.1|DMAU	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC117139822|XP_033158347.1|DMAU	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC117140789|XP_033159775.1|DMAU	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC117136126|XP_033152719.1|DMAU	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC117135600|XP_033151837.1|DMAU	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC117138600|XP_033156673.1|DMAU	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC117137248|XP_033154500.1|DMAU	LOC6898581|XP_002138601.1|DPSE
OG0004301	LOC117141075|XP_033160264.1|DMAU	LOC4811960|XP_001352688.3|DPSE
OG0004302	LOC117138248|XP_033156092.1|DMAU	LOC4803898|XP_001360543.2|DPSE
OG0004303	LOC117135924|XP_033152383.1|DMAU	LOC4805127|XP_001361582.2|DPSE
OG0004304	LOC117137926|XP_033155567.1|DMAU	LOC6898330|XP_002138385.2|DPSE
OG0004305	LOC117135439|XP_033151499.1|DMAU	LOC6898763|XP_015040375.2|DPSE
OG0004306	LOC117136624|XP_033153504.1|DMAU	LOC4805145|XP_001361597.3|DPSE
OG0004307	LOC117135822|XP_033152222.1|DMAU	LOC4804881|XP_001361369.2|DPSE
OG0004308	LOC117135741|XP_033152077.1|DMAU	LOC4803526|XP_033233853.1|DPSE
OG0004309	LOC117141140|XP_033160364.1|DMAU	LOC4812008|XP_001352770.2|DPSE
OG0004310	LOC117137390|XP_033154697.1|DMAU	LOC4805080|XP_001361542.2|DPSE
OG0004311	LOC117140243|XP_033158936.1|DMAU	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	LOC117138257|XP_033156110.1|DMAU	LOC6899078|XP_033233555.1|DPSE
OG0004313	LOC117135672|XP_033151957.1|DMAU	LOC4818206|XP_001357512.3|DPSE
OG0004314	LOC117138422|XP_033156419.1|DMAU	LOC4803705|XP_015039289.1|DPSE
OG0004315	LOC117136900|XP_033153907.1|DMAU	LOC4805613|XP_001361987.3|DPSE
OG0004316	LOC117138262|XP_033156117.1|DMAU	LOC4805431|XP_001361832.1|DPSE
OG0004317	LOC117136400|XP_033153186.1|DMAU	LOC4803574|XP_001360281.2|DPSE
OG0004318	LOC117138256|XP_033156108.1|DMAU	LOC4805630|XP_001362002.3|DPSE
OG0004319	LOC117137141|XP_033154333.1|DMAU	LOC4803381|XP_001360090.3|DPSE
OG0004320	LOC117142807|XP_033162906.1|DMAU	LOC4801669|XP_001358721.3|DPSE
OG0004321	LOC117135191|XP_033151152.1|DMAU	LOC4818063|XP_001357424.3|DPSE
OG0004322	LOC117144637|XP_033165823.1|DMAU	LOC4801451|XP_033241855.1|DPSE
OG0004323	LOC117139695|XP_033158092.1|DMAU	LOC4814174|XP_001354234.2|DPSE
OG0004324	LOC117150374|XP_033173127.1|DMAU	LOC6903583|XP_002132451.1|DPSE
OG0004325	LOC117135546|XP_033151730.1|DMAU	LOC4805556|XP_001361941.1|DPSE
OG0004326	LOC117135542|XP_033151725.1|DMAU	LOC4805555|XP_033233379.1|DPSE
OG0004327	LOC117147502|XP_033170297.1|DMAU	LOC4811784|XP_033237602.1|DPSE
OG0004328	LOC117138495|XP_033156516.1|DMAU	LOC4804548|XP_001361091.1|DPSE
OG0004329	LOC117138412|XP_033156379.1|DMAU	LOC4804321|XP_015039811.2|DPSE
OG0004330	LOC117138110|XP_033155863.1|DMAU	LOC4804679|XP_001361201.3|DPSE
OG0004331	LOC117137161|XP_033154363.1|DMAU	LOC6898957|XP_002138917.1|DPSE
OG0004332	LOC117150208|XP_033172898.1|DMAU	LOC4817443|XP_001356345.3|DPSE
OG0004333	LOC117138982|XP_033156985.1|DMAU	LOC4817461|XP_001356530.3|DPSE
OG0004334	LOC117149093|XP_033172631.1|DMAU	LOC4816904|XP_001356455.4|DPSE
OG0004335	LOC117138161|XP_033155930.1|DMAU	LOC6898974|XP_002138934.2|DPSE
OG0004336	LOC117138389|XP_033156352.1|DMAU	LOC4804597|XP_001361131.3|DPSE
OG0004337	LOC117150560|XP_033173399.1|DMAU	LOC4817062|XP_001356612.3|DPSE
OG0004338	LOC117139572|XP_033157869.1|DMAU	LOC4814147|XP_001354301.2|DPSE
OG0004339	LOC117135509|XP_033151636.1|DMAU	LOC4803960|XP_001360598.2|DPSE
OG0004340	LOC117135508|XP_033151635.1|DMAU	LOC4803959|XP_001360597.1|DPSE
OG0004341	LOC117136837|XP_033153809.1|DMAU	LOC6898192|XP_002138261.2|DPSE
OG0004342	LOC117138688|XP_033156836.1|DMAU	LOC4804618|XP_004444261.2|DPSE
OG0004343	LOC117137148|XP_033154343.1|DMAU	LOC4804617|XP_033234560.1|DPSE
OG0004344	LOC117137011|XP_033154091.1|DMAU	LOC4804614|XP_001361147.3|DPSE
OG0004345	LOC117148125|XP_033171243.1|DMAU	LOC4818064|XP_033235791.1|DPSE
OG0004346	LOC117137465|XP_033154802.1|DMAU	LOC4805615|XP_004444560.2|DPSE
OG0004347	LOC117136125|XP_033152717.1|DMAU	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC117137540|XP_033154928.1|DMAU	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC117137660|XP_033155091.1|DMAU	LOC4803522|XP_015039144.1|DPSE
OG0004350	LOC117138386|XP_033156348.1|DMAU	LOC6898453|XP_002138496.1|DPSE
OG0004351	LOC117136068|XP_033152608.1|DMAU	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC117144067|XP_033164967.1|DMAU	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC117142952|XP_033163168.1|DMAU	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC117143272|XP_033163741.1|DMAU	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC117144240|XP_033165201.1|DMAU	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC117136578|XP_033153439.1|DMAU	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC117136628|XP_033153507.1|DMAU	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC117136340|XP_033153094.1|DMAU	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC117135529|XP_033151683.1|DMAU	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC117140304|XP_033159039.1|DMAU	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC117143827|XP_033164564.1|DMAU	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC117139639|XP_033157990.1|DMAU	LOC4813916|XP_001353891.1|DPSE
OG0004363	LOC117148129|XP_033171245.1|DMAU	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC117136721|XP_033153638.1|DMAU	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC117137116|XP_033154299.1|DMAU	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC117147120|XP_033169781.1|DMAU	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC117139208|XP_033157276.1|DMAU	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC117140895|XP_033159940.1|DMAU	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC117137640|XP_033155064.1|DMAU	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC117137905|XP_033155539.1|DMAU	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC117148347|XP_033171574.1|DMAU	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC117137156|XP_033154357.1|DMAU	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC117145429|XP_033166967.1|DMAU	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC117137472|XP_033154811.1|DMAU	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC117140598|XP_033159499.1|DMAU	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC117141408|XP_033160722.1|DMAU	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC117140376|XP_033159132.1|DMAU	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC117138217|XP_033156048.1|DMAU	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC117137118|XP_033154301.1|DMAU	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC117137510|XP_033154882.1|DMAU	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC117143893|XP_033164688.1|DMAU	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC117137686|XP_033155146.1|DMAU	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC117136373|XP_033153154.1|DMAU	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC117136379|XP_033153161.1|DMAU	LOC6898168|XP_002138246.1|DPSE
OG0004385	LOC117136440|XP_033153247.1|DMAU	LOC4805409|XP_001361814.1|DPSE
OG0004386	LOC117137643|XP_033155068.1|DMAU	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC117139276|XP_033157393.1|DMAU	LOC4812345|XP_001352895.3|DPSE
OG0004388	LOC117137845|XP_033155438.1|DMAU	LOC6898184|XP_002138255.2|DPSE
OG0004389	LOC117139142|XP_033157184.1|DMAU	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC117140453|XP_033159274.1|DMAU	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC117138052|XP_033155759.1|DMAU	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC117141034|XP_033160207.1|DMAU	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC117136611|XP_033153489.1|DMAU	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC117136395|XP_033153180.1|DMAU	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC117136675|XP_033153570.1|DMAU	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC117135896|XP_033152334.1|DMAU	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC117138138|XP_033155903.1|DMAU	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC117138141|XP_033155906.1|DMAU	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC117136461|XP_033153280.1|DMAU	LOC4804590|XP_001361126.1|DPSE
