Orthogroup	DMAU.longest_only	AAEG.longest_only
OG0004779	LOC117142588|XP_033162551.1|DMAU	LOC5567287|XP_021693333.1|AAEG
OG0004780	LOC117135325|XP_033151414.1|DMAU	LOC5567286|XP_001651717.1|AAEG
OG0004781	LOC117145306|XP_033166790.1|DMAU	LOC5567281|XP_021693335.1|AAEG
OG0004782	LOC117146118|XP_033168002.1|DMAU	LOC5569123|XP_021693348.1|AAEG
OG0004783	LOC117146798|XP_033169229.1|DMAU	LOC5576729|XP_001656237.1|AAEG
OG0004784	LOC117144136|XP_033165053.1|DMAU	LOC5576719|XP_001656225.2|AAEG
OG0004785	LOC117145219|XP_033166681.1|DMAU	LOC5564486|XP_001648827.1|AAEG
OG0004786	LOC117144819|XP_033166092.1|DMAU	LOC110674098|XP_021693387.1|AAEG
OG0004787	LOC117144207|XP_033165147.1|DMAU	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG
OG0004788	LOC117145032|XP_033166426.1|DMAU	LOC5573630|XP_001660959.1|AAEG
OG0004789	LOC117145033|XP_033166428.1|DMAU	LOC5573633|XP_001660960.2|AAEG
OG0004790	LOC117143317|XP_033163852.1|DMAU	LOC5578540|XP_001663931.1|AAEG
OG0004791	LOC117143153|XP_033163543.1|DMAU	LOC5567507|XP_021693404.1|AAEG
OG0004792	LOC117146110|XP_033167986.1|DMAU	LOC5567505|XP_001651805.1|AAEG
OG0004793	LOC117145746|XP_033167399.1|DMAU	LOC5567509|XP_021693418.1|AAEG
OG0004794	LOC117142743|XP_033162805.1|DMAU	LOC5568908|XP_021693425.1|AAEG
OG0004795	LOC117142433|XP_033162285.1|DMAU	LOC5568898|XP_001658225.2|AAEG
OG0004796	LOC117143287|XP_033163759.1|DMAU	LOC5573319|XP_021693445.1|AAEG
OG0004797	LOC117143908|XP_033164708.1|DMAU	LOC5573320|XP_021693447.1|AAEG
OG0004798	LOC117145734|XP_033167385.1|DMAU	LOC5573325|XP_001654545.2|AAEG
OG0004799	LOC117143562|XP_033164197.1|DMAU	LOC5573328|XP_001654548.2|AAEG
OG0004800	LOC117145035|XP_033166431.1|DMAU	LOC5575792|XP_021693478.1|AAEG
OG0004801	LOC117145901|XP_033167643.1|DMAU	LOC5573434|XP_021693611.1|AAEG
OG0004802	LOC117144677|XP_033165891.1|DMAU	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG
OG0004803	LOC117144574|XP_033165718.1|DMAU	LOC5577199|XP_021693664.1|AAEG
OG0004804	LOC117143045|XP_033163379.1|DMAU	LOC5569887|XP_021693689.1|AAEG
OG0004805	LOC117143085|XP_033163451.1|DMAU	LOC5566210|XP_021693695.1|AAEG
OG0004806	LOC117146773|XP_033169185.1|DMAU	LOC5576204|XP_001662541.1|AAEG
OG0004807	LOC117145994|XP_033167799.1|DMAU	LOC5576196|XP_001662533.2|AAEG
OG0004808	LOC117143221|XP_033163660.1|DMAU	LOC5576522|XP_001662715.2|AAEG
OG0004809	LOC117143580|XP_033164219.1|DMAU	LOC5575645|XP_001655791.1|AAEG
OG0004810	LOC117145273|XP_033166751.1|DMAU	LOC5575646|XP_021693746.1|AAEG
OG0004811	LOC117139206|XP_033157268.1|DMAU	LOC23687923|XP_021693761.1|AAEG
OG0004812	LOC117145766|XP_033167432.1|DMAU	LOC5565754|XP_021693766.1|AAEG
OG0004813	LOC117143898|XP_033164694.1|DMAU	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG
OG0004814	LOC117142696|XP_033162744.1|DMAU	LOC5565593|XP_021693801.1|AAEG
OG0004815	LOC117148544|XP_033171868.1|DMAU	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG
OG0004816	LOC117146565|XP_033168755.1|DMAU	LOC5569688|XP_021694424.1|AAEG
OG0004817	LOC117146564|XP_033168754.1|DMAU	LOC5565992|XP_001650360.2|AAEG
OG0004818	LOC117143879|XP_033164656.1|DMAU	LOC110673983|XP_021693821.1|AAEG
OG0004819	LOC117142266|XP_033162023.1|DMAU	LOC5577654|XP_001656652.2|AAEG
OG0004820	LOC117143975|XP_033164803.1|DMAU	LOC5577653|XP_021693824.1|AAEG
OG0004821	LOC117142539|XP_033162478.1|DMAU	LOC5577652|XP_001656650.2|AAEG
OG0004822	LOC117145971|XP_033167765.1|DMAU	LOC5577644|XP_021693837.1|AAEG
OG0004823	LOC117142746|XP_033162808.1|DMAU	LOC5577640|XP_001656638.2|AAEG
OG0004824	LOC117142747|XP_033162816.1|DMAU	LOC5577639|XP_001656637.1|AAEG
OG0004825	LOC117146330|XP_033168313.1|DMAU	LOC5577632|XP_021693883.1|AAEG
OG0004826	LOC117143857|XP_033164612.1|DMAU	LOC5565948|XP_001650325.1|AAEG
OG0004827	LOC117143452|XP_033164052.1|DMAU	LOC5565946|XP_001650323.1|AAEG
OG0004828	LOC117142589|XP_033162552.1|DMAU	LOC5565943|XP_001650318.1|AAEG
OG0004829	LOC117143918|XP_033164724.1|DMAU	LOC5568524|XP_001652351.2|AAEG
OG0004830	LOC117142876|XP_033163038.1|DMAU	LOC5568377|XP_021693933.1|AAEG
OG0004831	LOC117139507|XP_033157754.1|DMAU	LOC5573533|XP_001654671.2|AAEG
OG0004832	LOC117146009|XP_033167820.1|DMAU	LOC5565148|XP_021694009.1|AAEG
OG0004833	LOC117144158|XP_033165081.1|DMAU	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG
OG0004834	LOC117143558|XP_033164191.1|DMAU	LOC5565637|XP_001649990.2|AAEG
OG0004835	LOC117145320|XP_033166805.1|DMAU	LOC5564104|XP_021694072.1|AAEG
OG0004836	LOC117145674|XP_033167298.1|DMAU	LOC5576112|XP_021694087.1|AAEG
OG0004837	LOC117141452|XP_033160796.1|DMAU	LOC5576113|XP_001662458.2|AAEG
OG0004838	LOC117143866|XP_033164623.1|DMAU	LOC5576125|XP_001662471.2|AAEG
OG0004839	LOC117143671|XP_033164343.1|DMAU	LOC5576127|XP_021694095.1|AAEG
OG0004840	LOC117145043|XP_033166443.1|DMAU	LOC5575234|XP_001655640.2|AAEG
OG0004841	LOC117143641|XP_033164314.1|DMAU	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG
OG0004842	LOC117145384|XP_033166909.1|DMAU	LOC5565162|XP_001649526.2|AAEG
OG0004843	LOC117146072|XP_033167906.1|DMAU	LOC5565185|XP_001649514.2|AAEG
OG0004844	LOC117150239|XP_033172924.1|DMAU	LOC5577586|XP_021694153.1|AAEG
OG0004845	LOC117142791|XP_033162881.1|DMAU	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG
OG0004846	LOC117150340|XP_033173079.1|DMAU	LOC5572603|XP_021694172.1|AAEG
OG0004847	LOC117150336|XP_033173075.1|DMAU	LOC5572605|XP_001654115.2|AAEG
OG0004848	LOC117143894|XP_033164689.1|DMAU	LOC23687388|XP_021694181.1|AAEG
OG0004850	LOC117144511|XP_033165593.1|DMAU	LOC5572676|XP_021694197.1|AAEG
OG0004851	LOC117145372|XP_033166887.1|DMAU	LOC110674250|XP_021694203.1|AAEG
OG0004852	LOC117143349|XP_033163911.1|DMAU	LOC5566256|XP_021694208.1|AAEG
OG0004853	LOC117137962|XP_033155624.1|DMAU	LOC5566125|XP_001650487.2|AAEG
OG0004854	LOC117139802|XP_033158314.1|DMAU	LOC5571449|XP_021695479.1|AAEG
OG0004855	LOC117141257|XP_033160517.1|DMAU	LOC5573692|XP_001661015.2|AAEG
OG0004856	LOC117140543|XP_033159425.1|DMAU	LOC5576514|XP_021695531.1|AAEG
OG0004857	LOC117141055|XP_033160232.1|DMAU	LOC5579860|XP_001664321.2|AAEG
OG0004858	LOC117140263|XP_033158975.1|DMAU	LOC5567813|XP_021695571.1|AAEG
OG0004859	LOC117139619|XP_033157963.1|DMAU	LOC5567812|XP_021695576.1|AAEG
OG0004860	LOC117140975|XP_033160114.1|DMAU	LOC5567848|XP_001657711.1|AAEG
OG0004861	LOC117138971|XP_033156912.1|DMAU	LOC5567847|XP_021695583.1|AAEG
OG0004862	LOC117140900|XP_033159962.1|DMAU	LOC5569145|XP_021699736.1|AAEG
OG0004863	LOC117140924|XP_033160007.1|DMAU	LOC5575754|XP_001662174.2|AAEG
OG0004864	LOC117139413|XP_033157581.1|DMAU	LOC5575753|XP_021695616.1|AAEG
OG0004865	LOC117142953|XP_033163169.1|DMAU	LOC5575752|XP_001662176.1|AAEG
OG0004866	LOC117139766|XP_033158254.1|DMAU	LOC5564540|XP_021695631.1|AAEG
OG0004867	LOC117137865|XP_033155473.1|DMAU	LOC5564539|XP_021695635.1|AAEG
OG0004868	LOC117136468|XP_033153291.1|DMAU	LOC5564537|XP_001648880.2|AAEG
OG0004869	LOC117136171|XP_033152804.1|DMAU	LOC5578207|XP_001656851.2|AAEG
OG0004870	LOC117136174|XP_033152807.1|DMAU	LOC5578218|XP_001656861.1|AAEG
OG0004871	LOC117136830|XP_033153800.1|DMAU	LOC5578223|XP_021695666.1|AAEG
OG0004872	LOC117137813|XP_033155383.1|DMAU	LOC5576744|XP_021695708.1|AAEG
OG0004873	LOC117138054|XP_033155769.1|DMAU	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG
OG0004874	LOC117144798|XP_033166065.1|DMAU	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG
OG0004875	LOC117148615|XP_033171993.1|DMAU	LOC5571774|XP_021695744.1|AAEG
OG0004876	LOC117146350|XP_033168392.1|DMAU	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG
OG0004877	LOC117139117|XP_033157151.1|DMAU	LOC5571761|XP_001659892.2|AAEG
OG0004878	LOC117138207|XP_033156032.1|DMAU	LOC5576635|XP_001662785.1|AAEG
OG0004879	LOC117137750|XP_033155247.1|DMAU	LOC5570673|XP_021695783.1|AAEG
OG0004880	LOC117141980|XP_033161680.1|DMAU	LOC5570671|XP_001659260.2|AAEG
OG0004881	LOC117139795|XP_033158301.1|DMAU	LOC5570669|XP_001659262.2|AAEG
OG0004882	LOC117140661|XP_033159596.1|DMAU	LOC5570675|XP_011493055.1|AAEG
OG0004883	LOC117141302|XP_033160573.1|DMAU	LOC5570676|XP_001659270.2|AAEG
OG0004884	LOC117137848|XP_033155441.1|DMAU	LOC5571294|XP_021695841.1|AAEG
OG0004885	LOC117137766|XP_033155277.1|DMAU	LOC5571287|XP_001653588.1|AAEG
OG0004886	LOC117137736|XP_033155208.1|DMAU	LOC5571283|XP_001653584.2|AAEG
OG0004887	LOC117138469|XP_033156489.1|DMAU	LOC5571282|XP_001653583.1|AAEG
OG0004888	LOC117138629|XP_033156734.1|DMAU	LOC5571281|XP_021695870.1|AAEG
OG0004889	LOC117137373|XP_033154666.1|DMAU	LOC5571279|XP_001653580.1|AAEG
OG0004890	LOC117135664|XP_033151946.1|DMAU	LOC5571273|XP_001653571.1|AAEG
OG0004891	LOC117148161|XP_033171287.1|DMAU	LOC5571271|XP_001653569.1|AAEG
OG0004892	LOC117137534|XP_033154912.1|DMAU	LOC5571269|XP_021695908.1|AAEG
OG0004893	LOC117135972|XP_033152471.1|DMAU	LOC5578056|XP_021695962.1|AAEG
OG0004894	LOC117137242|XP_033154495.1|DMAU	LOC5579030|XP_021695968.1|AAEG
OG0004895	LOC117136483|XP_033153313.1|DMAU	LOC23687608|XP_021695975.1|AAEG
OG0004896	LOC117137023|XP_033154111.1|DMAU	LOC5568474|XP_021695989.1|AAEG
OG0004897	LOC117137250|XP_033154501.1|DMAU	LOC5568466|XP_001652305.2|AAEG
OG0004898	LOC117138450|XP_033156455.1|DMAU	LOC5568471|XP_021695999.1|AAEG
OG0004899	LOC117138127|XP_033155882.1|DMAU	LOC110675397|XP_021696008.1|AAEG
OG0004900	LOC117136324|XP_033153069.1|DMAU	LOC5573478|XP_021696015.1|AAEG
OG0004901	LOC117137227|XP_033154475.1|DMAU	LOC5573480|XP_001654630.1|AAEG
OG0004902	LOC117139773|XP_033158269.1|DMAU	LOC5577803|XP_001663565.2|AAEG
OG0004903	LOC117135865|XP_033152285.1|DMAU	LOC5577802|XP_021696032.1|AAEG
OG0004904	LOC117142973|XP_033163214.1|DMAU	LOC5575912|XP_001662288.2|AAEG
OG0004905	LOC117138480|XP_033156500.1|DMAU	LOC5566323|XP_021696047.1|AAEG
OG0004906	LOC117139569|XP_033157861.1|DMAU	LOC5575484|XP_021696065.1|AAEG
OG0004907	LOC117141099|XP_033160306.1|DMAU	LOC5578178|XP_021696080.1|AAEG
OG0004908	LOC117139592|XP_033157898.1|DMAU	LOC5574115|XP_021696086.1|AAEG
OG0004909	LOC117139809|XP_033158327.1|DMAU	LOC5574099|XP_021696099.1|AAEG
OG0004910	LOC117139807|XP_033158325.1|DMAU	LOC5573286|XP_021696108.1|AAEG
OG0004911	LOC117139798|XP_033158309.1|DMAU	LOC5574089|XP_001661159.1|AAEG
OG0004912	LOC117139575|XP_033157872.1|DMAU	LOC5565111|XP_001649458.1|AAEG
OG0004913	LOC117137631|XP_033155054.1|DMAU	LOC5572879|XP_001654230.1|AAEG
OG0004914	LOC117137629|XP_033155051.1|DMAU	LOC5572883|XP_001654238.1|AAEG
OG0004915	LOC117138304|XP_033156196.1|DMAU	LOC5572890|XP_001654241.1|AAEG
OG0004916	LOC117136394|XP_033153178.1|DMAU	LOC5572892|XP_021696207.1|AAEG
OG0004917	LOC117138965|XP_033156901.1|DMAU	LOC5569891|XP_021696240.1|AAEG
OG0004918	LOC117138964|XP_033156898.1|DMAU	LOC5569896|XP_021696242.1|AAEG
OG0004919	LOC117143757|XP_033164464.1|DMAU	LOC5569894|XP_001658793.2|AAEG
OG0004920	LOC117139540|XP_033157806.1|DMAU	LOC5569897|XP_001658795.2|AAEG
OG0004921	LOC117140351|XP_033159093.1|DMAU	LOC5569899|XP_021696250.1|AAEG
OG0004922	LOC117139235|XP_033157332.1|DMAU	LOC5574844|XP_021696259.1|AAEG
OG0004923	LOC117139012|XP_033156995.1|DMAU	LOC5574842|XP_001661672.2|AAEG
OG0004924	LOC117140392|XP_033159151.1|DMAU	LOC5579986|XP_001660252.2|AAEG
OG0004925	LOC117139748|XP_033158200.1|DMAU	LOC23687540|XP_021696286.1|AAEG
OG0004926	LOC117141601|XP_033161008.1|DMAU	LOC5579997|XP_001660263.1|AAEG
OG0004927	LOC117140914|XP_033159988.1|DMAU	LOC5570466|XP_021696313.1|AAEG
OG0004928	LOC117136256|XP_033152966.1|DMAU	LOC5577066|XP_021696339.1|AAEG
OG0004929	LOC117140882|XP_033159916.1|DMAU	LOC5577072|XP_001663169.2|AAEG
OG0004930	LOC117136258|XP_033152967.1|DMAU	LOC5571872|XP_001659983.2|AAEG
OG0004931	LOC117137151|XP_033154352.1|DMAU	LOC5570512|XP_001659200.1|AAEG
OG0004932	LOC117142094|XP_033161867.1|DMAU	LOC5570507|XP_001659195.2|AAEG
OG0004933	LOC117136855|XP_033153845.1|DMAU	LOC5570506|XP_001659194.1|AAEG
OG0004934	LOC117138124|XP_033155876.1|DMAU	LOC5570504|XP_001659193.1|AAEG
OG0004935	LOC117136955|XP_033153998.1|DMAU	LOC5570534|XP_021696448.1|AAEG
OG0004936	LOC117140466|XP_033159302.1|DMAU	LOC23687720|XP_021696450.1|AAEG
OG0004937	LOC117139552|XP_033157835.1|DMAU	LOC5570537|XP_001659181.2|AAEG
OG0004938	LOC117140950|XP_033160058.1|DMAU	LOC5567635|XP_021696489.1|AAEG
OG0004939	LOC117139586|XP_033157891.1|DMAU	LOC5567623|XP_021696505.1|AAEG
OG0004940	LOC117140704|XP_033159660.1|DMAU	LOC5563894|XP_021696516.1|AAEG
OG0004941	LOC117139961|XP_033158546.1|DMAU	LOC5576608|XP_021696518.1|AAEG
OG0004942	LOC117139510|XP_033157757.1|DMAU	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG
OG0004943	LOC117139454|XP_033157654.1|DMAU	LOC5564098|XP_001648424.1|AAEG
OG0004944	LOC117139710|XP_033158118.1|DMAU	LOC5566278|XP_021696528.1|AAEG
OG0004945	LOC117137318|XP_033154593.1|DMAU	LOC5570089|XP_001653076.1|AAEG
OG0004946	LOC117139690|XP_033158084.1|DMAU	LOC5568099|XP_021696622.1|AAEG
OG0004947	LOC117142118|XP_033161904.1|DMAU	LOC23687936|XP_011493344.1|AAEG
OG0004948	LOC117140755|XP_033159728.1|DMAU	LOC5568105|XP_021702168.1|AAEG
OG0004949	LOC117140461|XP_033159295.1|DMAU	LOC5568106|XP_021696641.1|AAEG
OG0004950	LOC117141652|XP_033161117.1|DMAU	LOC5568107|XP_021696646.1|AAEG
OG0004951	LOC117142370|XP_033162191.1|DMAU	LOC5568110|XP_021696649.1|AAEG
OG0004952	LOC117140010|XP_033158615.1|DMAU	LOC5568111|XP_001652050.1|AAEG
OG0004953	LOC117140520|XP_033159389.1|DMAU	LOC5568113|XP_001652052.1|AAEG
OG0004954	LOC117140983|XP_033160123.1|DMAU	LOC5568119|XP_001652058.1|AAEG
OG0004955	LOC117141318|XP_033160603.1|DMAU	LOC5574279|XP_001661327.1|AAEG
OG0004956	LOC117135563|XP_033151761.1|DMAU	LOC5574290|XP_021696709.1|AAEG
OG0004957	LOC117141142|XP_033160365.1|DMAU	LOC5566334|XP_021696744.1|AAEG
OG0004958	LOC117139992|XP_033158593.1|DMAU	LOC5566350|XP_021702394.1|AAEG
OG0004959	LOC117139264|XP_033157375.1|DMAU	LOC5566351|XP_001650745.2|AAEG
OG0004960	LOC117139262|XP_033157371.1|DMAU	LOC5566352|XP_021696768.1|AAEG
OG0004961	LOC117137752|XP_033155253.1|DMAU	LOC5578958|XP_001664137.1|AAEG
OG0004962	LOC117139582|XP_033157884.1|DMAU	LOC110675613|XP_021696773.1|AAEG
OG0004963	LOC117139033|XP_033157025.1|DMAU	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG
OG0004964	LOC117139642|XP_033157993.1|DMAU	LOC5566214|XP_021696852.1|AAEG
OG0004965	LOC117141675|XP_033161162.1|DMAU	LOC5565657|XP_001650015.1|AAEG
OG0004966	LOC117141674|XP_033161159.1|DMAU	LOC5565667|XP_021696881.1|AAEG
OG0004967	LOC117136173|XP_033152806.1|DMAU	LOC5565658|XP_001650006.1|AAEG
OG0004968	LOC117140814|XP_033159809.1|DMAU	LOC5573786|XP_021696913.1|AAEG
OG0004969	LOC117138183|XP_033155973.1|DMAU	LOC5573764|XP_001654793.1|AAEG
OG0004970	LOC117140285|XP_033159007.1|DMAU	LOC110675656|XP_021696914.1|AAEG
OG0004971	LOC117139517|XP_033157766.1|DMAU	LOC5573765|XP_021696915.1|AAEG
OG0004972	LOC117141081|XP_033160270.1|DMAU	LOC110675657|XP_021696922.1|AAEG
OG0004973	LOC117141634|XP_033161078.1|DMAU	LOC5573778|XP_001654799.1|AAEG
OG0004974	LOC117140157|XP_033158820.1|DMAU	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG
OG0004975	LOC117139502|XP_033157724.1|DMAU	LOC5565225|XP_001649547.1|AAEG
OG0004976	LOC117139405|XP_033157564.1|DMAU	LOC5565227|XP_021696981.1|AAEG
OG0004977	LOC117136041|XP_033152569.1|DMAU	LOC5574032|XP_001661121.1|AAEG
OG0004978	LOC117135409|XP_033151445.1|DMAU	LOC5574826|XP_021697011.1|AAEG
OG0004979	LOC117141173|XP_033160400.1|DMAU	LOC5579980|XP_001658607.2|AAEG
OG0004980	LOC117141863|XP_033161436.1|DMAU	LOC5568319|XP_021697069.1|AAEG
OG0004981	LOC117139557|XP_033157843.1|DMAU	LOC5568313|XP_001652190.1|AAEG
OG0004982	LOC117139554|XP_033157838.1|DMAU	LOC5568312|XP_001652189.1|AAEG
OG0004983	LOC117140378|XP_033159133.1|DMAU	LOC5568306|XP_001652183.1|AAEG
OG0004984	LOC117141145|XP_033160369.1|DMAU	LOC5568305|XP_021697087.1|AAEG
OG0004985	LOC117139268|XP_033157380.1|DMAU	LOC5568289|XP_001652165.1|AAEG
OG0004986	LOC117140293|XP_033159021.1|DMAU	LOC5576962|XP_001663057.1|AAEG
OG0004987	LOC117139093|XP_033157105.1|DMAU	LOC5565246|XP_021697111.1|AAEG
OG0004988	LOC117139269|XP_033157383.1|DMAU	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG
OG0004989	LOC117140472|XP_033159312.1|DMAU	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG
OG0004990	LOC117137295|XP_033154558.1|DMAU	LOC110675733|XP_021697146.1|AAEG
OG0004991	LOC117137223|XP_033154467.1|DMAU	LOC5572690|XP_001660510.1|AAEG
OG0004992	LOC117137226|XP_033154474.1|DMAU	LOC5572691|XP_001660509.1|AAEG
OG0004993	LOC117141568|XP_033160970.1|DMAU	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG
OG0004994	LOC117141353|XP_033160649.1|DMAU	LOC5571602|XP_001653714.2|AAEG
OG0004995	LOC117138974|XP_033156922.1|DMAU	LOC5571599|XP_021697309.1|AAEG
OG0004996	LOC117139850|XP_033158388.1|DMAU	LOC110675809|XP_021697326.1|AAEG
OG0004997	LOC117138594|XP_033156666.1|DMAU	LOC5566658|XP_021697337.1|AAEG
OG0004998	LOC117138448|XP_033156453.1|DMAU	LOC5570732|XP_021697365.1|AAEG
OG0004999	LOC117139952|XP_033158531.1|DMAU	LOC5570738|XP_001659327.1|AAEG
OG0005000	LOC117137755|XP_033155260.1|DMAU	LOC5564517|XP_001648857.2|AAEG
OG0005001	LOC117140589|XP_033159486.1|DMAU	LOC5570740|XP_021695187.1|AAEG
OG0005002	LOC117145863|XP_033167574.1|DMAU	LOC5578811|XP_001657178.1|AAEG
OG0005003	LOC117139089|XP_033157099.1|DMAU	LOC5571387|XP_021697409.1|AAEG
OG0005004	LOC117140889|XP_033159932.1|DMAU	LOC5571388|XP_001653637.1|AAEG
OG0005005	LOC117140147|XP_033158806.1|DMAU	LOC5576086|XP_021697447.1|AAEG
OG0005006	LOC117140189|XP_033158856.1|DMAU	LOC5567090|XP_021697448.1|AAEG
OG0005007	LOC117141562|XP_033160960.1|DMAU	LOC5567089|XP_021697452.1|AAEG
OG0005008	LOC117141206|XP_033160450.1|DMAU	LOC5567088|XP_021697462.1|AAEG
OG0005009	LOC117139756|XP_033158213.1|DMAU	LOC5576079|XP_001662410.1|AAEG
OG0005010	LOC117139122|XP_033157160.1|DMAU	LOC5576084|XP_001662406.2|AAEG
OG0005011	LOC117136235|XP_033152909.1|DMAU	LOC5574423|XP_021697465.1|AAEG
OG0005012	LOC117141053|XP_033160230.1|DMAU	LOC5575240|XP_021697536.1|AAEG
OG0005013	LOC117146013|XP_033167828.1|DMAU	LOC5569427|XP_021697567.1|AAEG
OG0005014	LOC117141875|XP_033161452.1|DMAU	LOC110675265|XP_021695436.1|AAEG
OG0005015	LOC117139531|XP_033157792.1|DMAU	LOC5574064|XP_021697593.1|AAEG
OG0005016	LOC117140529|XP_033159404.1|DMAU	LOC5567751|XP_021697603.1|AAEG
OG0005017	LOC117141224|XP_033160474.1|DMAU	LOC5572753|XP_001660573.2|AAEG
OG0005018	LOC117139258|XP_033157366.1|DMAU	LOC5572751|XP_021697622.1|AAEG
OG0005019	LOC117139337|XP_033157475.1|DMAU	LOC5572750|XP_001660577.1|AAEG
OG0005020	LOC117136866|XP_033153857.1|DMAU	LOC5572764|XP_001660585.2|AAEG
OG0005021	LOC117137275|XP_033154539.1|DMAU	LOC5571961|XP_021697657.1|AAEG
OG0005022	LOC117142114|XP_033161901.1|DMAU	LOC5571962|XP_001660065.2|AAEG
OG0005023	LOC117137138|XP_033154329.1|DMAU	LOC5571963|XP_021697663.1|AAEG
OG0005024	LOC117139346|XP_033157487.1|DMAU	LOC5576174|XP_001662520.2|AAEG
OG0005025	LOC117139561|XP_033157848.1|DMAU	LOC5571701|XP_001659843.2|AAEG
OG0005026	LOC117140649|XP_033159579.1|DMAU	LOC5571697|XP_021697701.1|AAEG
OG0005027	LOC117140542|XP_033159422.1|DMAU	LOC110675125|XP_021695198.1|AAEG
OG0005028	LOC117145470|XP_033167035.1|DMAU	LOC5565749|XP_021697723.1|AAEG
OG0005029	LOC117139234|XP_033157331.1|DMAU	LOC5565562|XP_021697725.1|AAEG
OG0005030	LOC117141770|XP_033161292.1|DMAU	LOC5565537|XP_021697742.1|AAEG
OG0005031	LOC117139192|XP_033157252.1|DMAU	LOC110675957|XP_021697752.1|AAEG
OG0005032	LOC117140511|XP_033159377.1|DMAU	LOC5564450|XP_021697772.1|AAEG
OG0005033	LOC117139383|XP_033157531.1|DMAU	LOC5578584|XP_021697776.1|AAEG
OG0005034	LOC117140641|XP_033159572.1|DMAU	LOC5564462|XP_021697781.1|AAEG
OG0005035	LOC117140512|XP_033159378.1|DMAU	LOC5564457|XP_001648798.2|AAEG
OG0005036	LOC117139182|XP_033157242.1|DMAU	LOC5564447|XP_001648794.1|AAEG
OG0005037	LOC117139578|XP_033157877.1|DMAU	LOC5570338|XP_001653167.1|AAEG
OG0005038	LOC117140563|XP_033159451.1|DMAU	LOC5563743|XP_001648026.2|AAEG
OG0005039	LOC117142291|XP_033162072.1|DMAU	LOC5578033|XP_001663661.1|AAEG
OG0005040	LOC117141899|XP_033161492.1|DMAU	LOC5563747|XP_021697834.1|AAEG
OG0005041	LOC117139583|XP_033157885.1|DMAU	LOC5565967|XP_001650335.1|AAEG
OG0005042	LOC117141239|XP_033160493.1|DMAU	LOC5576552|XP_001656152.1|AAEG
OG0005043	LOC117136309|XP_033153047.1|DMAU	LOC5578594|XP_001657016.1|AAEG
OG0005044	LOC117136307|XP_033153045.1|DMAU	LOC5578596|XP_021697872.1|AAEG
OG0005045	LOC117137701|XP_033155161.1|DMAU	LOC5578833|XP_001657186.1|AAEG
OG0005046	LOC117136945|XP_033153984.1|DMAU	LOC5573518|XP_001660910.1|AAEG
OG0005047	LOC117142108|XP_033161885.1|DMAU	LOC5574930|XP_001661733.1|AAEG
OG0005048	LOC117140822|XP_033159819.1|DMAU	LOC5574929|XP_021697880.1|AAEG
OG0005049	LOC117140510|XP_033159375.1|DMAU	LOC110675138|XP_021695211.1|AAEG
OG0005050	LOC117137224|XP_033154468.1|DMAU	LOC5575134|XP_021697902.1|AAEG
OG0005051	LOC117139970|XP_033158562.1|DMAU	LOC5575142|XP_001655519.1|AAEG
OG0005052	LOC117141561|XP_033160959.1|DMAU	LOC5575145|XP_001655522.2|AAEG
OG0005053	LOC117147944|XP_033171016.1|DMAU	LOC5577080|XP_001656318.2|AAEG
OG0005054	LOC117140105|XP_033158751.1|DMAU	LOC5564816|XP_021697931.1|AAEG
OG0005055	LOC117147573|XP_033170410.1|DMAU	LOC5571184|XP_001653501.2|AAEG
OG0005056	LOC117137258|XP_033154511.1|DMAU	LOC5573486|XP_021697946.1|AAEG
OG0005057	LOC117139596|XP_033157904.1|DMAU	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC117141656|XP_033161120.1|DMAU	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC117138053|XP_033155761.1|DMAU	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC117135558|XP_033151750.1|DMAU	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC117150859|XP_033173847.1|DMAU	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC117137661|XP_033155104.1|DMAU	LOC5568141|XP_001652085.2|AAEG
