Orthogroup	DMAU.longest_only	CPIP.longest_only
OG0003092	LOC117144223|XP_033165173.1|DMAU	LOC120427947|XP_039448829.1|CPIP
OG0003093	LOC117138443|XP_033156448.1|DMAU	LOC120418255|XP_039436504.1|CPIP, LOC120422713|XP_039442171.1|CPIP
OG0003094	LOC117147377|XP_033170137.1|DMAU	LOC120422745|XP_039442222.1|CPIP, LOC120418262|XP_039436513.1|CPIP
OG0003095	LOC117147749|XP_033170647.1|DMAU	LOC120424114|XP_039444088.1|CPIP
OG0003100	LOC117146560|XP_033168749.1|DMAU	LOC120419413|XP_039438025.1|CPIP
OG0003101	LOC117144960|XP_033166307.1|DMAU	LOC120429724|XP_039450704.1|CPIP, LOC120423171|XP_039442787.1|CPIP
OG0003102	LOC117142796|XP_033162890.1|DMAU	LOC120423163|XP_039442778.1|CPIP, LOC120429727|XP_039450710.1|CPIP
OG0003103	LOC117142785|XP_033162868.1|DMAU	LOC120423159|XP_039442774.1|CPIP, LOC120429726|XP_039450706.1|CPIP
OG0003104	LOC117139558|XP_033157844.1|DMAU	LOC120419398|XP_039438008.1|CPIP
OG0003105	LOC117147512|XP_033170314.1|DMAU	LOC120419455|XP_039438070.1|CPIP
OG0003106	LOC117135449|XP_033151520.1|DMAU	LOC120419443|XP_039438059.1|CPIP
OG0003107	LOC117148529|XP_033171833.1|DMAU	LOC120431822|XP_039452876.1|CPIP
OG0003108	LOC117146926|XP_033169456.1|DMAU	LOC120421345|XP_039440458.1|CPIP
OG0003109	LOC117148342|XP_033171568.1|DMAU	LOC120421375|XP_039440502.1|CPIP
OG0003110	LOC117138426|XP_033156426.1|DMAU	LOC120423114|XP_039442726.1|CPIP, LOC120419558|XP_039438216.1|CPIP
OG0003111	LOC117146581|XP_033168782.1|DMAU	LOC120416667|XP_039434413.1|CPIP
OG0003112	LOC117145850|XP_033167558.1|DMAU	LOC120416638|XP_039434383.1|CPIP
OG0003114	LOC117136182|XP_033152817.1|DMAU	LOC120419931|XP_039438730.1|CPIP
OG0003115	LOC117136450|XP_033153259.1|DMAU	LOC120419951|XP_039438745.1|CPIP
OG0003116	LOC117136983|XP_033154050.1|DMAU	LOC120419928|XP_039438727.1|CPIP
OG0003117	LOC117141451|XP_033160795.1|DMAU	LOC120412521|XP_039428949.1|CPIP
OG0003118	LOC117142043|XP_033161805.1|DMAU	LOC120417971|XP_039436144.1|CPIP
OG0003119	LOC117142045|XP_033161807.1|DMAU	LOC120418007|XP_039436185.1|CPIP
OG0003120	LOC117137960|XP_033155617.1|DMAU	LOC120417548|XP_039435564.1|CPIP
OG0003121	LOC117148246|XP_033171440.1|DMAU	LOC120424716|XP_039444836.1|CPIP
OG0003122	LOC117135868|XP_033152293.1|DMAU	LOC120420836|XP_039439891.1|CPIP
OG0003123	LOC117140432|XP_033159240.1|DMAU	LOC120420843|XP_039439894.1|CPIP
OG0003124	LOC117135623|XP_033151876.1|DMAU	LOC120425268|XP_039445646.1|CPIP
OG0003125	LOC117141621|XP_033161033.1|DMAU	LOC120430004|XP_039451037.1|CPIP
OG0003126	LOC117135874|XP_033152303.1|DMAU	LOC120422180|XP_039441489.1|CPIP
OG0003127	LOC117135876|XP_033152311.1|DMAU	LOC120422170|XP_039441481.1|CPIP
OG0003128	LOC117139616|XP_033157961.1|DMAU	LOC120420417|XP_039439370.1|CPIP
OG0003129	LOC117138244|XP_033156085.1|DMAU	LOC120420423|XP_039439377.1|CPIP
OG0003130	LOC117136088|XP_033152653.1|DMAU	LOC120420436|XP_039439397.1|CPIP
OG0003131	LOC117136097|XP_033152669.1|DMAU	LOC120427544|XP_039448353.1|CPIP
OG0003132	LOC117145133|XP_033166544.1|DMAU	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP
OG0003133	LOC117137924|XP_033155565.1|DMAU	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP
OG0003134	LOC117135583|XP_033151802.1|DMAU	LOC120421687|XP_039440858.1|CPIP
OG0003135	LOC117140103|XP_033158748.1|DMAU	LOC120424413|XP_039444458.1|CPIP
OG0003139	LOC117139514|XP_033157762.1|DMAU	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP
OG0003140	LOC117136113|XP_033152701.1|DMAU	LOC120415224|XP_039432613.1|CPIP
OG0003141	LOC117138214|XP_033156044.1|DMAU	LOC120419609|XP_039438283.1|CPIP
OG0003142	LOC117138317|XP_033156225.1|DMAU	LOC120419588|XP_039438250.1|CPIP
OG0003143	LOC117139840|XP_033158378.1|DMAU	LOC120415310|XP_039432724.1|CPIP
OG0003144	LOC117136407|XP_033153195.1|DMAU	LOC120418433|XP_039436750.1|CPIP
OG0003145	LOC117136388|XP_033153171.1|DMAU	LOC120418454|XP_039436813.1|CPIP
OG0003146	LOC117135806|XP_033152196.1|DMAU	LOC120426475|XP_039447172.1|CPIP
OG0003147	LOC117140078|XP_033158721.1|DMAU	LOC120428762|XP_039449778.1|CPIP
OG0003148	LOC117140178|XP_033158844.1|DMAU	LOC120428599|XP_039449556.1|CPIP
OG0003149	LOC117146557|XP_033168746.1|DMAU	LOC120428595|XP_039449552.1|CPIP
OG0003150	LOC117135412|XP_033151456.1|DMAU	LOC120420377|XP_039439315.1|CPIP
OG0003151	LOC117136471|XP_033153298.1|DMAU	LOC120416201|XP_039433821.1|CPIP
OG0003152	LOC117138109|XP_033155862.1|DMAU	LOC120414890|XP_039432147.1|CPIP
OG0003153	LOC117137551|XP_033154940.1|DMAU	LOC120414918|XP_039432184.1|CPIP
OG0003154	LOC117142530|XP_033162467.1|DMAU	LOC120414861|XP_039432114.1|CPIP
OG0003155	LOC117138388|XP_033156351.1|DMAU	LOC120414903|XP_039432166.1|CPIP
OG0003156	LOC117135881|XP_033152315.1|DMAU	LOC120418435|XP_039436774.1|CPIP
OG0003157	LOC117139652|XP_033158007.1|DMAU	LOC120418450|XP_039436807.1|CPIP
OG0003158	LOC117136681|XP_033153582.1|DMAU	LOC120417246|XP_039435139.1|CPIP
OG0003159	LOC117136203|XP_033152842.1|DMAU	LOC120427766|XP_039448612.1|CPIP
OG0003160	LOC117138627|XP_033156729.1|DMAU	LOC120427762|XP_039448606.1|CPIP
OG0003161	LOC117137621|XP_033155043.1|DMAU	LOC120427043|XP_039447808.1|CPIP
OG0003162	LOC117136741|XP_033153664.1|DMAU	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	LOC117139663|XP_033158024.1|DMAU	LOC120425296|XP_039445698.1|CPIP
OG0003164	LOC117137496|XP_033154865.1|DMAU	LOC120424378|XP_039444414.1|CPIP
OG0003165	LOC117135702|XP_033152002.1|DMAU	LOC120417981|XP_039436155.1|CPIP
OG0003166	LOC117137048|XP_033154147.1|DMAU	LOC120417994|XP_039436172.1|CPIP
OG0003167	LOC117135713|XP_033152023.1|DMAU	LOC120428521|XP_039449478.1|CPIP
OG0003168	LOC117146015|XP_033167831.1|DMAU	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	LOC117143186|XP_033163613.1|DMAU	LOC120421474|XP_039440625.1|CPIP
OG0003170	LOC117138143|XP_033155910.1|DMAU	LOC120421455|XP_039440600.1|CPIP
OG0003171	LOC117138647|XP_033156757.1|DMAU	LOC120421460|XP_039440605.1|CPIP
OG0003172	LOC117142826|XP_033162940.1|DMAU	LOC120427531|XP_039448331.1|CPIP
OG0003173	LOC117145021|XP_033166406.1|DMAU	LOC120415152|XP_039432521.1|CPIP
OG0003174	LOC117144439|XP_033165479.1|DMAU	LOC120426100|XP_039446737.1|CPIP
OG0003175	LOC117138251|XP_033156096.1|DMAU	LOC120425519|XP_039446002.1|CPIP
OG0003176	LOC117150341|XP_033173083.1|DMAU	LOC120429990|XP_039451017.1|CPIP
OG0003177	LOC117136221|XP_033152887.1|DMAU	LOC120425538|XP_039446033.1|CPIP
OG0003178	LOC117135613|XP_033151866.1|DMAU	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	LOC117136217|XP_033152881.1|DMAU	LOC120419164|XP_039437748.1|CPIP
OG0003180	LOC117137042|XP_033154142.1|DMAU	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	LOC117136374|XP_033153155.1|DMAU	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	LOC117135671|XP_033151956.1|DMAU	LOC120430841|XP_039451902.1|CPIP
OG0003184	LOC117141251|XP_033160509.1|DMAU	LOC120415861|XP_039433432.1|CPIP
OG0003185	LOC117138136|XP_033155900.1|DMAU	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	LOC117136522|XP_033153358.1|DMAU	LOC120425514|XP_039445996.1|CPIP
OG0003187	LOC117142397|XP_033162238.1|DMAU	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	LOC117146068|XP_033167900.1|DMAU	LOC120428789|XP_039449823.1|CPIP
OG0003189	LOC117141104|XP_033160317.1|DMAU	LOC120415869|XP_039433439.1|CPIP
OG0003190	LOC117137181|XP_033154394.1|DMAU	LOC120428798|XP_039449831.1|CPIP
OG0003191	LOC117142109|XP_033161886.1|DMAU	LOC120412332|XP_039428666.1|CPIP
OG0003192	LOC117141884|XP_033161466.1|DMAU	LOC120425958|XP_039446537.1|CPIP
OG0003193	LOC117143164|XP_033163612.1|DMAU	LOC120416817|XP_039434631.1|CPIP
OG0003194	LOC117139727|XP_033158154.1|DMAU	LOC120428645|XP_039449621.1|CPIP
OG0003195	LOC117143398|XP_033163978.1|DMAU	LOC120430999|XP_039452093.1|CPIP
OG0003196	LOC117140677|XP_033159622.1|DMAU	LOC120430998|XP_039452092.1|CPIP
OG0003197	LOC117141805|XP_033161342.1|DMAU	LOC120418193|XP_039436429.1|CPIP
OG0003198	LOC117146416|XP_033168510.1|DMAU	LOC120418205|XP_039436446.1|CPIP
OG0003199	LOC117141635|XP_033161079.1|DMAU	LOC120416999|XP_039434875.1|CPIP
OG0003200	LOC117135895|XP_033152333.1|DMAU	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	LOC117138043|XP_033155747.1|DMAU	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	LOC117140587|XP_033159485.1|DMAU	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	LOC117138287|XP_033156152.1|DMAU	LOC120424708|XP_039444821.1|CPIP
OG0003204	LOC117145898|XP_033167640.1|DMAU	LOC120422667|XP_039442106.1|CPIP
OG0003205	LOC117136382|XP_033153165.1|DMAU	LOC120422673|XP_039442115.1|CPIP
OG0003206	LOC117137816|XP_033155385.1|DMAU	LOC120418595|XP_039436975.1|CPIP
OG0003207	LOC117145729|XP_033167378.1|DMAU	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	LOC117141534|XP_033160915.1|DMAU	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LOC117137157|XP_033154358.1|DMAU	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	LOC117144252|XP_033165221.1|DMAU	LOC120420337|XP_039439266.1|CPIP
OG0003211	LOC117138220|XP_033156055.1|DMAU	LOC120420336|XP_039439265.1|CPIP
OG0003212	LOC117143460|XP_033164063.1|DMAU	LOC120420082|XP_039438945.1|CPIP
OG0003213	LOC117138293|XP_033156163.1|DMAU	LOC120414940|XP_039432204.1|CPIP
OG0003214	LOC117135719|XP_033152043.1|DMAU	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	LOC117135855|XP_033152265.1|DMAU	LOC120427511|XP_039448307.1|CPIP
OG0003216	LOC117135922|XP_033152381.1|DMAU	LOC120427502|XP_039448290.1|CPIP
OG0003217	LOC117137059|XP_033154164.1|DMAU	LOC120422236|XP_039441557.1|CPIP
OG0003218	LOC117141122|XP_033160336.1|DMAU	LOC120416337|XP_039433998.1|CPIP
OG0003219	LOC117141883|XP_033161465.1|DMAU	LOC120416341|XP_039434002.1|CPIP
OG0003220	LOC117140361|XP_033159112.1|DMAU	LOC120428929|XP_039450005.1|CPIP
OG0003221	LOC117147186|XP_033169878.1|DMAU, LOC117146448|XP_033168566.1|DMAU	LOC120423798|XP_039443651.1|CPIP
OG0003222	LOC117138228|XP_033156065.1|DMAU	LOC120423810|XP_039443664.1|CPIP
OG0003223	LOC117137557|XP_033154950.1|DMAU	LOC120423905|XP_039443819.1|CPIP
OG0003224	LOC117136365|XP_033153131.1|DMAU	LOC120428247|XP_039449163.1|CPIP
OG0003225	LOC117144961|XP_033166315.1|DMAU	LOC120426352|XP_039447047.1|CPIP
OG0003226	LOC117137748|XP_033155223.1|DMAU	LOC120429225|XP_039450373.1|CPIP
OG0003229	LOC117138993|XP_033156954.1|DMAU	LOC120415109|XP_039432462.1|CPIP
OG0003233	LOC117135705|XP_033152015.1|DMAU	LOC120416441|XP_039434128.1|CPIP
OG0003237	LOC117139221|XP_033157311.1|DMAU	LOC120413246|XP_039429909.1|CPIP
OG0003250	LOC117143838|XP_033164580.1|DMAU	LOC120432230|XP_039453341.1|CPIP
OG0003251	LOC117143778|XP_033164498.1|DMAU	LOC120432228|XP_039453338.1|CPIP
OG0003252	LOC117143146|XP_033163534.1|DMAU	LOC120432315|XP_039453433.1|CPIP
OG0003253	LOC117144028|XP_033164879.1|DMAU	LOC120415061|XP_039432382.1|CPIP
OG0003254	LOC117146095|XP_033167958.1|DMAU	LOC120422088|XP_039441370.1|CPIP
OG0003255	LOC117142926|XP_033163115.1|DMAU	LOC120422081|XP_039441361.1|CPIP
OG0003256	LOC117144906|XP_033166231.1|DMAU	LOC120421080|XP_039440161.1|CPIP
OG0003257	LOC117148162|XP_033171288.1|DMAU	LOC120415082|XP_039432418.1|CPIP
OG0003258	LOC117146599|XP_033168814.1|DMAU	LOC120432232|XP_039453342.1|CPIP
OG0003259	LOC117147781|XP_033170709.1|DMAU	LOC120432223|XP_039453332.1|CPIP
OG0003260	LOC117147603|XP_033170444.1|DMAU	LOC120415048|XP_039432356.1|CPIP
OG0003261	LOC117143843|XP_033164588.1|DMAU	LOC120431253|XP_039452325.1|CPIP
OG0003262	LOC117145557|XP_033167150.1|DMAU	LOC120424013|XP_039443961.1|CPIP
OG0003263	LOC117147634|XP_033170493.1|DMAU	LOC120432245|XP_039453353.1|CPIP
OG0003264	LOC117147542|XP_033170368.1|DMAU	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	LOC117139764|XP_033158245.1|DMAU	LOC120418100|XP_039436305.1|CPIP
OG0003266	LOC117137400|XP_033154716.1|DMAU	LOC120412639|XP_039429132.1|CPIP
OG0003267	LOC117148611|XP_033171984.1|DMAU, LOC117148612|XP_033171985.1|DMAU	LOC120424303|XP_039444321.1|CPIP
OG0003268	LOC117144537|XP_033165659.1|DMAU	LOC120415881|XP_039433491.1|CPIP
OG0003269	LOC117145622|XP_033167232.1|DMAU	LOC120420955|XP_039440046.1|CPIP
OG0003270	LOC117140897|XP_033159944.1|DMAU	LOC120421546|XP_039440743.1|CPIP
OG0003271	LOC117146240|XP_033168044.1|DMAU	LOC120422529|XP_039442285.1|CPIP
OG0003272	LOC117146881|XP_033169365.1|DMAU	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	LOC117138310|XP_033156209.1|DMAU	LOC120415792|XP_039433384.1|CPIP
OG0003274	LOC117147649|XP_033170512.1|DMAU	LOC120414169|XP_039431159.1|CPIP
OG0003275	LOC117148180|XP_033171340.1|DMAU	LOC120424026|XP_039443980.1|CPIP
OG0003276	LOC117145002|XP_033166381.1|DMAU	LOC120429211|XP_039450365.1|CPIP
OG0003277	LOC117136717|XP_033153631.1|DMAU	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC117145848|XP_033167555.1|DMAU	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC117147147|XP_033169818.1|DMAU	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC117144507|XP_033165588.1|DMAU	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC117149458|XP_033172668.1|DMAU, LOC117145286|XP_033166767.1|DMAU	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC117147926|XP_033170949.1|DMAU	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC117150381|XP_033173135.1|DMAU	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC117148904|XP_033172502.1|DMAU	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC117144047|XP_033164907.1|DMAU	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC117145593|XP_033167191.1|DMAU	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC117139114|XP_033157145.1|DMAU	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC117143883|XP_033164661.1|DMAU	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC117135433|XP_033151486.1|DMAU	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC117143404|XP_033163988.1|DMAU	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC117139530|XP_033157789.1|DMAU	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC117147398|XP_033170158.1|DMAU	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC117147323|XP_033170065.1|DMAU	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC117135647|XP_033151922.1|DMAU	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC117147914|XP_033170919.1|DMAU	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC117143337|XP_033163889.1|DMAU	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC117143099|XP_033163469.1|DMAU	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC117147860|XP_033170828.1|DMAU	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC117142719|XP_033162772.1|DMAU	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC117142919|XP_033163108.1|DMAU	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC117138352|XP_033156288.1|DMAU	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC117148580|XP_033171938.1|DMAU	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC117137273|XP_033154531.1|DMAU	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC117145074|XP_033166482.1|DMAU	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC117148491|XP_033171761.1|DMAU	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC117136138|XP_033152735.1|DMAU	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC117147491|XP_033170279.1|DMAU	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC117136413|XP_033153216.1|DMAU	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC117148311|XP_033171526.1|DMAU	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC117148379|XP_033171627.1|DMAU	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC117144767|XP_033166021.1|DMAU	LOC120432550|XP_039453715.1|CPIP
OG0003312	LOC117143308|XP_033163809.1|DMAU	LOC120427671|XP_039448485.1|CPIP
OG0003313	LOC117148109|XP_033171218.1|DMAU	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC117135574|XP_033151790.1|DMAU	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC117146944|XP_033169485.1|DMAU	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC117145635|XP_033167245.1|DMAU	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC117142525|XP_033162461.1|DMAU	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC117143226|XP_033163666.1|DMAU	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC117145959|XP_033167741.1|DMAU	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC117144427|XP_033165460.1|DMAU	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC117145804|XP_033167494.1|DMAU	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC117145805|XP_033167497.1|DMAU	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC117148380|XP_033171628.1|DMAU	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC117148780|XP_033172273.1|DMAU	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC117143852|XP_033164601.1|DMAU	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC117146531|XP_033168691.1|DMAU	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC117146329|XP_033168309.1|DMAU	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC117147619|XP_033170468.1|DMAU	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC117142462|XP_033162344.1|DMAU	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC117141573|XP_033160977.1|DMAU	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC117147612|XP_033170461.1|DMAU	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC117147362|XP_033170117.1|DMAU	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC117142960|XP_033163178.1|DMAU	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC117145255|XP_033166729.1|DMAU	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC117144082|XP_033164988.1|DMAU	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC117145725|XP_033167365.1|DMAU	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC117143720|XP_033164410.1|DMAU	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC117142486|XP_033162401.1|DMAU	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC117142488|XP_033162404.1|DMAU	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC117148232|XP_033171416.1|DMAU	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC117147053|XP_033169694.1|DMAU	LOC120417757|XP_039435850.1|CPIP
OG0003343	LOC117146539|XP_033168704.1|DMAU	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC117151084|XP_033174221.1|DMAU	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC117148853|XP_033172402.1|DMAU	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC117143094|XP_033163462.1|DMAU	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC117143177|XP_033163582.1|DMAU	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC117142612|XP_033162586.1|DMAU	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC117139497|XP_033157716.1|DMAU	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC117142881|XP_033163044.1|DMAU	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC117147140|XP_033169810.1|DMAU	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC117143640|XP_033164310.1|DMAU	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC117142267|XP_033162024.1|DMAU	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC117142920|XP_033163109.1|DMAU	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC117148609|XP_033171982.1|DMAU	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC117147161|XP_033169835.1|DMAU	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC117147810|XP_033170753.1|DMAU	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC117150962|XP_033174033.1|DMAU	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC117146750|XP_033169119.1|DMAU	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC117148275|XP_033171479.1|DMAU	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC117136409|XP_033153207.1|DMAU	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC117145779|XP_033167449.1|DMAU	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC117143423|XP_033164017.1|DMAU	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC117142228|XP_033161970.1|DMAU	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC117143944|XP_033164769.1|DMAU	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC117139735|XP_033158165.1|DMAU	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC117139784|XP_033158289.1|DMAU	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC117139782|XP_033158286.1|DMAU	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC117146092|XP_033167953.1|DMAU	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC117142479|XP_033162387.1|DMAU	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC117147920|XP_033170930.1|DMAU	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC117135824|XP_033152223.1|DMAU	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC117145940|XP_033167708.1|DMAU	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC117148533|XP_033171839.1|DMAU	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC117143082|XP_033163444.1|DMAU	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC117144787|XP_033166046.1|DMAU	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC117142224|XP_033161957.1|DMAU	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC117145048|XP_033166446.1|DMAU	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC117142809|XP_033162910.1|DMAU	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC117145010|XP_033166394.1|DMAU	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC117148638|XP_033172066.1|DMAU	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC117142688|XP_033162722.1|DMAU	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC117144315|XP_033165317.1|DMAU	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC117137998|XP_033155679.1|DMAU	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC117142897|XP_033163070.1|DMAU	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC117145945|XP_033167716.1|DMAU	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC117147263|XP_033169977.1|DMAU	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC117136314|XP_033153053.1|DMAU	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC117143108|XP_033163481.1|DMAU	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC117144183|XP_033165120.1|DMAU	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC117142497|XP_033162422.1|DMAU	LOC120416578|XP_039434250.1|CPIP
