Orthogroup	DMAU.longest_only	DVIR.longest_only
OG0005719	LOC117144254|XP_033165225.1|DMAU	LOC6630998|XP_002053500.1|DVIR
OG0005720	LOC117142237|XP_033161981.1|DMAU	LOC6629613|XP_002053586.1|DVIR
OG0005721	LOC117144602|XP_033165783.1|DMAU	LOC6630993|XP_002053495.2|DVIR
OG0005722	LOC117143377|XP_033163944.1|DMAU	LOC6632342|XP_002056410.3|DVIR
OG0005723	LOC117145108|XP_033166519.1|DMAU	LOC6632905|XP_002056755.2|DVIR
OG0005724	LOC117138394|XP_033156358.1|DMAU	LOC6625071|XP_032293346.1|DVIR
OG0005725	LOC117144773|XP_033166029.1|DMAU	LOC6629458|XP_002054705.1|DVIR
OG0005726	LOC117148172|XP_033171331.1|DMAU	LOC6631393|XP_002055530.1|DVIR
OG0005727	LOC117142790|XP_033162878.1|DMAU	LOC6631230|XP_032294805.1|DVIR
OG0005728	LOC117143587|XP_033164225.1|DMAU	LOC6632766|XP_002056371.1|DVIR
OG0005729	LOC117143127|XP_033163507.1|DMAU	LOC26530586|XP_032294827.1|DVIR
OG0005730	LOC117144373|XP_033165392.1|DMAU	LOC6631233|XP_002054662.1|DVIR
OG0005731	LOC117144372|XP_033165391.1|DMAU	LOC6631234|XP_002054663.1|DVIR
OG0005732	LOC117143325|XP_033163873.1|DMAU	LOC6630902|XP_002053131.2|DVIR
OG0005733	LOC117143324|XP_033163870.1|DMAU	LOC6630901|XP_002053130.1|DVIR
OG0005734	LOC117142984|XP_033163227.1|DMAU	LOC6633053|XP_002056761.1|DVIR
OG0005735	LOC117145506|XP_033167084.1|DMAU	LOC6629595|XP_032290950.1|DVIR
OG0005736	LOC117145434|XP_033166973.1|DMAU	LOC6629596|XP_032293234.1|DVIR
OG0005737	LOC117143054|XP_033163394.1|DMAU	LOC6632836|XP_002056344.1|DVIR
OG0005738	LOC117145941|XP_033167710.1|DMAU	LOC6630117|XP_032293522.1|DVIR
OG0005739	LOC117142851|XP_033162982.1|DMAU	LOC6632292|XP_015026212.1|DVIR
OG0005740	LOC117142400|XP_033162237.1|DMAU	LOC6632949|XP_002055858.1|DVIR
OG0005741	LOC117142737|XP_033162799.1|DMAU	LOC6630504|XP_032290439.1|DVIR
OG0005742	LOC117144710|XP_033165941.1|DMAU	LOC6630369|XP_002054905.1|DVIR
OG0005743	LOC117142841|XP_033162965.1|DMAU	LOC6629554|XP_002053648.1|DVIR
OG0005744	LOC117143393|XP_033163971.1|DMAU	LOC6632610|XP_002056310.2|DVIR
OG0005745	LOC117143938|XP_033164761.1|DMAU	LOC6632951|XP_032289394.1|DVIR
OG0005746	LOC117145187|XP_033166635.1|DMAU	LOC6632931|XP_002056566.1|DVIR
OG0005747	LOC117144333|XP_033165336.1|DMAU	LOC6632903|XP_002056753.1|DVIR
OG0005748	LOC117144002|XP_033164847.1|DMAU	LOC26531308|XP_015027885.1|DVIR
OG0005749	LOC117147470|XP_033170250.1|DMAU	LOC6633336|XP_032296602.1|DVIR
OG0005750	LOC117145714|XP_033167351.1|DMAU	LOC6630461|XP_002053458.1|DVIR
OG0005751	LOC117139792|XP_033158297.1|DMAU	LOC6624024|XP_002046262.1|DVIR
OG0005752	LOC117138596|XP_033156669.1|DMAU	LOC6626718|XP_002050668.2|DVIR
OG0005753	LOC117138307|XP_033156207.1|DMAU	LOC6627308|XP_002052138.1|DVIR
OG0005754	LOC117135810|XP_033152204.1|DMAU	LOC6625884|XP_002049334.1|DVIR
OG0005755	LOC117138119|XP_033155871.1|DMAU	LOC6635401|XP_002058844.1|DVIR
OG0005756	LOC117144442|XP_033165486.1|DMAU	LOC6633006|XP_002056364.2|DVIR
OG0005757	LOC117142842|XP_033162966.1|DMAU	LOC6629555|XP_002053649.2|DVIR
OG0005758	LOC117143284|XP_033163754.1|DMAU	LOC6633099|XP_002056579.1|DVIR
OG0005759	LOC117143642|XP_033164311.1|DMAU	LOC6635227|XP_002058750.1|DVIR
OG0005760	LOC117142403|XP_033162241.1|DMAU	LOC6632872|XP_002056558.3|DVIR
OG0005761	LOC117142460|XP_033162333.1|DMAU	LOC6632498|XP_002056516.2|DVIR
OG0005762	LOC117146113|XP_033167990.1|DMAU	LOC6632871|XP_002056557.1|DVIR
OG0005763	LOC117138164|XP_033155936.1|DMAU	LOC6626475|XP_002050460.1|DVIR
OG0005764	LOC117143876|XP_033164652.1|DMAU	LOC6630509|XP_002053453.1|DVIR
OG0005765	LOC117143870|XP_033164631.1|DMAU	LOC6630511|XP_015027438.1|DVIR
OG0005766	LOC117142860|XP_033163000.1|DMAU	LOC6629654|XP_032290152.1|DVIR
OG0005767	LOC117142635|XP_033162630.1|DMAU	LOC6629892|XP_015027041.1|DVIR
OG0005768	LOC117146534|XP_033168696.1|DMAU	LOC6634593|XP_002058094.1|DVIR
OG0005769	LOC117144156|XP_033165080.1|DMAU	LOC6633165|XP_002056614.1|DVIR
OG0005770	LOC117145865|XP_033167576.1|DMAU	LOC6631013|XP_002054289.1|DVIR
OG0005771	LOC117145751|XP_033167406.1|DMAU	LOC6631272|XP_002053824.1|DVIR
OG0005772	LOC117143173|XP_033163578.1|DMAU	LOC6630522|XP_002054021.1|DVIR
OG0005773	LOC117144966|XP_033166317.1|DMAU	LOC6630817|XP_002053362.1|DVIR
OG0005774	LOC117145337|XP_033166839.1|DMAU	LOC6632286|XP_015026209.1|DVIR
OG0005775	LOC117140678|XP_033159623.1|DMAU	LOC6624496|XP_002048489.1|DVIR
OG0005776	LOC117141233|XP_033160485.1|DMAU	LOC6624168|XP_015031408.1|DVIR
OG0005777	LOC117150968|XP_033174039.1|DMAU	LOC6628148|XP_002052435.1|DVIR
OG0005779	LOC117142784|XP_033162866.1|DMAU	LOC6630289|XP_032294776.1|DVIR
OG0005780	LOC117139883|XP_033158442.1|DMAU	LOC6624490|XP_015031540.1|DVIR
OG0005781	LOC117140182|XP_033158849.1|DMAU	LOC6623133|XP_002048546.1|DVIR
OG0005782	LOC117141793|XP_033161324.1|DMAU	LOC6623132|XP_002048543.1|DVIR
OG0005783	LOC117137623|XP_033155045.1|DMAU	LOC6626409|XP_002050050.1|DVIR
OG0005784	LOC117143794|XP_033164527.1|DMAU	LOC6630233|XP_032294867.1|DVIR
OG0005785	LOC117143779|XP_033164499.1|DMAU	LOC6630231|XP_032294861.1|DVIR
OG0005786	LOC117142250|XP_033161994.1|DMAU	LOC6629972|XP_002053081.1|DVIR
OG0005787	LOC117142650|XP_033162647.1|DMAU	LOC6629376|XP_032293305.1|DVIR
OG0005788	LOC117135475|XP_033151581.1|DMAU	LOC6626365|XP_002050694.2|DVIR
OG0005789	LOC117139390|XP_033157546.1|DMAU	LOC6629307|XP_002052971.1|DVIR
OG0005790	LOC117145750|XP_033167405.1|DMAU	LOC6631270|XP_002053822.1|DVIR
OG0005791	LOC117146098|XP_033167967.1|DMAU	LOC6629795|XP_015027187.1|DVIR
OG0005792	LOC117146102|XP_033167974.1|DMAU	LOC6631298|XP_002053370.1|DVIR
OG0005793	LOC117142493|XP_033162411.1|DMAU	LOC6631294|XP_032291683.1|DVIR
OG0005794	LOC117135709|XP_033152018.1|DMAU	LOC6625475|XP_002050151.1|DVIR
OG0005795	LOC117145364|XP_033166879.1|DMAU	LOC6633141|XP_032289691.1|DVIR
OG0005796	LOC117140657|XP_033159589.1|DMAU	LOC6623014|XP_015030425.1|DVIR
OG0005797	LOC117138973|XP_033156921.1|DMAU	LOC6622918|XP_002047072.1|DVIR
OG0005798	LOC117142426|XP_033162278.1|DMAU	LOC6633092|XP_002056275.1|DVIR
OG0005799	LOC117143693|XP_033164376.1|DMAU	LOC6632857|XP_032289768.1|DVIR
OG0005800	LOC117145792|XP_033167468.1|DMAU	LOC6632694|XP_002056665.1|DVIR
OG0005801	LOC117145791|XP_033167467.1|DMAU	LOC6632855|XP_002056666.1|DVIR
OG0005802	LOC117145886|XP_033167611.1|DMAU	LOC6629855|XP_032292858.1|DVIR
OG0005803	LOC117145357|XP_033166867.1|DMAU	LOC6632999|XP_002056357.2|DVIR
OG0005804	LOC117142238|XP_033161982.1|DMAU	LOC6629612|XP_002053585.1|DVIR
OG0005805	LOC117136052|XP_033152587.1|DMAU	LOC6625239|XP_015029445.1|DVIR
OG0005806	LOC117144890|XP_033166202.1|DMAU	LOC6630649|XP_002053305.1|DVIR
OG0005807	LOC117145503|XP_033167074.1|DMAU	LOC6629339|XP_002053316.3|DVIR
OG0005808	LOC117146397|XP_033168471.1|DMAU	LOC6633754|XP_002056940.1|DVIR
OG0005809	LOC117139274|XP_033157389.1|DMAU	LOC6624358|XP_002046638.1|DVIR
OG0005810	LOC117143698|XP_033164385.1|DMAU	LOC6632859|XP_002056670.1|DVIR
OG0005811	LOC117143699|XP_033164386.1|DMAU	LOC6632860|XP_002056671.1|DVIR
OG0005812	LOC117143087|XP_033163454.1|DMAU	LOC6629803|XP_032291594.1|DVIR
OG0005813	LOC117145834|XP_033167525.1|DMAU	LOC6630512|XP_002054013.1|DVIR
OG0005814	LOC117145719|XP_033167355.1|DMAU	LOC6629646|XP_002053556.1|DVIR
OG0005815	LOC117138159|XP_033155927.1|DMAU	LOC6625406|XP_002049841.1|DVIR
OG0005816	LOC117143753|XP_033164457.1|DMAU	LOC6629746|XP_002053888.2|DVIR
OG0005817	LOC117143172|XP_033163577.1|DMAU	LOC6630519|XP_002054018.1|DVIR
OG0005818	LOC117145016|XP_033166402.1|DMAU	LOC6630867|XP_032291902.1|DVIR
OG0005819	LOC117142384|XP_033162217.1|DMAU	LOC6630792|XP_002054650.1|DVIR
OG0005820	LOC117142385|XP_033162218.1|DMAU	LOC6630793|XP_002054651.2|DVIR
OG0005821	LOC117144041|XP_033164901.1|DMAU	LOC6630702|XP_002054642.1|DVIR
OG0005822	LOC117150601|XP_033173450.1|DMAU	LOC6627296|XP_002052468.1|DVIR
OG0005823	LOC117146894|XP_033169390.1|DMAU	LOC6634644|XP_002058295.1|DVIR, LOC6634550|XP_032296374.1|DVIR
OG0005824	LOC117142528|XP_033162465.1|DMAU	LOC6633038|XP_002056261.1|DVIR
OG0005825	LOC117141330|XP_033160624.1|DMAU	LOC6624597|XP_015031551.1|DVIR
OG0005826	LOC117144810|XP_033166077.1|DMAU	LOC26531706|XP_015024809.1|DVIR
OG0005827	LOC117144389|XP_033165415.1|DMAU	LOC6632981|XP_002056484.1|DVIR
OG0005828	LOC117139878|XP_033158427.1|DMAU	LOC6623538|XP_002047306.1|DVIR
OG0005829	LOC117143519|XP_033164132.1|DMAU	LOC6629604|XP_002054669.1|DVIR
OG0005830	LOC117139031|XP_033157023.1|DMAU	LOC6624165|XP_002046308.1|DVIR
OG0005831	LOC117141250|XP_033160507.1|DMAU	LOC6622201|XP_032290177.1|DVIR
OG0005832	LOC117140449|XP_033159266.1|DMAU	LOC6624246|XP_002046313.3|DVIR
OG0005833	LOC117140611|XP_033159513.1|DMAU	LOC6623083|XP_015031084.1|DVIR
OG0005834	LOC117140616|XP_033159523.1|DMAU	LOC6624288|XP_002046326.2|DVIR
OG0005835	LOC117141134|XP_033160351.1|DMAU	LOC6624264|XP_002046331.1|DVIR
OG0005836	LOC117141289|XP_033160555.1|DMAU	LOC6622959|XP_032291381.1|DVIR
OG0005837	LOC117142712|XP_033162762.1|DMAU	LOC6630629|XP_002053303.1|DVIR
OG0005838	LOC117144212|XP_033165152.1|DMAU	LOC6628111|XP_002052016.1|DVIR
OG0005839	LOC117136001|XP_033152510.1|DMAU	LOC6628987|XP_002052118.1|DVIR
OG0005840	LOC117142878|XP_033163040.1|DMAU	LOC6631063|XP_002054907.1|DVIR
OG0005841	LOC117144281|XP_033165274.1|DMAU	LOC6632670|XP_002056439.2|DVIR
OG0005842	LOC117146629|XP_033168852.1|DMAU	LOC6631757|XP_002054954.1|DVIR
OG0005843	LOC117139849|XP_033158387.1|DMAU	LOC6624379|XP_002047886.1|DVIR
OG0005844	LOC117141936|XP_033161566.1|DMAU	LOC6622219|XP_002047594.1|DVIR
OG0005845	LOC117143777|XP_033164497.1|DMAU	LOC6633097|XP_002056577.1|DVIR
OG0005846	LOC117142933|XP_033163124.1|DMAU	LOC6629352|XP_032290963.1|DVIR
OG0005847	LOC117143390|XP_033163964.1|DMAU	LOC6632460|XP_032289653.1|DVIR
OG0005848	LOC117146573|XP_033168763.1|DMAU	LOC6634829|XP_002058010.1|DVIR
OG0005849	LOC117148147|XP_033171269.1|DMAU	LOC6633749|XP_032296508.1|DVIR
OG0005850	LOC117147983|XP_033171025.1|DMAU	LOC6636700|XP_032296122.1|DVIR
OG0005851	LOC117148762|XP_033172253.1|DMAU	LOC6627545|XP_002052492.1|DVIR
OG0005852	LOC117142786|XP_033162869.1|DMAU	LOC6632280|XP_002056418.1|DVIR
OG0005853	LOC117148426|XP_033171688.1|DMAU	LOC6634583|XP_002058084.1|DVIR
OG0005854	LOC117143697|XP_033164383.1|DMAU	LOC6632858|XP_032289776.1|DVIR
OG0005855	LOC117146500|XP_033168642.1|DMAU	LOC26530364|XP_032295613.1|DVIR
OG0005856	LOC117147758|XP_033170661.1|DMAU	LOC6634506|XP_032296360.1|DVIR
OG0005857	LOC117145516|XP_033167097.1|DMAU	LOC6632515|XP_002056525.2|DVIR
OG0005858	LOC117142249|XP_033161993.1|DMAU	LOC6629974|XP_002053083.1|DVIR
OG0005859	LOC117140016|XP_033158633.1|DMAU	LOC6627614|XP_002051981.1|DVIR
OG0005860	LOC117142651|XP_033162651.1|DMAU	LOC6632330|XP_015026127.1|DVIR
OG0005861	LOC117145778|XP_033167447.1|DMAU	LOC6631095|XP_032295412.1|DVIR
OG0005862	LOC117137093|XP_033154269.1|DMAU	LOC6625283|XP_032292727.1|DVIR
OG0005863	LOC117138634|XP_033156737.1|DMAU	LOC6626079|XP_002050795.1|DVIR
OG0005864	LOC117142935|XP_033163137.1|DMAU	LOC6629351|XP_032290998.1|DVIR
OG0005865	LOC117145680|XP_033167312.1|DMAU	LOC6629873|XP_002053382.1|DVIR
OG0005866	LOC117137286|XP_033154549.1|DMAU	LOC6625857|XP_032293035.1|DVIR
OG0005867	LOC117142440|XP_033162337.1|DMAU	LOC6627833|XP_032294464.1|DVIR
OG0005868	LOC117137219|XP_033154465.1|DMAU	LOC26531805|XP_015030371.1|DVIR
OG0005869	LOC117148852|XP_033172401.1|DMAU	LOC6634633|XP_002058032.1|DVIR
OG0005870	LOC117146559|XP_033168748.1|DMAU	LOC6634640|XP_002058039.1|DVIR
OG0005871	LOC117147874|XP_033170845.1|DMAU	LOC6634551|XP_002057968.1|DVIR
OG0005872	LOC117144085|XP_033164990.1|DMAU	LOC6630970|XP_002053804.1|DVIR
OG0005873	LOC117142351|XP_033162165.1|DMAU	LOC6629816|XP_032289757.1|DVIR
OG0005874	LOC117146428|XP_033168523.1|DMAU	LOC6631398|XP_015026714.1|DVIR
OG0005875	LOC117137983|XP_033155652.1|DMAU	LOC6627175|XP_002050393.3|DVIR
OG0005876	LOC117147456|XP_033170232.1|DMAU	LOC6633621|XP_032296525.1|DVIR
OG0005877	LOC117147349|XP_033170101.1|DMAU	LOC6634715|XP_002058272.1|DVIR
OG0005878	LOC117147899|XP_033170897.1|DMAU	LOC6633333|XP_032296719.1|DVIR
OG0005879	LOC117147002|XP_033169573.1|DMAU	LOC6633878|XP_002057389.1|DVIR
OG0005880	LOC117139705|XP_033158110.1|DMAU	LOC6622828|XP_032290204.1|DVIR
OG0005881	LOC117141877|XP_033161457.1|DMAU	LOC6622733|XP_002048003.1|DVIR
OG0005882	LOC117146641|XP_033168866.1|DMAU	LOC6631911|XP_002055592.1|DVIR
OG0005883	LOC117141633|XP_033161073.1|DMAU	LOC6636836|XP_015023674.1|DVIR
OG0005884	LOC117140610|XP_033159512.1|DMAU	LOC6623496|XP_002046151.1|DVIR
OG0005885	LOC117142014|XP_033161759.1|DMAU	LOC6623689|XP_002048633.1|DVIR
OG0005886	LOC117141780|XP_033161303.1|DMAU	LOC6622873|XP_002048480.1|DVIR
OG0005887	LOC117141876|XP_033161453.1|DMAU	LOC6624532|XP_002048002.1|DVIR
OG0005888	LOC117141700|XP_033161198.1|DMAU	LOC6622958|XP_032290261.1|DVIR
OG0005889	LOC117139418|XP_033157587.1|DMAU	LOC6622722|XP_002048458.2|DVIR
OG0005890	LOC117148748|XP_033172229.1|DMAU	LOC6632058|XP_002055111.2|DVIR
OG0005891	LOC117140311|XP_033159047.1|DMAU	LOC6623262|XP_015031554.1|DVIR
OG0005892	LOC117139684|XP_033158061.1|DMAU	LOC6623154|XP_002048613.2|DVIR
OG0005893	LOC117140203|XP_033158880.1|DMAU	LOC6622344|XP_002048221.1|DVIR
OG0005894	LOC117140204|XP_033158881.1|DMAU	LOC6624332|XP_002048222.1|DVIR
OG0005895	LOC117140205|XP_033158883.1|DMAU	LOC6622361|XP_002048223.1|DVIR
OG0005896	LOC117139041|XP_033157033.1|DMAU	LOC6624679|XP_002048102.1|DVIR
OG0005897	LOC117139665|XP_033158026.1|DMAU	LOC6622526|XP_032290692.1|DVIR
OG0005898	LOC117147221|XP_033169925.1|DMAU	LOC6633856|XP_002057379.3|DVIR
OG0005899	LOC117137132|XP_033154322.1|DMAU	LOC6626221|XP_002049797.1|DVIR
OG0005900	LOC117136423|XP_033153228.1|DMAU	LOC6628196|XP_002052855.1|DVIR
OG0005901	LOC117135612|XP_033151865.1|DMAU	LOC6635411|XP_002058866.1|DVIR
OG0005902	LOC117137299|XP_033154567.1|DMAU	LOC6626678|XP_002050873.1|DVIR
OG0005903	LOC117145813|XP_033167505.1|DMAU	LOC6630263|XP_002053422.2|DVIR
OG0005904	LOC117142590|XP_033162554.1|DMAU	LOC6630778|XP_002054812.2|DVIR
OG0005905	LOC117140687|XP_033159633.1|DMAU	LOC6622821|XP_015030430.1|DVIR
OG0005906	LOC117138946|XP_033156871.1|DMAU	LOC6623963|XP_032290874.1|DVIR
OG0005907	LOC117140702|XP_033159658.1|DMAU	LOC6622800|XP_002048015.1|DVIR
OG0005908	LOC117141042|XP_033160215.1|DMAU	LOC6622636|XP_002047696.1|DVIR
OG0005909	LOC117139295|XP_033157417.1|DMAU	LOC6623985|XP_032289956.1|DVIR
OG0005910	LOC117136118|XP_033152705.1|DMAU	LOC6626875|XP_002049151.1|DVIR
OG0005911	LOC117136119|XP_033152709.1|DMAU	LOC6626876|XP_002049152.1|DVIR
OG0005912	LOC117138253|XP_033156104.1|DMAU	LOC116649741|XP_015029698.1|DVIR
OG0005913	LOC117144865|XP_033166160.1|DMAU	LOC6632385|XP_002056008.1|DVIR
OG0005914	LOC117137730|XP_033155197.1|DMAU	LOC6626462|XP_002050702.1|DVIR
OG0005915	LOC117138365|XP_033156322.1|DMAU	LOC6626463|XP_002050703.1|DVIR
OG0005916	LOC117137236|XP_033154488.1|DMAU	LOC6626682|XP_002049819.1|DVIR
OG0005917	LOC117135530|XP_033151690.1|DMAU	LOC6635350|XP_002058896.1|DVIR
OG0005918	LOC117147057|XP_033169702.1|DMAU	LOC6633569|XP_002057374.1|DVIR
OG0005919	LOC117138463|XP_033156480.1|DMAU	LOC6625112|XP_032293011.1|DVIR
OG0005920	LOC117135584|XP_033151803.1|DMAU	LOC6625298|XP_015029491.1|DVIR
OG0005921	LOC117141834|XP_033161381.1|DMAU	LOC6636849|XP_002060279.1|DVIR
OG0005922	LOC117146620|XP_033168843.1|DMAU	LOC6633493|XP_002057352.1|DVIR
OG0005923	LOC117141183|XP_033160412.1|DMAU	LOC6624039|XP_002048322.1|DVIR
OG0005924	LOC117139761|XP_033158219.1|DMAU	LOC6633697|XP_002057292.1|DVIR, LOC6622616|XP_002047700.1|DVIR
OG0005925	LOC117141235|XP_033160488.1|DMAU	LOC6622709|XP_002048456.1|DVIR
OG0005926	LOC117148346|XP_033171573.1|DMAU	LOC6632040|XP_002055506.2|DVIR
OG0005927	LOC117145439|XP_033166986.1|DMAU	LOC6629599|XP_032292420.1|DVIR
OG0005928	LOC117147087|XP_033169743.1|DMAU	LOC26530859|XP_032295404.1|DVIR
OG0005929	LOC117140459|XP_033159290.1|DMAU	LOC6636858|XP_032291496.1|DVIR
OG0005930	LOC117136555|XP_033153399.1|DMAU	LOC6626102|XP_032292986.1|DVIR
OG0005931	LOC117136139|XP_033152736.1|DMAU	LOC6626314|XP_032292987.1|DVIR
OG0005932	LOC117135674|XP_033151961.1|DMAU	LOC26531624|XP_015030349.1|DVIR
OG0005933	LOC117137398|XP_033154710.1|DMAU	LOC6624987|XP_002048918.1|DVIR
OG0005934	LOC117137938|XP_033155588.1|DMAU	LOC6625005|XP_032292834.1|DVIR
OG0005935	LOC117139078|XP_033157080.1|DMAU	LOC6622127|XP_002047680.1|DVIR
OG0005936	LOC117150240|XP_033172925.1|DMAU	LOC6627463|XP_002052485.1|DVIR
OG0005937	LOC117139169|XP_033157219.1|DMAU	LOC6622832|XP_002047682.1|DVIR
OG0005938	LOC117136917|XP_033153941.1|DMAU	LOC6625038|XP_032293184.1|DVIR
OG0005939	LOC117148015|XP_033171068.1|DMAU	LOC6631489|XP_002054926.1|DVIR
OG0005940	LOC117138425|XP_033156421.1|DMAU	LOC6625628|XP_015029670.1|DVIR
OG0005941	LOC117137843|XP_033155435.1|DMAU	LOC6625175|XP_032293098.1|DVIR
OG0005942	LOC117136058|XP_033152596.1|DMAU	LOC6625246|XP_032293026.1|DVIR
OG0005943	LOC117138079|XP_033155794.1|DMAU	LOC6625248|XP_032293021.1|DVIR
OG0005944	LOC117137207|XP_033154452.1|DMAU	LOC6624855|XP_002049203.1|DVIR
OG0005945	LOC117137615|XP_033155031.1|DMAU	LOC6626411|XP_002050052.1|DVIR
OG0005946	LOC117137792|XP_033155341.1|DMAU	LOC6625551|XP_002049001.2|DVIR
OG0005947	LOC117136780|XP_033153721.1|DMAU	LOC6625724|XP_032293129.1|DVIR
OG0005948	LOC117141481|XP_033160850.1|DMAU	LOC116649725|XP_032290875.1|DVIR
OG0005949	LOC117139297|XP_033157420.1|DMAU	LOC6623994|XP_002048660.3|DVIR
OG0005950	LOC117141297|XP_033160570.1|DMAU	LOC6627912|XP_002051762.3|DVIR
OG0005951	LOC117141844|XP_033161402.1|DMAU	LOC6622346|XP_015031250.1|DVIR
OG0005952	LOC117141285|XP_033160548.1|DMAU	LOC6627913|XP_015027973.1|DVIR
OG0005953	LOC117136479|XP_033153310.1|DMAU	LOC6635635|XP_002059240.1|DVIR
OG0005954	LOC117150370|XP_033173123.1|DMAU	LOC6627467|XP_002052898.1|DVIR
OG0005955	LOC117144312|XP_033165315.1|DMAU	LOC6632764|XP_002056369.1|DVIR
OG0005956	LOC117138106|XP_033155859.1|DMAU	LOC6627226|XP_002049855.1|DVIR
OG0005957	LOC117144693|XP_033165907.1|DMAU	LOC6629876|XP_002053385.1|DVIR
OG0005958	LOC117144797|XP_033166064.1|DMAU	LOC6629570|XP_002054853.1|DVIR
OG0005959	LOC117150256|XP_033172951.1|DMAU	LOC6629092|XP_002052439.1|DVIR
OG0005960	LOC117148216|XP_033171396.1|DMAU	LOC6632071|XP_002054975.1|DVIR
OG0005961	LOC117138245|XP_033156087.1|DMAU	LOC6626690|XP_002049415.1|DVIR
OG0005962	LOC117137594|XP_033154996.1|DMAU	LOC6626770|XP_002049834.1|DVIR
OG0005963	LOC117150271|XP_033172967.1|DMAU	LOC6628941|XP_002051245.1|DVIR
OG0005964	LOC117135797|XP_033152182.1|DMAU	LOC6625899|XP_015029397.1|DVIR
OG0005965	LOC117138263|XP_033156118.1|DMAU	LOC6627188|XP_015029860.1|DVIR
OG0005966	LOC117136067|XP_033152607.1|DMAU	LOC6625982|XP_002050060.1|DVIR
OG0005967	LOC117135417|XP_033151460.1|DMAU	LOC6625068|XP_002049081.1|DVIR
OG0005968	LOC117138397|XP_033156364.1|DMAU	LOC6625072|XP_015029674.1|DVIR
OG0005969	LOC117137539|XP_033154927.1|DMAU	LOC6625438|XP_032292475.1|DVIR
OG0005970	LOC117140624|XP_033159534.1|DMAU	LOC6624158|XP_002046276.1|DVIR
OG0005971	LOC117136074|XP_033152618.1|DMAU	LOC6624788|XP_002049339.1|DVIR
OG0005972	LOC117140106|XP_033158756.1|DMAU	LOC6624484|XP_002047605.1|DVIR
OG0005973	LOC117140676|XP_033159621.1|DMAU	LOC6622169|XP_002048485.1|DVIR
OG0005974	LOC117139645|XP_033157995.1|DMAU	LOC6622466|XP_002048139.1|DVIR
OG0005975	LOC117140107|XP_033158760.1|DMAU	LOC6624710|XP_002047604.1|DVIR
OG0005976	LOC117145412|XP_033166945.1|DMAU	LOC6630283|XP_002054894.1|DVIR
OG0005977	LOC117137152|XP_033154353.1|DMAU	LOC6635843|XP_032292117.1|DVIR
OG0005978	LOC117138577|XP_033156641.1|DMAU	LOC6625116|XP_002049496.2|DVIR
OG0005979	LOC117136579|XP_033153441.1|DMAU	LOC6625411|XP_002049845.1|DVIR
OG0005980	LOC117136431|XP_033153236.1|DMAU	LOC6626205|XP_032292833.1|DVIR
OG0005981	LOC117148237|XP_033171427.1|DMAU	LOC6633443|XP_032288729.1|DVIR
OG0005982	LOC117137080|XP_033154200.1|DMAU	LOC6626222|XP_002049798.1|DVIR
OG0005983	LOC117147570|XP_033170406.1|DMAU	LOC6634561|XP_002057978.1|DVIR
OG0005984	LOC117146879|XP_033169362.1|DMAU	LOC6632068|XP_032295399.1|DVIR
OG0005985	LOC117148439|XP_033171703.1|DMAU	LOC6634548|XP_032296427.1|DVIR
OG0005986	LOC117148419|XP_033171678.1|DMAU	LOC6634586|XP_002058087.2|DVIR
OG0005987	LOC117146885|XP_033169372.1|DMAU	LOC6636144|XP_015024177.1|DVIR
OG0005988	LOC117137685|XP_033155145.1|DMAU	LOC6626284|XP_032293094.1|DVIR
OG0005989	LOC117135626|XP_033151885.1|DMAU	LOC6624834|XP_032292721.1|DVIR
OG0005990	LOC117138401|XP_033156370.1|DMAU	LOC6625788|XP_002049586.1|DVIR
OG0005991	LOC117137396|XP_033154708.1|DMAU	LOC6626516|XP_032293045.1|DVIR
OG0005992	LOC117141723|XP_033161231.1|DMAU	LOC6624107|XP_002047852.1|DVIR
OG0005993	LOC117141724|XP_033161233.1|DMAU	LOC6624012|XP_015030587.1|DVIR
OG0005994	LOC117141718|XP_033161224.1|DMAU	LOC6624719|XP_002047614.1|DVIR
OG0005995	LOC117141096|XP_033160303.1|DMAU	LOC6624662|XP_002047608.1|DVIR
OG0005996	LOC117141208|XP_033160453.1|DMAU	LOC6624129|XP_002048665.1|DVIR
OG0005997	LOC117136510|XP_033153344.1|DMAU	LOC6626687|XP_002049824.1|DVIR
OG0005998	LOC117141787|XP_033161312.1|DMAU	LOC6622645|XP_002047984.1|DVIR
OG0005999	LOC117140734|XP_033159703.1|DMAU	LOC6630561|XP_002053279.1|DVIR
OG0006000	LOC117137904|XP_033155534.1|DMAU	LOC6627075|XP_032292903.1|DVIR
OG0006001	LOC117140020|XP_033158642.1|DMAU	LOC6623561|XP_002047379.2|DVIR
OG0006002	LOC117136381|XP_033153163.1|DMAU	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR
OG0006003	LOC117140528|XP_033159403.1|DMAU	LOC6622649|XP_002047992.1|DVIR
OG0006004	LOC117144490|XP_033165566.1|DMAU	LOC6632633|XP_002056634.1|DVIR
OG0006005	LOC117138331|XP_033156258.1|DMAU	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR
OG0006006	LOC117135789|XP_033152172.1|DMAU	LOC6626560|XP_002049810.1|DVIR
OG0006007	LOC117136881|XP_033153876.1|DMAU	LOC6625244|XP_002049197.2|DVIR
OG0006008	LOC117137393|XP_033155111.1|DMAU	LOC6628925|XP_032294447.1|DVIR
