Orthogroup	DMAU.longest_only	DBUS.longest_only
OG0005684	LOC117140910|XP_033159975.1|DMAU	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC117146465|XP_033168590.1|DMAU	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC117145651|XP_033167272.1|DMAU	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC117141389|XP_033160695.1|DMAU	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC117137658|XP_033155090.1|DMAU	LOC108595989|XP_017836766.2|DBUS
OG0005689	LOC117148642|XP_033172034.1|DMAU	LOC108607044|XP_017853139.1|DBUS
OG0005690	LOC117142945|XP_033163152.1|DMAU	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC117145879|XP_033167594.1|DMAU	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC117150319|XP_033173046.1|DMAU	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC117139817|XP_033158339.1|DMAU	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC117144875|XP_033166174.1|DMAU	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC117143534|XP_033164157.1|DMAU	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC117143535|XP_033164158.1|DMAU	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC117142340|XP_033162148.1|DMAU	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC117137828|XP_033155406.1|DMAU	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC117142846|XP_033162970.1|DMAU	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC117147476|XP_033170261.1|DMAU	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC117150951|XP_033174019.1|DMAU	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC117146933|XP_033169469.1|DMAU	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC117135680|XP_033151969.1|DMAU	LOC108595266|XP_017835968.1|DBUS
OG0005704	LOC117148038|XP_033171105.1|DMAU, LOC117136864|XP_033153854.1|DMAU, LOC117136863|XP_033153853.1|DMAU	LOC108605220|XP_017850317.1|DBUS
OG0005705	LOC117141520|XP_033160902.1|DMAU	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC117145548|XP_033167134.1|DMAU, LOC117145547|XP_033167133.1|DMAU	LOC108603724|XP_017848254.1|DBUS
OG0005707	LOC117148387|XP_033171641.1|DMAU	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC117148409|XP_033171668.1|DMAU	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC117144419|XP_033165452.1|DMAU	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC117145815|XP_033167507.1|DMAU	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC117141448|XP_033160793.1|DMAU	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC117150335|XP_033173074.1|DMAU	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC117142793|XP_033162884.1|DMAU	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC117142591|XP_033162555.1|DMAU	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC117145646|XP_033167259.1|DMAU	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC117145580|XP_033167176.1|DMAU	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC117143724|XP_033164418.1|DMAU	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC117143471|XP_033164075.1|DMAU	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC117144254|XP_033165225.1|DMAU	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC117142237|XP_033161981.1|DMAU	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC117144602|XP_033165783.1|DMAU	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC117143377|XP_033163944.1|DMAU	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC117145108|XP_033166519.1|DMAU	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC117138394|XP_033156358.1|DMAU	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC117144773|XP_033166029.1|DMAU	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC117148172|XP_033171331.1|DMAU	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC117142790|XP_033162878.1|DMAU	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC117143587|XP_033164225.1|DMAU	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC117143127|XP_033163507.1|DMAU	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC117144373|XP_033165392.1|DMAU	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC117144372|XP_033165391.1|DMAU	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC117143325|XP_033163873.1|DMAU	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC117143324|XP_033163870.1|DMAU	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC117142984|XP_033163227.1|DMAU	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC117145506|XP_033167084.1|DMAU	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC117145434|XP_033166973.1|DMAU	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC117143054|XP_033163394.1|DMAU	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC117145941|XP_033167710.1|DMAU	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC117142851|XP_033162982.1|DMAU	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC117142400|XP_033162237.1|DMAU	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC117142737|XP_033162799.1|DMAU	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC117144710|XP_033165941.1|DMAU	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC117142841|XP_033162965.1|DMAU	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC117143393|XP_033163971.1|DMAU	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC117143938|XP_033164761.1|DMAU	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC117145187|XP_033166635.1|DMAU	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC117144333|XP_033165336.1|DMAU	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC117144002|XP_033164847.1|DMAU	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC117147470|XP_033170250.1|DMAU	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC117145714|XP_033167351.1|DMAU	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC117139792|XP_033158297.1|DMAU	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC117138596|XP_033156669.1|DMAU	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC117138307|XP_033156207.1|DMAU	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC117135810|XP_033152204.1|DMAU	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC117138119|XP_033155871.1|DMAU	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC117144442|XP_033165486.1|DMAU	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC117142842|XP_033162966.1|DMAU	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC117143284|XP_033163754.1|DMAU	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC117143642|XP_033164311.1|DMAU	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC117142403|XP_033162241.1|DMAU	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC117142460|XP_033162333.1|DMAU	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC117146113|XP_033167990.1|DMAU	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC117138164|XP_033155936.1|DMAU	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC117143876|XP_033164652.1|DMAU	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC117143870|XP_033164631.1|DMAU	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC117142860|XP_033163000.1|DMAU	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC117142635|XP_033162630.1|DMAU	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC117146534|XP_033168696.1|DMAU	LOC108606932|XP_017852972.1|DBUS
OG0005769	LOC117144156|XP_033165080.1|DMAU	LOC108603191|XP_017847257.1|DBUS
OG0005770	LOC117145865|XP_033167576.1|DMAU	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC117145751|XP_033167406.1|DMAU	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC117143173|XP_033163578.1|DMAU	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC117144966|XP_033166317.1|DMAU	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC117145337|XP_033166839.1|DMAU	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC117140678|XP_033159623.1|DMAU	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC117141233|XP_033160485.1|DMAU	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC117150968|XP_033174039.1|DMAU	LOC108597587|XP_017839699.1|DBUS
OG0005778	LOC117145887|XP_033167613.1|DMAU	LOC108602887|XP_017846677.1|DBUS
OG0005779	LOC117142784|XP_033162866.1|DMAU	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC117139883|XP_033158442.1|DMAU	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC117140182|XP_033158849.1|DMAU	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC117141793|XP_033161324.1|DMAU	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC117137623|XP_033155045.1|DMAU	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC117143794|XP_033164527.1|DMAU	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC117143779|XP_033164499.1|DMAU	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC117142250|XP_033161994.1|DMAU	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC117142650|XP_033162647.1|DMAU	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC117135475|XP_033151581.1|DMAU	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC117139390|XP_033157546.1|DMAU	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC117145750|XP_033167405.1|DMAU	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC117146098|XP_033167967.1|DMAU	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC117146102|XP_033167974.1|DMAU	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC117142493|XP_033162411.1|DMAU	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC117135709|XP_033152018.1|DMAU	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC117145364|XP_033166879.1|DMAU	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC117140657|XP_033159589.1|DMAU	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC117138973|XP_033156921.1|DMAU	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC117142426|XP_033162278.1|DMAU	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC117143693|XP_033164376.1|DMAU	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC117145792|XP_033167468.1|DMAU	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC117145791|XP_033167467.1|DMAU	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC117145886|XP_033167611.1|DMAU	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC117145357|XP_033166867.1|DMAU	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC117142238|XP_033161982.1|DMAU	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC117136052|XP_033152587.1|DMAU	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC117144890|XP_033166202.1|DMAU	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC117145503|XP_033167074.1|DMAU	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC117146397|XP_033168471.1|DMAU	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC117139274|XP_033157389.1|DMAU	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC117143698|XP_033164385.1|DMAU	LOC108602813|XP_017846533.1|DBUS
OG0005811	LOC117143699|XP_033164386.1|DMAU	LOC108602814|XP_017846534.1|DBUS
OG0005812	LOC117143087|XP_033163454.1|DMAU	LOC108604710|XP_017849768.1|DBUS
OG0005813	LOC117145834|XP_033167525.1|DMAU	LOC108603417|XP_017847701.1|DBUS
OG0005814	LOC117145719|XP_033167355.1|DMAU	LOC108603608|XP_017848044.1|DBUS
OG0005815	LOC117138159|XP_033155927.1|DMAU	LOC108595168|XP_017835829.1|DBUS
OG0005816	LOC117143753|XP_033164457.1|DMAU	LOC108603548|XP_017847953.1|DBUS
OG0005817	LOC117143172|XP_033163577.1|DMAU	LOC108603846|XP_017848486.1|DBUS
OG0005818	LOC117145016|XP_033166402.1|DMAU	LOC108604686|XP_017849731.1|DBUS
OG0005819	LOC117142384|XP_033162217.1|DMAU	LOC108601688|XP_017845087.1|DBUS
OG0005820	LOC117142385|XP_033162218.1|DMAU	LOC108601689|XP_017845088.1|DBUS
OG0005821	LOC117144041|XP_033164901.1|DMAU	LOC108601667|XP_017845057.1|DBUS
OG0005822	LOC117150601|XP_033173450.1|DMAU	LOC108600288|XP_017843252.1|DBUS
OG0005823	LOC117146894|XP_033169390.1|DMAU	LOC108605204|XP_017850295.1|DBUS
OG0005824	LOC117142528|XP_033162465.1|DMAU	LOC108603110|XP_017847104.1|DBUS
OG0005825	LOC117141330|XP_033160624.1|DMAU	LOC108599807|XP_017842372.1|DBUS
OG0005826	LOC117144810|XP_033166077.1|DMAU	LOC108602398|XP_017845998.1|DBUS
OG0005827	LOC117144389|XP_033165415.1|DMAU	LOC108602228|XP_017845763.1|DBUS
OG0005828	LOC117139878|XP_033158427.1|DMAU	LOC108599683|XP_017842165.1|DBUS
OG0005829	LOC117143519|XP_033164132.1|DMAU	LOC108603632|XP_017848080.1|DBUS
OG0005830	LOC117139031|XP_033157023.1|DMAU	LOC108600036|XP_017842866.1|DBUS
OG0005831	LOC117141250|XP_033160507.1|DMAU	LOC108598115|XP_017840221.1|DBUS
OG0005832	LOC117140449|XP_033159266.1|DMAU	LOC108598114|XP_017840220.1|DBUS
OG0005833	LOC117140611|XP_033159513.1|DMAU	LOC108599781|XP_017842328.1|DBUS
OG0005834	LOC117140616|XP_033159523.1|DMAU	LOC108599784|XP_017842332.2|DBUS
OG0005835	LOC117141134|XP_033160351.1|DMAU	LOC108600251|XP_017841069.1|DBUS
OG0005836	LOC117141289|XP_033160555.1|DMAU	LOC108598289|XP_033149370.1|DBUS
OG0005837	LOC117142712|XP_033162762.1|DMAU	LOC108603376|XP_017847633.1|DBUS
OG0005838	LOC117144212|XP_033165152.1|DMAU	LOC108601795|XP_017845220.1|DBUS
OG0005839	LOC117136001|XP_033152510.1|DMAU	LOC108594448|XP_017835111.2|DBUS
OG0005840	LOC117142878|XP_033163040.1|DMAU	LOC108604802|XP_017849893.1|DBUS
OG0005841	LOC117144281|XP_033165274.1|DMAU	LOC108604364|XP_017849294.1|DBUS
OG0005842	LOC117146629|XP_033168852.1|DMAU	LOC108606154|XP_017851496.1|DBUS
OG0005843	LOC117139849|XP_033158387.1|DMAU	LOC108601152|XP_033149623.1|DBUS
OG0005844	LOC117141936|XP_033161566.1|DMAU	LOC108599880|XP_017842547.1|DBUS
OG0005845	LOC117143777|XP_033164497.1|DMAU	LOC108602871|XP_017846648.1|DBUS
OG0005846	LOC117142933|XP_033163124.1|DMAU	LOC108603224|XP_017847311.2|DBUS
OG0005847	LOC117143390|XP_033163964.1|DMAU	LOC108604001|XP_017848730.1|DBUS
OG0005848	LOC117146573|XP_033168763.1|DMAU	LOC108606631|XP_017852407.1|DBUS
OG0005849	LOC117148147|XP_033171269.1|DMAU	LOC108606576|XP_017852288.1|DBUS
OG0005850	LOC117147983|XP_033171025.1|DMAU	LOC108605702|XP_017850983.1|DBUS
OG0005851	LOC117148762|XP_033172253.1|DMAU	LOC108608118|XP_017854836.1|DBUS
OG0005852	LOC117142786|XP_033162869.1|DMAU	LOC108601690|XP_017845089.1|DBUS
OG0005853	LOC117148426|XP_033171688.1|DMAU	LOC108605124|XP_017850176.1|DBUS
OG0005854	LOC117143697|XP_033164383.1|DMAU	LOC108602812|XP_017846532.1|DBUS
OG0005855	LOC117146500|XP_033168642.1|DMAU	LOC108607094|XP_033150264.1|DBUS
OG0005856	LOC117147758|XP_033170661.1|DMAU	LOC108606414|XP_017851993.1|DBUS
OG0005857	LOC117145516|XP_033167097.1|DMAU	LOC108603452|XP_017847772.1|DBUS
OG0005858	LOC117142249|XP_033161993.1|DMAU	LOC108601832|XP_017845261.1|DBUS
OG0005859	LOC117140016|XP_033158633.1|DMAU	LOC108597644|XP_017839787.2|DBUS
OG0005860	LOC117142651|XP_033162651.1|DMAU	LOC108603312|XP_017847498.1|DBUS
OG0005861	LOC117145778|XP_033167447.1|DMAU	LOC108603361|XP_017847599.1|DBUS
OG0005862	LOC117137093|XP_033154269.1|DMAU	LOC108596655|XP_017838130.1|DBUS
OG0005863	LOC117138634|XP_033156737.1|DMAU	LOC108597406|XP_017839442.1|DBUS
OG0005864	LOC117142935|XP_033163137.1|DMAU	LOC108601905|XP_017845370.1|DBUS
OG0005865	LOC117145680|XP_033167312.1|DMAU	LOC108603499|XP_017847854.1|DBUS
OG0005866	LOC117137286|XP_033154549.1|DMAU	LOC108595411|XP_017836128.1|DBUS
OG0005867	LOC117142440|XP_033162337.1|DMAU	LOC108594664|XP_017835297.2|DBUS
OG0005868	LOC117137219|XP_033154465.1|DMAU	LOC108597517|XP_017839599.1|DBUS
OG0005869	LOC117148852|XP_033172401.1|DMAU	LOC108605693|XP_017850974.1|DBUS
OG0005870	LOC117146559|XP_033168748.1|DMAU	LOC108605306|XP_017850465.1|DBUS
OG0005871	LOC117147874|XP_033170845.1|DMAU	LOC108605219|XP_017850316.1|DBUS
OG0005872	LOC117144085|XP_033164990.1|DMAU	LOC108602899|XP_017846695.1|DBUS
OG0005873	LOC117142351|XP_033162165.1|DMAU	LOC108604070|XP_017848827.1|DBUS
OG0005874	LOC117146428|XP_033168523.1|DMAU	LOC108606787|XP_017852716.1|DBUS
OG0005875	LOC117137983|XP_033155652.1|DMAU	LOC108597653|XP_017839796.1|DBUS
OG0005876	LOC117147456|XP_033170232.1|DMAU	LOC108606789|XP_017852720.1|DBUS
OG0005877	LOC117147349|XP_033170101.1|DMAU	LOC108605303|XP_033150426.1|DBUS
OG0005878	LOC117147899|XP_033170897.1|DMAU	LOC108605107|XP_033150409.1|DBUS
OG0005879	LOC117147002|XP_033169573.1|DMAU	LOC108605755|XP_017851044.1|DBUS
OG0005880	LOC117139705|XP_033158110.1|DMAU	LOC108598336|XP_033149616.1|DBUS
OG0005881	LOC117141877|XP_033161457.1|DMAU	LOC108599250|XP_017841535.1|DBUS
OG0005882	LOC117146641|XP_033168866.1|DMAU	LOC108607002|XP_017853069.1|DBUS
OG0005883	LOC117141633|XP_033161073.1|DMAU	LOC108599692|XP_017842175.1|DBUS
OG0005884	LOC117140610|XP_033159512.1|DMAU	LOC108600342|XP_017843354.2|DBUS
OG0005885	LOC117142014|XP_033161759.1|DMAU	LOC108598541|XP_017840713.2|DBUS
OG0005886	LOC117141780|XP_033161303.1|DMAU	LOC108600866|XP_017844161.1|DBUS
OG0005887	LOC117141876|XP_033161453.1|DMAU	LOC108600231|XP_017843148.1|DBUS
OG0005888	LOC117141700|XP_033161198.1|DMAU	LOC108600483|XP_017843593.1|DBUS
OG0005889	LOC117139418|XP_033157587.1|DMAU	LOC108600854|XP_017844145.2|DBUS
OG0005890	LOC117148748|XP_033172229.1|DMAU	LOC108607100|XP_017853215.1|DBUS
OG0005891	LOC117140311|XP_033159047.1|DMAU	LOC108598507|XP_017840666.1|DBUS
OG0005892	LOC117139684|XP_033158061.1|DMAU	LOC108600552|XP_017843702.2|DBUS
OG0005893	LOC117140203|XP_033158880.1|DMAU	LOC108600985|XP_017844337.1|DBUS
OG0005894	LOC117140204|XP_033158881.1|DMAU	LOC108600986|XP_017844338.1|DBUS
OG0005895	LOC117140205|XP_033158883.1|DMAU	LOC108600987|XP_017844339.1|DBUS
OG0005896	LOC117139041|XP_033157033.1|DMAU	LOC108600762|XP_017844011.2|DBUS
OG0005897	LOC117139665|XP_033158026.1|DMAU	LOC108600704|XP_017843922.1|DBUS
OG0005898	LOC117147221|XP_033169925.1|DMAU	LOC108606834|XP_017852808.1|DBUS
OG0005899	LOC117137132|XP_033154322.1|DMAU	LOC108596457|XP_017837694.1|DBUS
OG0005900	LOC117136423|XP_033153228.1|DMAU	LOC108599817|XP_017842409.2|DBUS
OG0005901	LOC117135612|XP_033151865.1|DMAU	LOC108597376|XP_017839399.1|DBUS
OG0005902	LOC117137299|XP_033154567.1|DMAU	LOC108595129|XP_017835780.1|DBUS
OG0005903	LOC117145813|XP_033167505.1|DMAU	LOC108603574|XP_017847987.1|DBUS
OG0005904	LOC117142590|XP_033162554.1|DMAU	LOC108603349|XP_017847571.1|DBUS
OG0005905	LOC117140687|XP_033159633.1|DMAU	LOC108600651|XP_017843835.2|DBUS
OG0005906	LOC117138946|XP_033156871.1|DMAU	LOC108600350|XP_017843363.2|DBUS
OG0005907	LOC117140702|XP_033159658.1|DMAU	LOC108600913|XP_017844234.2|DBUS
OG0005908	LOC117141042|XP_033160215.1|DMAU	LOC108599513|XP_017841871.1|DBUS
OG0005909	LOC117139295|XP_033157417.1|DMAU	LOC108600692|XP_033149485.1|DBUS
OG0005910	LOC117136118|XP_033152705.1|DMAU	LOC108597045|XP_017838833.1|DBUS
OG0005911	LOC117136119|XP_033152709.1|DMAU	LOC108596777|XP_017838365.1|DBUS
OG0005912	LOC117138253|XP_033156104.1|DMAU	LOC108597015|XP_017838784.1|DBUS
OG0005913	LOC117144865|XP_033166160.1|DMAU	LOC108602099|XP_017845612.1|DBUS
OG0005914	LOC117137730|XP_033155197.1|DMAU	LOC108595099|XP_017835743.2|DBUS
OG0005915	LOC117138365|XP_033156322.1|DMAU	LOC108597773|XP_017839977.1|DBUS
OG0005916	LOC117137236|XP_033154488.1|DMAU	LOC108597748|XP_017839944.1|DBUS
OG0005917	LOC117135530|XP_033151690.1|DMAU	LOC108595642|XP_017836402.1|DBUS
OG0005918	LOC117147057|XP_033169702.1|DMAU	LOC108605663|XP_017850939.1|DBUS
OG0005919	LOC117138463|XP_033156480.1|DMAU	LOC108594673|XP_017835263.2|DBUS
OG0005920	LOC117135584|XP_033151803.1|DMAU	LOC108597150|XP_017839038.1|DBUS
OG0005921	LOC117141834|XP_033161381.1|DMAU	LOC108599463|XP_017841788.1|DBUS
OG0005922	LOC117146620|XP_033168843.1|DMAU	LOC108606504|XP_017852159.1|DBUS
OG0005923	LOC117141183|XP_033160412.1|DMAU	LOC108599447|XP_017841767.2|DBUS
OG0005924	LOC117139761|XP_033158219.1|DMAU	LOC108599451|XP_017841771.1|DBUS
OG0005925	LOC117141235|XP_033160488.1|DMAU	LOC108598551|XP_033149414.1|DBUS
OG0005926	LOC117148346|XP_033171573.1|DMAU	LOC108606966|XP_017853017.1|DBUS
OG0005927	LOC117145439|XP_033166986.1|DMAU	LOC108603420|XP_017847710.1|DBUS
OG0005928	LOC117147087|XP_033169743.1|DMAU	LOC108605557|XP_017850809.1|DBUS
OG0005929	LOC117140459|XP_033159290.1|DMAU	LOC108601149|XP_017844567.1|DBUS
OG0005930	LOC117136555|XP_033153399.1|DMAU	LOC108594700|XP_017835329.1|DBUS
OG0005931	LOC117136139|XP_033152736.1|DMAU	LOC108597027|XP_017838803.1|DBUS
OG0005932	LOC117135674|XP_033151961.1|DMAU	LOC108597278|XP_017839233.2|DBUS
OG0005933	LOC117137398|XP_033154710.1|DMAU	LOC108597703|XP_017839878.1|DBUS
OG0005934	LOC117137938|XP_033155588.1|DMAU	LOC108597058|XP_033151010.1|DBUS
OG0005935	LOC117139078|XP_033157080.1|DMAU	LOC108600423|XP_017843276.2|DBUS
OG0005936	LOC117150240|XP_033172925.1|DMAU	LOC108606827|XP_017852803.1|DBUS
OG0005937	LOC117139169|XP_033157219.1|DMAU	LOC108600550|XP_017843698.1|DBUS
OG0005938	LOC117136917|XP_033153941.1|DMAU	LOC108595270|XP_017835972.2|DBUS
OG0005939	LOC117148015|XP_033171068.1|DMAU	LOC108605832|XP_017851128.1|DBUS
OG0005940	LOC117138425|XP_033156421.1|DMAU	LOC108596161|XP_017837154.1|DBUS
OG0005941	LOC117137843|XP_033155435.1|DMAU	LOC108596614|XP_017838044.1|DBUS
OG0005942	LOC117136058|XP_033152596.1|DMAU	LOC108597164|XP_017839064.1|DBUS
OG0005943	LOC117138079|XP_033155794.1|DMAU	LOC108596212|XP_017837225.1|DBUS
OG0005944	LOC117137207|XP_033154452.1|DMAU	LOC108596416|XP_017837620.2|DBUS
OG0005945	LOC117137615|XP_033155031.1|DMAU	LOC108597446|XP_017839500.1|DBUS
OG0005946	LOC117137792|XP_033155341.1|DMAU	LOC108596315|XP_017837412.1|DBUS
OG0005947	LOC117136780|XP_033153721.1|DMAU	LOC108597121|XP_033148923.1|DBUS
OG0005948	LOC117141481|XP_033160850.1|DMAU	LOC108599176|XP_017841452.2|DBUS
OG0005949	LOC117139297|XP_033157420.1|DMAU	LOC108599141|XP_017841418.1|DBUS
OG0005950	LOC117141297|XP_033160570.1|DMAU	LOC108602886|XP_017846679.1|DBUS
OG0005951	LOC117141844|XP_033161402.1|DMAU	LOC108600684|XP_017843881.1|DBUS
OG0005952	LOC117141285|XP_033160548.1|DMAU	LOC108608007|XP_017854659.1|DBUS
OG0005953	LOC117136479|XP_033153310.1|DMAU	LOC108599476|XP_017841809.1|DBUS
OG0005954	LOC117150370|XP_033173123.1|DMAU	LOC108608519|XP_017855410.2|DBUS
OG0005955	LOC117144312|XP_033165315.1|DMAU	LOC108603874|XP_017848535.1|DBUS
OG0005956	LOC117138106|XP_033155859.1|DMAU	LOC108596998|XP_033151006.1|DBUS
OG0005957	LOC117144693|XP_033165907.1|DMAU	LOC108604535|XP_017849539.1|DBUS
OG0005958	LOC117144797|XP_033166064.1|DMAU	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS
OG0005959	LOC117150256|XP_033172951.1|DMAU	LOC108598753|XP_017840981.1|DBUS
OG0005960	LOC117148216|XP_033171396.1|DMAU	LOC108606464|XP_017852076.1|DBUS
OG0005961	LOC117138245|XP_033156087.1|DMAU	LOC108597719|XP_017839899.1|DBUS
OG0005962	LOC117137594|XP_033154996.1|DMAU	LOC108595868|XP_017836649.1|DBUS
OG0005964	LOC117135797|XP_033152182.1|DMAU	LOC108596386|XP_017837546.1|DBUS
OG0005965	LOC117138263|XP_033156118.1|DMAU	LOC108595994|XP_017836770.1|DBUS
OG0005966	LOC117136067|XP_033152607.1|DMAU	LOC108597343|XP_017839337.1|DBUS
OG0005967	LOC117135417|XP_033151460.1|DMAU	LOC108596582|XP_017837993.1|DBUS
OG0005968	LOC117138397|XP_033156364.1|DMAU	LOC108595172|XP_017835836.1|DBUS
OG0005969	LOC117137539|XP_033154927.1|DMAU	LOC108596753|XP_017838321.1|DBUS
OG0005970	LOC117140624|XP_033159534.1|DMAU	LOC108598418|XP_017840534.1|DBUS
OG0005971	LOC117136074|XP_033152618.1|DMAU	LOC108596059|XP_017836943.1|DBUS
OG0005972	LOC117140106|XP_033158756.1|DMAU	LOC108599971|XP_017842724.1|DBUS
OG0005973	LOC117140676|XP_033159621.1|DMAU	LOC108599125|XP_017841404.1|DBUS
