Orthogroup	DMAU.longest_only	BTRY.longest_only
OG0005709	LOC117144419|XP_033165452.1|DMAU	LOC120772940|XP_039957780.1|BTRY
OG0005710	LOC117145815|XP_033167507.1|DMAU	LOC120766501|XP_039947990.1|BTRY
OG0005711	LOC117141448|XP_033160793.1|DMAU	LOC120777380|XP_039964605.1|BTRY
OG0005712	LOC117150335|XP_033173074.1|DMAU	LOC120768505|XP_039951164.1|BTRY
OG0005713	LOC117142793|XP_033162884.1|DMAU	LOC120780238|XP_039968429.1|BTRY
OG0005714	LOC117142591|XP_033162555.1|DMAU	LOC120772457|XP_039957018.1|BTRY
OG0005715	LOC117145646|XP_033167259.1|DMAU	LOC120769126|XP_039951927.1|BTRY
OG0005716	LOC117145580|XP_033167176.1|DMAU	LOC120769018|XP_039951797.1|BTRY
OG0005717	LOC117143724|XP_033164418.1|DMAU	LOC120769149|XP_039951962.1|BTRY
OG0005718	LOC117143471|XP_033164075.1|DMAU	LOC120769180|XP_039952004.1|BTRY
OG0005719	LOC117144254|XP_033165225.1|DMAU	LOC120766643|XP_039948197.1|BTRY
OG0005720	LOC117142237|XP_033161981.1|DMAU	LOC120773610|XP_039958544.1|BTRY
OG0005721	LOC117144602|XP_033165783.1|DMAU	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY
OG0005722	LOC117143377|XP_033163944.1|DMAU	LOC120776657|XP_039963460.1|BTRY
OG0005723	LOC117145108|XP_033166519.1|DMAU	LOC120766613|XP_039948155.1|BTRY
OG0005724	LOC117138394|XP_033156358.1|DMAU	LOC120771715|XP_039955802.1|BTRY
OG0005725	LOC117144773|XP_033166029.1|DMAU	LOC120782577|XP_039970854.1|BTRY
OG0005726	LOC117148172|XP_033171331.1|DMAU	LOC120775461|XP_039961579.1|BTRY
OG0005727	LOC117142790|XP_033162878.1|DMAU	LOC120781520|XP_039969690.1|BTRY
OG0005728	LOC117143587|XP_033164225.1|DMAU	LOC120782224|XP_039970322.1|BTRY
OG0005729	LOC117143127|XP_033163507.1|DMAU	LOC120772612|XP_039957264.1|BTRY
OG0005730	LOC117144373|XP_033165392.1|DMAU	LOC120778019|XP_039965629.1|BTRY
OG0005731	LOC117144372|XP_033165391.1|DMAU	LOC120778012|XP_039965616.1|BTRY
OG0005732	LOC117143325|XP_033163873.1|DMAU	LOC120770093|XP_039953181.1|BTRY
OG0005733	LOC117143324|XP_033163870.1|DMAU	LOC120767027|XP_039948804.1|BTRY
OG0005734	LOC117142984|XP_033163227.1|DMAU	LOC120766644|XP_039948198.1|BTRY
OG0005735	LOC117145506|XP_033167084.1|DMAU	LOC120771674|XP_039955735.1|BTRY
OG0005736	LOC117145434|XP_033166973.1|DMAU	LOC120774357|XP_039959880.1|BTRY
OG0005737	LOC117143054|XP_033163394.1|DMAU	LOC120782240|XP_039970341.1|BTRY
OG0005738	LOC117145941|XP_033167710.1|DMAU	LOC120782734|XP_039971100.1|BTRY
OG0005739	LOC117142851|XP_033162982.1|DMAU	LOC120776003|XP_039962373.1|BTRY
OG0005740	LOC117142400|XP_033162237.1|DMAU	LOC120766881|XP_039948558.1|BTRY
OG0005741	LOC117142737|XP_033162799.1|DMAU	LOC120782430|XP_039970647.1|BTRY
OG0005742	LOC117144710|XP_033165941.1|DMAU	LOC120775179|XP_039961170.1|BTRY
OG0005743	LOC117142841|XP_033162965.1|DMAU	LOC120780408|XP_039968626.1|BTRY
OG0005744	LOC117143393|XP_033163971.1|DMAU	LOC120772665|XP_039957336.1|BTRY
OG0005745	LOC117143938|XP_033164761.1|DMAU	LOC120773898|XP_039959012.1|BTRY
OG0005746	LOC117145187|XP_033166635.1|DMAU	LOC120775477|XP_039961614.1|BTRY
OG0005747	LOC117144333|XP_033165336.1|DMAU	LOC120774893|XP_039960698.1|BTRY
OG0005748	LOC117144002|XP_033164847.1|DMAU	LOC120769512|XP_039952487.1|BTRY
OG0005749	LOC117147470|XP_033170250.1|DMAU	LOC120773889|XP_039958992.1|BTRY
OG0005750	LOC117145714|XP_033167351.1|DMAU	LOC120773169|XP_039958073.1|BTRY
OG0005751	LOC117139792|XP_033158297.1|DMAU	LOC120773760|XP_039958768.1|BTRY
OG0005752	LOC117138596|XP_033156669.1|DMAU	LOC120771417|XP_039955332.1|BTRY
OG0005753	LOC117138307|XP_033156207.1|DMAU	LOC120768470|XP_039951110.1|BTRY
OG0005754	LOC117135810|XP_033152204.1|DMAU	LOC120772135|XP_039956487.1|BTRY
OG0005755	LOC117138119|XP_033155871.1|DMAU	LOC120771599|XP_039955609.1|BTRY
OG0005756	LOC117144442|XP_033165486.1|DMAU	LOC120779120|XP_039967251.1|BTRY
OG0005757	LOC117142842|XP_033162966.1|DMAU	LOC120766192|XP_039947487.1|BTRY
OG0005758	LOC117143284|XP_033163754.1|DMAU	LOC120782704|XP_039971087.1|BTRY
OG0005759	LOC117143642|XP_033164311.1|DMAU	LOC120780503|XP_039968712.1|BTRY
OG0005760	LOC117142403|XP_033162241.1|DMAU	LOC120766886|XP_039948566.1|BTRY
OG0005761	LOC117142460|XP_033162333.1|DMAU	LOC120782277|XP_039970411.1|BTRY
OG0005762	LOC117146113|XP_033167990.1|DMAU	LOC120766207|XP_039947512.1|BTRY
OG0005763	LOC117138164|XP_033155936.1|DMAU	LOC120772019|XP_039956318.1|BTRY
OG0005764	LOC117143876|XP_033164652.1|DMAU	LOC120782376|XP_039970551.1|BTRY
OG0005765	LOC117143870|XP_033164631.1|DMAU	LOC120778925|XP_039966908.1|BTRY
OG0005766	LOC117142860|XP_033163000.1|DMAU	LOC120777663|XP_039965054.1|BTRY
OG0005767	LOC117142635|XP_033162630.1|DMAU	LOC120767084|XP_039948887.1|BTRY
OG0005768	LOC117146534|XP_033168696.1|DMAU	LOC120774367|XP_039959896.1|BTRY
OG0005770	LOC117145865|XP_033167576.1|DMAU	LOC120771398|XP_039955304.1|BTRY
OG0005771	LOC117145751|XP_033167406.1|DMAU	LOC120770949|XP_039954599.1|BTRY
OG0005772	LOC117143173|XP_033163578.1|DMAU	LOC120770608|XP_039954147.1|BTRY
OG0005773	LOC117144966|XP_033166317.1|DMAU	LOC120776597|XP_039963309.1|BTRY
OG0005774	LOC117145337|XP_033166839.1|DMAU	LOC120766427|XP_039947863.1|BTRY
OG0005775	LOC117140678|XP_033159623.1|DMAU	LOC120777443|XP_039964689.1|BTRY
OG0005776	LOC117141233|XP_033160485.1|DMAU	LOC120777748|XP_039965175.1|BTRY
OG0005777	LOC117150968|XP_033174039.1|DMAU	LOC120767041|XP_039948829.1|BTRY
OG0005778	LOC117145887|XP_033167613.1|DMAU	LOC120779417|XP_039967551.1|BTRY, LOC120782664|XP_039970975.1|BTRY
OG0005779	LOC117142784|XP_033162866.1|DMAU	LOC120768234|XP_039950757.1|BTRY
OG0005780	LOC117139883|XP_033158442.1|DMAU	LOC120777743|XP_039965167.1|BTRY
OG0005781	LOC117140182|XP_033158849.1|DMAU	LOC120778550|XP_039966332.1|BTRY
OG0005782	LOC117141793|XP_033161324.1|DMAU	LOC120775827|XP_039962120.1|BTRY
OG0005783	LOC117137623|XP_033155045.1|DMAU	LOC120770861|XP_039954411.1|BTRY
OG0005784	LOC117143794|XP_033164527.1|DMAU	LOC120766730|XP_039948314.1|BTRY
OG0005785	LOC117143779|XP_033164499.1|DMAU	LOC120772848|XP_039957598.1|BTRY
OG0005786	LOC117142250|XP_033161994.1|DMAU	LOC120769105|XP_039951904.1|BTRY
OG0005787	LOC117142650|XP_033162647.1|DMAU	LOC120782563|XP_039970831.1|BTRY
OG0005788	LOC117135475|XP_033151581.1|DMAU	LOC120771278|XP_039955137.1|BTRY
OG0005789	LOC117139390|XP_033157546.1|DMAU	LOC120780439|XP_039968648.1|BTRY
OG0005790	LOC117145750|XP_033167405.1|DMAU	LOC120775323|XP_039961401.1|BTRY
OG0005791	LOC117146098|XP_033167967.1|DMAU	LOC120774226|XP_039959621.1|BTRY
OG0005792	LOC117146102|XP_033167974.1|DMAU	LOC120774241|XP_039959640.1|BTRY
OG0005793	LOC117142493|XP_033162411.1|DMAU	LOC120766770|XP_039948384.1|BTRY
OG0005794	LOC117135709|XP_033152018.1|DMAU	LOC120770844|XP_039954375.1|BTRY
OG0005795	LOC117145364|XP_033166879.1|DMAU	LOC120775039|XP_039960946.1|BTRY
OG0005796	LOC117140657|XP_033159589.1|DMAU	LOC120769138|XP_039951945.1|BTRY
OG0005797	LOC117138973|XP_033156921.1|DMAU	LOC120776346|XP_039962833.1|BTRY
OG0005798	LOC117142426|XP_033162278.1|DMAU	LOC120782417|XP_039970601.1|BTRY
OG0005799	LOC117143693|XP_033164376.1|DMAU	LOC120770139|XP_039953282.1|BTRY
OG0005800	LOC117145792|XP_033167468.1|DMAU	LOC120775793|XP_039962072.1|BTRY
OG0005801	LOC117145791|XP_033167467.1|DMAU	LOC120775786|XP_039962061.1|BTRY
OG0005802	LOC117145886|XP_033167611.1|DMAU	LOC120782360|XP_039970532.1|BTRY
OG0005803	LOC117145357|XP_033166867.1|DMAU	LOC120766301|XP_039947641.1|BTRY
OG0005804	LOC117142238|XP_033161982.1|DMAU	LOC120766598|XP_039948137.1|BTRY
OG0005805	LOC117136052|XP_033152587.1|DMAU	LOC120770589|XP_039954109.1|BTRY
OG0005806	LOC117144890|XP_033166202.1|DMAU	LOC120780249|XP_039968445.1|BTRY
OG0005807	LOC117145503|XP_033167074.1|DMAU	LOC120767089|XP_039948903.1|BTRY
OG0005808	LOC117146397|XP_033168471.1|DMAU	LOC120779402|XP_039967534.1|BTRY
OG0005809	LOC117139274|XP_033157389.1|DMAU	LOC120777368|XP_039964572.1|BTRY
OG0005810	LOC117143698|XP_033164385.1|DMAU	LOC120782710|XP_039971062.1|BTRY
OG0005811	LOC117143699|XP_033164386.1|DMAU	LOC120782711|XP_039971064.1|BTRY
OG0005812	LOC117143087|XP_033163454.1|DMAU	LOC120782643|XP_039970947.1|BTRY
OG0005813	LOC117145834|XP_033167525.1|DMAU	LOC120782531|XP_039970785.1|BTRY
OG0005814	LOC117145719|XP_033167355.1|DMAU	LOC120782312|XP_039970462.1|BTRY
OG0005815	LOC117138159|XP_033155927.1|DMAU	LOC120772600|XP_039957249.1|BTRY
OG0005816	LOC117143753|XP_033164457.1|DMAU	LOC120782828|XP_039971285.1|BTRY
OG0005817	LOC117143172|XP_033163577.1|DMAU	LOC120770599|XP_039954139.1|BTRY
OG0005818	LOC117145016|XP_033166402.1|DMAU	LOC120767820|XP_039950039.1|BTRY
OG0005819	LOC117142384|XP_033162217.1|DMAU	LOC120782603|XP_039970900.1|BTRY
OG0005820	LOC117142385|XP_033162218.1|DMAU	LOC120782606|XP_039970904.1|BTRY
OG0005821	LOC117144041|XP_033164901.1|DMAU	LOC120775446|XP_039961569.1|BTRY
OG0005822	LOC117150601|XP_033173450.1|DMAU	LOC120767553|XP_039949612.1|BTRY
OG0005823	LOC117146894|XP_033169390.1|DMAU	LOC120775335|XP_039961410.1|BTRY
OG0005824	LOC117142528|XP_033162465.1|DMAU	LOC120766288|XP_039947624.1|BTRY
OG0005825	LOC117141330|XP_033160624.1|DMAU	LOC120777279|XP_039964419.1|BTRY
OG0005826	LOC117144810|XP_033166077.1|DMAU	LOC120780455|XP_039968664.1|BTRY
OG0005827	LOC117144389|XP_033165415.1|DMAU	LOC120770123|XP_039953241.1|BTRY
OG0005828	LOC117139878|XP_033158427.1|DMAU	LOC120777072|XP_039964133.1|BTRY
OG0005829	LOC117143519|XP_033164132.1|DMAU	LOC120782893|XP_039947440.1|BTRY
OG0005830	LOC117139031|XP_033157023.1|DMAU	LOC120778496|XP_039966255.1|BTRY
OG0005831	LOC117141250|XP_033160507.1|DMAU	LOC120776972|XP_039963999.1|BTRY
OG0005832	LOC117140449|XP_033159266.1|DMAU	LOC120777999|XP_039965590.1|BTRY
OG0005833	LOC117140611|XP_033159513.1|DMAU	LOC120778928|XP_039966907.1|BTRY
OG0005834	LOC117140616|XP_033159523.1|DMAU	LOC120778931|XP_039966912.1|BTRY
OG0005835	LOC117141134|XP_033160351.1|DMAU	LOC120778005|XP_039965601.1|BTRY
OG0005836	LOC117141289|XP_033160555.1|DMAU	LOC120778742|XP_039966645.1|BTRY
OG0005837	LOC117142712|XP_033162762.1|DMAU	LOC120780245|XP_039968438.1|BTRY
OG0005838	LOC117144212|XP_033165152.1|DMAU	LOC120777945|XP_039965490.1|BTRY
OG0005839	LOC117136001|XP_033152510.1|DMAU	LOC120769311|XP_039952188.1|BTRY
OG0005840	LOC117142878|XP_033163040.1|DMAU	LOC120775143|XP_039961109.1|BTRY
OG0005841	LOC117144281|XP_033165274.1|DMAU	LOC120777742|XP_039965170.1|BTRY
OG0005842	LOC117146629|XP_033168852.1|DMAU	LOC120774753|XP_039960446.1|BTRY
OG0005843	LOC117139849|XP_033158387.1|DMAU	LOC120777542|XP_039964863.1|BTRY
OG0005844	LOC117141936|XP_033161566.1|DMAU	LOC120776820|XP_039963772.1|BTRY
OG0005845	LOC117143777|XP_033164497.1|DMAU	LOC120766160|XP_039947479.1|BTRY
OG0005846	LOC117142933|XP_033163124.1|DMAU	LOC120773793|XP_039958828.1|BTRY
OG0005847	LOC117143390|XP_033163964.1|DMAU	LOC120767031|XP_039948811.1|BTRY
OG0005848	LOC117146573|XP_033168763.1|DMAU	LOC120774390|XP_039959934.1|BTRY
OG0005849	LOC117148147|XP_033171269.1|DMAU	LOC120774345|XP_039959858.1|BTRY
OG0005850	LOC117147983|XP_033171025.1|DMAU	LOC120775349|XP_039961434.1|BTRY
OG0005851	LOC117148762|XP_033172253.1|DMAU	LOC120767803|XP_039950006.1|BTRY
OG0005852	LOC117142786|XP_033162869.1|DMAU	LOC120782204|XP_039970294.1|BTRY
OG0005853	LOC117148426|XP_033171688.1|DMAU	LOC120774248|XP_039959647.1|BTRY
OG0005854	LOC117143697|XP_033164383.1|DMAU	LOC120770178|XP_039953331.1|BTRY
OG0005855	LOC117146500|XP_033168642.1|DMAU	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY
OG0005856	LOC117147758|XP_033170661.1|DMAU	LOC120774523|XP_039960154.1|BTRY
OG0005857	LOC117145516|XP_033167097.1|DMAU	LOC120767045|XP_039948832.1|BTRY
OG0005858	LOC117142249|XP_033161993.1|DMAU	LOC120773085|XP_039957988.1|BTRY
OG0005859	LOC117140016|XP_033158633.1|DMAU	LOC120767270|XP_039949075.1|BTRY
OG0005860	LOC117142651|XP_033162651.1|DMAU	LOC120782816|XP_039971242.1|BTRY
OG0005861	LOC117145778|XP_033167447.1|DMAU	LOC120774948|XP_039960765.1|BTRY
OG0005862	LOC117137093|XP_033154269.1|DMAU	LOC120770152|XP_039953280.1|BTRY
OG0005863	LOC117138634|XP_033156737.1|DMAU	LOC120770211|XP_039953399.1|BTRY
OG0005864	LOC117142935|XP_033163137.1|DMAU	LOC120782318|XP_039970473.1|BTRY
OG0005865	LOC117145680|XP_033167312.1|DMAU	LOC120782534|XP_039970798.1|BTRY
OG0005866	LOC117137286|XP_033154549.1|DMAU	LOC120773071|XP_039957947.1|BTRY
OG0005867	LOC117142440|XP_033162337.1|DMAU	LOC120767579|XP_039949658.1|BTRY
OG0005868	LOC117137219|XP_033154465.1|DMAU	LOC120772291|XP_039956735.1|BTRY
OG0005869	LOC117148852|XP_033172401.1|DMAU	LOC120775498|XP_039961639.1|BTRY
OG0005870	LOC117146559|XP_033168748.1|DMAU	LOC120775838|XP_039962141.1|BTRY
OG0005871	LOC117147874|XP_033170845.1|DMAU	LOC120775752|XP_039962014.1|BTRY
OG0005872	LOC117144085|XP_033164990.1|DMAU	LOC120774887|XP_039960682.1|BTRY
OG0005873	LOC117142351|XP_033162165.1|DMAU	LOC120766172|XP_039947459.1|BTRY
OG0005874	LOC117146428|XP_033168523.1|DMAU	LOC120773544|XP_039958438.1|BTRY
OG0005875	LOC117137983|XP_033155652.1|DMAU	LOC120772883|XP_039957665.1|BTRY
OG0005876	LOC117147456|XP_033170232.1|DMAU	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY
OG0005877	LOC117147349|XP_033170101.1|DMAU	LOC120773591|XP_039958519.1|BTRY
OG0005878	LOC117147899|XP_033170897.1|DMAU	LOC120775739|XP_039961991.1|BTRY
OG0005879	LOC117147002|XP_033169573.1|DMAU	LOC120773656|XP_039958603.1|BTRY
OG0005880	LOC117139705|XP_033158110.1|DMAU	LOC120778010|XP_039965609.1|BTRY
OG0005881	LOC117141877|XP_033161457.1|DMAU	LOC120777396|XP_039964626.1|BTRY
OG0005882	LOC117146641|XP_033168866.1|DMAU	LOC120774503|XP_039960117.1|BTRY
OG0005883	LOC117141633|XP_033161073.1|DMAU	LOC120776512|XP_039963154.1|BTRY
OG0005884	LOC117140610|XP_033159512.1|DMAU	LOC120777773|XP_039965224.1|BTRY
OG0005885	LOC117142014|XP_033161759.1|DMAU	LOC120777710|XP_039965122.1|BTRY
OG0005886	LOC117141780|XP_033161303.1|DMAU	LOC120778988|XP_039967022.1|BTRY
OG0005887	LOC117141876|XP_033161453.1|DMAU	LOC120777284|XP_039964428.1|BTRY
OG0005888	LOC117141700|XP_033161198.1|DMAU	LOC120779116|XP_039967238.1|BTRY
OG0005889	LOC117139418|XP_033157587.1|DMAU	LOC120776778|XP_039963690.1|BTRY
OG0005890	LOC117148748|XP_033172229.1|DMAU	LOC120776726|XP_039963575.1|BTRY
OG0005891	LOC117140311|XP_033159047.1|DMAU	LOC120776727|XP_039963577.1|BTRY
OG0005892	LOC117139684|XP_033158061.1|DMAU	LOC120777734|XP_039965158.1|BTRY
OG0005893	LOC117140203|XP_033158880.1|DMAU	LOC120776461|XP_039963062.1|BTRY
OG0005894	LOC117140204|XP_033158881.1|DMAU	LOC120776462|XP_039963063.1|BTRY
OG0005895	LOC117140205|XP_033158883.1|DMAU	LOC120776463|XP_039963064.1|BTRY
OG0005896	LOC117139041|XP_033157033.1|DMAU	LOC120777622|XP_039965007.1|BTRY
OG0005897	LOC117139665|XP_033158026.1|DMAU	LOC120777214|XP_039964324.1|BTRY
OG0005898	LOC117147221|XP_033169925.1|DMAU	LOC120774409|XP_039959969.1|BTRY
OG0005899	LOC117137132|XP_033154322.1|DMAU	LOC120771002|XP_039954695.1|BTRY
OG0005900	LOC117136423|XP_033153228.1|DMAU	LOC120773415|XP_039958219.1|BTRY
OG0005901	LOC117135612|XP_033151865.1|DMAU	LOC120770007|XP_039953034.1|BTRY
OG0005902	LOC117137299|XP_033154567.1|DMAU	LOC120772020|XP_039956319.1|BTRY
OG0005903	LOC117145813|XP_033167505.1|DMAU	LOC120766482|XP_039947958.1|BTRY
OG0005904	LOC117142590|XP_033162554.1|DMAU	LOC120770027|XP_039953069.1|BTRY
OG0005905	LOC117140687|XP_033159633.1|DMAU	LOC120776725|XP_039963573.1|BTRY
OG0005906	LOC117138946|XP_033156871.1|DMAU	LOC120777480|XP_039964748.1|BTRY
OG0005907	LOC117140702|XP_033159658.1|DMAU	LOC120777757|XP_039965190.1|BTRY
OG0005908	LOC117141042|XP_033160215.1|DMAU	LOC120778517|XP_039966286.1|BTRY
OG0005909	LOC117139295|XP_033157417.1|DMAU	LOC120778270|XP_039965983.1|BTRY
OG0005910	LOC117136118|XP_033152705.1|DMAU	LOC120770052|XP_039953105.1|BTRY
OG0005911	LOC117136119|XP_033152709.1|DMAU	LOC120772882|XP_039957664.1|BTRY
OG0005912	LOC117138253|XP_033156104.1|DMAU	LOC120772682|XP_039957354.1|BTRY
OG0005913	LOC117144865|XP_033166160.1|DMAU	LOC120766947|XP_039948978.1|BTRY
OG0005914	LOC117137730|XP_033155197.1|DMAU	LOC120772515|XP_039957097.1|BTRY
OG0005915	LOC117138365|XP_033156322.1|DMAU	LOC120772061|XP_039956381.1|BTRY
OG0005916	LOC117137236|XP_033154488.1|DMAU	LOC120772325|XP_039956790.1|BTRY
OG0005917	LOC117135530|XP_033151690.1|DMAU	LOC120772575|XP_039957203.1|BTRY
OG0005918	LOC117147057|XP_033169702.1|DMAU	LOC120775513|XP_039961655.1|BTRY
OG0005919	LOC117138463|XP_033156480.1|DMAU	LOC120771348|XP_039955229.1|BTRY
OG0005920	LOC117135584|XP_033151803.1|DMAU	LOC120770148|XP_039953272.1|BTRY
OG0005921	LOC117141834|XP_033161381.1|DMAU	LOC120776354|XP_039962845.1|BTRY
OG0005922	LOC117146620|XP_033168843.1|DMAU	LOC120776104|XP_039962527.1|BTRY
OG0005923	LOC117141183|XP_033160412.1|DMAU	LOC120776432|XP_039963020.1|BTRY
OG0005924	LOC117139761|XP_033158219.1|DMAU	LOC120776438|XP_039963025.1|BTRY
OG0005925	LOC117141235|XP_033160488.1|DMAU	LOC120777548|XP_039964871.1|BTRY
OG0005926	LOC117148346|XP_033171573.1|DMAU	LOC120774912|XP_039960718.1|BTRY
OG0005927	LOC117145439|XP_033166986.1|DMAU	LOC120769877|XP_039952968.1|BTRY
OG0005928	LOC117147087|XP_033169743.1|DMAU	LOC120773948|XP_039959103.1|BTRY
OG0005929	LOC117140459|XP_033159290.1|DMAU	LOC120781252|XP_039969336.1|BTRY
OG0005930	LOC117136555|XP_033153399.1|DMAU	LOC120772517|XP_039957099.1|BTRY
OG0005931	LOC117136139|XP_033152736.1|DMAU	LOC120771195|XP_039955025.1|BTRY
OG0005932	LOC117135674|XP_033151961.1|DMAU	LOC120771708|XP_039955787.1|BTRY
OG0005933	LOC117137398|XP_033154710.1|DMAU	LOC120771207|XP_039955044.1|BTRY
OG0005934	LOC117137938|XP_033155588.1|DMAU	LOC120771316|XP_039955189.1|BTRY
OG0005935	LOC117139078|XP_033157080.1|DMAU	LOC120779114|XP_039967231.1|BTRY
OG0005936	LOC117150240|XP_033172925.1|DMAU	LOC120769204|XP_039952033.1|BTRY
OG0005937	LOC117139169|XP_033157219.1|DMAU	LOC120776524|XP_039963182.1|BTRY
OG0005938	LOC117136917|XP_033153941.1|DMAU	LOC120771379|XP_039955276.1|BTRY
OG0005939	LOC117148015|XP_033171068.1|DMAU	LOC120775695|XP_039961940.1|BTRY
OG0005940	LOC117138425|XP_033156421.1|DMAU	LOC120771804|XP_039955941.1|BTRY
OG0005941	LOC117137843|XP_033155435.1|DMAU	LOC120772317|XP_039956768.1|BTRY
OG0005942	LOC117136058|XP_033152596.1|DMAU	LOC120770202|XP_039953379.1|BTRY
OG0005943	LOC117138079|XP_033155794.1|DMAU	LOC120771135|XP_039954934.1|BTRY
OG0005944	LOC117137207|XP_033154452.1|DMAU	LOC120773067|XP_039957938.1|BTRY
OG0005945	LOC117137615|XP_033155031.1|DMAU	LOC120772015|XP_039956315.1|BTRY
OG0005946	LOC117137792|XP_033155341.1|DMAU	LOC120772327|XP_039956794.1|BTRY
OG0005947	LOC117136780|XP_033153721.1|DMAU	LOC120771666|XP_039955716.1|BTRY
OG0005948	LOC117141481|XP_033160850.1|DMAU	LOC120777409|XP_039964641.1|BTRY
OG0005949	LOC117139297|XP_033157420.1|DMAU	LOC120777828|XP_039965299.1|BTRY
OG0005950	LOC117141297|XP_033160570.1|DMAU	LOC120768851|XP_039951538.1|BTRY
OG0005951	LOC117141844|XP_033161402.1|DMAU	LOC120777845|XP_039965315.1|BTRY
OG0005952	LOC117141285|XP_033160548.1|DMAU	LOC120768850|XP_039951535.1|BTRY
OG0005953	LOC117136479|XP_033153310.1|DMAU	LOC120767302|XP_039949122.1|BTRY
OG0005954	LOC117150370|XP_033173123.1|DMAU	LOC120769558|XP_039952541.1|BTRY
OG0005955	LOC117144312|XP_033165315.1|DMAU	LOC120777975|XP_039965549.1|BTRY
OG0005956	LOC117138106|XP_033155859.1|DMAU	LOC120770882|XP_039954456.1|BTRY
OG0005957	LOC117144693|XP_033165907.1|DMAU	LOC120782472|XP_039970699.1|BTRY
OG0005958	LOC117144797|XP_033166064.1|DMAU	LOC120769053|XP_039951836.1|BTRY
OG0005959	LOC117150256|XP_033172951.1|DMAU	LOC120768962|XP_039951690.1|BTRY
OG0005960	LOC117148216|XP_033171396.1|DMAU	LOC120774058|XP_039959297.1|BTRY
OG0005961	LOC117138245|XP_033156087.1|DMAU	LOC120771009|XP_039954708.1|BTRY
OG0005962	LOC117137594|XP_033154996.1|DMAU	LOC120770528|XP_039954011.1|BTRY
OG0005963	LOC117150271|XP_033172967.1|DMAU	LOC120767709|XP_039949838.1|BTRY
OG0005964	LOC117135797|XP_033152182.1|DMAU	LOC120770521|XP_039953997.1|BTRY
OG0005965	LOC117138263|XP_033156118.1|DMAU	LOC120770947|XP_039954594.1|BTRY
OG0005966	LOC117136067|XP_033152607.1|DMAU	LOC120768409|XP_039951024.1|BTRY
OG0005967	LOC117135417|XP_033151460.1|DMAU	LOC120772548|XP_039957167.1|BTRY
OG0005968	LOC117138397|XP_033156364.1|DMAU	LOC120771823|XP_039955982.1|BTRY
OG0005969	LOC117137539|XP_033154927.1|DMAU	LOC120771673|XP_039955730.1|BTRY
OG0005970	LOC117140624|XP_033159534.1|DMAU	LOC120773478|XP_039958331.1|BTRY
OG0005971	LOC117136074|XP_033152618.1|DMAU	LOC120770339|XP_039953671.1|BTRY
OG0005972	LOC117140106|XP_033158756.1|DMAU	LOC120776728|XP_039963582.1|BTRY
OG0005973	LOC117140676|XP_033159621.1|DMAU	LOC120777496|XP_039964775.1|BTRY
OG0005974	LOC117139645|XP_033157995.1|DMAU	LOC120778939|XP_039966930.1|BTRY
OG0005975	LOC117140107|XP_033158760.1|DMAU	LOC120778119|XP_039965757.1|BTRY
OG0005976	LOC117145412|XP_033166945.1|DMAU	LOC120775493|XP_039961632.1|BTRY
OG0005977	LOC117137152|XP_033154353.1|DMAU	LOC120774376|XP_039959906.1|BTRY
OG0005978	LOC117138577|XP_033156641.1|DMAU	LOC120771040|XP_039954769.1|BTRY
OG0005979	LOC117136579|XP_033153441.1|DMAU	LOC120770324|XP_039953640.1|BTRY
OG0005980	LOC117136431|XP_033153236.1|DMAU	LOC120771609|XP_039955628.1|BTRY
OG0005981	LOC117148237|XP_033171427.1|DMAU	LOC120774381|XP_039959920.1|BTRY
OG0005982	LOC117137080|XP_033154200.1|DMAU	LOC120771631|XP_039955658.1|BTRY
OG0005983	LOC117147570|XP_033170406.1|DMAU	LOC120775426|XP_039961543.1|BTRY
OG0005984	LOC117146879|XP_033169362.1|DMAU	LOC120774024|XP_039959246.1|BTRY
OG0005985	LOC117148439|XP_033171703.1|DMAU	LOC120776145|XP_039962619.1|BTRY
OG0005986	LOC117148419|XP_033171678.1|DMAU	LOC120775288|XP_039961335.1|BTRY
OG0005987	LOC117146885|XP_033169372.1|DMAU	LOC120774128|XP_039959435.1|BTRY
OG0005988	LOC117137685|XP_033155145.1|DMAU	LOC120771286|XP_039955148.1|BTRY
OG0005989	LOC117135626|XP_033151885.1|DMAU	LOC120770985|XP_039954661.1|BTRY
OG0005990	LOC117138401|XP_033156370.1|DMAU	LOC120770511|XP_039953980.1|BTRY
OG0005991	LOC117137396|XP_033154708.1|DMAU	LOC120770097|XP_039953189.1|BTRY
OG0005992	LOC117141723|XP_033161231.1|DMAU	LOC120777101|XP_039964171.1|BTRY
OG0005993	LOC117141724|XP_033161233.1|DMAU	LOC120778634|XP_039966463.1|BTRY
OG0005994	LOC117141718|XP_033161224.1|DMAU	LOC120778275|XP_039965989.1|BTRY
OG0005995	LOC117141096|XP_033160303.1|DMAU	LOC120776667|XP_039963476.1|BTRY
OG0005996	LOC117141208|XP_033160453.1|DMAU	LOC120777391|XP_039964618.1|BTRY
OG0005997	LOC117136510|XP_033153344.1|DMAU	LOC120774863|XP_039960626.1|BTRY
OG0005998	LOC117141787|XP_033161312.1|DMAU	LOC120778451|XP_039966178.1|BTRY
