Orthogroup	DMAU.longest_only	DSUZ.longest_only
OG0005117	LOC117146621|XP_033168844.1|DMAU	LOC108016777|XP_016939032.1|DSUZ
OG0005118	LOC117145663|XP_033167290.1|DMAU	LOC108021466|XP_016945687.1|DSUZ
OG0005119	LOC117135468|XP_033151572.1|DMAU	LOC108017972|XP_036670120.1|DSUZ
OG0005120	LOC117140718|XP_033159674.1|DMAU	LOC108013542|XP_016934933.1|DSUZ
OG0005121	LOC117141420|XP_033160739.1|DMAU	LOC108020758|XP_036670654.1|DSUZ
OG0005122	LOC117140842|XP_033159857.1|DMAU	LOC108011263|XP_016931858.1|DSUZ
OG0005123	LOC117141131|XP_033160348.1|DMAU	LOC108015539|XP_036670396.1|DSUZ
OG0005124	LOC117139021|XP_033157006.1|DMAU	LOC108006797|XP_036670684.1|DSUZ
OG0005125	LOC117142010|XP_033161749.1|DMAU	LOC108006684|XP_036671602.1|DSUZ
OG0005126	LOC117140869|XP_033159899.1|DMAU	LOC108012344|XP_016933181.1|DSUZ
OG0005127	LOC117139450|XP_033157649.1|DMAU	LOC108012876|XP_016933853.1|DSUZ
OG0005128	LOC117135877|XP_033152312.1|DMAU	LOC108007642|XP_036669904.1|DSUZ
OG0005129	LOC117140496|XP_033159350.1|DMAU	LOC108013485|XP_016934857.1|DSUZ
OG0005130	LOC117139636|XP_033157987.1|DMAU	LOC108012842|XP_016933797.1|DSUZ
OG0005131	LOC117139045|XP_033157039.1|DMAU	LOC108005762|XP_036671026.1|DSUZ
OG0005132	LOC117139968|XP_033158560.1|DMAU	LOC108007731|XP_016926972.1|DSUZ
OG0005133	LOC117141465|XP_033160817.1|DMAU	LOC108007125|XP_036672015.1|DSUZ
OG0005134	LOC117140635|XP_033159552.1|DMAU	LOC108011737|XP_036671259.1|DSUZ
OG0005135	LOC117141823|XP_033161367.1|DMAU	LOC108013244|XP_016934480.1|DSUZ
OG0005136	LOC117141820|XP_033161363.1|DMAU	LOC108013402|XP_016934745.1|DSUZ
OG0005137	LOC117144898|XP_033166219.1|DMAU	LOC108020162|XP_016943753.2|DSUZ
OG0005138	LOC117140184|XP_033158851.1|DMAU	LOC118877399|XP_036671954.1|DSUZ
OG0005139	LOC117142064|XP_033161832.1|DMAU	LOC108013312|XP_016934593.1|DSUZ
OG0005140	LOC117135211|XP_033151190.1|DMAU	LOC108021483|XP_016945717.1|DSUZ
OG0005141	LOC117135581|XP_033151797.1|DMAU	LOC108009498|XP_016929382.1|DSUZ
OG0005142	LOC117140621|XP_033159531.1|DMAU	LOC108013544|XP_016934938.1|DSUZ
OG0005143	LOC117139218|XP_033157292.1|DMAU	LOC108013117|XP_016934263.1|DSUZ
OG0005144	LOC117141380|XP_033160681.1|DMAU	LOC108012666|XP_016933582.1|DSUZ
OG0005145	LOC117140945|XP_033160033.1|DMAU	LOC108013557|XP_016934960.1|DSUZ
OG0005146	LOC117142058|XP_033161824.1|DMAU	LOC108013106|XP_016934242.1|DSUZ
OG0005147	LOC117142060|XP_033161828.1|DMAU	LOC108013108|XP_016934246.1|DSUZ
OG0005148	LOC117139014|XP_033156999.1|DMAU	LOC108013407|XP_016934753.1|DSUZ
OG0005149	LOC117135773|XP_033152133.1|DMAU	LOC108009501|XP_016929391.1|DSUZ
OG0005150	LOC117139672|XP_033158040.1|DMAU	LOC108018839|XP_016941915.1|DSUZ
OG0005151	LOC117139011|XP_033156994.1|DMAU	LOC108020067|XP_016943655.1|DSUZ
OG0005152	LOC117140384|XP_033159141.1|DMAU	LOC108020064|XP_016943652.1|DSUZ
OG0005153	LOC117140381|XP_033159138.1|DMAU	LOC108020060|XP_016943649.1|DSUZ
OG0005154	LOC117140379|XP_033159134.1|DMAU	LOC108020053|XP_036670530.1|DSUZ
OG0005155	LOC117140850|XP_033159868.1|DMAU	LOC108012420|XP_016933269.1|DSUZ
OG0005156	LOC117142671|XP_033162695.1|DMAU	LOC108018403|XP_016941449.1|DSUZ
OG0005157	LOC117138377|XP_033156336.1|DMAU	LOC108009579|XP_016929534.1|DSUZ
OG0005158	LOC117139875|XP_033158423.1|DMAU	LOC108013119|XP_016934278.1|DSUZ
OG0005159	LOC117139632|XP_033157982.1|DMAU	LOC108019465|XP_016942781.2|DSUZ
OG0005160	LOC117141469|XP_033160823.1|DMAU	LOC108015548|XP_036671770.1|DSUZ
OG0005161	LOC117135946|XP_033152424.1|DMAU	LOC108009935|XP_016930165.1|DSUZ
OG0005162	LOC117147547|XP_033170375.1|DMAU	LOC108014995|XP_016936708.1|DSUZ
OG0005163	LOC117140483|XP_033159324.1|DMAU	LOC108007448|XP_016926599.1|DSUZ
OG0005164	LOC117140909|XP_033159972.1|DMAU	LOC108013516|XP_016934899.1|DSUZ
OG0005165	LOC117137206|XP_033154451.1|DMAU	LOC108018060|XP_016940944.1|DSUZ
OG0005166	LOC117144272|XP_033165264.1|DMAU	LOC108016249|XP_016938361.2|DSUZ
OG0005167	LOC117144275|XP_033165269.1|DMAU	LOC108016256|XP_016938367.1|DSUZ
OG0005168	LOC117141849|XP_033161414.1|DMAU	LOC108006850|XP_036672382.1|DSUZ
OG0005169	LOC117141411|XP_033160727.1|DMAU	LOC108011873|XP_016932606.2|DSUZ
OG0005170	LOC117141412|XP_033160728.1|DMAU	LOC108011828|XP_036671629.1|DSUZ
OG0005171	LOC117141528|XP_033160908.1|DMAU	LOC108011841|XP_016932568.1|DSUZ
OG0005172	LOC117135921|XP_033152380.1|DMAU	LOC108010168|XP_016930500.1|DSUZ
OG0005173	LOC117138296|XP_033156187.1|DMAU	LOC108017969|XP_016940755.1|DSUZ
OG0005174	LOC117137277|XP_033154537.1|DMAU	LOC108010269|XP_016930619.1|DSUZ
OG0005175	LOC117138554|XP_033156603.1|DMAU	LOC108009629|XP_016929607.1|DSUZ
OG0005176	LOC117137296|XP_033154559.1|DMAU	LOC108019927|XP_016943526.1|DSUZ
OG0005177	LOC117137331|XP_033154612.1|DMAU	LOC108010090|XP_016930398.1|DSUZ
OG0005178	LOC117141045|XP_033160218.1|DMAU	LOC108012436|XP_016933291.1|DSUZ
OG0005179	LOC117141916|XP_033161536.1|DMAU	LOC108012829|XP_016933778.1|DSUZ
OG0005180	LOC117139265|XP_033157376.1|DMAU	LOC108012939|XP_016933964.1|DSUZ
OG0005181	LOC117146382|XP_033168439.1|DMAU	LOC108006273|XP_016925212.1|DSUZ
OG0005182	LOC117137920|XP_033155557.1|DMAU	LOC108009496|XP_016929378.1|DSUZ
OG0005183	LOC117137754|XP_033155256.1|DMAU	LOC108009816|XP_016929986.1|DSUZ
OG0005184	LOC117136491|XP_033153323.1|DMAU	LOC108009644|XP_016929635.1|DSUZ
OG0005185	LOC117138004|XP_033155696.1|DMAU	LOC108009895|XP_016930102.1|DSUZ
OG0005186	LOC117135729|XP_033152063.1|DMAU	LOC108008482|XP_016927830.1|DSUZ
OG0005187	LOC117138294|XP_033156164.1|DMAU	LOC108017967|XP_036670069.1|DSUZ
OG0005188	LOC117136747|XP_033153670.1|DMAU	LOC108018154|XP_016941110.1|DSUZ
OG0005189	LOC117148936|XP_033172553.1|DMAU	LOC108015225|XP_036676079.1|DSUZ
OG0005190	LOC117141495|XP_033160873.1|DMAU	LOC108006818|XP_036672096.1|DSUZ
OG0005191	LOC117145853|XP_033167564.1|DMAU	LOC108007380|XP_036673755.1|DSUZ
OG0005192	LOC117136560|XP_033153405.1|DMAU	LOC108009334|XP_036669142.1|DSUZ
OG0005193	LOC117138073|XP_033155788.1|DMAU	LOC108009326|XP_016929085.1|DSUZ
OG0005194	LOC117138348|XP_033156282.1|DMAU	LOC108010157|XP_016930482.1|DSUZ
OG0005195	LOC117136083|XP_033152645.1|DMAU	LOC108017930|XP_016940612.1|DSUZ
OG0005196	LOC117140104|XP_033158750.1|DMAU	LOC108005802|XP_016924621.1|DSUZ
OG0005197	LOC117137358|XP_033154650.1|DMAU	LOC108008374|XP_016927703.1|DSUZ
OG0005198	LOC117140251|XP_033158944.1|DMAU	LOC108007283|XP_036671632.1|DSUZ
OG0005199	LOC117135663|XP_033151945.1|DMAU	LOC108018230|XP_016941241.1|DSUZ
OG0005200	LOC117137891|XP_033155514.1|DMAU	LOC108009672|XP_016929692.1|DSUZ
OG0005201	LOC117137808|XP_033155377.1|DMAU	LOC108008300|XP_016927601.1|DSUZ
OG0005202	LOC117136787|XP_033153734.1|DMAU	LOC108010146|XP_016930470.1|DSUZ
OG0005203	LOC117135785|XP_033152157.1|DMAU	LOC108009124|XP_016928700.1|DSUZ
OG0005204	LOC117138851|XP_033156863.1|DMAU	LOC108021313|XP_016945456.1|DSUZ
OG0005205	LOC117143835|XP_033164581.1|DMAU	LOC108021266|XP_016945383.1|DSUZ
OG0005206	LOC117136924|XP_033153951.1|DMAU	LOC108010160|XP_016930486.1|DSUZ
OG0005207	LOC117137929|XP_033155571.1|DMAU	LOC108009980|XP_016930243.1|DSUZ
OG0005208	LOC117137997|XP_033155675.1|DMAU	LOC108008201|XP_036669255.1|DSUZ
OG0005209	LOC117136496|XP_033153334.1|DMAU	LOC108021409|XP_016945605.1|DSUZ
OG0005210	LOC117149856|XP_033172719.1|DMAU	LOC108021155|XP_036670104.1|DSUZ
OG0005211	LOC117139804|XP_033158318.1|DMAU	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ
OG0005212	LOC117137362|XP_033154654.1|DMAU	LOC108009843|XP_016930025.1|DSUZ
OG0005213	LOC117148504|XP_033171798.1|DMAU	LOC108015253|XP_016937094.1|DSUZ
OG0005214	LOC117140419|XP_033159241.1|DMAU	LOC108011942|XP_016932680.1|DSUZ
OG0005215	LOC117150984|XP_033174072.1|DMAU	LOC108021464|XP_016945683.1|DSUZ
OG0005216	LOC117147488|XP_033170280.1|DMAU	LOC108019699|XP_016943086.1|DSUZ
OG0005217	LOC117144723|XP_033165959.1|DMAU	LOC108018053|XP_016940936.1|DSUZ
OG0005218	LOC117148980|XP_033172591.1|DMAU	LOC108019129|XP_016942356.1|DSUZ
OG0005219	LOC117136806|XP_033153762.1|DMAU	LOC108010048|XP_016930347.1|DSUZ
OG0005220	LOC117139460|XP_033157663.1|DMAU	LOC108013011|XP_016934088.1|DSUZ
OG0005221	LOC117147378|XP_033170142.1|DMAU	LOC108005726|XP_016924545.1|DSUZ
OG0005222	LOC117136816|XP_033153780.1|DMAU	LOC108013483|XP_016934858.1|DSUZ
OG0005223	LOC117135928|XP_033152391.1|DMAU	LOC108021085|XP_016945095.1|DSUZ
OG0005224	LOC117150744|XP_033173672.1|DMAU	LOC108007872|XP_036669109.1|DSUZ
OG0005225	LOC117136753|XP_033153681.1|DMAU	LOC108021385|XP_016945571.1|DSUZ
OG0005226	LOC117135511|XP_033151641.1|DMAU	LOC108011971|XP_016932720.2|DSUZ
OG0005227	LOC117150351|XP_033173093.1|DMAU	LOC108021596|XP_016945878.1|DSUZ
OG0005228	LOC117150505|XP_033173302.1|DMAU	LOC108021518|XP_016945767.1|DSUZ
OG0005229	LOC117150930|XP_033173983.1|DMAU	LOC108021008|XP_016944973.1|DSUZ
OG0005230	LOC117140588|XP_033159490.1|DMAU	LOC108018342|XP_016941375.1|DSUZ
OG0005231	LOC117147083|XP_033169741.1|DMAU	LOC108004968|XP_016923561.1|DSUZ
OG0005232	LOC117136432|XP_033153240.1|DMAU	LOC108021140|XP_016945189.1|DSUZ
OG0005233	LOC117150396|XP_033173150.1|DMAU	LOC108006441|XP_016925458.1|DSUZ
OG0005234	LOC117150629|XP_033173489.1|DMAU	LOC108021577|XP_016945849.1|DSUZ
OG0005235	LOC117148321|XP_033171548.1|DMAU	LOC108020929|XP_016944841.1|DSUZ
OG0005236	LOC117142302|XP_033162083.1|DMAU	LOC108007467|XP_016926635.1|DSUZ
OG0005237	LOC117150411|XP_033173173.1|DMAU	LOC108021480|XP_016945711.1|DSUZ
OG0005238	LOC117146609|XP_033168829.1|DMAU	LOC108012165|XP_016932951.1|DSUZ
OG0005239	LOC117150301|XP_033173019.1|DMAU	LOC108021474|XP_016945702.1|DSUZ
OG0005240	LOC117137268|XP_033154527.1|DMAU	LOC108021263|XP_016945377.1|DSUZ
OG0005241	LOC117135231|XP_033151241.1|DMAU	LOC108021034|XP_016945012.1|DSUZ
OG0005242	LOC117147952|XP_033170990.1|DMAU	LOC108005843|XP_016924683.1|DSUZ
OG0005243	LOC117150931|XP_033173987.1|DMAU	LOC108020978|XP_036677034.1|DSUZ
OG0005244	LOC117143077|XP_033163436.1|DMAU	LOC108008075|XP_036672516.1|DSUZ
OG0005245	LOC117142859|XP_033162998.1|DMAU	LOC108017127|XP_036674874.1|DSUZ
OG0005246	LOC117145939|XP_033167713.1|DMAU	LOC108020958|XP_016944894.2|DSUZ
OG0005247	LOC117138493|XP_033156514.1|DMAU	LOC108009791|XP_016929940.1|DSUZ
OG0005248	LOC117142802|XP_033162899.1|DMAU	LOC108004880|XP_036673962.1|DSUZ
OG0005249	LOC117144001|XP_033164846.1|DMAU	LOC108018611|XP_016941662.2|DSUZ
OG0005250	LOC117142637|XP_033163267.1|DMAU	LOC108017481|XP_016940075.1|DSUZ
OG0005251	LOC117142872|XP_033163034.1|DMAU	LOC108020999|XP_016944955.1|DSUZ
OG0005252	LOC117135194|XP_033151155.1|DMAU	LOC108017922|XP_016940588.1|DSUZ
OG0005253	LOC117150854|XP_033173836.1|DMAU	LOC108014531|XP_016936166.1|DSUZ
OG0005254	LOC117150468|XP_033173255.1|DMAU	LOC108009384|XP_016929187.1|DSUZ
OG0005255	LOC117146089|XP_033167940.1|DMAU	LOC108021530|XP_016945781.1|DSUZ
OG0005256	LOC117135627|XP_033151889.1|DMAU	LOC108015732|XP_016937759.1|DSUZ
OG0005257	LOC117149758|XP_033172710.1|DMAU	LOC108021625|XP_016945920.1|DSUZ
OG0005258	LOC117144784|XP_033166047.1|DMAU	LOC108021484|XP_016945714.1|DSUZ
OG0005259	LOC117137884|XP_033155509.1|DMAU	LOC108020663|XP_016944517.1|DSUZ
OG0005260	LOC117137910|XP_033155549.1|DMAU	LOC108020675|XP_016944537.1|DSUZ
OG0005261	LOC117145843|XP_033167582.1|DMAU	LOC108021281|XP_016945408.1|DSUZ
OG0005262	LOC117137210|XP_033154460.1|DMAU	LOC108015193|XP_016937005.1|DSUZ
OG0005263	LOC117150275|XP_033172975.1|DMAU	LOC108020969|XP_036675270.1|DSUZ
OG0005264	LOC117144742|XP_033165986.1|DMAU	LOC108012201|XP_016932988.1|DSUZ
OG0005265	LOC117136383|XP_033153208.1|DMAU	LOC108021038|XP_016945018.1|DSUZ
OG0005266	LOC117135241|XP_033151274.1|DMAU	LOC108020931|XP_016944847.1|DSUZ
OG0005267	LOC117141052|XP_033160233.1|DMAU	LOC108021176|XP_016945247.1|DSUZ
OG0005268	LOC117141046|XP_033160222.1|DMAU	LOC108021175|XP_016945246.1|DSUZ
OG0005269	LOC117144434|XP_033165476.1|DMAU	LOC108021144|XP_016945200.2|DSUZ
OG0005270	LOC117149598|XP_033172693.1|DMAU	LOC108021655|XP_016945956.1|DSUZ
OG0005271	LOC117135247|XP_033151283.1|DMAU	LOC108020975|XP_016944914.1|DSUZ
OG0005272	LOC117135249|XP_033151284.1|DMAU	LOC108021242|XP_016945340.1|DSUZ
OG0005273	LOC117139655|XP_033158049.1|DMAU	LOC108010562|XP_016930933.1|DSUZ
OG0005274	LOC117139643|XP_033157997.1|DMAU	LOC108021152|XP_016945212.1|DSUZ
OG0005275	LOC117136160|XP_033152778.1|DMAU	LOC108018075|XP_016940969.1|DSUZ
OG0005276	LOC117150987|XP_033174080.1|DMAU	LOC108021547|XP_036673922.1|DSUZ
OG0005277	LOC117150981|XP_033174064.1|DMAU	LOC108005899|XP_016924786.1|DSUZ
OG0005278	LOC117137170|XP_033154374.1|DMAU	LOC108009864|XP_016930053.1|DSUZ
OG0005279	LOC117135159|XP_033151110.1|DMAU	LOC108007641|XP_016926851.1|DSUZ
OG0005280	LOC117148850|XP_033172441.1|DMAU	LOC108021362|XP_016945541.1|DSUZ
OG0005281	LOC117146239|XP_033168042.1|DMAU	LOC108005596|XP_016924425.2|DSUZ
OG0005282	LOC117145715|XP_033167352.1|DMAU	LOC108004870|XP_016923443.1|DSUZ
OG0005283	LOC117142972|XP_033163211.1|DMAU	LOC108015775|XP_016937807.2|DSUZ
OG0005284	LOC117150371|XP_033173124.1|DMAU	LOC108017116|XP_016939568.1|DSUZ
OG0005285	LOC117138601|XP_033156681.1|DMAU	LOC108005655|XP_016924463.1|DSUZ
OG0005286	LOC117135953|XP_033152438.1|DMAU	LOC108017230|XP_016939719.1|DSUZ
OG0005287	LOC117146865|XP_033169346.1|DMAU	LOC108017208|XP_016939698.1|DSUZ
OG0005288	LOC117135304|XP_033151383.1|DMAU	LOC108017847|XP_036668583.1|DSUZ
OG0005289	LOC117136223|XP_033152889.1|DMAU	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ
OG0005290	LOC117143931|XP_033164739.1|DMAU	LOC108016287|XP_016938410.1|DSUZ
OG0005291	LOC117144268|XP_033165299.1|DMAU	LOC108006089|XP_016925028.1|DSUZ
OG0005292	LOC117136257|XP_033152965.1|DMAU	LOC108020707|XP_016944567.1|DSUZ
OG0005293	LOC117143575|XP_033164215.1|DMAU	LOC108013570|XP_016934985.1|DSUZ
OG0005294	LOC117142921|XP_033163113.1|DMAU	LOC108021223|XP_016945315.1|DSUZ
OG0005295	LOC117143766|XP_033165172.1|DMAU	LOC108017173|XP_036668702.1|DSUZ
OG0005296	LOC117145433|XP_033166971.1|DMAU	LOC108007994|XP_036675006.1|DSUZ
OG0005297	LOC117135119|XP_033151028.1|DMAU	LOC108021600|XP_016945883.1|DSUZ
OG0005298	LOC117151073|XP_033174208.1|DMAU	LOC108021069|XP_016945070.1|DSUZ
OG0005299	LOC117142304|XP_033162082.1|DMAU	LOC108015446|XP_036675424.1|DSUZ
OG0005300	LOC117147331|XP_033170076.1|DMAU	LOC108004705|XP_016923207.1|DSUZ
OG0005301	LOC117135301|XP_033151369.1|DMAU	LOC108019425|XP_016942739.1|DSUZ
OG0005302	LOC117136264|XP_033152974.1|DMAU	LOC108009758|XP_016929869.1|DSUZ
OG0005303	LOC117148200|XP_033171375.1|DMAU	LOC108020928|XP_016944840.1|DSUZ
OG0005304	LOC117150246|XP_033172934.1|DMAU	LOC108006474|XP_016925489.1|DSUZ
OG0005305	LOC117137167|XP_033154371.1|DMAU	LOC108009863|XP_016930052.1|DSUZ
OG0005306	LOC117135117|XP_033151025.1|DMAU	LOC108016840|XP_016939165.1|DSUZ
OG0005307	LOC117142117|XP_033161907.1|DMAU	LOC108008787|XP_016928176.1|DSUZ
OG0005308	LOC117145614|XP_033167260.1|DMAU	LOC108021216|XP_016945304.1|DSUZ
OG0005309	LOC117150971|XP_033174043.1|DMAU	LOC108019603|XP_016942967.1|DSUZ
OG0005310	LOC117138047|XP_033155756.1|DMAU	LOC108021245|XP_016945350.1|DSUZ
OG0005311	LOC117135129|XP_033151050.1|DMAU	LOC108014292|XP_016935845.1|DSUZ
OG0005312	LOC117150260|XP_033172955.1|DMAU	LOC108011972|XP_016932721.1|DSUZ
OG0005313	LOC117138558|XP_033156612.1|DMAU	LOC108021546|XP_016945803.1|DSUZ
OG0005314	LOC117138698|XP_033156852.1|DMAU	LOC108020946|XP_016944874.1|DSUZ
OG0005315	LOC117139810|XP_033158333.1|DMAU	LOC108021542|XP_016945797.1|DSUZ
OG0005316	LOC117137171|XP_033154375.1|DMAU	LOC108009809|XP_016929972.1|DSUZ
OG0005317	LOC117136941|XP_033153983.1|DMAU	LOC108021126|XP_016945172.1|DSUZ
OG0005318	LOC117136142|XP_033152743.1|DMAU	LOC108010975|XP_036677998.1|DSUZ
OG0005319	LOC117139721|XP_033158140.1|DMAU	LOC108021101|XP_016945119.1|DSUZ
OG0005320	LOC117138409|XP_033156381.1|DMAU	LOC108021131|XP_016945178.1|DSUZ
OG0005321	LOC117148374|XP_033171661.1|DMAU	LOC108021328|XP_016945486.1|DSUZ
OG0005322	LOC117138884|XP_033156865.1|DMAU	LOC108021307|XP_016945450.1|DSUZ
OG0005323	LOC117135290|XP_033151355.1|DMAU	LOC108021316|XP_036674290.1|DSUZ
OG0005324	LOC117151075|XP_033174210.1|DMAU	LOC108021487|XP_016945719.1|DSUZ
OG0005325	LOC117147684|XP_033170559.1|DMAU	LOC108017639|XP_016940242.1|DSUZ
OG0005326	LOC117151077|XP_033174212.1|DMAU	LOC108008288|XP_016927592.1|DSUZ
OG0005327	LOC117150419|XP_033173179.1|DMAU	LOC108006269|XP_016925211.1|DSUZ
OG0005328	LOC117144185|XP_033165123.1|DMAU	LOC108020791|XP_016944659.1|DSUZ
OG0005329	LOC117141545|XP_033160940.1|DMAU	LOC108013058|XP_016934166.1|DSUZ
OG0005330	LOC117141544|XP_033160939.1|DMAU	LOC108013057|XP_016934164.1|DSUZ
OG0005331	LOC117150148|XP_033172845.1|DMAU	LOC108021015|XP_016944984.1|DSUZ
OG0005332	LOC117143119|XP_033163501.1|DMAU	LOC108006238|XP_016925170.1|DSUZ
OG0005333	LOC117150451|XP_033173229.1|DMAU	LOC108006037|XP_016924973.1|DSUZ
OG0005334	LOC117150573|XP_033173416.1|DMAU	LOC108009083|XP_016928630.1|DSUZ
OG0005335	LOC117138139|XP_033155904.1|DMAU	LOC108019901|XP_016943477.1|DSUZ
OG0005336	LOC117138260|XP_033156114.1|DMAU	LOC108009276|XP_016928981.1|DSUZ
OG0005337	LOC117135588|XP_033151813.1|DMAU	LOC108009057|XP_016928551.1|DSUZ
OG0005338	LOC117150023|XP_033172790.1|DMAU	LOC108021457|XP_016945676.1|DSUZ
OG0005339	LOC117150333|XP_033173071.1|DMAU	LOC108018005|XP_016940890.1|DSUZ
OG0005340	LOC117143913|XP_033164721.1|DMAU	LOC108021125|XP_016945170.1|DSUZ
OG0005341	LOC117136739|XP_033153662.1|DMAU	LOC108019890|XP_016943457.1|DSUZ
OG0005342	LOC117146478|XP_033168612.1|DMAU	LOC108021431|XP_016945636.1|DSUZ
OG0005343	LOC117137346|XP_033154633.1|DMAU	LOC108017772|XP_016940381.1|DSUZ
OG0005344	LOC117136697|XP_033153606.1|DMAU	LOC108008888|XP_016928282.1|DSUZ
OG0005345	LOC117150861|XP_033173849.1|DMAU	LOC108005911|XP_016924813.1|DSUZ
OG0005346	LOC117150588|XP_033173435.1|DMAU	LOC108011727|XP_016932442.1|DSUZ
OG0005347	LOC117141391|XP_033160701.1|DMAU	LOC108021009|XP_016944975.1|DSUZ
OG0005348	LOC117135220|XP_033151220.1|DMAU	LOC108021291|XP_016945420.1|DSUZ
OG0005349	LOC117138761|XP_033156856.1|DMAU	LOC108021689|XP_016946002.1|DSUZ
OG0005350	LOC117150613|XP_033173470.1|DMAU	LOC108006344|XP_016925352.1|DSUZ
OG0005351	LOC117141306|XP_033160582.1|DMAU	LOC108012910|XP_016933919.1|DSUZ
OG0005352	LOC117150646|XP_033173514.1|DMAU	LOC108020888|XP_036670731.1|DSUZ
OG0005353	LOC117138353|XP_033156290.1|DMAU	LOC108006189|XP_016925115.1|DSUZ
OG0005354	LOC117135272|XP_033151325.1|DMAU	LOC108018013|XP_036669578.1|DSUZ
OG0005355	LOC117135341|XP_033151431.1|DMAU	LOC108014148|XP_016935679.1|DSUZ
OG0005356	LOC117138002|XP_033155694.1|DMAU	LOC108014186|XP_016935720.1|DSUZ
OG0005357	LOC117139369|XP_033157512.1|DMAU	LOC108020903|XP_016944809.1|DSUZ
OG0005358	LOC117135284|XP_033151344.1|DMAU	LOC108009092|XP_016928644.1|DSUZ
OG0005359	LOC117135539|XP_033151709.1|DMAU	LOC108009773|XP_016929892.1|DSUZ
OG0005360	LOC117139073|XP_033157074.1|DMAU	LOC108020744|XP_016944609.1|DSUZ
OG0005361	LOC117139790|XP_033158298.1|DMAU	LOC108020988|XP_016944935.1|DSUZ
OG0005362	LOC117135504|XP_033151629.1|DMAU	LOC108021287|XP_016945416.1|DSUZ
OG0005363	LOC117148817|XP_033172357.1|DMAU	LOC108021706|XP_016946028.1|DSUZ
OG0005364	LOC117137231|XP_033154480.1|DMAU	LOC108009940|XP_016930174.1|DSUZ
OG0005365	LOC117143037|XP_033163325.1|DMAU	LOC108021202|XP_016945286.1|DSUZ
OG0005366	LOC117143158|XP_033163559.1|DMAU	LOC108021641|XP_016945938.1|DSUZ
OG0005367	LOC117143101|XP_033163476.1|DMAU	LOC108021297|XP_016945433.1|DSUZ
OG0005368	LOC117144504|XP_033165584.1|DMAU	LOC108006972|XP_016926067.2|DSUZ
OG0005369	LOC117151069|XP_033174202.1|DMAU	LOC108021778|XP_016946074.1|DSUZ
OG0005370	LOC117149505|XP_033172686.1|DMAU	LOC108016008|XP_016938093.1|DSUZ
OG0005371	LOC117150714|XP_033173620.1|DMAU	LOC108021811|XP_016946106.1|DSUZ
OG0005372	LOC117146054|XP_033167884.1|DMAU	LOC108010604|XP_016930984.2|DSUZ
OG0005373	LOC117137692|XP_033155190.1|DMAU	LOC108010532|XP_036677314.1|DSUZ
OG0005374	LOC117150252|XP_033172943.1|DMAU	LOC108009249|XP_016928921.1|DSUZ
OG0005375	LOC117150251|XP_033172942.1|DMAU	LOC108009631|XP_016929614.1|DSUZ
OG0005376	LOC117138793|XP_033156859.1|DMAU	LOC108015326|XP_036678687.1|DSUZ
OG0005377	LOC117142113|XP_033161899.1|DMAU	LOC108012904|XP_016933904.1|DSUZ
OG0005378	LOC117148781|XP_033172316.1|DMAU	LOC108009836|XP_036677641.1|DSUZ
OG0005379	LOC117150349|XP_033173095.1|DMAU	LOC108008056|XP_016927330.1|DSUZ
OG0005380	LOC117148033|XP_033171101.1|DMAU	LOC108021376|XP_016945559.1|DSUZ
OG0005381	LOC117151096|XP_033174236.1|DMAU	LOC108016522|XP_016938687.1|DSUZ
OG0005382	LOC117135215|XP_033151209.1|DMAU	LOC108017414|XP_036668736.1|DSUZ
OG0005383	LOC117141086|XP_033160293.1|DMAU	LOC108004808|XP_036670618.1|DSUZ
OG0005384	LOC117145855|XP_033167566.1|DMAU	LOC108012177|XP_016932961.2|DSUZ
OG0005385	LOC117138387|XP_033156350.1|DMAU	LOC108010018|XP_016930302.1|DSUZ
OG0005386	LOC117137784|XP_033155299.1|DMAU	LOC108010323|XP_036669484.1|DSUZ
OG0005387	LOC117146096|XP_033167959.1|DMAU	LOC108018567|XP_036672913.1|DSUZ
OG0005388	LOC117140193|XP_033158869.1|DMAU	LOC108007247|XP_016926378.1|DSUZ
OG0005389	LOC117139775|XP_033158315.1|DMAU	LOC108020998|XP_036673218.1|DSUZ
OG0005390	LOC117150757|XP_033173685.1|DMAU	LOC108016995|XP_016939434.1|DSUZ
OG0005391	LOC117150759|XP_033173687.1|DMAU	LOC108017011|XP_016939465.1|DSUZ
OG0005392	LOC117147014|XP_033169593.1|DMAU	LOC108013872|XP_016935370.1|DSUZ
OG0005393	LOC117145427|XP_033166965.1|DMAU	LOC108011576|XP_016932235.1|DSUZ
OG0005394	LOC117137178|XP_033154396.1|DMAU	LOC108021032|XP_016945011.1|DSUZ
OG0005395	LOC117150867|XP_033173877.1|DMAU	LOC108021574|XP_016945845.1|DSUZ
OG0005396	LOC117151056|XP_033174166.1|DMAU	LOC108019439|XP_016942756.1|DSUZ
OG0005397	LOC117150386|XP_033173139.1|DMAU	LOC108006853|XP_016925905.1|DSUZ
OG0005398	LOC117142254|XP_033162004.1|DMAU	LOC108016248|XP_016938360.1|DSUZ
OG0005399	LOC117137092|XP_033154265.1|DMAU	LOC108019932|XP_016943532.1|DSUZ
OG0005401	LOC117144219|XP_033165168.1|DMAU	LOC108006299|XP_016925264.1|DSUZ
