Orthogroup	DMAU.longest_only	DYAK.longest_only
OG0004440	LOC117135591|XP_033151817.1|DMAU	LOC6531262|XP_002092071.1|DYAK
OG0004441	LOC117136122|XP_033152718.1|DMAU	LOC6526482|XP_002087599.1|DYAK
OG0004442	LOC117136794|XP_033153741.1|DMAU	LOC6531658|XP_002092455.1|DYAK
OG0004443	LOC117140389|XP_033159147.1|DMAU	LOC6533868|XP_002094568.1|DYAK
OG0004444	LOC117137907|XP_033155543.1|DMAU	LOC6531346|XP_002092150.1|DYAK
OG0004445	LOC117136185|XP_033152820.1|DMAU	LOC6531983|XP_002092769.1|DYAK
OG0004446	LOC117142320|XP_033162118.1|DMAU	LOC6538961|XP_015049135.1|DYAK
OG0004447	LOC117142684|XP_033162719.1|DMAU	LOC6538753|XP_002099267.1|DYAK
OG0004448	LOC117137491|XP_033154861.1|DMAU	LOC6531251|XP_002092060.1|DYAK
OG0004449	LOC117140335|XP_033159073.1|DMAU	LOC26536417|XP_039229839.1|DYAK
OG0004450	LOC117138215|XP_033156046.1|DMAU	LOC6530148|XP_002091090.1|DYAK
OG0004451	LOC117136428|XP_033153232.1|DMAU	LOC6530137|XP_002091083.1|DYAK
OG0004452	LOC117137934|XP_033155579.1|DMAU	LOC6530928|XP_002091770.1|DYAK
OG0004453	LOC117138402|XP_033156371.1|DMAU	LOC6531135|XP_002091969.1|DYAK
OG0004454	LOC117142247|XP_033161991.1|DMAU	LOC6536749|XP_002097321.1|DYAK
OG0004455	LOC117140085|XP_033158729.1|DMAU	LOC6539609|XP_002086497.2|DYAK
OG0004456	LOC117148658|XP_033172059.1|DMAU	LOC6523803|XP_002099678.1|DYAK
OG0004457	LOC117140192|XP_033158862.1|DMAU	LOC6533742|XP_039229558.1|DYAK
OG0004458	LOC117140571|XP_033159461.1|DMAU	LOC6533770|XP_002094474.2|DYAK
OG0004459	LOC117141906|XP_033161509.1|DMAU	LOC6533932|XP_015050340.1|DYAK
OG0004460	LOC117141444|XP_033160789.1|DMAU	LOC6534337|XP_002095017.1|DYAK
OG0004461	LOC117140919|XP_033160001.1|DMAU	LOC6534471|XP_002095148.1|DYAK
OG0004462	LOC117138983|XP_033156943.1|DMAU	LOC6534995|XP_002095665.2|DYAK
OG0004463	LOC117139171|XP_033157221.1|DMAU	LOC6535182|XP_039230236.1|DYAK
OG0004464	LOC117138986|XP_033156947.1|DMAU	LOC6534029|XP_002094716.1|DYAK
OG0004465	LOC117139555|XP_033157840.1|DMAU	LOC6539669|XP_002086554.2|DYAK
OG0004466	LOC117141280|XP_033160541.1|DMAU	LOC6535001|XP_002095671.2|DYAK
OG0004467	LOC117141521|XP_033160903.1|DMAU	LOC26534720|XP_015045014.1|DYAK
OG0004468	LOC117139415|XP_033157583.1|DMAU	LOC6534847|XP_002095519.2|DYAK
OG0004469	LOC117140670|XP_033159608.1|DMAU	LOC6539582|XP_002086470.3|DYAK
OG0004470	LOC117140050|XP_033158681.1|DMAU	LOC6529557|XP_002090554.3|DYAK
OG0004471	LOC117144101|XP_033165009.1|DMAU	LOC6537702|XP_039231342.1|DYAK
OG0004472	LOC117136166|XP_033152798.1|DMAU	LOC6528798|XP_002089830.1|DYAK
OG0004473	LOC117137556|XP_033154947.1|DMAU	LOC26536250|XP_015052965.2|DYAK
OG0004474	LOC117137578|XP_033154975.1|DMAU	LOC6530201|XP_002091139.1|DYAK
OG0004475	LOC117145426|XP_033166964.1|DMAU	LOC6536894|XP_002097463.1|DYAK
OG0004476	LOC117143681|XP_033164360.1|DMAU	LOC6528131|XP_002089198.1|DYAK
OG0004477	LOC117136852|XP_033153842.1|DMAU	LOC6528549|XP_002089594.1|DYAK
OG0004478	LOC117137547|XP_033154934.1|DMAU	LOC6530392|XP_039228465.1|DYAK
OG0004479	LOC117137213|XP_033154459.1|DMAU	LOC6531930|XP_002092716.2|DYAK
OG0004480	LOC117147489|XP_033170276.1|DMAU	LOC6526167|XP_002101977.1|DYAK
OG0004481	LOC117138404|XP_033156373.1|DMAU	LOC6531133|XP_039228398.1|DYAK
OG0004482	LOC117143877|XP_033164653.1|DMAU	LOC6538938|XP_015049127.1|DYAK
OG0004483	LOC117135578|XP_033151793.1|DMAU	LOC6531923|XP_002092709.1|DYAK
OG0004484	LOC117144790|XP_033166050.1|DMAU	LOC6537604|XP_002098150.1|DYAK
OG0004485	LOC117146426|XP_033168520.1|DMAU	LOC6540544|XP_039228263.1|DYAK
OG0004486	LOC117137186|XP_033154400.1|DMAU	LOC6531255|XP_002092064.1|DYAK
OG0004487	LOC117142039|XP_033161800.1|DMAU	LOC6534366|XP_002095044.2|DYAK
OG0004488	LOC117138295|XP_033156185.1|DMAU	LOC6528351|XP_002089400.1|DYAK
OG0004489	LOC117139273|XP_033157388.1|DMAU	LOC6532404|XP_002093155.1|DYAK
OG0004490	LOC117137560|XP_033154954.1|DMAU	LOC6530061|XP_002091007.1|DYAK
OG0004491	LOC117150550|XP_033173375.1|DMAU	LOC6527106|XP_039227342.1|DYAK
OG0004492	LOC117139536|XP_033157800.1|DMAU	LOC6539709|XP_002086594.1|DYAK
OG0004493	LOC117141494|XP_033160872.1|DMAU	LOC6533942|XP_039229971.1|DYAK
OG0004493	LOC117148825|XP_033172368.1|DMAU	LOC6529477|XP_002090479.1|DYAK
OG0004494	LOC117142840|XP_033162964.1|DMAU	LOC6536230|XP_002096821.1|DYAK
OG0004495	LOC117145276|XP_033166755.1|DMAU	LOC6537641|XP_002098186.1|DYAK
OG0004496	LOC117137858|XP_033155463.1|DMAU	LOC6529333|XP_002090338.1|DYAK
OG0004497	LOC117137341|XP_033154627.1|DMAU	LOC6531719|XP_002092509.1|DYAK
OG0004498	LOC117144213|XP_033165154.1|DMAU	LOC6536942|XP_002097511.1|DYAK, LOC6536941|XP_002097510.1|DYAK
OG0004499	LOC117136108|XP_033152697.1|DMAU	LOC6528901|XP_039227326.1|DYAK
OG0004499	LOC117136110|XP_033152700.1|DMAU	LOC26535212|XP_039227327.1|DYAK
OG0004500	LOC117136633|XP_033153515.1|DMAU	LOC6530995|XP_002091833.1|DYAK
OG0004501	LOC117136261|XP_033152970.1|DMAU	LOC6530223|XP_002091160.1|DYAK
OG0004502	LOC117135614|XP_033151867.1|DMAU	LOC6530586|XP_002091499.1|DYAK
OG0004503	LOC117143021|XP_033163292.1|DMAU	LOC26534746|XP_015047760.2|DYAK
OG0004504	LOC117141683|XP_033161178.1|DMAU	LOC6535216|XP_015051099.1|DYAK
OG0004505	LOC117144380|XP_033165401.1|DMAU	LOC6537353|XP_015048291.1|DYAK
OG0004506	LOC117144649|XP_033165838.1|DMAU	LOC6538195|XP_002098723.1|DYAK
OG0004507	LOC117143657|XP_033164329.1|DMAU	LOC6537603|XP_002098149.2|DYAK
OG0004508	LOC117144915|XP_033166251.1|DMAU	LOC6538366|XP_002098890.2|DYAK
OG0004509	LOC117140310|XP_033159046.1|DMAU	LOC6533748|XP_002094453.1|DYAK
OG0004510	LOC117146498|XP_033168639.1|DMAU	LOC6524991|XP_002100831.2|DYAK
OG0004511	LOC117143192|XP_033163619.1|DMAU	LOC6538615|XP_039231574.1|DYAK
OG0004512	LOC117146262|XP_033168123.1|DMAU	LOC6523756|XP_002099631.1|DYAK
OG0004513	LOC117146275|XP_033168161.1|DMAU	LOC6523734|XP_002099609.1|DYAK
OG0004514	LOC117146236|XP_033168033.1|DMAU	LOC6523727|XP_002099602.3|DYAK
OG0004515	LOC117146786|XP_033169212.1|DMAU	LOC6524701|XP_002100545.2|DYAK
OG0004516	LOC117146839|XP_033169284.1|DMAU	LOC6524501|XP_015045728.1|DYAK
OG0004517	LOC117146743|XP_033169091.1|DMAU	LOC6525241|XP_015046174.1|DYAK
OG0004518	LOC117148845|XP_033172390.1|DMAU	LOC6524902|XP_002100742.1|DYAK
OG0004519	LOC117142363|XP_033162181.1|DMAU	LOC6538073|XP_015048641.1|DYAK
OG0004520	LOC117146708|XP_033169015.1|DMAU	LOC6524885|XP_015045914.1|DYAK
OG0004521	LOC117136209|XP_033152855.1|DMAU	LOC6529089|XP_002090102.1|DYAK
OG0004522	LOC117148093|XP_033171196.1|DMAU	LOC6525265|XP_002101101.1|DYAK
OG0004523	LOC117142620|XP_033162597.1|DMAU	LOC6538983|XP_002099485.2|DYAK
OG0004524	LOC117148828|XP_033172369.1|DMAU	LOC6524376|XP_002100234.1|DYAK
OG0004525	LOC117148732|XP_033172188.1|DMAU	LOC6524644|XP_002100501.1|DYAK
OG0004526	LOC117146677|XP_033168929.1|DMAU	LOC6524179|XP_015045549.2|DYAK
OG0004527	LOC117148516|XP_033171814.1|DMAU	LOC6524373|XP_002100231.1|DYAK
OG0004528	LOC117146833|XP_033169278.1|DMAU	LOC6526089|XP_002101906.1|DYAK
OG0004529	LOC117146603|XP_033168819.1|DMAU	LOC6524099|XP_002099963.2|DYAK
OG0004530	LOC117147237|XP_033169943.1|DMAU	LOC6524973|XP_002100813.1|DYAK
OG0004531	LOC117142803|XP_033162901.1|DMAU	LOC6537746|XP_039232540.1|DYAK
OG0004532	LOC117147197|XP_033169888.1|DMAU	LOC6524812|XP_002100654.3|DYAK
OG0004533	LOC117146687|XP_033168952.1|DMAU	LOC6524562|XP_002100419.1|DYAK
OG0004534	LOC117136143|XP_033152739.1|DMAU	LOC6531385|XP_002092188.1|DYAK
OG0004535	LOC117140290|XP_033159018.1|DMAU	LOC6534449|XP_002095126.1|DYAK
OG0004536	LOC117148382|XP_033171629.1|DMAU	LOC6526096|XP_039230446.1|DYAK
OG0004537	LOC117147148|XP_033169820.1|DMAU	LOC6524079|XP_002099943.1|DYAK
OG0004538	LOC117136042|XP_033152570.1|DMAU	LOC6531878|XP_015051592.1|DYAK
OG0004539	LOC117145893|XP_033167633.1|DMAU	LOC6535803|XP_015047362.1|DYAK
OG0004540	LOC117148027|XP_033171089.1|DMAU, LOC117146406|XP_033168481.1|DMAU	LOC6526042|XP_002101859.1|DYAK
OG0004541	LOC117136277|XP_033153000.1|DMAU	LOC6531147|XP_002091976.1|DYAK
OG0004542	LOC117148221|XP_033171402.1|DMAU	LOC6525218|XP_002101056.1|DYAK
OG0004543	LOC117146777|XP_033169190.1|DMAU	LOC6524171|XP_039227419.1|DYAK
OG0004544	LOC117148659|XP_033172062.1|DMAU	LOC6523800|XP_039233731.1|DYAK
OG0004545	LOC117143839|XP_033164582.1|DMAU	LOC6537725|XP_015048473.1|DYAK
OG0004546	LOC117136642|XP_033153525.1|DMAU	LOC6529986|XP_002090932.1|DYAK
OG0004547	LOC117146558|XP_033168747.1|DMAU	LOC6524478|XP_002100335.1|DYAK
OG0004548	LOC117148939|XP_033172556.1|DMAU	LOC6525205|XP_002101043.1|DYAK
OG0004549	LOC117148596|XP_033171964.1|DMAU	LOC6523826|XP_002099701.1|DYAK
OG0004550	LOC117148046|XP_033171116.1|DMAU	LOC6525367|XP_015046269.2|DYAK
OG0004551	LOC117135860|XP_033152277.1|DMAU	LOC6530815|XP_002091698.1|DYAK
OG0004552	LOC117146924|XP_033169446.1|DMAU	LOC6525752|XP_039232950.1|DYAK
OG0004553	LOC117139216|XP_033157289.1|DMAU	LOC6532682|XP_002093426.1|DYAK
OG0004554	LOC117147123|XP_033169780.1|DMAU	LOC6524361|XP_002100219.1|DYAK
OG0004555	LOC117148668|XP_033172074.1|DMAU	LOC6524360|XP_002100218.1|DYAK
OG0004556	LOC117148854|XP_033172403.1|DMAU	LOC6525861|XP_002101681.1|DYAK
OG0004557	LOC117147714|XP_033170602.1|DMAU	LOC6524286|XP_039230120.1|DYAK
OG0004558	LOC117147254|XP_033169964.1|DMAU	LOC6526222|XP_002102031.1|DYAK
OG0004559	LOC117145078|XP_033166486.1|DMAU	LOC6537933|XP_002098473.1|DYAK
OG0004560	LOC117139401|XP_033157559.1|DMAU	LOC6540146|XP_039233134.1|DYAK
OG0004561	LOC117142720|XP_033162773.1|DMAU	LOC6537289|XP_002097847.1|DYAK
OG0004562	LOC117145297|XP_033166780.1|DMAU	LOC6537792|XP_002098333.1|DYAK
OG0004563	LOC117143416|XP_033164009.1|DMAU	LOC6537176|XP_015048180.1|DYAK
OG0004564	LOC117144985|XP_033166345.1|DMAU	LOC6535747|XP_002096370.1|DYAK
OG0004565	LOC117143126|XP_033163506.1|DMAU	LOC6537265|XP_002097823.1|DYAK
OG0004566	LOC117148579|XP_033171937.1|DMAU	LOC6526026|XP_002101843.1|DYAK
OG0004567	LOC117147185|XP_033169876.1|DMAU	LOC6525358|XP_002101194.1|DYAK
OG0004568	LOC117146515|XP_033168673.1|DMAU	LOC6523931|XP_002099803.1|DYAK
OG0004569	LOC117142655|XP_033162672.1|DMAU	LOC6535290|XP_002095946.2|DYAK
OG0004570	LOC117138514|XP_033156539.1|DMAU	LOC6531440|XP_002092243.1|DYAK
OG0004571	LOC117148449|XP_033171714.1|DMAU	LOC6525798|XP_002101619.1|DYAK
OG0004572	LOC117142789|XP_033162876.1|DMAU	LOC6526823|XP_002087924.1|DYAK
OG0004573	LOC117142614|XP_033162587.1|DMAU	LOC6535593|XP_039231303.1|DYAK
OG0004574	LOC117148211|XP_033171391.1|DMAU	LOC6525507|XP_002101342.1|DYAK
OG0004575	LOC117147355|XP_033170109.1|DMAU	LOC6525508|XP_002101343.1|DYAK
OG0004576	LOC117143881|XP_033164658.1|DMAU	LOC6536206|XP_002096797.1|DYAK
OG0004577	LOC117142752|XP_033162824.1|DMAU	LOC6536988|XP_002097557.1|DYAK
OG0004578	LOC117146949|XP_033169495.1|DMAU	LOC6525059|XP_002100898.1|DYAK
OG0004579	LOC117151059|XP_033174173.1|DMAU	LOC6526711|XP_039226790.1|DYAK
OG0004580	LOC117144377|XP_033165398.1|DMAU	LOC6536950|XP_002097519.1|DYAK
OG0004581	LOC117143270|XP_033163739.1|DMAU	LOC6537198|XP_002097756.3|DYAK
OG0004582	LOC117145152|XP_033166583.1|DMAU	LOC6538950|XP_039231448.1|DYAK
OG0004583	LOC117148722|XP_033172165.1|DMAU	LOC6525897|XP_002101717.1|DYAK
OG0004584	LOC117137530|XP_033154907.1|DMAU	LOC6530454|XP_002091370.1|DYAK
OG0004585	LOC117143366|XP_033163931.1|DMAU	LOC6537976|XP_002098513.1|DYAK
OG0004586	LOC117146501|XP_033168643.1|DMAU	LOC6524187|XP_002100050.1|DYAK
OG0004587	LOC117145802|XP_033167491.1|DMAU	LOC6538977|XP_002099480.3|DYAK
OG0004588	LOC117145807|XP_033167499.1|DMAU	LOC6538979|XP_002099482.1|DYAK
OG0004589	LOC117148352|XP_033171580.1|DMAU	LOC6526217|XP_039227103.1|DYAK
OG0004590	LOC117145748|XP_033167401.1|DMAU	LOC6538005|XP_015048606.1|DYAK
OG0004591	LOC117143486|XP_033164090.1|DMAU	LOC6538009|XP_002098544.1|DYAK
OG0004592	LOC117146793|XP_033169223.1|DMAU	LOC6524715|XP_002100559.1|DYAK
OG0004593	LOC117148213|XP_033171393.1|DMAU	LOC6525521|XP_002101356.1|DYAK
OG0004594	LOC117146589|XP_033168801.1|DMAU	LOC6525296|XP_039232021.1|DYAK
OG0004595	LOC117147773|XP_033170700.1|DMAU	LOC6524823|XP_002100665.1|DYAK
OG0004596	LOC117147249|XP_033169957.1|DMAU	LOC6523798|XP_002099673.1|DYAK
OG0004597	LOC117148420|XP_033171680.1|DMAU	LOC6525721|XP_002101543.1|DYAK
OG0004598	LOC117141492|XP_033160868.1|DMAU	LOC6534428|XP_002095105.1|DYAK
OG0004599	LOC117135289|XP_033151351.1|DMAU	LOC6526742|XP_002087845.2|DYAK
OG0004600	LOC117148227|XP_033171407.1|DMAU	LOC6525550|XP_002101385.1|DYAK
OG0004601	LOC117146897|XP_033169394.1|DMAU	LOC6525542|XP_002101377.3|DYAK
OG0004602	LOC117147086|XP_033169742.1|DMAU	LOC6525990|XP_002101808.1|DYAK
OG0004603	LOC117150392|XP_033173146.1|DMAU	LOC6526327|XP_002087449.1|DYAK
OG0004604	LOC117147544|XP_033170371.1|DMAU	LOC6525221|XP_002101059.1|DYAK
OG0004605	LOC117146862|XP_033169331.1|DMAU	LOC6525919|XP_039232182.1|DYAK
OG0004606	LOC117142245|XP_033161988.1|DMAU	LOC6535738|XP_002096361.1|DYAK
OG0004607	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU	LOC6524298|XP_002100157.1|DYAK
OG0004608	LOC117148614|XP_033171986.1|DMAU	LOC6524987|XP_015046024.1|DYAK
OG0004609	LOC117147363|XP_033170118.1|DMAU	LOC6524965|XP_002100805.1|DYAK
OG0004610	LOC117143347|XP_033163905.1|DMAU	LOC6538912|XP_002099416.1|DYAK
OG0004611	LOC117144301|XP_033165298.1|DMAU	LOC6538888|XP_039231216.1|DYAK
OG0004612	LOC117144706|XP_033165936.1|DMAU	LOC6538889|XP_002099393.1|DYAK
OG0004613	LOC117143275|XP_033163745.1|DMAU	LOC6537196|XP_002097754.1|DYAK
OG0004614	LOC117148069|XP_033171157.1|DMAU	LOC6524638|XP_002100495.1|DYAK
OG0004615	LOC117148708|XP_033172145.1|DMAU	LOC6524293|XP_015045590.1|DYAK
OG0004616	LOC117146956|XP_033169509.1|DMAU	LOC6525229|XP_002101067.1|DYAK
OG0004617	LOC117143218|XP_033163661.1|DMAU	LOC6530312|XP_002091239.1|DYAK
OG0004618	LOC117142448|XP_033162308.1|DMAU	LOC6537776|XP_002098317.2|DYAK
OG0004619	LOC117144083|XP_033164989.1|DMAU	LOC6537689|XP_002098234.2|DYAK
OG0004620	LOC117142392|XP_033162229.1|DMAU	LOC6535654|XP_002096282.3|DYAK
OG0004621	LOC117145938|XP_033167707.1|DMAU	LOC6537381|XP_015048307.1|DYAK
OG0004622	LOC117144586|XP_033165751.1|DMAU	LOC6535551|XP_039231359.1|DYAK
OG0004623	LOC117145624|XP_033167233.1|DMAU	LOC6538018|XP_002098553.1|DYAK
OG0004624	LOC117145027|XP_033166419.1|DMAU	LOC6537470|XP_002098026.1|DYAK
OG0004625	LOC117147042|XP_033169665.1|DMAU	LOC6524785|XP_039226058.1|DYAK
OG0004626	LOC117147269|XP_033169985.1|DMAU	LOC6523829|XP_039233301.1|DYAK
OG0004627	LOC117141960|XP_033161631.1|DMAU	LOC6532908|XP_039230101.1|DYAK
OG0004628	LOC117148782|XP_033172278.1|DMAU	LOC6523947|XP_002099819.1|DYAK
OG0004629	LOC117142575|XP_033162533.1|DMAU	LOC6537277|XP_002097835.1|DYAK
OG0004630	LOC117143214|XP_033163653.1|DMAU	LOC6537981|XP_015048596.1|DYAK
OG0004632	LOC117142883|XP_033163047.1|DMAU	LOC120321732|XP_039231298.1|DYAK
OG0004633	LOC117145620|XP_033167229.1|DMAU	LOC6538021|XP_039231868.1|DYAK
OG0004634	LOC117145374|XP_033166889.1|DMAU	LOC6538033|XP_002098568.1|DYAK
OG0004635	LOC117148112|XP_033171221.1|DMAU	LOC6525935|XP_015046545.1|DYAK
OG0004636	LOC117148214|XP_033171394.1|DMAU	LOC6525859|XP_039233430.1|DYAK
OG0004637	LOC117147844|XP_033170798.1|DMAU	LOC6526243|XP_002099651.1|DYAK
OG0004638	LOC117148026|XP_033171087.1|DMAU	LOC6525865|XP_039226085.1|DYAK
OG0004639	LOC117143445|XP_033164044.1|DMAU	LOC6538312|XP_002098839.1|DYAK
OG0004640	LOC117144683|XP_033165896.1|DMAU	LOC6538314|XP_002098841.2|DYAK
OG0004641	LOC117146772|XP_033169184.1|DMAU	LOC6524589|XP_002100446.1|DYAK
OG0004642	LOC117141022|XP_033160186.1|DMAU	LOC6532530|XP_002093276.1|DYAK
OG0004643	LOC117144958|XP_033166305.1|DMAU	LOC6536286|XP_002096872.1|DYAK
OG0004644	LOC117146654|XP_033168880.1|DMAU	LOC6525194|XP_002101032.1|DYAK
OG0004645	LOC117150324|XP_033173053.1|DMAU	LOC6526321|XP_002087443.1|DYAK
OG0004646	LOC117142322|XP_033162124.1|DMAU	LOC6538962|XP_002099465.1|DYAK
OG0004647	LOC117147199|XP_033169899.1|DMAU	LOC6524810|XP_002100652.1|DYAK
OG0004648	LOC117148802|XP_033172308.1|DMAU	LOC6525821|XP_002101641.1|DYAK
OG0004649	LOC117148276|XP_033171480.1|DMAU	LOC6524774|XP_002100618.1|DYAK
OG0004650	LOC117150594|XP_033173443.1|DMAU	LOC6527244|XP_002088338.1|DYAK
OG0004651	LOC117145066|XP_033166471.1|DMAU	LOC6535432|XP_002096081.3|DYAK
OG0004652	LOC117142369|XP_033162186.1|DMAU	LOC6538204|XP_039231968.1|DYAK
OG0004653	LOC117142078|XP_033161850.1|DMAU	LOC6535122|XP_002095784.2|DYAK
OG0004654	LOC117150328|XP_033173063.1|DMAU	LOC6526522|XP_002087632.2|DYAK
OG0004655	LOC117143899|XP_033164696.1|DMAU	LOC6537957|XP_002098494.3|DYAK
OG0004656	LOC117147187|XP_033169880.1|DMAU	LOC6525781|XP_002101602.1|DYAK
OG0004657	LOC117145443|XP_033166992.1|DMAU	LOC120321926|XP_039232128.1|DYAK
OG0004658	LOC117145929|XP_033167693.1|DMAU	LOC6536508|XP_002097085.1|DYAK
OG0004659	LOC117145536|XP_033167122.1|DMAU	LOC6537876|XP_002098417.1|DYAK
OG0004660	LOC117143837|XP_033164579.1|DMAU	LOC6537723|XP_039231908.1|DYAK
OG0004661	LOC117145556|XP_033167149.1|DMAU	LOC6535430|XP_002096079.2|DYAK
OG0004662	LOC117143710|XP_033164400.1|DMAU	LOC6537027|XP_002097594.1|DYAK
OG0004663	LOC117146656|XP_033168882.1|DMAU	LOC6524150|XP_002100013.1|DYAK
OG0004664	LOC117146657|XP_033168885.1|DMAU	LOC6524149|XP_002100012.1|DYAK
OG0004665	LOC117148927|XP_033172540.1|DMAU	LOC6524287|XP_015045586.1|DYAK
OG0004666	LOC117142478|XP_033162386.1|DMAU	LOC6536429|XP_002097011.1|DYAK
OG0004667	LOC117146058|XP_033167889.1|DMAU	LOC6536434|XP_002097016.1|DYAK
OG0004668	LOC117148060|XP_033171142.1|DMAU	LOC6524815|XP_039229463.1|DYAK
OG0004669	LOC117140812|XP_033159810.1|DMAU	LOC6527012|XP_002088107.1|DYAK
OG0004670	LOC117143295|XP_033163782.1|DMAU	LOC6538456|XP_002098980.3|DYAK
OG0004671	LOC117145471|XP_033167036.1|DMAU	LOC6536831|XP_002097401.1|DYAK
OG0004672	LOC117142716|XP_033162767.1|DMAU	LOC6537285|XP_039231312.1|DYAK
OG0004673	LOC117142298|XP_033162076.1|DMAU	LOC6539048|XP_002099550.1|DYAK
OG0004674	LOC117145155|XP_033166588.1|DMAU	LOC6538241|XP_015048722.1|DYAK
OG0004675	LOC117142689|XP_033162737.1|DMAU	LOC6538245|XP_002098772.1|DYAK
OG0004676	LOC117142956|XP_033163172.1|DMAU	LOC6537562|XP_002098108.1|DYAK
OG0004677	LOC117145949|XP_033167721.1|DMAU	LOC6538791|XP_039232715.1|DYAK
OG0004678	LOC117142971|XP_033163209.1|DMAU	LOC6538792|XP_002099305.1|DYAK
OG0004679	LOC117144407|XP_033165436.1|DMAU	LOC6535642|XP_039231452.1|DYAK
OG0004680	LOC117144182|XP_033165117.1|DMAU	LOC6537456|XP_015048357.1|DYAK
OG0004681	LOC117143523|XP_033164137.1|DMAU	LOC6536213|XP_002096804.1|DYAK
OG0004682	LOC117139349|XP_033157492.1|DMAU	LOC6526833|XP_002087933.1|DYAK
OG0004683	LOC117143442|XP_033164041.1|DMAU	LOC6536910|XP_002097479.1|DYAK
OG0004684	LOC117145009|XP_033166393.1|DMAU	LOC6536440|XP_002097021.1|DYAK
OG0004685	LOC117143029|XP_033163306.1|DMAU	LOC6538051|XP_039231830.1|DYAK
OG0004686	LOC117143395|XP_033163975.1|DMAU	LOC6536299|XP_002096883.1|DYAK
OG0004687	LOC117144117|XP_033165027.1|DMAU	LOC6538047|XP_002098582.1|DYAK
OG0004688	LOC117144606|XP_033165789.1|DMAU	LOC26535920|XP_002097109.1|DYAK
OG0004689	LOC117145825|XP_033167516.1|DMAU	LOC6537915|XP_002098455.1|DYAK
OG0004690	LOC117145721|XP_033167357.1|DMAU	LOC6536150|XP_002096751.1|DYAK
OG0004691	LOC117142402|XP_033162240.1|DMAU	LOC6538098|XP_002098632.1|DYAK
OG0004692	LOC117142597|XP_033162564.1|DMAU	LOC6537942|XP_002098482.1|DYAK
OG0004693	LOC117144050|XP_033164912.1|DMAU	LOC6537947|XP_015048580.1|DYAK
OG0004694	LOC117143971|XP_033164797.1|DMAU	LOC6538582|XP_002099104.1|DYAK
OG0004695	LOC117143059|XP_033163402.1|DMAU	LOC6538247|XP_015048730.1|DYAK
OG0004696	LOC117144983|XP_033166343.1|DMAU	LOC6535857|XP_002096476.1|DYAK
OG0004697	LOC117147727|XP_033170618.1|DMAU	LOC6524912|XP_002100752.1|DYAK
OG0004698	LOC117147596|XP_033170436.1|DMAU	LOC6525586|XP_002101421.1|DYAK
OG0004699	LOC117144814|XP_033166081.1|DMAU	LOC6536530|XP_002097106.1|DYAK
OG0004700	LOC117143842|XP_033164587.1|DMAU	LOC6535271|XP_039231711.1|DYAK
OG0004701	LOC117142964|XP_033163184.1|DMAU	LOC6535890|XP_039232335.1|DYAK
OG0004702	LOC117142813|XP_033162918.1|DMAU	LOC6538805|XP_002099318.2|DYAK
OG0004703	LOC117145071|XP_033166477.1|DMAU	LOC6537907|XP_002098447.1|DYAK
OG0004704	LOC117145453|XP_033167013.1|DMAU	LOC6538671|XP_002099191.1|DYAK
OG0004705	LOC117143041|XP_033163375.1|DMAU	LOC6536406|XP_002096988.1|DYAK
OG0004706	LOC117139174|XP_033157227.1|DMAU	LOC6533415|XP_002094133.1|DYAK
OG0004707	LOC117137238|XP_033154494.1|DMAU	LOC6527016|XP_002088111.1|DYAK
OG0004708	LOC117142569|XP_033162525.1|DMAU	LOC6535996|XP_039231604.1|DYAK
OG0004709	LOC117144660|XP_033165852.1|DMAU	LOC6537646|XP_002098191.1|DYAK
OG0004710	LOC117146084|XP_033167924.1|DMAU	LOC6537319|XP_039232241.1|DYAK
OG0004711	LOC117144973|XP_033166329.1|DMAU	LOC6538343|XP_002098868.1|DYAK
OG0004712	LOC117142905|XP_033163078.1|DMAU	LOC6536980|XP_002097549.1|DYAK
OG0004713	LOC117142811|XP_033162911.1|DMAU	LOC6538768|XP_002099282.1|DYAK
OG0004714	LOC117142948|XP_033163158.1|DMAU	LOC26534737|XP_015049017.1|DYAK
OG0004715	LOC117140708|XP_033159667.1|DMAU	LOC6528224|XP_002089286.1|DYAK
OG0004716	LOC117143682|XP_033164357.1|DMAU	LOC6538778|XP_002099292.2|DYAK
OG0004717	LOC117148592|XP_033171961.1|DMAU	LOC6525980|XP_039228445.1|DYAK
OG0004718	LOC117151061|XP_033174182.1|DMAU	LOC6526713|XP_002087816.1|DYAK
OG0004719	LOC117142854|XP_033162985.1|DMAU	LOC6538937|XP_015049126.2|DYAK
OG0004720	LOC117146120|XP_033168008.1|DMAU	LOC6538800|XP_002099313.1|DYAK
OG0004721	LOC117145528|XP_033167112.1|DMAU	LOC6538206|XP_002098734.1|DYAK
OG0004722	LOC117145381|XP_033166905.1|DMAU	LOC6538063|XP_002098598.1|DYAK
OG0004723	LOC117148503|XP_033171796.1|DMAU	LOC6525103|XP_002100942.1|DYAK
OG0004724	LOC117144910|XP_033166236.1|DMAU	LOC6535607|XP_002096235.1|DYAK
OG0004725	LOC117142416|XP_033162260.1|DMAU	LOC6538342|XP_002098867.1|DYAK
OG0004726	LOC117142514|XP_033162443.1|DMAU	LOC6538251|XP_002098778.1|DYAK
OG0004727	LOC117144720|XP_033165949.1|DMAU	LOC6537894|XP_039231071.1|DYAK
