Orthogroup	SLEB.longest_only	DBIA.longest_only
OG0004626	LOC115626685|XP_030377973.1|SLEB	LOC108023397|XP_016948332.1|DBIA
OG0004627	LOC115628442|XP_030380411.1|SLEB	LOC108035080|XP_016965975.1|DBIA
OG0004628	LOC115626973|XP_030378348.1|SLEB	LOC108023682|XP_016948793.1|DBIA
OG0004629	LOC115620865|XP_030370193.1|SLEB	LOC108032088|XP_016961402.1|DBIA
OG0004630	LOC115620867|XP_030370196.1|SLEB	LOC108025373|XP_016951327.1|DBIA
OG0004632	LOC115620537|XP_030369675.1|SLEB	LOC108024766|XP_016950372.1|DBIA
OG0004633	LOC115621441|XP_030370955.1|SLEB	LOC108026018|XP_016952197.1|DBIA
OG0004634	LOC115620670|XP_030369890.1|SLEB	LOC108026418|XP_016952836.1|DBIA
OG0004635	LOC115633414|XP_030386718.1|SLEB	LOC108023541|XP_016948600.1|DBIA
OG0004636	LOC115627364|XP_030378874.1|SLEB	LOC108035775|XP_016966971.1|DBIA
OG0004637	LOC115628842|XP_030380943.1|SLEB	LOC108023399|XP_016948335.1|DBIA
OG0004638	LOC115633411|XP_030386715.1|SLEB	LOC108027566|XP_016954542.1|DBIA
OG0004639	LOC115621420|XP_030370931.1|SLEB	LOC108025073|XP_016950820.1|DBIA
OG0004640	LOC115621032|XP_030370411.1|SLEB	LOC108025540|XP_016951557.1|DBIA
OG0004641	LOC115627554|XP_030379132.1|SLEB	LOC108036539|XP_016968255.1|DBIA
OG0004642	LOC115628833|XP_030380932.1|SLEB	LOC108023400|XP_016948339.1|DBIA
OG0004643	LOC115623599|XP_030373872.1|SLEB	LOC108032202|XP_016961549.1|DBIA
OG0004644	LOC115629148|XP_030381369.1|SLEB	LOC108024193|XP_016949528.1|DBIA
OG0004645	LOC115631535|XP_030384168.1|SLEB	LOC108029231|XP_016956914.1|DBIA
OG0004646	LOC115621307|XP_030370779.1|SLEB	LOC108025269|XP_016951120.1|DBIA
OG0004647	LOC115629922|XP_030382387.1|SLEB	LOC108026560|XP_016953003.1|DBIA
OG0004648	LOC115627511|XP_030379065.1|SLEB	LOC108035781|XP_016966991.1|DBIA
OG0004649	LOC115627002|XP_030378377.1|SLEB	LOC108026097|XP_016952289.1|DBIA
OG0004650	LOC115631484|XP_030384099.1|SLEB	LOC108033362|XP_016963162.1|DBIA
OG0004651	LOC115621468|XP_030370988.1|SLEB	LOC108031102|XP_016959802.1|DBIA
OG0004652	LOC115621297|XP_030370764.1|SLEB	LOC108024665|XP_016950221.1|DBIA
OG0004653	LOC115630034|XP_030382531.1|SLEB	LOC108030874|XP_016959518.1|DBIA
OG0004654	LOC115631579|XP_030384235.1|SLEB	LOC108036162|XP_016967642.1|DBIA
OG0004655	LOC115621363|XP_030370847.1|SLEB	LOC108024787|XP_016950393.1|DBIA
OG0004656	LOC115627577|XP_030379160.1|SLEB	LOC108035800|XP_016967030.1|DBIA
OG0004657	LOC115623863|XP_030374268.1|SLEB	LOC108027052|XP_016953749.1|DBIA
OG0004658	LOC115621617|XP_030371171.1|SLEB	LOC108031410|XP_016960295.1|DBIA
OG0004659	LOC115620191|XP_030369182.1|SLEB	LOC108024678|XP_016950237.1|DBIA
OG0004660	LOC115620225|XP_030369226.1|SLEB	LOC108031609|XP_016960687.1|DBIA
OG0004661	LOC115621304|XP_030370777.1|SLEB	LOC108032092|XP_016961407.1|DBIA
OG0004662	LOC115623888|XP_030374300.1|SLEB	LOC108025573|XP_016951594.1|DBIA
OG0004663	LOC115629650|XP_030382020.1|SLEB	LOC108032595|XP_016962003.1|DBIA
OG0004664	LOC115629701|XP_030382079.1|SLEB	LOC108032414|XP_016961725.1|DBIA
OG0004665	LOC115628927|XP_030381049.1|SLEB	LOC108032983|XP_016962549.1|DBIA
OG0004666	LOC115620433|XP_030369521.1|SLEB	LOC108031532|XP_016960556.1|DBIA
OG0004667	LOC115621056|XP_030370437.1|SLEB	LOC108032216|XP_016961565.1|DBIA
OG0004668	LOC115629961|XP_030382434.1|SLEB	LOC108026403|XP_016952853.1|DBIA
OG0004669	LOC115625992|XP_030377096.1|SLEB	LOC108033935|XP_016964103.1|DBIA
OG0004670	LOC115623514|XP_030373754.1|SLEB	LOC108025353|XP_016951301.1|DBIA
OG0004671	LOC115620702|XP_030369935.1|SLEB	LOC108027187|XP_016953976.1|DBIA
OG0004672	LOC115625111|XP_030375877.1|SLEB	LOC108024593|XP_016950090.1|DBIA
OG0004673	LOC115620403|XP_030369482.1|SLEB	LOC108023881|XP_016949054.1|DBIA
OG0004674	LOC115621182|XP_030370616.1|SLEB	LOC108024788|XP_016950395.1|DBIA
OG0004675	LOC115621816|XP_030371463.1|SLEB	LOC108024617|XP_016950140.1|DBIA
OG0004676	LOC115620892|XP_030370235.1|SLEB	LOC108027276|XP_016954139.1|DBIA
OG0004677	LOC115621917|XP_030371618.1|SLEB	LOC108026152|XP_016952374.1|DBIA
OG0004678	LOC115621313|XP_030370787.1|SLEB	LOC108026406|XP_016952820.1|DBIA
OG0004679	LOC115620297|XP_030369339.1|SLEB	LOC108032167|XP_016961510.1|DBIA
OG0004680	LOC115620268|XP_030369287.1|SLEB	LOC108024618|XP_016950144.1|DBIA
OG0004681	LOC115621642|XP_030371200.1|SLEB	LOC108031738|XP_016960919.1|DBIA
OG0004682	LOC115630705|XP_030383218.1|SLEB, LOC115630412|XP_030382808.1|SLEB	LOC108027869|XP_016954972.1|DBIA
OG0004683	LOC115621352|XP_030370835.1|SLEB	LOC108025000|XP_016950748.1|DBIA
OG0004684	LOC115621222|XP_030370668.1|SLEB	LOC108031087|XP_016959781.1|DBIA
OG0004685	LOC115620635|XP_030369827.1|SLEB	LOC108026295|XP_016952651.1|DBIA
OG0004686	LOC115625299|XP_030376174.1|SLEB	LOC108031557|XP_016960589.1|DBIA
OG0004687	LOC115621214|XP_030370656.1|SLEB	LOC108026388|XP_016952798.1|DBIA
OG0004688	LOC115623442|XP_030373652.1|SLEB, LOC115623947|XP_030374369.1|SLEB	LOC108031416|XP_016960305.1|DBIA
OG0004689	LOC115621340|XP_030370819.1|SLEB	LOC108024656|XP_016950204.1|DBIA
OG0004690	LOC115623439|XP_030373647.1|SLEB	LOC108027254|XP_016954098.1|DBIA
OG0004691	LOC115620664|XP_030369878.1|SLEB	LOC108026144|XP_016952362.1|DBIA
OG0004693	LOC115620512|XP_030369636.1|SLEB	LOC108024388|XP_016949786.1|DBIA
OG0004694	LOC115628785|XP_030380859.1|SLEB	LOC108026397|XP_016952809.1|DBIA
OG0004695	LOC115621813|XP_030371458.1|SLEB	LOC108024661|XP_016950214.1|DBIA
OG0004696	LOC115621907|XP_030371597.1|SLEB	LOC108031046|XP_016959736.1|DBIA
OG0004697	LOC115629222|XP_030381492.1|SLEB	LOC108025919|XP_016952095.1|DBIA
OG0004698	LOC115629123|XP_030381320.1|SLEB	LOC108033131|XP_016962843.1|DBIA
OG0004699	LOC115621083|XP_030370473.1|SLEB	LOC108031984|XP_016961267.1|DBIA
OG0004700	LOC115620872|XP_030370208.1|SLEB	LOC108024944|XP_016950653.1|DBIA
OG0004701	LOC115624423|XP_030375021.1|SLEB	LOC108027367|XP_016954279.1|DBIA
OG0004702	LOC115621777|XP_030371393.1|SLEB	LOC108026213|XP_016952517.1|DBIA
OG0004703	LOC115621358|XP_030370840.1|SLEB	LOC108024364|XP_016949756.1|DBIA
OG0004704	LOC115625140|XP_030375918.1|SLEB	LOC108031597|XP_016960664.1|DBIA
OG0004705	LOC115623672|XP_030373999.1|SLEB	LOC108031636|XP_016960734.1|DBIA
OG0004706	LOC115633130|XP_030386392.1|SLEB	LOC108035294|XP_016966349.1|DBIA
OG0004707	LOC115628073|XP_030379906.1|SLEB	LOC108033889|XP_016964025.1|DBIA
OG0004708	LOC115623418|XP_030373596.1|SLEB	LOC108027195|XP_016953988.1|DBIA
OG0004709	LOC115620315|XP_030369367.1|SLEB	LOC108032095|XP_016961411.1|DBIA
OG0004710	LOC115621925|XP_030371629.1|SLEB	LOC108024600|XP_016950102.1|DBIA
OG0004711	LOC115621935|XP_030371642.1|SLEB	LOC108025029|XP_016950774.1|DBIA
OG0004712	LOC115621463|XP_030370980.1|SLEB	LOC108031464|XP_016960392.1|DBIA
OG0004713	LOC115620871|XP_030370204.1|SLEB	LOC108026242|XP_016952568.1|DBIA
OG0004714	LOC115625545|XP_030376482.1|SLEB	LOC108026169|XP_016952413.1|DBIA
OG0004715	LOC115625811|XP_030376856.1|SLEB	LOC108032651|XP_016962095.1|DBIA
OG0004716	LOC115620236|XP_030369241.1|SLEB	LOC108026288|XP_016952643.1|DBIA
OG0004717	LOC115627478|XP_030379016.1|SLEB	LOC108027610|XP_016954620.1|DBIA
OG0004718	LOC115631531|XP_030384162.1|SLEB	LOC108035351|XP_016966435.1|DBIA
OG0004719	LOC115620944|XP_030370320.1|SLEB	LOC108025297|XP_016951176.1|DBIA
OG0004720	LOC115621393|XP_030370895.1|SLEB	LOC108026147|XP_016952370.1|DBIA
OG0004721	LOC115621794|XP_030371427.1|SLEB	LOC108024564|XP_016950047.1|DBIA
OG0004722	LOC115621848|XP_030371520.1|SLEB	LOC108026405|XP_016952818.1|DBIA
OG0004723	LOC115627052|XP_030378456.1|SLEB	LOC108025904|XP_016952077.1|DBIA
OG0004724	LOC115625206|XP_030376035.1|SLEB	LOC108032158|XP_016961493.1|DBIA
OG0004725	LOC115625308|XP_030376187.1|SLEB	LOC108025351|XP_016951300.1|DBIA
OG0004726	LOC115620335|XP_030369392.1|SLEB	LOC108024764|XP_016950366.1|DBIA
OG0004727	LOC115621656|XP_030371221.1|SLEB	LOC108024649|XP_016950191.1|DBIA
OG0004728	LOC115621223|XP_030370669.1|SLEB	LOC108027387|XP_016954311.1|DBIA
OG0004729	LOC115633327|XP_030386620.1|SLEB	LOC108023929|XP_016949102.1|DBIA
OG0004730	LOC115629010|XP_030381160.1|SLEB	LOC108034293|XP_016964643.1|DBIA
OG0004731	LOC115621065|XP_030370450.1|SLEB	LOC108031802|XP_016961011.1|DBIA
OG0004732	LOC115629445|XP_030381762.1|SLEB	LOC108032257|XP_016961610.1|DBIA
OG0004733	LOC115621171|XP_030370594.1|SLEB	LOC108024694|XP_016950262.1|DBIA
OG0004734	LOC115621140|XP_030370557.1|SLEB	LOC108032242|XP_016961595.1|DBIA
OG0004735	LOC115621953|XP_030371660.1|SLEB	LOC108023867|XP_016949020.1|DBIA
OG0004736	LOC115621738|XP_030371328.1|SLEB	LOC108024550|XP_016950018.1|DBIA
OG0004737	LOC115620358|XP_030369422.1|SLEB	LOC108024932|XP_016950619.1|DBIA
OG0004738	LOC115621153|XP_030370571.1|SLEB	LOC108024966|XP_016950694.1|DBIA
OG0004739	LOC115620594|XP_030369764.1|SLEB	LOC108024529|XP_016949984.1|DBIA
OG0004740	LOC115621244|XP_030370695.1|SLEB	LOC108032226|XP_016961578.1|DBIA
OG0004741	LOC115621731|XP_030371321.1|SLEB	LOC108031579|XP_016960632.1|DBIA
OG0004742	LOC115628004|XP_030379771.1|SLEB	LOC108035605|XP_016966778.1|DBIA
OG0004743	LOC115620646|XP_030369854.1|SLEB	LOC108031976|XP_016961259.1|DBIA
OG0004744	LOC115631748|XP_030384444.1|SLEB	LOC108029012|XP_016956547.1|DBIA
OG0004745	LOC115624125|XP_030374580.1|SLEB	LOC108032906|XP_016962455.1|DBIA
OG0004746	LOC115625197|XP_030376024.1|SLEB	LOC108025329|XP_016951245.1|DBIA
OG0004747	LOC115625198|XP_030376025.1|SLEB	LOC108025331|XP_016951247.1|DBIA
OG0004748	LOC115625126|XP_030375900.1|SLEB	LOC108025036|XP_016950780.1|DBIA
OG0004749	LOC115620771|XP_030370037.1|SLEB	LOC108031730|XP_016960893.1|DBIA
OG0004750	LOC115620903|XP_030370251.1|SLEB	LOC108031573|XP_016960620.1|DBIA
OG0004751	LOC115621097|XP_030370494.1|SLEB	LOC108026190|XP_016952469.1|DBIA
OG0004752	LOC115621554|XP_030371083.1|SLEB	LOC108025158|XP_016950924.1|DBIA
OG0004753	LOC115621891|XP_030371579.1|SLEB	LOC108031716|XP_016960874.1|DBIA
OG0004754	LOC115621669|XP_030371240.1|SLEB	LOC108024698|XP_016950265.1|DBIA
OG0004755	LOC115620311|XP_030369357.1|SLEB	LOC108031749|XP_016960942.1|DBIA
OG0004756	LOC115620310|XP_030369356.1|SLEB	LOC108031746|XP_016960936.1|DBIA
OG0004757	LOC115621906|XP_030371596.1|SLEB	LOC108024183|XP_016949512.1|DBIA
OG0004758	LOC115623515|XP_030373755.1|SLEB	LOC108025237|XP_016951076.1|DBIA
OG0004759	LOC115621308|XP_030370780.1|SLEB	LOC108031727|XP_016960887.1|DBIA
OG0004760	LOC115629456|XP_030381781.1|SLEB	LOC108031890|XP_016961148.1|DBIA
OG0004761	LOC115621168|XP_030370590.1|SLEB	LOC108031459|XP_016960385.1|DBIA
OG0004762	LOC115631323|XP_030383902.1|SLEB	LOC108034004|XP_016964223.1|DBIA
OG0004763	LOC115620918|XP_030370275.1|SLEB	LOC108025298|XP_016951183.1|DBIA
OG0004764	LOC115621753|XP_030371347.1|SLEB	LOC108032137|XP_016961462.1|DBIA
OG0004765	LOC115625455|XP_030376363.1|SLEB	LOC108031765|XP_016960961.1|DBIA
OG0004766	LOC115625317|XP_030376198.1|SLEB	LOC108032141|XP_016961465.1|DBIA
OG0004767	LOC115621964|XP_030371672.1|SLEB	LOC108024994|XP_016950739.1|DBIA
OG0004768	LOC115621405|XP_030370908.1|SLEB	LOC108024948|XP_016950667.1|DBIA
OG0004769	LOC115625962|XP_030377064.1|SLEB	LOC108033350|XP_016963148.1|DBIA
OG0004770	LOC115623550|XP_030373801.1|SLEB	LOC108024877|XP_016950514.1|DBIA
OG0004771	LOC115620534|XP_030369664.1|SLEB	LOC108025281|XP_016951145.1|DBIA
OG0004772	LOC115620399|XP_030369473.1|SLEB	LOC108031825|XP_016961047.1|DBIA
OG0004773	LOC115622029|XP_030371748.1|SLEB	LOC108031400|XP_016960256.1|DBIA
OG0004774	LOC115622030|XP_030371749.1|SLEB	LOC108031401|XP_016960257.1|DBIA
OG0004775	LOC115621063|XP_030370448.1|SLEB	LOC108031478|XP_016960438.1|DBIA
OG0004776	LOC115624343|XP_030374858.1|SLEB	LOC108030334|XP_016958686.1|DBIA
OG0004777	LOC115628658|XP_030380686.1|SLEB	LOC108025105|XP_016950898.1|DBIA
OG0004778	LOC115625858|XP_030376927.1|SLEB	LOC108032797|XP_016962292.1|DBIA
OG0004779	LOC115620317|XP_030369369.1|SLEB	LOC108024789|XP_016950396.1|DBIA
OG0004780	LOC115628543|XP_030380564.1|SLEB	LOC108027703|XP_016954742.1|DBIA
OG0004781	LOC115621835|XP_030371504.1|SLEB	LOC108031947|XP_016961220.1|DBIA
OG0004782	LOC115621391|XP_030370891.1|SLEB	LOC108026145|XP_016952364.1|DBIA
OG0004783	LOC115629641|XP_030382003.1|SLEB	LOC108023970|XP_016949182.1|DBIA
OG0004784	LOC115621830|XP_030371498.1|SLEB	LOC108027066|XP_016953765.1|DBIA
OG0004785	LOC115621648|XP_030371209.1|SLEB	LOC108027062|XP_016953760.1|DBIA
OG0004786	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB	LOC108027447|XP_016954387.1|DBIA
OG0004787	LOC115621972|XP_030371682.1|SLEB	LOC108027134|XP_016953841.1|DBIA
OG0004788	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC115621971|XP_030371681.1|SLEB	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC115625359|XP_030376254.1|SLEB	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC115621099|XP_030370497.1|SLEB	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC115622017|XP_030371733.1|SLEB	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC115621712|XP_030371281.1|SLEB	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC115625091|XP_030375850.1|SLEB	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC115620852|XP_030370156.1|SLEB	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC115621349|XP_030370831.1|SLEB	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC115625211|XP_030376041.1|SLEB	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC115621252|XP_030370706.1|SLEB	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC115620553|XP_030369699.1|SLEB	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC115620712|XP_030369947.1|SLEB	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC115623646|XP_030373952.1|SLEB	LOC108026436|XP_016952862.1|DBIA
OG0004802	LOC115622033|XP_030371759.1|SLEB	LOC108032074|XP_016961383.1|DBIA
OG0004803	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC115625586|XP_030376556.1|SLEB	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC115625119|XP_030375888.1|SLEB	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC115629681|XP_030382063.1|SLEB	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC115628103|XP_030379944.1|SLEB	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC115625194|XP_030376020.1|SLEB	LOC108032179|XP_016961523.1|DBIA
OG0004809	LOC115620773|XP_030370041.1|SLEB	LOC108032208|XP_016961557.1|DBIA
OG0004810	LOC115621396|XP_030370897.1|SLEB	LOC108031968|XP_016961249.1|DBIA
OG0004811	LOC115633863|XP_030387215.1|SLEB	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC115625216|XP_030376047.1|SLEB	LOC108031381|XP_016960223.1|DBIA
OG0004813	LOC115621362|XP_030370846.1|SLEB	LOC108024785|XP_016950389.1|DBIA
OG0004814	LOC115620806|XP_030370090.1|SLEB	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC115629356|XP_030381669.1|SLEB	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC115630205|XP_030382633.1|SLEB	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC115630199|XP_030382627.1|SLEB	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC115620440|XP_030369527.1|SLEB	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC115620632|XP_030369822.1|SLEB	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC115625362|XP_030376259.1|SLEB	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC115621017|XP_030370397.1|SLEB	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC115621912|XP_030371606.1|SLEB	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC115620741|XP_030369988.1|SLEB	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC115620743|XP_030369996.1|SLEB	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC115628015|XP_030379804.1|SLEB	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC115625581|XP_030376546.1|SLEB	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC115621174|XP_030370598.1|SLEB	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC115621798|XP_030371436.1|SLEB	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC115620486|XP_030369579.1|SLEB	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC115622047|XP_030371779.1|SLEB	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC115632103|XP_030384945.1|SLEB	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC115620790|XP_030370070.1|SLEB	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC115625041|XP_030375749.1|SLEB	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC115620947|XP_030370322.1|SLEB	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC115621052|XP_030370432.1|SLEB	LOC108024859|XP_016950489.1|DBIA
OG0004836	LOC115620950|XP_030370325.1|SLEB	LOC108031779|XP_016960982.1|DBIA
OG0004837	LOC115633941|XP_030387319.1|SLEB	LOC108028322|XP_016955544.1|DBIA
OG0004838	LOC115628780|XP_030380853.1|SLEB	LOC108031559|XP_016960594.1|DBIA
OG0004839	LOC115628776|XP_030380847.1|SLEB	LOC108031558|XP_016960590.1|DBIA
OG0004840	LOC115625097|XP_030375855.1|SLEB	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC115626387|XP_030377606.1|SLEB	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC115621146|XP_030370562.1|SLEB	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC115620601|XP_030369774.1|SLEB	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC115626766|XP_030378083.1|SLEB	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC115623358|XP_030373503.1|SLEB	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC115623229|XP_030373337.1|SLEB	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC115631988|XP_030384774.1|SLEB	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC115620205|XP_030369200.1|SLEB	LOC108025022|XP_016950770.1|DBIA
OG0004849	LOC115631947|XP_030384661.1|SLEB	LOC108032503|XP_016961817.1|DBIA
OG0004850	LOC115629444|XP_030381757.1|SLEB	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC115629450|XP_030381774.1|SLEB	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC115623605|XP_030373880.1|SLEB	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC115629423|XP_030381742.1|SLEB	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC115633142|XP_030386409.1|SLEB	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC115632767|XP_030385876.1|SLEB	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC115633150|XP_030386420.1|SLEB	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC115632979|XP_030386150.1|SLEB	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC115632096|XP_030384938.1|SLEB	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC115632392|XP_030385382.1|SLEB	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC115632123|XP_030384987.1|SLEB	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC115622892|XP_030372854.1|SLEB	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC115623112|XP_030373179.1|SLEB	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC115628376|XP_030380315.1|SLEB	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC115622244|XP_030372001.1|SLEB	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC115620769|XP_030370034.1|SLEB	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC115632494|XP_030385531.1|SLEB	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC115619999|XP_030368948.1|SLEB	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC115620001|XP_030368950.1|SLEB	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC115633848|XP_030387200.1|SLEB	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC115621242|XP_030370697.1|SLEB	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC115619982|XP_030368882.1|SLEB	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC115634788|XP_030388556.1|SLEB	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC115631089|XP_030383597.1|SLEB	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC115623752|XP_030374146.1|SLEB	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC115628767|XP_030380842.1|SLEB	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC115627085|XP_030378495.1|SLEB	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC115627860|XP_030379581.1|SLEB	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC115633649|XP_030386951.1|SLEB	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC115633632|XP_030386930.1|SLEB	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC115633865|XP_030387220.1|SLEB	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC115624674|XP_030375331.1|SLEB	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC115633149|XP_030386419.1|SLEB	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC115632404|XP_030385399.1|SLEB	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC115634744|XP_030388491.1|SLEB	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC115633799|XP_030387142.1|SLEB	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC115631349|XP_030383929.1|SLEB	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC115632114|XP_030384971.1|SLEB	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC115634508|XP_030388134.1|SLEB	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC115620329|XP_030369397.1|SLEB	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC115627797|XP_030379488.1|SLEB	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC115629265|XP_030381549.1|SLEB	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC115633970|XP_030387351.1|SLEB	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC115629944|XP_030382452.1|SLEB	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC115634805|XP_030388577.1|SLEB	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC115633311|XP_030386604.1|SLEB	LOC108022787|XP_016947402.1|DBIA
OG0004896	LOC115626833|XP_030378177.1|SLEB	LOC108030317|XP_016958645.1|DBIA
OG0004897	LOC115624567|XP_030375159.1|SLEB	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC115619989|XP_030368922.1|SLEB	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC115619944|XP_030368831.1|SLEB	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC115628005|XP_030379787.1|SLEB	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC115628933|XP_030381069.1|SLEB	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC115622200|XP_030371954.1|SLEB	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC115634353|XP_030387871.1|SLEB	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC115620239|XP_030369246.1|SLEB	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC115620009|XP_030368968.1|SLEB	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC115632445|XP_030385451.1|SLEB	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC115632385|XP_030385374.1|SLEB	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC115632334|XP_030385299.1|SLEB	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC115633072|XP_030386303.1|SLEB	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC115633071|XP_030386301.1|SLEB	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC108022756|XP_016947343.1|DBIA
