Orthogroup	SLEB.longest_only	DSUP.longest_only
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC119563064|XP_037732206.1|DSUP
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC119552199|XP_037717985.1|DSUP
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC119550976|XP_037715938.1|DSUP
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC119554964|XP_037722018.1|DSUP
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC119550844|XP_037715739.1|DSUP
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC119553663|XP_037720102.1|DSUP
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC119553253|XP_037719458.1|DSUP
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC119550211|XP_037714694.1|DSUP
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC119549161|XP_037712876.1|DSUP
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC119551475|XP_037716765.1|DSUP
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC119552169|XP_037717921.1|DSUP
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC119550781|XP_037715641.1|DSUP
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC119551257|XP_037716437.1|DSUP
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC119551254|XP_037716429.1|DSUP
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC119551347|XP_037716592.1|DSUP
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC119550808|XP_037715674.1|DSUP
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC119555493|XP_037722834.1|DSUP
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC119555492|XP_037722829.1|DSUP
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC119549599|XP_037713689.1|DSUP
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC119550047|XP_037714429.1|DSUP
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC119551147|XP_037716266.1|DSUP
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC119550923|XP_037715868.1|DSUP
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC119552161|XP_037717908.1|DSUP
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC119550192|XP_037714662.1|DSUP
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC119549889|XP_037714124.1|DSUP
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC119553215|XP_037719400.1|DSUP
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC119554472|XP_037721316.1|DSUP
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC119551289|XP_037716491.1|DSUP
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC119554456|XP_037721296.1|DSUP
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC119554120|XP_037720817.1|DSUP
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC119550306|XP_037714833.1|DSUP
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC119551497|XP_037716791.1|DSUP
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC119553328|XP_037719587.1|DSUP
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC119547307|XP_037710033.1|DSUP
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC119549777|XP_037713965.1|DSUP
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC119550394|XP_037714972.1|DSUP
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC119550893|XP_037715809.1|DSUP
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC119549924|XP_037714188.1|DSUP
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC119550373|XP_037714947.1|DSUP
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC119553217|XP_037719403.1|DSUP
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC119554852|XP_037721860.1|DSUP
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC119554641|XP_037721568.1|DSUP
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC119546745|XP_037709171.1|DSUP
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC119563255|XP_037732497.1|DSUP
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC119556938|XP_037725358.1|DSUP
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC119562967|XP_037732070.1|DSUP
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC119553701|XP_037720189.1|DSUP
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC119553329|XP_037719588.1|DSUP
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC119555498|XP_037722842.1|DSUP
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC119546084|XP_037708089.1|DSUP
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC119553884|XP_037720471.1|DSUP
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC119552902|XP_037718755.1|DSUP
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC119561696|XP_037731138.1|DSUP
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC119554844|XP_037721848.1|DSUP
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC119555284|XP_037722514.1|DSUP
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC119552637|XP_037718256.1|DSUP
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC119555669|XP_037723204.1|DSUP
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC119555089|XP_037722234.1|DSUP
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC119553470|XP_037719801.1|DSUP
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC119551780|XP_037717237.1|DSUP
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC119549741|XP_037713910.1|DSUP
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC119555423|XP_037722714.1|DSUP
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC119559672|XP_037728657.1|DSUP
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC119550204|XP_037714681.1|DSUP
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC119550203|XP_037714680.1|DSUP
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC119549205|XP_037712967.1|DSUP, LOC119558804|XP_037727996.1|DSUP
OG0003672	LOC115624199|XP_030374661.1|SLEB	LOC119563301|XP_037732560.1|DSUP
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC119549801|XP_037713995.1|DSUP
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC119549887|XP_037714122.1|DSUP
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC119548980|XP_037712504.1|DSUP
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC119548978|XP_037712500.1|DSUP
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC119554880|XP_037721894.1|DSUP
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC119553165|XP_037719327.1|DSUP
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC119554780|XP_037721752.1|DSUP
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC119551541|XP_037716859.1|DSUP
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC119550981|XP_037715944.1|DSUP
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC119559840|XP_037728861.1|DSUP
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC119549336|XP_037713245.1|DSUP
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC119554595|XP_037721507.1|DSUP
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC119553918|XP_037720525.1|DSUP
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC119549683|XP_037713822.1|DSUP
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC119549398|XP_037713381.1|DSUP
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC119550946|XP_037715898.1|DSUP
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC119554466|XP_037721308.1|DSUP
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC119554264|XP_037721036.1|DSUP
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC119555460|XP_037722792.1|DSUP
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC119549059|XP_037712691.1|DSUP
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC119555272|XP_037722504.1|DSUP
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC119552683|XP_037718331.1|DSUP
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC119554376|XP_037721184.1|DSUP
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC119549175|XP_037712904.1|DSUP
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC119552093|XP_037717803.1|DSUP
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC119554902|XP_037721932.1|DSUP
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC119549328|XP_037713236.1|DSUP
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC119549971|XP_037714295.1|DSUP
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC119548355|XP_037711498.1|DSUP
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC119554522|XP_037721395.1|DSUP
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC119553312|XP_037719566.1|DSUP
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC119553296|XP_037719541.1|DSUP
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC119549185|XP_037712932.1|DSUP
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC119553751|XP_037720280.1|DSUP
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC119552496|XP_037718025.1|DSUP
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC119552806|XP_037718570.1|DSUP
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC119551737|XP_037717166.1|DSUP
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC119551061|XP_037716112.1|DSUP
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC119554896|XP_037721926.1|DSUP
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC119550534|XP_037715182.1|DSUP
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC119549529|XP_037713578.1|DSUP
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC119549527|XP_037713575.1|DSUP
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC119553777|XP_037720312.1|DSUP
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC119553669|XP_037720110.1|DSUP
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC119553350|XP_037719616.1|DSUP
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC119553194|XP_037719372.1|DSUP
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC119554464|XP_037721306.1|DSUP
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC119557201|XP_037725783.1|DSUP
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC119551502|XP_037716796.1|DSUP
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC119552729|XP_037718410.1|DSUP
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC119552513|XP_037718058.1|DSUP
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC119554553|XP_037721447.1|DSUP
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC119554890|XP_037721909.1|DSUP
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC119552876|XP_037718704.1|DSUP
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC119552905|XP_037718758.1|DSUP
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC119545707|XP_037707411.1|DSUP
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC119553557|XP_037719925.1|DSUP
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC119554707|XP_037721640.1|DSUP
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC119554486|XP_037721343.1|DSUP
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC119552984|XP_037718929.1|DSUP
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC119553425|XP_037719731.1|DSUP
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC119555181|XP_037722359.1|DSUP
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC119549485|XP_037713515.1|DSUP
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC119551101|XP_037716208.1|DSUP
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC119552152|XP_037717886.1|DSUP
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC119551128|XP_037716240.1|DSUP
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC119550169|XP_037714632.1|DSUP
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC119551684|XP_037717076.1|DSUP
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC119553408|XP_037719709.1|DSUP
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC119555529|XP_037722885.1|DSUP
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC119549012|XP_037712581.1|DSUP
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC119551686|XP_037717078.1|DSUP
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC119550022|XP_037714374.1|DSUP
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC119549010|XP_037712576.1|DSUP
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC119553590|XP_037719968.1|DSUP
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC119553620|XP_037720013.1|DSUP
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC119554016|XP_037720660.1|DSUP
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC119552664|XP_037718299.1|DSUP
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC119554480|XP_037721323.1|DSUP
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC119553121|XP_037719236.1|DSUP
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC119554210|XP_037720939.1|DSUP
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC119552913|XP_037718775.1|DSUP
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC119553643|XP_037720049.1|DSUP
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC119559612|XP_037728570.1|DSUP
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC119549313|XP_037713216.1|DSUP
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC119549151|XP_037712859.1|DSUP
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC119555591|XP_037723002.1|DSUP
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC119552198|XP_037717983.1|DSUP
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC119555044|XP_037722158.1|DSUP
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC119555045|XP_037722159.1|DSUP
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC119553967|XP_037720592.1|DSUP
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC119552881|XP_037718711.1|DSUP
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC119546456|XP_037708659.1|DSUP
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC119556309|XP_037724320.1|DSUP
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC119549321|XP_037713225.1|DSUP
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC119550734|XP_037715575.1|DSUP
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC119550441|XP_037715044.1|DSUP
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC119549357|XP_037713320.1|DSUP
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC119552643|XP_037718264.1|DSUP
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC119553251|XP_037719455.1|DSUP
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC119551925|XP_037717483.1|DSUP
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC119549612|XP_037713710.1|DSUP
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC119558278|XP_037727581.1|DSUP
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC119551250|XP_037716423.1|DSUP
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC119550657|XP_037715430.1|DSUP
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC119550789|XP_037715648.1|DSUP
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC119550457|XP_037715067.1|DSUP
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC119549918|XP_037714170.1|DSUP
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC119551961|XP_037717990.1|DSUP
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC119556984|XP_037725433.1|DSUP
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC119554194|XP_037720921.1|DSUP
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC119549251|XP_037713085.1|DSUP
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC119559614|XP_037728574.1|DSUP
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC119550062|XP_037714452.1|DSUP
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC119550063|XP_037714454.1|DSUP
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC119550749|XP_037715598.1|DSUP
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC119550541|XP_037715192.1|DSUP
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC119554909|XP_037721939.1|DSUP
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC119560363|XP_037729695.1|DSUP
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC119552200|XP_037717986.1|DSUP
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC119549315|XP_037713217.1|DSUP
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC119549452|XP_037713476.1|DSUP
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC119555306|XP_037722551.1|DSUP
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC119563101|XP_037732268.1|DSUP
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC119547953|XP_037710931.1|DSUP
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC119551898|XP_037717438.1|DSUP
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC119550392|XP_037714971.1|DSUP
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC119547183|XP_037709846.1|DSUP
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC119548423|XP_037711590.1|DSUP
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC119548805|XP_037712314.1|DSUP
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC119557378|XP_037726054.1|DSUP
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC119548605|XP_037711889.1|DSUP
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC119546464|XP_037708675.1|DSUP
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC119562751|XP_037731882.1|DSUP
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC119558504|XP_037727937.1|DSUP
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC119554648|XP_037721577.1|DSUP
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC119548109|XP_037711130.1|DSUP
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC119548986|XP_037712513.1|DSUP
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC119550324|XP_037714857.1|DSUP
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC119546128|XP_037708152.1|DSUP
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC119546259|XP_037708346.1|DSUP
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC119546784|XP_037709268.1|DSUP
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC119547783|XP_037710725.1|DSUP
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC119548284|XP_037711380.1|DSUP
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC119547518|XP_037710340.1|DSUP
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC119548072|XP_037711088.1|DSUP
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC119547266|XP_037709975.1|DSUP
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC119563482|XP_037732835.1|DSUP
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC119551590|XP_037716919.1|DSUP
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC119562352|XP_037731442.1|DSUP
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC119548854|XP_037712407.1|DSUP
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC119548576|XP_037711822.1|DSUP
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC119548099|XP_037711116.1|DSUP
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC119547148|XP_037709792.1|DSUP
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC119546176|XP_037708226.1|DSUP
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC119546478|XP_037708692.1|DSUP
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC119548546|XP_037711768.1|DSUP
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC119546899|XP_037709449.1|DSUP
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC119560432|XP_037729799.1|DSUP
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC119546300|XP_037708416.1|DSUP
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC119546141|XP_037708175.1|DSUP
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC119546446|XP_037708648.1|DSUP
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC119548225|XP_037711288.1|DSUP
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC119545930|XP_037707776.1|DSUP
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC119546584|XP_037708919.1|DSUP
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC119547866|XP_037710828.1|DSUP
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC119548612|XP_037711906.1|DSUP
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC119548979|XP_037712502.1|DSUP
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC119548089|XP_037711103.1|DSUP
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC119548613|XP_037711907.1|DSUP
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC119546513|XP_037708766.1|DSUP
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC119548611|XP_037711902.1|DSUP
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC119547462|XP_037710271.1|DSUP
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC119546901|XP_037709452.1|DSUP
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC119546525|XP_037708789.1|DSUP
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC119562891|XP_037731936.1|DSUP
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC119549281|XP_037713142.1|DSUP
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC119547066|XP_037709678.1|DSUP
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC119550695|XP_037715488.1|DSUP
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC119548765|XP_037712236.1|DSUP
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC119549154|XP_037712865.1|DSUP
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC119548314|XP_037711419.1|DSUP
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC119548313|XP_037711418.1|DSUP
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC119546149|XP_037708186.1|DSUP
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC119546417|XP_037708610.1|DSUP
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC119547031|XP_037709632.1|DSUP
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC119550687|XP_037715480.1|DSUP
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC119547782|XP_037710721.1|DSUP
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC119558514|XP_037727942.1|DSUP
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC119548440|XP_037711626.1|DSUP
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC119548399|XP_037711555.1|DSUP
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC119563277|XP_037732528.1|DSUP
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC119547344|XP_037710084.1|DSUP
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC119562532|XP_037731654.1|DSUP
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC119546844|XP_037709366.1|DSUP
OG0003869	LOC115631239|XP_030383808.1|SLEB	LOC119547203|XP_037709877.1|DSUP
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC119548622|XP_037711920.1|DSUP
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC119546524|XP_037708788.1|DSUP
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC119550940|XP_037715893.1|DSUP
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC119548535|XP_037711756.1|DSUP
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC119546531|XP_037708796.1|DSUP
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC119547132|XP_037709773.1|DSUP
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC119547848|XP_037710806.1|DSUP
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC119548262|XP_037711335.1|DSUP
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC119547030|XP_037709628.1|DSUP
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC119555554|XP_037722928.1|DSUP
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC119554662|XP_037721592.1|DSUP
OG0003881	LOC115622772|XP_030372691.1|SLEB	LOC119551244|XP_037716416.1|DSUP
OG0003882	LOC115632727|XP_030385836.1|SLEB	LOC119559148|XP_037728145.1|DSUP
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC119558274|XP_037727575.1|DSUP
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC119546325|XP_037708452.1|DSUP
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC119547706|XP_037710609.1|DSUP
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC119547704|XP_037710607.1|DSUP
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC119547717|XP_037710619.1|DSUP
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC119560693|XP_037730203.1|DSUP
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC119547688|XP_037710583.1|DSUP
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC119554676|XP_037721607.1|DSUP
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC119546443|XP_037708646.1|DSUP
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC119554563|XP_037721462.1|DSUP
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC119546100|XP_037708111.1|DSUP
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC119548420|XP_037711588.1|DSUP
