Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0003478	LOC115621045|XP_030370427.1|SLEB	LOC108157462|XP_017145025.1|DMIR
OG0003479	LOC115625285|XP_030376155.1|SLEB	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR
OG0003480	LOC115622005|XP_030371719.1|SLEB	LOC108153933|XP_017139519.1|DMIR
OG0003481	LOC115622004|XP_030371718.1|SLEB	LOC108154646|XP_017140465.1|DMIR
OG0003482	LOC115622000|XP_030371715.1|SLEB	LOC108157723|XP_017145381.1|DMIR
OG0003483	LOC115621968|XP_030371675.1|SLEB	LOC108154648|XP_017140468.1|DMIR
OG0003484	LOC115620910|XP_030370262.1|SLEB	LOC108156989|XP_017144270.1|DMIR
OG0003485	LOC115621723|XP_030371296.1|SLEB	LOC108154432|XP_017140191.1|DMIR
OG0003486	LOC115620996|XP_030370376.1|SLEB	LOC108153968|XP_017139554.1|DMIR
OG0003487	LOC115621241|XP_030370693.1|SLEB	LOC108154735|XP_017140591.1|DMIR
OG0003488	LOC115620659|XP_030369870.1|SLEB	LOC108156544|XP_017143549.1|DMIR
OG0003489	LOC115625173|XP_030375993.1|SLEB	LOC108155771|XP_017142312.1|DMIR
OG0003490	LOC115620805|XP_030370089.1|SLEB	LOC108156647|XP_017143738.1|DMIR
OG0003491	LOC115620324|XP_030369378.1|SLEB	LOC108156534|XP_017143531.2|DMIR
OG0003492	LOC115621205|XP_030370646.1|SLEB	LOC108157701|XP_017145360.1|DMIR
OG0003493	LOC115620873|XP_030370209.1|SLEB	LOC108156223|XP_017143049.2|DMIR
OG0003494	LOC115625078|XP_030375828.1|SLEB	LOC108156264|XP_017143116.1|DMIR
OG0003495	LOC115630447|XP_030382869.1|SLEB	LOC108163137|XP_017153739.1|DMIR
OG0003496	LOC115621455|XP_030370971.1|SLEB	LOC108156926|XP_017144169.1|DMIR
OG0003497	LOC115620803|XP_030370087.1|SLEB	LOC108154201|XP_017139909.1|DMIR
OG0003498	LOC115628108|XP_030379948.1|SLEB	LOC117185878|XP_033245115.1|DMIR
OG0003499	LOC115625356|XP_030376250.1|SLEB	LOC108155782|XP_033245456.1|DMIR
OG0003500	LOC115626229|XP_030377389.1|SLEB	LOC108161446|XP_017151197.1|DMIR
OG0003501	LOC115621070|XP_030370457.1|SLEB	LOC108157112|XP_017144476.1|DMIR
OG0003502	LOC115620319|XP_030369373.1|SLEB	LOC108157731|XP_017145394.2|DMIR
OG0003503	LOC115620498|XP_030369610.1|SLEB	LOC108155157|XP_017141308.1|DMIR
OG0003504	LOC115621579|XP_030371129.1|SLEB	LOC108155128|XP_017141261.1|DMIR
OG0003505	LOC115622048|XP_030371780.1|SLEB	LOC108155371|XP_017141633.2|DMIR
OG0003506	LOC115625580|XP_030376542.1|SLEB	LOC108155724|XP_017142219.1|DMIR
OG0003507	LOC115621718|XP_030371292.1|SLEB	LOC108155942|XP_017142590.1|DMIR
OG0003508	LOC115623261|XP_030373390.1|SLEB	LOC108151029|XP_017134877.1|DMIR
OG0003509	LOC115620360|XP_030369424.1|SLEB	LOC108155402|XP_017141688.1|DMIR
OG0003510	LOC115620200|XP_030369193.1|SLEB	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR
OG0003511	LOC115620464|XP_030369555.1|SLEB	LOC108155689|XP_017142150.1|DMIR
OG0003512	LOC115621249|XP_030370702.1|SLEB	LOC108156512|XP_017143504.1|DMIR
OG0003513	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB	LOC108156636|XP_017143722.1|DMIR
OG0003514	LOC115629546|XP_030381887.1|SLEB	LOC108157660|XP_017145306.1|DMIR
OG0003515	LOC115627947|XP_030379704.1|SLEB	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR
OG0003516	LOC115620392|XP_030369460.1|SLEB	LOC108156023|XP_017142756.1|DMIR
OG0003517	LOC115629446|XP_030381764.1|SLEB	LOC108156466|XP_017143418.1|DMIR
OG0003518	LOC115623890|XP_030374303.1|SLEB	LOC108157408|XP_017144945.1|DMIR
OG0003519	LOC115632570|XP_030385650.1|SLEB	LOC108153181|XP_017138476.2|DMIR
OG0003520	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB	LOC108152420|XP_017137223.1|DMIR
OG0003521	LOC115632547|XP_030385622.1|SLEB	LOC108151847|XP_017136220.1|DMIR
OG0003522	LOC115628053|XP_030379873.1|SLEB	LOC108158458|XP_017146236.1|DMIR
OG0003523	LOC115630573|XP_030383050.1|SLEB	LOC108163135|XP_017153738.1|DMIR
OG0003524	LOC115624031|XP_030374468.1|SLEB	LOC108162326|XP_017152503.1|DMIR
OG0003525	LOC115620878|XP_030370257.1|SLEB	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR
OG0003526	LOC115632086|XP_030384910.1|SLEB	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR
OG0003527	LOC115619963|XP_030368856.1|SLEB	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC108161324|XP_017151044.1|DMIR
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC108152456|XP_017137309.1|DMIR
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC108155979|XP_017142656.1|DMIR
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC108151984|XP_017136438.1|DMIR
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC108152858|XP_017137968.1|DMIR
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC108152245|XP_017136939.1|DMIR
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC108151559|XP_017135718.1|DMIR
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC108158145|XP_017145854.1|DMIR
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC108154913|XP_017140856.1|DMIR
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC108152226|XP_017136898.1|DMIR
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC108152413|XP_017137215.1|DMIR
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC108152732|XP_033244009.1|DMIR
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC108152409|XP_017137208.1|DMIR
OG0003547	LOC115622989|XP_030373013.1|SLEB	LOC108158714|XP_033247737.1|DMIR
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC108158174|XP_017145880.1|DMIR, LOC117192295|XP_033252842.1|DMIR
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC108151349|XP_017135394.1|DMIR
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC108150955|XP_017134778.1|DMIR
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC108152966|XP_033242139.1|DMIR
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC108151947|XP_017136371.1|DMIR
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC108152614|XP_017137569.1|DMIR
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC108152845|XP_033243725.1|DMIR
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC108156626|XP_017143673.1|DMIR
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC108152211|XP_017136858.1|DMIR
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC108154238|XP_017139954.1|DMIR
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC108165525|XP_017157085.1|DMIR
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC108153684|XP_017139291.1|DMIR
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC108151061|XP_017134927.1|DMIR
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC108152979|XP_017138195.2|DMIR
OG0003577	LOC115632106|XP_030384949.1|SLEB	LOC108151753|XP_017136080.1|DMIR
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC108151077|XP_017134949.1|DMIR
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC108151540|XP_033242943.1|DMIR
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC108151425|XP_017135504.1|DMIR
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC108159923|XP_017149052.1|DMIR
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC108164423|XP_017155592.1|DMIR
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC108155711|XP_017142193.2|DMIR
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC108151741|XP_017136049.1|DMIR
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC108151454|XP_017135562.1|DMIR
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC108151338|XP_017135381.1|DMIR
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC108152321|XP_017137045.1|DMIR
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC108152065|XP_017136574.1|DMIR
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC108153166|XP_017138460.1|DMIR
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC108163646|XP_017154544.1|DMIR
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC108151747|XP_017136059.1|DMIR
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC108151358|XP_017135406.1|DMIR
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC108163122|XP_017153717.1|DMIR
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC108154670|XP_017140500.1|DMIR
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC108159493|XP_017148324.1|DMIR
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC108152001|XP_017136460.1|DMIR
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC108152029|XP_017136500.1|DMIR
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC108158123|XP_017145794.1|DMIR
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC108158124|XP_017145795.1|DMIR
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC108159093|XP_017147548.1|DMIR
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC108160169|XP_017149479.2|DMIR
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC108152582|XP_017137516.1|DMIR
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC108152581|XP_017137511.1|DMIR
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC108160296|XP_017149695.1|DMIR
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC108151442|XP_017135540.1|DMIR
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC108151072|XP_017134940.1|DMIR
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC108165489|XP_017157031.1|DMIR
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC108151177|XP_033243118.1|DMIR
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC108159906|XP_017149024.1|DMIR
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC108158406|XP_017146162.1|DMIR
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC108152839|XP_017137936.1|DMIR
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC108162257|XP_017152394.1|DMIR
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC108159031|XP_017147440.1|DMIR
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC108152576|XP_017137504.1|DMIR
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC108151985|XP_017136439.1|DMIR
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC108152993|XP_017138217.1|DMIR
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC108161960|XP_017151907.1|DMIR
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC108154083|XP_017139684.1|DMIR
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC108165022|XP_017156550.1|DMIR
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC108156418|XP_017143354.1|DMIR
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC108151912|XP_017136312.1|DMIR
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC108153113|XP_017138387.1|DMIR
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC108152041|XP_017136529.1|DMIR
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC108163056|XP_017153617.1|DMIR
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC108151907|XP_017136307.1|DMIR
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC108153449|XP_017138958.1|DMIR
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC108156917|XP_017144153.1|DMIR
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC108153319|XP_017138721.1|DMIR
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC108151113|XP_017135007.1|DMIR
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC108151804|XP_017136143.2|DMIR
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC108151680|XP_017135912.1|DMIR
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC108151755|XP_033243918.1|DMIR
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC108152883|XP_017138006.1|DMIR
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC108151734|XP_033243913.1|DMIR
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC117192827|XP_033253482.1|DMIR, LOC117193247|XP_033253881.1|DMIR, LOC117194158|XP_033254705.1|DMIR, LOC108159667|XP_017148636.1|DMIR
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR
OG0003672	LOC115624199|XP_030374661.1|SLEB	LOC108156957|XP_017144224.1|DMIR
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC108155708|XP_017142189.1|DMIR
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC108152977|XP_017138191.1|DMIR
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC108153029|XP_017138274.1|DMIR
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC108159492|XP_017148323.1|DMIR
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC108158887|XP_017147150.1|DMIR, LOC117188240|XP_033247669.1|DMIR
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC108154820|XP_017140709.1|DMIR
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC108158462|XP_033246763.1|DMIR
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC108151240|XP_017135230.1|DMIR
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC108152856|XP_033242852.1|DMIR
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC108152554|XP_017137463.1|DMIR
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC108152611|XP_017137565.1|DMIR
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC108153561|XP_017139122.1|DMIR
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC108151528|XP_017135667.1|DMIR
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC108153246|XP_017138579.1|DMIR
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC108151871|XP_017136251.1|DMIR
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC108151849|XP_017136224.1|DMIR
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC108162700|XP_017153043.1|DMIR
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC108153272|XP_017138630.1|DMIR
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC108152927|XP_017138099.1|DMIR
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC108153216|XP_033242745.1|DMIR
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC108152907|XP_033243607.1|DMIR
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC108151280|XP_017135297.1|DMIR
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC108151161|XP_017135080.1|DMIR
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC108151361|XP_017135409.1|DMIR
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC108151979|XP_017136433.1|DMIR
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC108153371|XP_017138830.1|DMIR
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC108153296|XP_017138673.1|DMIR
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC108153097|XP_017138369.1|DMIR
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC108153725|XP_017139346.1|DMIR
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC108152453|XP_033242268.1|DMIR
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC108151243|XP_017135233.1|DMIR
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC108150908|XP_017134721.1|DMIR
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC108151369|XP_017135419.1|DMIR
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC108151479|XP_017135602.1|DMIR
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC108151354|XP_033242576.1|DMIR
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC108156853|XP_017144066.1|DMIR
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC108151050|XP_017134911.1|DMIR
