Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC115633276|XP_030386547.1|SLEB	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC115622177|XP_030371924.1|SLEB	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC115630654|XP_030383156.1|SLEB	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC115627472|XP_030379008.1|SLEB	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC115631439|XP_030384039.1|SLEB	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC115631249|XP_030383819.1|SLEB	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC115631028|XP_030383506.1|SLEB	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC115630482|XP_030382923.1|SLEB	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC115631436|XP_030384034.1|SLEB	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC115631657|XP_030384329.1|SLEB	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC115631090|XP_030383598.1|SLEB	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC115626951|XP_030378327.1|SLEB	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC115630487|XP_030382935.1|SLEB	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC115631315|XP_030383890.1|SLEB	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC115621942|XP_030371649.1|SLEB	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC115621043|XP_030370424.1|SLEB	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC115622239|XP_030371996.1|SLEB	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC115632484|XP_030385519.1|SLEB	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC115624161|XP_030374617.1|SLEB	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC115624055|XP_030374496.1|SLEB	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC115626808|XP_030378139.1|SLEB	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC115622469|XP_030372272.1|SLEB	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC115626863|XP_030378230.1|SLEB	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC115633705|XP_030387026.1|SLEB	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC115624995|XP_030375726.1|SLEB	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC115634762|XP_030388517.1|SLEB	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC115625353|XP_030376246.1|SLEB	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC115625619|XP_030376620.1|SLEB	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC115632730|XP_030385835.1|SLEB	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC115622479|XP_030372284.1|SLEB	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC115622497|XP_030372303.1|SLEB	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC115626862|XP_030378229.1|SLEB	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC115622688|XP_030372577.1|SLEB	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC115634474|XP_030388065.1|SLEB	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC115634473|XP_030388064.1|SLEB	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC115631977|XP_030384737.1|SLEB	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC115625509|XP_030376433.1|SLEB	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC115629371|XP_030381689.1|SLEB	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC115620054|XP_030369047.1|SLEB	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC115624980|XP_030375695.1|SLEB	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC115627742|XP_030379377.1|SLEB	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC115620222|XP_030369223.1|SLEB	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC115621413|XP_030370924.1|SLEB	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC115623375|XP_030373530.1|SLEB	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC115621200|XP_030370639.1|SLEB	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC115629180|XP_030381421.1|SLEB	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC115620542|XP_030369685.1|SLEB	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC115629338|XP_030381644.1|SLEB	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC115625345|XP_030376233.1|SLEB	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC115623942|XP_030374364.1|SLEB	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC115627070|XP_030378478.1|SLEB	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC115627049|XP_030378451.1|SLEB	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC115624377|XP_030374938.1|SLEB	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC115620835|XP_030370128.1|SLEB	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC115622879|XP_030372832.1|SLEB	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC115624962|XP_030375677.1|SLEB	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC115623554|XP_030373804.1|SLEB	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC115624190|XP_030374648.1|SLEB	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC115624084|XP_030374533.1|SLEB	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC115624297|XP_030374782.1|SLEB	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC115625507|XP_030376430.1|SLEB	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC115621663|XP_030371231.1|SLEB	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC115634785|XP_030388552.1|SLEB	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC115630702|XP_030383214.1|SLEB	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC115622610|XP_030372471.1|SLEB	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC115625288|XP_030376160.1|SLEB	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC115625346|XP_030376236.1|SLEB	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC115619990|XP_030368923.1|SLEB	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC115623472|XP_030373697.1|SLEB	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC115625332|XP_030376216.1|SLEB	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC115626741|XP_030378051.1|SLEB	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC115626753|XP_030378068.1|SLEB	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC115626958|XP_030378333.1|SLEB	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC115624411|XP_030375005.1|SLEB	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC115625234|XP_030376079.1|SLEB	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC115624533|XP_030375117.1|SLEB	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC115623549|XP_030373800.1|SLEB	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC115623661|XP_030373979.1|SLEB	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC115622962|XP_030372969.1|SLEB	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC115625573|XP_030376531.1|SLEB	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC115623338|XP_030373468.1|SLEB	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC115629256|XP_030381534.1|SLEB	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC115621820|XP_030371470.1|SLEB	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC115621098|XP_030370495.1|SLEB	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC115625755|XP_030376772.1|SLEB	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC115624021|XP_030374457.1|SLEB	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC115634837|XP_030388618.1|SLEB	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC115629253|XP_030381529.1|SLEB	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC115625070|XP_030375817.1|SLEB	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC115623251|XP_030373379.1|SLEB	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC115631981|XP_030384745.1|SLEB	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC115621059|XP_030370443.1|SLEB	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC115624331|XP_030374819.1|SLEB	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC115623683|XP_030374013.1|SLEB	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC115634341|XP_030387857.1|SLEB	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC115628341|XP_030380264.1|SLEB	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC115629170|XP_030381404.1|SLEB	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC115626857|XP_030378218.1|SLEB	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC115626385|XP_030377616.1|SLEB	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC115629220|XP_030381489.1|SLEB	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC115620606|XP_030369780.1|SLEB	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC115625690|XP_030376691.1|SLEB	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC115622792|XP_030372715.1|SLEB	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC115624413|XP_030375007.1|SLEB	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC115625832|XP_030376887.1|SLEB	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC115620988|XP_030370368.1|SLEB	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC115624122|XP_030374578.1|SLEB	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC115624120|XP_030374576.1|SLEB	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC115620402|XP_030369478.1|SLEB	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC115623365|XP_030373511.1|SLEB	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC115625602|XP_030376598.1|SLEB	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC115622116|XP_030371820.1|SLEB	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC115623859|XP_030374264.1|SLEB	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC115629143|XP_030381355.1|SLEB	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC115622423|XP_030372218.1|SLEB	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC115624365|XP_030374885.1|SLEB	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC115622468|XP_030372270.1|SLEB	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC115623673|XP_030374000.1|SLEB	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC115623642|XP_030373947.1|SLEB	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC115624127|XP_030374582.1|SLEB	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC115623929|XP_030374348.1|SLEB	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC115623390|XP_030373558.1|SLEB	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC115630004|XP_030382494.1|SLEB	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC115625909|XP_030377000.1|SLEB	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC115625069|XP_030375813.1|SLEB	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC115629639|XP_030382001.1|SLEB	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC115628741|XP_030380805.1|SLEB	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC115629676|XP_030382054.1|SLEB	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC115627773|XP_030379432.1|SLEB	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC115626137|XP_030377258.1|SLEB	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC115634437|XP_030388008.1|SLEB	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC115622486|XP_030372292.1|SLEB	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC115623555|XP_030373813.1|SLEB	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC115625527|XP_030376456.1|SLEB	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC115630036|XP_030382528.1|SLEB	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC115620201|XP_030369194.1|SLEB	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC115622689|XP_030372573.1|SLEB	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC115622476|XP_030372280.1|SLEB	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC115628267|XP_030380146.1|SLEB	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC115631060|XP_030383559.1|SLEB	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC115629142|XP_030381353.1|SLEB	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC115624217|XP_030374691.1|SLEB	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC115625276|XP_030376138.1|SLEB	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC115625286|XP_030376156.1|SLEB	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC115623582|XP_030373841.1|SLEB	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC115623984|XP_030374415.1|SLEB	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC115623596|XP_030373858.1|SLEB	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC115629478|XP_030381808.1|SLEB	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC115623434|XP_030373640.1|SLEB	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC115627479|XP_030379017.1|SLEB	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC115620716|XP_030369953.1|SLEB	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC115623413|XP_030373584.1|SLEB	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC115625047|XP_030375758.1|SLEB	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC115623649|XP_030373961.1|SLEB	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC115629050|XP_030381220.1|SLEB	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC115620574|XP_030369735.1|SLEB	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC115621197|XP_030370636.1|SLEB	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC115625072|XP_030375820.1|SLEB	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC115621640|XP_030371238.1|SLEB	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC115632596|XP_030385681.1|SLEB	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC115624123|XP_030374579.1|SLEB	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC115623577|XP_030373835.1|SLEB	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC115623619|XP_030373899.1|SLEB	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC115621873|XP_030371558.1|SLEB	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC115623671|XP_030373997.1|SLEB	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC115631904|XP_030384612.1|SLEB	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC115623636|XP_030373938.1|SLEB	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB	LOC120779416|XP_039967550.1|BTRY
OG0004215	LOC115623668|XP_030373998.1|SLEB	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC115632524|XP_030385580.1|SLEB	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC115622565|XP_030372397.1|SLEB	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC115623356|XP_030373500.1|SLEB	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC115623621|XP_030373903.1|SLEB	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC115624267|XP_030374752.1|SLEB	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC115623475|XP_030373701.1|SLEB	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC115625201|XP_030376028.1|SLEB	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC115627223|XP_030378705.1|SLEB	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC115625451|XP_030376359.1|SLEB	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC115625071|XP_030375819.1|SLEB	LOC120775392|XP_039961490.1|BTRY
OG0004229	LOC115624998|XP_030375733.1|SLEB	LOC120771033|XP_039954755.1|BTRY
OG0004230	LOC115626934|XP_030378303.1|SLEB	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC115628390|XP_030380334.1|SLEB	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC115628393|XP_030380338.1|SLEB	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC115628392|XP_030380337.1|SLEB	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC115628253|XP_030380131.1|SLEB	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC115623444|XP_030373654.1|SLEB	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC115624284|XP_030374767.1|SLEB	LOC120778123|XP_039965764.1|BTRY
OG0004237	LOC115623821|XP_030374225.1|SLEB	LOC120782810|XP_039971223.1|BTRY
OG0004238	LOC115623588|XP_030373848.1|SLEB	LOC120782468|XP_039970695.1|BTRY
OG0004239	LOC115623394|XP_030373562.1|SLEB	LOC120768635|XP_039951338.1|BTRY
OG0004240	LOC115623410|XP_030373580.1|SLEB	LOC120782626|XP_039970965.1|BTRY
OG0004241	LOC115624345|XP_030374856.1|SLEB	LOC120782358|XP_039970531.1|BTRY
OG0004242	LOC115624254|XP_030374739.1|SLEB	LOC120766400|XP_039947782.1|BTRY
OG0004243	LOC115622897|XP_030372873.1|SLEB	LOC120779142|XP_039967282.1|BTRY
OG0004244	LOC115623539|XP_030373781.1|SLEB	LOC120782236|XP_039970337.1|BTRY
OG0004245	LOC115633057|XP_030386262.1|SLEB	LOC120777029|XP_039964074.1|BTRY
OG0004246	LOC115622381|XP_030372163.1|SLEB	LOC120777581|XP_039964928.1|BTRY
OG0004247	LOC115627809|XP_030379498.1|SLEB	LOC120775526|XP_039961680.1|BTRY
OG0004248	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB	LOC120772695|XP_039957369.1|BTRY
OG0004249	LOC115632085|XP_030384908.1|SLEB	LOC120778844|XP_039966801.1|BTRY
OG0004250	LOC115625737|XP_030376750.1|SLEB	LOC120773534|XP_039958424.1|BTRY
OG0004251	LOC115629738|XP_030382132.1|SLEB	LOC120776091|XP_039962501.1|BTRY
OG0004252	LOC115624421|XP_030375018.1|SLEB	LOC120782270|XP_039970393.1|BTRY
OG0004253	LOC115624130|XP_030374586.1|SLEB	LOC120766653|XP_039948218.1|BTRY
