Orthogroup	SLEB.longest_only	DSUB.longest_only
OG0005462	LOC115620618|XP_030369798.1|SLEB	LOC117901241|XP_034667808.1|DSUB
OG0005463	LOC115632882|XP_030386019.1|SLEB	LOC117895085|XP_034658373.1|DSUB
OG0005464	LOC115633403|XP_030386706.1|SLEB	LOC117902750|XP_034670228.1|DSUB
OG0005465	LOC115625770|XP_030376798.1|SLEB	LOC117902174|XP_034669206.1|DSUB
OG0005466	LOC115625771|XP_030376802.1|SLEB	LOC117902172|XP_034669204.1|DSUB
OG0005467	LOC115621301|XP_030370771.1|SLEB	LOC117897533|XP_034662345.1|DSUB
OG0005468	LOC115629801|XP_030382223.1|SLEB	LOC117902785|XP_034670282.1|DSUB
OG0005469	LOC115625651|XP_030376639.1|SLEB	LOC117901371|XP_034667972.1|DSUB
OG0005470	LOC115625650|XP_030376638.1|SLEB	LOC117902291|XP_034669460.1|DSUB
OG0005471	LOC115631887|XP_030384596.1|SLEB	LOC117900018|XP_034666095.1|DSUB
OG0005472	LOC115631889|XP_030384598.1|SLEB	LOC117902580|XP_034669964.1|DSUB
OG0005473	LOC115628467|XP_030380449.1|SLEB	LOC117900106|XP_034666220.1|DSUB
OG0005474	LOC115621015|XP_030370395.1|SLEB	LOC117900431|XP_034666692.1|DSUB
OG0005475	LOC115630982|XP_030383425.1|SLEB	LOC117900430|XP_034666691.1|DSUB
OG0005476	LOC115630421|XP_030382823.1|SLEB	LOC117890621|XP_034651454.1|DSUB
OG0005477	LOC115631641|XP_030384311.1|SLEB	LOC117893440|XP_034655950.1|DSUB
OG0005478	LOC115630516|XP_030382978.1|SLEB	LOC117902084|XP_034669068.1|DSUB
OG0005479	LOC115630422|XP_030382820.1|SLEB	LOC117902081|XP_034669065.1|DSUB
OG0005480	LOC115630676|XP_030383180.1|SLEB	LOC117902085|XP_034669069.1|DSUB
OG0005481	LOC115631431|XP_030384026.1|SLEB	LOC117902370|XP_034669577.1|DSUB
OG0005482	LOC115631921|XP_030384633.1|SLEB	LOC117902710|XP_034670164.1|DSUB
OG0005483	LOC115620862|XP_030370183.1|SLEB	LOC117898045|XP_034663095.1|DSUB
OG0005484	LOC115631228|XP_030383796.1|SLEB	LOC117900452|XP_034666715.1|DSUB
OG0005485	LOC115624390|XP_030374966.1|SLEB	LOC117890600|XP_034651430.1|DSUB
OG0005486	LOC115626110|XP_030377228.1|SLEB	LOC117892018|XP_034653802.1|DSUB
OG0005487	LOC115631218|XP_030383784.1|SLEB	LOC117901360|XP_034667961.1|DSUB
OG0005488	LOC115631731|XP_030384428.1|SLEB	LOC117901220|XP_034667780.1|DSUB
OG0005489	LOC115630441|XP_030382860.1|SLEB	LOC117902745|XP_034670219.1|DSUB
OG0005490	LOC115630438|XP_030382858.1|SLEB	LOC117902738|XP_034670205.1|DSUB
OG0005491	LOC115631956|XP_030384678.1|SLEB	LOC117902432|XP_034669695.1|DSUB
OG0005492	LOC115631567|XP_030384217.1|SLEB	LOC117900512|XP_034666797.1|DSUB
OG0005493	LOC115629072|XP_030381248.1|SLEB	LOC117901099|XP_034667618.1|DSUB
OG0005494	LOC115634084|XP_030387497.1|SLEB	LOC117891443|XP_034652811.1|DSUB
OG0005495	LOC115634789|XP_030388557.1|SLEB	LOC117891647|XP_034653085.1|DSUB
OG0005496	LOC115621908|XP_030371599.1|SLEB	LOC117898670|XP_034664137.1|DSUB
OG0005497	LOC115625907|XP_030376998.1|SLEB	LOC117902631|XP_034670042.1|DSUB
OG0005498	LOC115625908|XP_030376999.1|SLEB	LOC117902637|XP_034670050.1|DSUB
OG0005499	LOC115626076|XP_030377189.1|SLEB	LOC117902614|XP_034670017.1|DSUB
OG0005500	LOC115625743|XP_030376757.1|SLEB	LOC117902618|XP_034670021.1|DSUB
OG0005501	LOC115625851|XP_030376915.1|SLEB	LOC117901238|XP_034667804.1|DSUB
OG0005502	LOC115625852|XP_030376916.1|SLEB	LOC117901239|XP_034667805.1|DSUB
OG0005503	LOC115631407|XP_030383990.1|SLEB	LOC117901528|XP_034668199.1|DSUB
OG0005504	LOC115631624|XP_030384290.1|SLEB	LOC117901569|XP_034668259.1|DSUB
OG0005506	LOC115628497|XP_030380496.1|SLEB	LOC117901592|XP_034668292.1|DSUB
OG0005507	LOC115631212|XP_030383777.1|SLEB	LOC117900231|XP_034666408.1|DSUB
OG0005508	LOC115632043|XP_030384873.1|SLEB	LOC117899987|XP_034666047.1|DSUB
OG0005509	LOC115628554|XP_030380576.1|SLEB	LOC117902807|XP_034670320.1|DSUB
OG0005510	LOC115626008|XP_030377116.1|SLEB	LOC117900126|XP_034666241.1|DSUB
OG0005511	LOC115626942|XP_030378318.1|SLEB	LOC117900785|XP_034667196.1|DSUB
OG0005512	LOC115621734|XP_030371325.1|SLEB	LOC117896308|XP_034660422.1|DSUB
OG0005513	LOC115631687|XP_030384366.1|SLEB	LOC117900848|XP_034667258.1|DSUB
OG0005514	LOC115620643|XP_030369848.1|SLEB	LOC117897576|XP_034662419.1|DSUB
OG0005515	LOC115621480|XP_030371004.1|SLEB	LOC117892379|XP_034654481.1|DSUB
OG0005516	LOC115632013|XP_030384805.1|SLEB	LOC117900846|XP_034667254.1|DSUB
OG0005517	LOC115631411|XP_030383993.1|SLEB	LOC117902192|XP_034669277.1|DSUB
OG0005518	LOC115631309|XP_030383884.1|SLEB	LOC117901658|XP_034668388.1|DSUB
OG0005519	LOC115633687|XP_030387004.1|SLEB	LOC117890527|XP_034651336.1|DSUB
OG0005520	LOC115631149|XP_030383680.1|SLEB	LOC117901006|XP_034667493.1|DSUB
OG0005521	LOC115631565|XP_030384215.1|SLEB	LOC117901500|XP_034668161.1|DSUB
OG0005522	LOC115622230|XP_030371987.1|SLEB	LOC117895415|XP_034658940.1|DSUB
OG0005523	LOC115630486|XP_030382930.1|SLEB	LOC117901508|XP_034668169.1|DSUB
OG0005524	LOC115626107|XP_030377222.1|SLEB	LOC117902096|XP_034669084.1|DSUB
OG0005525	LOC115625821|XP_030376871.1|SLEB	LOC117900041|XP_034666121.1|DSUB
OG0005526	LOC115630975|XP_030383414.1|SLEB	LOC117901583|XP_034668280.1|DSUB
OG0005527	LOC115627749|XP_030379392.1|SLEB	LOC117902964|XP_034670507.1|DSUB
OG0005528	LOC115631526|XP_030384157.1|SLEB	LOC117900298|XP_034666502.1|DSUB
OG0005529	LOC115628986|XP_030381126.1|SLEB	LOC117900199|XP_034666351.1|DSUB
OG0005530	LOC115629011|XP_030381161.1|SLEB	LOC117901613|XP_034668323.1|DSUB
OG0005531	LOC115623257|XP_030373387.1|SLEB	LOC117892992|XP_034655235.1|DSUB
OG0005532	LOC115628512|XP_030380517.1|SLEB	LOC117901213|XP_034667771.1|DSUB
OG0005533	LOC115630602|XP_030383082.1|SLEB	LOC117900226|XP_034666402.1|DSUB
OG0005534	LOC115633120|XP_030386370.1|SLEB	LOC117894720|XP_034657798.1|DSUB
OG0005535	LOC115631040|XP_030383527.1|SLEB	LOC117900216|XP_034666391.1|DSUB
OG0005536	LOC115631128|XP_030383654.1|SLEB	LOC117900951|XP_034667415.1|DSUB
OG0005537	LOC115628548|XP_030380569.1|SLEB	LOC117900015|XP_034666091.1|DSUB
OG0005538	LOC115631972|XP_030384734.1|SLEB	LOC117900488|XP_034666764.1|DSUB
OG0005539	LOC115631885|XP_030384594.1|SLEB, LOC115633223|XP_030386474.1|SLEB	LOC117902237|XP_034669371.1|DSUB
OG0005540	LOC115630962|XP_030383397.1|SLEB	LOC117900573|XP_034666873.1|DSUB
OG0005541	LOC115631131|XP_030383658.1|SLEB	LOC117902008|XP_034668947.1|DSUB
OG0005542	LOC115632824|XP_030385935.1|SLEB	LOC117893032|XP_034655282.1|DSUB
OG0005543	LOC115625760|XP_030376779.1|SLEB	LOC117901303|XP_034667900.1|DSUB
OG0005544	LOC115631287|XP_030383861.1|SLEB	LOC117901953|XP_034668818.1|DSUB
OG0005545	LOC115631553|XP_030384199.1|SLEB	LOC117901531|XP_034668210.1|DSUB
OG0005546	LOC115630652|XP_030383154.1|SLEB	LOC117900675|XP_034667011.1|DSUB
OG0005547	LOC115631763|XP_030384458.1|SLEB	LOC117902793|XP_034670301.1|DSUB
OG0005548	LOC115631736|XP_030384434.1|SLEB	LOC117902782|XP_034670274.1|DSUB
OG0005549	LOC115631177|XP_030383726.1|SLEB	LOC117900359|XP_034666599.1|DSUB
OG0005550	LOC115630534|XP_030382998.1|SLEB	LOC117900514|XP_034666800.1|DSUB
OG0005551	LOC115634701|XP_030388439.1|SLEB	LOC117890598|XP_034651426.1|DSUB
OG0005552	LOC115623430|XP_030373626.1|SLEB	LOC117890686|XP_034651564.1|DSUB
OG0005553	LOC115631623|XP_030384289.1|SLEB	LOC117901566|XP_034668255.1|DSUB
OG0005554	LOC115628464|XP_030380444.1|SLEB	LOC117902273|XP_034669424.1|DSUB
OG0005555	LOC115620756|XP_030370012.1|SLEB	LOC117901603|XP_034668307.1|DSUB
OG0005556	LOC115630944|XP_030383372.1|SLEB	LOC117901109|XP_034667633.1|DSUB
OG0005557	LOC115631610|XP_030384274.1|SLEB	LOC117901397|XP_034668021.1|DSUB
OG0005558	LOC115631997|XP_030384786.1|SLEB	LOC117899345|XP_034665192.1|DSUB
OG0005559	LOC115628577|XP_030380620.1|SLEB	LOC117901801|XP_034668605.1|DSUB
OG0005560	LOC115631369|XP_030383947.1|SLEB	LOC117900160|XP_034666291.1|DSUB
OG0005561	LOC115627501|XP_030379049.1|SLEB	LOC117891160|XP_034652342.1|DSUB
OG0005562	LOC115630551|XP_030383020.1|SLEB	LOC117902427|XP_034669678.1|DSUB
OG0005563	LOC115627997|XP_030379754.1|SLEB	LOC117902942|XP_034670442.1|DSUB
OG0005564	LOC115631937|XP_030384649.1|SLEB	LOC117901580|XP_034668273.1|DSUB
OG0005565	LOC115630500|XP_030382952.1|SLEB	LOC117902323|XP_034669503.1|DSUB
OG0005566	LOC115630501|XP_030382953.1|SLEB	LOC117902325|XP_034669505.1|DSUB
OG0005567	LOC115620973|XP_030370354.1|SLEB	LOC117898329|XP_034663544.1|DSUB
OG0005568	LOC115629490|XP_030381824.1|SLEB, LOC115629474|XP_030381805.1|SLEB	LOC117902215|XP_034669332.1|DSUB
OG0005569	LOC115631573|XP_030384225.1|SLEB	LOC117900049|XP_034666133.1|DSUB
OG0005570	LOC115630439|XP_030382859.1|SLEB	LOC117902741|XP_034670209.1|DSUB
OG0005571	LOC115634619|XP_030388328.1|SLEB	LOC117890135|XP_034650712.1|DSUB
OG0005572	LOC115634482|XP_030388077.1|SLEB	LOC117892173|XP_034654142.1|DSUB
OG0005573	LOC115625166|XP_030375957.1|SLEB	LOC117899238|XP_034665003.1|DSUB
OG0005574	LOC115634523|XP_030388189.1|SLEB	LOC117891974|XP_034653737.1|DSUB
OG0005575	LOC115621564|XP_030371104.1|SLEB	LOC117899428|XP_034665318.1|DSUB
OG0005576	LOC115633884|XP_030387248.1|SLEB	LOC117890359|XP_034651044.1|DSUB
OG0005577	LOC115624685|XP_030375348.1|SLEB	LOC117894384|XP_034657281.1|DSUB
OG0005578	LOC115622257|XP_030372017.1|SLEB	LOC117894748|XP_034657850.1|DSUB
OG0005579	LOC115622559|XP_030372389.1|SLEB	LOC117894752|XP_034657857.1|DSUB
OG0005580	LOC115632537|XP_030385604.1|SLEB	LOC117893729|XP_034656341.1|DSUB
OG0005581	LOC115628937|XP_030381070.1|SLEB	LOC117902498|XP_034670230.1|DSUB
OG0005582	LOC115632348|XP_030385318.1|SLEB	LOC117893731|XP_034656345.1|DSUB
OG0005583	LOC115632390|XP_030385379.1|SLEB	LOC117894328|XP_034657203.1|DSUB
OG0005584	LOC115626311|XP_030377506.1|SLEB	LOC117901720|XP_034668488.1|DSUB
OG0005585	LOC115624142|XP_030374599.1|SLEB	LOC117897373|XP_034662062.1|DSUB
OG0005586	LOC115623919|XP_030374336.1|SLEB	LOC117898231|XP_034663356.1|DSUB
OG0005587	LOC115633708|XP_030387029.1|SLEB	LOC117901420|XP_034668046.1|DSUB
OG0005588	LOC115622825|XP_030372760.1|SLEB	LOC117893714|XP_034656292.1|DSUB
OG0005589	LOC115623527|XP_030373769.1|SLEB	LOC117898908|XP_034664487.1|DSUB
OG0005590	LOC115629476|XP_030381810.1|SLEB	LOC117891181|XP_034652398.1|DSUB
OG0005591	LOC115627613|XP_030379204.1|SLEB	LOC117903011|XP_034670646.1|DSUB
OG0005592	LOC115623376|XP_030373531.1|SLEB	LOC117896281|XP_034660375.1|DSUB
OG0005593	LOC115632135|XP_030385008.1|SLEB	LOC117893956|XP_034656641.1|DSUB
OG0005594	LOC115633146|XP_030386415.1|SLEB	LOC117894635|XP_034657697.1|DSUB
OG0005595	LOC115633145|XP_030386414.1|SLEB	LOC117894630|XP_034657687.1|DSUB
OG0005596	LOC115632254|XP_030385187.1|SLEB	LOC117895469|XP_034659037.1|DSUB
OG0005597	LOC115621023|XP_030370403.1|SLEB	LOC117898941|XP_034664550.1|DSUB
OG0005598	LOC115621825|XP_030371481.1|SLEB	LOC117896685|XP_034661027.1|DSUB
OG0005599	LOC115634481|XP_030388072.1|SLEB	LOC117892171|XP_034654140.1|DSUB
OG0005600	LOC115625505|XP_030376427.1|SLEB	LOC117898223|XP_034663348.1|DSUB
OG0005601	LOC115627260|XP_030378747.1|SLEB	LOC117894197|XP_034657007.1|DSUB
OG0005602	LOC115625439|XP_030376345.1|SLEB	LOC117897971|XP_034662973.1|DSUB
OG0005603	LOC115629552|XP_030381903.1|SLEB	LOC117890942|XP_034651968.1|DSUB
OG0005604	LOC115623125|XP_030373197.1|SLEB	LOC117890383|XP_034651075.1|DSUB
OG0005605	LOC115629442|XP_030381755.1|SLEB	LOC117889882|XP_034650282.1|DSUB
OG0005606	LOC115631112|XP_030383632.1|SLEB	LOC117902730|XP_034670194.1|DSUB
OG0005607	LOC115624018|XP_030374453.1|SLEB	LOC117898361|XP_034663587.1|DSUB
OG0005608	LOC115624121|XP_030374577.1|SLEB	LOC117898349|XP_034663571.1|DSUB
OG0005609	LOC115632660|XP_030385752.1|SLEB	LOC117893920|XP_034656593.1|DSUB
OG0005610	LOC115633132|XP_030386395.1|SLEB	LOC117893037|XP_034655297.1|DSUB
OG0005611	LOC115632378|XP_030385359.1|SLEB	LOC117895040|XP_034658305.1|DSUB
OG0005612	LOC115624406|XP_030375001.1|SLEB	LOC117898404|XP_034663656.1|DSUB
OG0005613	LOC115625343|XP_030376231.1|SLEB	LOC117896114|XP_034660060.1|DSUB
OG0005614	LOC115623733|XP_030374103.1|SLEB	LOC117895960|XP_034659802.1|DSUB
OG0005615	LOC115621246|XP_030370696.1|SLEB	LOC117899337|XP_034665166.1|DSUB
OG0005616	LOC115623667|XP_030373994.1|SLEB	LOC117896385|XP_034660581.1|DSUB
OG0005617	LOC115623488|XP_030373721.1|SLEB	LOC117896439|XP_034660658.1|DSUB
OG0005618	LOC115620804|XP_030370091.1|SLEB	LOC117892534|XP_034654730.1|DSUB
OG0005619	LOC115620814|XP_030370101.1|SLEB	LOC117897763|XP_034662699.1|DSUB
OG0005620	LOC115627418|XP_030378948.1|SLEB	LOC117903298|XP_034671121.1|DSUB
OG0005621	LOC115628674|XP_030380707.1|SLEB	LOC117903874|XP_034672254.1|DSUB
OG0005622	LOC115633254|XP_030386515.1|SLEB	LOC117902303|XP_034669515.1|DSUB
OG0005623	LOC115626673|XP_030377959.1|SLEB	LOC117903653|XP_034671847.1|DSUB
OG0005624	LOC115625261|XP_030376118.1|SLEB	LOC117896401|XP_034660603.1|DSUB
OG0005625	LOC115624412|XP_030375006.1|SLEB	LOC117898972|XP_034664604.1|DSUB
OG0005626	LOC115626836|XP_030378180.1|SLEB	LOC117903470|XP_034671412.1|DSUB
OG0005627	LOC115623317|XP_030373438.1|SLEB	LOC117898379|XP_034663613.1|DSUB
OG0005628	LOC115621096|XP_030370493.1|SLEB	LOC117898256|XP_034663402.1|DSUB
OG0005629	LOC115632328|XP_030385295.1|SLEB	LOC117891121|XP_034652217.1|DSUB
OG0005630	LOC115625703|XP_030376707.1|SLEB	LOC117890238|XP_034650868.1|DSUB
OG0005631	LOC115626744|XP_030378055.1|SLEB	LOC117903702|XP_034671935.1|DSUB
OG0005632	LOC115629308|XP_030381614.1|SLEB	LOC117903532|XP_034671602.1|DSUB
OG0005633	LOC115624056|XP_030374497.1|SLEB	LOC117896588|XP_034660903.1|DSUB
OG0005634	LOC115623715|XP_030374056.1|SLEB	LOC117896384|XP_034660579.1|DSUB
OG0005635	LOC115631039|XP_030383526.1|SLEB	LOC117901590|XP_034668290.1|DSUB
OG0005636	LOC115623385|XP_030373542.1|SLEB	LOC117897425|XP_034662153.1|DSUB
OG0005637	LOC115623478|XP_030373706.1|SLEB	LOC117897093|XP_034661628.1|DSUB
OG0005638	LOC115626612|XP_030377869.1|SLEB	LOC117892494|XP_034654657.1|DSUB
OG0005639	LOC115624709|XP_030375390.1|SLEB	LOC117891766|XP_034653297.1|DSUB
OG0005640	LOC115623471|XP_030373695.1|SLEB	LOC117896763|XP_034661129.1|DSUB
OG0005641	LOC115628737|XP_030380801.1|SLEB	LOC117903798|XP_034672119.1|DSUB
OG0005642	LOC115623676|XP_030374006.1|SLEB	LOC117899510|XP_034665452.1|DSUB
OG0005643	LOC115622912|XP_030372896.1|SLEB	LOC117893338|XP_034655818.1|DSUB
OG0005644	LOC115622530|XP_030372353.1|SLEB	LOC117894319|XP_034657180.1|DSUB
OG0005645	LOC115628728|XP_030380788.1|SLEB	LOC117890671|XP_034651543.1|DSUB
OG0005646	LOC115627279|XP_030378770.1|SLEB	LOC117894498|XP_034657501.1|DSUB
OG0005647	LOC115626314|XP_030377508.1|SLEB	LOC117901737|XP_034668513.1|DSUB
OG0005648	LOC115622337|XP_030372108.1|SLEB	LOC117895511|XP_034659100.1|DSUB
OG0005649	LOC115623533|XP_030373776.1|SLEB	LOC117897769|XP_034662705.1|DSUB
OG0005650	LOC115623489|XP_030373722.1|SLEB	LOC117897259|XP_034661874.1|DSUB
OG0005651	LOC115626725|XP_030378031.1|SLEB	LOC117896082|XP_034660051.1|DSUB, LOC117896162|XP_034660169.1|DSUB
OG0005652	LOC115620255|XP_030369265.1|SLEB	LOC117899709|XP_034665807.1|DSUB
OG0005653	LOC115630632|XP_030383128.1|SLEB	LOC117900005|XP_034666070.1|DSUB
OG0005654	LOC115625046|XP_030375757.1|SLEB	LOC117899415|XP_034665296.1|DSUB
OG0005655	LOC115625245|XP_030376096.1|SLEB	LOC117896526|XP_034660789.1|DSUB
OG0005656	LOC115622717|XP_030372615.1|SLEB	LOC117899775|XP_034665939.1|DSUB
OG0005657	LOC115624419|XP_030375014.1|SLEB	LOC117896129|XP_034660077.1|DSUB
OG0005658	LOC115623977|XP_030374408.1|SLEB	LOC117897206|XP_034661800.1|DSUB
OG0005659	LOC115623450|XP_030373666.1|SLEB	LOC117898771|XP_034664296.1|DSUB
OG0005660	LOC115628327|XP_030380244.1|SLEB	LOC117895062|XP_034658333.1|DSUB
OG0005661	LOC115623361|XP_030373506.1|SLEB	LOC117899241|XP_034665008.1|DSUB
OG0005662	LOC115623578|XP_030373837.1|SLEB	LOC117896754|XP_034661116.1|DSUB
OG0005663	LOC115627333|XP_030378838.1|SLEB	LOC117896730|XP_034661089.1|DSUB
OG0005664	LOC115620379|XP_030369446.1|SLEB	LOC117897215|XP_034661815.1|DSUB
OG0005665	LOC115625040|XP_030375746.1|SLEB	LOC117897276|XP_034661897.1|DSUB
OG0005666	LOC115633289|XP_030386558.1|SLEB	LOC117899518|XP_034665467.1|DSUB
OG0005667	LOC115626817|XP_030378155.1|SLEB	LOC117891022|XP_034652079.1|DSUB
OG0005668	LOC115622333|XP_030372103.1|SLEB	LOC117893232|XP_034655675.1|DSUB
OG0005669	LOC115631006|XP_030383466.1|SLEB	LOC117902680|XP_034670103.1|DSUB
OG0005670	LOC115625136|XP_030375915.1|SLEB	LOC117899229|XP_034664994.1|DSUB
OG0005671	LOC115625479|XP_030376388.1|SLEB	LOC117897960|XP_034662954.1|DSUB, LOC117897957|XP_034662950.1|DSUB
OG0005672	LOC115627799|XP_030379487.1|SLEB	LOC117901582|XP_034668279.1|DSUB
OG0005673	LOC115623175|XP_030373252.1|SLEB	LOC117893954|XP_034656637.1|DSUB
OG0005674	LOC115623221|XP_030373319.1|SLEB	LOC117895484|XP_034659059.1|DSUB
OG0005675	LOC115623457|XP_030373673.1|SLEB	LOC117897497|XP_034662277.1|DSUB
OG0005676	LOC115622650|XP_030372518.1|SLEB	LOC117893482|XP_034656003.1|DSUB
OG0005677	LOC115625617|XP_030376622.1|SLEB	LOC117889973|XP_034650430.1|DSUB
OG0005678	LOC115623495|XP_030373731.1|SLEB	LOC117897001|XP_034661451.1|DSUB
OG0005679	LOC115625450|XP_030376357.1|SLEB	LOC117896231|XP_034660258.1|DSUB
OG0005681	LOC115625572|XP_030376530.1|SLEB	LOC117898530|XP_034663890.1|DSUB
OG0005682	LOC115625569|XP_030376526.1|SLEB	LOC117898517|XP_034663875.1|DSUB
OG0005683	LOC115629268|XP_030381552.1|SLEB	LOC117896819|XP_034661269.1|DSUB
OG0005684	LOC115631732|XP_030384429.1|SLEB, LOC115633131|XP_030386394.1|SLEB	LOC117893035|XP_034655291.1|DSUB
OG0005685	LOC115627081|XP_030378490.1|SLEB	LOC117891579|XP_034652999.1|DSUB
OG0005686	LOC115624023|XP_030374459.1|SLEB	LOC117899794|XP_034665965.1|DSUB
OG0005687	LOC115634360|XP_030387881.1|SLEB	LOC117894834|XP_034657973.1|DSUB
OG0005688	LOC115633631|XP_030386929.1|SLEB	LOC117891368|XP_034652696.1|DSUB
OG0005689	LOC115626824|XP_030378164.1|SLEB	LOC117890316|XP_034650996.1|DSUB
OG0005690	LOC115625543|XP_030376480.1|SLEB	LOC117899563|XP_034665559.1|DSUB
OG0005691	LOC115625360|XP_030376255.1|SLEB	LOC117898877|XP_034664451.1|DSUB
OG0005692	LOC115631721|XP_030384416.1|SLEB	LOC117900697|XP_034667041.1|DSUB
OG0005693	LOC115622679|XP_030372556.1|SLEB	LOC117894563|XP_034657577.1|DSUB
OG0005694	LOC115623785|XP_030374186.1|SLEB	LOC117897480|XP_034662233.1|DSUB
OG0005695	LOC115624364|XP_030374884.1|SLEB	LOC117896762|XP_034661127.1|DSUB
OG0005696	LOC115624279|XP_030374763.1|SLEB	LOC117896764|XP_034661130.1|DSUB
OG0005697	LOC115624136|XP_030374591.1|SLEB	LOC117896758|XP_034661122.1|DSUB
OG0005698	LOC115632591|XP_030385679.1|SLEB	LOC117892696|XP_034654998.1|DSUB
OG0005699	LOC115625577|XP_030376537.1|SLEB	LOC117899226|XP_034664991.1|DSUB
OG0005700	LOC115629937|XP_030382404.1|SLEB	LOC117903041|XP_034670667.1|DSUB
OG0005701	LOC115625223|XP_030376066.1|SLEB	LOC117901623|XP_034668342.1|DSUB
OG0005702	LOC115629276|XP_030381565.1|SLEB	LOC117902145|XP_034669175.1|DSUB
OG0005703	LOC115624536|XP_030375120.1|SLEB	LOC117891770|XP_034653317.1|DSUB
OG0005704	LOC115628893|XP_030381010.1|SLEB	LOC117898502|XP_034663839.1|DSUB
OG0005705	LOC115628345|XP_030380271.1|SLEB	LOC117894829|XP_034657968.1|DSUB
OG0005706	LOC115620370|XP_030369435.1|SLEB	LOC117898254|XP_034663399.1|DSUB
OG0005707	LOC115629912|XP_030382378.1|SLEB	LOC117891264|XP_034652531.1|DSUB
OG0005708	LOC115628009|XP_030379792.1|SLEB	LOC117902957|XP_034670489.1|DSUB
OG0005709	LOC115621339|XP_030370818.1|SLEB	LOC117896895|XP_034661319.1|DSUB
OG0005710	LOC115623769|XP_030374164.1|SLEB	LOC117899281|XP_034665077.1|DSUB
OG0005711	LOC115622925|XP_030372910.1|SLEB	LOC117894824|XP_034657962.1|DSUB
OG0005712	LOC115631002|XP_030383461.1|SLEB	LOC117900428|XP_034666687.1|DSUB
OG0005713	LOC115625438|XP_030376344.1|SLEB	LOC117897334|XP_034661995.1|DSUB
OG0005714	LOC115620931|XP_030370298.1|SLEB	LOC117896597|XP_034660914.1|DSUB
OG0005715	LOC115623895|XP_030374307.1|SLEB	LOC117896383|XP_034660576.1|DSUB
OG0005716	LOC115624367|XP_030374887.1|SLEB	LOC117897090|XP_034661621.1|DSUB
OG0005717	LOC115624047|XP_030374487.1|SLEB	LOC117896461|XP_034660685.1|DSUB
OG0005718	LOC115623720|XP_030374063.1|SLEB	LOC117899788|XP_034665954.1|DSUB
OG0005719	LOC115625407|XP_030376306.1|SLEB	LOC117897273|XP_034661890.1|DSUB
OG0005720	LOC115623899|XP_030374313.1|SLEB	LOC117899026|XP_034664677.1|DSUB
OG0005721	LOC115625227|XP_030376070.1|SLEB	LOC117897875|XP_034662841.1|DSUB
OG0005722	LOC115623591|XP_030373850.1|SLEB	LOC117898891|XP_034664464.1|DSUB
OG0005723	LOC115623494|XP_030373730.1|SLEB	LOC117896399|XP_034660600.1|DSUB
OG0005724	LOC115634754|XP_030388505.1|SLEB	LOC117890420|XP_034651129.1|DSUB
OG0005725	LOC115623464|XP_030373684.1|SLEB	LOC117899088|XP_034664756.1|DSUB
OG0005726	LOC115627878|XP_030379621.1|SLEB	LOC117903077|XP_034670763.1|DSUB
OG0005727	LOC115623645|XP_030373951.1|SLEB	LOC117898681|XP_034664155.1|DSUB
OG0005728	LOC115623997|XP_030374428.1|SLEB	LOC117896861|XP_034661281.1|DSUB
OG0005729	LOC115623955|XP_030374379.1|SLEB	LOC117896851|XP_034661266.1|DSUB
OG0005730	LOC115623513|XP_030373753.1|SLEB	LOC117897189|XP_034661780.1|DSUB
OG0005731	LOC115623512|XP_030373751.1|SLEB	LOC117897188|XP_034661779.1|DSUB
OG0005732	LOC115623776|XP_030374175.1|SLEB	LOC117899268|XP_034665057.1|DSUB
OG0005733	LOC115623775|XP_030374172.1|SLEB	LOC117899267|XP_034665052.1|DSUB
OG0005734	LOC115624197|XP_030374659.1|SLEB	LOC117899577|XP_034665581.1|DSUB
OG0005735	LOC115625117|XP_030375884.1|SLEB	LOC117898647|XP_034664108.1|DSUB
OG0005736	LOC115625123|XP_030375897.1|SLEB	LOC117896962|XP_034661398.1|DSUB
OG0005737	LOC115624067|XP_030374512.1|SLEB	LOC117899573|XP_034665577.1|DSUB
OG0005738	LOC115623583|XP_030373843.1|SLEB	LOC117897427|XP_034662156.1|DSUB
OG0005739	LOC115623883|XP_030374294.1|SLEB	LOC117899574|XP_034665578.1|DSUB
OG0005740	LOC115620681|XP_030369907.1|SLEB	LOC117896886|XP_034661306.1|DSUB
OG0005741	LOC115623483|XP_030373712.1|SLEB	LOC117897494|XP_034662275.1|DSUB
OG0005742	LOC115624394|XP_030374967.1|SLEB	LOC117898358|XP_034663582.1|DSUB
OG0005743	LOC115625506|XP_030376429.1|SLEB	LOC117898234|XP_034663363.1|DSUB
OG0005744	LOC115623529|XP_030373770.1|SLEB	LOC117898909|XP_034664488.1|DSUB
OG0005745	LOC115623726|XP_030374069.1|SLEB	LOC117897485|XP_034662241.1|DSUB
OG0005746	LOC115624060|XP_030374504.1|SLEB	LOC117898086|XP_034663157.1|DSUB
OG0005747	LOC115623572|XP_030373828.1|SLEB	LOC117897450|XP_034662185.1|DSUB
OG0005748	LOC115623738|XP_030374109.1|SLEB	LOC117897350|XP_034662021.1|DSUB
OG0005749	LOC115626661|XP_030377935.1|SLEB	LOC117898150|XP_034663243.1|DSUB
OG0005750	LOC115625258|XP_030376114.1|SLEB	LOC117897132|XP_034661691.1|DSUB
OG0005751	LOC115628305|XP_030380212.1|SLEB	LOC117893414|XP_034655916.1|DSUB
