Orthogroup	SLEB.longest_only	DSAN.longest_only
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC120444136|XP_039479636.1|DSAN
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC120449766|XP_039488338.1|DSAN
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC120450744|XP_039489801.1|DSAN
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC120450245|XP_039489066.1|DSAN
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC120448919|XP_039487076.1|DSAN
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC120448274|XP_039486136.1|DSAN
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC120450326|XP_039489223.1|DSAN
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC120444902|XP_039480830.1|DSAN
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC120446349|XP_039483210.1|DSAN
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC120445735|XP_039482239.1|DSAN
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC120445147|XP_039481241.1|DSAN
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC120449086|XP_039487324.1|DSAN
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC120451333|XP_039490844.1|DSAN
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC120443968|XP_039479368.1|DSAN
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC120455108|XP_039496928.1|DSAN
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC120449191|XP_039487479.1|DSAN
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC120448532|XP_039486507.1|DSAN
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC120448681|XP_039486754.1|DSAN
OG0003547	LOC115622989|XP_030373013.1|SLEB	LOC120447196|XP_039484622.1|DSAN
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC120443758|XP_039478959.1|DSAN
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC120453647|XP_039494378.1|DSAN
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC120450727|XP_039489800.1|DSAN
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC120444840|XP_039480731.1|DSAN
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC120457812|XP_039501243.1|DSAN
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC120450138|XP_039488941.1|DSAN
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC120449868|XP_039488461.1|DSAN
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC120449942|XP_039488577.1|DSAN
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC120450591|XP_039489646.1|DSAN
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC120450592|XP_039489648.1|DSAN
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC120450125|XP_039488880.1|DSAN
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC120448050|XP_039485728.1|DSAN
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC120449485|XP_039487896.1|DSAN
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC120444409|XP_039479964.1|DSAN
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC120446918|XP_039484093.1|DSAN
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC120451836|XP_039491746.1|DSAN
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC120447563|XP_039484953.1|DSAN
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC120448945|XP_039487125.1|DSAN
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC120450851|XP_039489995.1|DSAN
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC120447248|XP_039484707.1|DSAN
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC120444124|XP_039479613.1|DSAN
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC120447833|XP_039485371.1|DSAN
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC120458769|XP_039502477.1|DSAN
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC120449371|XP_039487736.1|DSAN
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC120446905|XP_039484064.1|DSAN
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC120444344|XP_039479851.1|DSAN
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC120449229|XP_039487534.1|DSAN
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC120449044|XP_039487269.1|DSAN
OG0003577	LOC115632106|XP_030384949.1|SLEB	LOC120447923|XP_039485516.1|DSAN
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC120450273|XP_039489123.1|DSAN
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC120444614|XP_039480330.1|DSAN
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC120445180|XP_039481326.1|DSAN
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC120450410|XP_039489347.1|DSAN
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC120448482|XP_039486445.1|DSAN
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC120445678|XP_039482171.1|DSAN
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC120457510|XP_039500996.1|DSAN
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC120454918|XP_039496582.1|DSAN
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC120447703|XP_039485169.1|DSAN
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC120451691|XP_039491520.1|DSAN
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC120445942|XP_039482542.1|DSAN
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC120447572|XP_039484968.1|DSAN
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC120447908|XP_039485491.1|DSAN
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC120448320|XP_039486201.1|DSAN
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC120450512|XP_039489509.1|DSAN
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC120447605|XP_039485010.1|DSAN
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC120446082|XP_039482799.1|DSAN
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC120446060|XP_039482773.1|DSAN
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC120444848|XP_039480746.1|DSAN
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC120449224|XP_039487530.1|DSAN
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC120458025|XP_039501464.1|DSAN
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC120449363|XP_039487714.1|DSAN
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC120458175|XP_039501670.1|DSAN
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC120445080|XP_039481139.1|DSAN
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC120449574|XP_039488062.1|DSAN
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC120447096|XP_039484436.1|DSAN
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC120451523|XP_039491226.1|DSAN
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC120446947|XP_039484133.1|DSAN
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC120444756|XP_039480618.1|DSAN
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC120447966|XP_039485591.1|DSAN
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC120454847|XP_039496290.1|DSAN
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC120448940|XP_039487118.1|DSAN
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC120450295|XP_039489160.1|DSAN
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC120446739|XP_039483797.1|DSAN
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC120450696|XP_039489748.1|DSAN
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC120450712|XP_039489749.1|DSAN
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC120444549|XP_039480233.1|DSAN
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC120444541|XP_039480224.1|DSAN
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC120446865|XP_039484001.1|DSAN
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC120446861|XP_039483994.1|DSAN
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC120445367|XP_039481674.1|DSAN
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC120445756|XP_039482272.1|DSAN
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC120450291|XP_039489155.1|DSAN
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC120450288|XP_039489140.1|DSAN
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC120446495|XP_039483437.1|DSAN
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC120445432|XP_039481796.1|DSAN
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC120449178|XP_039487458.1|DSAN
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC120445925|XP_039482518.1|DSAN
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC120446955|XP_039484142.1|DSAN
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC120444053|XP_039479491.1|DSAN
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC120445339|XP_039481609.1|DSAN
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC120444528|XP_039480209.1|DSAN
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC120448265|XP_039486121.1|DSAN
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC120449894|XP_039488510.1|DSAN
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC120444467|XP_039480073.1|DSAN
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC120448450|XP_039486400.1|DSAN
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC120448531|XP_039486506.1|DSAN
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC120444164|XP_039479680.1|DSAN
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC120447110|XP_039484465.1|DSAN
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC120450547|XP_039489585.1|DSAN
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC120450022|XP_039488697.1|DSAN
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC120446290|XP_039483116.1|DSAN
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC120445058|XP_039481117.1|DSAN
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC120457373|XP_039500847.1|DSAN
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC120446890|XP_039484041.1|DSAN
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC120457493|XP_039500982.1|DSAN
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC120449758|XP_039488328.1|DSAN
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC120448368|XP_039486271.1|DSAN
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC120448233|XP_039486067.1|DSAN
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC120456884|XP_039499917.1|DSAN
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC120453680|XP_039494429.1|DSAN
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC120455961|XP_039498439.1|DSAN
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC120453595|XP_039494291.1|DSAN
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC120448268|XP_039486126.1|DSAN
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC120450550|XP_039489589.1|DSAN
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC120450350|XP_039489258.1|DSAN
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC120446251|XP_039483056.1|DSAN
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC120448003|XP_039485650.1|DSAN
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC120449090|XP_039487332.1|DSAN
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC120453977|XP_039494863.1|DSAN, LOC120454491|XP_039495771.1|DSAN
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC120449619|XP_039488137.1|DSAN
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC120450303|XP_039489175.1|DSAN
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC120450094|XP_039488822.1|DSAN
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC120450636|XP_039489720.1|DSAN
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC120447926|XP_039485519.1|DSAN
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC120447917|XP_039485503.1|DSAN
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC120458635|XP_039502293.1|DSAN
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC120443950|XP_039479332.1|DSAN
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC120449898|XP_039488515.1|DSAN
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC120453669|XP_039494425.1|DSAN
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC120446229|XP_039483030.1|DSAN
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC120446224|XP_039483024.1|DSAN
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC120444586|XP_039480283.1|DSAN
OG0003672	LOC115624199|XP_030374661.1|SLEB	LOC120450740|XP_039489792.1|DSAN
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC120445104|XP_039481180.1|DSAN
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC120444892|XP_039480812.1|DSAN
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC120447588|XP_039484993.1|DSAN
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC120447560|XP_039484951.1|DSAN
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC120450271|XP_039489118.1|DSAN, LOC120457500|XP_039500989.1|DSAN
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC120450234|XP_039489046.1|DSAN
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC120447772|XP_039485258.1|DSAN
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC120444754|XP_039480617.1|DSAN
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC120447186|XP_039484609.1|DSAN
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC120454059|XP_039494998.1|DSAN
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC120446990|XP_039484225.1|DSAN
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC120450222|XP_039489033.1|DSAN
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC120448920|XP_039487077.1|DSAN
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC120445791|XP_039482335.1|DSAN
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC120446921|XP_039484097.1|DSAN
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC120445622|XP_039482069.1|DSAN
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC120449042|XP_039487264.1|DSAN
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC120448373|XP_039486277.1|DSAN
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC120449991|XP_039488635.1|DSAN
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC120454858|XP_039496375.1|DSAN
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC120450365|XP_039489283.1|DSAN
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC120447891|XP_039485436.1|DSAN
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC120448791|XP_039486916.1|DSAN
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC120445549|XP_039481955.1|DSAN
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC120445075|XP_039481177.1|DSAN
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC120449518|XP_039487961.1|DSAN
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC120444650|XP_039480413.1|DSAN
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC120444761|XP_039480624.1|DSAN
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC120458351|XP_039501902.1|DSAN
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC120450643|XP_039489731.1|DSAN
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC120450081|XP_039488808.1|DSAN
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC120450257|XP_039489081.1|DSAN
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC120443904|XP_039479267.1|DSAN
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC120450036|XP_039488723.1|DSAN
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC120448568|XP_039486562.1|DSAN
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC120447879|XP_039485422.1|DSAN
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC120446459|XP_039483390.1|DSAN
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC120445103|XP_039481179.1|DSAN
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC120449358|XP_039487705.1|DSAN
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC120446266|XP_039483076.1|DSAN
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC120444897|XP_039480820.1|DSAN
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC120444896|XP_039480819.1|DSAN
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC120449575|XP_039488063.1|DSAN
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC120448481|XP_039486443.1|DSAN
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC120450505|XP_039489491.1|DSAN
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC120448523|XP_039486493.1|DSAN
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC120449257|XP_039487571.1|DSAN
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC120455184|XP_039497053.1|DSAN
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC120445975|XP_039482640.1|DSAN
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC120448092|XP_039485825.1|DSAN
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC120450226|XP_039489037.1|DSAN
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC120449059|XP_039487288.1|DSAN
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC120449404|XP_039487783.1|DSAN
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC120448294|XP_039486166.1|DSAN
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC120447916|XP_039485502.1|DSAN
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC120451936|XP_039491891.1|DSAN
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC120450133|XP_039488892.1|DSAN
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC120450305|XP_039489184.1|DSAN
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC120450171|XP_039488953.1|DSAN
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC120449545|XP_039488006.1|DSAN
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC120447901|XP_039485477.1|DSAN
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC120449642|XP_039488169.1|DSAN
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC120444797|XP_039480679.1|DSAN
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC120445799|XP_039482345.1|DSAN
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC120446952|XP_039484138.1|DSAN
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC120446352|XP_039483212.1|DSAN
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC120447180|XP_039484592.1|DSAN
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC120458770|XP_039502481.1|DSAN
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC120447903|XP_039485483.1|DSAN
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC120450283|XP_039489134.1|DSAN
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC120444131|XP_039479628.1|DSAN
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC120458772|XP_039502483.1|DSAN
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC120445128|XP_039481209.1|DSAN
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC120445011|XP_039481009.1|DSAN
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC120450093|XP_039488820.1|DSAN
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC120448597|XP_039486631.1|DSAN
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC120449144|XP_039487412.1|DSAN
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC120449145|XP_039487413.1|DSAN
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC120449143|XP_039487404.1|DSAN
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC120449690|XP_039488239.1|DSAN
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC120449039|XP_039487257.1|DSAN
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC120447826|XP_039485343.1|DSAN
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC120450345|XP_039489254.1|DSAN
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC120456410|XP_039499179.1|DSAN
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC120444568|XP_039480259.1|DSAN
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC120444592|XP_039480297.1|DSAN
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC120448217|XP_039486031.1|DSAN
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC120446946|XP_039484131.1|DSAN
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC120448446|XP_039486394.1|DSAN
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC120448448|XP_039486397.1|DSAN
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC120448949|XP_039487131.1|DSAN
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC120448140|XP_039485896.1|DSAN
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC120458701|XP_039502379.1|DSAN
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC120457095|XP_039500216.1|DSAN
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC120445150|XP_039481247.1|DSAN
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC120457760|XP_039501193.1|DSAN
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC120457782|XP_039501211.1|DSAN
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC120454868|XP_039496356.1|DSAN
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC120448145|XP_039485910.1|DSAN
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC120450293|XP_039489158.1|DSAN
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC120443777|XP_039479034.1|DSAN
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC120446338|XP_039483193.1|DSAN
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC120455497|XP_039497685.1|DSAN
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC120458525|XP_039502133.1|DSAN
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC120451397|XP_039491002.1|DSAN
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC120444625|XP_039480364.1|DSAN
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC120447174|XP_039484564.1|DSAN
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC120446183|XP_039482958.1|DSAN
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC120454926|XP_039496614.1|DSAN
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC120456578|XP_039499403.1|DSAN
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC120453361|XP_039493967.1|DSAN
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC120449656|XP_039488190.1|DSAN
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC120454822|XP_039496217.1|DSAN, LOC120454803|XP_039496201.1|DSAN
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC120446998|XP_039484236.1|DSAN
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC120447003|XP_039484243.1|DSAN
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC120444664|XP_039480442.1|DSAN
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC120458749|XP_039502445.1|DSAN
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC120449327|XP_039487660.1|DSAN
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC120452193|XP_039492238.1|DSAN
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC120446499|XP_039483441.1|DSAN
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC120444569|XP_039480260.1|DSAN
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC120444488|XP_039480128.1|DSAN
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC120448346|XP_039486243.1|DSAN
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC120451226|XP_039490646.1|DSAN
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC120456847|XP_039499840.1|DSAN
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC120458822|XP_039502565.1|DSAN
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC120445612|XP_039482056.1|DSAN
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC120457605|XP_039501050.1|DSAN
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC120446540|XP_039483490.1|DSAN
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC120444991|XP_039480959.1|DSAN
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC120451797|XP_039491686.1|DSAN
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC120443998|XP_039479410.1|DSAN
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC120451238|XP_039490719.1|DSAN
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC120458789|XP_039502505.1|DSAN
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC120449331|XP_039487668.1|DSAN
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC120448009|XP_039485658.1|DSAN
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC120446418|XP_039483311.1|DSAN
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC120444496|XP_039480140.1|DSAN
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC120445754|XP_039482267.1|DSAN
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC120444616|XP_039480385.1|DSAN
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC120458893|XP_039502665.1|DSAN
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC120458501|XP_039502102.1|DSAN
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC120451651|XP_039491454.1|DSAN
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC120444333|XP_039479823.1|DSAN
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC120453559|XP_039494249.1|DSAN
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC120446262|XP_039483069.1|DSAN
