Orthogroup	SLEB.longest_only	DSEC.longest_only
OG0004730	LOC115629010|XP_030381160.1|SLEB	LOC6611430|XP_002035974.1|DSEC
OG0004731	LOC115621065|XP_030370450.1|SLEB	LOC6620701|XP_002044906.1|DSEC
OG0004732	LOC115629445|XP_030381762.1|SLEB	LOC6606985|XP_002031777.1|DSEC
OG0004733	LOC115621171|XP_030370594.1|SLEB	LOC6616780|XP_002041117.1|DSEC
OG0004734	LOC115621140|XP_030370557.1|SLEB	LOC6607355|XP_002032128.2|DSEC
OG0004735	LOC115621953|XP_030371660.1|SLEB	LOC6619539|XP_032578596.1|DSEC
OG0004736	LOC115621738|XP_030371328.1|SLEB	LOC6612616|XP_032578710.1|DSEC
OG0004737	LOC115620358|XP_030369422.1|SLEB	LOC6613814|XP_002038283.1|DSEC
OG0004738	LOC115621153|XP_030370571.1|SLEB	LOC6613815|XP_032577708.1|DSEC
OG0004739	LOC115620594|XP_030369764.1|SLEB	LOC6607618|XP_002032386.1|DSEC
OG0004740	LOC115621244|XP_030370695.1|SLEB	LOC6619619|XP_002043834.1|DSEC
OG0004741	LOC115621731|XP_030371321.1|SLEB	LOC6613721|XP_002038191.1|DSEC
OG0004742	LOC115628004|XP_030379771.1|SLEB	LOC6619481|XP_032579955.1|DSEC
OG0004743	LOC115620646|XP_030369854.1|SLEB	LOC6620512|XP_002044716.1|DSEC
OG0004744	LOC115631748|XP_030384444.1|SLEB	LOC6611344|XP_002035890.1|DSEC
OG0004745	LOC115624125|XP_030374580.1|SLEB	LOC6613897|XP_032576187.1|DSEC
OG0004746	LOC115625197|XP_030376024.1|SLEB	LOC6606759|XP_002031556.1|DSEC
OG0004747	LOC115625198|XP_030376025.1|SLEB	LOC6606760|XP_032576959.1|DSEC
OG0004748	LOC115625126|XP_030375900.1|SLEB	LOC6606757|XP_032576951.1|DSEC
OG0004749	LOC115620771|XP_030370037.1|SLEB	LOC6619239|XP_002043458.2|DSEC
OG0004750	LOC115620903|XP_030370251.1|SLEB	LOC6607369|XP_032578103.1|DSEC
OG0004751	LOC115621097|XP_030370494.1|SLEB	LOC6606269|XP_002031074.1|DSEC
OG0004752	LOC115621554|XP_030371083.1|SLEB	LOC6617109|XP_032579186.1|DSEC
OG0004753	LOC115621891|XP_030371579.1|SLEB	LOC6607828|XP_002032586.1|DSEC
OG0004754	LOC115621669|XP_030371240.1|SLEB	LOC6618735|XP_002042993.1|DSEC
OG0004755	LOC115620311|XP_030369357.1|SLEB	LOC6619251|XP_002043469.1|DSEC
OG0004756	LOC115620310|XP_030369356.1|SLEB	LOC6619252|XP_002043470.1|DSEC
OG0004757	LOC115621906|XP_030371596.1|SLEB	LOC6606589|XP_032578789.1|DSEC
OG0004758	LOC115623515|XP_030373755.1|SLEB	LOC6616665|XP_032577628.1|DSEC
OG0004759	LOC115621308|XP_030370780.1|SLEB	LOC6607305|XP_032576322.1|DSEC
OG0004760	LOC115629456|XP_030381781.1|SLEB	LOC6606413|XP_002031217.1|DSEC
OG0004761	LOC115621168|XP_030370590.1|SLEB	LOC6616797|XP_002041134.1|DSEC
OG0004762	LOC115631323|XP_030383902.1|SLEB	LOC6611405|XP_002035949.1|DSEC
OG0004763	LOC115620918|XP_030370275.1|SLEB	LOC6613765|XP_002038234.1|DSEC
OG0004764	LOC115621753|XP_030371347.1|SLEB	LOC6606438|XP_002031242.1|DSEC
OG0004765	LOC115625455|XP_030376363.1|SLEB	LOC6607797|XP_032577179.1|DSEC
OG0004766	LOC115625317|XP_030376198.1|SLEB	LOC6607780|XP_002032539.1|DSEC
OG0004767	LOC115621964|XP_030371672.1|SLEB	LOC6613831|XP_002038300.1|DSEC
OG0004768	LOC115621405|XP_030370908.1|SLEB	LOC6613832|XP_002038301.1|DSEC
OG0004769	LOC115625962|XP_030377064.1|SLEB	LOC6618223|XP_002042498.1|DSEC
OG0004770	LOC115623550|XP_030373801.1|SLEB	LOC6616655|XP_002041012.1|DSEC
OG0004771	LOC115620534|XP_030369664.1|SLEB	LOC6612787|XP_002037288.1|DSEC
OG0004772	LOC115620399|XP_030369473.1|SLEB	LOC6607271|XP_002032050.1|DSEC
OG0004773	LOC115622029|XP_030371748.1|SLEB	LOC6619219|XP_002043438.1|DSEC
OG0004774	LOC115622030|XP_030371749.1|SLEB	LOC6619216|XP_032579616.1|DSEC
OG0004775	LOC115621063|XP_030370448.1|SLEB	LOC6613704|XP_002038174.1|DSEC
OG0004776	LOC115624343|XP_030374858.1|SLEB	LOC6607925|XP_002032675.2|DSEC
OG0004777	LOC115628658|XP_030380686.1|SLEB	LOC6620136|XP_002044348.1|DSEC
OG0004778	LOC115625858|XP_030376927.1|SLEB	LOC6611209|XP_002035765.1|DSEC
OG0004779	LOC115620317|XP_030369369.1|SLEB	LOC6607624|XP_032576479.1|DSEC
OG0004780	LOC115628543|XP_030380564.1|SLEB	LOC6613208|XP_002037688.1|DSEC
OG0004781	LOC115621835|XP_030371504.1|SLEB	LOC6606647|XP_032578915.1|DSEC
OG0004782	LOC115621391|XP_030370891.1|SLEB	LOC6607662|XP_032576822.1|DSEC
OG0004783	LOC115629641|XP_030382003.1|SLEB	LOC6618512|XP_032580027.1|DSEC
OG0004784	LOC115621830|XP_030371498.1|SLEB	LOC6614096|XP_002038550.1|DSEC
OG0004785	LOC115621648|XP_030371209.1|SLEB	LOC6614081|XP_002038535.1|DSEC
OG0004786	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB	LOC6614079|XP_032577886.1|DSEC
OG0004787	LOC115621972|XP_030371682.1|SLEB	LOC6614077|XP_002038531.2|DSEC
OG0004788	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB	LOC6614076|XP_032577974.1|DSEC
OG0004789	LOC115621971|XP_030371681.1|SLEB	LOC6614075|XP_002038529.1|DSEC
OG0004790	LOC115625359|XP_030376254.1|SLEB	LOC6617049|XP_002041377.2|DSEC
OG0004791	LOC115621099|XP_030370497.1|SLEB	LOC6612984|XP_032578309.1|DSEC
OG0004792	LOC115622017|XP_030371733.1|SLEB	LOC6620506|XP_002044710.1|DSEC
OG0004793	LOC115621712|XP_030371281.1|SLEB	LOC6612750|XP_032576179.1|DSEC
OG0004794	LOC115625091|XP_030375850.1|SLEB	LOC6606497|XP_002031298.1|DSEC
OG0004795	LOC115620852|XP_030370156.1|SLEB	LOC6621454|XP_032576631.1|DSEC
OG0004796	LOC115621349|XP_030370831.1|SLEB	LOC6606619|XP_032578852.1|DSEC
OG0004797	LOC115625211|XP_030376041.1|SLEB	LOC6607331|XP_032578550.1|DSEC
OG0004798	LOC115621252|XP_030370706.1|SLEB	LOC6612662|XP_002037166.1|DSEC
OG0004799	LOC115620553|XP_030369699.1|SLEB	LOC6607318|XP_002032092.1|DSEC
OG0004800	LOC115620712|XP_030369947.1|SLEB	LOC6606447|XP_032577736.1|DSEC
OG0004801	LOC115623646|XP_030373952.1|SLEB	LOC6619681|XP_002043896.1|DSEC
OG0004802	LOC115622033|XP_030371759.1|SLEB	LOC6619226|XP_002043445.1|DSEC
OG0004803	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB	LOC6618781|XP_032577251.1|DSEC
OG0004804	LOC115625586|XP_030376556.1|SLEB	LOC6613830|XP_032579108.1|DSEC
OG0004805	LOC115625119|XP_030375888.1|SLEB	LOC6621926|XP_032577266.1|DSEC
OG0004806	LOC115629681|XP_030382063.1|SLEB	LOC6618655|XP_002042914.1|DSEC
OG0004807	LOC115628103|XP_030379944.1|SLEB	LOC6619647|XP_032576171.1|DSEC
OG0004808	LOC115625194|XP_030376020.1|SLEB	LOC6607006|XP_002031795.1|DSEC
OG0004809	LOC115620773|XP_030370041.1|SLEB	LOC6619208|XP_002043429.2|DSEC
OG0004810	LOC115621396|XP_030370897.1|SLEB	LOC6619214|XP_002043433.1|DSEC
OG0004811	LOC115633863|XP_030387215.1|SLEB	LOC6616304|XP_032573980.1|DSEC
OG0004812	LOC115625216|XP_030376047.1|SLEB	LOC6607111|XP_032576879.1|DSEC
OG0004813	LOC115621362|XP_030370846.1|SLEB	LOC6607643|XP_002032408.1|DSEC
OG0004814	LOC115620806|XP_030370090.1|SLEB	LOC6607027|XP_002031816.1|DSEC
OG0004815	LOC115629356|XP_030381669.1|SLEB	LOC6612301|XP_032582443.1|DSEC
OG0004816	LOC115630205|XP_030382633.1|SLEB	LOC6619846|XP_002044059.2|DSEC
OG0004817	LOC115630199|XP_030382627.1|SLEB	LOC6619843|XP_002044056.2|DSEC
OG0004818	LOC115620440|XP_030369527.1|SLEB	LOC6607274|XP_002032053.1|DSEC
OG0004819	LOC115620632|XP_030369822.1|SLEB	LOC6607528|XP_002032297.1|DSEC
OG0004820	LOC115625362|XP_030376259.1|SLEB	LOC6607003|XP_002031792.1|DSEC
OG0004821	LOC115621017|XP_030370397.1|SLEB	LOC6612785|XP_032577453.1|DSEC
OG0004822	LOC115621912|XP_030371606.1|SLEB	LOC6606404|XP_032579469.1|DSEC
OG0004823	LOC115620741|XP_030369988.1|SLEB	LOC6606494|XP_032578876.1|DSEC
OG0004824	LOC115620743|XP_030369996.1|SLEB	LOC6606493|XP_002031294.1|DSEC
OG0004825	LOC115628015|XP_030379804.1|SLEB	LOC6619479|XP_032579983.1|DSEC
OG0004826	LOC115625581|XP_030376546.1|SLEB	LOC6614043|XP_002038497.1|DSEC
OG0004827	LOC115621174|XP_030370598.1|SLEB	LOC6613812|XP_002038281.1|DSEC
OG0004828	LOC115621798|XP_030371436.1|SLEB	LOC6607626|XP_002032394.1|DSEC
OG0004829	LOC115620486|XP_030369579.1|SLEB	LOC6607689|XP_002032453.1|DSEC
OG0004830	LOC115622047|XP_030371779.1|SLEB	LOC6621052|XP_032577184.1|DSEC, LOC6621486|XP_032578751.1|DSEC
OG0004831	LOC115632103|XP_030384945.1|SLEB	LOC6610969|XP_002035526.1|DSEC
OG0004832	LOC115620790|XP_030370070.1|SLEB	LOC6606640|XP_002031441.1|DSEC
OG0004833	LOC115625041|XP_030375749.1|SLEB	LOC6613972|XP_002038436.1|DSEC
OG0004834	LOC115620947|XP_030370322.1|SLEB	LOC6607616|XP_002032384.1|DSEC
OG0004835	LOC115621052|XP_030370432.1|SLEB	LOC6607613|XP_002032381.1|DSEC
OG0004836	LOC115620950|XP_030370325.1|SLEB	LOC6607555|XP_002032324.1|DSEC
OG0004837	LOC115633941|XP_030387319.1|SLEB	LOC6616348|XP_002040708.2|DSEC
OG0004838	LOC115628780|XP_030380853.1|SLEB	LOC116801747|XP_032578906.1|DSEC
OG0004839	LOC115628776|XP_030380847.1|SLEB	LOC6606922|XP_032579208.1|DSEC
OG0004840	LOC115625097|XP_030375855.1|SLEB	LOC6607728|XP_002032491.2|DSEC
OG0004841	LOC115626387|XP_030377606.1|SLEB	LOC6611323|XP_002035870.1|DSEC
OG0004842	LOC115621146|XP_030370562.1|SLEB	LOC6612693|XP_002037196.1|DSEC
OG0004843	LOC115620601|XP_030369774.1|SLEB	LOC6613759|XP_032578422.1|DSEC
OG0004844	LOC115626766|XP_030378083.1|SLEB	LOC6617795|XP_032581628.1|DSEC
OG0004845	LOC115623358|XP_030373503.1|SLEB	LOC6613915|XP_002038380.1|DSEC
OG0004846	LOC115623229|XP_030373337.1|SLEB	LOC6621134|XP_002045314.1|DSEC
OG0004847	LOC115631988|XP_030384774.1|SLEB	LOC6621133|XP_002045313.1|DSEC
OG0004848	LOC115620205|XP_030369200.1|SLEB	LOC6616811|XP_002041148.2|DSEC
OG0004849	LOC115631947|XP_030384661.1|SLEB	LOC6611621|XP_032578601.1|DSEC
OG0004850	LOC115629444|XP_030381757.1|SLEB	LOC6614172|XP_032577128.1|DSEC
OG0004851	LOC115629450|XP_030381774.1|SLEB	LOC6614171|XP_002038618.1|DSEC
OG0004852	LOC115623605|XP_030373880.1|SLEB	LOC116801573|XP_032577905.1|DSEC
OG0004853	LOC115629423|XP_030381742.1|SLEB	LOC6615348|XP_002039746.1|DSEC
OG0004854	LOC115633142|XP_030386409.1|SLEB	LOC6605404|XP_032573493.1|DSEC
OG0004855	LOC115632767|XP_030385876.1|SLEB	LOC6605283|XP_002030121.1|DSEC
OG0004856	LOC115633150|XP_030386420.1|SLEB	LOC6604777|XP_002029628.2|DSEC
OG0004857	LOC115632979|XP_030386150.1|SLEB	LOC6610425|XP_002035007.2|DSEC
OG0004858	LOC115632096|XP_030384938.1|SLEB	LOC6604785|XP_032574411.1|DSEC
OG0004859	LOC115632392|XP_030385382.1|SLEB	LOC6604787|XP_002029638.1|DSEC
OG0004860	LOC115632123|XP_030384987.1|SLEB	LOC6610495|XP_002035075.1|DSEC
OG0004861	LOC115622892|XP_030372854.1|SLEB	LOC6605097|XP_032573185.1|DSEC
OG0004862	LOC115623112|XP_030373179.1|SLEB	LOC6605106|XP_032575856.1|DSEC
OG0004863	LOC115628376|XP_030380315.1|SLEB	LOC6610913|XP_032575140.1|DSEC
OG0004864	LOC115622244|XP_030372001.1|SLEB	LOC6610769|XP_002035335.1|DSEC
OG0004865	LOC115620769|XP_030370034.1|SLEB	LOC6618723|XP_002042982.1|DSEC
OG0004866	LOC115632494|XP_030385531.1|SLEB	LOC6611115|XP_002035672.2|DSEC
OG0004867	LOC115619999|XP_030368948.1|SLEB	LOC6608722|XP_032572345.1|DSEC
OG0004868	LOC115620001|XP_030368950.1|SLEB	LOC6619145|XP_002043385.1|DSEC
OG0004869	LOC115633848|XP_030387200.1|SLEB	LOC6607873|XP_002032627.1|DSEC
OG0004870	LOC115621242|XP_030370697.1|SLEB	LOC6607879|XP_032570069.1|DSEC
OG0004871	LOC115619982|XP_030368882.1|SLEB	LOC6618832|XP_002043081.1|DSEC
OG0004872	LOC115634788|XP_030388556.1|SLEB	LOC6618914|XP_002043162.1|DSEC
OG0004873	LOC115631089|XP_030383597.1|SLEB	LOC6611652|XP_002036187.1|DSEC
OG0004874	LOC115623752|XP_030374146.1|SLEB	LOC6616984|XP_002041312.1|DSEC
OG0004875	LOC115628767|XP_030380842.1|SLEB	LOC6614921|XP_032580529.1|DSEC
OG0004876	LOC115627085|XP_030378495.1|SLEB	LOC6615905|XP_032580930.1|DSEC
OG0004877	LOC115627860|XP_030379581.1|SLEB	LOC6605338|XP_002030174.1|DSEC
OG0004878	LOC115633649|XP_030386951.1|SLEB	LOC6608039|XP_002032787.1|DSEC
OG0004879	LOC115633632|XP_030386930.1|SLEB	LOC6613023|XP_032572985.1|DSEC
OG0004880	LOC115633865|XP_030387220.1|SLEB	LOC6616452|XP_002040813.1|DSEC
OG0004881	LOC115624674|XP_030375331.1|SLEB	LOC6611027|XP_002035584.1|DSEC
OG0004882	LOC115633149|XP_030386419.1|SLEB	LOC6611110|XP_002035667.1|DSEC
OG0004883	LOC115632404|XP_030385399.1|SLEB	LOC6610547|XP_032574976.1|DSEC
OG0004884	LOC115634744|XP_030388491.1|SLEB	LOC116800635|XP_032572519.1|DSEC
OG0004885	LOC115633799|XP_030387142.1|SLEB	LOC6608895|XP_002033609.1|DSEC
OG0004886	LOC115631349|XP_030383929.1|SLEB	LOC6609359|XP_032570553.1|DSEC
OG0004887	LOC115632114|XP_030384971.1|SLEB	LOC6609762|XP_002034416.1|DSEC
OG0004888	LOC115634508|XP_030388134.1|SLEB	LOC6609866|XP_032572690.1|DSEC
OG0004889	LOC115620329|XP_030369397.1|SLEB	LOC6608435|XP_002033169.2|DSEC
OG0004890	LOC115627797|XP_030379488.1|SLEB	LOC6609300|XP_032570448.1|DSEC
OG0004891	LOC115629265|XP_030381549.1|SLEB	LOC6618607|XP_002042866.1|DSEC
OG0004892	LOC115633970|XP_030387351.1|SLEB	LOC6609811|XP_032572654.1|DSEC
OG0004893	LOC115629944|XP_030382452.1|SLEB	LOC6615537|XP_002039916.1|DSEC
OG0004894	LOC115634805|XP_030388577.1|SLEB	LOC6608922|XP_002033636.1|DSEC
OG0004895	LOC115633311|XP_030386604.1|SLEB	LOC6615727|XP_002040098.2|DSEC
OG0004896	LOC115626833|XP_030378177.1|SLEB	LOC6609849|XP_032572488.1|DSEC
OG0004897	LOC115624567|XP_030375159.1|SLEB	LOC6609853|XP_002034504.2|DSEC
OG0004898	LOC115619989|XP_030368922.1|SLEB	LOC6608463|XP_002033197.1|DSEC
OG0004899	LOC115619944|XP_030368831.1|SLEB	LOC6608596|XP_032573034.1|DSEC
OG0004900	LOC115628005|XP_030379787.1|SLEB	LOC6608455|XP_002033189.1|DSEC
OG0004901	LOC115628933|XP_030381069.1|SLEB	LOC6608456|XP_002033190.1|DSEC
OG0004902	LOC115622200|XP_030371954.1|SLEB	LOC6610414|XP_002034996.1|DSEC
OG0004903	LOC115634353|XP_030387871.1|SLEB	LOC6615496|XP_032570343.1|DSEC
OG0004904	LOC115620239|XP_030369246.1|SLEB	LOC6607666|XP_032577660.1|DSEC
OG0004905	LOC115620009|XP_030368968.1|SLEB	LOC6608061|XP_032571377.1|DSEC
OG0004906	LOC115632445|XP_030385451.1|SLEB	LOC6605022|XP_032574264.1|DSEC
OG0004907	LOC115632385|XP_030385374.1|SLEB	LOC6611112|XP_002035669.1|DSEC
OG0004908	LOC115632334|XP_030385299.1|SLEB	LOC6616375|XP_002040735.1|DSEC
OG0004909	LOC115633072|XP_030386303.1|SLEB	LOC6616366|XP_032575248.1|DSEC
OG0004910	LOC115633071|XP_030386301.1|SLEB	LOC6616362|XP_002040722.1|DSEC
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC6610631|XP_032573220.1|DSEC
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC6605021|XP_032574275.1|DSEC
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC6610108|XP_002034719.1|DSEC
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC6610115|XP_032572275.1|DSEC
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC6618828|XP_032571385.1|DSEC
OG0004916	LOC115620053|XP_030369046.1|SLEB	LOC6609460|XP_032571500.1|DSEC
OG0004917	LOC115624975|XP_030375687.1|SLEB	LOC116800936|XP_032573564.1|DSEC
OG0004918	LOC115624972|XP_030375683.1|SLEB	LOC6605031|XP_002029873.1|DSEC
OG0004919	LOC115621374|XP_030370861.1|SLEB	LOC6619506|XP_002043721.1|DSEC
OG0004920	LOC115623162|XP_030373237.1|SLEB	LOC6619422|XP_002043637.1|DSEC
OG0004921	LOC115628223|XP_030380079.1|SLEB	LOC6611136|XP_032574948.1|DSEC
OG0004922	LOC115633155|XP_030386425.1|SLEB	LOC6604904|XP_032573857.1|DSEC
OG0004923	LOC115624792|XP_030375495.1|SLEB	LOC6610762|XP_032576066.1|DSEC
OG0004924	LOC115632679|XP_030385772.1|SLEB	LOC6610993|XP_002035550.1|DSEC
OG0004925	LOC115632171|XP_030385060.1|SLEB	LOC6610268|XP_002034863.1|DSEC
OG0004926	LOC115623059|XP_030373098.1|SLEB	LOC6611044|XP_032575102.1|DSEC
OG0004927	LOC115632977|XP_030386148.1|SLEB	LOC6604990|XP_032575761.1|DSEC
OG0004928	LOC115634361|XP_030387940.1|SLEB	LOC116800338|XP_032570392.1|DSEC
OG0004929	LOC115628308|XP_030380218.1|SLEB	LOC6610176|XP_032573670.1|DSEC
OG0004930	LOC115624604|XP_030375213.1|SLEB	LOC6608729|XP_002033452.2|DSEC
OG0004931	LOC115623097|XP_030373166.1|SLEB	LOC6610106|XP_002034717.1|DSEC
OG0004932	LOC115632714|XP_030385816.1|SLEB	LOC6610147|XP_032574518.1|DSEC
OG0004933	LOC115628443|XP_030380421.1|SLEB	LOC6609465|XP_032570150.1|DSEC
OG0004934	LOC115633957|XP_030387335.1|SLEB	LOC6615820|XP_002040190.1|DSEC
OG0004935	LOC115620019|XP_030368983.1|SLEB	LOC6609793|XP_002034447.1|DSEC
OG0004936	LOC115622742|XP_030372649.1|SLEB	LOC6610799|XP_002035365.2|DSEC
OG0004937	LOC115632386|XP_030385375.1|SLEB	LOC6610995|XP_032574008.1|DSEC
OG0004938	LOC115622824|XP_030372759.1|SLEB	LOC6604767|XP_032573796.1|DSEC
OG0004939	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB	LOC6618407|XP_032573869.1|DSEC
OG0004940	LOC115623825|XP_030374233.1|SLEB	LOC6619346|XP_032574541.1|DSEC
OG0004941	LOC115632715|XP_030385818.1|SLEB	LOC6605880|XP_032574349.1|DSEC
OG0004942	LOC115622719|XP_030372619.1|SLEB	LOC6610888|XP_002035451.1|DSEC
OG0004943	LOC115622485|XP_030372291.1|SLEB	LOC6604864|XP_002029709.2|DSEC
OG0004944	LOC115622588|XP_030372443.1|SLEB	LOC6610507|XP_032573733.1|DSEC
OG0004945	LOC115625172|XP_030375991.1|SLEB	LOC6607897|XP_002032651.1|DSEC
OG0004946	LOC115628180|XP_030380027.1|SLEB	LOC6616459|XP_032573946.1|DSEC
OG0004947	LOC115628241|XP_030380114.1|SLEB	LOC6610377|XP_002034959.2|DSEC
OG0004948	LOC115628411|XP_030380359.1|SLEB	LOC6610379|XP_002034961.1|DSEC
OG0004949	LOC115628362|XP_030380299.1|SLEB	LOC6610384|XP_002034966.2|DSEC
OG0004950	LOC115632909|XP_030386059.1|SLEB	LOC6610152|XP_032573899.1|DSEC
OG0004951	LOC115621224|XP_030370670.1|SLEB	LOC6618734|XP_002042992.1|DSEC
OG0004952	LOC115632666|XP_030385760.1|SLEB	LOC6605414|XP_002030247.1|DSEC
OG0004953	LOC115632183|XP_030385077.1|SLEB	LOC6605892|XP_002030705.1|DSEC
OG0004954	LOC115632483|XP_030385518.1|SLEB	LOC6605890|XP_002030703.2|DSEC
OG0004955	LOC115622606|XP_030372464.1|SLEB	LOC6611074|XP_032575268.1|DSEC
OG0004956	LOC115634411|XP_030387967.1|SLEB	LOC6608446|XP_032571723.1|DSEC
OG0004957	LOC115632455|XP_030385471.1|SLEB	LOC6610578|XP_032574252.1|DSEC
OG0004958	LOC115632451|XP_030385462.1|SLEB	LOC6605408|XP_002030241.1|DSEC
OG0004959	LOC115632889|XP_030386030.1|SLEB	LOC6605407|XP_032573419.1|DSEC
OG0004960	LOC115632319|XP_030385282.1|SLEB	LOC6605406|XP_032573415.1|DSEC
OG0004961	LOC115627004|XP_030378384.1|SLEB	LOC6608519|XP_032570189.1|DSEC
OG0004962	LOC115632199|XP_030385105.1|SLEB	LOC6616398|XP_032573815.1|DSEC
OG0004963	LOC115621909|XP_030371604.1|SLEB	LOC6618345|XP_032575206.1|DSEC
OG0004964	LOC115623234|XP_030373343.1|SLEB	LOC6605113|XP_032573772.1|DSEC
OG0004965	LOC115622930|XP_030372918.1|SLEB	LOC6611129|XP_002035686.1|DSEC
OG0004966	LOC115623278|XP_030373420.1|SLEB	LOC6611130|XP_032574950.1|DSEC
OG0004967	LOC115633851|XP_030387202.1|SLEB	LOC6607871|XP_002032625.1|DSEC
OG0004968	LOC115624652|XP_030375292.1|SLEB	LOC6610778|XP_032575704.1|DSEC
OG0004969	LOC115634209|XP_030387661.1|SLEB	LOC6609349|XP_002034038.1|DSEC
OG0004970	LOC115632640|XP_030385730.1|SLEB	LOC6610777|XP_032575699.1|DSEC
OG0004971	LOC115632164|XP_030385051.1|SLEB	LOC6610775|XP_032573784.1|DSEC
OG0004972	LOC115622906|XP_030372889.1|SLEB	LOC6611124|XP_032574410.1|DSEC
OG0004973	LOC115633118|XP_030386367.1|SLEB	LOC6610158|XP_002034767.1|DSEC
OG0004974	LOC115632605|XP_030385692.1|SLEB	LOC6605400|XP_002030233.1|DSEC
OG0004975	LOC115624990|XP_030375718.1|SLEB	LOC6610764|XP_002035330.1|DSEC
OG0004976	LOC115628343|XP_030380267.1|SLEB	LOC6610682|XP_002035248.2|DSEC
OG0004977	LOC115620170|XP_030369161.1|SLEB	LOC6615759|XP_002040130.1|DSEC
OG0004978	LOC115623560|XP_030373820.1|SLEB	LOC6609795|XP_032571459.1|DSEC
OG0004979	LOC115622514|XP_030372328.1|SLEB	LOC6604858|XP_002029703.1|DSEC
OG0004980	LOC115622844|XP_030372785.1|SLEB	LOC6605798|XP_002030613.1|DSEC
OG0004981	LOC115633670|XP_030386975.1|SLEB	LOC6618388|XP_002042658.1|DSEC
OG0004982	LOC115633824|XP_030387171.1|SLEB	LOC6618384|XP_002042654.1|DSEC
OG0004983	LOC115632288|XP_030385241.1|SLEB	LOC6605127|XP_002029968.1|DSEC
OG0004984	LOC115622800|XP_030372725.1|SLEB	LOC6611037|XP_032574762.1|DSEC
OG0004985	LOC115628369|XP_030380305.1|SLEB	LOC6610355|XP_002034941.1|DSEC
OG0004986	LOC115622315|XP_030372081.1|SLEB	LOC6620532|XP_002044734.1|DSEC
OG0004987	LOC115632953|XP_030386110.1|SLEB	LOC6606013|XP_032574992.1|DSEC
OG0004988	LOC115628250|XP_030380126.1|SLEB	LOC6610356|XP_002034942.2|DSEC
OG0004989	LOC115632449|XP_030385459.1|SLEB	LOC6606014|XP_002030825.1|DSEC
OG0004990	LOC115634248|XP_030387702.1|SLEB	LOC6615274|XP_002039678.1|DSEC
OG0004991	LOC115634751|XP_030388501.1|SLEB	LOC6608764|XP_002033487.1|DSEC
OG0004992	LOC115634752|XP_030388503.1|SLEB	LOC6608763|XP_002033486.1|DSEC
OG0004993	LOC115632746|XP_030385854.1|SLEB	LOC6605415|XP_002030248.1|DSEC
OG0004994	LOC115628405|XP_030380354.1|SLEB	LOC6610611|XP_032575181.1|DSEC
OG0004995	LOC115632732|XP_030385838.1|SLEB	LOC6610667|XP_032574912.1|DSEC
OG0004996	LOC115632332|XP_030385297.1|SLEB	LOC6604980|XP_002029823.1|DSEC
OG0004997	LOC115624930|XP_030375644.1|SLEB	LOC6609373|XP_002034062.1|DSEC
OG0004998	LOC115634227|XP_030387678.1|SLEB	LOC6609278|XP_002033968.1|DSEC
OG0004999	LOC115622896|XP_030372872.1|SLEB	LOC6610860|XP_002035426.1|DSEC
OG0005000	LOC115622262|XP_030372027.1|SLEB	LOC6608523|XP_032570196.1|DSEC
OG0005001	LOC115623045|XP_030373081.1|SLEB	LOC6604824|XP_032574103.1|DSEC
OG0005002	LOC115623966|XP_030374394.1|SLEB	LOC6606696|XP_002031496.1|DSEC
OG0005003	LOC115633139|XP_030386406.1|SLEB	LOC6604834|XP_032574000.1|DSEC
OG0005004	LOC115622566|XP_030372398.1|SLEB	LOC6611077|XP_002035634.1|DSEC
OG0005005	LOC115634528|XP_030388194.1|SLEB	LOC6618403|XP_002042673.1|DSEC
OG0005006	LOC115632177|XP_030385069.1|SLEB	LOC6610300|XP_032574286.1|DSEC
OG0005007	LOC115632705|XP_030385803.1|SLEB	LOC6606109|XP_032575513.1|DSEC
OG0005008	LOC115622417|XP_030372210.1|SLEB	LOC6610240|XP_032575072.1|DSEC
OG0005009	LOC115628541|XP_030380562.1|SLEB	LOC6606088|XP_002030897.1|DSEC
OG0005010	LOC115624360|XP_030374927.1|SLEB	LOC6605340|XP_002030176.1|DSEC
OG0005011	LOC115634583|XP_030388276.1|SLEB	LOC6615835|XP_032572498.1|DSEC
OG0005012	LOC115622677|XP_030372554.1|SLEB	LOC6616391|XP_002040751.1|DSEC
OG0005013	LOC115625382|XP_030376278.1|SLEB	LOC6607161|XP_002031947.1|DSEC
OG0005014	LOC115632527|XP_030385584.1|SLEB	LOC6605118|XP_002029959.1|DSEC
OG0005015	LOC115622693|XP_030372579.1|SLEB	LOC6619403|XP_002043618.1|DSEC
OG0005016	LOC115622379|XP_030372162.1|SLEB	LOC6605859|XP_002030673.1|DSEC
OG0005017	LOC115623282|XP_030373424.1|SLEB	LOC6604880|XP_032575376.1|DSEC
