Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0003453	LOC115632523|XP_030385579.1|SLEB	LOC6046528|XP_001863707.1|CQUI
OG0003454	LOC115629052|XP_030381219.1|SLEB	LOC6046531|XP_001863706.1|CQUI
OG0003455	LOC115625176|XP_030375999.1|SLEB	LOC6046526|XP_038104772.1|CQUI
OG0003456	LOC115630440|XP_030382863.1|SLEB	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI
OG0003457	LOC115624039|XP_030374477.1|SLEB	LOC6035528|XP_001845693.1|CQUI
OG0003458	LOC115625367|XP_030376264.1|SLEB	LOC6039674|XP_038122724.1|CQUI
OG0003459	LOC115625199|XP_030376026.1|SLEB	LOC6034951|XP_001845210.1|CQUI
OG0003460	LOC115620951|XP_030370326.1|SLEB	LOC6034933|XP_038122514.1|CQUI
OG0003461	LOC115621868|XP_030371548.1|SLEB	LOC6037413|XP_038105277.1|CQUI
OG0003462	LOC115622685|XP_030372570.1|SLEB	LOC6037339|XP_038104753.1|CQUI
OG0003463	LOC115629447|XP_030381768.1|SLEB	LOC6039202|XP_038104646.1|CQUI
OG0003464	LOC115620391|XP_030369458.1|SLEB	LOC6039615|XP_038106187.1|CQUI
OG0003465	LOC115621170|XP_030370593.1|SLEB	LOC6039608|XP_001849182.1|CQUI
OG0003466	LOC115620306|XP_030369350.1|SLEB	LOC6038055|XP_001847899.1|CQUI
OG0003467	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB	LOC6040680|XP_038105387.1|CQUI
OG0003468	LOC115620962|XP_030370343.1|SLEB	LOC6040674|XP_001850035.2|CQUI
OG0003469	LOC115620628|XP_030369818.1|SLEB	LOC6035344|XP_001845555.1|CQUI
OG0003470	LOC115621749|XP_030371344.1|SLEB	LOC6031670|XP_038104846.1|CQUI
OG0003471	LOC115631884|XP_030384593.1|SLEB	LOC6031663|XP_001842409.2|CQUI
OG0003472	LOC115625705|XP_030376706.1|SLEB	LOC6034382|XP_038113315.1|CQUI
OG0003473	LOC115630693|XP_030383204.1|SLEB	LOC6035377|XP_038104133.1|CQUI
OG0003474	LOC115620487|XP_030369580.1|SLEB	LOC6035079|XP_038112442.1|CQUI
OG0003475	LOC115622031|XP_030371758.1|SLEB	LOC6035069|XP_038122846.1|CQUI
OG0003476	LOC115627748|XP_030379386.1|SLEB	LOC6035414|XP_038122449.1|CQUI
OG0003477	LOC115625092|XP_030375851.1|SLEB	LOC6047059|XP_038115904.1|CQUI
OG0003478	LOC115621045|XP_030370427.1|SLEB	LOC6047694|XP_038115039.1|CQUI
OG0003479	LOC115625285|XP_030376155.1|SLEB	LOC6035543|XP_001845701.1|CQUI
OG0003480	LOC115622005|XP_030371719.1|SLEB	LOC6042433|XP_001851551.1|CQUI
OG0003481	LOC115622004|XP_030371718.1|SLEB	LOC6042434|XP_001851552.2|CQUI
OG0003482	LOC115622000|XP_030371715.1|SLEB	LOC6042437|XP_038114985.1|CQUI
OG0003483	LOC115621968|XP_030371675.1|SLEB	LOC6039076|XP_001848749.1|CQUI
OG0003484	LOC115620910|XP_030370262.1|SLEB	LOC6049256|XP_001866047.1|CQUI
OG0003487	LOC115621241|XP_030370693.1|SLEB	LOC6040883|XP_001850212.2|CQUI
OG0003488	LOC115620659|XP_030369870.1|SLEB	LOC6039350|XP_038104841.1|CQUI
OG0003489	LOC115625173|XP_030375993.1|SLEB	LOC6037420|XP_038104037.1|CQUI
OG0003490	LOC115620805|XP_030370089.1|SLEB	LOC6037424|XP_001847338.1|CQUI
OG0003491	LOC115620324|XP_030369378.1|SLEB	LOC6033013|XP_038111280.1|CQUI
OG0003492	LOC115621205|XP_030370646.1|SLEB	LOC6032983|XP_038121925.1|CQUI
OG0003493	LOC115620873|XP_030370209.1|SLEB	LOC6033729|XP_038105787.1|CQUI
OG0003494	LOC115625078|XP_030375828.1|SLEB	LOC6053204|XP_038110104.1|CQUI
OG0003495	LOC115630447|XP_030382869.1|SLEB	LOC6042404|XP_038123009.1|CQUI
OG0003496	LOC115621455|XP_030370971.1|SLEB	LOC6039896|XP_001849394.1|CQUI
OG0003497	LOC115620803|XP_030370087.1|SLEB	LOC6042400|XP_038122515.1|CQUI
OG0003498	LOC115628108|XP_030379948.1|SLEB	LOC6042398|XP_001851523.2|CQUI
OG0003499	LOC115625356|XP_030376250.1|SLEB	LOC6042393|XP_001851518.2|CQUI
OG0003500	LOC115626229|XP_030377389.1|SLEB	LOC6051158|XP_038104555.1|CQUI
OG0003501	LOC115621070|XP_030370457.1|SLEB	LOC6040942|XP_001850270.1|CQUI
OG0003502	LOC115620319|XP_030369373.1|SLEB	LOC6032047|XP_038105287.1|CQUI
OG0003503	LOC115620498|XP_030369610.1|SLEB	LOC6032067|XP_001842733.2|CQUI
OG0003504	LOC115621579|XP_030371129.1|SLEB	LOC6032073|XP_038115709.1|CQUI
OG0003505	LOC115622048|XP_030371780.1|SLEB	LOC6032089|XP_038104786.1|CQUI
OG0003506	LOC115625580|XP_030376542.1|SLEB	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC115621718|XP_030371292.1|SLEB	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC115623261|XP_030373390.1|SLEB	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC115620360|XP_030369424.1|SLEB	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC115620200|XP_030369193.1|SLEB	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC115620464|XP_030369555.1|SLEB	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC115629546|XP_030381887.1|SLEB	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC115627947|XP_030379704.1|SLEB	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC115620392|XP_030369460.1|SLEB	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC115629446|XP_030381764.1|SLEB	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC115623890|XP_030374303.1|SLEB	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC115632570|XP_030385650.1|SLEB	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC115632547|XP_030385622.1|SLEB	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC115628053|XP_030379873.1|SLEB	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC115630573|XP_030383050.1|SLEB	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC115624031|XP_030374468.1|SLEB	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC115620878|XP_030370257.1|SLEB	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC115619963|XP_030368856.1|SLEB	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC6031080|XP_001841925.2|CQUI
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003547	LOC115622989|XP_030373013.1|SLEB	LOC6045538|XP_038121077.1|CQUI
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC6031029|XP_001841881.2|CQUI
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC115632106|XP_030384949.1|SLEB	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC6039265|XP_001848900.2|CQUI
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC6038817|XP_038120335.1|CQUI
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC6043695|XP_001861325.2|CQUI
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC6043648|XP_038115664.1|CQUI
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC6040578|XP_038119148.1|CQUI
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC6040582|XP_038121820.1|CQUI
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC6044647|XP_001862129.2|CQUI
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC6044648|XP_038122235.1|CQUI
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC6044652|XP_038122233.1|CQUI
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC6042841|XP_001870837.1|CQUI
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC6039543|XP_001849141.1|CQUI
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC6039552|XP_001849149.2|CQUI
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC6048522|XP_038118889.1|CQUI
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC6048519|XP_001865428.1|CQUI
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC6043366|XP_001858610.2|CQUI
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC6043369|XP_001858605.1|CQUI
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC119770848|XP_038122362.1|CQUI
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC6036600|XP_001846632.1|CQUI
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC119768712|XP_038115313.1|CQUI
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC6041118|XP_038115310.1|CQUI
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC6053686|XP_038119222.1|CQUI
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC6048737|XP_001865613.2|CQUI
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC6040206|XP_001849650.2|CQUI
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC6040201|XP_001849651.2|CQUI
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC6042309|XP_001851443.1|CQUI
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC6037310|XP_038119602.1|CQUI
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC6048596|XP_038117211.1|CQUI
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC6048595|XP_001865492.2|CQUI
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC6048591|XP_038115605.1|CQUI
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC6048586|XP_038119339.1|CQUI
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC6048585|XP_038119338.1|CQUI
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC6044414|XP_038118547.1|CQUI
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC119769941|XP_038119748.1|CQUI
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC6041335|XP_001850612.1|CQUI
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC6039424|XP_038116123.1|CQUI
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC6041333|XP_001850610.2|CQUI
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC6041328|XP_038119462.1|CQUI
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC6037294|XP_038118325.1|CQUI
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC6037295|XP_001847221.2|CQUI
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC6050485|XP_038118400.1|CQUI
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC6036278|XP_038121480.1|CQUI
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC6036279|XP_001846345.2|CQUI
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC6036280|XP_001846346.1|CQUI
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC6036255|XP_038116693.1|CQUI
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC6036238|XP_001846307.2|CQUI
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC6036242|XP_038119251.1|CQUI
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC6036227|XP_001846303.1|CQUI
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC6045929|XP_038121438.1|CQUI
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC6039442|XP_038120426.1|CQUI
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC6050828|XP_001867355.1|CQUI
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC6048051|XP_038119042.1|CQUI
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC6048047|XP_001865020.2|CQUI
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC6049355|XP_001866133.2|CQUI
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC6052027|XP_038116155.1|CQUI
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC6041093|XP_001850400.1|CQUI
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC6041086|XP_001850393.2|CQUI
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC6041096|XP_038120077.1|CQUI
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC6043986|XP_038119655.1|CQUI
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC6047379|XP_038115612.1|CQUI
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC6050153|XP_001866806.2|CQUI
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC6036567|XP_001846608.1|CQUI
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC6036570|XP_038117672.1|CQUI
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC6041241|XP_038118058.1|CQUI
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC6050573|XP_038117223.1|CQUI
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC6052930|XP_001869107.1|CQUI
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC6052931|XP_001869108.2|CQUI
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC6037257|XP_038121487.1|CQUI
OG0003672	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB	LOC6037274|XP_001847201.2|CQUI
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC6037145|XP_038115536.1|CQUI
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC6037046|XP_038118264.1|CQUI
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC6037039|XP_038115810.1|CQUI
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC6036402|XP_001846455.1|CQUI
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC6036215|XP_038118982.1|CQUI
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC6036210|XP_001846285.2|CQUI
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC6036185|XP_038117129.1|CQUI
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC6046407|XP_038118856.1|CQUI
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC6047502|XP_038120653.1|CQUI
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC6047508|XP_001864559.2|CQUI
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC6035615|XP_001845764.2|CQUI
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC6033552|XP_038117904.1|CQUI
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC6033546|XP_038120883.1|CQUI
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC6033545|XP_001843979.2|CQUI
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC6033541|XP_038120013.1|CQUI
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC6033539|XP_001843973.2|CQUI
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC119770157|XP_038120472.1|CQUI
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC6038410|XP_001848215.2|CQUI
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC6038255|XP_038118211.1|CQUI
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC6038249|XP_038118233.1|CQUI
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC6054526|XP_038117182.1|CQUI
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC6040608|XP_001849979.2|CQUI
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC6036410|XP_038120392.1|CQUI
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC6036526|XP_001846568.1|CQUI
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC6035469|XP_038118336.1|CQUI
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC6035471|XP_038119264.1|CQUI
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC6035477|XP_001845661.2|CQUI
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC119770389|XP_038121080.1|CQUI
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC6042857|XP_038120463.1|CQUI
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC6042852|XP_001870841.2|CQUI
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC6041974|XP_038122298.1|CQUI
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC6040988|XP_038119951.1|CQUI
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC6040986|XP_038118412.1|CQUI
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC6040029|XP_038120557.1|CQUI
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC6040027|XP_038120940.1|CQUI
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC6054726|XP_038116079.1|CQUI
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC6035591|XP_001845742.2|CQUI
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC6035596|XP_038118095.1|CQUI
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC6035599|XP_001845749.2|CQUI
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC6035602|XP_038119526.1|CQUI
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC6047940|XP_001864925.2|CQUI
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC6034614|XP_038116207.1|CQUI
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC6034603|XP_001844897.1|CQUI
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC6034591|XP_001844885.2|CQUI
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC6050358|XP_001866978.2|CQUI
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC6047267|XP_038119191.1|CQUI
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC6047247|XP_001864330.2|CQUI
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC6035621|XP_038118125.1|CQUI
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC6051816|XP_001868185.2|CQUI
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC6054680|XP_038119331.1|CQUI
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC6040243|XP_038115933.1|CQUI
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC6047554|XP_001864599.1|CQUI
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC6036825|XP_038115481.1|CQUI
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC6048148|XP_038119679.1|CQUI
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC6048150|XP_038119678.1|CQUI
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC6042336|XP_038119721.1|CQUI
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC6045507|XP_001862869.1|CQUI
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC6044895|XP_038121394.1|CQUI
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC6044891|XP_001862331.2|CQUI
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC6037162|XP_038117979.1|CQUI
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC6037161|XP_001847098.2|CQUI
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC6037157|XP_001847094.2|CQUI
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC6043795|XP_038120942.1|CQUI
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC6043789|XP_038117933.1|CQUI
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC6043783|XP_001861387.2|CQUI
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC6043786|XP_001861386.2|CQUI
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC6043815|XP_001861383.1|CQUI
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC6033508|XP_038114641.1|CQUI
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC6033507|XP_001843948.2|CQUI
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC6033504|XP_001843945.1|CQUI
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC6033496|XP_038117879.1|CQUI
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC6033489|XP_038114638.1|CQUI
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC6033487|XP_038114639.1|CQUI
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
