Orthogroup	SLEB.longest_only	CCAP.longest_only
OG0003863	LOC115626601|XP_030377845.1|SLEB	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC115626396|XP_030377619.1|SLEB	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC115623708|XP_030374047.1|SLEB	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC115627074|XP_030378481.1|SLEB	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC115633473|XP_030386797.1|SLEB	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC115629018|XP_030381174.1|SLEB	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC115628751|XP_030380820.1|SLEB, LOC115631239|XP_030383808.1|SLEB	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC115631030|XP_030383509.1|SLEB	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC115631137|XP_030383666.1|SLEB	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC115619988|XP_030368916.1|SLEB	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC115628591|XP_030380635.1|SLEB	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC115626133|XP_030377248.1|SLEB	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC115625919|XP_030377013.1|SLEB	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC115630398|XP_030382783.1|SLEB	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC115622575|XP_030372413.1|SLEB	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC115631018|XP_030383491.1|SLEB	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC115624555|XP_030375142.1|SLEB	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC115622431|XP_030372232.1|SLEB	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC115622772|XP_030372691.1|SLEB	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC115632727|XP_030385836.1|SLEB	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC115625785|XP_030376816.1|SLEB	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC115628998|XP_030381143.1|SLEB	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC115628997|XP_030381142.1|SLEB	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC115631434|XP_030384032.1|SLEB	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC115621630|XP_030371190.1|SLEB	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC115630423|XP_030382821.1|SLEB	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC115625754|XP_030376770.1|SLEB	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC115628299|XP_030380207.1|SLEB	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC115625842|XP_030376904.1|SLEB	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC115631691|XP_030384373.1|SLEB	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC115633892|XP_030387257.1|SLEB	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC115622525|XP_030372352.1|SLEB	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC115626154|XP_030377279.1|SLEB	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC115631279|XP_030383853.1|SLEB	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC115630563|XP_030383037.1|SLEB	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC115631167|XP_030383716.1|SLEB	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC115631168|XP_030383718.1|SLEB	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC115631013|XP_030383482.1|SLEB	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC115631012|XP_030383480.1|SLEB	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC115620688|XP_030369916.1|SLEB	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC115627936|XP_030379692.1|SLEB	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC115631961|XP_030384686.1|SLEB	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC115631873|XP_030384581.1|SLEB	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC115621650|XP_030371215.1|SLEB	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC115626001|XP_030377111.1|SLEB	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC115630575|XP_030383053.1|SLEB	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC115631645|XP_030384316.1|SLEB	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC115625679|XP_030376675.1|SLEB	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC115631728|XP_030384425.1|SLEB	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC115628528|XP_030380548.1|SLEB	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC115631584|XP_030384244.1|SLEB	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC115628491|XP_030380480.1|SLEB	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC115632433|XP_030385439.1|SLEB	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC115630587|XP_030383065.1|SLEB	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC115631382|XP_030383964.1|SLEB	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC115627848|XP_030379567.1|SLEB	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC115633800|XP_030387143.1|SLEB	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC115630956|XP_030383390.1|SLEB	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC115631235|XP_030383803.1|SLEB	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC115631459|XP_030384067.1|SLEB	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC115628514|XP_030380525.1|SLEB	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC115631605|XP_030384267.1|SLEB	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC115625890|XP_030376977.1|SLEB	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC115625887|XP_030376966.1|SLEB	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC115619969|XP_030368865.1|SLEB	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC115630556|XP_030383028.1|SLEB	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC115625984|XP_030377090.1|SLEB	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC115627470|XP_030379007.1|SLEB	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC115627515|XP_030379074.1|SLEB	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC115629658|XP_030382033.1|SLEB	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC115631066|XP_030383565.1|SLEB	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC115630788|XP_030383303.1|SLEB	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC115630929|XP_030383355.1|SLEB	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC115631357|XP_030383934.1|SLEB	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC115631704|XP_030384390.1|SLEB	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC115631085|XP_030383593.1|SLEB	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC115631680|XP_030384355.1|SLEB	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC115634728|XP_030388472.1|SLEB	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC115626221|XP_030377379.1|SLEB	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC115625830|XP_030376883.1|SLEB	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC115630810|XP_030383338.1|SLEB	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC115630812|XP_030383339.1|SLEB	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC115626328|XP_030377532.1|SLEB	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC115626444|XP_030377677.1|SLEB	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC115632015|XP_030384807.1|SLEB	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC115625783|XP_030376815.1|SLEB	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC115624932|XP_030375642.1|SLEB	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC115631400|XP_030383982.1|SLEB	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC115631588|XP_030384249.1|SLEB	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC115622683|XP_030372566.1|SLEB	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC115620989|XP_030370372.1|SLEB	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC115631008|XP_030383469.1|SLEB	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC115631772|XP_030384468.1|SLEB	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC115625895|XP_030376982.1|SLEB	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC115631440|XP_030384041.1|SLEB	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC115631390|XP_030383971.1|SLEB	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC115625918|XP_030377012.1|SLEB	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC115620050|XP_030369031.1|SLEB	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC115627053|XP_030378461.1|SLEB	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC115620286|XP_030369323.1|SLEB	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC115631247|XP_030383816.1|SLEB	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC115631106|XP_030383624.1|SLEB	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC115632902|XP_030386052.1|SLEB	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC115619936|XP_030368825.1|SLEB	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC115633947|XP_030387325.1|SLEB	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC115626370|XP_030377585.1|SLEB	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC115625697|XP_030376698.1|SLEB	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC115625866|XP_030376937.1|SLEB	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC115621018|XP_030370401.1|SLEB	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC115628480|XP_030380463.1|SLEB	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC115621237|XP_030370688.1|SLEB	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC115628460|XP_030380438.1|SLEB	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC115625709|XP_030376713.1|SLEB	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC115626482|XP_030377729.1|SLEB	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC115625947|XP_030377043.1|SLEB	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC115625699|XP_030376700.1|SLEB	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC115631280|XP_030383854.1|SLEB	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC115630935|XP_030383362.1|SLEB	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC115630608|XP_030383091.1|SLEB	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC115626636|XP_030377906.1|SLEB	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC115630456|XP_030382877.1|SLEB	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC115630757|XP_030383272.1|SLEB	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC115621296|XP_030370763.1|SLEB	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC115621628|XP_030371192.1|SLEB	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC115634149|XP_030387582.1|SLEB	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC115631281|XP_030383855.1|SLEB	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC115632016|XP_030384808.1|SLEB	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC115626210|XP_030377359.1|SLEB	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC115631042|XP_030383535.1|SLEB	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC115625846|XP_030376909.1|SLEB	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC115631551|XP_030384188.1|SLEB	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC115628478|XP_030380460.1|SLEB	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC115628453|XP_030380425.1|SLEB	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC115628532|XP_030380556.1|SLEB	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC115631240|XP_030383810.1|SLEB	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC115632033|XP_030384845.1|SLEB	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC115631559|XP_030384210.1|SLEB	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC115626177|XP_030377312.1|SLEB	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC115626388|XP_030377607.1|SLEB	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC115621735|XP_030371326.1|SLEB	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC115625801|XP_030376838.1|SLEB	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC115632176|XP_030385068.1|SLEB	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC115631076|XP_030383581.1|SLEB	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC115631255|XP_030383828.1|SLEB	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC115630661|XP_030383163.1|SLEB	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC115623414|XP_030373589.1|SLEB	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC115630571|XP_030383048.1|SLEB	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC115631221|XP_030383787.1|SLEB	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC115631022|XP_030383496.1|SLEB	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC115631267|XP_030383839.1|SLEB	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC115634183|XP_030387629.1|SLEB	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC115631467|XP_030384080.1|SLEB	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC115625820|XP_030376870.1|SLEB	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC115631398|XP_030383981.1|SLEB	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC115629020|XP_030381175.1|SLEB	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC115628523|XP_030380540.1|SLEB	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC115625192|XP_030376022.1|SLEB	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC115631351|XP_030383927.1|SLEB	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC115625853|XP_030376918.1|SLEB	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC115626191|XP_030377331.1|SLEB	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC115630933|XP_030383360.1|SLEB	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC115631041|XP_030383528.1|SLEB	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC115630991|XP_030383437.1|SLEB	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC115631059|XP_030383558.1|SLEB	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC115632030|XP_030384836.1|SLEB	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC115631213|XP_030383778.1|SLEB	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC115633628|XP_030386923.1|SLEB	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC115622177|XP_030371924.1|SLEB	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC115630654|XP_030383156.1|SLEB	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC115631439|XP_030384039.1|SLEB	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC115631249|XP_030383819.1|SLEB	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC115631028|XP_030383506.1|SLEB	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC115630482|XP_030382923.1|SLEB	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC115631436|XP_030384034.1|SLEB	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC115631657|XP_030384329.1|SLEB	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC115631090|XP_030383598.1|SLEB	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC115630487|XP_030382935.1|SLEB	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC115631315|XP_030383890.1|SLEB	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC115621942|XP_030371649.1|SLEB	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC115621043|XP_030370424.1|SLEB	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC115622239|XP_030371996.1|SLEB	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC115632484|XP_030385519.1|SLEB	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC115624161|XP_030374617.1|SLEB	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC115624055|XP_030374496.1|SLEB	CCAP1982_LOCUS123|CAD6991185.1|CCAP
OG0004062	LOC115622469|XP_030372272.1|SLEB	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004063	LOC115626863|XP_030378230.1|SLEB	CCAP1982_LOCUS9208|CAD7000735.1|CCAP
OG0004064	LOC115633705|XP_030387026.1|SLEB	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC115624995|XP_030375726.1|SLEB	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC115634762|XP_030388517.1|SLEB	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC115625353|XP_030376246.1|SLEB	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC115625619|XP_030376620.1|SLEB	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC115632730|XP_030385835.1|SLEB	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC115622479|XP_030372284.1|SLEB	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC115622497|XP_030372303.1|SLEB	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC115622688|XP_030372577.1|SLEB	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC115634474|XP_030388065.1|SLEB	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC115634473|XP_030388064.1|SLEB	CCAP1982_LOCUS20003|CAD7011891.1|CCAP
OG0004077	LOC115631977|XP_030384737.1|SLEB	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC115625509|XP_030376433.1|SLEB	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC115620054|XP_030369047.1|SLEB	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC115624980|XP_030375695.1|SLEB	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC115627742|XP_030379377.1|SLEB	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC115620222|XP_030369223.1|SLEB	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC115621413|XP_030370924.1|SLEB	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC115623375|XP_030373530.1|SLEB	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC115621200|XP_030370639.1|SLEB	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC115620542|XP_030369685.1|SLEB	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC115625345|XP_030376233.1|SLEB	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC115623942|XP_030374364.1|SLEB	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC115624377|XP_030374938.1|SLEB	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC115620835|XP_030370128.1|SLEB	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC115622879|XP_030372832.1|SLEB	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC115624962|XP_030375677.1|SLEB	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC115623554|XP_030373804.1|SLEB	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC115624190|XP_030374648.1|SLEB	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC115624084|XP_030374533.1|SLEB	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC115624297|XP_030374782.1|SLEB	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC115625507|XP_030376430.1|SLEB	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC115621663|XP_030371231.1|SLEB	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC115634785|XP_030388552.1|SLEB	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC115630702|XP_030383214.1|SLEB	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC115622610|XP_030372471.1|SLEB	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC115625346|XP_030376236.1|SLEB	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC115619990|XP_030368923.1|SLEB	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC115623472|XP_030373697.1|SLEB	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC115625332|XP_030376216.1|SLEB	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC115624411|XP_030375005.1|SLEB	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC115625234|XP_030376079.1|SLEB	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC115624533|XP_030375117.1|SLEB	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
