Orthogroup	SLEB.longest_only	ASTE.longest_only
OG0004791	LOC115621099|XP_030370497.1|SLEB	LOC118502923|XP_035891554.1|ASTE
OG0004792	LOC115622017|XP_030371733.1|SLEB	LOC118502925|XP_035891556.1|ASTE
OG0004793	LOC115621712|XP_030371281.1|SLEB	LOC118506373|XP_035899291.1|ASTE
OG0004794	LOC115625091|XP_030375850.1|SLEB	LOC118504689|XP_035895401.1|ASTE
OG0004795	LOC115620852|XP_030370156.1|SLEB	LOC118506786|XP_035900295.1|ASTE
OG0004796	LOC115621349|XP_030370831.1|SLEB	LOC118507511|XP_035901944.1|ASTE
OG0004797	LOC115625211|XP_030376041.1|SLEB	LOC118507515|XP_035901962.1|ASTE
OG0004798	LOC115621252|XP_030370706.1|SLEB	LOC118502965|XP_035891622.1|ASTE
OG0004799	LOC115620553|XP_030369699.1|SLEB	LOC118507901|XP_035903048.1|ASTE
OG0004800	LOC115620712|XP_030369947.1|SLEB	LOC118504402|XP_035894722.1|ASTE
OG0004801	LOC115623646|XP_030373952.1|SLEB	LOC118504831|XP_035895728.1|ASTE
OG0004802	LOC115622033|XP_030371759.1|SLEB	LOC118507495|XP_035901917.1|ASTE
OG0004803	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB	LOC118506358|XP_035899264.1|ASTE
OG0004804	LOC115625586|XP_030376556.1|SLEB	LOC118503122|XP_035891961.1|ASTE
OG0004805	LOC115625119|XP_030375888.1|SLEB	LOC118505542|XP_035897364.1|ASTE
OG0004806	LOC115629681|XP_030382063.1|SLEB	LOC118505238|XP_035896671.1|ASTE
OG0004807	LOC115628103|XP_030379944.1|SLEB	LOC118507518|XP_035901971.1|ASTE
OG0004808	LOC115625194|XP_030376020.1|SLEB	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE
OG0004809	LOC115620773|XP_030370041.1|SLEB	LOC118507817|XP_035902787.1|ASTE
OG0004810	LOC115621396|XP_030370897.1|SLEB	LOC118507816|XP_035902785.1|ASTE
OG0004811	LOC115633863|XP_030387215.1|SLEB	LOC118504489|XP_035894901.1|ASTE
OG0004812	LOC115625216|XP_030376047.1|SLEB	LOC118507691|XP_035902386.1|ASTE
OG0004813	LOC115621362|XP_030370846.1|SLEB	LOC118507474|XP_035901872.1|ASTE
OG0004814	LOC115620806|XP_030370090.1|SLEB	LOC118505038|XP_035896169.1|ASTE
OG0004815	LOC115629356|XP_030381669.1|SLEB	LOC118507731|XP_035902581.1|ASTE
OG0004816	LOC115630205|XP_030382633.1|SLEB	LOC118503574|XP_035892901.1|ASTE
OG0004817	LOC115630199|XP_030382627.1|SLEB	LOC118507964|XP_035903186.1|ASTE
OG0004818	LOC115620440|XP_030369527.1|SLEB	LOC118511920|XP_035911451.1|ASTE
OG0004819	LOC115620632|XP_030369822.1|SLEB	LOC118511918|XP_035911449.1|ASTE
OG0004820	LOC115625362|XP_030376259.1|SLEB	LOC118511917|XP_035911448.1|ASTE
OG0004821	LOC115621017|XP_030370397.1|SLEB	LOC118511914|XP_035911439.1|ASTE
OG0004822	LOC115621912|XP_030371606.1|SLEB	LOC118511928|XP_035911490.1|ASTE
OG0004823	LOC115620741|XP_030369988.1|SLEB	LOC118510414|XP_035908071.1|ASTE
OG0004824	LOC115620743|XP_030369996.1|SLEB	LOC118513706|XP_035915730.1|ASTE
OG0004825	LOC115628015|XP_030379804.1|SLEB	LOC118511986|XP_035911619.1|ASTE
OG0004826	LOC115625581|XP_030376546.1|SLEB	LOC118511970|XP_035911600.1|ASTE
OG0004827	LOC115621174|XP_030370598.1|SLEB	LOC118511972|XP_035911602.1|ASTE
OG0004828	LOC115621798|XP_030371436.1|SLEB	LOC118511979|XP_035911611.1|ASTE
OG0004829	LOC115620486|XP_030369579.1|SLEB	LOC118502960|XP_035891616.1|ASTE
OG0004830	LOC115622047|XP_030371779.1|SLEB	LOC118502992|XP_035891685.1|ASTE
OG0004831	LOC115632103|XP_030384945.1|SLEB	LOC118503119|XP_035891957.1|ASTE
OG0004832	LOC115620790|XP_030370070.1|SLEB	LOC118506820|XP_035900401.1|ASTE
OG0004833	LOC115625041|XP_030375749.1|SLEB	LOC118505425|XP_035897080.1|ASTE
OG0004834	LOC115620947|XP_030370322.1|SLEB	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE
OG0004835	LOC115621052|XP_030370432.1|SLEB	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE
OG0004836	LOC115620950|XP_030370325.1|SLEB	LOC118504295|XP_035894484.1|ASTE
OG0004837	LOC115633941|XP_030387319.1|SLEB	LOC118503765|XP_035893327.1|ASTE
OG0004838	LOC115628780|XP_030380853.1|SLEB	LOC118506919|XP_035900608.1|ASTE
OG0004839	LOC115628776|XP_030380847.1|SLEB	LOC118506907|XP_035900590.1|ASTE
OG0004840	LOC115625097|XP_030375855.1|SLEB	LOC118509343|XP_035905748.1|ASTE
OG0004841	LOC115626387|XP_030377606.1|SLEB	LOC118508582|XP_035904380.1|ASTE
OG0004842	LOC115621146|XP_030370562.1|SLEB	LOC118504662|XP_035895338.1|ASTE
OG0004843	LOC115620601|XP_030369774.1|SLEB	LOC118503118|XP_035891956.1|ASTE
OG0004844	LOC115626766|XP_030378083.1|SLEB	LOC118504427|XP_035894759.1|ASTE
OG0004845	LOC115623358|XP_030373503.1|SLEB	LOC118504426|XP_035894756.1|ASTE
OG0004846	LOC115623229|XP_030373337.1|SLEB	LOC118504685|XP_035895392.1|ASTE
OG0004847	LOC115631988|XP_030384774.1|SLEB	LOC118505042|XP_035896187.1|ASTE
OG0004848	LOC115620205|XP_030369200.1|SLEB	LOC118502863|XP_035891464.1|ASTE
OG0004850	LOC115629444|XP_030381757.1|SLEB	LOC118507772|XP_035902695.1|ASTE
OG0004851	LOC115629450|XP_030381774.1|SLEB	LOC118507770|XP_035902684.1|ASTE
OG0004852	LOC115623605|XP_030373880.1|SLEB	LOC118507778|XP_035902704.1|ASTE
OG0004853	LOC115629423|XP_030381742.1|SLEB	LOC118511467|XP_035910478.1|ASTE
OG0004854	LOC115633142|XP_030386409.1|SLEB	LOC118510172|XP_035907582.1|ASTE
OG0004855	LOC115632767|XP_030385876.1|SLEB	LOC118510182|XP_035907597.1|ASTE
OG0004856	LOC115633150|XP_030386420.1|SLEB	LOC118513116|XP_035914408.1|ASTE
OG0004857	LOC115632979|XP_030386150.1|SLEB	LOC118513137|XP_035914455.1|ASTE
OG0004858	LOC115632096|XP_030384938.1|SLEB	LOC118514418|XP_035917197.1|ASTE
OG0004859	LOC115632392|XP_030385382.1|SLEB	LOC118514419|XP_035917201.1|ASTE
OG0004860	LOC115632123|XP_030384987.1|SLEB	LOC118514426|XP_035917221.1|ASTE
OG0004861	LOC115622892|XP_030372854.1|SLEB	LOC118514421|XP_035917210.1|ASTE
OG0004863	LOC115628376|XP_030380315.1|SLEB	LOC118512171|XP_035912150.1|ASTE
OG0004864	LOC115622244|XP_030372001.1|SLEB	LOC118512178|XP_035912157.1|ASTE
OG0004865	LOC115620769|XP_030370034.1|SLEB	LOC118512177|XP_035912156.1|ASTE
OG0004866	LOC115632494|XP_030385531.1|SLEB	LOC118508915|XP_035904670.1|ASTE
OG0004867	LOC115619999|XP_030368948.1|SLEB	LOC118512966|XP_035914085.1|ASTE
OG0004868	LOC115620001|XP_030368950.1|SLEB	LOC118512954|XP_035914068.1|ASTE
OG0004869	LOC115633848|XP_030387200.1|SLEB	LOC118510596|XP_035908494.1|ASTE
OG0004870	LOC115621242|XP_030370697.1|SLEB	LOC118510600|XP_035908500.1|ASTE
OG0004871	LOC115619982|XP_030368882.1|SLEB	LOC118512068|XP_035911847.1|ASTE
OG0004872	LOC115634788|XP_030388556.1|SLEB	LOC118503195|XP_035892070.1|ASTE
OG0004873	LOC115631089|XP_030383597.1|SLEB	LOC118512194|XP_035912189.1|ASTE
OG0004874	LOC115623752|XP_030374146.1|SLEB	LOC118512195|XP_035912190.1|ASTE
OG0004875	LOC115628767|XP_030380842.1|SLEB	LOC118512180|XP_035912160.1|ASTE
OG0004876	LOC115627085|XP_030378495.1|SLEB	LOC118512182|XP_035912165.1|ASTE
OG0004877	LOC115627860|XP_030379581.1|SLEB	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE
OG0004878	LOC115633649|XP_030386951.1|SLEB	LOC118508896|XP_035904625.1|ASTE
OG0004879	LOC115633632|XP_030386930.1|SLEB	LOC118512041|XP_035911746.1|ASTE
OG0004880	LOC115633865|XP_030387220.1|SLEB	LOC118512113|XP_035911981.1|ASTE
OG0004881	LOC115624674|XP_030375331.1|SLEB	LOC118512054|XP_035911798.1|ASTE
OG0004883	LOC115632404|XP_030385399.1|SLEB	LOC118512082|XP_035911934.1|ASTE
OG0004884	LOC115634744|XP_030388491.1|SLEB	LOC118512044|XP_035911760.1|ASTE
OG0004885	LOC115633799|XP_030387142.1|SLEB	LOC118512091|XP_035911948.1|ASTE
OG0004886	LOC115631349|XP_030383929.1|SLEB	LOC118512089|XP_035911946.1|ASTE
OG0004887	LOC115624215|XP_030374687.1|SLEB, LOC115632114|XP_030384971.1|SLEB	LOC118512122|XP_035911993.1|ASTE
OG0004888	LOC115634508|XP_030388134.1|SLEB	LOC118512043|XP_035911756.1|ASTE
OG0004889	LOC115620329|XP_030369397.1|SLEB	LOC118514168|XP_035916722.1|ASTE
OG0004890	LOC115627797|XP_030379488.1|SLEB	LOC118512098|XP_035911957.1|ASTE
OG0004891	LOC115629265|XP_030381549.1|SLEB	LOC118514247|XP_035916853.1|ASTE
OG0004892	LOC115633970|XP_030387351.1|SLEB	LOC118512079|XP_035911911.1|ASTE
OG0004893	LOC115629944|XP_030382452.1|SLEB	LOC118508873|XP_035904569.1|ASTE
OG0004894	LOC115634805|XP_030388577.1|SLEB	LOC118508880|XP_035904586.1|ASTE
OG0004895	LOC115633311|XP_030386604.1|SLEB	LOC118508874|XP_035904570.1|ASTE
OG0004896	LOC115626833|XP_030378177.1|SLEB	LOC118508877|XP_035904578.1|ASTE
OG0004897	LOC115624567|XP_030375159.1|SLEB	LOC118508871|XP_035904567.1|ASTE
OG0004898	LOC115619989|XP_030368922.1|SLEB	LOC118508867|XP_035904547.1|ASTE
OG0004899	LOC115619944|XP_030368831.1|SLEB	LOC118508863|XP_035904516.1|ASTE
OG0004900	LOC115628005|XP_030379787.1|SLEB	LOC118511450|XP_035910443.1|ASTE
OG0004901	LOC115628933|XP_030381069.1|SLEB	LOC118513313|XP_035914794.1|ASTE
OG0004902	LOC115622200|XP_030371954.1|SLEB	LOC118510474|XP_035908234.1|ASTE
OG0004903	LOC115634353|XP_030387871.1|SLEB	LOC118508904|XP_035904656.1|ASTE
OG0004904	LOC115620239|XP_030369246.1|SLEB	LOC118510147|XP_035907532.1|ASTE
OG0004905	LOC115620009|XP_030368968.1|SLEB	LOC118510149|XP_035907539.1|ASTE
OG0004906	LOC115632445|XP_030385451.1|SLEB	LOC118511513|XP_035910582.1|ASTE
OG0004907	LOC115632385|XP_030385374.1|SLEB	LOC118509029|XP_035904959.1|ASTE
OG0004908	LOC115632334|XP_030385299.1|SLEB	LOC118509600|XP_035906284.1|ASTE
OG0004909	LOC115633072|XP_030386303.1|SLEB	LOC118509605|XP_035906295.1|ASTE
OG0004910	LOC115633071|XP_030386301.1|SLEB	LOC118513076|XP_035914331.1|ASTE
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC118513085|XP_035914346.1|ASTE
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC118511512|XP_035910581.1|ASTE
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC118512958|XP_035914075.1|ASTE
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC118509107|XP_035905166.1|ASTE
OG0004916	LOC115620053|XP_030369046.1|SLEB	LOC118509101|XP_035905150.1|ASTE
OG0004917	LOC115624975|XP_030375687.1|SLEB	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE
OG0004918	LOC115624972|XP_030375683.1|SLEB	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE
OG0004919	LOC115621374|XP_030370861.1|SLEB	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE
OG0004920	LOC115623162|XP_030373237.1|SLEB	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE
OG0004921	LOC115628223|XP_030380079.1|SLEB	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE
OG0004922	LOC115633155|XP_030386425.1|SLEB	LOC118513034|XP_035914204.1|ASTE
OG0004923	LOC115625669|XP_030376664.1|SLEB, LOC115624792|XP_030375495.1|SLEB	LOC118509423|XP_035905904.1|ASTE
OG0004924	LOC115632679|XP_030385772.1|SLEB	LOC118514460|XP_035917270.1|ASTE
OG0004925	LOC115632171|XP_030385060.1|SLEB	LOC118510078|XP_035907377.1|ASTE
OG0004926	LOC115623059|XP_030373098.1|SLEB	LOC118514281|XP_035916916.1|ASTE
OG0004927	LOC115632977|XP_030386148.1|SLEB	LOC118510532|XP_035908373.1|ASTE
OG0004928	LOC115634361|XP_030387940.1|SLEB	LOC118511367|XP_035910238.1|ASTE
OG0004929	LOC115628308|XP_030380218.1|SLEB	LOC118511371|XP_035910258.1|ASTE
OG0004930	LOC115624604|XP_030375213.1|SLEB	LOC118512943|XP_035914043.1|ASTE
OG0004931	LOC115623097|XP_030373166.1|SLEB	LOC118512961|XP_035914080.1|ASTE
OG0004932	LOC115632714|XP_030385816.1|SLEB	LOC118512951|XP_035914062.1|ASTE
OG0004933	LOC115628443|XP_030380421.1|SLEB	LOC118511494|XP_035910546.1|ASTE
OG0004934	LOC115633957|XP_030387335.1|SLEB	LOC118512179|XP_035912159.1|ASTE
OG0004935	LOC115620019|XP_030368983.1|SLEB	LOC118510564|XP_035908442.1|ASTE
OG0004936	LOC115622742|XP_030372649.1|SLEB	LOC118509631|XP_035906410.1|ASTE
OG0004937	LOC115632386|XP_030385375.1|SLEB	LOC118512438|XP_035912792.1|ASTE
OG0004939	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB	LOC118510502|XP_035908298.1|ASTE
OG0004940	LOC115623825|XP_030374233.1|SLEB	LOC118510496|XP_035908283.1|ASTE
OG0004941	LOC115632715|XP_030385818.1|SLEB	LOC118510493|XP_035908278.1|ASTE
OG0004942	LOC115622719|XP_030372619.1|SLEB	LOC118510490|XP_035908275.1|ASTE
OG0004943	LOC115622485|XP_030372291.1|SLEB	LOC118510491|XP_035908276.1|ASTE
OG0004944	LOC115622588|XP_030372443.1|SLEB	LOC118514264|XP_035916874.1|ASTE
OG0004945	LOC115625172|XP_030375991.1|SLEB	LOC118514488|XP_035917304.1|ASTE
OG0004946	LOC115628180|XP_030380027.1|SLEB	LOC118510516|XP_035908333.1|ASTE
OG0004947	LOC115628241|XP_030380114.1|SLEB	LOC118510526|XP_035908363.1|ASTE
OG0004948	LOC115628411|XP_030380359.1|SLEB	LOC118510527|XP_035908364.1|ASTE
OG0004949	LOC115628362|XP_030380299.1|SLEB	LOC118510529|XP_035908367.1|ASTE
OG0004950	LOC115632909|XP_030386059.1|SLEB	LOC118514456|XP_035917266.1|ASTE
OG0004951	LOC115621224|XP_030370670.1|SLEB	LOC118510534|XP_035908377.1|ASTE
OG0004952	LOC115632666|XP_030385760.1|SLEB	LOC118510557|XP_035908432.1|ASTE
OG0004953	LOC115632183|XP_030385077.1|SLEB	LOC118510561|XP_035908438.1|ASTE
OG0004954	LOC115632483|XP_030385518.1|SLEB	LOC118510464|XP_035908212.1|ASTE
OG0004955	LOC115622606|XP_030372464.1|SLEB	LOC118513608|XP_035915551.1|ASTE
OG0004956	LOC115634411|XP_030387967.1|SLEB	LOC118512074|XP_035911895.1|ASTE
OG0004957	LOC115632455|XP_030385471.1|SLEB	LOC118512133|XP_035912031.1|ASTE
OG0004958	LOC115632451|XP_030385462.1|SLEB	LOC118512138|XP_035912048.1|ASTE
OG0004959	LOC115632889|XP_030386030.1|SLEB	LOC118512154|XP_035912087.1|ASTE
OG0004960	LOC115632319|XP_030385282.1|SLEB	LOC118512145|XP_035912071.1|ASTE
OG0004961	LOC115627004|XP_030378384.1|SLEB	LOC118512148|XP_035912077.1|ASTE
OG0004962	LOC115632199|XP_030385105.1|SLEB	LOC118512147|XP_035912076.1|ASTE
OG0004963	LOC115621909|XP_030371604.1|SLEB	LOC118512155|XP_035912088.1|ASTE
OG0004964	LOC115623234|XP_030373343.1|SLEB	LOC118509534|XP_035906147.1|ASTE
OG0004965	LOC115622930|XP_030372918.1|SLEB	LOC118512681|XP_035913357.1|ASTE
OG0004966	LOC115623278|XP_030373420.1|SLEB	LOC118512687|XP_035913370.1|ASTE
OG0004967	LOC115633851|XP_030387202.1|SLEB	LOC118509432|XP_035905914.1|ASTE
OG0004968	LOC115624652|XP_030375292.1|SLEB	LOC118512742|XP_035913522.1|ASTE
OG0004969	LOC115634209|XP_030387661.1|SLEB	LOC118512739|XP_035913500.1|ASTE
OG0004970	LOC115632640|XP_030385730.1|SLEB	LOC118512740|XP_035913501.1|ASTE
OG0004971	LOC115632164|XP_030385051.1|SLEB	LOC118512741|XP_035913502.1|ASTE
OG0004972	LOC115622906|XP_030372889.1|SLEB	LOC118512747|XP_035913526.1|ASTE
OG0004973	LOC115633118|XP_030386367.1|SLEB	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE
OG0004974	LOC115632605|XP_030385692.1|SLEB	LOC118513094|XP_035914388.1|ASTE
OG0004975	LOC115624990|XP_030375718.1|SLEB	LOC118509426|XP_035905907.1|ASTE
OG0004976	LOC115628343|XP_030380267.1|SLEB	LOC118509425|XP_035905906.1|ASTE
OG0004977	LOC115620170|XP_030369161.1|SLEB	LOC118510274|XP_035907781.1|ASTE
OG0004978	LOC115623560|XP_030373820.1|SLEB	LOC118509481|XP_035906026.1|ASTE
OG0004979	LOC115622514|XP_030372328.1|SLEB	LOC118509497|XP_035906048.1|ASTE
OG0004980	LOC115622844|XP_030372785.1|SLEB	LOC118509932|XP_035907155.1|ASTE
OG0004981	LOC115633670|XP_030386975.1|SLEB	LOC118510069|XP_035907354.1|ASTE
OG0004982	LOC115633824|XP_030387171.1|SLEB	LOC118510068|XP_035907353.1|ASTE
OG0004983	LOC115632288|XP_030385241.1|SLEB	LOC118510070|XP_035907356.1|ASTE
OG0004984	LOC115622800|XP_030372725.1|SLEB	LOC118509939|XP_035907163.1|ASTE
OG0004985	LOC115628369|XP_030380305.1|SLEB	LOC118509528|XP_035906138.1|ASTE
OG0004986	LOC115622315|XP_030372081.1|SLEB	LOC118509525|XP_035906128.1|ASTE
OG0004987	LOC115632953|XP_030386110.1|SLEB	LOC118509523|XP_035906122.1|ASTE
OG0004988	LOC115628250|XP_030380126.1|SLEB	LOC118509529|XP_035906142.1|ASTE
OG0004989	LOC115632449|XP_030385459.1|SLEB	LOC118510323|XP_035907863.1|ASTE
OG0004990	LOC115634248|XP_030387702.1|SLEB	LOC118509787|XP_035906824.1|ASTE
OG0004991	LOC115634751|XP_030388501.1|SLEB	LOC118509894|XP_035907034.1|ASTE
OG0004992	LOC115634752|XP_030388503.1|SLEB	LOC118509898|XP_035907040.1|ASTE
OG0004993	LOC115632746|XP_030385854.1|SLEB	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE
OG0004994	LOC115628405|XP_030380354.1|SLEB	LOC118512831|XP_035913756.1|ASTE
OG0004995	LOC115632732|XP_030385838.1|SLEB	LOC118512826|XP_035913698.1|ASTE
OG0004996	LOC115632332|XP_030385297.1|SLEB	LOC118512801|XP_035913632.1|ASTE
OG0004997	LOC115624930|XP_030375644.1|SLEB	LOC118511548|XP_035910650.1|ASTE
OG0004998	LOC115634227|XP_030387678.1|SLEB	LOC118509666|XP_035906543.1|ASTE
OG0004999	LOC115622896|XP_030372872.1|SLEB	LOC118510409|XP_035908060.1|ASTE
OG0005000	LOC115622262|XP_030372027.1|SLEB	LOC118512887|XP_035913881.1|ASTE
OG0005001	LOC115623045|XP_030373081.1|SLEB	LOC118512213|XP_035912221.1|ASTE
OG0005002	LOC115623966|XP_030374394.1|SLEB	LOC118509593|XP_035906266.1|ASTE
OG0005003	LOC115633139|XP_030386406.1|SLEB	LOC118510389|XP_035908037.1|ASTE
OG0005004	LOC115622566|XP_030372398.1|SLEB	LOC118510346|XP_035907932.1|ASTE
OG0005005	LOC115634528|XP_030388194.1|SLEB	LOC118511388|XP_035910300.1|ASTE
OG0005006	LOC115632177|XP_030385069.1|SLEB	LOC118510408|XP_035908059.1|ASTE
OG0005007	LOC115632705|XP_030385803.1|SLEB	LOC118510410|XP_035908061.1|ASTE
OG0005008	LOC115622417|XP_030372210.1|SLEB	LOC118509624|XP_035906376.1|ASTE
OG0005009	LOC115628541|XP_030380562.1|SLEB	LOC118509781|XP_035906814.1|ASTE
OG0005010	LOC115624360|XP_030374927.1|SLEB	LOC118511436|XP_035910424.1|ASTE
OG0005011	LOC115634583|XP_030388276.1|SLEB	LOC118511435|XP_035910419.1|ASTE
OG0005012	LOC115622677|XP_030372554.1|SLEB	LOC118510364|XP_035907966.1|ASTE
OG0005013	LOC115625382|XP_030376278.1|SLEB	LOC118509807|XP_035906842.1|ASTE
OG0005014	LOC115632527|XP_030385584.1|SLEB	LOC118509446|XP_035905953.1|ASTE
OG0005015	LOC115622693|XP_030372579.1|SLEB	LOC118509436|XP_035905938.1|ASTE
OG0005016	LOC115622379|XP_030372162.1|SLEB	LOC118510481|XP_035908254.1|ASTE
OG0005017	LOC115623282|XP_030373424.1|SLEB	LOC118511868|XP_035911361.1|ASTE
OG0005018	LOC115628245|XP_030380121.1|SLEB	LOC118510553|XP_035908420.1|ASTE
OG0005019	LOC115632101|XP_030384942.1|SLEB	LOC118511443|XP_035910436.1|ASTE
OG0005020	LOC115633635|XP_030386933.1|SLEB	LOC118512898|XP_035913906.1|ASTE
OG0005021	LOC115631703|XP_030384389.1|SLEB	LOC118509461|XP_035905975.1|ASTE
OG0005022	LOC115628289|XP_030380196.1|SLEB	LOC118509519|XP_035906114.1|ASTE
OG0005023	LOC115626651|XP_030377919.1|SLEB	LOC118514203|XP_035916789.1|ASTE
OG0005024	LOC115628408|XP_030380357.1|SLEB	LOC118512791|XP_035913604.1|ASTE
OG0005025	LOC115622915|XP_030372899.1|SLEB	LOC118513490|XP_035915206.1|ASTE
OG0005026	LOC115622161|XP_030371890.1|SLEB	LOC118513491|XP_035915207.1|ASTE
OG0005027	LOC115628247|XP_030380122.1|SLEB	LOC118511240|XP_035909973.1|ASTE
OG0005028	LOC115620749|XP_030370004.1|SLEB	LOC118514448|XP_035917257.1|ASTE
OG0005029	LOC115632333|XP_030385298.1|SLEB	LOC118508851|XP_035904497.1|ASTE
OG0005030	LOC115620523|XP_030369649.1|SLEB	LOC118514447|XP_035917256.1|ASTE
OG0005031	LOC115632247|XP_030385168.1|SLEB	LOC118512806|XP_035913642.1|ASTE
OG0005032	LOC115623240|XP_030373358.1|SLEB	LOC118514388|XP_035917158.1|ASTE
OG0005033	LOC115622332|XP_030372102.1|SLEB	LOC118514366|XP_035917103.1|ASTE
OG0005034	LOC115622328|XP_030372097.1|SLEB	LOC118514402|XP_035917176.1|ASTE
OG0005035	LOC115623241|XP_030373359.1|SLEB	LOC118514385|XP_035917156.1|ASTE
OG0005036	LOC115622248|XP_030372006.1|SLEB	LOC118510221|XP_035907680.1|ASTE
OG0005037	LOC115633033|XP_030386237.1|SLEB	LOC118510220|XP_035907677.1|ASTE
OG0005038	LOC115632253|XP_030385181.1|SLEB	LOC118512882|XP_035913877.1|ASTE
OG0005039	LOC115630660|XP_030383162.1|SLEB	LOC118514348|XP_035917060.1|ASTE
OG0005040	LOC115623256|XP_030373386.1|SLEB	LOC118514258|XP_035916867.1|ASTE
OG0005041	LOC115632856|XP_030385976.1|SLEB	LOC118514343|XP_035917054.1|ASTE
OG0005042	LOC115622612|XP_030372473.1|SLEB	LOC118510547|XP_035908410.1|ASTE
OG0005043	LOC115634669|XP_030388389.1|SLEB	LOC118510549|XP_035908413.1|ASTE
OG0005044	LOC115634667|XP_030388386.1|SLEB	LOC118510299|XP_035907816.1|ASTE
OG0005045	LOC115633441|XP_030386759.1|SLEB	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE
OG0005046	LOC115628892|XP_030381014.1|SLEB	LOC118510239|XP_035907699.1|ASTE
OG0005047	LOC115624738|XP_030375424.1|SLEB	LOC118510231|XP_035907690.1|ASTE
OG0005048	LOC115624616|XP_030375227.1|SLEB	LOC118510236|XP_035907694.1|ASTE
OG0005049	LOC115622500|XP_030372307.1|SLEB	LOC118514378|XP_035917137.1|ASTE
OG0005050	LOC115625823|XP_030376877.1|SLEB	LOC118503738|XP_035893247.1|ASTE
OG0005051	LOC115622834|XP_030372773.1|SLEB	LOC118514376|XP_035917136.1|ASTE
OG0005052	LOC115622832|XP_030372771.1|SLEB	LOC118513271|XP_035914731.1|ASTE
OG0005053	LOC115625822|XP_030376873.1|SLEB	LOC118511389|XP_035910301.1|ASTE
OG0005054	LOC115624670|XP_030375323.1|SLEB	LOC118509665|XP_035906538.1|ASTE
OG0005055	LOC115629558|XP_030381909.1|SLEB	LOC118509769|XP_035906799.1|ASTE
OG0005056	LOC115629596|XP_030381985.1|SLEB	LOC118509633|XP_035906417.1|ASTE
OG0005057	LOC115628243|XP_030380116.1|SLEB	LOC118513054|XP_035914256.1|ASTE
OG0005058	LOC115622987|XP_030373002.1|SLEB	LOC118513057|XP_035914278.1|ASTE
OG0005059	LOC115633213|XP_030386498.1|SLEB	LOC118512674|XP_035913334.1|ASTE
OG0005060	LOC115626401|XP_030377627.1|SLEB	LOC118512669|XP_035913315.1|ASTE
OG0005061	LOC115625906|XP_030376997.1|SLEB	LOC118514344|XP_035917056.1|ASTE
OG0005062	LOC115625029|XP_030375737.1|SLEB	LOC118511320|XP_035910131.1|ASTE
OG0005063	LOC115633802|XP_030387144.1|SLEB	LOC118511542|XP_035910642.1|ASTE
OG0005064	LOC115622957|XP_030372956.1|SLEB	LOC118512917|XP_035913959.1|ASTE
OG0005065	LOC115631957|XP_030384679.1|SLEB	LOC118514339|XP_035917047.1|ASTE
OG0005066	LOC115633703|XP_030387023.1|SLEB	LOC118514338|XP_035917043.1|ASTE
OG0005067	LOC115622066|XP_030371789.1|SLEB	LOC118514329|XP_035917019.1|ASTE
OG0005068	LOC115622636|XP_030372504.1|SLEB	LOC118510100|XP_035907424.1|ASTE
OG0005069	LOC115622736|XP_030372640.1|SLEB	LOC118509876|XP_035907001.1|ASTE
OG0005070	LOC115623727|XP_030374084.1|SLEB	LOC118510168|XP_035907572.1|ASTE
OG0005071	LOC115622745|XP_030372653.1|SLEB	LOC118509518|XP_035906113.1|ASTE
OG0005072	LOC115627758|XP_030379403.1|SLEB	LOC118509449|XP_035905960.1|ASTE
OG0005073	LOC115633633|XP_030386931.1|SLEB	LOC118514349|XP_035917061.1|ASTE
OG0005074	LOC115632475|XP_030385507.1|SLEB	LOC118510338|XP_035907891.1|ASTE
OG0005075	LOC115633655|XP_030386960.1|SLEB	LOC118509450|XP_035905961.1|ASTE
OG0005076	LOC115629759|XP_030382168.1|SLEB	LOC118509451|XP_035905962.1|ASTE
