Orthogroup	SLEB.longest_only	DYAK.longest_only
OG0004168	LOC115625069|XP_030375813.1|SLEB	LOC6538681|XP_002099200.2|DYAK
OG0004169	LOC115629639|XP_030382001.1|SLEB	LOC6525451|XP_002101286.2|DYAK
OG0004170	LOC115628741|XP_030380805.1|SLEB	LOC6525038|XP_002100877.3|DYAK
OG0004171	LOC115629676|XP_030382054.1|SLEB	LOC6524157|XP_002100020.1|DYAK
OG0004172	LOC115627773|XP_030379432.1|SLEB	LOC6524963|XP_039228235.1|DYAK
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	LOC6531470|XP_002092269.1|DYAK
OG0004174	LOC115626137|XP_030377258.1|SLEB	LOC6529936|XP_039228163.1|DYAK
OG0004175	LOC115634437|XP_030388008.1|SLEB	LOC6531712|XP_002092502.1|DYAK
OG0004176	LOC115622486|XP_030372292.1|SLEB	LOC6532732|XP_002093474.1|DYAK
OG0004177	LOC115623555|XP_030373813.1|SLEB	LOC6537245|XP_015048225.1|DYAK
OG0004178	LOC115625527|XP_030376456.1|SLEB	LOC6535474|XP_039231467.1|DYAK
OG0004179	LOC115630036|XP_030382528.1|SLEB	LOC6524447|XP_015045702.1|DYAK
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	LOC6535729|XP_002096352.2|DYAK
OG0004181	LOC115620201|XP_030369194.1|SLEB	LOC6537939|XP_002098479.1|DYAK
OG0004182	LOC115622689|XP_030372573.1|SLEB	LOC6533877|XP_039229374.1|DYAK
OG0004183	LOC115622476|XP_030372280.1|SLEB	LOC6533875|XP_002094575.3|DYAK
OG0004184	LOC115628267|XP_030380146.1|SLEB	LOC6532907|XP_002093643.1|DYAK
OG0004185	LOC115631060|XP_030383559.1|SLEB	LOC6527435|XP_002088527.1|DYAK
OG0004186	LOC115629142|XP_030381353.1|SLEB	LOC6523962|XP_002099834.1|DYAK
OG0004187	LOC115624217|XP_030374691.1|SLEB	LOC6536772|XP_002097343.1|DYAK
OG0004188	LOC115625276|XP_030376138.1|SLEB	LOC6537212|XP_039231252.1|DYAK
OG0004189	LOC115625286|XP_030376156.1|SLEB	LOC6537210|XP_002097768.1|DYAK
OG0004190	LOC115623582|XP_030373841.1|SLEB	LOC26534532|XP_039232521.1|DYAK
OG0004191	LOC115623984|XP_030374415.1|SLEB	LOC26535123|XP_015044908.2|DYAK
OG0004192	LOC115623596|XP_030373858.1|SLEB	LOC6535655|XP_002096283.1|DYAK
OG0004193	LOC115629478|XP_030381808.1|SLEB	LOC6526014|XP_039229675.1|DYAK
OG0004194	LOC115623434|XP_030373640.1|SLEB	LOC6535522|XP_002096151.1|DYAK
OG0004195	LOC115627479|XP_030379017.1|SLEB	LOC6524830|XP_002100672.1|DYAK
OG0004196	LOC115620716|XP_030369953.1|SLEB	LOC6538101|XP_002098635.1|DYAK
OG0004197	LOC115623413|XP_030373584.1|SLEB	LOC6536639|XP_002097211.1|DYAK
OG0004198	LOC115625047|XP_030375758.1|SLEB	LOC6535313|XP_002095969.1|DYAK
OG0004199	LOC115623649|XP_030373961.1|SLEB	LOC6537049|XP_015048081.1|DYAK
OG0004200	LOC115629050|XP_030381220.1|SLEB	LOC6530567|XP_002091480.1|DYAK
OG0004201	LOC115620574|XP_030369735.1|SLEB	LOC6538092|XP_002098626.1|DYAK
OG0004202	LOC115621197|XP_030370636.1|SLEB	LOC6537798|XP_002098339.1|DYAK
OG0004203	LOC115625072|XP_030375820.1|SLEB	LOC6537083|XP_039231624.1|DYAK
OG0004204	LOC115621640|XP_030371238.1|SLEB	LOC6534921|XP_002095592.1|DYAK
OG0004205	LOC115632596|XP_030385681.1|SLEB	LOC6534159|XP_002094843.2|DYAK
OG0004206	LOC115624123|XP_030374579.1|SLEB	LOC6535757|XP_002096380.2|DYAK
OG0004207	LOC115623577|XP_030373835.1|SLEB	LOC6535756|XP_002096379.3|DYAK
OG0004208	LOC115623619|XP_030373899.1|SLEB	LOC6537428|XP_015048348.1|DYAK
OG0004209	LOC115621873|XP_030371558.1|SLEB	LOC6538666|XP_002099186.1|DYAK
OG0004210	LOC115623671|XP_030373997.1|SLEB	LOC6535918|XP_002096534.1|DYAK
OG0004211	LOC115631904|XP_030384612.1|SLEB	LOC6526443|XP_002087562.1|DYAK
OG0004212	LOC115623636|XP_030373938.1|SLEB	LOC6536368|XP_002096950.1|DYAK
OG0004213	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB	LOC6536280|XP_002096866.2|DYAK
OG0004215	LOC115623668|XP_030373998.1|SLEB	LOC6531539|XP_039228852.1|DYAK
OG0004216	LOC115632524|XP_030385580.1|SLEB	LOC6534108|XP_002094794.2|DYAK
OG0004217	LOC115622565|XP_030372397.1|SLEB	LOC6533053|XP_002093785.1|DYAK
OG0004218	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB	LOC6525717|XP_002101539.1|DYAK
OG0004219	LOC115623356|XP_030373500.1|SLEB	LOC6536249|XP_002096835.1|DYAK
OG0004220	LOC115623621|XP_030373903.1|SLEB	LOC6537110|XP_039231869.1|DYAK
OG0004221	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB	LOC6535900|XP_002096516.1|DYAK
OG0004222	LOC115624267|XP_030374752.1|SLEB	LOC6536740|XP_002097312.1|DYAK
OG0004223	LOC115623475|XP_030373701.1|SLEB	LOC6536743|XP_015047929.2|DYAK
OG0004224	LOC115625201|XP_030376028.1|SLEB	LOC6535421|XP_002096070.2|DYAK
OG0004225	LOC115627223|XP_030378705.1|SLEB	LOC6524116|XP_002099980.1|DYAK
OG0004226	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB	LOC6537039|XP_015048075.1|DYAK
OG0004227	LOC115625451|XP_030376359.1|SLEB	LOC6537086|XP_039231570.1|DYAK
OG0004228	LOC115625071|XP_030375819.1|SLEB	LOC6537085|XP_002097646.1|DYAK
OG0004229	LOC115624998|XP_030375733.1|SLEB	LOC6531514|XP_002092313.3|DYAK
OG0004230	LOC115626934|XP_030378303.1|SLEB	LOC6525364|XP_039228988.1|DYAK
OG0004231	LOC115628390|XP_030380334.1|SLEB	LOC6532917|XP_002093653.1|DYAK
OG0004232	LOC115628393|XP_030380338.1|SLEB	LOC6532920|XP_015049700.1|DYAK
OG0004233	LOC115628392|XP_030380337.1|SLEB	LOC6532921|XP_002093657.1|DYAK
OG0004234	LOC115628253|XP_030380131.1|SLEB	LOC6532933|XP_002093669.2|DYAK
OG0004235	LOC115623444|XP_030373654.1|SLEB	LOC6524386|XP_039226165.1|DYAK
OG0004236	LOC115624284|XP_030374767.1|SLEB	LOC6535528|XP_002096157.1|DYAK
OG0004237	LOC115623821|XP_030374225.1|SLEB	LOC6536023|XP_039230965.1|DYAK
OG0004238	LOC115623588|XP_030373848.1|SLEB	LOC6535490|XP_002096121.1|DYAK
OG0004239	LOC115623394|XP_030373562.1|SLEB	LOC6535907|XP_002096523.1|DYAK
OG0004240	LOC115623410|XP_030373580.1|SLEB	LOC6535374|XP_002096024.1|DYAK
OG0004241	LOC115624345|XP_030374856.1|SLEB	LOC6536291|XP_002096875.1|DYAK
OG0004242	LOC115624254|XP_030374739.1|SLEB	LOC6536308|XP_002096892.1|DYAK
OG0004243	LOC115622897|XP_030372873.1|SLEB	LOC6533043|XP_002093778.1|DYAK
OG0004244	LOC115623539|XP_030373781.1|SLEB	LOC6535523|XP_002096152.1|DYAK
OG0004245	LOC115633057|XP_030386262.1|SLEB	LOC6532346|XP_002093106.1|DYAK
OG0004246	LOC115622381|XP_030372163.1|SLEB	LOC6533743|XP_039229557.1|DYAK
OG0004247	LOC115627809|XP_030379498.1|SLEB	LOC6524419|XP_002100277.1|DYAK
OG0004248	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB	LOC6530790|XP_002091673.1|DYAK
OG0004249	LOC115632085|XP_030384908.1|SLEB	LOC6532187|XP_002092960.1|DYAK
OG0004250	LOC115625737|XP_030376750.1|SLEB	LOC6527492|XP_002088582.1|DYAK
OG0004251	LOC115629738|XP_030382132.1|SLEB	LOC6523814|XP_002099689.2|DYAK
OG0004252	LOC115624421|XP_030375018.1|SLEB	LOC6536371|XP_002096953.1|DYAK
OG0004253	LOC115624130|XP_030374586.1|SLEB	LOC6536270|XP_002096856.1|DYAK
OG0004254	LOC115628910|XP_030381031.1|SLEB	LOC6525159|XP_039227741.1|DYAK
OG0004255	LOC115630765|XP_030383281.1|SLEB	LOC6526601|XP_039227252.1|DYAK
OG0004256	LOC115620017|XP_030368978.1|SLEB	LOC6531380|XP_002092183.1|DYAK
OG0004257	LOC115629076|XP_030381256.1|SLEB	LOC6537974|XP_002098511.1|DYAK
OG0004258	LOC115623753|XP_030374147.1|SLEB	LOC6538565|XP_039230993.1|DYAK
OG0004259	LOC115620256|XP_030369270.1|SLEB	LOC6531383|XP_002092186.1|DYAK
OG0004260	LOC115625525|XP_030376454.1|SLEB	LOC6535318|XP_039232503.1|DYAK
OG0004261	LOC115625532|XP_030376467.1|SLEB	LOC6535418|XP_015047145.1|DYAK
OG0004262	LOC115625256|XP_030376111.1|SLEB	LOC6538701|XP_002099216.1|DYAK
OG0004263	LOC115623809|XP_030374213.1|SLEB	LOC6535676|XP_002096304.1|DYAK
OG0004264	LOC115623346|XP_030373484.1|SLEB	LOC6535997|XP_002096612.1|DYAK
OG0004265	LOC115623602|XP_030373874.1|SLEB	LOC6536068|XP_002096678.2|DYAK
OG0004266	LOC115625067|XP_030375810.1|SLEB	LOC6537094|XP_002097655.1|DYAK
OG0004267	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB	LOC6536402|XP_002096984.1|DYAK
OG0004268	LOC115624572|XP_030375161.1|SLEB	LOC6530236|XP_039227862.1|DYAK
OG0004269	LOC115634391|XP_030387941.1|SLEB	LOC6531450|XP_002092253.1|DYAK
OG0004270	LOC115620884|XP_030370228.1|SLEB	LOC26535684|XP_015054652.1|DYAK
OG0004271	LOC115629398|XP_030381713.1|SLEB	LOC6529987|XP_002090933.1|DYAK
OG0004272	LOC115625277|XP_030376140.1|SLEB	LOC6536631|XP_002097203.1|DYAK
OG0004273	LOC115620617|XP_030369797.1|SLEB	LOC6536818|XP_002097388.1|DYAK
OG0004274	LOC115629511|XP_030381854.1|SLEB	LOC6526011|XP_002101829.1|DYAK
OG0004275	LOC115629726|XP_030382119.1|SLEB	LOC6525001|XP_002100841.2|DYAK
OG0004276	LOC115632375|XP_030385356.1|SLEB	LOC6533382|XP_002094107.1|DYAK
OG0004277	LOC115623056|XP_030373094.1|SLEB	LOC6533766|XP_002094470.2|DYAK
OG0004278	LOC115627274|XP_030378764.1|SLEB	LOC6524581|XP_002100438.1|DYAK
OG0004279	LOC115631158|XP_030383694.1|SLEB	LOC6526349|XP_002087471.1|DYAK
OG0004280	LOC115629642|XP_030382013.1|SLEB	LOC6524152|XP_039229819.1|DYAK
OG0004281	LOC115633331|XP_030386627.1|SLEB	LOC6528552|XP_002089596.1|DYAK
OG0004282	LOC115620465|XP_030369559.1|SLEB	LOC6531350|XP_002092154.1|DYAK
OG0004283	LOC115632234|XP_030385157.1|SLEB	LOC6531349|XP_002092153.1|DYAK
OG0004284	LOC115622179|XP_030371927.1|SLEB	LOC26535693|XP_015054653.1|DYAK
OG0004285	LOC115621451|XP_030370964.1|SLEB	LOC6538811|XP_002099324.1|DYAK
OG0004286	LOC115622958|XP_030372957.1|SLEB	LOC6533762|XP_039230166.1|DYAK
OG0004287	LOC115622718|XP_030372618.1|SLEB	LOC6533761|XP_002094465.1|DYAK
OG0004288	LOC115622222|XP_030371979.1|SLEB	LOC6533753|XP_002094458.1|DYAK
OG0004289	LOC115621448|XP_030370965.1|SLEB	LOC6534902|XP_002095573.1|DYAK
OG0004290	LOC115633995|XP_030387377.1|SLEB	LOC6530357|XP_002091283.1|DYAK
OG0004291	LOC115632271|XP_030385216.1|SLEB	LOC6530409|XP_002091335.1|DYAK
OG0004292	LOC115623276|XP_030373417.1|SLEB	LOC26534510|XP_015049892.1|DYAK
OG0004293	LOC115620064|XP_030369067.1|SLEB	LOC6539545|XP_039230942.1|DYAK
OG0004294	LOC115632145|XP_030385023.1|SLEB	LOC6534156|XP_002094840.1|DYAK
OG0004295	LOC115632766|XP_030385875.1|SLEB	LOC6534154|XP_002094838.1|DYAK
OG0004296	LOC115624761|XP_030375453.1|SLEB	LOC6534152|XP_002094836.1|DYAK
OG0004297	LOC115633930|XP_030387307.1|SLEB	LOC6532024|XP_002092802.1|DYAK
OG0004298	LOC115632555|XP_030385632.1|SLEB	LOC6528624|XP_002089667.1|DYAK
OG0004299	LOC115634261|XP_030387715.1|SLEB	LOC6529894|XP_039228684.1|DYAK
OG0004300	LOC115634396|XP_030387948.1|SLEB	LOC6530788|XP_002091671.1|DYAK
OG0004301	LOC115623274|XP_030373412.1|SLEB	LOC6533301|XP_002094027.1|DYAK
OG0004302	LOC115628641|XP_030380673.1|SLEB	LOC6531462|XP_002092261.1|DYAK
OG0004303	LOC115623420|XP_030373603.1|SLEB	LOC6528795|XP_002089827.1|DYAK
OG0004304	LOC115624867|XP_030375572.1|SLEB	LOC6531260|XP_002092069.3|DYAK
OG0004305	LOC115633100|XP_030386388.1|SLEB	LOC6529949|XP_015052533.1|DYAK
OG0004306	LOC115634566|XP_030388249.1|SLEB	LOC6530189|XP_002091127.1|DYAK
OG0004307	LOC115634635|XP_030388351.1|SLEB	LOC6529885|XP_002090842.1|DYAK
OG0004308	LOC115620086|XP_030369128.1|SLEB	LOC6531932|XP_002092718.1|DYAK
OG0004309	LOC115632753|XP_030385860.1|SLEB	LOC6532640|XP_002093384.1|DYAK
OG0004310	LOC115634400|XP_030387951.1|SLEB	LOC6528651|XP_039226629.1|DYAK
OG0004311	LOC115622427|XP_030372224.1|SLEB	LOC6534833|XP_002095505.1|DYAK
OG0004312	LOC115624549|XP_030375133.1|SLEB	LOC6532002|XP_002092788.1|DYAK
OG0004313	LOC115624605|XP_030375210.1|SLEB	LOC6529044|XP_002090075.1|DYAK
OG0004314	LOC115624941|XP_030375655.1|SLEB	LOC6530594|XP_015051901.1|DYAK
OG0004315	LOC115625536|XP_030376477.1|SLEB	LOC6532031|XP_002092808.3|DYAK
OG0004316	LOC115633882|XP_030387246.1|SLEB	LOC6528823|XP_002089855.1|DYAK
OG0004317	LOC115634731|XP_030388475.1|SLEB	LOC6528551|XP_002089595.1|DYAK
OG0004318	LOC115624540|XP_030375122.1|SLEB	LOC6532010|XP_002092789.1|DYAK
OG0004319	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB	LOC6530068|XP_015052023.1|DYAK
OG0004320	LOC115624576|XP_030375170.1|SLEB	LOC6537747|XP_002098288.1|DYAK
OG0004321	LOC115631472|XP_030384086.1|SLEB	LOC6527727|XP_002088810.2|DYAK
OG0004322	LOC115621142|XP_030370559.1|SLEB	LOC6535559|XP_002096188.1|DYAK
OG0004323	LOC115628441|XP_030380405.1|SLEB	LOC6532380|XP_002093131.1|DYAK
OG0004324	LOC115628595|XP_030380640.1|SLEB	LOC6529238|XP_002090244.1|DYAK
OG0004325	LOC115624697|XP_030375371.1|SLEB	LOC6531745|XP_002092535.1|DYAK
OG0004326	LOC115624764|XP_030375457.1|SLEB	LOC6531746|XP_002092536.2|DYAK
OG0004327	LOC115629096|XP_030381274.1|SLEB	LOC6524923|XP_002100763.1|DYAK
OG0004328	LOC115620454|XP_030369548.1|SLEB	LOC6531852|XP_002092639.1|DYAK
OG0004329	LOC115631536|XP_030384173.1|SLEB	LOC6531984|XP_002092770.1|DYAK
OG0004330	LOC115634711|XP_030388452.1|SLEB	LOC6531248|XP_002092057.1|DYAK
OG0004331	LOC115630621|XP_030383114.1|SLEB	LOC6528818|XP_002089850.2|DYAK
OG0004332	LOC115625879|XP_030376956.1|SLEB	LOC6527910|XP_002088982.1|DYAK
OG0004333	LOC115631888|XP_030384597.1|SLEB	LOC6529507|XP_002090509.1|DYAK
OG0004334	LOC115631243|XP_030383813.1|SLEB	LOC6526929|XP_002088027.1|DYAK
OG0004335	LOC115624647|XP_030375283.1|SLEB	LOC6528298|XP_002089351.1|DYAK
OG0004336	LOC115624565|XP_030375154.1|SLEB	LOC6530827|XP_002091710.1|DYAK
OG0004337	LOC115631769|XP_030384464.1|SLEB	LOC6527672|XP_002088758.1|DYAK
OG0004338	LOC115632464|XP_030385484.1|SLEB	LOC6532569|XP_002093313.1|DYAK
OG0004339	LOC115633742|XP_030387076.1|SLEB	LOC6530397|XP_002091323.1|DYAK
OG0004340	LOC115633741|XP_030387075.1|SLEB	LOC6530396|XP_039228541.1|DYAK
OG0004341	LOC115630600|XP_030383080.1|SLEB	LOC6531808|XP_002092595.2|DYAK
OG0004342	LOC115624904|XP_030375613.1|SLEB	LOC6532166|XP_002092939.3|DYAK
OG0004343	LOC115624743|XP_030375430.1|SLEB	LOC6532162|XP_002092938.1|DYAK
OG0004344	LOC115624508|XP_030375076.1|SLEB	LOC6532159|XP_002092935.1|DYAK
OG0004345	LOC115625828|XP_030376880.1|SLEB	LOC6529199|XP_002090206.1|DYAK
OG0004346	LOC115624493|XP_030375059.1|SLEB	LOC6532029|XP_015051665.1|DYAK
OG0004347	LOC115623794|XP_030374199.1|SLEB	LOC6532025|XP_002092803.1|DYAK
OG0004348	LOC115631293|XP_030383905.1|SLEB	LOC6531939|XP_002092725.3|DYAK
OG0004349	LOC115625052|XP_030375770.1|SLEB	LOC6531927|XP_015051612.1|DYAK
OG0004351	LOC115633675|XP_030386985.1|SLEB	LOC6529890|XP_002090847.2|DYAK
OG0004352	LOC115621805|XP_030371448.1|SLEB	LOC26535764|XP_015046999.1|DYAK
OG0004353	LOC115620767|XP_030370029.1|SLEB	LOC6538214|XP_002098741.1|DYAK
OG0004354	LOC115621576|XP_030371126.1|SLEB	LOC6537194|XP_002097752.1|DYAK
OG0004355	LOC115623543|XP_030373788.1|SLEB	LOC6537607|XP_015048429.1|DYAK
OG0004356	LOC115624526|XP_030375105.1|SLEB	LOC6530006|XP_002090952.1|DYAK
OG0004357	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB	LOC6528416|XP_002089462.1|DYAK
OG0004358	LOC115633856|XP_030387208.1|SLEB	LOC6530203|XP_002091141.1|DYAK
OG0004359	LOC115629288|XP_030381592.1|SLEB	LOC6530980|XP_002091818.2|DYAK
OG0004360	LOC115623273|XP_030373415.1|SLEB	LOC6535028|XP_002095694.2|DYAK
OG0004361	LOC115624054|XP_030374495.1|SLEB	LOC6536614|XP_002097186.1|DYAK
OG0004362	LOC115622730|XP_030372631.1|SLEB	LOC6532288|XP_002093048.1|DYAK
OG0004363	LOC115627064|XP_030378470.1|SLEB	LOC6524575|XP_002100432.1|DYAK
OG0004364	LOC115624722|XP_030375403.1|SLEB	LOC6529994|XP_002090940.1|DYAK
OG0004365	LOC115624285|XP_030374771.1|SLEB	LOC6530695|XP_039228716.1|DYAK
OG0004366	LOC115631160|XP_030383696.1|SLEB	LOC6526351|XP_002087473.1|DYAK
OG0004367	LOC115628168|XP_030380007.1|SLEB	LOC6539741|XP_002086625.1|DYAK
OG0004368	LOC115632470|XP_030385499.1|SLEB	LOC6535201|XP_002095860.1|DYAK
OG0004369	LOC115634177|XP_030387623.1|SLEB	LOC6528555|XP_002089599.2|DYAK
OG0004370	LOC115624967|XP_030375680.1|SLEB	LOC6531348|XP_015051262.1|DYAK
OG0004371	LOC115627236|XP_030378719.1|SLEB	LOC6526051|XP_002101868.1|DYAK
OG0004372	LOC115633546|XP_030386866.1|SLEB	LOC6532021|XP_039228333.1|DYAK
OG0004373	LOC115624656|XP_030375297.1|SLEB	LOC6536895|XP_015047987.2|DYAK
OG0004374	LOC115634519|XP_030388146.1|SLEB	LOC6531268|XP_015051211.1|DYAK
OG0004375	LOC115622625|XP_030372492.1|SLEB	LOC6533294|XP_002094020.1|DYAK
OG0004376	LOC115632490|XP_030385527.1|SLEB	LOC6534852|XP_002095524.2|DYAK
OG0004377	LOC115632287|XP_030385240.1|SLEB	LOC6533562|XP_002094272.1|DYAK
OG0004378	LOC115634026|XP_030387421.1|SLEB	LOC6530483|XP_002091398.2|DYAK
OG0004379	LOC115620048|XP_030369029.1|SLEB	LOC6530693|XP_002091584.1|DYAK
OG0004380	LOC115632224|XP_030385146.1|SLEB	LOC6528650|XP_002089692.1|DYAK
OG0004381	LOC115620204|XP_030369199.1|SLEB	LOC6536674|XP_002097247.1|DYAK
OG0004382	LOC115628145|XP_030379976.1|SLEB	LOC6530168|XP_002091108.1|DYAK
OG0004383	LOC115621111|XP_030370516.1|SLEB	LOC6530337|XP_002091264.1|DYAK
OG0004384	LOC115634814|XP_030388591.1|SLEB	LOC6530335|XP_002091262.1|DYAK
OG0004385	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB	LOC6530235|XP_002091172.1|DYAK
OG0004386	LOC115634334|XP_030387850.1|SLEB	LOC6530193|XP_002091131.1|DYAK
OG0004387	LOC115624884|XP_030375590.1|SLEB	LOC6534020|XP_002094707.1|DYAK
OG0004389	LOC115622656|XP_030372526.1|SLEB	LOC6532906|XP_002093642.1|DYAK
OG0004390	LOC115620063|XP_030369066.1|SLEB	LOC6534557|XP_002095233.2|DYAK
OG0004391	LOC115634112|XP_030387530.1|SLEB	LOC6530913|XP_002091757.1|DYAK
OG0004392	LOC115633959|XP_030387337.1|SLEB	LOC6539532|XP_002086420.3|DYAK
OG0004393	LOC115627668|XP_030379281.1|SLEB	LOC6531051|XP_015052803.1|DYAK
OG0004394	LOC115620052|XP_030369041.1|SLEB	LOC6531390|XP_015051309.1|DYAK
OG0004395	LOC115634571|XP_030388255.1|SLEB	LOC6529911|XP_002090868.1|DYAK
OG0004396	LOC115632830|XP_030385948.1|SLEB	LOC6529083|XP_002090096.1|DYAK
OG0004397	LOC115629402|XP_030381720.1|SLEB	LOC6529989|XP_002090935.1|DYAK
OG0004398	LOC115622339|XP_030372110.1|SLEB	LOC6529990|XP_002090936.1|DYAK
OG0004399	LOC115633838|XP_030387189.1|SLEB	LOC6531516|XP_039228028.1|DYAK
OG0004400	LOC115623350|XP_030373494.1|SLEB	LOC6536254|XP_002096840.1|DYAK
OG0004402	LOC115623551|XP_030373802.1|SLEB	LOC6531894|XP_002092681.1|DYAK
OG0004403	LOC115625667|XP_030376666.1|SLEB	LOC6530398|XP_002091324.1|DYAK
OG0004404	LOC115624684|XP_030375346.1|SLEB	LOC6529076|XP_002090089.1|DYAK
OG0004405	LOC115622576|XP_030372414.1|SLEB	LOC6534827|XP_002095499.1|DYAK
OG0004406	LOC115622570|XP_030372405.1|SLEB	LOC6534025|XP_015050370.1|DYAK
OG0004407	LOC115633855|XP_030387207.1|SLEB	LOC6528663|XP_002089705.1|DYAK
OG0004408	LOC115622233|XP_030371990.1|SLEB	LOC6534012|XP_002094701.1|DYAK
OG0004409	LOC115627795|XP_030379481.1|SLEB	LOC6523722|XP_015046815.1|DYAK
OG0004410	LOC115624593|XP_030375191.1|SLEB	LOC6531261|XP_002092070.1|DYAK
OG0004411	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB	LOC6535139|XP_002095801.2|DYAK
OG0004412	LOC115624777|XP_030375469.1|SLEB	LOC6535138|XP_002095800.1|DYAK
OG0004413	LOC115625903|XP_030376996.1|SLEB	LOC6531914|XP_002092700.1|DYAK
OG0004414	LOC115632141|XP_030385021.1|SLEB	LOC6531975|XP_002092761.1|DYAK
OG0004415	LOC115634028|XP_030387424.1|SLEB	LOC6530473|XP_002091389.1|DYAK
OG0004416	LOC115628181|XP_030380028.1|SLEB	LOC6528421|XP_002089467.1|DYAK
OG0004417	LOC115621285|XP_030370748.1|SLEB	LOC6538663|XP_002099183.1|DYAK
OG0004418	LOC115632937|XP_030386095.1|SLEB	LOC6531073|XP_015051744.1|DYAK
OG0004419	LOC115634451|XP_030388023.1|SLEB	LOC6528647|XP_015053992.1|DYAK
OG0004420	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB	LOC6530069|XP_002091015.1|DYAK
OG0004421	LOC115622775|XP_030372692.1|SLEB	LOC6534265|XP_002094946.1|DYAK
OG0004422	LOC115633007|XP_030386193.1|SLEB	LOC6534326|XP_002095006.1|DYAK
OG0004423	LOC115634689|XP_030388420.1|SLEB	LOC6531693|XP_002092484.1|DYAK
OG0004424	LOC115623191|XP_030373277.1|SLEB	LOC6532036|XP_039228549.1|DYAK
OG0004425	LOC115633638|XP_030386936.1|SLEB	LOC6534775|XP_002095450.2|DYAK
OG0004426	LOC115633864|XP_030387219.1|SLEB	LOC6539740|XP_002086627.1|DYAK
OG0004427	LOC115634505|XP_030388131.1|SLEB	LOC6539527|XP_002086415.2|DYAK
OG0004428	LOC115625235|XP_030376080.1|SLEB	LOC6536987|XP_039232262.1|DYAK
OG0004429	LOC115628558|XP_030380579.1|SLEB	LOC6528143|XP_002089209.1|DYAK
OG0004430	LOC115632143|XP_030385019.1|SLEB	LOC6534130|XP_002094814.1|DYAK
OG0004431	LOC115620564|XP_030369713.1|SLEB	LOC6537684|XP_002098229.1|DYAK
OG0004432	LOC115620563|XP_030369711.1|SLEB	LOC6537685|XP_002098230.2|DYAK
OG0004433	LOC115624915|XP_030375624.1|SLEB	LOC6534593|XP_015050732.2|DYAK
OG0004434	LOC115622993|XP_030373014.1|SLEB	LOC6529991|XP_002090937.1|DYAK
OG0004435	LOC115624619|XP_030375229.1|SLEB	LOC6530931|XP_015052765.1|DYAK
OG0004436	LOC115634590|XP_030388279.1|SLEB	LOC6529874|XP_002090831.3|DYAK
OG0004437	LOC115634594|XP_030388287.1|SLEB	LOC6532173|XP_002092946.1|DYAK
OG0004438	LOC115624757|XP_030375449.1|SLEB	LOC6530339|XP_002091266.1|DYAK
OG0004439	LOC115625761|XP_030376784.1|SLEB	LOC6530393|XP_002091319.1|DYAK
OG0004440	LOC115624597|XP_030375197.1|SLEB	LOC6531262|XP_002092071.1|DYAK
OG0004441	LOC115631592|XP_030384253.1|SLEB	LOC6526482|XP_002087599.1|DYAK
OG0004442	LOC115625447|XP_030376358.1|SLEB	LOC6531658|XP_002092455.1|DYAK
OG0004443	LOC115632435|XP_030385438.1|SLEB	LOC6533868|XP_002094568.1|DYAK
OG0004444	LOC115634819|XP_030388597.1|SLEB	LOC6531346|XP_002092150.1|DYAK
OG0004445	LOC115633985|XP_030387368.1|SLEB	LOC6531983|XP_002092769.1|DYAK
OG0004446	LOC115621196|XP_030370635.1|SLEB	LOC6538961|XP_015049135.1|DYAK
OG0004447	LOC115624790|XP_030375493.1|SLEB	LOC6538753|XP_002099267.1|DYAK
OG0004448	LOC115633993|XP_030387375.1|SLEB	LOC6531251|XP_002092060.1|DYAK
OG0004449	LOC115622186|XP_030371936.1|SLEB	LOC26536417|XP_039229839.1|DYAK
OG0004450	LOC115629431|XP_030381750.1|SLEB	LOC6530148|XP_002091090.1|DYAK
OG0004451	LOC115625203|XP_030376034.1|SLEB	LOC6530137|XP_002091083.1|DYAK
OG0004452	LOC115634219|XP_030387669.1|SLEB	LOC6530928|XP_002091770.1|DYAK
OG0004453	LOC115622976|XP_030372991.1|SLEB	LOC6531135|XP_002091969.1|DYAK
OG0004454	LOC115623500|XP_030373737.1|SLEB	LOC6536749|XP_002097321.1|DYAK
OG0004455	LOC115622619|XP_030372480.1|SLEB	LOC6539609|XP_002086497.2|DYAK
OG0004456	LOC115629847|XP_030382287.1|SLEB	LOC6523803|XP_002099678.1|DYAK
