Orthogroup	SLEB.longest_only	DHYD.longest_only
OG0005275	LOC115630943|XP_030383370.1|SLEB	LOC111603951|XP_023177550.2|DHYD
OG0005276	LOC115631296|XP_030383871.1|SLEB	LOC111600909|XP_023173038.2|DHYD
OG0005277	LOC115631445|XP_030384049.1|SLEB	LOC111601942|XP_023174568.2|DHYD
OG0005278	LOC115627877|XP_030379625.1|SLEB	LOC111602143|XP_023174860.2|DHYD
OG0005279	LOC115626343|XP_030377552.1|SLEB	LOC111596353|XP_023166313.2|DHYD
OG0005280	LOC115630408|XP_030382800.1|SLEB	LOC111599049|XP_030080243.1|DHYD
OG0005281	LOC115630939|XP_030383366.1|SLEB	LOC111599319|XP_023170701.2|DHYD
OG0005282	LOC115623681|XP_030374011.1|SLEB	LOC111603032|XP_023176230.2|DHYD
OG0005283	LOC115620238|XP_030369243.1|SLEB	LOC111602687|XP_023175676.1|DHYD
OG0005284	LOC115628583|XP_030380627.1|SLEB	LOC111599055|XP_023170344.1|DHYD
OG0005285	LOC115628504|XP_030380506.1|SLEB	LOC111599054|XP_023170342.2|DHYD
OG0005286	LOC115630400|XP_030382785.1|SLEB	LOC111599217|XP_023170583.1|DHYD
OG0005287	LOC115630399|XP_030382784.1|SLEB	LOC111599216|XP_023170582.2|DHYD
OG0005288	LOC115631735|XP_030384433.1|SLEB	LOC111601409|XP_023173740.1|DHYD
OG0005289	LOC115631124|XP_030383650.1|SLEB	LOC111594399|XP_023163434.2|DHYD
OG0005290	LOC115625102|XP_030375866.1|SLEB	LOC111603593|XP_023177019.1|DHYD
OG0005291	LOC115626174|XP_030377310.1|SLEB	LOC111592600|XP_023160692.2|DHYD
OG0005292	LOC115626171|XP_030377306.1|SLEB	LOC111592550|XP_023160605.2|DHYD
OG0005293	LOC115626576|XP_030377815.1|SLEB	LOC111598961|XP_023170215.2|DHYD
OG0005294	LOC115630985|XP_030383427.1|SLEB	LOC111602448|XP_023175276.1|DHYD
OG0005295	LOC115626157|XP_030377290.1|SLEB	LOC111592643|XP_030079130.1|DHYD
OG0005296	LOC115625062|XP_030375795.1|SLEB	LOC111600835|XP_023172907.2|DHYD
OG0005297	LOC115628612|XP_030380655.1|SLEB	LOC111603966|XP_023177574.2|DHYD
OG0005298	LOC115625734|XP_030376745.1|SLEB	LOC111594691|XP_023163879.1|DHYD
OG0005299	LOC115620856|XP_030370162.1|SLEB	LOC111600236|XP_030080625.1|DHYD
OG0005300	LOC115629647|XP_030382018.1|SLEB	LOC111591989|XP_023159716.2|DHYD
OG0005301	LOC115625689|XP_030376688.1|SLEB	LOC111603746|XP_023177239.2|DHYD
OG0005302	LOC115634648|XP_030388368.1|SLEB	LOC111600585|XP_023172540.2|DHYD
OG0005303	LOC115630496|XP_030382943.1|SLEB	LOC111599368|XP_030079229.1|DHYD
OG0005304	LOC115625658|XP_030376647.1|SLEB	LOC111594351|XP_023163379.2|DHYD
OG0005305	LOC115627867|XP_030379613.1|SLEB	LOC111602142|XP_023174859.2|DHYD
OG0005306	LOC115631072|XP_030383578.1|SLEB	LOC111602522|XP_023175374.1|DHYD
OG0005307	LOC115631790|XP_030384485.1|SLEB	LOC111595188|XP_023164539.1|DHYD
OG0005308	LOC115631563|XP_030384214.1|SLEB	LOC111596129|XP_023165968.1|DHYD
OG0005309	LOC115630993|XP_030383444.1|SLEB	LOC111596130|XP_023165971.2|DHYD
OG0005310	LOC115631088|XP_030383596.1|SLEB	LOC111596225|XP_023166110.1|DHYD
OG0005311	LOC115631451|XP_030384056.1|SLEB	LOC111595858|XP_023165541.2|DHYD
OG0005312	LOC115628496|XP_030380491.1|SLEB	LOC111605510|XP_023179830.2|DHYD
OG0005313	LOC115630404|XP_030382792.1|SLEB	LOC111594667|XP_023163839.2|DHYD
OG0005314	LOC115631469|XP_030384082.1|SLEB	LOC111601192|XP_030080283.1|DHYD
OG0005315	LOC115631917|XP_030384629.1|SLEB	LOC111594233|XP_030080275.1|DHYD
OG0005316	LOC115630796|XP_030383318.1|SLEB	LOC111602106|XP_023174815.2|DHYD
OG0005317	LOC115627629|XP_030379225.1|SLEB	LOC111602515|XP_023175366.2|DHYD
OG0005318	LOC115626623|XP_030377881.1|SLEB	LOC111593159|XP_023161530.2|DHYD
OG0005319	LOC115626445|XP_030377679.1|SLEB	LOC111598937|XP_023170183.2|DHYD
OG0005320	LOC115625914|XP_030377007.1|SLEB	LOC111600352|XP_023172191.2|DHYD
OG0005321	LOC115631692|XP_030384374.1|SLEB	LOC111595937|XP_023165665.2|DHYD
OG0005322	LOC115631789|XP_030384484.1|SLEB	LOC111596306|XP_023166233.2|DHYD
OG0005323	LOC115626317|XP_030377513.1|SLEB	LOC111593166|XP_030080012.1|DHYD
OG0005324	LOC115625881|XP_030376958.1|SLEB	LOC111594746|XP_023163957.2|DHYD
OG0005325	LOC115625837|XP_030376897.1|SLEB	LOC111603884|XP_023177469.2|DHYD
OG0005326	LOC115625659|XP_030376648.1|SLEB	LOC111594684|XP_023163871.2|DHYD
OG0005327	LOC115626374|XP_030377590.1|SLEB	LOC111593761|XP_023162547.1|DHYD
OG0005328	LOC115632942|XP_030386098.1|SLEB	LOC111601394|XP_023173705.1|DHYD
OG0005329	LOC115623062|XP_030373101.1|SLEB	LOC111599781|XP_023171319.2|DHYD
OG0005330	LOC115622741|XP_030372647.1|SLEB	LOC111599780|XP_023171318.1|DHYD
OG0005331	LOC115630455|XP_030382876.1|SLEB	LOC111596064|XP_023165881.1|DHYD
OG0005332	LOC115628578|XP_030380621.1|SLEB	LOC111594653|XP_023163819.1|DHYD
OG0005333	LOC115631764|XP_030384460.1|SLEB	LOC111594218|XP_023163184.2|DHYD
OG0005334	LOC115630604|XP_030383084.1|SLEB	LOC111594392|XP_023163427.1|DHYD
OG0005335	LOC115624663|XP_030375311.1|SLEB	LOC111592133|XP_030081990.1|DHYD
OG0005336	LOC115625566|XP_030376525.1|SLEB	LOC111600021|XP_023171702.2|DHYD
OG0005337	LOC115634189|XP_030387639.1|SLEB	LOC111601206|XP_023173465.2|DHYD
OG0005338	LOC115626072|XP_030377184.1|SLEB	LOC111603936|XP_023177533.2|DHYD
OG0005339	LOC115631404|XP_030383987.1|SLEB	LOC111592591|XP_023160675.1|DHYD
OG0005340	LOC115625961|XP_030377062.1|SLEB	LOC111603855|XP_023177422.2|DHYD
OG0005341	LOC115626120|XP_030377237.1|SLEB	LOC111597078|XP_023167376.1|DHYD
OG0005342	LOC115631715|XP_030384409.1|SLEB	LOC111603748|XP_023177237.1|DHYD
OG0005343	LOC115624803|XP_030375511.1|SLEB	LOC111599890|XP_023171481.2|DHYD
OG0005344	LOC115634223|XP_030387674.1|SLEB	LOC111595548|XP_023165104.1|DHYD
OG0005345	LOC115628566|XP_030380589.1|SLEB	LOC111596294|XP_023166218.1|DHYD
OG0005346	LOC115625892|XP_030376980.1|SLEB	LOC111605031|XP_023179131.1|DHYD
OG0005347	LOC115631608|XP_030384269.1|SLEB	LOC111602154|XP_023174874.2|DHYD
OG0005348	LOC115630970|XP_030383409.1|SLEB	LOC111594733|XP_030079039.1|DHYD
OG0005349	LOC115631761|XP_030384455.1|SLEB	LOC111594403|XP_023163444.2|DHYD
OG0005350	LOC115631481|XP_030384097.1|SLEB	LOC111592539|XP_023160590.2|DHYD
OG0005351	LOC115632476|XP_030385510.1|SLEB	LOC111603045|XP_023176257.2|DHYD
OG0005352	LOC115631455|XP_030384062.1|SLEB	LOC111597787|XP_023168429.2|DHYD
OG0005353	LOC115625876|XP_030376955.1|SLEB	LOC111595449|XP_023164944.2|DHYD
OG0005354	LOC115626411|XP_030377637.1|SLEB	LOC111593171|XP_030079077.1|DHYD
OG0005355	LOC115631668|XP_030384342.1|SLEB	LOC111602465|XP_023175293.2|DHYD
OG0005356	LOC115631120|XP_030383641.1|SLEB	LOC111602502|XP_023175342.2|DHYD
OG0005357	LOC115631437|XP_030384035.1|SLEB	LOC111592916|XP_030080272.1|DHYD
OG0005358	LOC115632533|XP_030385601.1|SLEB	LOC111593158|XP_023161529.2|DHYD
OG0005359	LOC115631712|XP_030384399.1|SLEB	LOC111599731|XP_023171244.2|DHYD
OG0005360	LOC115620940|XP_030370316.1|SLEB	LOC111592256|XP_023160106.1|DHYD
OG0005361	LOC115631053|XP_030383549.1|SLEB	LOC111601148|XP_023173387.2|DHYD
OG0005362	LOC115625782|XP_030376814.1|SLEB	LOC111603949|XP_023177548.1|DHYD
OG0005363	LOC115628994|XP_030381135.1|SLEB	LOC111602327|XP_023175096.2|DHYD
OG0005364	LOC115633886|XP_030387249.1|SLEB	LOC111593991|XP_023162854.1|DHYD
OG0005365	LOC115630592|XP_030383071.1|SLEB	LOC111594946|XP_023164207.2|DHYD
OG0005366	LOC115630610|XP_030383095.1|SLEB	LOC111594934|XP_023164194.1|DHYD
OG0005367	LOC115630813|XP_030383340.1|SLEB	LOC111594948|XP_023164213.1|DHYD
OG0005368	LOC115625159|XP_030375947.1|SLEB	LOC111595717|XP_023165333.1|DHYD
OG0005369	LOC115631330|XP_030383911.1|SLEB	LOC111596287|XP_023166209.1|DHYD
OG0005370	LOC115631583|XP_030384241.1|SLEB	LOC111602493|XP_023175327.2|DHYD
OG0005371	LOC115631749|XP_030384445.1|SLEB	LOC111595192|XP_023164543.2|DHYD
OG0005372	LOC115620404|XP_030369483.1|SLEB	LOC111602706|XP_023175712.2|DHYD
OG0005373	LOC115626377|XP_030377592.1|SLEB	LOC111592062|XP_023159832.1|DHYD
OG0005374	LOC115631651|XP_030384323.1|SLEB	LOC111602476|XP_023175306.1|DHYD
OG0005375	LOC115631241|XP_030383811.1|SLEB	LOC111602453|XP_030079240.1|DHYD
OG0005376	LOC115630720|XP_030383232.1|SLEB	LOC111599128|XP_030080389.1|DHYD
OG0005377	LOC115628280|XP_030380169.1|SLEB	LOC111595293|XP_030079490.1|DHYD
OG0005378	LOC115631453|XP_030384059.1|SLEB	LOC111595847|XP_023165525.2|DHYD
OG0005379	LOC115631580|XP_030384236.1|SLEB	LOC111599323|XP_023170707.1|DHYD
OG0005380	LOC115631598|XP_030384258.1|SLEB	LOC111595856|XP_030079226.1|DHYD
OG0005381	LOC115630462|XP_030382888.1|SLEB	LOC111594198|XP_023163163.1|DHYD
OG0005382	LOC115630425|XP_030382837.1|SLEB	LOC111596049|XP_023165865.1|DHYD
OG0005383	LOC115633006|XP_030386191.1|SLEB	LOC111601046|XP_023173228.1|DHYD
OG0005384	LOC115623969|XP_030374398.1|SLEB	LOC111602949|XP_023176078.1|DHYD
OG0005385	LOC115624747|XP_030375435.1|SLEB	LOC111597066|XP_023167361.2|DHYD
OG0005386	LOC115634822|XP_030388601.1|SLEB	LOC111600703|XP_023172726.2|DHYD
OG0005387	LOC115620619|XP_030369799.1|SLEB	LOC111597798|XP_030080590.1|DHYD
OG0005388	LOC115628529|XP_030380549.1|SLEB	LOC111599063|XP_023170351.1|DHYD
OG0005389	LOC115631475|XP_030384089.1|SLEB	LOC111603771|XP_023177274.2|DHYD
OG0005390	LOC115631373|XP_030383954.1|SLEB	LOC111599395|XP_023170801.1|DHYD
OG0005391	LOC115631374|XP_030383956.1|SLEB	LOC111599398|XP_023170808.1|DHYD
OG0005392	LOC115630622|XP_030383117.1|SLEB	LOC111595203|XP_023164569.1|DHYD
OG0005393	LOC115620866|XP_030370195.1|SLEB	LOC111594589|XP_023163717.2|DHYD
OG0005394	LOC115630497|XP_030382946.1|SLEB	LOC111595008|XP_023164281.2|DHYD
OG0005395	LOC115631178|XP_030383727.1|SLEB	LOC111595505|XP_023165045.2|DHYD
OG0005396	LOC115631989|XP_030384776.1|SLEB	LOC111596216|XP_023166098.1|DHYD
OG0005397	LOC115631626|XP_030384293.1|SLEB	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD
OG0005398	LOC115624294|XP_030374778.1|SLEB	LOC111604945|XP_023178984.1|DHYD
OG0005399	LOC115628667|XP_030380736.1|SLEB	LOC111602334|XP_023175107.2|DHYD
OG0005400	LOC115619967|XP_030368863.1|SLEB	LOC111597662|XP_030080953.1|DHYD
OG0005401	LOC115631542|XP_030384177.1|SLEB	LOC111595776|XP_023165425.2|DHYD
OG0005402	LOC115631176|XP_030383725.1|SLEB	LOC111596229|XP_030080285.1|DHYD
OG0005403	LOC115631307|XP_030383882.1|SLEB	LOC111596222|XP_023166108.1|DHYD
OG0005404	LOC115631308|XP_030383883.1|SLEB	LOC111596223|XP_023166109.2|DHYD
OG0005405	LOC115622838|XP_030372781.1|SLEB	LOC111593862|XP_023162682.1|DHYD
OG0005406	LOC115629095|XP_030381316.1|SLEB	LOC111597652|XP_023168240.2|DHYD
OG0005407	LOC115621938|XP_030371648.1|SLEB	LOC111604137|XP_023177823.2|DHYD
OG0005408	LOC115631356|XP_030383933.1|SLEB	LOC111599452|XP_023170878.1|DHYD
OG0005409	LOC115631561|XP_030384212.1|SLEB	LOC111602505|XP_023175348.2|DHYD
OG0005410	LOC115631086|XP_030383594.1|SLEB	LOC111603752|XP_023177243.1|DHYD
OG0005411	LOC115634806|XP_030388578.1|SLEB	LOC111593571|XP_023162201.1|DHYD
OG0005412	LOC115629037|XP_030381202.1|SLEB	LOC111603828|XP_023177356.1|DHYD
OG0005413	LOC115634107|XP_030387525.1|SLEB	LOC111603454|XP_023176815.1|DHYD
OG0005414	LOC115628885|XP_030381001.1|SLEB	LOC111605476|XP_023179782.1|DHYD
OG0005415	LOC115633256|XP_030386519.1|SLEB	LOC111596802|XP_030079896.1|DHYD
OG0005416	LOC115627402|XP_030378920.1|SLEB	LOC111595612|XP_030081302.1|DHYD
OG0005417	LOC115622926|XP_030372911.1|SLEB	LOC111594938|XP_023164199.1|DHYD
OG0005418	LOC115628486|XP_030380474.1|SLEB	LOC111594743|XP_023163953.1|DHYD
OG0005419	LOC115631108|XP_030383627.1|SLEB	LOC111592594|XP_023160677.1|DHYD
OG0005420	LOC115626048|XP_030377160.1|SLEB	LOC111597754|XP_030080366.1|DHYD
OG0005421	LOC115631384|XP_030383966.1|SLEB	LOC111602451|XP_023175278.2|DHYD
OG0005422	LOC115627238|XP_030378721.1|SLEB	LOC111594894|XP_023164149.1|DHYD
OG0005423	LOC115625854|XP_030376920.1|SLEB	LOC111596979|XP_023167229.2|DHYD
OG0005424	LOC115620082|XP_030369124.1|SLEB	LOC111602091|XP_023174792.2|DHYD
OG0005425	LOC115627829|XP_030379528.1|SLEB	LOC111592713|XP_023160868.2|DHYD
OG0005426	LOC115619979|XP_030368878.1|SLEB	LOC111604141|XP_023177827.2|DHYD
OG0005427	LOC115625972|XP_030377076.1|SLEB	LOC111603902|XP_023177487.2|DHYD
OG0005428	LOC115626270|XP_030377445.1|SLEB	LOC111602206|XP_023174944.2|DHYD
OG0005429	LOC115625885|XP_030376964.1|SLEB	LOC111603636|XP_023177077.2|DHYD
OG0005430	LOC115625883|XP_030376961.1|SLEB	LOC111603825|XP_030080338.1|DHYD
OG0005431	LOC115625863|XP_030376934.1|SLEB	LOC111603940|XP_030080344.1|DHYD
OG0005432	LOC115626275|XP_030377458.1|SLEB	LOC111592081|XP_023159869.1|DHYD
OG0005433	LOC115633868|XP_030387229.1|SLEB	LOC111600589|XP_023172548.1|DHYD
OG0005434	LOC115626298|XP_030377485.1|SLEB	LOC111592090|XP_023159881.1|DHYD
OG0005435	LOC115626335|XP_030377540.1|SLEB	LOC111592057|XP_023159825.1|DHYD
OG0005436	LOC115626334|XP_030377539.1|SLEB	LOC111592056|XP_023159824.2|DHYD
OG0005437	LOC115620941|XP_030370312.1|SLEB	LOC111602365|XP_023175149.2|DHYD
OG0005438	LOC115632029|XP_030384835.1|SLEB	LOC111599102|XP_023170413.2|DHYD
OG0005439	LOC115621540|XP_030371066.1|SLEB	LOC111605478|XP_023179780.1|DHYD
OG0005440	LOC115631301|XP_030383875.1|SLEB	LOC111599525|XP_030080363.1|DHYD
OG0005441	LOC115631760|XP_030384454.1|SLEB	LOC111592900|XP_023161115.2|DHYD
OG0005442	LOC115631628|XP_030384295.1|SLEB	LOC111595780|XP_023165432.1|DHYD
OG0005443	LOC115631686|XP_030384363.1|SLEB	LOC111594408|XP_023163452.1|DHYD
OG0005444	LOC115631509|XP_030384134.1|SLEB	LOC111596059|XP_023165876.2|DHYD
OG0005445	LOC115630635|XP_030383131.1|SLEB	LOC111602005|XP_030080346.1|DHYD
OG0005446	LOC115633896|XP_030387260.1|SLEB	LOC111595785|XP_023165437.1|DHYD
OG0005447	LOC115630599|XP_030383078.1|SLEB	LOC111603528|XP_023176928.2|DHYD
OG0005448	LOC115633949|XP_030387327.1|SLEB	LOC111600879|XP_023172980.2|DHYD
OG0005449	LOC115627285|XP_030378777.1|SLEB	LOC111596959|XP_023167186.1|DHYD
OG0005450	LOC115625297|XP_030376172.1|SLEB, LOC115625282|XP_030376152.1|SLEB	LOC111598221|XP_023169149.2|DHYD
OG0005451	LOC115630776|XP_030383291.1|SLEB	LOC111594213|XP_023163179.1|DHYD
OG0005452	LOC115632699|XP_030385799.1|SLEB	LOC111593760|XP_023162539.2|DHYD
OG0005453	LOC115624251|XP_030374731.1|SLEB	LOC111604921|XP_023178937.1|DHYD
OG0005454	LOC115628476|XP_030380457.1|SLEB	LOC111591955|XP_023159660.1|DHYD
OG0005455	LOC115626892|XP_030378293.1|SLEB	LOC111604076|XP_023177726.2|DHYD
OG0005456	LOC115626152|XP_030377277.1|SLEB	LOC111600349|XP_023172192.2|DHYD
OG0005457	LOC115625817|XP_030376866.1|SLEB	LOC111600563|XP_023172514.1|DHYD
OG0005458	LOC115631906|XP_030384613.1|SLEB	LOC111599316|XP_023170697.1|DHYD
OG0005459	LOC115630443|XP_030382864.1|SLEB	LOC111601487|XP_023173870.2|DHYD
OG0005460	LOC115628462|XP_030380442.1|SLEB	LOC111599195|XP_023170551.1|DHYD
OG0005461	LOC115625700|XP_030376701.1|SLEB	LOC111598969|XP_023170231.1|DHYD
OG0005462	LOC115620618|XP_030369798.1|SLEB	LOC111598970|XP_023170232.1|DHYD
OG0005463	LOC115632882|XP_030386019.1|SLEB	LOC111599830|XP_023171391.1|DHYD
OG0005464	LOC115633403|XP_030386706.1|SLEB	LOC111598935|XP_023170180.2|DHYD
OG0005465	LOC115625770|XP_030376798.1|SLEB	LOC111600378|XP_023172226.2|DHYD
OG0005466	LOC115625771|XP_030376802.1|SLEB	LOC111600562|XP_023172498.1|DHYD
OG0005467	LOC115621301|XP_030370771.1|SLEB	LOC111595212|XP_023164589.1|DHYD
OG0005468	LOC115629801|XP_030382223.1|SLEB	LOC111601935|XP_023174555.2|DHYD
OG0005469	LOC115625651|XP_030376639.1|SLEB	LOC111598958|XP_023170212.2|DHYD
OG0005470	LOC115625650|XP_030376638.1|SLEB	LOC111598983|XP_023170252.1|DHYD
OG0005471	LOC115631887|XP_030384596.1|SLEB	LOC111601176|XP_023173423.2|DHYD
OG0005472	LOC115631889|XP_030384598.1|SLEB	LOC111601178|XP_023173425.2|DHYD
OG0005473	LOC115628467|XP_030380449.1|SLEB	LOC111599200|XP_023170559.1|DHYD
OG0005474	LOC115621015|XP_030370395.1|SLEB	LOC111602450|XP_023175277.2|DHYD
OG0005475	LOC115630982|XP_030383425.1|SLEB	LOC111602445|XP_023175271.1|DHYD
OG0005476	LOC115630421|XP_030382823.1|SLEB	LOC111599888|XP_023171479.1|DHYD
OG0005477	LOC115631641|XP_030384311.1|SLEB	LOC111604474|XP_023178326.1|DHYD
OG0005478	LOC115630516|XP_030382978.1|SLEB	LOC111599134|XP_023170465.2|DHYD
OG0005479	LOC115630422|XP_030382820.1|SLEB	LOC111599133|XP_023170464.2|DHYD
OG0005480	LOC115630676|XP_030383180.1|SLEB	LOC111599447|XP_023170870.1|DHYD
OG0005481	LOC115631431|XP_030384026.1|SLEB	LOC111602309|XP_023175082.2|DHYD
OG0005482	LOC115631921|XP_030384633.1|SLEB	LOC111602356|XP_030080400.1|DHYD
OG0005483	LOC115620862|XP_030370183.1|SLEB	LOC111595213|XP_030080612.1|DHYD
OG0005484	LOC115631228|XP_030383796.1|SLEB	LOC111601171|XP_023173417.2|DHYD
OG0005485	LOC115624390|XP_030374966.1|SLEB	LOC111593974|XP_030080885.1|DHYD
OG0005486	LOC115626110|XP_030377228.1|SLEB	LOC111597702|XP_023168308.1|DHYD
OG0005487	LOC115631218|XP_030383784.1|SLEB	LOC111603753|XP_030080424.1|DHYD
OG0005488	LOC115631731|XP_030384428.1|SLEB	LOC111603749|XP_023177240.2|DHYD
OG0005489	LOC115630441|XP_030382860.1|SLEB	LOC111599111|XP_023170431.2|DHYD
OG0005490	LOC115630438|XP_030382858.1|SLEB	LOC111599064|XP_023170352.2|DHYD
OG0005491	LOC115631956|XP_030384678.1|SLEB	LOC111596371|XP_023166335.2|DHYD
OG0005492	LOC115631567|XP_030384217.1|SLEB	LOC111596288|XP_023166210.1|DHYD
OG0005493	LOC115629072|XP_030381248.1|SLEB	LOC111597198|XP_023167539.2|DHYD
OG0005494	LOC115634084|XP_030387497.1|SLEB	LOC111593803|XP_023162597.2|DHYD
OG0005495	LOC115634789|XP_030388557.1|SLEB	LOC111605378|XP_023179630.1|DHYD
OG0005496	LOC115621908|XP_030371599.1|SLEB	LOC111600785|XP_023172842.2|DHYD
OG0005497	LOC115625907|XP_030376998.1|SLEB	LOC111600372|XP_023172218.1|DHYD
OG0005498	LOC115625908|XP_030376999.1|SLEB	LOC111600373|XP_023172219.1|DHYD
OG0005499	LOC115626076|XP_030377189.1|SLEB	LOC111600344|XP_023172176.2|DHYD
OG0005500	LOC115625743|XP_030376757.1|SLEB	LOC111600345|XP_023172177.1|DHYD
OG0005501	LOC115625851|XP_030376915.1|SLEB	LOC111599001|XP_023170279.2|DHYD
OG0005502	LOC115625852|XP_030376916.1|SLEB	LOC111599002|XP_023170280.1|DHYD
OG0005503	LOC115631407|XP_030383990.1|SLEB	LOC111592558|XP_023160619.2|DHYD
OG0005503	LOC115631552|XP_030384198.1|SLEB	LOC111592559|XP_023160623.1|DHYD
OG0005504	LOC115631624|XP_030384290.1|SLEB	LOC111603758|XP_023177257.1|DHYD
OG0005506	LOC115628497|XP_030380496.1|SLEB	LOC111594681|XP_023163869.2|DHYD
OG0005507	LOC115631212|XP_030383777.1|SLEB	LOC111602454|XP_023175282.2|DHYD
OG0005508	LOC115632043|XP_030384873.1|SLEB	LOC111600857|XP_023172943.2|DHYD, LOC111602207|XP_030080228.1|DHYD
OG0005509	LOC115628554|XP_030380576.1|SLEB	LOC111601964|XP_023174606.2|DHYD
OG0005510	LOC115626008|XP_030377116.1|SLEB	LOC111600316|XP_023172142.1|DHYD
OG0005511	LOC115626942|XP_030378318.1|SLEB	LOC111593073|XP_030079980.1|DHYD
OG0005512	LOC115621734|XP_030371325.1|SLEB	LOC111605432|XP_023179708.1|DHYD
OG0005513	LOC115631687|XP_030384366.1|SLEB	LOC111603952|XP_023177555.1|DHYD
OG0005514	LOC115620643|XP_030369848.1|SLEB	LOC111597825|XP_023168481.2|DHYD
OG0005515	LOC115621480|XP_030371004.1|SLEB	LOC111593554|XP_023162177.1|DHYD
OG0005516	LOC115632013|XP_030384805.1|SLEB	LOC111596648|XP_023166714.1|DHYD
OG0005517	LOC115631411|XP_030383993.1|SLEB	LOC111599341|XP_030079213.1|DHYD
OG0005518	LOC115631309|XP_030383884.1|SLEB	LOC111600568|XP_030080229.1|DHYD
OG0005519	LOC115633687|XP_030387004.1|SLEB	LOC111602320|XP_023175089.2|DHYD
OG0005520	LOC115631149|XP_030383680.1|SLEB	LOC111601259|XP_023173536.2|DHYD
OG0005521	LOC115631565|XP_030384215.1|SLEB	LOC111601543|XP_023173948.2|DHYD
OG0005522	LOC115622230|XP_030371987.1|SLEB	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD
OG0005523	LOC115630486|XP_030382930.1|SLEB	LOC111601136|XP_023173375.2|DHYD
OG0005524	LOC115626107|XP_030377222.1|SLEB	LOC111594093|XP_023163010.2|DHYD
OG0005525	LOC115625821|XP_030376871.1|SLEB	LOC111603606|XP_023177042.1|DHYD
OG0005526	LOC115630975|XP_030383414.1|SLEB	LOC111594695|XP_023163882.1|DHYD
OG0005527	LOC115627749|XP_030379392.1|SLEB	LOC111597757|XP_023168383.1|DHYD
OG0005528	LOC115631526|XP_030384157.1|SLEB	LOC111601835|XP_023174439.1|DHYD
OG0005529	LOC115628986|XP_030381126.1|SLEB	LOC111602253|XP_023175013.2|DHYD
OG0005530	LOC115629011|XP_030381161.1|SLEB	LOC111594677|XP_023163856.1|DHYD
OG0005531	LOC115623257|XP_030373387.1|SLEB	LOC111601648|XP_023174098.1|DHYD
OG0005532	LOC115628512|XP_030380517.1|SLEB	LOC111596006|XP_023165785.1|DHYD
OG0005533	LOC115630602|XP_030383082.1|SLEB	LOC111596057|XP_023165873.1|DHYD
OG0005534	LOC115633120|XP_030386370.1|SLEB	LOC111596518|XP_023166550.1|DHYD
OG0005535	LOC115631040|XP_030383527.1|SLEB	LOC111602513|XP_030079209.1|DHYD
OG0005536	LOC115631128|XP_030383654.1|SLEB	LOC111601139|XP_023173374.1|DHYD
OG0005537	LOC115628548|XP_030380569.1|SLEB	LOC111605538|XP_023179869.2|DHYD
OG0005538	LOC115631972|XP_030384734.1|SLEB	LOC111595566|XP_023165130.2|DHYD
OG0005539	LOC115631885|XP_030384594.1|SLEB, LOC115633223|XP_030386474.1|SLEB	LOC111595793|XP_023165447.1|DHYD
OG0005540	LOC115630962|XP_030383397.1|SLEB	LOC111599104|XP_023170421.1|DHYD
OG0005541	LOC115631131|XP_030383658.1|SLEB	LOC111602456|XP_023175284.1|DHYD
OG0005542	LOC115632824|XP_030385935.1|SLEB	LOC111595297|XP_030079508.1|DHYD
OG0005543	LOC115625760|XP_030376779.1|SLEB	LOC111592546|XP_023160600.1|DHYD
OG0005544	LOC115631287|XP_030383861.1|SLEB	LOC111599174|XP_023170525.2|DHYD
OG0005545	LOC115631553|XP_030384199.1|SLEB	LOC111592653|XP_023160771.1|DHYD
OG0005546	LOC115630652|XP_030383154.1|SLEB	LOC111601455|XP_023173805.1|DHYD
OG0005547	LOC115631763|XP_030384458.1|SLEB	LOC111596217|XP_023166100.2|DHYD
OG0005548	LOC115631736|XP_030384434.1|SLEB	LOC111596220|XP_023166105.2|DHYD
OG0005549	LOC115631177|XP_030383726.1|SLEB	LOC111596227|XP_023166112.2|DHYD
OG0005550	LOC115630534|XP_030382998.1|SLEB	LOC111603851|XP_030079026.1|DHYD
OG0005551	LOC115634701|XP_030388439.1|SLEB	LOC111592407|XP_023160350.2|DHYD
OG0005552	LOC115623430|XP_030373626.1|SLEB	LOC111592406|XP_023160349.2|DHYD
OG0005553	LOC115631623|XP_030384289.1|SLEB	LOC111603750|XP_023177241.2|DHYD
OG0005554	LOC115628464|XP_030380444.1|SLEB	LOC111596239|XP_023166125.2|DHYD
OG0005555	LOC115620756|XP_030370012.1|SLEB	LOC111596235|XP_023166121.1|DHYD
OG0005556	LOC115630944|XP_030383372.1|SLEB	LOC111596242|XP_023166142.2|DHYD
OG0005557	LOC115631610|XP_030384274.1|SLEB	LOC111592921|XP_023161141.2|DHYD
OG0005558	LOC115631997|XP_030384786.1|SLEB	LOC111599644|XP_023171092.1|DHYD
OG0005559	LOC115628577|XP_030380620.1|SLEB	LOC111594646|XP_023163808.2|DHYD
OG0005560	LOC115631369|XP_030383947.1|SLEB	LOC111592918|XP_023161137.1|DHYD
OG0005561	LOC115627501|XP_030379049.1|SLEB	LOC111603166|XP_023176412.2|DHYD
OG0005562	LOC115630551|XP_030383020.1|SLEB	LOC111605555|XP_023179886.1|DHYD
