Orthogroup	SLEB.longest_only	DSIM.longest_only
OG0006497	LOC115620837|XP_030370130.1|SLEB	LOC6728288|XP_016034923.1|DSIM
OG0006498	LOC115620881|XP_030370219.1|SLEB	LOC6728290|XP_016034925.1|DSIM
OG0006499	LOC115621010|XP_030370389.1|SLEB	LOC6730330|XP_016037096.1|DSIM
OG0006500	LOC115631750|XP_030384447.1|SLEB	LOC27209240|XP_016024453.1|DSIM
OG0006501	LOC115621843|XP_030371515.1|SLEB	LOC6730181|XP_002105472.1|DSIM
OG0006502	LOC115620868|XP_030370201.1|SLEB	LOC6730186|XP_016036943.1|DSIM
OG0006503	LOC115620946|XP_030370321.1|SLEB	LOC6730188|XP_016036945.1|DSIM
OG0006504	LOC115621351|XP_030370833.1|SLEB	LOC6730189|XP_016036946.1|DSIM
OG0006505	LOC115620622|XP_030369809.1|SLEB	LOC6730102|XP_002105395.1|DSIM
OG0006506	LOC115622618|XP_030372479.1|SLEB	LOC6737328|XP_002084166.1|DSIM
OG0006507	LOC115625187|XP_030376013.1|SLEB	LOC6727651|XP_016034243.1|DSIM
OG0006508	LOC115625397|XP_030376296.1|SLEB	LOC6727649|XP_039150460.1|DSIM
OG0006509	LOC115627377|XP_030378890.1|SLEB	LOC6726507|XP_039152458.1|DSIM
OG0006510	LOC115620340|XP_030369399.1|SLEB	LOC6728647|XP_039151111.1|DSIM
OG0006511	LOC115620448|XP_030369538.1|SLEB	LOC6728286|XP_016034921.1|DSIM
OG0006512	LOC115620289|XP_030369324.1|SLEB	LOC6727309|XP_016033844.1|DSIM
OG0006513	LOC115620274|XP_030369301.1|SLEB	LOC6728277|XP_039150917.1|DSIM
OG0006514	LOC115620927|XP_030370293.1|SLEB	LOC6729514|XP_016036187.1|DSIM
OG0006515	LOC115621114|XP_030370518.1|SLEB	LOC6727505|XP_002102885.1|DSIM
OG0006516	LOC115625459|XP_030376366.1|SLEB	LOC6729450|XP_016036126.1|DSIM
OG0006517	LOC115625183|XP_030376007.1|SLEB	LOC6729446|XP_002104757.2|DSIM
OG0006518	LOC115625550|XP_030376491.1|SLEB	LOC6729447|XP_039151156.1|DSIM
OG0006519	LOC115625184|XP_030376008.1|SLEB	LOC6729445|XP_002104756.2|DSIM
OG0006520	LOC115621266|XP_030370725.1|SLEB	LOC6730158|XP_002105449.1|DSIM
OG0006521	LOC115621177|XP_030370601.1|SLEB	LOC6728119|XP_002103470.2|DSIM
OG0006522	LOC115620799|XP_030370082.1|SLEB	LOC6730154|XP_016036918.1|DSIM
OG0006523	LOC115621580|XP_030371130.1|SLEB	LOC6727976|XP_002103328.1|DSIM
OG0006524	LOC115625910|XP_030377001.1|SLEB	LOC6731245|XP_002078404.1|DSIM
OG0006525	LOC115629136|XP_030381340.1|SLEB	LOC27207925|XP_039153824.1|DSIM
OG0006526	LOC115621998|XP_030371713.1|SLEB	LOC6726948|XP_002102350.1|DSIM
OG0006527	LOC115621681|XP_030371251.1|SLEB	LOC6726947|XP_002102349.1|DSIM
OG0006528	LOC115621997|XP_030371712.1|SLEB	LOC6726946|XP_002102348.1|DSIM
OG0006529	LOC115621988|XP_030371701.1|SLEB	LOC6726944|XP_002102346.1|DSIM
OG0006530	LOC115621979|XP_030371691.1|SLEB	LOC6726941|XP_002102343.1|DSIM
OG0006531	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB	LOC6726937|XP_016033433.1|DSIM
OG0006532	LOC115621226|XP_030370675.1|SLEB	LOC6726931|XP_016033427.1|DSIM
OG0006533	LOC115624888|XP_030375596.1|SLEB	LOC6735624|XP_002082544.2|DSIM
OG0006534	LOC115620375|XP_030369441.1|SLEB	LOC6727971|XP_002103323.1|DSIM
OG0006535	LOC115621919|XP_030371622.1|SLEB	LOC6729331|XP_002104648.1|DSIM
OG0006536	LOC115625583|XP_030376547.1|SLEB	LOC6726898|XP_016033408.1|DSIM
OG0006537	LOC115620484|XP_030369576.1|SLEB	LOC6729783|XP_002105088.1|DSIM
OG0006538	LOC115620544|XP_030369687.1|SLEB	LOC6729845|XP_016036582.1|DSIM
OG0006539	LOC115622038|XP_030371766.1|SLEB	LOC6729928|XP_002105230.1|DSIM
OG0006540	LOC115621235|XP_030370685.1|SLEB	LOC6729017|XP_016035679.1|DSIM
OG0006541	LOC115620587|XP_030369756.1|SLEB	LOC6730024|XP_002105318.1|DSIM
OG0006542	LOC115620588|XP_030369757.1|SLEB	LOC6730025|XP_002105319.1|DSIM
OG0006543	LOC115620506|XP_030369623.1|SLEB	LOC6729803|XP_016036488.1|DSIM
OG0006544	LOC115623626|XP_030373926.1|SLEB	LOC6727247|XP_016033750.1|DSIM
OG0006545	LOC115629728|XP_030382121.1|SLEB	LOC6724788|XP_016037563.1|DSIM
OG0006546	LOC115620762|XP_030370022.1|SLEB	LOC6729189|XP_016035837.1|DSIM
OG0006547	LOC115625316|XP_030376197.1|SLEB	LOC6729438|XP_039151985.1|DSIM
OG0006548	LOC115621493|XP_030371021.1|SLEB	LOC27206639|XP_016034857.1|DSIM
OG0006549	LOC115625609|XP_030376604.1|SLEB	LOC6727826|XP_002103187.1|DSIM
OG0006550	LOC115621556|XP_030371088.1|SLEB	LOC6739793|XP_016037122.1|DSIM
OG0006551	LOC115629593|XP_030381944.1|SLEB	LOC6740204|XP_039152614.1|DSIM
OG0006552	LOC115629559|XP_030381910.1|SLEB	LOC6740210|XP_016022760.1|DSIM
OG0006553	LOC115620855|XP_030370159.1|SLEB	LOC6729828|XP_016036527.1|DSIM
OG0006554	LOC115623902|XP_030374317.1|SLEB	LOC6727208|XP_039150529.1|DSIM
OG0006555	LOC115622753|XP_030372667.1|SLEB	LOC6726649|XP_002102060.1|DSIM
OG0006556	LOC115621123|XP_030370529.1|SLEB	LOC6728184|XP_002103533.2|DSIM
OG0006557	LOC115625233|XP_030376078.1|SLEB	LOC6728523|XP_016035181.1|DSIM
OG0006558	LOC115620673|XP_030369896.1|SLEB	LOC6729209|XP_016035861.1|DSIM
OG0006559	LOC115621250|XP_030370703.1|SLEB	LOC27208075|XP_016035386.1|DSIM
OG0006560	LOC115620471|XP_030369562.1|SLEB	LOC6730104|XP_016036867.1|DSIM
OG0006561	LOC115621333|XP_030370814.1|SLEB	LOC6730105|XP_002105398.2|DSIM
OG0006562	LOC115620965|XP_030370346.1|SLEB	LOC6729833|XP_016036537.1|DSIM
OG0006563	LOC115621996|XP_030371711.1|SLEB	LOC6728373|XP_016034987.1|DSIM
OG0006564	LOC115620819|XP_030370106.1|SLEB	LOC6728375|XP_002103723.2|DSIM
OG0006565	LOC115622039|XP_030371767.1|SLEB	LOC6727808|XP_016034397.2|DSIM
OG0006566	LOC115625587|XP_030376557.1|SLEB	LOC6728072|XP_039151176.1|DSIM
OG0006567	LOC115620192|XP_030369183.1|SLEB	LOC6729223|XP_016035878.1|DSIM
OG0006568	LOC115620190|XP_030369181.1|SLEB	LOC6729222|XP_016035876.1|DSIM
OG0006569	LOC115632473|XP_030385502.1|SLEB	LOC6736930|XP_016030581.1|DSIM
OG0006570	LOC115624397|XP_030374984.1|SLEB	LOC6726782|XP_016033264.1|DSIM
OG0006571	LOC115620432|XP_030369520.1|SLEB	LOC6729125|XP_002104446.1|DSIM
OG0006572	LOC115629976|XP_030382459.1|SLEB	LOC6728611|XP_002103952.2|DSIM
OG0006573	LOC115623400|XP_030373569.1|SLEB	LOC6726973|XP_002102375.1|DSIM
OG0006574	LOC115620288|XP_030369321.1|SLEB	LOC27206685|XP_016035278.1|DSIM
OG0006575	LOC115621147|XP_030370563.1|SLEB	LOC6730051|XP_002105344.1|DSIM
OG0006576	LOC115625152|XP_030375937.1|SLEB	LOC6729482|XP_002104792.1|DSIM
OG0006577	LOC115625313|XP_030376191.1|SLEB	LOC27207948|XP_016035631.1|DSIM
OG0006578	LOC115625151|XP_030375935.1|SLEB	LOC6729481|XP_016036152.1|DSIM
OG0006579	LOC115628535|XP_030380557.1|SLEB	LOC27208794|XP_039146983.1|DSIM
OG0006580	LOC115621443|XP_030370957.1|SLEB	LOC27207073|XP_016034305.1|DSIM
OG0006581	LOC115623921|XP_030374338.1|SLEB	LOC6726778|XP_016033263.1|DSIM
OG0006582	LOC115623532|XP_030373775.1|SLEB	LOC6727658|XP_002103035.1|DSIM
OG0006583	LOC115620457|XP_030369547.1|SLEB	LOC6727715|XP_016034290.2|DSIM
OG0006584	LOC115631004|XP_030383463.1|SLEB	LOC6730865|XP_002078029.1|DSIM
OG0006585	LOC115631949|XP_030384663.1|SLEB	LOC6731445|XP_016024083.1|DSIM
OG0006586	LOC115620535|XP_030369666.1|SLEB	LOC6730151|XP_002105442.1|DSIM
OG0006587	LOC115620533|XP_030369663.1|SLEB	LOC6740637|XP_016036916.1|DSIM
OG0006588	LOC115625200|XP_030376027.1|SLEB	LOC6727774|XP_002103136.3|DSIM
OG0006589	LOC115629463|XP_030381791.1|SLEB	LOC6727016|XP_016033504.1|DSIM
OG0006590	LOC115623441|XP_030373650.1|SLEB	LOC6727011|XP_002102412.2|DSIM
OG0006591	LOC115622192|XP_030371941.1|SLEB	LOC6738956|XP_016032782.1|DSIM
OG0006592	LOC115625089|XP_030375848.1|SLEB	LOC6728697|XP_002104033.1|DSIM
OG0006593	LOC115625088|XP_030375846.1|SLEB	LOC6728698|XP_002104034.1|DSIM
OG0006594	LOC115632549|XP_030385624.1|SLEB	LOC6737441|XP_002084278.1|DSIM
OG0006595	LOC115631092|XP_030383603.1|SLEB	LOC6734705|XP_016027909.1|DSIM
OG0006596	LOC115625815|XP_030376865.1|SLEB	LOC6735201|XP_016028482.1|DSIM
OG0006597	LOC115632215|XP_030385132.1|SLEB	LOC6736503|XP_002083373.1|DSIM
OG0006598	LOC115631999|XP_030384788.1|SLEB	LOC6731762|XP_002078897.1|DSIM
OG0006599	LOC115623178|XP_030373258.1|SLEB	LOC6737609|XP_016031388.1|DSIM
OG0006600	LOC115628219|XP_030380069.1|SLEB	LOC6737153|XP_039148990.1|DSIM
OG0006601	LOC115633143|XP_030386411.1|SLEB	LOC6737778|XP_002084606.1|DSIM
OG0006602	LOC115633144|XP_030386413.1|SLEB	LOC6737777|XP_002084605.1|DSIM
OG0006603	LOC115632604|XP_030385689.1|SLEB	LOC6737776|XP_002084604.1|DSIM
OG0006604	LOC115622961|XP_030372967.1|SLEB	LOC6738235|XP_002085047.2|DSIM
OG0006605	LOC115628915|XP_030381038.1|SLEB	LOC6725250|XP_016038260.1|DSIM
OG0006606	LOC115622839|XP_030372778.1|SLEB	LOC6737030|XP_016030664.1|DSIM
OG0006607	LOC115633078|XP_030386312.1|SLEB	LOC6737578|XP_016031370.1|DSIM
OG0006608	LOC115623480|XP_030373709.1|SLEB	LOC6726794|XP_016033295.1|DSIM
OG0006609	LOC115621631|XP_030371191.1|SLEB	LOC6728940|XP_002104268.2|DSIM
OG0006610	LOC115632188|XP_030385092.1|SLEB	LOC27208652|XP_016032122.1|DSIM
OG0006611	LOC115632204|XP_030385113.1|SLEB	LOC6736427|XP_016029934.1|DSIM
OG0006612	LOC115632763|XP_030385871.1|SLEB	LOC6736428|XP_002083300.1|DSIM
OG0006613	LOC115632784|XP_030385895.1|SLEB	LOC6736429|XP_016029941.1|DSIM
OG0006614	LOC115632082|XP_030384902.1|SLEB	LOC6736430|XP_016029942.1|DSIM
OG0006615	LOC115632216|XP_030385134.1|SLEB	LOC6736435|XP_016029945.1|DSIM
OG0006616	LOC115632179|XP_030385073.1|SLEB	LOC6737349|XP_016031074.1|DSIM
OG0006617	LOC115632129|XP_030384995.1|SLEB	LOC6738490|XP_016032336.1|DSIM
OG0006618	LOC115622819|XP_030372752.1|SLEB	LOC27207929|XP_016031291.1|DSIM
OG0006619	LOC115622652|XP_030372521.1|SLEB	LOC6736463|XP_002083334.1|DSIM
OG0006620	LOC115622198|XP_030371950.1|SLEB	LOC27206261|XP_016030014.1|DSIM
OG0006621	LOC115622534|XP_030372357.1|SLEB	LOC6737105|XP_016030731.1|DSIM
OG0006622	LOC115622623|XP_030372486.1|SLEB	LOC6736254|XP_016029750.1|DSIM
OG0006623	LOC115622890|XP_030372853.1|SLEB	LOC6736247|XP_002083140.1|DSIM
OG0006624	LOC115633847|XP_030387199.1|SLEB	LOC6733252|XP_016026128.1|DSIM
OG0006625	LOC115633853|XP_030387204.1|SLEB	LOC6733253|XP_016026125.1|DSIM
OG0006626	LOC115621136|XP_030370553.1|SLEB	LOC6733170|XP_002080246.2|DSIM
OG0006627	LOC115622573|XP_030372416.1|SLEB	LOC27206876|XP_016026448.1|DSIM
OG0006628	LOC115629866|XP_030382321.1|SLEB	LOC27206988|XP_016026451.1|DSIM
OG0006629	LOC115627737|XP_030379371.1|SLEB	LOC6735472|XP_002082411.2|DSIM
OG0006630	LOC115633885|XP_030387253.1|SLEB	LOC6733994|XP_002081038.2|DSIM
OG0006631	LOC115632890|XP_030386032.1|SLEB	LOC6737190|XP_002084036.1|DSIM
OG0006632	LOC115633732|XP_030387065.1|SLEB	LOC6734187|XP_002081216.2|DSIM
OG0006633	LOC115628262|XP_030380141.1|SLEB	LOC6736375|XP_002083251.1|DSIM
OG0006634	LOC115631054|XP_030383550.1|SLEB	LOC27208192|XP_016022951.1|DSIM
OG0006635	LOC115631907|XP_030384617.1|SLEB	LOC6730601|XP_002077780.2|DSIM
OG0006636	LOC115626739|XP_030378048.1|SLEB	LOC6725980|XP_016039354.1|DSIM
OG0006637	LOC115624675|XP_030375333.1|SLEB	LOC6737022|XP_016030646.1|DSIM
OG0006638	LOC115630710|XP_030383226.1|SLEB	LOC6733696|XP_016026667.2|DSIM
OG0006639	LOC115634388|XP_030387933.1|SLEB	LOC6733693|XP_039147783.1|DSIM
OG0006640	LOC115623323|XP_030373449.1|SLEB	LOC6733462|XP_002080519.2|DSIM
OG0006641	LOC115623908|XP_030374327.1|SLEB	LOC6733795|XP_039148328.1|DSIM
OG0006642	LOC115627958|XP_030379715.1|SLEB	LOC6735786|XP_016029160.1|DSIM
OG0006643	LOC115634039|XP_030387443.1|SLEB	LOC6736004|XP_016029367.1|DSIM
OG0006644	LOC115622856|XP_030372800.1|SLEB	LOC6737643|XP_016031410.2|DSIM
OG0006645	LOC115626198|XP_030377338.1|SLEB	LOC6732827|XP_016025548.1|DSIM
OG0006646	LOC115624617|XP_030375232.1|SLEB	LOC6734061|XP_002081096.1|DSIM
OG0006647	LOC115619937|XP_030368823.1|SLEB	LOC6735179|XP_016028463.1|DSIM
OG0006648	LOC115622352|XP_030372126.1|SLEB	LOC6736419|XP_016029922.1|DSIM
OG0006649	LOC115628302|XP_030380213.1|SLEB	LOC6735243|XP_002082216.2|DSIM
OG0006650	LOC115634645|XP_030388362.1|SLEB	LOC6733267|XP_016026159.1|DSIM
OG0006651	LOC115633065|XP_030386289.1|SLEB	LOC6738938|XP_039149990.1|DSIM
OG0006652	LOC115622855|XP_030372799.1|SLEB	LOC6737606|XP_002084438.1|DSIM
OG0006653	LOC115633036|XP_030386240.1|SLEB	LOC6736500|XP_039149665.1|DSIM
OG0006654	LOC115622670|XP_030372544.1|SLEB	LOC6736228|XP_016029738.1|DSIM
OG0006655	LOC115632659|XP_030385750.1|SLEB	LOC6736594|XP_039149437.1|DSIM
OG0006656	LOC115623021|XP_030373053.1|SLEB	LOC6736801|XP_016030458.1|DSIM
OG0006657	LOC115633950|XP_030387328.1|SLEB	LOC6735430|XP_002082370.1|DSIM
OG0006658	LOC115622263|XP_030372024.1|SLEB	LOC6736712|XP_002083568.1|DSIM
OG0006659	LOC115622647|XP_030372515.1|SLEB	LOC6736709|XP_002083565.1|DSIM
OG0006660	LOC115632685|XP_030385780.1|SLEB	LOC6736974|XP_039149122.1|DSIM
OG0006661	LOC115632697|XP_030385794.1|SLEB	LOC6736993|XP_016030618.1|DSIM
OG0006662	LOC115630569|XP_030383046.1|SLEB	LOC6730538|XP_002077717.1|DSIM
OG0006663	LOC115622129|XP_030371842.1|SLEB	LOC6737040|XP_002083887.2|DSIM
OG0006664	LOC115621665|XP_030371234.1|SLEB	LOC6729104|XP_016035748.1|DSIM
OG0006665	LOC115628282|XP_030380172.1|SLEB	LOC6734422|XP_016029715.1|DSIM
OG0006666	LOC115623086|XP_030373156.1|SLEB	LOC6735419|XP_002082361.1|DSIM
OG0006667	LOC115632466|XP_030385487.1|SLEB	LOC6738912|XP_002085707.2|DSIM
OG0006668	LOC115634425|XP_030387992.1|SLEB	LOC6733472|XP_002080529.2|DSIM
OG0006669	LOC115632648|XP_030385738.1|SLEB	LOC6737085|XP_002083932.1|DSIM
OG0006670	LOC115633156|XP_030386426.1|SLEB	LOC6737089|XP_016030718.1|DSIM
OG0006671	LOC115633157|XP_030386427.1|SLEB	LOC6737090|XP_016030720.1|DSIM
OG0006672	LOC115632532|XP_030385589.1|SLEB	LOC6737301|XP_039150039.1|DSIM
OG0006673	LOC115622409|XP_030372202.1|SLEB	LOC6736853|XP_002083709.1|DSIM
OG0006674	LOC115622998|XP_030373017.1|SLEB	LOC6736279|XP_002083163.1|DSIM
OG0006675	LOC115628229|XP_030380092.1|SLEB	LOC6736724|XP_002083580.1|DSIM
OG0006676	LOC115622778|XP_030372696.1|SLEB	LOC6736888|XP_016030535.1|DSIM
OG0006677	LOC115622124|XP_030371835.1|SLEB	LOC6737268|XP_016030974.1|DSIM
OG0006678	LOC115634380|XP_030387924.1|SLEB	LOC6738900|XP_016032722.1|DSIM
OG0006679	LOC115622589|XP_030372444.1|SLEB	LOC27208927|XP_016030097.1|DSIM
OG0006680	LOC115622024|XP_030371743.1|SLEB	LOC6730131|XP_002105422.1|DSIM
OG0006681	LOC115632136|XP_030385009.1|SLEB	LOC6737092|XP_016030723.1|DSIM
OG0006682	LOC115632210|XP_030385125.1|SLEB	LOC6739619|XP_016030572.1|DSIM
OG0006683	LOC115632869|XP_030385993.1|SLEB	LOC6739618|XP_016030573.1|DSIM
OG0006684	LOC115622122|XP_030371834.1|SLEB	LOC6737266|XP_016030973.1|DSIM
OG0006685	LOC115629187|XP_030381442.1|SLEB	LOC6733771|XP_002080815.2|DSIM
OG0006686	LOC115622942|XP_030372932.1|SLEB	LOC6737056|XP_039149959.1|DSIM
OG0006687	LOC115629622|XP_030381980.1|SLEB	LOC6726370|XP_002107329.1|DSIM
OG0006688	LOC115632104|XP_030384946.1|SLEB	LOC6736971|XP_016030609.1|DSIM
OG0006689	LOC115628242|XP_030380115.1|SLEB	LOC6736387|XP_002083259.1|DSIM
OG0006690	LOC115625080|XP_030375831.1|SLEB	LOC6727769|XP_016034342.1|DSIM
OG0006691	LOC115632320|XP_030385285.1|SLEB	LOC27207749|XP_016031564.1|DSIM
OG0006692	LOC115628261|XP_030380140.1|SLEB	LOC6736376|XP_016029879.1|DSIM
OG0006693	LOC115623255|XP_030373384.1|SLEB	LOC6736550|XP_016030131.1|DSIM
OG0006694	LOC115627846|XP_030379563.1|SLEB	LOC27207174|XP_039152522.1|DSIM
OG0006695	LOC115622765|XP_030372681.1|SLEB	LOC6737280|XP_016030999.2|DSIM
OG0006696	LOC115626438|XP_030377673.1|SLEB	LOC27207128|XP_039148761.1|DSIM
OG0006697	LOC115628377|XP_030380318.1|SLEB	LOC6737427|XP_016031201.1|DSIM
OG0006698	LOC115628239|XP_030380112.1|SLEB	LOC6738350|XP_002085160.1|DSIM
OG0006699	LOC115632272|XP_030385212.1|SLEB	LOC6736559|XP_039149439.1|DSIM
OG0006700	LOC115623272|XP_030373411.1|SLEB	LOC27206288|XP_039149414.1|DSIM
OG0006701	LOC115629109|XP_030381298.1|SLEB	LOC6733893|XP_002080937.2|DSIM
OG0006702	LOC115632380|XP_030385366.1|SLEB	LOC6734405|XP_016029670.1|DSIM
OG0006703	LOC115632358|XP_030385334.1|SLEB	LOC6738389|XP_002085198.1|DSIM
OG0006704	LOC115632359|XP_030385335.1|SLEB	LOC6738390|XP_016032219.1|DSIM
OG0006705	LOC115630894|XP_030383351.1|SLEB	LOC6733642|XP_016026603.1|DSIM
OG0006706	LOC115627564|XP_030379150.1|SLEB	LOC6736134|XP_002083034.1|DSIM
OG0006707	LOC115620179|XP_030369167.1|SLEB	LOC6735921|XP_002082831.1|DSIM
OG0006708	LOC115623445|XP_030373655.1|SLEB	LOC6740239|XP_039152628.1|DSIM
OG0006709	LOC115620058|XP_030369058.1|SLEB	LOC6725789|XP_002106786.2|DSIM
OG0006710	LOC115622684|XP_030372567.1|SLEB	LOC6737027|XP_016030660.1|DSIM
OG0006712	LOC115632107|XP_030384951.1|SLEB	LOC6736501|XP_039149674.1|DSIM
OG0006713	LOC115632291|XP_030385244.1|SLEB	LOC6737579|XP_002084412.1|DSIM
OG0006714	LOC115632290|XP_030385243.1|SLEB	LOC6737580|XP_016031373.1|DSIM
OG0006715	LOC115622661|XP_030372532.1|SLEB	LOC6737032|XP_016030665.1|DSIM
OG0006716	LOC115631023|XP_030383498.1|SLEB	LOC27207921|XP_016023231.1|DSIM
OG0006717	LOC115632400|XP_030385394.1|SLEB	LOC6739640|XP_002076535.2|DSIM
OG0006718	LOC115632402|XP_030385397.1|SLEB	LOC6737834|XP_002084662.1|DSIM
OG0006719	LOC115632717|XP_030385822.1|SLEB	LOC27208473|XP_016032242.1|DSIM
OG0006720	LOC115622638|XP_030372506.1|SLEB	LOC6738554|XP_002085359.1|DSIM
OG0006721	LOC115632485|XP_030385522.1|SLEB	LOC6737824|XP_039149127.1|DSIM
OG0006722	LOC115632851|XP_030385969.1|SLEB	LOC6738307|XP_016032160.1|DSIM
OG0006723	LOC115625874|XP_030376949.1|SLEB	LOC6731300|XP_016023867.1|DSIM
OG0006724	LOC115620307|XP_030369351.1|SLEB	LOC6729474|XP_016036147.1|DSIM
OG0006725	LOC115620689|XP_030369918.1|SLEB	LOC6729469|XP_002104779.1|DSIM
OG0006726	LOC115621857|XP_030371535.1|SLEB	LOC27206442|XP_016034720.1|DSIM
OG0006727	LOC115620554|XP_030369700.1|SLEB	LOC6729467|XP_002104777.1|DSIM
OG0006728	LOC115625381|XP_030376277.1|SLEB	LOC6728834|XP_002104168.1|DSIM
OG0006729	LOC115622706|XP_030372599.1|SLEB	LOC6733900|XP_016026941.1|DSIM
OG0006730	LOC115632789|XP_030385904.1|SLEB	LOC6733899|XP_002080943.1|DSIM
OG0006731	LOC115625886|XP_030376965.1|SLEB	LOC6731294|XP_002078450.1|DSIM
OG0006732	LOC115623067|XP_030373121.1|SLEB	LOC6737223|XP_016030931.1|DSIM
OG0006733	LOC115623058|XP_030373097.1|SLEB	LOC6739002|XP_016032830.1|DSIM
OG0006734	LOC115622237|XP_030371994.1|SLEB	LOC6737067|XP_002083914.1|DSIM
OG0006735	LOC115633129|XP_030386391.1|SLEB	LOC6737230|XP_002084070.1|DSIM
OG0006736	LOC115622342|XP_030372114.1|SLEB	LOC6736851|XP_002083707.1|DSIM
OG0006737	LOC115632694|XP_030385791.1|SLEB	LOC6738485|XP_002085291.1|DSIM
OG0006738	LOC115622801|XP_030372730.1|SLEB	LOC6734372|XP_002081393.2|DSIM
OG0006739	LOC115624974|XP_030375686.1|SLEB	LOC6736908|XP_002083760.1|DSIM
OG0006740	LOC115623158|XP_030373232.1|SLEB	LOC6739623|XP_016030919.1|DSIM
OG0006741	LOC115623157|XP_030373230.1|SLEB	LOC6737212|XP_002084052.1|DSIM
OG0006742	LOC115623858|XP_030374263.1|SLEB	LOC6727912|XP_002103267.2|DSIM
OG0006743	LOC115631449|XP_030384054.1|SLEB	LOC6730442|XP_016022904.1|DSIM
OG0006744	LOC115622773|XP_030372688.1|SLEB	LOC6737500|XP_016031295.1|DSIM
OG0006745	LOC115624072|XP_030374519.1|SLEB	LOC6727840|XP_016034427.1|DSIM
OG0006746	LOC115632835|XP_030385950.1|SLEB	LOC6737299|XP_016031009.1|DSIM
OG0006747	LOC115633128|XP_030386390.1|SLEB	LOC6737224|XP_016030932.1|DSIM
OG0006748	LOC115627093|XP_030378505.1|SLEB	LOC6724812|XP_002105853.1|DSIM
OG0006749	LOC115628293|XP_030380199.1|SLEB	LOC6736400|XP_039150118.1|DSIM
OG0006750	LOC115633214|XP_030386460.1|SLEB	LOC6725749|XP_002106749.1|DSIM
OG0006752	LOC115628342|XP_030380266.1|SLEB	LOC6736697|XP_016030312.1|DSIM
OG0006753	LOC115628384|XP_030380328.1|SLEB	LOC6736698|XP_002083554.1|DSIM
OG0006754	LOC115632454|XP_030385466.1|SLEB	LOC6736205|XP_002083100.2|DSIM
OG0006755	LOC115622646|XP_030372514.1|SLEB	LOC27208892|XP_016029737.1|DSIM
OG0006756	LOC115632551|XP_030385626.1|SLEB	LOC6736967|XP_016030603.1|DSIM
OG0006757	LOC115632933|XP_030386086.1|SLEB	LOC6736965|XP_002083812.1|DSIM
OG0006758	LOC115622860|XP_030372804.1|SLEB	LOC6736512|XP_002083382.1|DSIM
OG0006759	LOC115622356|XP_030372131.1|SLEB	LOC6736511|XP_016030088.1|DSIM
OG0006760	LOC115632518|XP_030385571.1|SLEB	LOC6738946|XP_016032775.1|DSIM
OG0006761	LOC115623573|XP_030373830.1|SLEB	LOC6726883|XP_016033397.1|DSIM
OG0006762	LOC115628047|XP_030379851.1|SLEB	LOC27207460|XP_016040243.1|DSIM
OG0006763	LOC115628882|XP_030381002.1|SLEB	LOC6735124|XP_002082101.2|DSIM
OG0006764	LOC115634811|XP_030388583.1|SLEB	LOC27206810|XP_016027543.2|DSIM
OG0006766	LOC115632895|XP_030386045.1|SLEB	LOC6736360|XP_016029849.1|DSIM
OG0006767	LOC115623035|XP_030373073.1|SLEB	LOC6738966|XP_002085761.1|DSIM
OG0006768	LOC115622429|XP_030372226.1|SLEB	LOC6738965|XP_002085760.1|DSIM
OG0006769	LOC115622546|XP_030372372.1|SLEB	LOC6738967|XP_002085762.1|DSIM
OG0006770	LOC115632474|XP_030385504.1|SLEB	LOC6736927|XP_002083774.1|DSIM
OG0006771	LOC115627284|XP_030378776.1|SLEB	LOC27206334|XP_016040086.1|DSIM
OG0006772	LOC115634152|XP_030387591.1|SLEB	LOC6739306|XP_016026375.1|DSIM
OG0006773	LOC115633029|XP_030386226.1|SLEB	LOC6736574|XP_002083436.1|DSIM
OG0006774	LOC115633208|XP_030386455.1|SLEB	LOC6738718|XP_016032530.1|DSIM
OG0006775	LOC115632344|XP_030385310.1|SLEB	LOC6738421|XP_002085230.1|DSIM
OG0006776	LOC115632190|XP_030385094.1|SLEB	LOC6736700|XP_016030315.1|DSIM
OG0006777	LOC115632261|XP_030385196.1|SLEB	LOC6738423|XP_002085232.1|DSIM
OG0006778	LOC115632755|XP_030385862.1|SLEB, LOC115632668|XP_030385762.1|SLEB	LOC6736475|XP_002083346.1|DSIM
OG0006779	LOC115628256|XP_030380134.1|SLEB	LOC6736348|XP_016029818.1|DSIM
OG0006780	LOC115628237|XP_030380110.1|SLEB	LOC6737152|XP_002083999.1|DSIM
OG0006781	LOC115622768|XP_030372684.1|SLEB	LOC120284200|XP_039149119.1|DSIM
OG0006782	LOC115628269|XP_030380150.1|SLEB	LOC6739597|XP_016029876.1|DSIM
OG0006783	LOC115627286|XP_030378781.1|SLEB	LOC6734657|XP_039147999.1|DSIM
OG0006784	LOC115622682|XP_030372560.1|SLEB	LOC6736770|XP_016030402.1|DSIM
OG0006785	LOC115621051|XP_030370435.1|SLEB	LOC6735682|XP_002082598.1|DSIM
OG0006786	LOC115633639|XP_030386939.1|SLEB	LOC6735142|XP_039148783.1|DSIM
OG0006787	LOC115622654|XP_030372523.1|SLEB	LOC6737696|XP_016031464.1|DSIM
OG0006788	LOC115622655|XP_030372525.1|SLEB	LOC6737697|XP_016031466.1|DSIM
OG0006789	LOC115633323|XP_030386612.1|SLEB	LOC6726187|XP_002107163.2|DSIM
