Orthogroup	SLEB.longest_only	AALB.longest_only
OG0005167	LOC115624295|XP_030374779.1|SLEB	LOC118463861|XP_035786664.1|AALB
OG0005168	LOC115632090|XP_030384925.1|SLEB	LOC118463858|XP_035786660.1|AALB
OG0005169	LOC115622495|XP_030372301.1|SLEB	LOC118464855|XP_035788456.1|AALB
OG0005170	LOC115622165|XP_030371896.1|SLEB	LOC118462857|XP_035784807.1|AALB
OG0005171	LOC115623247|XP_030373370.1|SLEB	LOC118462858|XP_035784808.1|AALB
OG0005172	LOC115628232|XP_030380100.1|SLEB	LOC118463854|XP_035786651.1|AALB
OG0005173	LOC115633253|XP_030386518.1|SLEB	LOC118466141|XP_035790986.1|AALB
OG0005174	LOC115633668|XP_030386972.1|SLEB	LOC118466142|XP_035790987.1|AALB
OG0005175	LOC115624686|XP_030375353.1|SLEB	LOC118463515|XP_035786009.1|AALB
OG0005176	LOC115634045|XP_030387448.1|SLEB	LOC118464425|XP_035787681.1|AALB
OG0005177	LOC115629827|XP_030382266.1|SLEB	LOC118463942|XP_035786803.1|AALB
OG0005178	LOC115632323|XP_030385288.1|SLEB	LOC118463940|XP_035786801.1|AALB
OG0005179	LOC115632413|XP_030385412.1|SLEB	LOC118460785|XP_035781286.1|AALB, LOC118465341|XP_035789391.1|AALB
OG0005180	LOC115628396|XP_030380344.1|SLEB	LOC118466748|XP_035792328.1|AALB
OG0005181	LOC115627775|XP_030379441.1|SLEB	LOC118466753|XP_035792343.1|AALB
OG0005182	LOC115634306|XP_030387821.1|SLEB	LOC118466353|XP_035791378.1|AALB
OG0005183	LOC115634779|XP_030388534.1|SLEB	LOC118466356|XP_035791406.1|AALB
OG0005184	LOC115624993|XP_030375729.1|SLEB	LOC118463185|XP_035785497.1|AALB
OG0005185	LOC115633894|XP_030387259.1|SLEB	LOC118463954|XP_035786829.1|AALB
OG0005186	LOC115634834|XP_030388615.1|SLEB	LOC118465264|XP_035789178.1|AALB
OG0005187	LOC115634370|XP_030387894.1|SLEB	LOC118466361|XP_035791423.1|AALB
OG0005188	LOC115633552|XP_030386869.1|SLEB	LOC118467917|XP_035794750.1|AALB
OG0005189	LOC115627519|XP_030379079.1|SLEB	LOC118458927|XP_035777790.1|AALB
OG0005190	LOC115632360|XP_030385337.1|SLEB	LOC118465381|XP_035789468.1|AALB
OG0005191	LOC115623611|XP_030373888.1|SLEB	LOC118464445|XP_035787717.1|AALB
OG0005192	LOC115632258|XP_030385195.1|SLEB	LOC118464028|XP_035786978.1|AALB
OG0005193	LOC115633740|XP_030387073.1|SLEB	LOC118465742|XP_035790097.1|AALB
OG0005194	LOC115628088|XP_030379928.1|SLEB	LOC118462592|XP_035784299.1|AALB
OG0005195	LOC115620893|XP_030370240.1|SLEB	LOC118465807|XP_035790272.1|AALB
OG0005196	LOC115632795|XP_030385907.1|SLEB	LOC118465801|XP_035790261.1|AALB
OG0005197	LOC115633672|XP_030386978.1|SLEB	LOC118465802|XP_035790262.1|AALB
OG0005198	LOC115624636|XP_030375257.1|SLEB	LOC118465804|XP_035790265.1|AALB
OG0005199	LOC115627790|XP_030379474.1|SLEB	LOC118465901|XP_035790446.1|AALB
OG0005200	LOC115630337|XP_030382734.1|SLEB	LOC118465898|XP_035790444.1|AALB
OG0005201	LOC115634786|XP_030388553.1|SLEB	LOC118464398|XP_035787643.1|AALB
OG0005202	LOC115632876|XP_030386014.1|SLEB	LOC118464395|XP_035787638.1|AALB
OG0005203	LOC115634622|XP_030388333.1|SLEB	LOC118468520|XP_035795270.1|AALB
OG0005204	LOC115628989|XP_030381130.1|SLEB	LOC118460016|XP_035779840.1|AALB
OG0005205	LOC115631034|XP_030383517.1|SLEB	LOC118460012|XP_035779831.1|AALB
OG0005206	LOC115634727|XP_030388471.1|SLEB	LOC118463668|XP_035786318.1|AALB
OG0005207	LOC115633790|XP_030387127.1|SLEB	LOC118458933|XP_035777801.1|AALB
OG0005208	LOC115633827|XP_030387175.1|SLEB	LOC118458936|XP_035777808.1|AALB
OG0005209	LOC115626637|XP_030377907.1|SLEB	LOC118459881|XP_035779571.1|AALB
OG0005210	LOC115626356|XP_030377567.1|SLEB	LOC118459880|XP_035779567.1|AALB
OG0005211	LOC115624687|XP_030375349.1|SLEB	LOC118457298|XP_035774661.1|AALB
OG0005212	LOC115633797|XP_030387136.1|SLEB	LOC118460465|XP_035780677.1|AALB
OG0005213	LOC115633361|XP_030386662.1|SLEB	LOC118457844|XP_035775622.1|AALB
OG0005214	LOC115631978|XP_030384738.1|SLEB	LOC118467923|XP_035794767.1|AALB
OG0005215	LOC115631005|XP_030383464.1|SLEB	LOC118468945|XP_035796186.1|AALB
OG0005216	LOC115625762|XP_030376783.1|SLEB	LOC118468954|XP_035796197.1|AALB
OG0005217	LOC115629078|XP_030381253.1|SLEB	LOC118467148|XP_035793183.1|AALB
OG0005218	LOC115626257|XP_030377422.1|SLEB	LOC118467199|XP_035793309.1|AALB
OG0005219	LOC115622318|XP_030372088.1|SLEB	LOC118467173|XP_035793249.1|AALB
OG0005220	LOC115632376|XP_030385357.1|SLEB	LOC118457039|XP_035774174.1|AALB
OG0005221	LOC115626397|XP_030377620.1|SLEB	LOC118457043|XP_035774184.1|AALB
OG0005222	LOC115630505|XP_030382956.1|SLEB	LOC118457037|XP_035774168.1|AALB
OG0005223	LOC115625803|XP_030376841.1|SLEB	LOC118460857|XP_035781456.1|AALB
OG0005224	LOC115628457|XP_030380435.1|SLEB	LOC118458953|XP_035777828.1|AALB
OG0005225	LOC115626158|XP_030377292.1|SLEB	LOC118468681|XP_035795685.1|AALB
OG0005226	LOC115631202|XP_030383756.1|SLEB	LOC118469006|XP_035796333.1|AALB
OG0005227	LOC115631599|XP_030384261.1|SLEB	LOC118459211|XP_035778284.1|AALB
OG0005228	LOC115631654|XP_030384326.1|SLEB	LOC118457140|XP_035774347.1|AALB
OG0005229	LOC115631557|XP_030384204.1|SLEB	LOC118460387|XP_035780548.1|AALB
OG0005230	LOC115631109|XP_030383628.1|SLEB	LOC118458557|XP_035777092.1|AALB
OG0005231	LOC115628552|XP_030380574.1|SLEB	LOC118457708|XP_035775380.1|AALB
OG0005232	LOC115626339|XP_030377545.1|SLEB	LOC118460842|XP_035781425.1|AALB
OG0005233	LOC115626384|XP_030377603.1|SLEB	LOC118460845|XP_035781440.1|AALB
OG0005234	LOC115625746|XP_030376761.1|SLEB	LOC118468368|XP_035795021.1|AALB
OG0005235	LOC115631204|XP_030383768.1|SLEB	LOC118456440|XP_035773094.1|AALB
OG0005236	LOC115630664|XP_030383166.1|SLEB	LOC118456439|XP_035773093.1|AALB
OG0005237	LOC115630662|XP_030383164.1|SLEB	LOC118456437|XP_035773088.1|AALB
OG0005238	LOC115630709|XP_030383222.1|SLEB	LOC118456199|XP_035772653.1|AALB
OG0005240	LOC115632014|XP_030384806.1|SLEB	LOC118468161|XP_035794879.1|AALB, LOC118456494|XP_035773213.1|AALB
OG0005241	LOC115630568|XP_030383044.1|SLEB	LOC118456495|XP_035773214.1|AALB, LOC118468166|XP_035794884.1|AALB
OG0005242	LOC115630406|XP_030382797.1|SLEB	LOC118468165|XP_035794883.1|AALB, LOC118458585|XP_035777138.1|AALB
OG0005243	LOC115631959|XP_030384682.1|SLEB	LOC118468529|XP_035795292.1|AALB
OG0005244	LOC115621377|XP_030370863.1|SLEB	LOC118461010|XP_035781749.1|AALB
OG0005245	LOC115625262|XP_030376123.1|SLEB	LOC118461009|XP_035781748.1|AALB
OG0005246	LOC115631245|XP_030383814.1|SLEB	LOC118461012|XP_035781754.1|AALB
OG0005247	LOC115634723|XP_030388466.1|SLEB	LOC118459528|XP_035778880.1|AALB
OG0005248	LOC115629644|XP_030382015.1|SLEB	LOC118469057|XP_035796420.1|AALB
OG0005249	LOC115623544|XP_030373790.1|SLEB	LOC118457281|XP_035774633.1|AALB
OG0005250	LOC115625764|XP_030376792.1|SLEB	LOC118457148|XP_035774359.1|AALB
OG0005251	LOC115631422|XP_030384008.1|SLEB	LOC118467796|XP_035794567.1|AALB
OG0005252	LOC115626150|XP_030377274.1|SLEB	LOC118459769|XP_035779357.1|AALB
OG0005253	LOC115628492|XP_030380481.1|SLEB	LOC118458362|XP_035776622.1|AALB
OG0005254	LOC115626078|XP_030377191.1|SLEB	LOC118458821|XP_035777586.1|AALB
OG0005255	LOC115625735|XP_030376746.1|SLEB	LOC118456839|XP_035773828.1|AALB
OG0005256	LOC115633470|XP_030386785.1|SLEB	LOC118458372|XP_035776661.1|AALB
OG0005257	LOC115625840|XP_030376903.1|SLEB	LOC118458367|XP_035776652.1|AALB
OG0005258	LOC115625967|XP_030377069.1|SLEB	LOC118460672|XP_035781042.1|AALB
OG0005259	LOC115625847|XP_030376910.1|SLEB	LOC118458365|XP_035776647.1|AALB
OG0005260	LOC115625942|XP_030377037.1|SLEB	LOC118456964|XP_035774047.1|AALB
OG0005261	LOC115623710|XP_030374050.1|SLEB	LOC118456963|XP_035774046.1|AALB
OG0005262	LOC115630567|XP_030383042.1|SLEB	LOC118456271|XP_035772776.1|AALB
OG0005263	LOC115626218|XP_030377372.1|SLEB	LOC118457069|XP_035774232.1|AALB
OG0005264	LOC115621382|XP_030370871.1|SLEB	LOC118457070|XP_035774233.1|AALB
OG0005265	LOC115625877|XP_030376952.1|SLEB	LOC118459053|XP_035777972.1|AALB
OG0005266	LOC115626451|XP_030377687.1|SLEB	LOC118460968|XP_035781673.1|AALB
OG0005267	LOC115630454|XP_030382875.1|SLEB	LOC118456601|XP_035773394.1|AALB
OG0005268	LOC115630452|XP_030382872.1|SLEB	LOC118456594|XP_035773387.1|AALB
OG0005269	LOC115630434|XP_030382849.1|SLEB	LOC118468128|XP_035794876.1|AALB
OG0005270	LOC115631483|XP_030384098.1|SLEB	LOC118460571|XP_035780872.1|AALB
OG0005271	LOC115625827|XP_030376878.1|SLEB	LOC118460566|XP_035780860.1|AALB
OG0005272	LOC115625855|XP_030376923.1|SLEB	LOC118460569|XP_035780868.1|AALB
OG0005273	LOC115625663|XP_030376656.1|SLEB	LOC118458905|XP_035777756.1|AALB
OG0005274	LOC115631480|XP_030384096.1|SLEB	LOC118459274|XP_035778404.1|AALB
OG0005275	LOC115630943|XP_030383370.1|SLEB	LOC118456369|XP_035772934.1|AALB
OG0005276	LOC115631296|XP_030383871.1|SLEB	LOC118456376|XP_035772953.1|AALB
OG0005277	LOC115631445|XP_030384049.1|SLEB	LOC118458036|XP_035776047.1|AALB
OG0005278	LOC115627877|XP_030379625.1|SLEB	LOC118458037|XP_035776048.1|AALB
OG0005279	LOC115626343|XP_030377552.1|SLEB	LOC118456829|XP_035773817.1|AALB
OG0005280	LOC115630408|XP_030382800.1|SLEB	LOC118460102|XP_035780030.1|AALB
OG0005281	LOC115630939|XP_030383366.1|SLEB	LOC118468718|XP_035795741.1|AALB
OG0005282	LOC115623681|XP_030374011.1|SLEB	LOC118459054|XP_035777973.1|AALB
OG0005283	LOC115620238|XP_030369243.1|SLEB	LOC118459056|XP_035777978.1|AALB
OG0005284	LOC115628583|XP_030380627.1|SLEB	LOC118456980|XP_035774073.1|AALB
OG0005285	LOC115628504|XP_030380506.1|SLEB	LOC118457232|XP_035774503.1|AALB
OG0005286	LOC115630400|XP_030382785.1|SLEB	LOC118460841|XP_035781421.1|AALB
OG0005287	LOC115630399|XP_030382784.1|SLEB	LOC118457438|XP_035774921.1|AALB
OG0005288	LOC115631735|XP_030384433.1|SLEB	LOC118458279|XP_035776494.1|AALB
OG0005289	LOC115631124|XP_030383650.1|SLEB	LOC118460603|XP_035780923.1|AALB
OG0005290	LOC115625102|XP_030375866.1|SLEB	LOC118456688|XP_035773569.1|AALB
OG0005291	LOC115626174|XP_030377310.1|SLEB	LOC118458565|XP_035777102.1|AALB
OG0005292	LOC115626171|XP_030377306.1|SLEB	LOC118458555|XP_035777085.1|AALB
OG0005293	LOC115626576|XP_030377815.1|SLEB	LOC118468423|XP_035795079.1|AALB
OG0005294	LOC115630985|XP_030383427.1|SLEB	LOC118460413|XP_035780593.1|AALB
OG0005295	LOC115626157|XP_030377290.1|SLEB	LOC118460404|XP_035780576.1|AALB
OG0005296	LOC115625062|XP_030375795.1|SLEB	LOC118468598|XP_035795459.1|AALB
OG0005297	LOC115628612|XP_030380655.1|SLEB	LOC118457680|XP_035775332.1|AALB
OG0005298	LOC115626686|XP_030377974.1|SLEB, LOC115625734|XP_030376745.1|SLEB	LOC118458009|XP_035775998.1|AALB
OG0005299	LOC115620856|XP_030370162.1|SLEB	LOC118460998|XP_035781716.1|AALB
OG0005300	LOC115629647|XP_030382018.1|SLEB	LOC118468944|XP_035796185.1|AALB
OG0005301	LOC115625689|XP_030376688.1|SLEB	LOC118461156|XP_035782043.1|AALB
OG0005302	LOC115634648|XP_030388368.1|SLEB	LOC118460437|XP_035780624.1|AALB
OG0005303	LOC115630496|XP_030382943.1|SLEB	LOC118467754|XP_035794477.1|AALB
OG0005304	LOC115625658|XP_030376647.1|SLEB	LOC118467786|XP_035794526.1|AALB
OG0005305	LOC115627867|XP_030379613.1|SLEB	LOC118461162|XP_035782052.1|AALB
OG0005306	LOC115631072|XP_030383578.1|SLEB	LOC118461298|XP_035782372.1|AALB
OG0005307	LOC115631790|XP_030384485.1|SLEB	LOC118458548|XP_035777076.1|AALB
OG0005308	LOC115631563|XP_030384214.1|SLEB	LOC118456914|XP_035773932.1|AALB
OG0005309	LOC115630993|XP_030383444.1|SLEB	LOC118460073|XP_035779978.1|AALB
OG0005310	LOC115631088|XP_030383596.1|SLEB	LOC118461416|XP_035782600.1|AALB
OG0005311	LOC115631451|XP_030384056.1|SLEB	LOC118457854|XP_035775637.1|AALB
OG0005312	LOC115628496|XP_030380491.1|SLEB	LOC118456681|XP_035773550.1|AALB
OG0005313	LOC115630404|XP_030382792.1|SLEB	LOC118461922|XP_035783682.1|AALB
OG0005314	LOC115631469|XP_030384082.1|SLEB	LOC118457588|XP_035775170.1|AALB
OG0005315	LOC115631917|XP_030384629.1|SLEB	LOC118468676|XP_035795669.1|AALB
OG0005316	LOC115630796|XP_030383318.1|SLEB	LOC118457855|XP_035775640.1|AALB
OG0005317	LOC115627629|XP_030379225.1|SLEB	LOC118456968|XP_035774055.1|AALB
OG0005318	LOC115626623|XP_030377881.1|SLEB	LOC118457389|XP_035774817.1|AALB
OG0005319	LOC115626445|XP_030377679.1|SLEB	LOC118468747|XP_035795800.1|AALB
OG0005320	LOC115625914|XP_030377007.1|SLEB	LOC118468750|XP_035795805.1|AALB
OG0005321	LOC115631692|XP_030384374.1|SLEB	LOC118461201|XP_035782146.1|AALB
OG0005322	LOC115631789|XP_030384484.1|SLEB	LOC118468624|XP_035795532.1|AALB
OG0005323	LOC115626317|XP_030377513.1|SLEB	LOC118461662|XP_035783141.1|AALB
OG0005324	LOC115625881|XP_030376958.1|SLEB	LOC118456209|XP_035772671.1|AALB
OG0005325	LOC115625837|XP_030376897.1|SLEB	LOC118456208|XP_035772666.1|AALB
OG0005326	LOC115625659|XP_030376648.1|SLEB	LOC118456210|XP_035772673.1|AALB
OG0005327	LOC115626374|XP_030377590.1|SLEB	LOC118468384|XP_035795037.1|AALB
OG0005328	LOC115632942|XP_030386098.1|SLEB	LOC118468950|XP_035796193.1|AALB
OG0005329	LOC115623062|XP_030373101.1|SLEB	LOC118459537|XP_035778902.1|AALB
OG0005330	LOC115622741|XP_030372647.1|SLEB	LOC118456627|XP_035773440.1|AALB
OG0005331	LOC115630455|XP_030382876.1|SLEB	LOC118457473|XP_035774991.1|AALB
OG0005332	LOC115628578|XP_030380621.1|SLEB	LOC118457464|XP_035774976.1|AALB
OG0005333	LOC115631764|XP_030384460.1|SLEB	LOC118457470|XP_035774989.1|AALB
OG0005334	LOC115630604|XP_030383084.1|SLEB	LOC118456463|XP_035773132.1|AALB
OG0005335	LOC115624663|XP_030375311.1|SLEB	LOC118456460|XP_035773128.1|AALB
OG0005336	LOC115625566|XP_030376525.1|SLEB	LOC118456450|XP_035773118.1|AALB
OG0005337	LOC115634189|XP_030387639.1|SLEB	LOC118456761|XP_035773718.1|AALB
OG0005338	LOC115626072|XP_030377184.1|SLEB	LOC118459683|XP_035779203.1|AALB
OG0005339	LOC115631404|XP_030383987.1|SLEB	LOC118461297|XP_035782370.1|AALB
OG0005340	LOC115625961|XP_030377062.1|SLEB	LOC118461293|XP_035782365.1|AALB
OG0005341	LOC115626120|XP_030377237.1|SLEB	LOC118461120|XP_035781948.1|AALB
OG0005342	LOC115631715|XP_030384409.1|SLEB	LOC118459199|XP_035778253.1|AALB
OG0005343	LOC115624803|XP_030375511.1|SLEB	LOC118459419|XP_035778653.1|AALB
OG0005344	LOC115634223|XP_030387674.1|SLEB	LOC118468480|XP_035795193.1|AALB
OG0005345	LOC115628566|XP_030380589.1|SLEB	LOC118468481|XP_035795194.1|AALB
OG0005346	LOC115625892|XP_030376980.1|SLEB	LOC118456222|XP_035772700.1|AALB
OG0005347	LOC115631608|XP_030384269.1|SLEB	LOC118460742|XP_035781202.1|AALB
OG0005348	LOC115630970|XP_030383409.1|SLEB	LOC118456447|XP_035773105.1|AALB
OG0005349	LOC115631761|XP_030384455.1|SLEB	LOC118456464|XP_035773133.1|AALB
OG0005350	LOC115631481|XP_030384097.1|SLEB	LOC118456452|XP_035773119.1|AALB
OG0005351	LOC115632476|XP_030385510.1|SLEB	LOC118468508|XP_035795236.1|AALB
OG0005352	LOC115631455|XP_030384062.1|SLEB	LOC118468337|XP_035794980.1|AALB
OG0005353	LOC115625876|XP_030376955.1|SLEB	LOC118456218|XP_035772691.1|AALB
OG0005354	LOC115626411|XP_030377637.1|SLEB	LOC118468670|XP_035795624.1|AALB
OG0005355	LOC115631668|XP_030384342.1|SLEB	LOC118459292|XP_035778430.1|AALB
OG0005356	LOC115631120|XP_030383641.1|SLEB	LOC118459305|XP_035778447.1|AALB
OG0005357	LOC115631437|XP_030384035.1|SLEB	LOC118459296|XP_035778434.1|AALB
OG0005358	LOC115632533|XP_030385601.1|SLEB	LOC118461295|XP_035782367.1|AALB
OG0005359	LOC115631712|XP_030384399.1|SLEB	LOC118459197|XP_035778251.1|AALB
OG0005360	LOC115620940|XP_030370316.1|SLEB	LOC118459134|XP_035778103.1|AALB
OG0005361	LOC115631053|XP_030383549.1|SLEB	LOC118458893|XP_035777741.1|AALB
OG0005362	LOC115625782|XP_030376814.1|SLEB	LOC118460633|XP_035780980.1|AALB
OG0005363	LOC115628994|XP_030381135.1|SLEB	LOC118456752|XP_035773705.1|AALB
OG0005364	LOC115633886|XP_030387249.1|SLEB	LOC118461887|XP_035783633.1|AALB
OG0005365	LOC115630592|XP_030383071.1|SLEB	LOC118459225|XP_035778310.1|AALB
OG0005366	LOC115630610|XP_030383095.1|SLEB	LOC118457860|XP_035775646.1|AALB
OG0005367	LOC115630813|XP_030383340.1|SLEB	LOC118457067|XP_035774223.1|AALB
OG0005368	LOC115625159|XP_030375947.1|SLEB	LOC118457068|XP_035774231.1|AALB
OG0005369	LOC115631330|XP_030383911.1|SLEB	LOC118456939|XP_035773988.1|AALB
OG0005370	LOC115631583|XP_030384241.1|SLEB	LOC118456938|XP_035773985.1|AALB
OG0005371	LOC115631749|XP_030384445.1|SLEB	LOC118459772|XP_035779376.1|AALB
OG0005372	LOC115620404|XP_030369483.1|SLEB	LOC118458296|XP_035776513.1|AALB
OG0005373	LOC115626377|XP_030377592.1|SLEB	LOC118468709|XP_035795726.1|AALB
OG0005374	LOC115631651|XP_030384323.1|SLEB	LOC118456246|XP_035772736.1|AALB
OG0005375	LOC115631241|XP_030383811.1|SLEB	LOC118456243|XP_035772731.1|AALB
OG0005376	LOC115630720|XP_030383232.1|SLEB	LOC118458385|XP_035776684.1|AALB
OG0005377	LOC115628280|XP_030380169.1|SLEB	LOC118469036|XP_035796392.1|AALB
OG0005378	LOC115631453|XP_030384059.1|SLEB	LOC118461088|XP_035781878.1|AALB
OG0005379	LOC115631580|XP_030384236.1|SLEB	LOC118461091|XP_035781889.1|AALB
OG0005380	LOC115631598|XP_030384258.1|SLEB	LOC118461086|XP_035781875.1|AALB
OG0005381	LOC115630462|XP_030382888.1|SLEB	LOC118468639|XP_035795548.1|AALB
OG0005382	LOC115630425|XP_030382837.1|SLEB	LOC118461741|XP_035783333.1|AALB
OG0005383	LOC115633006|XP_030386191.1|SLEB	LOC118457571|XP_035775139.1|AALB
OG0005384	LOC115623969|XP_030374398.1|SLEB	LOC118460660|XP_035781019.1|AALB
OG0005385	LOC115624747|XP_030375435.1|SLEB	LOC118457706|XP_035775377.1|AALB
OG0005386	LOC115634822|XP_030388601.1|SLEB	LOC118461746|XP_035783351.1|AALB
OG0005387	LOC115620619|XP_030369799.1|SLEB	LOC118459200|XP_035778257.1|AALB
OG0005388	LOC115628529|XP_030380549.1|SLEB	LOC118461170|XP_035782063.1|AALB
OG0005389	LOC115631475|XP_030384089.1|SLEB	LOC118461473|XP_035782719.1|AALB
OG0005390	LOC115631373|XP_030383954.1|SLEB	LOC118456821|XP_035773807.1|AALB
OG0005391	LOC115631374|XP_030383956.1|SLEB	LOC118456823|XP_035773808.1|AALB
OG0005392	LOC115630622|XP_030383117.1|SLEB	LOC118467711|XP_035794406.1|AALB
OG0005393	LOC115620866|XP_030370195.1|SLEB	LOC118461417|XP_035782601.1|AALB
OG0005394	LOC115630497|XP_030382946.1|SLEB	LOC118461413|XP_035782592.1|AALB
OG0005395	LOC115631178|XP_030383727.1|SLEB	LOC118460670|XP_035781037.1|AALB
OG0005396	LOC115631989|XP_030384776.1|SLEB	LOC118460865|XP_035781481.1|AALB
OG0005397	LOC115631626|XP_030384293.1|SLEB	LOC118457573|XP_035775141.1|AALB
OG0005398	LOC115624294|XP_030374778.1|SLEB	LOC118457302|XP_035774668.1|AALB
OG0005399	LOC115628667|XP_030380736.1|SLEB	LOC118457599|XP_035775191.1|AALB
OG0005400	LOC115619967|XP_030368863.1|SLEB	LOC118457864|XP_035775656.1|AALB
OG0005401	LOC115631542|XP_030384177.1|SLEB	LOC118457001|XP_035774117.1|AALB
OG0005402	LOC115631176|XP_030383725.1|SLEB	LOC118457731|XP_035775417.1|AALB
OG0005403	LOC115631307|XP_030383882.1|SLEB	LOC118458207|XP_035776345.1|AALB
OG0005404	LOC115631308|XP_030383883.1|SLEB	LOC118458208|XP_035776346.1|AALB
OG0005405	LOC115622838|XP_030372781.1|SLEB	LOC118459322|XP_035778469.1|AALB
OG0005406	LOC115629095|XP_030381316.1|SLEB	LOC118458447|XP_035776823.1|AALB
OG0005407	LOC115621938|XP_030371648.1|SLEB	LOC118456692|XP_035773573.1|AALB
OG0005408	LOC115631356|XP_030383933.1|SLEB	LOC118461582|XP_035782966.1|AALB
OG0005409	LOC115631561|XP_030384212.1|SLEB	LOC118456395|XP_035772980.1|AALB
OG0005410	LOC115631086|XP_030383594.1|SLEB	LOC118468578|XP_035795403.1|AALB
OG0005411	LOC115634806|XP_030388578.1|SLEB	LOC118459091|XP_035778049.1|AALB
OG0005412	LOC115629037|XP_030381202.1|SLEB	LOC118459084|XP_035778041.1|AALB
OG0005413	LOC115634107|XP_030387525.1|SLEB	LOC118468833|XP_035795966.1|AALB
OG0005414	LOC115628885|XP_030381001.1|SLEB	LOC118469052|XP_035796411.1|AALB
OG0005415	LOC115633256|XP_030386519.1|SLEB	LOC118460741|XP_035781195.1|AALB
OG0005416	LOC115627402|XP_030378920.1|SLEB	LOC118459643|XP_035779116.1|AALB
OG0005417	LOC115622926|XP_030372911.1|SLEB	LOC118457284|XP_035774638.1|AALB
OG0005418	LOC115628486|XP_030380474.1|SLEB	LOC118456772|XP_035773740.1|AALB
OG0005419	LOC115631108|XP_030383627.1|SLEB	LOC118460840|XP_035781419.1|AALB
OG0005420	LOC115626048|XP_030377160.1|SLEB	LOC118457494|XP_035775020.1|AALB
OG0005421	LOC115631384|XP_030383966.1|SLEB	LOC118459019|XP_035777915.1|AALB
OG0005422	LOC115627238|XP_030378721.1|SLEB	LOC118460340|XP_035780459.1|AALB
OG0005423	LOC115625854|XP_030376920.1|SLEB	LOC118461116|XP_035781931.1|AALB
OG0005424	LOC115620082|XP_030369124.1|SLEB	LOC118461875|XP_035783599.1|AALB
OG0005425	LOC115627829|XP_030379528.1|SLEB	LOC118456755|XP_035773711.1|AALB
OG0005426	LOC115619979|XP_030368878.1|SLEB	LOC118456313|XP_035772845.1|AALB
OG0005427	LOC115625972|XP_030377076.1|SLEB	LOC118459662|XP_035779156.1|AALB
OG0005428	LOC115626270|XP_030377445.1|SLEB	LOC118459659|XP_035779143.1|AALB
OG0005429	LOC115625885|XP_030376964.1|SLEB	LOC118456362|XP_035772928.1|AALB
OG0005430	LOC115625883|XP_030376961.1|SLEB	LOC118456361|XP_035772925.1|AALB
OG0005431	LOC115625863|XP_030376934.1|SLEB	LOC118461276|XP_035782321.1|AALB
OG0005432	LOC115626275|XP_030377458.1|SLEB	LOC118456318|XP_035772851.1|AALB
OG0005433	LOC115633868|XP_030387229.1|SLEB	LOC118459036|XP_035777948.1|AALB
OG0005434	LOC115626298|XP_030377485.1|SLEB	LOC118457579|XP_035775150.1|AALB
OG0005436	LOC115626334|XP_030377539.1|SLEB	LOC118458430|XP_035776781.1|AALB
OG0005437	LOC115620941|XP_030370312.1|SLEB	LOC118461966|XP_035783769.1|AALB
OG0005438	LOC115632029|XP_030384835.1|SLEB	LOC118466869|XP_035792613.1|AALB
OG0005439	LOC115621540|XP_030371066.1|SLEB	LOC118458680|XP_035777285.1|AALB
OG0005440	LOC115631301|XP_030383875.1|SLEB	LOC118460230|XP_035780255.1|AALB
OG0005441	LOC115631760|XP_030384454.1|SLEB	LOC118457971|XP_035775910.1|AALB
OG0005442	LOC115631628|XP_030384295.1|SLEB	LOC118457052|XP_035774194.1|AALB
OG0005443	LOC115631686|XP_030384363.1|SLEB	LOC118468086|XP_035794872.1|AALB
OG0005444	LOC115631509|XP_030384134.1|SLEB	LOC118459525|XP_035778875.1|AALB
OG0005446	LOC115633896|XP_030387260.1|SLEB	LOC118461190|XP_035782114.1|AALB
OG0005447	LOC115630599|XP_030383078.1|SLEB	LOC118460929|XP_035781582.1|AALB
OG0005448	LOC115633949|XP_030387327.1|SLEB	LOC118458714|XP_035777349.1|AALB
OG0005449	LOC115627285|XP_030378777.1|SLEB	LOC118457511|XP_035775045.1|AALB
OG0005450	LOC115625297|XP_030376172.1|SLEB, LOC115625282|XP_030376152.1|SLEB	LOC118457135|XP_035774343.1|AALB
OG0005451	LOC115630776|XP_030383291.1|SLEB	LOC118468928|XP_035796140.1|AALB
OG0005452	LOC115632699|XP_030385799.1|SLEB	LOC118459205|XP_035778273.1|AALB
OG0005453	LOC115624251|XP_030374731.1|SLEB	LOC118460483|XP_035780718.1|AALB
OG0005454	LOC115628476|XP_030380457.1|SLEB	LOC118458273|XP_035776481.1|AALB
OG0005455	LOC115626892|XP_030378293.1|SLEB	LOC118456239|XP_035772725.1|AALB
OG0005456	LOC115626152|XP_030377277.1|SLEB	LOC118457394|XP_035774822.1|AALB
OG0005457	LOC115627118|XP_030378545.1|SLEB, LOC115625817|XP_030376866.1|SLEB	LOC118457395|XP_035774823.1|AALB
OG0005458	LOC115631906|XP_030384613.1|SLEB	LOC118467270|XP_035793457.1|AALB
OG0005459	LOC115630443|XP_030382864.1|SLEB	LOC118467281|XP_035793483.1|AALB
OG0005460	LOC115628462|XP_030380442.1|SLEB	LOC118458269|XP_035776475.1|AALB
OG0005461	LOC115625700|XP_030376701.1|SLEB	LOC118460303|XP_035780399.1|AALB
OG0005462	LOC115620618|XP_030369798.1|SLEB	LOC118460307|XP_035780402.1|AALB
OG0005463	LOC115632882|XP_030386019.1|SLEB	LOC118460306|XP_035780401.1|AALB
