Orthogroup	SLEB.longest_only	DMEL.longest_only
OG0003654	LOC115632345|XP_030385311.1|SLEB	beg|NP_648950.1|DMEL
OG0003655	LOC115625719|XP_030376725.1|SLEB	CG10189|NP_609975.1|DMEL
OG0003656	LOC115624625|XP_030375239.1|SLEB	CG10984|NP_729823.2|DMEL
OG0003657	LOC115632227|XP_030385147.1|SLEB	Blos4|NP_648414.1|DMEL
OG0003658	LOC115623975|XP_030374406.1|SLEB	CG9386|NP_649904.2|DMEL
OG0003659	LOC115624629|XP_030375245.1|SLEB	Gabat|NP_649168.2|DMEL
OG0003660	LOC115632997|XP_030386177.1|SLEB	E_bx_|NP_001261188.1|DMEL
OG0003661	LOC115622522|XP_030372346.1|SLEB	Pxn|NP_523891.2|DMEL
OG0003662	LOC115622795|XP_030372720.1|SLEB	ppl|NP_524197.1|DMEL
OG0003663	LOC115632363|XP_030385341.1|SLEB	kri|NP_001261451.1|DMEL
OG0003664	LOC115632819|XP_030385931.1|SLEB	vn|NP_523942.2|DMEL
OG0003665	LOC115633090|XP_030386333.1|SLEB	CG12909|NP_610573.1|DMEL
OG0003666	LOC115621127|XP_030370541.1|SLEB	phtf|NP_610232.1|DMEL
OG0003667	LOC115628440|XP_030380402.1|SLEB	Larp4B|NP_647793.1|DMEL
OG0003668	LOC115634550|XP_030388225.1|SLEB	stw|NP_610170.2|DMEL
OG0003669	LOC115625964|XP_030377071.1|SLEB	CG7637|NP_610610.1|DMEL
OG0003670	LOC115625956|XP_030377058.1|SLEB	CG12935|NP_610609.1|DMEL
OG0003671	LOC115633988|XP_030387371.1|SLEB	Pde8|NP_001163275.2|DMEL
OG0003672	LOC115624199|XP_030374661.1|SLEB	RpS27|NP_651359.1|DMEL
OG0003673	LOC115633751|XP_030387086.1|SLEB	wdp|NP_611661.1|DMEL
OG0003674	LOC115632911|XP_030386065.1|SLEB	CG8399|NP_001286472.1|DMEL
OG0003675	LOC115634135|XP_030387562.1|SLEB	Nup44A|NP_610343.1|DMEL
OG0003676	LOC115634133|XP_030387558.1|SLEB	ACC|NP_610342.1|DMEL
OG0003677	LOC115629996|XP_030382484.1|SLEB	CG17454|NP_001138001.1|DMEL
OG0003678	LOC115622261|XP_030372022.1|SLEB	wit|NP_001261395.1|DMEL
OG0003679	LOC115622786|XP_030372706.1|SLEB	Rcd5|NP_647852.1|DMEL
OG0003680	LOC115634157|XP_030387597.1|SLEB	CG5033|NP_611270.1|DMEL
OG0003681	LOC115628454|XP_030380431.1|SLEB	tun|NP_611061.1|DMEL
OG0003682	LOC115620614|XP_030369792.1|SLEB	pps|NP_001247075.1|DMEL
OG0003683	LOC115623036|XP_030373113.1|SLEB	TppII|NP_725252.1|DMEL
OG0003684	LOC115632307|XP_030385269.1|SLEB	CG3434|NP_648320.1|DMEL
OG0003685	LOC115632447|XP_030385454.1|SLEB	TrpA1|NP_001261600.1|DMEL
OG0003686	LOC115627072|XP_030378483.1|SLEB	Sec24AB|NP_610531.1|DMEL
OG0003687	LOC115629065|XP_030381244.1|SLEB	Dlish|NP_611251.2|DMEL
OG0003688	LOC115631913|XP_030384628.1|SLEB	bonsai|NP_611691.1|DMEL
OG0003689	LOC115632238|XP_030385159.1|SLEB	ArfGAP3|NP_001097664.2|DMEL
OG0003690	LOC115633780|XP_030387117.1|SLEB	NUCB1|NP_649008.2|DMEL
OG0003691	LOC115634086|XP_030387501.1|SLEB	meru|NP_730077.1|DMEL
OG0003692	LOC115619997|XP_030368946.1|SLEB	p47|NP_610284.1|DMEL
OG0003693	LOC115632209|XP_030385124.1|SLEB	CG7028|NP_001286884.1|DMEL
OG0003694	LOC115632588|XP_030385672.1|SLEB	ringer|NP_648881.1|DMEL
OG0003695	LOC115632245|XP_030385166.1|SLEB	frc|NP_524126.1|DMEL
OG0003696	LOC115634271|XP_030387758.1|SLEB	CG34228|NP_001097274.1|DMEL
OG0003697	LOC115634604|XP_030388317.1|SLEB	gem|NP_610556.1|DMEL
OG0003698	LOC115632550|XP_030385625.1|SLEB	RpS9|NP_524004.2|DMEL
OG0003699	LOC115619984|XP_030368886.1|SLEB	ITP|NP_611931.3|DMEL
OG0003700	LOC115634714|XP_030388457.1|SLEB	CG3589|NP_611968.1|DMEL
OG0003701	LOC115631205|XP_030383769.1|SLEB	CCDC53|NP_609178.1|DMEL
OG0003702	LOC115622287|XP_030372049.1|SLEB	CG6833|NP_648689.1|DMEL
OG0003703	LOC115632430|XP_030385431.1|SLEB	CG32280|NP_728818.1|DMEL
OG0003704	LOC115632336|XP_030385301.1|SLEB	Gorab|NP_788523.1|DMEL
OG0003705	LOC115634415|XP_030387973.1|SLEB	lig|NP_001260795.1|DMEL
OG0003706	LOC115632850|XP_030385968.1|SLEB	Cralbp|NP_523939.1|DMEL
OG0003707	LOC115624516|XP_030375091.1|SLEB	CG32333|NP_001261246.1|DMEL
OG0003708	LOC115632716|XP_030385821.1|SLEB	CG5151|NP_648844.1|DMEL
OG0003709	LOC115627712|XP_030379321.1|SLEB	sug|NP_610826.1|DMEL
OG0003710	LOC115622657|XP_030372531.1|SLEB	CG17019|NP_610827.2|DMEL
OG0003711	LOC115629880|XP_030382341.1|SLEB	CG9300|NP_649127.1|DMEL
OG0003712	LOC115633651|XP_030386953.1|SLEB	Achl|NP_610964.1|DMEL
OG0003713	LOC115634747|XP_030388499.1|SLEB	lms|NP_001286635.1|DMEL
OG0003714	LOC115624719|XP_030375405.1|SLEB	Mgat1|NP_525117.2|DMEL
OG0003715	LOC115622931|XP_030372919.1|SLEB	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC115633878|XP_030387239.1|SLEB	Srrm1|NP_648627.1|DMEL
OG0003717	LOC115632538|XP_030385605.1|SLEB	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC115633137|XP_030386403.1|SLEB	CG8005|NP_648188.2|DMEL
OG0003719	LOC115622301|XP_030372065.1|SLEB	CG6650|NP_648685.1|DMEL
OG0003720	LOC115633250|XP_030386510.1|SLEB	Dd|NP_608449.1|DMEL
OG0003721	LOC115622848|XP_030372794.1|SLEB	Vps20|NP_726213.1|DMEL
OG0003722	LOC115628331|XP_030380252.1|SLEB	Pura|NP_996016.2|DMEL
OG0003723	LOC115624818|XP_030375526.1|SLEB	ghi|NP_729495.1|DMEL
OG0003724	LOC115622659|XP_030372529.1|SLEB	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC115632397|XP_030385387.1|SLEB	tral|NP_001261775.1|DMEL
OG0003726	LOC115622615|XP_030372475.1|SLEB	Uev1A|NP_647959.1|DMEL
OG0003727	LOC115622207|XP_030371963.1|SLEB	Aef1|NP_001262157.1|DMEL
OG0003728	LOC115625349|XP_030376241.1|SLEB	sra|NP_524378.1|DMEL
OG0003729	LOC115628224|XP_030380084.1|SLEB	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC115622242|XP_030371998.1|SLEB	Tet|NP_001261344.1|DMEL
OG0003731	LOC115624588|XP_030375186.1|SLEB	CG1265|NP_647878.1|DMEL
OG0003732	LOC115622127|XP_030371840.1|SLEB	Blos2|NP_648427.1|DMEL
OG0003733	LOC115632440|XP_030385444.1|SLEB	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC115628283|XP_030380173.1|SLEB	Hipk|NP_001369036.1|DMEL
OG0003735	LOC115625897|XP_030376986.1|SLEB	Upf3|NP_726375.1|DMEL
OG0003736	LOC115629988|XP_030382475.1|SLEB	mRpS28|NP_523785.2|DMEL
OG0003737	LOC115634650|XP_030388366.1|SLEB	T3dh|NP_477209.2|DMEL
OG0003738	LOC115629141|XP_030381356.1|SLEB	stl|NP_001097423.1|DMEL
OG0003739	LOC115629707|XP_030382090.1|SLEB	PIG-G|NP_610292.2|DMEL
OG0003740	LOC115627275|XP_030378769.1|SLEB	dpa|NP_477185.1|DMEL
OG0003741	LOC115632441|XP_030385448.1|SLEB	312|NP_612105.1|DMEL
OG0003742	LOC115633810|XP_030387155.1|SLEB	CG6843|NP_649072.1|DMEL
OG0003743	LOC115630553|XP_030383026.1|SLEB	nito|NP_610339.1|DMEL
OG0003744	LOC115634501|XP_030388125.1|SLEB	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC115634095|XP_030387512.1|SLEB	Tmem18|NP_725169.3|DMEL
OG0003746	LOC115622049|XP_030371785.1|SLEB	CG10543|NP_001369100.1|DMEL
OG0003747	LOC115632931|XP_030386084.1|SLEB	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC115632691|XP_030385787.1|SLEB	CG4328|NP_648567.2|DMEL
OG0003749	LOC115632357|XP_030385332.1|SLEB	CG32100|NP_729797.1|DMEL
OG0003750	LOC115632274|XP_030385214.1|SLEB	Sms|NP_001287045.1|DMEL
OG0003751	LOC115632936|XP_030386089.1|SLEB	app|NP_996065.2|DMEL
OG0003752	LOC115632331|XP_030385294.1|SLEB	CG3764|NP_001261977.1|DMEL
OG0003753	LOC115622176|XP_030371916.1|SLEB	Ist1|NP_648058.1|DMEL
OG0003754	LOC115622167|XP_030371899.1|SLEB	velo|NP_648056.1|DMEL
OG0003755	LOC115632492|XP_030385530.1|SLEB	CG6652|NP_648946.3|DMEL
OG0003756	LOC115621676|XP_030371249.1|SLEB	CG10417|NP_610169.1|DMEL
OG0003757	LOC115634818|XP_030388600.1|SLEB	CG16896|NP_611973.2|DMEL
OG0003758	LOC115634549|XP_030368819.1|SLEB	Sik3|NP_611361.4|DMEL
OG0003759	LOC115632411|XP_030385408.1|SLEB	CG43078|NP_001246678.1|DMEL
OG0003760	LOC115628080|XP_030379917.1|SLEB	Sema1b|NP_611244.1|DMEL
OG0003761	LOC115632321|XP_030385286.1|SLEB	Pus7|NP_648231.1|DMEL
OG0003762	LOC115632322|XP_030385287.1|SLEB	CG6765|NP_648233.1|DMEL
OG0003763	LOC115632686|XP_030385782.1|SLEB	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC115632511|XP_030385561.1|SLEB	CG13293|NP_648024.2|DMEL
OG0003765	LOC115625999|XP_030377105.1|SLEB	CG16865|NP_609677.1|DMEL
OG0003766	LOC115627457|XP_030378987.1|SLEB	CG6903|NP_572198.1|DMEL
OG0003767	LOC115622520|XP_030372339.1|SLEB	Cdk5|NP_477080.1|DMEL
OG0003768	LOC115634828|XP_030388606.1|SLEB	sha|NP_001137645.1|DMEL
OG0003769	LOC115634825|XP_030388604.1|SLEB	CG7741|NP_610670.2|DMEL
OG0003770	LOC115627751|XP_030379395.1|SLEB	Cals|NP_001259086.1|DMEL
OG0003771	LOC115622569|XP_030372400.1|SLEB	cert|NP_648199.1|DMEL
OG0003772	LOC115632857|XP_030385977.1|SLEB	Use1|NP_648289.2|DMEL
OG0003773	LOC115624212|XP_030374685.1|SLEB	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC115634531|XP_030388204.1|SLEB	CG1513|NP_610534.3|DMEL
OG0003775	LOC115627210|XP_030378690.1|SLEB	dome|NP_523412.1|DMEL
OG0003776	LOC115634198|XP_030387646.1|SLEB	CG30158|NP_652315.2|DMEL
OG0003777	LOC115633706|XP_030387027.1|SLEB	slv|NP_477383.1|DMEL
OG0003778	LOC115621728|XP_030371320.1|SLEB	Sod3|NP_001033939.2|DMEL
OG0003779	LOC115634397|XP_030387952.1|SLEB	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC115630362|XP_030382759.1|SLEB	CG6550|NP_611207.1|DMEL
OG0003781	LOC115628024|XP_030379817.1|SLEB	CaMKI|NP_524622.1|DMEL
OG0003782	LOC115626675|XP_030377961.1|SLEB	CG32809|NP_001245466.1|DMEL
OG0003783	LOC115621257|XP_030370713.1|SLEB	ALiX|NP_651582.1|DMEL
OG0003784	LOC115631812|XP_030384512.1|SLEB	CG8078|NP_610451.1|DMEL
OG0003785	LOC115626638|XP_030377909.1|SLEB	d4|NP_610163.1|DMEL
OG0003786	LOC115622156|XP_030371888.1|SLEB	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC115633073|XP_030386309.1|SLEB	MED9|NP_788400.1|DMEL
OG0003788	LOC115620978|XP_030370361.1|SLEB	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC115624372|XP_030374911.1|SLEB	LRR|NP_001260788.1|DMEL
OG0003790	LOC115622626|XP_030372493.1|SLEB	CG8607|NP_648100.2|DMEL
OG0003791	LOC115623319|XP_030373440.1|SLEB	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC115632927|XP_030386083.1|SLEB	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC115634829|XP_030388611.1|SLEB	CG44247|NP_611974.2|DMEL
OG0003794	LOC115623433|XP_030373639.1|SLEB	CG4554|NP_611676.1|DMEL
OG0003795	LOC115632883|XP_030386020.1|SLEB	CG9384|NP_648720.3|DMEL
OG0003796	LOC115620722|XP_030369961.1|SLEB	CG7601|NP_651717.1|DMEL
OG0003797	LOC115627109|XP_030378531.1|SLEB	spel1|NP_523565.2|DMEL
OG0003798	LOC115633806|XP_030387150.1|SLEB	Wnt2|NP_476810.1|DMEL
OG0003799	LOC115634768|XP_030388522.1|SLEB	Ppa|NP_001261138.1|DMEL
OG0003800	LOC115626342|XP_030377551.1|SLEB	noc|NP_476917.1|DMEL
OG0003801	LOC115625750|XP_030376766.1|SLEB	sNPF|NP_724239.1|DMEL
OG0003802	LOC115624596|XP_030375196.1|SLEB	CG10747|NP_610022.3|DMEL
OG0003803	LOC115620209|XP_030369206.1|SLEB	CG18731|NP_652716.1|DMEL
OG0003804	LOC115626324|XP_030377525.1|SLEB	osp|NP_001162975.1|DMEL
OG0003805	LOC115628622|XP_030380668.1|SLEB	CG3164|NP_722605.1|DMEL
OG0003806	LOC115631678|XP_030384350.1|SLEB	Fis1|NP_001137607.1|DMEL
OG0003807	LOC115626603|XP_030377853.1|SLEB	chic|NP_477016.1|DMEL
OG0003808	LOC115632292|XP_030385245.1|SLEB	Crtc|NP_001261997.1|DMEL
OG0003809	LOC115631883|XP_030384592.1|SLEB	CG10428|NP_609918.1|DMEL
OG0003810	LOC115633226|XP_030386483.1|SLEB	CG3511|NP_611935.1|DMEL
OG0003811	LOC115634268|XP_030387755.1|SLEB	Spt5|NP_652610.1|DMEL
OG0003812	LOC115630989|XP_030383434.1|SLEB	spen|NP_722615.1|DMEL
OG0003813	LOC115625687|XP_030376686.1|SLEB	Etl1|NP_609320.2|DMEL
OG0003814	LOC115628520|XP_030380533.1|SLEB	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC115622021|XP_030371738.1|SLEB	CG10877|NP_650894.1|DMEL
OG0003816	LOC115626012|XP_030377119.1|SLEB	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC115628547|XP_030380568.1|SLEB	Gdi|NP_523524.2|DMEL
OG0003818	LOC115631193|XP_030383743.1|SLEB	CG33120|NP_788073.1|DMEL
OG0003819	LOC115631081|XP_030383588.1|SLEB	CG31957|NP_722949.1|DMEL
OG0003820	LOC115623906|XP_030374322.1|SLEB	hyx|NP_649863.1|DMEL
OG0003821	LOC115631564|XP_030384220.1|SLEB	Sin1|NP_610963.1|DMEL
OG0003822	LOC115625925|XP_030377022.1|SLEB	Fic|NP_609026.1|DMEL
OG0003823	LOC115631057|XP_030383553.1|SLEB	CG31663|NP_722738.1|DMEL
OG0003824	LOC115626079|XP_030377192.1|SLEB	CG13081|NP_609985.1|DMEL
OG0003825	LOC115628500|XP_030380499.1|SLEB	CG13097|NP_609237.1|DMEL
OG0003826	LOC115630617|XP_030383104.1|SLEB	CG14022|NP_608922.1|DMEL
OG0003827	LOC115621877|XP_030371564.1|SLEB	CG3769|NP_609289.1|DMEL
OG0003828	LOC115628489|XP_030380477.1|SLEB	numb|NP_523523.2|DMEL
OG0003829	LOC115625946|XP_030377042.1|SLEB	CG43333|NP_788051.1|DMEL
OG0003830	LOC115626447|XP_030377682.1|SLEB	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC115620674|XP_030369897.1|SLEB	Idh3b|NP_651000.1|DMEL
OG0003832	LOC115629034|XP_030381196.1|SLEB	CG17378|NP_609073.2|DMEL
OG0003833	LOC115629055|XP_030381225.1|SLEB	nrv2|NP_477168.1|DMEL
OG0003834	LOC115625882|XP_030376960.1|SLEB	Wee1|NP_477035.1|DMEL
OG0003835	LOC115626322|XP_030377522.1|SLEB	CG4587|NP_001285962.1|DMEL
OG0003836	LOC115625826|XP_030376876.1|SLEB	CG31800|NP_724152.1|DMEL
OG0003837	LOC115626454|XP_030377693.1|SLEB	Sidpn|NP_523599.1|DMEL
OG0003838	LOC115631291|XP_030383865.1|SLEB	IFT57|NP_608792.1|DMEL
OG0003839	LOC115626617|XP_030377871.1|SLEB	RpL24|NP_609649.1|DMEL
OG0003840	LOC115634134|XP_030387561.1|SLEB	CSN4|NP_477444.1|DMEL
OG0003841	LOC115631433|XP_030384031.1|SLEB	Slh|NP_001137769.2|DMEL
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	Nup154|NP_477287.1|DMEL
OG0003843	LOC115625834|XP_030376889.1|SLEB	Smg5|NP_609685.1|DMEL
OG0003844	LOC115625816|XP_030376862.1|SLEB	Ing5|NP_609647.1|DMEL
OG0003845	LOC115626307|XP_030377497.1|SLEB	CG15270|NP_609738.1|DMEL
OG0003846	LOC115625721|XP_030376728.1|SLEB	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC115626427|XP_030377659.1|SLEB	CG18661|NP_652562.2|DMEL
OG0003848	LOC115625103|XP_030375867.1|SLEB	GckIII|NP_650596.1|DMEL
OG0003849	LOC115622285|XP_030372050.1|SLEB	CG11777|NP_724939.1|DMEL
OG0003850	LOC115626028|XP_030377139.1|SLEB	rk|NP_476702.1|DMEL
OG0003851	LOC115633698|XP_030387017.1|SLEB	CG9945|NP_611494.1|DMEL
OG0003852	LOC115630997|XP_030383450.1|SLEB	CG15387|NP_001097058.1|DMEL
OG0003853	LOC115627477|XP_030379019.1|SLEB	ATPCL|NP_523755.2|DMEL
OG0003854	LOC115631071|XP_030383577.1|SLEB	yellow-b|NP_523586.1|DMEL
OG0003855	LOC115631144|XP_030383675.1|SLEB	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC115631333|XP_030383914.1|SLEB	AstCC|NP_001285830.1|DMEL
OG0003857	LOC115631493|XP_030384112.1|SLEB	crp|NP_476605.1|DMEL
OG0003859	LOC115631766|XP_030384462.1|SLEB	CG17321|NP_609915.1|DMEL
OG0003860	LOC115622117|XP_030371826.1|SLEB	CG34195|NP_001097360.1|DMEL
OG0003861	LOC115630444|XP_030382866.1|SLEB	Cwc25|NP_608705.1|DMEL
OG0003862	LOC115626392|XP_030377612.1|SLEB	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC115626601|XP_030377845.1|SLEB	tai|NP_001245949.1|DMEL
OG0003864	LOC115626396|XP_030377619.1|SLEB	CG9586|NP_001260279.1|DMEL
OG0003865	LOC115623708|XP_030374047.1|SLEB	CG5886|NP_651435.1|DMEL
OG0003866	LOC115627074|XP_030378481.1|SLEB	CG8665|NP_610107.1|DMEL
OG0003867	LOC115633473|XP_030386797.1|SLEB	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC115629018|XP_030381174.1|SLEB	SamDC|NP_477223.2|DMEL
OG0003869	LOC115631239|XP_030383808.1|SLEB	Ptpa|NP_523466.2|DMEL
OG0003870	LOC115631030|XP_030383509.1|SLEB	Pde11|NP_609885.2|DMEL
OG0003871	LOC115631137|XP_030383666.1|SLEB	CG6583|NP_609556.2|DMEL
OG0003872	LOC115619988|XP_030368916.1|SLEB	cyp33|NP_523773.1|DMEL
OG0003873	LOC115628591|XP_030380635.1|SLEB	E2f2|NP_477355.1|DMEL
OG0003874	LOC115626133|XP_030377248.1|SLEB	Mondo|NP_724326.1|DMEL
OG0003875	LOC115625919|XP_030377013.1|SLEB	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC115630398|XP_030382783.1|SLEB	RFeSP|NP_722715.1|DMEL
OG0003877	LOC115622575|XP_030372413.1|SLEB	Ku80|NP_609767.2|DMEL
OG0003878	LOC115631018|XP_030383491.1|SLEB	CG10602|NP_609916.5|DMEL
OG0003879	LOC115624555|XP_030375142.1|SLEB	CG34140|NP_001036574.1|DMEL
OG0003880	LOC115622431|XP_030372232.1|SLEB	klu|NP_001261690.1|DMEL
OG0003881	LOC115622772|XP_030372691.1|SLEB	Samtor|NP_611943.1|DMEL
OG0003882	LOC115632727|XP_030385836.1|SLEB	vlc|NP_524868.1|DMEL
OG0003883	LOC115626998|XP_030378373.1|SLEB	Smox|NP_511079.1|DMEL
OG0003884	LOC115625785|XP_030376816.1|SLEB	Sec71|NP_609675.2|DMEL
OG0003885	LOC115628998|XP_030381143.1|SLEB	COX5B|NP_609046.1|DMEL
OG0003886	LOC115628997|XP_030381142.1|SLEB	IFT52|NP_609045.2|DMEL
OG0003887	LOC115631434|XP_030384032.1|SLEB	oaf|NP_787963.2|DMEL
OG0003888	LOC115621630|XP_030371190.1|SLEB	mRRF2|NP_732771.2|DMEL
OG0003889	LOC115630423|XP_030382821.1|SLEB	Plap|NP_524666.2|DMEL
OG0003890	LOC115632552|XP_030385627.1|SLEB	CG12012|NP_647813.1|DMEL
OG0003891	LOC115625754|XP_030376770.1|SLEB	b|NP_476788.1|DMEL
OG0003892	LOC115628299|XP_030380207.1|SLEB	Pol31|NP_647659.1|DMEL
OG0003893	LOC115625842|XP_030376904.1|SLEB	Top2|NP_476760.1|DMEL
OG0003894	LOC115631691|XP_030384373.1|SLEB	STUB1|NP_477441.1|DMEL
OG0003895	LOC115633892|XP_030387257.1|SLEB	dgt3|NP_611533.2|DMEL
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	CG9313|NP_001286657.1|DMEL
OG0003897	LOC115622525|XP_030372352.1|SLEB	Bap55|NP_611209.1|DMEL
OG0003898	LOC115626154|XP_030377279.1|SLEB	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC115631279|XP_030383853.1|SLEB	shv|NP_608525.1|DMEL
OG0003900	LOC115630563|XP_030383037.1|SLEB	S|NP_523450.1|DMEL
OG0003901	LOC115631167|XP_030383716.1|SLEB	CG4935|NP_609782.2|DMEL
OG0003902	LOC115631168|XP_030383718.1|SLEB	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC115631013|XP_030383482.1|SLEB	CG5287|NP_609608.1|DMEL
OG0003904	LOC115631012|XP_030383480.1|SLEB	CG31849|NP_723787.1|DMEL
OG0003905	LOC115620688|XP_030369916.1|SLEB	CG5808|NP_651291.1|DMEL
OG0003906	LOC115627936|XP_030379692.1|SLEB	MED16|NP_611650.2|DMEL
OG0003907	LOC115631961|XP_030384686.1|SLEB	kraken|NP_477265.1|DMEL
OG0003908	LOC115631873|XP_030384581.1|SLEB	CG13949|NP_608552.1|DMEL
OG0003909	LOC115621650|XP_030371215.1|SLEB	metro|NP_610642.2|DMEL
OG0003910	LOC115626001|XP_030377111.1|SLEB	pyd3|NP_649732.1|DMEL
OG0003911	LOC115630575|XP_030383053.1|SLEB	Mon1|NP_608868.1|DMEL
OG0003912	LOC115631645|XP_030384316.1|SLEB	CG18480|NP_609761.1|DMEL
OG0003913	LOC115625679|XP_030376675.1|SLEB	CG9008|NP_001285908.1|DMEL
OG0003914	LOC115631478|XP_030384094.1|SLEB	RfC38|NP_609494.1|DMEL
OG0003915	LOC115627034|XP_030378425.1|SLEB	CG32736|NP_727152.1|DMEL
OG0003916	LOC115631728|XP_030384425.1|SLEB	GMF|NP_609787.2|DMEL
OG0003917	LOC115628528|XP_030380548.1|SLEB	CG14020|NP_001260097.1|DMEL
OG0003918	LOC115631584|XP_030384244.1|SLEB	escl|NP_723702.1|DMEL
OG0003919	LOC115628491|XP_030380480.1|SLEB	Hydr2|NP_608751.2|DMEL
OG0003920	LOC115632433|XP_030385439.1|SLEB	Cdk9|NP_477226.2|DMEL
OG0003921	LOC115630587|XP_030383065.1|SLEB	Hr38|NP_477119.1|DMEL
OG0003922	LOC115631382|XP_030383964.1|SLEB	Wdr59|NP_995682.1|DMEL
OG0003923	LOC115627848|XP_030379567.1|SLEB	Zip102B|NP_651919.3|DMEL
OG0003924	LOC115633800|XP_030387143.1|SLEB	GstE14|NP_610855.1|DMEL
OG0003925	LOC115630956|XP_030383390.1|SLEB	Col4a1|NP_723044.1|DMEL
OG0003926	LOC115631235|XP_030383803.1|SLEB	eIF3h|NP_524834.2|DMEL
OG0003927	LOC115631459|XP_030384067.1|SLEB	mio|NP_608656.1|DMEL
OG0003928	LOC115628514|XP_030380525.1|SLEB	PIG-U|NP_609238.1|DMEL
OG0003929	LOC115631605|XP_030384267.1|SLEB	CG6230|NP_609490.1|DMEL
OG0003930	LOC115625890|XP_030376977.1|SLEB	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC115625887|XP_030376966.1|SLEB	Nhe3|NP_723202.2|DMEL
OG0003932	LOC115619969|XP_030368865.1|SLEB	flz|NP_001137622.1|DMEL
OG0003933	LOC115630556|XP_030383028.1|SLEB	tank|NP_608864.1|DMEL
OG0003934	LOC115625984|XP_030377090.1|SLEB	Trs23|NP_609247.1|DMEL
OG0003935	LOC115627470|XP_030379007.1|SLEB	CG8370|NP_611073.2|DMEL
OG0003936	LOC115627515|XP_030379074.1|SLEB	Ufc1|NP_611074.1|DMEL
OG0003937	LOC115629658|XP_030382033.1|SLEB	CG14764|NP_788283.1|DMEL
OG0003938	LOC115631066|XP_030383565.1|SLEB	CG34126|NP_001260066.1|DMEL
OG0003939	LOC115630788|XP_030383303.1|SLEB	CG7742|NP_608913.1|DMEL
OG0003940	LOC115630929|XP_030383355.1|SLEB	mRpL28|NP_608887.1|DMEL
OG0003941	LOC115631357|XP_030383934.1|SLEB	CG8891|NP_608890.1|DMEL
OG0003942	LOC115631704|XP_030384390.1|SLEB	spz3|NP_609160.2|DMEL
OG0003943	LOC115631085|XP_030383593.1|SLEB	CG31917|NP_608895.1|DMEL
OG0003944	LOC115631680|XP_030384355.1|SLEB	CG5446|NP_609565.1|DMEL
OG0003945	LOC115634728|XP_030388472.1|SLEB	levy|NP_611805.1|DMEL
OG0003946	LOC115626221|XP_030377379.1|SLEB	fon|NP_609959.1|DMEL
OG0003947	LOC115625830|XP_030376883.1|SLEB	pigeon|NP_476946.1|DMEL
OG0003948	LOC115630810|XP_030383338.1|SLEB	mEFTs|NP_609847.1|DMEL
OG0003949	LOC115630812|XP_030383339.1|SLEB	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC115626328|XP_030377532.1|SLEB	mtm|NP_523489.1|DMEL
OG0003951	LOC115626444|XP_030377677.1|SLEB	CG9098|NP_608979.2|DMEL
OG0003952	LOC115632015|XP_030384807.1|SLEB	Ppt2|NP_609500.1|DMEL
OG0003953	LOC115625783|XP_030376815.1|SLEB	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC115624932|XP_030375642.1|SLEB	CG1273|NP_647883.1|DMEL
OG0003955	LOC115631400|XP_030383982.1|SLEB	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC115631588|XP_030384249.1|SLEB	kon|NP_609881.3|DMEL
OG0003957	LOC115622683|XP_030372566.1|SLEB	CG13671|NP_648202.1|DMEL
OG0003958	LOC115628027|XP_030379826.1|SLEB	CG9919|NP_573119.1|DMEL
OG0003959	LOC115620989|XP_030370372.1|SLEB	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC115626953|XP_030378329.1|SLEB	tilB|NP_608460.1|DMEL
OG0003961	LOC115631008|XP_030383469.1|SLEB	CG7115|NP_609154.1|DMEL
OG0003962	LOC115631772|XP_030384468.1|SLEB	Rpn11|NP_608905.1|DMEL
