Orthogroup	SLEB.longest_only	DNOV.longest_only
OG0006070	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB	LOC115771973|XP_030573753.1|DNOV
OG0006071	LOC115620682|XP_030369908.1|SLEB	LOC115764999|XP_030564199.1|DNOV
OG0006072	LOC115633168|XP_030386441.1|SLEB	LOC115769954|XP_030570859.1|DNOV
OG0006073	LOC115632599|XP_030385684.1|SLEB	LOC115769793|XP_030570621.1|DNOV
OG0006074	LOC115626784|XP_030378110.1|SLEB	LOC115768853|XP_030569413.1|DNOV
OG0006075	LOC115628874|XP_030380988.1|SLEB	LOC115768263|XP_030568653.1|DNOV
OG0006076	LOC115634656|XP_030388373.1|SLEB	LOC115762626|XP_030560792.1|DNOV
OG0006077	LOC115620031|XP_030368996.1|SLEB	LOC115771442|XP_030573011.1|DNOV
OG0006078	LOC115621102|XP_030370504.1|SLEB	LOC115771441|XP_030573010.1|DNOV
OG0006079	LOC115634504|XP_030388130.1|SLEB	LOC115770302|XP_030571397.1|DNOV
OG0006080	LOC115634503|XP_030388127.1|SLEB	LOC115770300|XP_030571396.1|DNOV
OG0006081	LOC115625766|XP_030376797.1|SLEB	LOC115758296|XP_030554723.1|DNOV
OG0006082	LOC115633714|XP_030387038.1|SLEB	LOC115758305|XP_030554733.1|DNOV
OG0006083	LOC115620917|XP_030370278.1|SLEB	LOC115771559|XP_030573164.1|DNOV
OG0006084	LOC115622164|XP_030371894.1|SLEB	LOC115767826|XP_030568030.1|DNOV
OG0006085	LOC115624627|XP_030375241.1|SLEB	LOC115770424|XP_030571553.1|DNOV
OG0006086	LOC115624787|XP_030375485.1|SLEB	LOC115770250|XP_030571321.1|DNOV
OG0006087	LOC115622919|XP_030372906.1|SLEB	LOC115760489|XP_030557696.1|DNOV
OG0006088	LOC115632512|XP_030385563.1|SLEB	LOC115766536|XP_030566368.1|DNOV
OG0006089	LOC115627336|XP_030378841.1|SLEB	LOC115768277|XP_030568675.1|DNOV
OG0006090	LOC115622865|XP_030372810.1|SLEB	LOC115762705|XP_030560889.1|DNOV
OG0006091	LOC115622571|XP_030372410.1|SLEB	LOC115762779|XP_030560990.1|DNOV
OG0006092	LOC115629868|XP_030382320.1|SLEB	LOC115768840|XP_030569397.1|DNOV
OG0006093	LOC115633881|XP_030387245.1|SLEB	LOC115763967|XP_030562631.1|DNOV
OG0006094	LOC115622185|XP_030371935.1|SLEB	LOC115768409|XP_030568841.1|DNOV
OG0006095	LOC115624332|XP_030374828.1|SLEB	LOC115762103|XP_030560065.1|DNOV
OG0006096	LOC115634760|XP_030388511.1|SLEB	LOC115764167|XP_030562915.1|DNOV
OG0006097	LOC115622882|XP_030372835.1|SLEB	LOC115768035|XP_030568321.1|DNOV
OG0006098	LOC115630986|XP_030383428.1|SLEB	LOC115758594|XP_030555174.1|DNOV
OG0006099	LOC115634238|XP_030387690.1|SLEB	LOC115769123|XP_030569707.1|DNOV
OG0006100	LOC115624861|XP_030375567.1|SLEB	LOC115757921|XP_030554245.1|DNOV
OG0006101	LOC115631494|XP_030384114.1|SLEB	LOC115763958|XP_030562608.1|DNOV
OG0006102	LOC115623124|XP_030373193.1|SLEB	LOC115760942|XP_030558386.1|DNOV
OG0006103	LOC115626965|XP_030378339.1|SLEB	LOC115768179|XP_030568546.1|DNOV
OG0006104	LOC115629664|XP_030382039.1|SLEB	LOC115767209|XP_030567263.1|DNOV
OG0006105	LOC115629637|XP_030381999.1|SLEB	LOC115767193|XP_030567244.1|DNOV
OG0006106	LOC115624703|XP_030375378.1|SLEB	LOC115769499|XP_030570183.1|DNOV
OG0006107	LOC115620047|XP_030369028.1|SLEB	LOC115770678|XP_030571961.1|DNOV
OG0006108	LOC115627772|XP_030379430.1|SLEB	LOC115764436|XP_030563299.1|DNOV
OG0006109	LOC115632286|XP_030385239.1|SLEB	LOC115771460|XP_030573036.1|DNOV
OG0006110	LOC115627694|XP_030379300.1|SLEB	LOC115770199|XP_030571252.1|DNOV
OG0006111	LOC115627745|XP_030379384.1|SLEB	LOC115765580|XP_030565124.1|DNOV
OG0006112	LOC115633624|XP_030386916.1|SLEB	LOC115758288|XP_030554716.1|DNOV
OG0006113	LOC115632419|XP_030385418.1|SLEB	LOC115771023|XP_030572409.1|DNOV
OG0006114	LOC115620676|XP_030369901.1|SLEB	LOC115763972|XP_030562635.1|DNOV
OG0006115	LOC115631200|XP_030383750.1|SLEB	LOC115757958|XP_030554294.1|DNOV
OG0006116	LOC115633843|XP_030387193.1|SLEB	LOC115757815|XP_030554097.1|DNOV
OG0006117	LOC115630836|XP_030383346.1|SLEB	LOC115767498|XP_030567667.1|DNOV
OG0006118	LOC115623486|XP_030373720.1|SLEB	LOC115758268|XP_030554689.1|DNOV
OG0006119	LOC115627887|XP_030379636.1|SLEB	LOC115757888|XP_030554192.1|DNOV
OG0006120	LOC115626803|XP_030378132.1|SLEB	LOC115764561|XP_030563545.1|DNOV
OG0006121	LOC115624712|XP_030375395.1|SLEB	LOC115770183|XP_030571204.1|DNOV
OG0006122	LOC115627808|XP_030379497.1|SLEB	LOC115766804|XP_030566689.1|DNOV
OG0006123	LOC115627615|XP_030379210.1|SLEB	LOC115757885|XP_030554184.1|DNOV
OG0006124	LOC115625497|XP_030376416.1|SLEB	LOC115771917|XP_030573668.1|DNOV
OG0006125	LOC115622503|XP_030372311.1|SLEB	LOC115767866|XP_030568088.1|DNOV
OG0006126	LOC115623275|XP_030373413.1|SLEB	LOC115770989|XP_030572340.1|DNOV
OG0006127	LOC115624566|XP_030375155.1|SLEB	LOC115770168|XP_030571188.1|DNOV
OG0006128	LOC115624997|XP_030375732.1|SLEB	LOC115770073|XP_030571038.1|DNOV
OG0006129	LOC115624623|XP_030375237.1|SLEB	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV
OG0006130	LOC115628172|XP_030380017.1|SLEB	LOC115766319|XP_030566071.1|DNOV
OG0006131	LOC115624612|XP_030375222.1|SLEB	LOC115768102|XP_030568459.1|DNOV
OG0006132	LOC115624789|XP_030375492.1|SLEB	LOC115769824|XP_030570659.1|DNOV
OG0006133	LOC115628173|XP_030380020.1|SLEB	LOC115766328|XP_030566082.1|DNOV
OG0006134	LOC115632542|XP_030385614.1|SLEB	LOC115770033|XP_030570956.1|DNOV
OG0006135	LOC115624514|XP_030375086.1|SLEB	LOC115770544|XP_030571711.1|DNOV
OG0006136	LOC115622504|XP_030372314.1|SLEB	LOC115766995|XP_030566979.1|DNOV
OG0006137	LOC115624924|XP_030375635.1|SLEB	LOC115770319|XP_030571415.1|DNOV
OG0006138	LOC115634181|XP_030387626.1|SLEB	LOC115757902|XP_030554210.1|DNOV
OG0006139	LOC115621976|XP_030371690.1|SLEB	LOC115764587|XP_030563598.1|DNOV
OG0006140	LOC115619952|XP_030368841.1|SLEB	LOC115758022|XP_030554386.1|DNOV
OG0006141	LOC115623703|XP_030374068.1|SLEB	LOC115766549|XP_030566384.1|DNOV
OG0006142	LOC115633785|XP_030387121.1|SLEB	LOC115771575|XP_030573189.1|DNOV
OG0006143	LOC115622598|XP_030372456.1|SLEB	LOC115769381|XP_030570040.1|DNOV
OG0006144	LOC115622727|XP_030372627.1|SLEB	LOC115769178|XP_030569746.1|DNOV
OG0006145	LOC115623166|XP_030373241.1|SLEB	LOC115770219|XP_030571282.1|DNOV
OG0006146	LOC115625654|XP_030376641.1|SLEB	LOC115763547|XP_030562023.1|DNOV
OG0006147	LOC115625330|XP_030376214.1|SLEB	LOC115761911|XP_030559788.1|DNOV
OG0006148	LOC115629404|XP_030381725.1|SLEB	LOC115770276|XP_030571360.1|DNOV
OG0006149	LOC115622599|XP_030372458.1|SLEB	LOC115766871|XP_030566795.1|DNOV
OG0006150	LOC115622597|XP_030372455.1|SLEB	LOC115766853|XP_030566772.1|DNOV
OG0006151	LOC115625724|XP_030376732.1|SLEB	LOC115763605|XP_030562093.1|DNOV
OG0006153	LOC115631418|XP_030384007.1|SLEB	LOC115758159|XP_030554558.1|DNOV
OG0006154	LOC115623915|XP_030374331.1|SLEB	LOC115766198|XP_030565907.1|DNOV
OG0006155	LOC115625110|XP_030375876.1|SLEB	LOC115761943|XP_030559839.1|DNOV
OG0006156	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB	LOC115770785|XP_030572065.1|DNOV
OG0006157	LOC115626749|XP_030378065.1|SLEB	LOC115760447|XP_030557620.1|DNOV
OG0006158	LOC115632458|XP_030385474.1|SLEB	LOC115769326|XP_030569923.1|DNOV
OG0006159	LOC115634016|XP_030387402.1|SLEB	LOC115757913|XP_030554228.1|DNOV
OG0006160	LOC115625884|XP_030376967.1|SLEB	LOC115760433|XP_030557607.1|DNOV
OG0006161	LOC115624083|XP_030374536.1|SLEB	LOC115762197|XP_030560181.1|DNOV
OG0006162	LOC115627976|XP_030379732.1|SLEB	LOC115766799|XP_030566684.1|DNOV
OG0006163	LOC115634742|XP_030388490.1|SLEB	LOC115763280|XP_030561623.1|DNOV
OG0006165	LOC115624820|XP_030375528.1|SLEB	LOC115767254|XP_030567325.1|DNOV
OG0006166	LOC115625902|XP_030376992.1|SLEB	LOC115759946|XP_030556946.1|DNOV
OG0006167	LOC115620043|XP_030369022.1|SLEB	LOC115760607|XP_030557910.1|DNOV, LOC115760609|XP_030557915.1|DNOV, LOC115760608|XP_030557912.1|DNOV
OG0006168	LOC115628849|XP_030380958.1|SLEB	LOC115768673|XP_030569216.1|DNOV
OG0006169	LOC115627338|XP_030378843.1|SLEB	LOC115768281|XP_030568678.1|DNOV, LOC115768280|XP_030568677.1|DNOV
OG0006170	LOC115629416|XP_030381735.1|SLEB	LOC115767834|XP_030568036.1|DNOV
OG0006171	LOC115634312|XP_030387829.1|SLEB, LOC115629174|XP_030381408.1|SLEB, LOC115629173|XP_030381407.1|SLEB	LOC115771029|XP_030572423.1|DNOV
OG0006173	LOC115631529|XP_030384159.1|SLEB	LOC115758614|XP_030555207.1|DNOV
OG0006174	LOC115622313|XP_030372079.1|SLEB	LOC115766994|XP_030566964.1|DNOV
OG0006175	LOC115632564|XP_030385645.1|SLEB	LOC115760995|XP_030558465.1|DNOV, LOC115760997|XP_030558468.1|DNOV
OG0006177	LOC115623130|XP_030373199.1|SLEB	LOC115767462|XP_030567627.1|DNOV
OG0006181	LOC115620349|XP_030369410.1|SLEB	LOC115761897|XP_030559763.1|DNOV
OG0006182	LOC115621634|XP_030371195.1|SLEB	LOC115772118|XP_030573952.1|DNOV
OG0006183	LOC115621637|XP_030371198.1|SLEB	LOC115764829|XP_030563938.1|DNOV
OG0006184	LOC115620874|XP_030370210.1|SLEB	LOC115771752|XP_030573462.1|DNOV
OG0006185	LOC115620434|XP_030369522.1|SLEB	LOC115764003|XP_030562682.1|DNOV
OG0006186	LOC115622046|XP_030371778.1|SLEB	LOC115771757|XP_030573466.1|DNOV
OG0006187	LOC115621534|XP_030371060.1|SLEB	LOC115761389|XP_030559001.1|DNOV
OG0006188	LOC115628802|XP_030380870.1|SLEB	LOC115767330|XP_030567435.1|DNOV
OG0006189	LOC115628803|XP_030380875.1|SLEB	LOC115767331|XP_030567440.1|DNOV
OG0006190	LOC115621893|XP_030371582.1|SLEB	LOC115761748|XP_030559507.1|DNOV
OG0006191	LOC115621216|XP_030370659.1|SLEB	LOC115764811|XP_030563917.1|DNOV
OG0006192	LOC115626732|XP_030378037.1|SLEB	LOC115769046|XP_030569615.1|DNOV
OG0006193	LOC115629098|XP_030381278.1|SLEB	LOC115767821|XP_030568020.1|DNOV
OG0006194	LOC115627801|XP_030379490.1|SLEB	LOC115765138|XP_030564397.1|DNOV
OG0006195	LOC115629863|XP_030382311.1|SLEB	LOC115767788|XP_030567979.1|DNOV
OG0006196	LOC115628090|XP_030379927.1|SLEB	LOC115761864|XP_030559716.1|DNOV
OG0006197	LOC115627723|XP_030379331.1|SLEB	LOC115766788|XP_030566664.1|DNOV
OG0006198	LOC115626949|XP_030378325.1|SLEB	LOC115766867|XP_030566788.1|DNOV
OG0006199	LOC115621845|XP_030371517.1|SLEB	LOC115771794|XP_030573524.1|DNOV
OG0006200	LOC115620383|XP_030369451.1|SLEB	LOC115772110|XP_030573937.1|DNOV
OG0006201	LOC115627648|XP_030379240.1|SLEB	LOC115764398|XP_030563238.1|DNOV
OG0006202	LOC115627586|XP_030379170.1|SLEB	LOC115764372|XP_030563194.1|DNOV
OG0006203	LOC115633268|XP_030386533.1|SLEB	LOC115767257|XP_030567333.1|DNOV
OG0006204	LOC115625337|XP_030376222.1|SLEB	LOC115757718|XP_030553942.1|DNOV
OG0006205	LOC115627582|XP_030379165.1|SLEB	LOC115765116|XP_030564370.1|DNOV
OG0006206	LOC115629108|XP_030381293.1|SLEB	LOC115769258|XP_030569828.1|DNOV
OG0006207	LOC115628599|XP_030380642.1|SLEB	LOC115765963|XP_030565576.1|DNOV
OG0006208	LOC115632641|XP_030385731.1|SLEB	LOC115759979|XP_030556992.1|DNOV
OG0006209	LOC115633266|XP_030386531.1|SLEB	LOC115765400|XP_030564795.1|DNOV
OG0006210	LOC115633419|XP_030386738.1|SLEB	LOC115767282|XP_030567373.1|DNOV
OG0006211	LOC115631183|XP_030383733.1|SLEB	LOC115758476|XP_030555013.1|DNOV
OG0006212	LOC115631182|XP_030383732.1|SLEB	LOC115758473|XP_030555009.1|DNOV
OG0006213	LOC115621042|XP_030370423.1|SLEB	LOC115764704|XP_030563762.1|DNOV
OG0006214	LOC115628028|XP_030379827.1|SLEB	LOC115766394|XP_030566166.1|DNOV
OG0006215	LOC115626860|XP_030378223.1|SLEB	LOC115767382|XP_030567502.1|DNOV
OG0006216	LOC115625204|XP_030376030.1|SLEB	LOC115772047|XP_030573846.1|DNOV
OG0006217	LOC115628724|XP_030380784.1|SLEB	LOC115764332|XP_030563142.1|DNOV
OG0006218	LOC115625753|XP_030376768.1|SLEB	LOC115769284|XP_030569868.1|DNOV
OG0006219	LOC115626688|XP_030377976.1|SLEB	LOC115768901|XP_030569477.1|DNOV
OG0006220	LOC115626818|XP_030378158.1|SLEB	LOC115766925|XP_030566874.1|DNOV
OG0006221	LOC115625252|XP_030376105.1|SLEB	LOC115761889|XP_030559752.1|DNOV
OG0006222	LOC115625271|XP_030376133.1|SLEB	LOC115761905|XP_030559783.1|DNOV
OG0006223	LOC115629317|XP_030381627.1|SLEB	LOC115764279|XP_030563068.1|DNOV
OG0006224	LOC115628754|XP_030380824.1|SLEB	LOC115764292|XP_030563085.1|DNOV
OG0006225	LOC115628879|XP_030380995.1|SLEB	LOC115768685|XP_030569230.1|DNOV
OG0006226	LOC115629182|XP_030381426.1|SLEB	LOC115765208|XP_030564512.1|DNOV
OG0006227	LOC115627465|XP_030378997.1|SLEB	LOC115765139|XP_030564401.1|DNOV
OG0006228	LOC115622481|XP_030372289.1|SLEB	LOC115763981|XP_030562653.1|DNOV
OG0006229	LOC115627998|XP_030379755.1|SLEB	LOC115766720|XP_030566520.1|DNOV
OG0006230	LOC115629836|XP_030382272.1|SLEB	LOC115767204|XP_030567254.1|DNOV
OG0006231	LOC115633339|XP_030386631.1|SLEB	LOC115764437|XP_030563300.1|DNOV
OG0006232	LOC115627091|XP_030378503.1|SLEB	LOC115764394|XP_030563235.1|DNOV
OG0006233	LOC115627211|XP_030378691.1|SLEB	LOC115764291|XP_030563083.1|DNOV
OG0006234	LOC115629799|XP_030382221.1|SLEB	LOC115765358|XP_030564733.1|DNOV
OG0006235	LOC115627818|XP_030379508.1|SLEB	LOC115765234|XP_030564550.1|DNOV
OG0006236	LOC115621679|XP_030371248.1|SLEB, LOC115629885|XP_030382344.1|SLEB	LOC115767734|XP_030567905.1|DNOV
OG0006237	LOC115627710|XP_030379318.1|SLEB	LOC115765438|XP_030564863.1|DNOV
OG0006238	LOC115627720|XP_030379329.1|SLEB	LOC115765299|XP_030564651.1|DNOV
OG0006239	LOC115627562|XP_030379143.1|SLEB	LOC115767564|XP_030567705.1|DNOV
OG0006240	LOC115621575|XP_030371125.1|SLEB	LOC115764951|XP_030564133.1|DNOV
OG0006241	LOC115629798|XP_030382220.1|SLEB	LOC115765357|XP_030564732.1|DNOV
OG0006242	LOC115627197|XP_030378671.1|SLEB	LOC115768842|XP_030569398.1|DNOV
OG0006243	LOC115620400|XP_030369475.1|SLEB	LOC115759455|XP_030556247.1|DNOV
OG0006244	LOC115625157|XP_030375945.1|SLEB	LOC115761871|XP_030559732.1|DNOV
OG0006245	LOC115621664|XP_030371232.1|SLEB	LOC115761195|XP_030558731.1|DNOV
OG0006246	LOC115629152|XP_030381376.1|SLEB	LOC115768049|XP_030568342.1|DNOV
OG0006247	LOC115627558|XP_030379140.1|SLEB	LOC115762067|XP_030560015.1|DNOV
OG0006248	LOC115628685|XP_030380719.1|SLEB	LOC115771869|XP_030573608.1|DNOV
OG0006249	LOC115630564|XP_030383038.1|SLEB	LOC115760215|XP_030557325.1|DNOV
OG0006250	LOC115626776|XP_030378100.1|SLEB	LOC115764322|XP_030563128.1|DNOV
OG0006251	LOC115621152|XP_030370570.1|SLEB	LOC115764781|XP_030563880.1|DNOV
OG0006252	LOC115621151|XP_030370569.1|SLEB	LOC115764780|XP_030563879.1|DNOV
OG0006253	LOC115633360|XP_030386660.1|SLEB	LOC115768062|XP_030568364.1|DNOV
OG0006254	LOC115632198|XP_030385104.1|SLEB	LOC115770957|XP_030572286.1|DNOV
OG0006255	LOC115621270|XP_030370730.1|SLEB	LOC115757690|XP_030553889.1|DNOV
OG0006256	LOC115629794|XP_030382213.1|SLEB	LOC115765349|XP_030564722.1|DNOV
OG0006257	LOC115633353|XP_030386649.1|SLEB	LOC115767805|XP_030567997.1|DNOV
OG0006258	LOC115633379|XP_030386682.1|SLEB	LOC115765398|XP_030564788.1|DNOV
OG0006259	LOC115621130|XP_030370540.1|SLEB	LOC115761213|XP_030558760.1|DNOV
OG0006260	LOC115627146|XP_030378584.1|SLEB	LOC115766486|XP_030566307.1|DNOV
OG0006261	LOC115631114|XP_030383634.1|SLEB	LOC115759289|XP_030556050.1|DNOV
OG0006262	LOC115629579|XP_030381931.1|SLEB	LOC115766277|XP_030566005.1|DNOV
OG0006263	LOC115627449|XP_030378974.1|SLEB	LOC115767602|XP_030567755.1|DNOV
OG0006264	LOC115628747|XP_030380813.1|SLEB	LOC115766827|XP_030566722.1|DNOV
OG0006265	LOC115622455|XP_030372262.1|SLEB	LOC115763955|XP_030562609.1|DNOV
OG0006266	LOC115628669|XP_030380698.1|SLEB	LOC115765175|XP_030564455.1|DNOV
OG0006267	LOC115627404|XP_030378918.1|SLEB	LOC115771344|XP_030572875.1|DNOV
OG0006268	LOC115633837|XP_030387188.1|SLEB	LOC115760638|XP_030557954.1|DNOV
OG0006269	LOC115620721|XP_030369960.1|SLEB	LOC115764859|XP_030563993.1|DNOV
OG0006270	LOC115627973|XP_030379728.1|SLEB	LOC115765315|XP_030564675.1|DNOV
OG0006271	LOC115620822|XP_030370112.1|SLEB	LOC115761957|XP_030559855.1|DNOV
OG0006272	LOC115633347|XP_030386640.1|SLEB	LOC115765323|XP_030564683.1|DNOV
OG0006273	LOC115634300|XP_030387813.1|SLEB	LOC115760237|XP_030557355.1|DNOV
OG0006274	LOC115633335|XP_030386628.1|SLEB	LOC115768785|XP_030569342.1|DNOV
OG0006275	LOC115627067|XP_030378474.1|SLEB	LOC115767817|XP_030568014.1|DNOV
OG0006276	LOC115628234|XP_030380108.1|SLEB	LOC115762694|XP_030560876.1|DNOV
OG0006277	LOC115630667|XP_030383173.1|SLEB	LOC115764526|XP_030563484.1|DNOV
OG0006278	LOC115628731|XP_030380795.1|SLEB	LOC115764306|XP_030563104.1|DNOV
OG0006279	LOC115633308|XP_030386592.1|SLEB	LOC115767813|XP_030568005.1|DNOV
OG0006280	LOC115627665|XP_030379267.1|SLEB	LOC115765225|XP_030564527.1|DNOV
OG0006281	LOC115627713|XP_030379320.1|SLEB	LOC115765224|XP_030564526.1|DNOV
OG0006282	LOC115629251|XP_030381528.1|SLEB	LOC115767388|XP_030567511.1|DNOV
OG0006283	LOC115620597|XP_030369770.1|SLEB	LOC115764614|XP_030563632.1|DNOV
OG0006284	LOC115632184|XP_030385079.1|SLEB	LOC115762649|XP_030560814.1|DNOV
OG0006285	LOC115621965|XP_030371673.1|SLEB	LOC115761559|XP_030559203.1|DNOV
OG0006286	LOC115620658|XP_030369869.1|SLEB	LOC115761584|XP_030559234.1|DNOV
OG0006287	LOC115633310|XP_030386600.1|SLEB	LOC115767190|XP_030567241.1|DNOV
OG0006288	LOC115621518|XP_030371043.1|SLEB	LOC115771838|XP_030573580.1|DNOV
OG0006289	LOC115621654|XP_030371218.1|SLEB	LOC115761768|XP_030559557.1|DNOV
OG0006290	LOC115627729|XP_030379344.1|SLEB	LOC115767256|XP_030567327.1|DNOV
OG0006291	LOC115631537|XP_030384169.1|SLEB	LOC115758444|XP_030554968.1|DNOV
OG0006292	LOC115626716|XP_030378019.1|SLEB	LOC115769088|XP_030569660.1|DNOV
OG0006293	LOC115632377|XP_030385358.1|SLEB	LOC115769979|XP_030570900.1|DNOV
OG0006294	LOC115629097|XP_030381275.1|SLEB	LOC115767820|XP_030568017.1|DNOV
OG0006295	LOC115628964|XP_030381100.1|SLEB	LOC115767324|XP_030567425.1|DNOV
OG0006296	LOC115629653|XP_030382024.1|SLEB	LOC115765273|XP_030564623.1|DNOV
OG0006297	LOC115627113|XP_030378539.1|SLEB	LOC115768784|XP_030569340.1|DNOV
OG0006298	LOC115629793|XP_030382212.1|SLEB	LOC115765165|XP_030564437.1|DNOV
OG0006299	LOC115626878|XP_030378248.1|SLEB	LOC115765386|XP_030564771.1|DNOV
OG0006300	LOC115627124|XP_030378553.1|SLEB	LOC115767798|XP_030567989.1|DNOV
OG0006301	LOC115627266|XP_030378754.1|SLEB	LOC115768220|XP_030568605.1|DNOV
OG0006302	LOC115626704|XP_030377997.1|SLEB	LOC115768164|XP_030568520.1|DNOV
OG0006303	LOC115620027|XP_030368990.1|SLEB	LOC115761147|XP_030558676.1|DNOV
OG0006304	LOC115620545|XP_030369688.1|SLEB	LOC115771614|XP_030573246.1|DNOV
OG0006305	LOC115621310|XP_030370784.1|SLEB	LOC115772128|XP_030573966.1|DNOV
OG0006306	LOC115620811|XP_030370095.1|SLEB	LOC115760350|XP_030557496.1|DNOV
OG0006307	LOC115620528|XP_030369657.1|SLEB	LOC115771609|XP_030573232.1|DNOV
OG0006308	LOC115627254|XP_030378741.1|SLEB	LOC115766374|XP_030566133.1|DNOV
OG0006309	LOC115629155|XP_030381382.1|SLEB	LOC115766377|XP_030566138.1|DNOV
OG0006310	LOC115621394|XP_030370896.1|SLEB	LOC115771957|XP_030573725.1|DNOV
OG0006311	LOC115626991|XP_030378366.1|SLEB	LOC115768149|XP_030568503.1|DNOV
OG0006312	LOC115626680|XP_030377967.1|SLEB	LOC115768160|XP_030568516.1|DNOV
OG0006313	LOC115626756|XP_030378073.1|SLEB	LOC115768891|XP_030569463.1|DNOV
OG0006314	LOC115629277|XP_030381566.1|SLEB	LOC115766291|XP_030566018.1|DNOV
OG0006315	LOC115621084|XP_030370474.1|SLEB	LOC115764925|XP_030564091.1|DNOV
OG0006316	LOC115626736|XP_030378045.1|SLEB	LOC115762466|XP_030560535.1|DNOV
OG0006317	LOC115627551|XP_030379128.1|SLEB	LOC115768814|XP_030569371.1|DNOV
OG0006318	LOC115629151|XP_030381374.1|SLEB	LOC115766419|XP_030566201.1|DNOV
OG0006319	LOC115623476|XP_030373708.1|SLEB	LOC115761482|XP_030559112.1|DNOV
OG0006320	LOC115627911|XP_030379666.1|SLEB	LOC115765355|XP_030564728.1|DNOV
OG0006321	LOC115633423|XP_030386742.1|SLEB	LOC115767267|XP_030567352.1|DNOV
OG0006322	LOC115633408|XP_030386711.1|SLEB	LOC115765284|XP_030564635.1|DNOV
OG0006323	LOC115627410|XP_030378930.1|SLEB	LOC115768656|XP_030569192.1|DNOV
OG0006324	LOC115627105|XP_030378528.1|SLEB	LOC115768808|XP_030569364.1|DNOV
OG0006325	LOC115620548|XP_030369690.1|SLEB	LOC115757771|XP_030554056.1|DNOV
OG0006326	LOC115628681|XP_030380714.1|SLEB	LOC115770029|XP_030570955.1|DNOV
OG0006327	LOC115620894|XP_030370237.1|SLEB	LOC115771963|XP_030573736.1|DNOV
OG0006328	LOC115620956|XP_030370332.1|SLEB	LOC115761200|XP_030558740.1|DNOV
OG0006329	LOC115627505|XP_030379058.1|SLEB	LOC115766875|XP_030566797.1|DNOV
OG0006330	LOC115621913|XP_030371607.1|SLEB	LOC115772034|XP_030573824.1|DNOV
OG0006331	LOC115633286|XP_030386555.1|SLEB	LOC115767312|XP_030567410.1|DNOV
OG0006332	LOC115628851|XP_030380961.1|SLEB	LOC115767614|XP_030567771.1|DNOV
OG0006333	LOC115627068|XP_030378475.1|SLEB	LOC115771307|XP_030572805.1|DNOV
OG0006334	LOC115628965|XP_030381101.1|SLEB	LOC115767380|XP_030567500.1|DNOV
OG0006335	LOC115620330|XP_030369386.1|SLEB	LOC115764753|XP_030563838.1|DNOV
OG0006336	LOC115627224|XP_030378706.1|SLEB	LOC115768214|XP_030568588.1|DNOV
OG0006337	LOC115627920|XP_030379675.1|SLEB	LOC115771321|XP_030572845.1|DNOV
OG0006338	LOC115620576|XP_030369737.1|SLEB	LOC115771677|XP_030573352.1|DNOV
OG0006339	LOC115627110|XP_030378533.1|SLEB	LOC115768244|XP_030568631.1|DNOV
OG0006340	LOC115627079|XP_030378487.1|SLEB	LOC115768216|XP_030568593.1|DNOV
OG0006341	LOC115627814|XP_030379505.1|SLEB	LOC115766348|XP_030566104.1|DNOV
OG0006342	LOC115628030|XP_030379831.1|SLEB	LOC115766414|XP_030566195.1|DNOV
OG0006343	LOC115627964|XP_030379718.1|SLEB	LOC115766363|XP_030566122.1|DNOV
OG0006344	LOC115627262|XP_030378750.1|SLEB	LOC115767208|XP_030567261.1|DNOV
OG0006345	LOC115621627|XP_030371184.1|SLEB	LOC115771656|XP_030573321.1|DNOV
OG0006346	LOC115620687|XP_030369915.1|SLEB	LOC115764224|XP_030562998.1|DNOV
OG0006347	LOC115625085|XP_030375836.1|SLEB	LOC115757706|XP_030553918.1|DNOV
OG0006348	LOC115633216|XP_030386461.1|SLEB	LOC115767868|XP_030568086.1|DNOV
OG0006349	LOC115628662|XP_030380690.1|SLEB	LOC115765088|XP_030564328.1|DNOV
OG0006350	LOC115620208|XP_030369204.1|SLEB	LOC115764889|XP_030564031.1|DNOV
OG0006351	LOC115629584|XP_030381937.1|SLEB	LOC115768806|XP_030569362.1|DNOV
OG0006352	LOC115633294|XP_030386566.1|SLEB	LOC115757813|XP_030554095.1|DNOV
OG0006353	LOC115621454|XP_030370969.1|SLEB	LOC115761391|XP_030559006.1|DNOV
OG0006354	LOC115620895|XP_030370239.1|SLEB	LOC115771880|XP_030573625.1|DNOV
OG0006355	LOC115629113|XP_030381302.1|SLEB	LOC115767857|XP_030568074.1|DNOV
OG0006356	LOC115626815|XP_030378151.1|SLEB	LOC115767367|XP_030567485.1|DNOV
OG0006357	LOC115627450|XP_030378975.1|SLEB	LOC115768306|XP_030568711.1|DNOV
OG0006358	LOC115628314|XP_030380228.1|SLEB	LOC115762796|XP_030561010.1|DNOV
OG0006359	LOC115620415|XP_030369498.1|SLEB	LOC115764169|XP_030562913.1|DNOV
OG0006360	LOC115629364|XP_030381679.1|SLEB	LOC115768742|XP_030569288.1|DNOV
OG0006361	LOC115623990|XP_030374421.1|SLEB	LOC115763762|XP_030562336.1|DNOV
OG0006362	LOC115628847|XP_030380953.1|SLEB	LOC115768484|XP_030568925.1|DNOV
