Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC108081450|XP_017032128.1|DKIK
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC108086231|XP_017038588.1|DKIK
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC108086235|XP_017038593.1|DKIK
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC108079560|XP_017029389.1|DKIK
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC108086269|XP_017038645.1|DKIK
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC108075821|XP_017023885.1|DKIK
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC108076307|XP_017024566.1|DKIK
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC108082861|XP_017033927.1|DKIK
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC108082795|XP_017033833.1|DKIK
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC108085334|XP_017037378.1|DKIK
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC108085358|XP_017037417.1|DKIK
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC108075949|XP_017024084.1|DKIK
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC108075971|XP_017024109.1|DKIK
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC108082076|XP_017032857.1|DKIK
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC108075886|XP_017023982.1|DKIK
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC108079904|XP_017029926.1|DKIK
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC108077127|XP_017025825.1|DKIK
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC108074308|XP_017021792.1|DKIK
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC108071973|XP_017018437.1|DKIK
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC108083506|XP_017034803.1|DKIK
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC108076689|XP_017025128.1|DKIK
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC108079377|XP_017029186.1|DKIK
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC108079602|XP_017029449.1|DKIK
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC108086238|XP_017038599.1|DKIK
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC108082828|XP_017033877.1|DKIK
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC108077297|XP_017026065.1|DKIK
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC108077017|XP_017025584.1|DKIK
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC108081472|XP_017032157.1|DKIK
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC108074691|XP_017022309.1|DKIK
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC108074695|XP_017022324.1|DKIK
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC108074735|XP_017022390.1|DKIK
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC108086077|XP_017038384.1|DKIK
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC108077308|XP_017026080.1|DKIK
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC108072716|XP_017019463.1|DKIK
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC108072348|XP_017018928.1|DKIK
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC108082504|XP_017033422.1|DKIK
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC108076197|XP_017024423.1|DKIK
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC108081579|XP_017032286.1|DKIK, LOC108072581|XP_017019278.1|DKIK
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC108079979|XP_017030032.1|DKIK
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC108083159|XP_017034335.1|DKIK
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC108077079|XP_017025736.1|DKIK
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC108084296|XP_017035948.1|DKIK
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC108077173|XP_017025898.1|DKIK
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC108082680|XP_017033669.1|DKIK
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC108075814|XP_017023877.1|DKIK
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC108074854|XP_017022553.1|DKIK
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC108082822|XP_017033871.1|DKIK
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC108072840|XP_017019624.1|DKIK
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC108072858|XP_017019663.1|DKIK
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC108081436|XP_017032107.1|DKIK
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC108074594|XP_017022196.1|DKIK
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC108085257|XP_017037294.1|DKIK
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC108077095|XP_017025760.1|DKIK
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC108074598|XP_017022203.1|DKIK
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC108077334|XP_017026112.1|DKIK
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC108070640|XP_017016696.1|DKIK
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC108070904|XP_017017049.1|DKIK
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC108082384|XP_017033214.1|DKIK
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC108072830|XP_017019611.1|DKIK
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC108075061|XP_017022868.1|DKIK
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC108077259|XP_017026018.1|DKIK, LOC108072467|XP_017019103.1|DKIK
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC108075072|XP_017022842.1|DKIK
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC108072083|XP_017018583.1|DKIK
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC108072509|XP_017019170.1|DKIK
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC108082071|XP_017032849.1|DKIK
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC108079640|XP_017029516.1|DKIK
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC108081438|XP_017032110.1|DKIK
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC108082165|XP_017032960.1|DKIK
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC108082228|XP_017033054.1|DKIK
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC108074284|XP_017021746.1|DKIK
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC108075969|XP_017024106.1|DKIK
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC108085278|XP_017037318.1|DKIK
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC108081515|XP_017032222.1|DKIK
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC108084075|XP_017035585.1|DKIK
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC108075400|XP_017023315.1|DKIK
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC108072715|XP_017019461.1|DKIK
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC108077161|XP_017025883.1|DKIK
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC108077283|XP_017026050.1|DKIK
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC108077393|XP_017026176.1|DKIK
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC108081334|XP_017031964.1|DKIK
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC108082157|XP_017032945.1|DKIK
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC108085354|XP_017037410.1|DKIK
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC108076177|XP_017024400.1|DKIK
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC108072585|XP_017019282.1|DKIK
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC108082136|XP_017032928.1|DKIK
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC108072524|XP_017019185.1|DKIK
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC108077248|XP_017025998.1|DKIK
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC108074533|XP_017022106.1|DKIK
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC108072271|XP_017018827.1|DKIK
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC108074495|XP_017022061.1|DKIK
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC108074868|XP_017022570.1|DKIK
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC108072117|XP_017018630.1|DKIK
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC108074595|XP_017022198.1|DKIK
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC108083361|XP_017034596.1|DKIK
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC108082045|XP_017032811.1|DKIK
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC108079609|XP_017029462.1|DKIK
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC108086247|XP_017038607.1|DKIK
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC108086250|XP_017038618.1|DKIK
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC108077080|XP_017025737.1|DKIK
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC108079003|XP_017028673.1|DKIK
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC108074536|XP_017022111.1|DKIK
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC108076420|XP_017024750.1|DKIK
OG0004041	LOC115633276|XP_030386547.1|SLEB	LOC108083955|XP_017035450.1|DKIK
OG0004042	LOC115622177|XP_030371924.1|SLEB	LOC108079077|XP_017028789.1|DKIK
OG0004043	LOC115630654|XP_030383156.1|SLEB	LOC108077263|XP_017026019.1|DKIK
OG0004044	LOC115627472|XP_030379008.1|SLEB	LOC108083501|XP_017034799.1|DKIK
OG0004045	LOC115631439|XP_030384039.1|SLEB	LOC108077253|XP_017026004.1|DKIK
OG0004046	LOC115631249|XP_030383819.1|SLEB	LOC108074338|XP_017021846.1|DKIK
OG0004047	LOC115631028|XP_030383506.1|SLEB	LOC108082229|XP_017033055.1|DKIK
OG0004048	LOC115630482|XP_030382923.1|SLEB	LOC108086267|XP_017038643.1|DKIK
OG0004049	LOC115631436|XP_030384034.1|SLEB	LOC108083254|XP_017034450.1|DKIK, LOC108086165|XP_017038516.1|DKIK
OG0004050	LOC115631657|XP_030384329.1|SLEB	LOC108079620|XP_017029485.1|DKIK
OG0004051	LOC115631090|XP_030383598.1|SLEB	LOC108082037|XP_017032799.1|DKIK
OG0004052	LOC115626951|XP_030378327.1|SLEB	LOC108083509|XP_017034806.1|DKIK
OG0004053	LOC115630487|XP_030382935.1|SLEB	LOC108078346|XP_017027639.1|DKIK
OG0004054	LOC115631315|XP_030383890.1|SLEB	LOC108070513|XP_017016501.1|DKIK
OG0004055	LOC115621942|XP_030371649.1|SLEB	LOC108085884|XP_017038136.1|DKIK
OG0004056	LOC115621043|XP_030370424.1|SLEB	LOC108073463|XP_017020588.1|DKIK
OG0004057	LOC115622239|XP_030371996.1|SLEB	LOC108083066|XP_017034191.1|DKIK
OG0004058	LOC115632484|XP_030385519.1|SLEB	LOC108079842|XP_017029834.1|DKIK
OG0004059	LOC115624161|XP_030374617.1|SLEB	LOC108084119|XP_017035636.1|DKIK
OG0004060	LOC115624055|XP_030374496.1|SLEB	LOC108084869|XP_017036749.1|DKIK
OG0004061	LOC115626808|XP_030378139.1|SLEB	LOC108079323|XP_017029106.1|DKIK
OG0004062	LOC115622469|XP_030372272.1|SLEB	LOC108079822|XP_017029798.1|DKIK
OG0004063	LOC115626863|XP_030378230.1|SLEB	LOC108085759|XP_017037988.1|DKIK
OG0004064	LOC115633705|XP_030387026.1|SLEB	LOC108083634|XP_017034993.1|DKIK
OG0004065	LOC115624995|XP_030375726.1|SLEB	LOC108085201|XP_017037199.1|DKIK
OG0004066	LOC115634762|XP_030388517.1|SLEB	LOC108076514|XP_017024910.1|DKIK
OG0004067	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB	LOC108083554|XP_017034893.1|DKIK
OG0004068	LOC115625353|XP_030376246.1|SLEB	LOC108072064|XP_017018550.1|DKIK
OG0004069	LOC115625619|XP_030376620.1|SLEB	LOC108072075|XP_017018567.1|DKIK
OG0004070	LOC115632730|XP_030385835.1|SLEB	LOC108080334|XP_017030526.1|DKIK
OG0004071	LOC115622479|XP_030372284.1|SLEB	LOC108078899|XP_017028520.1|DKIK
OG0004072	LOC115622497|XP_030372303.1|SLEB	LOC108078900|XP_017028521.1|DKIK
OG0004073	LOC115626862|XP_030378229.1|SLEB	LOC108083481|XP_017034764.1|DKIK
OG0004074	LOC115622688|XP_030372577.1|SLEB	LOC108078254|XP_017027477.1|DKIK
OG0004075	LOC115634474|XP_030388065.1|SLEB	LOC108070820|XP_017016921.1|DKIK
OG0004076	LOC115634473|XP_030388064.1|SLEB	LOC108070819|XP_017016918.1|DKIK
OG0004077	LOC115631977|XP_030384737.1|SLEB	LOC108077016|XP_017025583.1|DKIK
OG0004078	LOC115625509|XP_030376433.1|SLEB	LOC108085892|XP_017038146.1|DKIK
OG0004079	LOC115629371|XP_030381689.1|SLEB	LOC108074916|XP_017022635.1|DKIK
OG0004080	LOC115620054|XP_030369047.1|SLEB	LOC108076448|XP_017024812.1|DKIK
OG0004081	LOC115624980|XP_030375695.1|SLEB	LOC108074731|XP_017022382.1|DKIK
OG0004082	LOC115627742|XP_030379377.1|SLEB	LOC108070672|XP_017016736.1|DKIK
OG0004083	LOC115620222|XP_030369223.1|SLEB	LOC108084568|XP_017036318.1|DKIK
OG0004084	LOC115621413|XP_030370924.1|SLEB	LOC108083276|XP_017034490.1|DKIK
OG0004085	LOC115623375|XP_030373530.1|SLEB	LOC108077858|XP_017026880.1|DKIK
OG0004086	LOC115621200|XP_030370639.1|SLEB	LOC108083971|XP_017035470.1|DKIK
OG0004087	LOC115629180|XP_030381421.1|SLEB	LOC108085958|XP_017038240.1|DKIK
OG0004088	LOC115620542|XP_030369685.1|SLEB	LOC108085045|XP_017036994.1|DKIK
OG0004089	LOC115629338|XP_030381644.1|SLEB	LOC108074935|XP_017022654.1|DKIK
OG0004090	LOC115625345|XP_030376233.1|SLEB	LOC108073199|XP_017020202.1|DKIK
OG0004091	LOC115623942|XP_030374364.1|SLEB	LOC108084131|XP_017035659.1|DKIK
OG0004092	LOC115627070|XP_030378478.1|SLEB	LOC108080290|XP_017030448.1|DKIK
OG0004094	LOC115627049|XP_030378451.1|SLEB	LOC108070789|XP_017016881.1|DKIK
OG0004095	LOC115624377|XP_030374938.1|SLEB	LOC108082995|XP_017034111.1|DKIK
OG0004096	LOC115620835|XP_030370128.1|SLEB	LOC108083972|XP_017035471.1|DKIK
OG0004097	LOC115622879|XP_030372832.1|SLEB	LOC108070417|XP_017016360.1|DKIK
OG0004098	LOC115624962|XP_030375677.1|SLEB	LOC108074411|XP_017021928.1|DKIK
OG0004099	LOC115623554|XP_030373804.1|SLEB	LOC108080795|XP_017031170.1|DKIK
OG0004100	LOC115624190|XP_030374648.1|SLEB	LOC108080812|XP_017031203.1|DKIK
OG0004101	LOC115624084|XP_030374533.1|SLEB	LOC108080826|XP_017031219.1|DKIK
OG0004102	LOC115624297|XP_030374782.1|SLEB	LOC108080808|XP_017031192.1|DKIK
OG0004103	LOC115625507|XP_030376430.1|SLEB	LOC108085912|XP_017038174.1|DKIK
OG0004104	LOC115621663|XP_030371231.1|SLEB	LOC108080224|XP_017030372.1|DKIK
OG0004105	LOC115634785|XP_030388552.1|SLEB	LOC108083711|XP_017035097.1|DKIK
OG0004106	LOC115630702|XP_030383214.1|SLEB	LOC108083285|XP_017034504.1|DKIK
OG0004107	LOC115622610|XP_030372471.1|SLEB	LOC108075301|XP_017023184.1|DKIK
OG0004108	LOC115625288|XP_030376160.1|SLEB	LOC108085923|XP_017038187.1|DKIK, LOC108084175|XP_017035752.1|DKIK
OG0004109	LOC115625346|XP_030376236.1|SLEB	LOC108073200|XP_017020204.1|DKIK
OG0004110	LOC115619990|XP_030368923.1|SLEB	LOC108080681|XP_017031002.1|DKIK
OG0004111	LOC115623472|XP_030373697.1|SLEB	LOC108083126|XP_017034294.1|DKIK
OG0004112	LOC115625332|XP_030376216.1|SLEB	LOC108078793|XP_017028348.1|DKIK
OG0004113	LOC115626741|XP_030378051.1|SLEB	LOC108079943|XP_017029976.1|DKIK
OG0004114	LOC115626753|XP_030378068.1|SLEB	LOC108083856|XP_017035329.1|DKIK
OG0004115	LOC115626958|XP_030378333.1|SLEB	LOC108083601|XP_017034955.1|DKIK
OG0004116	LOC115624411|XP_030375005.1|SLEB	LOC108082870|XP_017033941.1|DKIK
OG0004117	LOC115625234|XP_030376079.1|SLEB	LOC108070715|XP_017016798.1|DKIK
OG0004118	LOC115624533|XP_030375117.1|SLEB	LOC108078196|XP_017027361.1|DKIK
OG0004119	LOC115623549|XP_030373800.1|SLEB	LOC108084835|XP_017036697.1|DKIK
OG0004120	LOC115623661|XP_030373979.1|SLEB	LOC108084156|XP_017035703.1|DKIK, LOC108084149|XP_017035688.1|DKIK
OG0004121	LOC115622962|XP_030372969.1|SLEB	LOC108071894|XP_017018310.1|DKIK
OG0004122	LOC115625573|XP_030376531.1|SLEB	LOC108084040|XP_017035545.1|DKIK
OG0004123	LOC115623338|XP_030373468.1|SLEB	LOC108084120|XP_017035638.1|DKIK
OG0004124	LOC115629256|XP_030381534.1|SLEB	LOC108079422|XP_017029238.1|DKIK
OG0004125	LOC115621820|XP_030371470.1|SLEB	LOC108084982|XP_017036895.1|DKIK
OG0004126	LOC115621098|XP_030370495.1|SLEB	LOC108085011|XP_017036939.1|DKIK
OG0004127	LOC115625755|XP_030376772.1|SLEB	LOC108082056|XP_017032822.1|DKIK
OG0004128	LOC115624021|XP_030374457.1|SLEB	LOC108075609|XP_017023631.1|DKIK
OG0004129	LOC115634837|XP_030388618.1|SLEB	LOC108082492|XP_017033400.1|DKIK
OG0004130	LOC115629253|XP_030381529.1|SLEB	LOC108080003|XP_017030058.1|DKIK
OG0004131	LOC115625070|XP_030375817.1|SLEB	LOC108081131|XP_017031640.1|DKIK
OG0004132	LOC115623251|XP_030373379.1|SLEB	LOC108075190|XP_017023014.1|DKIK
OG0004133	LOC115631981|XP_030384745.1|SLEB	LOC108082236|XP_017033063.1|DKIK
OG0004134	LOC115621059|XP_030370443.1|SLEB	LOC108073410|XP_017020501.1|DKIK
OG0004135	LOC115624331|XP_030374819.1|SLEB	LOC108081491|XP_017032179.1|DKIK
OG0004136	LOC115623683|XP_030374013.1|SLEB	LOC108077699|XP_017026626.1|DKIK
OG0004137	LOC115634341|XP_030387857.1|SLEB	LOC108078334|XP_017027626.1|DKIK
OG0004138	LOC115628341|XP_030380264.1|SLEB	LOC108079893|XP_017029909.1|DKIK
OG0004139	LOC115629170|XP_030381404.1|SLEB	LOC108071758|XP_017018081.1|DKIK
OG0004140	LOC115626857|XP_030378218.1|SLEB	LOC108084279|XP_017035928.1|DKIK
OG0004141	LOC115626385|XP_030377616.1|SLEB	LOC108076582|XP_017024983.1|DKIK
OG0004142	LOC115629220|XP_030381489.1|SLEB	LOC108079899|XP_017029918.1|DKIK
OG0004143	LOC115620606|XP_030369780.1|SLEB	LOC108077879|XP_017026903.1|DKIK
OG0004144	LOC115625690|XP_030376691.1|SLEB	LOC108082033|XP_017032793.1|DKIK
OG0004145	LOC115622792|XP_030372715.1|SLEB	LOC108071965|XP_017018430.1|DKIK
OG0004146	LOC115624413|XP_030375007.1|SLEB	LOC108081204|XP_017031761.1|DKIK
OG0004147	LOC115625832|XP_030376887.1|SLEB	LOC108082015|XP_017032769.1|DKIK
OG0004148	LOC115620988|XP_030370368.1|SLEB	LOC108085740|XP_017037959.1|DKIK
OG0004149	LOC115624122|XP_030374578.1|SLEB	LOC108077636|XP_017026538.1|DKIK
OG0004150	LOC115624120|XP_030374576.1|SLEB	LOC108077404|XP_017026195.1|DKIK
OG0004151	LOC115620402|XP_030369478.1|SLEB	LOC108084974|XP_017036884.1|DKIK
OG0004152	LOC115623365|XP_030373511.1|SLEB	LOC108075556|XP_017023554.1|DKIK
OG0004153	LOC115625602|XP_030376598.1|SLEB	LOC108078273|XP_017027514.1|DKIK
OG0004154	LOC115622116|XP_030371820.1|SLEB	LOC108071545|XP_017017810.1|DKIK
OG0004155	LOC115623859|XP_030374264.1|SLEB	LOC108081094|XP_017031572.1|DKIK
OG0004156	LOC115624149|XP_030374606.1|SLEB	LOC108084115|XP_017035634.1|DKIK
OG0004157	LOC115629143|XP_030381355.1|SLEB	LOC108084656|XP_017036463.1|DKIK
OG0004158	LOC115622423|XP_030372218.1|SLEB	LOC108071520|XP_017017778.1|DKIK
OG0004159	LOC115624365|XP_030374885.1|SLEB	LOC108071311|XP_017017507.1|DKIK
OG0004160	LOC115622468|XP_030372270.1|SLEB	LOC108079810|XP_017029781.1|DKIK
OG0004161	LOC115623673|XP_030374000.1|SLEB	LOC108081499|XP_017032203.1|DKIK
OG0004162	LOC115623642|XP_030373947.1|SLEB	LOC108073241|XP_017020284.1|DKIK
OG0004163	LOC115624127|XP_030374582.1|SLEB	LOC108083220|XP_017034419.1|DKIK
OG0004164	LOC115623929|XP_030374348.1|SLEB	LOC108080814|XP_017031205.1|DKIK
OG0004165	LOC115623390|XP_030373558.1|SLEB	LOC108072357|XP_017018937.1|DKIK
OG0004166	LOC115630004|XP_030382494.1|SLEB	LOC108072115|XP_017018627.1|DKIK
OG0004167	LOC115625909|XP_030377000.1|SLEB	LOC108083199|XP_017034391.1|DKIK
OG0004168	LOC115625069|XP_030375813.1|SLEB	LOC108073445|XP_017020557.1|DKIK
OG0004169	LOC115629639|XP_030382001.1|SLEB	LOC108079407|XP_017029222.1|DKIK
OG0004170	LOC115628741|XP_030380805.1|SLEB	LOC108075184|XP_017023006.1|DKIK
OG0004171	LOC115629676|XP_030382054.1|SLEB	LOC108079432|XP_017029254.1|DKIK
OG0004172	LOC115627773|XP_030379432.1|SLEB	LOC108083849|XP_017035318.1|DKIK
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	LOC108082448|XP_017033308.1|DKIK
OG0004174	LOC115626137|XP_030377258.1|SLEB	LOC108070831|XP_017016939.1|DKIK
OG0004175	LOC115634437|XP_030388008.1|SLEB	LOC108076453|XP_017024818.1|DKIK
OG0004176	LOC115622486|XP_030372292.1|SLEB	LOC108078851|XP_017028434.1|DKIK
OG0004177	LOC115623555|XP_030373813.1|SLEB	LOC108084236|XP_017035852.1|DKIK
OG0004178	LOC115625527|XP_030376456.1|SLEB	LOC108085420|XP_017037484.1|DKIK
OG0004179	LOC115630036|XP_030382528.1|SLEB	LOC108072512|XP_017019209.1|DKIK, LOC108083423|XP_017034668.1|DKIK
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	LOC108077182|XP_017025953.1|DKIK
OG0004181	LOC115620201|XP_030369194.1|SLEB	LOC108080932|XP_017031325.1|DKIK
OG0004182	LOC115622689|XP_030372573.1|SLEB	LOC108083098|XP_017034240.1|DKIK
OG0004183	LOC115622476|XP_030372280.1|SLEB	LOC108083156|XP_017034331.1|DKIK
OG0004184	LOC115628267|XP_030380146.1|SLEB	LOC108072713|XP_017019450.1|DKIK
OG0004185	LOC115631060|XP_030383559.1|SLEB	LOC108077162|XP_017025886.1|DKIK
OG0004186	LOC115629142|XP_030381353.1|SLEB	LOC108083526|XP_017034847.1|DKIK
OG0004187	LOC115624217|XP_030374691.1|SLEB	LOC108080445|XP_017030670.1|DKIK
OG0004188	LOC115625276|XP_030376138.1|SLEB	LOC108084171|XP_017035746.1|DKIK
OG0004189	LOC115625286|XP_030376156.1|SLEB	LOC108084295|XP_017035947.1|DKIK
OG0004190	LOC115623582|XP_030373841.1|SLEB	LOC108085471|XP_017037576.1|DKIK
OG0004191	LOC115623984|XP_030374415.1|SLEB	LOC108085459|XP_017037562.1|DKIK
OG0004192	LOC115623596|XP_030373858.1|SLEB	LOC108073181|XP_017020180.1|DKIK
OG0004193	LOC115629478|XP_030381808.1|SLEB	LOC108083816|XP_017035256.1|DKIK
OG0004194	LOC115623434|XP_030373640.1|SLEB	LOC108084842|XP_017036705.1|DKIK
OG0004195	LOC115627479|XP_030379017.1|SLEB	LOC108074311|XP_017021797.1|DKIK
OG0004196	LOC115620716|XP_030369953.1|SLEB	LOC108070714|XP_017016797.1|DKIK
OG0004197	LOC115623413|XP_030373584.1|SLEB	LOC108085719|XP_017037931.1|DKIK
OG0004198	LOC115625047|XP_030375758.1|SLEB	LOC108080766|XP_017031115.1|DKIK
OG0004199	LOC115623649|XP_030373961.1|SLEB	LOC108070653|XP_017016710.1|DKIK
OG0004200	LOC115629050|XP_030381220.1|SLEB	LOC108072356|XP_017018935.1|DKIK
OG0004201	LOC115620574|XP_030369735.1|SLEB	LOC108075753|XP_017023797.1|DKIK
OG0004202	LOC115621197|XP_030370636.1|SLEB	LOC108083693|XP_017035068.1|DKIK
OG0004203	LOC115625072|XP_030375820.1|SLEB	LOC108081132|XP_017031641.1|DKIK
OG0004204	LOC115621640|XP_030371238.1|SLEB	LOC108083280|XP_017034497.1|DKIK
OG0004205	LOC115632596|XP_030385681.1|SLEB	LOC108072807|XP_017019588.1|DKIK
OG0004206	LOC115624123|XP_030374579.1|SLEB	LOC108073341|XP_017020398.1|DKIK
OG0004207	LOC115623577|XP_030373835.1|SLEB	LOC108073396|XP_017020479.1|DKIK
OG0004208	LOC115623619|XP_030373899.1|SLEB	LOC108072199|XP_017018747.1|DKIK
OG0004209	LOC115621873|XP_030371558.1|SLEB	LOC108073484|XP_017020630.1|DKIK
OG0004210	LOC115623671|XP_030373997.1|SLEB	LOC108075627|XP_017023653.1|DKIK
OG0004211	LOC115631904|XP_030384612.1|SLEB	LOC108081426|XP_017032098.1|DKIK
OG0004212	LOC115623636|XP_030373938.1|SLEB	LOC108073255|XP_017020299.1|DKIK
OG0004213	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB	LOC108085442|XP_017037540.1|DKIK
OG0004215	LOC115623668|XP_030373998.1|SLEB	LOC108082535|XP_017033459.1|DKIK
OG0004216	LOC115632524|XP_030385580.1|SLEB	LOC108072647|XP_017019366.1|DKIK
OG0004217	LOC115622565|XP_030372397.1|SLEB	LOC108084768|XP_017036620.1|DKIK
OG0004218	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB	LOC108083587|XP_017034935.1|DKIK
OG0004219	LOC115623356|XP_030373500.1|SLEB	LOC108085467|XP_017037573.1|DKIK
OG0004220	LOC115623621|XP_030373903.1|SLEB	LOC108081055|XP_017031513.1|DKIK
OG0004221	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB	LOC108083226|XP_017034426.1|DKIK
OG0004222	LOC115624267|XP_030374752.1|SLEB	LOC108085640|XP_017037814.1|DKIK
OG0004223	LOC115623475|XP_030373701.1|SLEB	LOC108085633|XP_017037803.1|DKIK
OG0004224	LOC115625201|XP_030376028.1|SLEB	LOC108075510|XP_017023474.1|DKIK
