Orthogroup	SLEB.longest_only	DALB.longest_only
OG0005040	LOC115623256|XP_030373386.1|SLEB	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC115632856|XP_030385976.1|SLEB	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC115622612|XP_030372473.1|SLEB	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC115634669|XP_030388389.1|SLEB	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC115634667|XP_030388386.1|SLEB	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC115633441|XP_030386759.1|SLEB	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC115628892|XP_030381014.1|SLEB	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC115624738|XP_030375424.1|SLEB	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC115624616|XP_030375227.1|SLEB	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC115622500|XP_030372307.1|SLEB	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC115625823|XP_030376877.1|SLEB	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC115622834|XP_030372773.1|SLEB	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC115622832|XP_030372771.1|SLEB	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC115625822|XP_030376873.1|SLEB	LOC117566062|XP_034101410.1|DALB
OG0005054	LOC115624670|XP_030375323.1|SLEB	LOC117572631|XP_034111481.1|DALB
OG0005055	LOC115629558|XP_030381909.1|SLEB	LOC117573975|XP_034113414.1|DALB
OG0005056	LOC115629596|XP_030381985.1|SLEB	LOC117571715|XP_034109905.1|DALB
OG0005057	LOC115628243|XP_030380116.1|SLEB	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC115622987|XP_030373002.1|SLEB	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC115633213|XP_030386498.1|SLEB	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC115626401|XP_030377627.1|SLEB	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC115625906|XP_030376997.1|SLEB	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC115625029|XP_030375737.1|SLEB	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC115633802|XP_030387144.1|SLEB	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC115622957|XP_030372956.1|SLEB	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC115631957|XP_030384679.1|SLEB	LOC117568813|XP_034105568.1|DALB
OG0005066	LOC115633703|XP_030387023.1|SLEB	LOC117569797|XP_034106997.1|DALB
OG0005067	LOC115622066|XP_030371789.1|SLEB	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC115622636|XP_030372504.1|SLEB	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC115622736|XP_030372640.1|SLEB	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC115623727|XP_030374084.1|SLEB	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC115622745|XP_030372653.1|SLEB	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC115627758|XP_030379403.1|SLEB	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC115633633|XP_030386931.1|SLEB	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC115632475|XP_030385507.1|SLEB	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC115633655|XP_030386960.1|SLEB	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC115629759|XP_030382168.1|SLEB	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC115632733|XP_030385839.1|SLEB	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC115631545|XP_030384194.1|SLEB	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC115632408|XP_030385403.1|SLEB	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC115621269|XP_030370733.1|SLEB	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC115633781|XP_030387118.1|SLEB	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC115627234|XP_030378716.1|SLEB	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC115623052|XP_030373091.1|SLEB	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC115623048|XP_030373087.1|SLEB	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC115619998|XP_030368947.1|SLEB	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC115622893|XP_030372864.1|SLEB	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC115624548|XP_030375135.1|SLEB	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC115624538|XP_030375125.1|SLEB	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC115629424|XP_030381739.1|SLEB	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC115632048|XP_030384885.1|SLEB	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC115628332|XP_030380253.1|SLEB	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC115622478|XP_030372282.1|SLEB	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC115632185|XP_030385080.1|SLEB	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC115621541|XP_030371070.1|SLEB	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC115629054|XP_030381224.1|SLEB	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC115628609|XP_030380656.1|SLEB	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC115631127|XP_030383665.1|SLEB	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC115633906|XP_030387275.1|SLEB	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC115625598|XP_030376583.1|SLEB	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC115623496|XP_030373733.1|SLEB	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC115634690|XP_030388415.1|SLEB	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC115620967|XP_030370351.1|SLEB	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC115628556|XP_030380578.1|SLEB	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC115632707|XP_030385808.1|SLEB	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC115623213|XP_030373312.1|SLEB	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC115632456|XP_030385472.1|SLEB	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC115634287|XP_030387801.1|SLEB	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC115627488|XP_030379031.1|SLEB	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC115633102|XP_030386343.1|SLEB	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC115632486|XP_030385523.1|SLEB	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC115624667|XP_030375320.1|SLEB	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC115632539|XP_030385606.1|SLEB	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC115622722|XP_030372623.1|SLEB	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC115630559|XP_030383032.1|SLEB	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC115632479|XP_030385513.1|SLEB	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC115629103|XP_030381284.1|SLEB	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC115625693|XP_030376693.1|SLEB	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC115631427|XP_030384109.1|SLEB	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC115622963|XP_030372971.1|SLEB	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC115633972|XP_030387356.1|SLEB	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC115622648|XP_030372519.1|SLEB	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC115625412|XP_030376315.1|SLEB	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC115632275|XP_030385218.1|SLEB	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC115633171|XP_030386443.1|SLEB	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC115622880|XP_030372833.1|SLEB	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC115622145|XP_030371869.1|SLEB	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC115626184|XP_030377360.1|SLEB	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC115624825|XP_030375535.1|SLEB	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC115634506|XP_030388132.1|SLEB	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC115628258|XP_030380136.1|SLEB	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC115623179|XP_030373259.1|SLEB	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC115628344|XP_030380269.1|SLEB	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC115632396|XP_030385386.1|SLEB	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC115622716|XP_030372614.1|SLEB	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC115622784|XP_030372701.1|SLEB	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC115621264|XP_030370723.1|SLEB	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC115622854|XP_030372797.1|SLEB	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC115632739|XP_030385846.1|SLEB	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC115630928|XP_030383354.1|SLEB	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC115623622|XP_030373916.1|SLEB	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC115622229|XP_030371986.1|SLEB	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC115633061|XP_030386275.1|SLEB	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC115633026|XP_030386209.1|SLEB	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC115632315|XP_030385276.1|SLEB	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC115622513|XP_030372327.1|SLEB	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC115622953|XP_030372953.1|SLEB	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC115622471|XP_030372275.1|SLEB	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC115629056|XP_030381233.1|SLEB	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC115632329|XP_030385292.1|SLEB	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC115624543|XP_030375129.1|SLEB	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC115624598|XP_030375198.1|SLEB	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC115624587|XP_030375185.1|SLEB	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC115628254|XP_030380133.1|SLEB	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC115628307|XP_030380217.1|SLEB	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC115624009|XP_030374442.1|SLEB	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC115634649|XP_030388365.1|SLEB	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC115633070|XP_030386300.1|SLEB	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC115632444|XP_030385450.1|SLEB	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC115632818|XP_030385930.1|SLEB	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC115627574|XP_030379159.1|SLEB	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC115633234|XP_030386488.1|SLEB	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC115622932|XP_030372920.1|SLEB	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC115632273|XP_030385213.1|SLEB	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC115624509|XP_030375081.1|SLEB	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC115624291|XP_030374776.1|SLEB	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC115624295|XP_030374779.1|SLEB	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC115632090|XP_030384925.1|SLEB	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC115622495|XP_030372301.1|SLEB	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC115622165|XP_030371896.1|SLEB	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC115623247|XP_030373370.1|SLEB	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC115628232|XP_030380100.1|SLEB	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC115633253|XP_030386518.1|SLEB	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC115633668|XP_030386972.1|SLEB	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC115624686|XP_030375353.1|SLEB	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC115634045|XP_030387448.1|SLEB	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC115629827|XP_030382266.1|SLEB	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC115632323|XP_030385288.1|SLEB	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC115632413|XP_030385412.1|SLEB	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC115628396|XP_030380344.1|SLEB	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC115627775|XP_030379441.1|SLEB	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC115634306|XP_030387821.1|SLEB	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC115634779|XP_030388534.1|SLEB	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC115624993|XP_030375729.1|SLEB	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC115633894|XP_030387259.1|SLEB	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC115634834|XP_030388615.1|SLEB	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC115634370|XP_030387894.1|SLEB	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC115633552|XP_030386869.1|SLEB	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC115627519|XP_030379079.1|SLEB	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC115632360|XP_030385337.1|SLEB	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC115623611|XP_030373888.1|SLEB	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC115632258|XP_030385195.1|SLEB	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC115633740|XP_030387073.1|SLEB	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC115628088|XP_030379928.1|SLEB	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC115620893|XP_030370240.1|SLEB	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC115632795|XP_030385907.1|SLEB	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC115633672|XP_030386978.1|SLEB	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC115624636|XP_030375257.1|SLEB	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC115627790|XP_030379474.1|SLEB	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC115630337|XP_030382734.1|SLEB	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC115634786|XP_030388553.1|SLEB	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC115632876|XP_030386014.1|SLEB	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC115634622|XP_030388333.1|SLEB	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC115628989|XP_030381130.1|SLEB	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC115631034|XP_030383517.1|SLEB	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC115634727|XP_030388471.1|SLEB	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC115633790|XP_030387127.1|SLEB	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC115633827|XP_030387175.1|SLEB	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC115626637|XP_030377907.1|SLEB	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC115626356|XP_030377567.1|SLEB	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC115624687|XP_030375349.1|SLEB	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC115633797|XP_030387136.1|SLEB	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC115633361|XP_030386662.1|SLEB	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC115631978|XP_030384738.1|SLEB	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC115631005|XP_030383464.1|SLEB	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC115625762|XP_030376783.1|SLEB	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC115629078|XP_030381253.1|SLEB	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC115626257|XP_030377422.1|SLEB	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC115622318|XP_030372088.1|SLEB	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC115632376|XP_030385357.1|SLEB	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC115626397|XP_030377620.1|SLEB	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC115630505|XP_030382956.1|SLEB	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC115625803|XP_030376841.1|SLEB	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC115628457|XP_030380435.1|SLEB	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC115631202|XP_030383756.1|SLEB	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC115631599|XP_030384261.1|SLEB	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC115631654|XP_030384326.1|SLEB	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC115631557|XP_030384204.1|SLEB	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC115631109|XP_030383628.1|SLEB	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC115628552|XP_030380574.1|SLEB	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC115626339|XP_030377545.1|SLEB	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC115626384|XP_030377603.1|SLEB	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC115625746|XP_030376761.1|SLEB	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC115631204|XP_030383768.1|SLEB	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC115630664|XP_030383166.1|SLEB	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC115630662|XP_030383164.1|SLEB	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC115630709|XP_030383222.1|SLEB	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC115630995|XP_030383446.1|SLEB	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC115632014|XP_030384806.1|SLEB	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC115630568|XP_030383044.1|SLEB	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC115631959|XP_030384682.1|SLEB	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC115621377|XP_030370863.1|SLEB	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC115625262|XP_030376123.1|SLEB	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC115631245|XP_030383814.1|SLEB	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC115634723|XP_030388466.1|SLEB	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC115629644|XP_030382015.1|SLEB	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC115623544|XP_030373790.1|SLEB	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC115625764|XP_030376792.1|SLEB	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC115631422|XP_030384008.1|SLEB	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC115626150|XP_030377274.1|SLEB	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC115628492|XP_030380481.1|SLEB	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC115626078|XP_030377191.1|SLEB	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC115625735|XP_030376746.1|SLEB	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC115633470|XP_030386785.1|SLEB	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC115625840|XP_030376903.1|SLEB	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC115625967|XP_030377069.1|SLEB	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC115625847|XP_030376910.1|SLEB	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC115625942|XP_030377037.1|SLEB	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC115623710|XP_030374050.1|SLEB	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC115630567|XP_030383042.1|SLEB	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC115626218|XP_030377372.1|SLEB	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC115621382|XP_030370871.1|SLEB	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC115625877|XP_030376952.1|SLEB	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC115626451|XP_030377687.1|SLEB	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC115630454|XP_030382875.1|SLEB	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC115630452|XP_030382872.1|SLEB	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC115630434|XP_030382849.1|SLEB	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC115631483|XP_030384098.1|SLEB	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC115625827|XP_030376878.1|SLEB	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC115625855|XP_030376923.1|SLEB	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC115625663|XP_030376656.1|SLEB	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC115631480|XP_030384096.1|SLEB	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC115630943|XP_030383370.1|SLEB	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC115631296|XP_030383871.1|SLEB	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC115631445|XP_030384049.1|SLEB	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC115627877|XP_030379625.1|SLEB	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC115626343|XP_030377552.1|SLEB	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC115630408|XP_030382800.1|SLEB	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC115630939|XP_030383366.1|SLEB	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC115623681|XP_030374011.1|SLEB	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC115620238|XP_030369243.1|SLEB	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC115628583|XP_030380627.1|SLEB	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC115628504|XP_030380506.1|SLEB	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC115630400|XP_030382785.1|SLEB	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC115630399|XP_030382784.1|SLEB	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC115631735|XP_030384433.1|SLEB	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC115631124|XP_030383650.1|SLEB	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC115625102|XP_030375866.1|SLEB	LOC117574057|XP_034113564.1|DALB
OG0005293	LOC115626576|XP_030377815.1|SLEB	LOC117563508|XP_034097774.1|DALB
OG0005294	LOC115630985|XP_030383427.1|SLEB	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC115625062|XP_030375795.1|SLEB	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC115628612|XP_030380655.1|SLEB	LOC117565077|XP_034099918.1|DALB
OG0005298	LOC115625734|XP_030376745.1|SLEB	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC115620856|XP_030370162.1|SLEB	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC115629647|XP_030382018.1|SLEB	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC115625689|XP_030376688.1|SLEB	LOC117565824|XP_034101019.1|DALB
OG0005302	LOC115634648|XP_030388368.1|SLEB	LOC117568254|XP_034104627.1|DALB
OG0005303	LOC115630496|XP_030382943.1|SLEB	LOC117564719|XP_034099493.1|DALB
OG0005304	LOC115625658|XP_030376647.1|SLEB	LOC117564249|XP_034098844.1|DALB
OG0005305	LOC115627867|XP_030379613.1|SLEB	LOC117568068|XP_034104319.1|DALB
OG0005306	LOC115631072|XP_030383578.1|SLEB	LOC117564450|XP_034099118.1|DALB
OG0005307	LOC115631790|XP_030384485.1|SLEB	LOC117564212|XP_034098787.1|DALB
OG0005308	LOC115631563|XP_030384214.1|SLEB	LOC117564108|XP_034098649.1|DALB
OG0005309	LOC115630993|XP_030383444.1|SLEB	LOC117578378|XP_034119702.1|DALB
OG0005310	LOC115631088|XP_030383596.1|SLEB	LOC117564442|XP_034099072.1|DALB
OG0005311	LOC115631451|XP_030384056.1|SLEB	LOC117564005|XP_034098487.1|DALB
OG0005312	LOC115628496|XP_030380491.1|SLEB	LOC117563321|XP_034097472.1|DALB
OG0005313	LOC115630404|XP_030382792.1|SLEB	LOC117563310|XP_034097449.1|DALB
OG0005314	LOC115631469|XP_030384082.1|SLEB	LOC117564602|XP_034099349.1|DALB
OG0005315	LOC115631917|XP_030384629.1|SLEB	LOC117563475|XP_034097723.1|DALB
OG0005316	LOC115630796|XP_030383318.1|SLEB	LOC117570570|XP_034108196.1|DALB
OG0005317	LOC115627629|XP_030379225.1|SLEB	LOC117563951|XP_034098415.1|DALB
OG0005318	LOC115626623|XP_030377881.1|SLEB	LOC117565660|XP_034100773.1|DALB
OG0005319	LOC115626445|XP_030377679.1|SLEB	LOC117563948|XP_034098411.1|DALB
OG0005320	LOC115625914|XP_030377007.1|SLEB	LOC117566060|XP_034101407.1|DALB
OG0005321	LOC115631692|XP_030384374.1|SLEB	LOC117566143|XP_034101520.1|DALB
OG0005322	LOC115631789|XP_030384484.1|SLEB	LOC117565887|XP_034101119.1|DALB
OG0005323	LOC115626317|XP_030377513.1|SLEB	LOC117563667|XP_034097976.1|DALB
OG0005324	LOC115625881|XP_030376958.1|SLEB	LOC117564248|XP_034098841.1|DALB
OG0005326	LOC115625659|XP_030376648.1|SLEB	LOC117564251|XP_034098846.1|DALB
OG0005327	LOC115626374|XP_030377590.1|SLEB	LOC117578403|XP_034119748.1|DALB
OG0005328	LOC115632942|XP_030386098.1|SLEB	LOC117576028|XP_034116428.1|DALB
OG0005329	LOC115623062|XP_030373101.1|SLEB	LOC117571933|XP_034110313.1|DALB
OG0005330	LOC115622741|XP_030372647.1|SLEB	LOC117570718|XP_034108420.1|DALB
OG0005331	LOC115630455|XP_030382876.1|SLEB	LOC117563652|XP_034097953.1|DALB
OG0005332	LOC115628578|XP_030380621.1|SLEB	LOC117564036|XP_034098531.1|DALB
OG0005333	LOC115631764|XP_030384460.1|SLEB	LOC117565493|XP_034100491.1|DALB
OG0005334	LOC115630604|XP_030383084.1|SLEB	LOC117563464|XP_034097707.1|DALB
OG0005335	LOC115624663|XP_030375311.1|SLEB	LOC117570276|XP_034107685.1|DALB
OG0005336	LOC115625566|XP_030376525.1|SLEB	LOC117569084|XP_034105990.1|DALB
OG0005337	LOC115634189|XP_030387639.1|SLEB	LOC117569846|XP_034107066.1|DALB
OG0005338	LOC115626072|XP_030377184.1|SLEB	LOC117563546|XP_034097815.1|DALB
OG0005339	LOC115631404|XP_030383987.1|SLEB	LOC117563426|XP_034097651.1|DALB
OG0005340	LOC115625961|XP_030377062.1|SLEB	LOC117563293|XP_034097427.1|DALB
OG0005341	LOC115626120|XP_030377237.1|SLEB	LOC117572778|XP_034111764.1|DALB
OG0005342	LOC115631715|XP_030384409.1|SLEB	LOC117564778|XP_034099567.1|DALB
