Orthogroup	SLEB.longest_only	DPSE.longest_only
OG0004130	LOC115629253|XP_030381529.1|SLEB	LOC4815096|XP_015041824.2|DPSE
OG0004131	LOC115625070|XP_030375817.1|SLEB	LOC4802879|XP_001359708.1|DPSE
OG0004132	LOC115623251|XP_030373379.1|SLEB	LOC4813370|XP_001353867.1|DPSE
OG0004133	LOC115631981|XP_030384745.1|SLEB	LOC4817711|XP_001357089.3|DPSE
OG0004134	LOC115621059|XP_030370443.1|SLEB	LOC4802127|XP_033233092.1|DPSE
OG0004135	LOC115624331|XP_030374819.1|SLEB	LOC4803056|XP_033232971.1|DPSE
OG0004136	LOC115623683|XP_030374013.1|SLEB	LOC4802721|XP_001359586.3|DPSE
OG0004137	LOC115634341|XP_030387857.1|SLEB	LOC4804714|XP_001361232.2|DPSE
OG0004138	LOC115628341|XP_030380264.1|SLEB	LOC4812177|XP_001352590.1|DPSE
OG0004139	LOC115629170|XP_030381404.1|SLEB	LOC4815206|XP_001354666.4|DPSE
OG0004140	LOC115626857|XP_030378218.1|SLEB	LOC4815883|XP_001355564.2|DPSE
OG0004141	LOC115626385|XP_030377616.1|SLEB	LOC4804630|XP_033233841.1|DPSE
OG0004142	LOC115629220|XP_030381489.1|SLEB	LOC4814246|XP_001354442.1|DPSE
OG0004143	LOC115620606|XP_030369780.1|SLEB	LOC4800835|XP_001358039.3|DPSE
OG0004144	LOC115625690|XP_030376691.1|SLEB	LOC4816916|XP_001356339.1|DPSE
OG0004145	LOC115622792|XP_030372715.1|SLEB	LOC4814135|XP_001354192.3|DPSE
OG0004146	LOC115624413|XP_030375007.1|SLEB	LOC4802322|XP_001359262.3|DPSE
OG0004147	LOC115625832|XP_030376887.1|SLEB	LOC4816976|XP_001356326.2|DPSE
OG0004148	LOC115620988|XP_030370368.1|SLEB	LOC4800873|XP_015038519.2|DPSE
OG0004149	LOC115624122|XP_030374578.1|SLEB	LOC4802695|XP_033241781.1|DPSE
OG0004150	LOC115624120|XP_030374576.1|SLEB	LOC4802411|XP_001359334.2|DPSE
OG0004151	LOC115620402|XP_030369478.1|SLEB	LOC4801988|XP_001358999.4|DPSE
OG0004152	LOC115623365|XP_030373511.1|SLEB	LOC4802444|XP_033241753.1|DPSE
OG0004153	LOC115625602|XP_030376598.1|SLEB	LOC4805025|XP_001361493.3|DPSE
OG0004154	LOC115622116|XP_030371820.1|SLEB	LOC6900027|XP_033240339.1|DPSE
OG0004155	LOC115623859|XP_030374264.1|SLEB	LOC4802461|XP_001359378.2|DPSE
OG0004156	LOC115624149|XP_030374606.1|SLEB	LOC4802400|XP_001359325.4|DPSE
OG0004157	LOC115629143|XP_030381355.1|SLEB	LOC4814704|XP_001355008.3|DPSE
OG0004158	LOC115622423|XP_030372218.1|SLEB	LOC4813450|XP_001353676.2|DPSE
OG0004159	LOC115624365|XP_030374885.1|SLEB	LOC4802365|XP_001359294.2|DPSE
OG0004160	LOC115622468|XP_030372270.1|SLEB	LOC6900553|XP_015042916.2|DPSE
OG0004161	LOC115623673|XP_030374000.1|SLEB	LOC4803112|XP_001359909.5|DPSE
OG0004162	LOC115623642|XP_030373947.1|SLEB	LOC4802537|XP_001359438.2|DPSE
OG0004163	LOC115624127|XP_030374582.1|SLEB	LOC6897821|XP_002137926.2|DPSE
OG0004164	LOC115623929|XP_030374348.1|SLEB	LOC4802304|XP_015037730.2|DPSE
OG0004165	LOC115623390|XP_030373558.1|SLEB	LOC4805239|XP_015040507.2|DPSE
OG0004166	LOC115630004|XP_030382494.1|SLEB	LOC4803530|XP_001360241.3|DPSE
OG0004167	LOC115625909|XP_030377000.1|SLEB	LOC4802021|XP_001359023.2|DPSE
OG0004168	LOC115625069|XP_030375813.1|SLEB	LOC4800448|XP_001357723.3|DPSE
OG0004169	LOC115629639|XP_030382001.1|SLEB	LOC26533794|XP_015042104.2|DPSE
OG0004170	LOC115628741|XP_030380805.1|SLEB	LOC6901499|XP_002134185.4|DPSE
OG0004171	LOC115629676|XP_030382054.1|SLEB	LOC4814748|XP_001355133.3|DPSE
OG0004172	LOC115627773|XP_030379432.1|SLEB	LOC4815117|XP_015042008.2|DPSE
OG0004173	LOC115633747|XP_030387082.1|SLEB, LOC115632692|XP_030385789.1|SLEB	LOC6898270|XP_002138336.2|DPSE
OG0004174	LOC115626137|XP_030377258.1|SLEB	LOC6898468|XP_015039912.2|DPSE
OG0004175	LOC115634437|XP_030388008.1|SLEB	LOC4804188|XP_001360790.2|DPSE
OG0004176	LOC115622486|XP_030372292.1|SLEB	LOC4813934|XP_001354096.1|DPSE
OG0004177	LOC115623555|XP_030373813.1|SLEB	LOC4802398|XP_001359323.4|DPSE
OG0004178	LOC115625527|XP_030376456.1|SLEB	LOC6897828|XP_033232846.1|DPSE
OG0004179	LOC115630036|XP_030382528.1|SLEB	LOC4814420|XP_001354447.1|DPSE
OG0004180	LOC115624467|XP_030375030.1|SLEB, LOC115623332|XP_030373456.1|SLEB	LOC4803286|XP_001360051.4|DPSE
OG0004181	LOC115620201|XP_030369194.1|SLEB	LOC4801569|XP_001358640.2|DPSE
OG0004182	LOC115622689|XP_030372573.1|SLEB	LOC4812996|XP_015042805.2|DPSE
OG0004183	LOC115622476|XP_030372280.1|SLEB	LOC4813469|XP_033241356.1|DPSE
OG0004184	LOC115628267|XP_030380146.1|SLEB	LOC4812638|XP_001353028.2|DPSE
OG0004185	LOC115631060|XP_030383559.1|SLEB	LOC4816545|XP_001355904.3|DPSE
OG0004186	LOC115629142|XP_030381353.1|SLEB	LOC4815173|XP_001354743.1|DPSE
OG0004187	LOC115624217|XP_030374691.1|SLEB	LOC4802607|XP_001359496.2|DPSE
OG0004188	LOC115625276|XP_030376138.1|SLEB	LOC4803100|XP_001359898.3|DPSE
OG0004189	LOC115625286|XP_030376156.1|SLEB	LOC4803102|XP_001359900.3|DPSE
OG0004190	LOC115623582|XP_030373841.1|SLEB	LOC6897853|XP_002137956.3|DPSE
OG0004191	LOC115623984|XP_030374415.1|SLEB	LOC4802939|XP_001359754.3|DPSE
OG0004192	LOC115623596|XP_030373858.1|SLEB	LOC4803237|XP_033233128.1|DPSE
OG0004193	LOC115629478|XP_030381808.1|SLEB	LOC4814725|XP_015041734.2|DPSE
OG0004194	LOC115623434|XP_030373640.1|SLEB	LOC4803184|XP_001359967.2|DPSE
OG0004195	LOC115627479|XP_030379017.1|SLEB	LOC6901874|XP_033239490.1|DPSE
OG0004196	LOC115620716|XP_030369953.1|SLEB	LOC4801594|XP_001358663.3|DPSE
OG0004197	LOC115623413|XP_030373584.1|SLEB	LOC4802814|XP_001359657.3|DPSE
OG0004198	LOC115625047|XP_030375758.1|SLEB	LOC4802458|XP_001359375.1|DPSE
OG0004199	LOC115623649|XP_030373961.1|SLEB	LOC4802557|XP_001359455.3|DPSE
OG0004200	LOC115629050|XP_030381220.1|SLEB	LOC4805241|XP_001361674.2|DPSE
OG0004201	LOC115620574|XP_030369735.1|SLEB	LOC4801160|XP_001358295.3|DPSE
OG0004202	LOC115621197|XP_030370636.1|SLEB	LOC4800938|XP_001358124.2|DPSE
OG0004203	LOC115625072|XP_030375820.1|SLEB	LOC4802878|XP_015038157.1|DPSE
OG0004204	LOC115621640|XP_030371238.1|SLEB	LOC4812396|XP_001352960.2|DPSE
OG0004205	LOC115632596|XP_030385681.1|SLEB	LOC6900361|XP_002134756.3|DPSE
OG0004206	LOC115624123|XP_030374579.1|SLEB	LOC4803072|XP_001359872.2|DPSE
OG0004207	LOC115623577|XP_030373835.1|SLEB	LOC4803073|XP_001359873.2|DPSE
OG0004208	LOC115623619|XP_030373899.1|SLEB	LOC6899287|XP_002136239.3|DPSE
OG0004209	LOC115621873|XP_030371558.1|SLEB	LOC4800432|XP_033241540.1|DPSE
OG0004210	LOC115623671|XP_030373997.1|SLEB	LOC4800859|XP_001358059.1|DPSE
OG0004211	LOC115631904|XP_030384612.1|SLEB	LOC4816975|XP_001356549.2|DPSE
OG0004212	LOC115623636|XP_030373938.1|SLEB	LOC4802534|XP_001359435.1|DPSE
OG0004213	LOC115624474|XP_030375037.1|SLEB, LOC115623453|XP_030373669.1|SLEB	LOC4803021|XP_001359823.2|DPSE
OG0004215	LOC115623668|XP_030373998.1|SLEB	LOC4805736|XP_001362084.2|DPSE
OG0004216	LOC115632524|XP_030385580.1|SLEB	LOC4813495|XP_033238849.1|DPSE
OG0004217	LOC115622565|XP_030372397.1|SLEB	LOC4813478|XP_001353758.2|DPSE
OG0004218	LOC115629572|XP_030381923.1|SLEB, LOC115623685|XP_030374015.1|SLEB	LOC6901805|XP_002134473.1|DPSE
OG0004219	LOC115623356|XP_030373500.1|SLEB	LOC4803002|XP_001359807.1|DPSE
OG0004220	LOC115623621|XP_030373903.1|SLEB	LOC4802333|XP_015037753.2|DPSE
OG0004221	LOC115623948|XP_030374371.1|SLEB, LOC115627678|XP_030379280.1|SLEB	LOC4802813|XP_001359656.3|DPSE
OG0004222	LOC115624267|XP_030374752.1|SLEB	LOC4802581|XP_001359475.1|DPSE
OG0004223	LOC115623475|XP_030373701.1|SLEB	LOC4802585|XP_015037926.2|DPSE
OG0004224	LOC115625201|XP_030376028.1|SLEB	LOC4802431|XP_001359353.2|DPSE
OG0004225	LOC115627223|XP_030378705.1|SLEB	LOC4814712|XP_001354635.1|DPSE
OG0004226	LOC115625379|XP_030376276.1|SLEB, LOC115625118|XP_030375886.1|SLEB	LOC4802550|XP_003736757.3|DPSE
OG0004227	LOC115625451|XP_030376359.1|SLEB	LOC4802881|XP_033236310.1|DPSE
OG0004228	LOC115625071|XP_030375819.1|SLEB	LOC4802880|XP_001359709.1|DPSE
OG0004229	LOC115624998|XP_030375733.1|SLEB	LOC4805561|XP_004444546.2|DPSE
OG0004230	LOC115626934|XP_030378303.1|SLEB	LOC6901541|XP_033238139.1|DPSE
OG0004231	LOC115628390|XP_030380334.1|SLEB	LOC6900301|XP_002135623.1|DPSE
OG0004232	LOC115628393|XP_030380338.1|SLEB	LOC4812652|XP_015044098.1|DPSE
OG0004233	LOC115628392|XP_030380337.1|SLEB	LOC4812651|XP_015044101.1|DPSE
OG0004234	LOC115628253|XP_030380131.1|SLEB	LOC4812663|XP_015044106.1|DPSE
OG0004235	LOC115623444|XP_030373654.1|SLEB	LOC4815925|XP_001355569.2|DPSE
OG0004236	LOC115624284|XP_030374767.1|SLEB	LOC4803188|XP_001359971.3|DPSE
OG0004237	LOC115623821|XP_030374225.1|SLEB	LOC4802968|XP_033241809.1|DPSE
OG0004238	LOC115623588|XP_030373848.1|SLEB	LOC6897950|XP_002138049.1|DPSE
OG0004239	LOC115623394|XP_030373562.1|SLEB	LOC4802808|XP_001359652.3|DPSE
OG0004240	LOC115623410|XP_030373580.1|SLEB	LOC6897625|XP_002137769.2|DPSE
OG0004241	LOC115624345|XP_030374856.1|SLEB	LOC4802624|XP_001359508.2|DPSE
OG0004242	LOC115624254|XP_030374739.1|SLEB	LOC4803033|XP_033232624.1|DPSE
OG0004243	LOC115622897|XP_030372873.1|SLEB	LOC4814122|XP_001354281.2|DPSE
OG0004244	LOC115623539|XP_030373781.1|SLEB	LOC4803185|XP_001359968.3|DPSE
OG0004245	LOC115633057|XP_030386262.1|SLEB	LOC4812436|XP_001352453.2|DPSE
OG0004246	LOC115622381|XP_030372163.1|SLEB	LOC4812914|XP_033239744.1|DPSE
OG0004247	LOC115627809|XP_030379498.1|SLEB	LOC4815830|XP_001355238.2|DPSE
OG0004248	LOC115634395|XP_030387947.1|SLEB, LOC115633977|XP_030387358.1|SLEB	LOC4804644|XP_001361173.2|DPSE
OG0004249	LOC115632085|XP_030384908.1|SLEB	LOC4812596|XP_033237569.1|DPSE
OG0004250	LOC115625737|XP_030376750.1|SLEB	LOC4817862|XP_001357340.3|DPSE
OG0004251	LOC115629738|XP_030382132.1|SLEB	LOC4814812|XP_033237984.1|DPSE
OG0004252	LOC115624421|XP_030375018.1|SLEB	LOC4802531|XP_001359433.3|DPSE
OG0004253	LOC115624130|XP_030374586.1|SLEB	LOC4803015|XP_001359817.4|DPSE
OG0004254	LOC115628910|XP_030381031.1|SLEB	LOC4815527|XP_001355497.2|DPSE
OG0004255	LOC115630765|XP_030383281.1|SLEB	LOC4816461|XP_015036619.2|DPSE
OG0004256	LOC115620017|XP_030368978.1|SLEB	LOC4805690|XP_001362049.2|DPSE
OG0004257	LOC115629076|XP_030381256.1|SLEB	LOC4800274|XP_001357618.2|DPSE
OG0004258	LOC115623753|XP_030374147.1|SLEB	LOC4803220|XP_015038350.1|DPSE
OG0004259	LOC115620256|XP_030369270.1|SLEB	LOC6899104|XP_002139021.2|DPSE
OG0004260	LOC115625525|XP_030376454.1|SLEB	LOC6897751|XP_003736791.3|DPSE
OG0004261	LOC115625532|XP_030376467.1|SLEB	LOC4802433|XP_001359355.2|DPSE
OG0004262	LOC115625256|XP_030376111.1|SLEB	LOC4802138|XP_001359117.2|DPSE
OG0004263	LOC115623809|XP_030374213.1|SLEB	LOC4803249|XP_001360022.4|DPSE
OG0004264	LOC115623346|XP_030373484.1|SLEB	LOC4802990|XP_001359797.3|DPSE
OG0004265	LOC115623602|XP_030373874.1|SLEB	LOC4802936|XP_001359751.1|DPSE
OG0004266	LOC115625067|XP_030375810.1|SLEB	LOC4802886|XP_001359714.3|DPSE
OG0004267	LOC115627313|XP_030378816.1|SLEB, LOC115624385|XP_030374956.1|SLEB	LOC4802802|XP_015038099.1|DPSE
OG0004268	LOC115624572|XP_030375161.1|SLEB	LOC4805408|XP_033233709.1|DPSE
OG0004269	LOC115634391|XP_030387941.1|SLEB	LOC4804648|XP_001361176.3|DPSE
OG0004270	LOC115620884|XP_030370228.1|SLEB	LOC4804886|XP_003736959.1|DPSE
OG0004271	LOC115629398|XP_030381713.1|SLEB	LOC4804170|XP_033234805.1|DPSE
OG0004272	LOC115625277|XP_030376140.1|SLEB	LOC4803201|XP_001359983.1|DPSE
OG0004273	LOC115620617|XP_030369797.1|SLEB	LOC4800830|XP_001358034.2|DPSE
OG0004274	LOC115629511|XP_030381854.1|SLEB	LOC4815423|XP_001355612.2|DPSE
OG0004275	LOC115629726|XP_030382119.1|SLEB	LOC4816030|XP_001355552.1|DPSE
OG0004276	LOC115632375|XP_030385356.1|SLEB	LOC4812451|XP_033240182.1|DPSE
OG0004277	LOC115623056|XP_030373094.1|SLEB	LOC4812122|XP_001352791.2|DPSE
OG0004278	LOC115627274|XP_030378764.1|SLEB	LOC4814546|XP_001355085.2|DPSE
OG0004279	LOC115631158|XP_030383694.1|SLEB	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004280	LOC115629642|XP_030382013.1|SLEB	LOC6901746|XP_033237735.1|DPSE
OG0004281	LOC115633331|XP_030386627.1|SLEB	LOC4803575|XP_001360282.2|DPSE
OG0004282	LOC115620465|XP_030369559.1|SLEB	LOC6903887|XP_002136634.1|DPSE
OG0004283	LOC115632234|XP_030385157.1|SLEB	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC115622179|XP_030371927.1|SLEB	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC115621451|XP_030370964.1|SLEB	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC115622958|XP_030372957.1|SLEB	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC115622718|XP_030372618.1|SLEB	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC115622222|XP_030371979.1|SLEB	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC115621448|XP_030370965.1|SLEB	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC115633995|XP_030387377.1|SLEB	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC115632271|XP_030385216.1|SLEB	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC115623276|XP_030373417.1|SLEB	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC115620064|XP_030369067.1|SLEB	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC115632145|XP_030385023.1|SLEB	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC115632766|XP_030385875.1|SLEB	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC115624761|XP_030375453.1|SLEB	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC115633930|XP_030387307.1|SLEB	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC115632555|XP_030385632.1|SLEB	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC115634261|XP_030387715.1|SLEB	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC115634396|XP_030387948.1|SLEB	LOC6898581|XP_002138601.1|DPSE
OG0004301	LOC115623274|XP_030373412.1|SLEB	LOC4811960|XP_001352688.3|DPSE
OG0004302	LOC115628641|XP_030380673.1|SLEB	LOC4803898|XP_001360543.2|DPSE
OG0004303	LOC115623420|XP_030373603.1|SLEB	LOC4805127|XP_001361582.2|DPSE
OG0004304	LOC115624867|XP_030375572.1|SLEB	LOC6898330|XP_002138385.2|DPSE
OG0004305	LOC115633100|XP_030386388.1|SLEB	LOC6898763|XP_015040375.2|DPSE
OG0004306	LOC115634566|XP_030388249.1|SLEB	LOC4805145|XP_001361597.3|DPSE
OG0004307	LOC115634635|XP_030388351.1|SLEB	LOC4804881|XP_001361369.2|DPSE
OG0004308	LOC115620086|XP_030369128.1|SLEB	LOC4803526|XP_033233853.1|DPSE
OG0004309	LOC115632753|XP_030385860.1|SLEB	LOC4812008|XP_001352770.2|DPSE
OG0004310	LOC115634400|XP_030387951.1|SLEB	LOC4805080|XP_001361542.2|DPSE
OG0004311	LOC115622427|XP_030372224.1|SLEB	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	LOC115624549|XP_030375133.1|SLEB	LOC6899078|XP_033233555.1|DPSE
OG0004313	LOC115624605|XP_030375210.1|SLEB	LOC4818206|XP_001357512.3|DPSE
OG0004314	LOC115624941|XP_030375655.1|SLEB	LOC4803705|XP_015039289.1|DPSE
OG0004315	LOC115625536|XP_030376477.1|SLEB	LOC4805613|XP_001361987.3|DPSE
OG0004316	LOC115633882|XP_030387246.1|SLEB	LOC4805431|XP_001361832.1|DPSE
OG0004317	LOC115634731|XP_030388475.1|SLEB	LOC4803574|XP_001360281.2|DPSE
OG0004318	LOC115624540|XP_030375122.1|SLEB	LOC4805630|XP_001362002.3|DPSE
OG0004319	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB	LOC4803381|XP_001360090.3|DPSE
OG0004320	LOC115624576|XP_030375170.1|SLEB	LOC4801669|XP_001358721.3|DPSE
OG0004321	LOC115631472|XP_030384086.1|SLEB	LOC4818063|XP_001357424.3|DPSE
OG0004322	LOC115621142|XP_030370559.1|SLEB	LOC4801451|XP_033241855.1|DPSE
OG0004323	LOC115628441|XP_030380405.1|SLEB	LOC4814174|XP_001354234.2|DPSE
OG0004324	LOC115628595|XP_030380640.1|SLEB	LOC6903583|XP_002132451.1|DPSE
OG0004325	LOC115624697|XP_030375371.1|SLEB	LOC4805556|XP_001361941.1|DPSE
OG0004326	LOC115624764|XP_030375457.1|SLEB	LOC4805555|XP_033233379.1|DPSE
OG0004327	LOC115629096|XP_030381274.1|SLEB	LOC4811784|XP_033237602.1|DPSE
OG0004328	LOC115620454|XP_030369548.1|SLEB	LOC4804548|XP_001361091.1|DPSE
OG0004329	LOC115631536|XP_030384173.1|SLEB	LOC4804321|XP_015039811.2|DPSE
OG0004330	LOC115634711|XP_030388452.1|SLEB	LOC4804679|XP_001361201.3|DPSE
OG0004331	LOC115630621|XP_030383114.1|SLEB	LOC6898957|XP_002138917.1|DPSE
OG0004332	LOC115625879|XP_030376956.1|SLEB	LOC4817443|XP_001356345.3|DPSE
OG0004333	LOC115631888|XP_030384597.1|SLEB	LOC4817461|XP_001356530.3|DPSE
OG0004334	LOC115631243|XP_030383813.1|SLEB	LOC4816904|XP_001356455.4|DPSE
OG0004335	LOC115624647|XP_030375283.1|SLEB	LOC6898974|XP_002138934.2|DPSE
OG0004336	LOC115624565|XP_030375154.1|SLEB	LOC4804597|XP_001361131.3|DPSE
OG0004337	LOC115631769|XP_030384464.1|SLEB	LOC4817062|XP_001356612.3|DPSE
OG0004338	LOC115632464|XP_030385484.1|SLEB	LOC4814147|XP_001354301.2|DPSE
OG0004339	LOC115633742|XP_030387076.1|SLEB	LOC4803960|XP_001360598.2|DPSE
OG0004340	LOC115633741|XP_030387075.1|SLEB	LOC4803959|XP_001360597.1|DPSE
OG0004341	LOC115630600|XP_030383080.1|SLEB	LOC6898192|XP_002138261.2|DPSE
OG0004342	LOC115624904|XP_030375613.1|SLEB	LOC4804618|XP_004444261.2|DPSE
OG0004343	LOC115624743|XP_030375430.1|SLEB	LOC4804617|XP_033234560.1|DPSE
OG0004344	LOC115624508|XP_030375076.1|SLEB	LOC4804614|XP_001361147.3|DPSE
OG0004345	LOC115625828|XP_030376880.1|SLEB	LOC4818064|XP_033235791.1|DPSE
OG0004346	LOC115624493|XP_030375059.1|SLEB	LOC4805615|XP_004444560.2|DPSE
OG0004347	LOC115623794|XP_030374199.1|SLEB	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC115631293|XP_030383905.1|SLEB	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC115625052|XP_030375770.1|SLEB	LOC4803522|XP_015039144.1|DPSE
OG0004351	LOC115633675|XP_030386985.1|SLEB	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC115621805|XP_030371448.1|SLEB	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC115620767|XP_030370029.1|SLEB	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC115621576|XP_030371126.1|SLEB	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC115623543|XP_030373788.1|SLEB	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC115624526|XP_030375105.1|SLEB	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC115633856|XP_030387208.1|SLEB	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC115629288|XP_030381592.1|SLEB	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC115623273|XP_030373415.1|SLEB	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC115624054|XP_030374495.1|SLEB	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC115622730|XP_030372631.1|SLEB	LOC4813916|XP_001353891.1|DPSE
OG0004363	LOC115627064|XP_030378470.1|SLEB	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC115624722|XP_030375403.1|SLEB	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC115624285|XP_030374771.1|SLEB	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC115631160|XP_030383696.1|SLEB	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC115628168|XP_030380007.1|SLEB	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC115632470|XP_030385499.1|SLEB	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC115634177|XP_030387623.1|SLEB	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC115624967|XP_030375680.1|SLEB	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC115627236|XP_030378719.1|SLEB	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC115633546|XP_030386866.1|SLEB	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC115624656|XP_030375297.1|SLEB	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC115634519|XP_030388146.1|SLEB	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC115622625|XP_030372492.1|SLEB	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC115632490|XP_030385527.1|SLEB	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC115632287|XP_030385240.1|SLEB	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC115634026|XP_030387421.1|SLEB	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC115620048|XP_030369029.1|SLEB	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC115632224|XP_030385146.1|SLEB	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC115620204|XP_030369199.1|SLEB	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC115628145|XP_030379976.1|SLEB	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC115621111|XP_030370516.1|SLEB	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC115634814|XP_030388591.1|SLEB	LOC6898168|XP_002138246.1|DPSE
OG0004385	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB	LOC4805409|XP_001361814.1|DPSE
OG0004386	LOC115634334|XP_030387850.1|SLEB	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC115624884|XP_030375590.1|SLEB	LOC4812345|XP_001352895.3|DPSE
OG0004389	LOC115622656|XP_030372526.1|SLEB	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC115620063|XP_030369066.1|SLEB	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC115634112|XP_030387530.1|SLEB	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC115633959|XP_030387337.1|SLEB	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC115627668|XP_030379281.1|SLEB	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC115620052|XP_030369041.1|SLEB	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC115634571|XP_030388255.1|SLEB	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC115632830|XP_030385948.1|SLEB	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC115629402|XP_030381720.1|SLEB	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC115622339|XP_030372110.1|SLEB	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC115633838|XP_030387189.1|SLEB	LOC4804590|XP_001361126.1|DPSE
OG0004400	LOC115623350|XP_030373494.1|SLEB	LOC4803005|XP_001359810.2|DPSE
OG0004402	LOC115623551|XP_030373802.1|SLEB	LOC4803391|XP_001357531.2|DPSE
OG0004403	LOC115625667|XP_030376666.1|SLEB	LOC4803961|XP_001360599.3|DPSE
OG0004404	LOC115624684|XP_030375346.1|SLEB	LOC4805668|XP_001362029.3|DPSE
OG0004405	LOC115622576|XP_030372414.1|SLEB	LOC6900425|XP_002134816.2|DPSE
OG0004406	LOC115622570|XP_030372405.1|SLEB	LOC6900111|XP_015043797.2|DPSE
OG0004407	LOC115633855|XP_030387207.1|SLEB	LOC4805040|XP_001361505.2|DPSE
OG0004408	LOC115622233|XP_030371990.1|SLEB	LOC4813544|XP_001353602.2|DPSE
OG0004409	LOC115627795|XP_030379481.1|SLEB	LOC4811843|XP_001382223.3|DPSE
OG0004410	LOC115624593|XP_030375191.1|SLEB	LOC4803996|XP_001360627.3|DPSE
OG0004411	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB	LOC4812403|XP_001352893.3|DPSE
OG0004412	LOC115624777|XP_030375469.1|SLEB	LOC4812030|XP_001352892.3|DPSE
OG0004413	LOC115625903|XP_030376996.1|SLEB	LOC4803509|XP_001360222.3|DPSE
OG0004414	LOC115632141|XP_030385021.1|SLEB	LOC6898447|XP_002138490.1|DPSE
OG0004415	LOC115634028|XP_030387424.1|SLEB	LOC4804016|XP_001360646.3|DPSE
OG0004416	LOC115628181|XP_030380028.1|SLEB	LOC6903879|XP_002136630.1|DPSE
OG0004417	LOC115621285|XP_030370748.1|SLEB	LOC4800429|XP_001357707.2|DPSE
