Orthogroup	SLEB.longest_only	DELE.longest_only
OG0004627	LOC115628442|XP_030380411.1|SLEB	LOC108145928|XP_017127121.1|DELE
OG0004628	LOC115626973|XP_030378348.1|SLEB	LOC108150400|XP_017134044.1|DELE, LOC108145246|XP_017126007.1|DELE
OG0004629	LOC115620865|XP_030370193.1|SLEB	LOC108135780|XP_017112132.1|DELE
OG0004630	LOC115620867|XP_030370196.1|SLEB	LOC108148889|XP_017131684.1|DELE
OG0004632	LOC115620537|XP_030369675.1|SLEB	LOC108136901|XP_017113848.1|DELE
OG0004633	LOC115621441|XP_030370955.1|SLEB	LOC108149021|XP_017131857.1|DELE
OG0004634	LOC115620670|XP_030369890.1|SLEB	LOC108148872|XP_017131663.1|DELE
OG0004635	LOC115633414|XP_030386718.1|SLEB	LOC108137273|XP_017114358.1|DELE
OG0004636	LOC115627364|XP_030378874.1|SLEB	LOC108136498|XP_017113207.1|DELE
OG0004637	LOC115628842|XP_030380943.1|SLEB	LOC108137132|XP_017114168.1|DELE
OG0004638	LOC115633411|XP_030386715.1|SLEB	LOC108134844|XP_017110794.1|DELE
OG0004639	LOC115621420|XP_030370931.1|SLEB	LOC108148539|XP_017131070.1|DELE
OG0004640	LOC115621032|XP_030370411.1|SLEB	LOC108148962|XP_017131787.1|DELE
OG0004641	LOC115627554|XP_030379132.1|SLEB	LOC108136351|XP_017112949.1|DELE
OG0004642	LOC115628833|XP_030380932.1|SLEB	LOC108137196|XP_017114271.1|DELE
OG0004643	LOC115623599|XP_030373872.1|SLEB	LOC108144042|XP_017124169.1|DELE
OG0004644	LOC115629148|XP_030381369.1|SLEB	LOC108134872|XP_017110852.1|DELE
OG0004645	LOC115631535|XP_030384168.1|SLEB	LOC108137856|XP_017115275.1|DELE
OG0004646	LOC115621307|XP_030370779.1|SLEB	LOC108142986|XP_017122643.1|DELE
OG0004647	LOC115629922|XP_030382387.1|SLEB	LOC108137736|XP_017115123.1|DELE
OG0004648	LOC115627511|XP_030379065.1|SLEB	LOC108136632|XP_017113440.1|DELE
OG0004649	LOC115627002|XP_030378377.1|SLEB	LOC108148133|XP_017130471.1|DELE
OG0004650	LOC115631484|XP_030384099.1|SLEB	LOC108134476|XP_017110279.1|DELE
OG0004651	LOC115621468|XP_030370988.1|SLEB	LOC108140812|XP_017119306.1|DELE
OG0004652	LOC115621297|XP_030370764.1|SLEB	LOC108148781|XP_017131481.1|DELE
OG0004653	LOC115630034|XP_030382531.1|SLEB	LOC108143240|XP_017123027.1|DELE
OG0004654	LOC115631579|XP_030384235.1|SLEB	LOC108147817|XP_017130060.1|DELE
OG0004655	LOC115621363|XP_030370847.1|SLEB	LOC108136965|XP_017113944.1|DELE
OG0004656	LOC115627577|XP_030379160.1|SLEB	LOC108136526|XP_017113289.1|DELE
OG0004657	LOC115623863|XP_030374268.1|SLEB	LOC108140814|XP_017119309.1|DELE
OG0004658	LOC115621617|XP_030371171.1|SLEB	LOC108140517|XP_017118814.1|DELE
OG0004659	LOC115620191|XP_030369182.1|SLEB	LOC108149003|XP_017131836.1|DELE
OG0004660	LOC115620225|XP_030369226.1|SLEB	LOC108148931|XP_017131738.1|DELE
OG0004661	LOC115621304|XP_030370777.1|SLEB	LOC108140679|XP_017119114.1|DELE
OG0004662	LOC115623888|XP_030374300.1|SLEB	LOC108135166|XP_017111279.1|DELE
OG0004663	LOC115629650|XP_030382020.1|SLEB	LOC108147727|XP_017129945.1|DELE
OG0004664	LOC115629701|XP_030382079.1|SLEB	LOC108147682|XP_017129869.1|DELE
OG0004665	LOC115628927|XP_030381049.1|SLEB	LOC108137431|XP_017114583.1|DELE
OG0004666	LOC115620433|XP_030369521.1|SLEB	LOC108139198|XP_017117327.1|DELE
OG0004667	LOC115621056|XP_030370437.1|SLEB	LOC108139203|XP_017117333.1|DELE
OG0004668	LOC115629961|XP_030382434.1|SLEB	LOC108137720|XP_017115094.1|DELE
OG0004669	LOC115625992|XP_030377096.1|SLEB	LOC108135242|XP_017111393.1|DELE
OG0004670	LOC115623514|XP_030373754.1|SLEB	LOC108147215|XP_017129069.1|DELE
OG0004671	LOC115620702|XP_030369935.1|SLEB	LOC108134602|XP_017110456.1|DELE
OG0004672	LOC115625111|XP_030375877.1|SLEB	LOC108139184|XP_017117298.1|DELE
OG0004673	LOC115620403|XP_030369482.1|SLEB	LOC108143048|XP_017122745.1|DELE
OG0004674	LOC115621182|XP_030370616.1|SLEB	LOC108147298|XP_017129210.1|DELE
OG0004675	LOC115621816|XP_030371463.1|SLEB	LOC108147159|XP_017128970.1|DELE
OG0004676	LOC115620892|XP_030370235.1|SLEB	LOC108148328|XP_017130814.1|DELE
OG0004677	LOC115621917|XP_030371618.1|SLEB	LOC108136688|XP_017113498.1|DELE
OG0004678	LOC115621313|XP_030370787.1|SLEB	LOC108136915|XP_017113869.1|DELE
OG0004679	LOC115620297|XP_030369339.1|SLEB	LOC108135840|XP_017112213.1|DELE
OG0004680	LOC115620268|XP_030369287.1|SLEB	LOC108140572|XP_017118933.1|DELE
OG0004681	LOC115621642|XP_030371200.1|SLEB	LOC108143992|XP_017124098.1|DELE
OG0004682	LOC115630705|XP_030383218.1|SLEB, LOC115630412|XP_030382808.1|SLEB	LOC108138790|XP_017116756.1|DELE
OG0004683	LOC115621352|XP_030370835.1|SLEB	LOC108135419|XP_017111633.1|DELE
OG0004684	LOC115621222|XP_030370668.1|SLEB	LOC108139126|XP_017117228.1|DELE
OG0004685	LOC115620635|XP_030369827.1|SLEB	LOC108148768|XP_017131461.1|DELE
OG0004686	LOC115625299|XP_030376174.1|SLEB	LOC108142984|XP_017122641.1|DELE
OG0004687	LOC115621214|XP_030370656.1|SLEB	LOC108148892|XP_017131691.1|DELE
OG0004688	LOC115623442|XP_030373652.1|SLEB, LOC115623947|XP_030374369.1|SLEB	LOC108134635|XP_017110514.1|DELE
OG0004689	LOC115621340|XP_030370819.1|SLEB	LOC108134717|XP_017110610.1|DELE
OG0004690	LOC115623439|XP_030373647.1|SLEB	LOC108148287|XP_017130742.1|DELE
OG0004691	LOC115620664|XP_030369878.1|SLEB	LOC108147173|XP_017128996.1|DELE
OG0004693	LOC115620512|XP_030369636.1|SLEB	LOC108150272|XP_017133847.1|DELE
OG0004694	LOC115628785|XP_030380859.1|SLEB	LOC108144082|XP_017124222.1|DELE
OG0004695	LOC115621813|XP_030371458.1|SLEB	LOC108147154|XP_017128955.1|DELE
OG0004696	LOC115621907|XP_030371597.1|SLEB	LOC108140465|XP_017118687.1|DELE
OG0004697	LOC115629222|XP_030381492.1|SLEB	LOC108138591|XP_017116371.1|DELE
OG0004698	LOC115629123|XP_030381320.1|SLEB	LOC108150022|XP_017133470.1|DELE
OG0004699	LOC115621083|XP_030370473.1|SLEB	LOC108135878|XP_017112271.1|DELE
OG0004700	LOC115620872|XP_030370208.1|SLEB	LOC108141149|XP_017119862.1|DELE
OG0004701	LOC115624423|XP_030375021.1|SLEB	LOC108140755|XP_017119225.1|DELE
OG0004702	LOC115621777|XP_030371393.1|SLEB	LOC108136820|XP_017113713.1|DELE
OG0004703	LOC115621358|XP_030370840.1|SLEB	LOC108147100|XP_017128876.1|DELE
OG0004704	LOC115625140|XP_030375918.1|SLEB	LOC108143014|XP_017122694.1|DELE
OG0004705	LOC115623672|XP_030373999.1|SLEB	LOC108139245|XP_017117411.1|DELE
OG0004706	LOC115633130|XP_030386392.1|SLEB	LOC108147487|XP_017129531.1|DELE
OG0004707	LOC115628073|XP_030379906.1|SLEB	LOC108135265|XP_017111428.1|DELE
OG0004708	LOC115623418|XP_030373596.1|SLEB	LOC108141178|XP_017119897.1|DELE
OG0004709	LOC115620315|XP_030369367.1|SLEB	LOC108143847|XP_017123893.1|DELE
OG0004710	LOC115621925|XP_030371629.1|SLEB	LOC108139264|XP_017117440.1|DELE
OG0004711	LOC115621935|XP_030371642.1|SLEB	LOC108148643|XP_017131256.1|DELE
OG0004712	LOC115621463|XP_030370980.1|SLEB	LOC108139216|XP_017117357.1|DELE
OG0004713	LOC115620871|XP_030370204.1|SLEB	LOC108136833|XP_017113740.1|DELE
OG0004714	LOC115625545|XP_030376482.1|SLEB	LOC108136773|XP_017113623.1|DELE
OG0004715	LOC115625811|XP_030376856.1|SLEB	LOC108138845|XP_017116846.1|DELE
OG0004716	LOC115620236|XP_030369241.1|SLEB	LOC108136785|XP_017113635.1|DELE
OG0004717	LOC115627478|XP_030379016.1|SLEB	LOC108137289|XP_017114396.1|DELE
OG0004718	LOC115631531|XP_030384162.1|SLEB	LOC108134748|XP_017110677.1|DELE
OG0004719	LOC115620944|XP_030370320.1|SLEB	LOC108143939|XP_017124018.1|DELE
OG0004720	LOC115621393|XP_030370895.1|SLEB	LOC108136736|XP_017113565.1|DELE
OG0004721	LOC115621794|XP_030371427.1|SLEB	LOC108148649|XP_017131262.1|DELE
OG0004722	LOC115621848|XP_030371520.1|SLEB	LOC108148991|XP_017131822.1|DELE
OG0004723	LOC115627052|XP_030378456.1|SLEB	LOC108147735|XP_017129954.1|DELE
OG0004724	LOC115625206|XP_030376035.1|SLEB	LOC108135850|XP_017112230.1|DELE
OG0004725	LOC115625308|XP_030376187.1|SLEB	LOC108148642|XP_017131255.1|DELE
OG0004726	LOC115620335|XP_030369392.1|SLEB	LOC108147265|XP_017129159.1|DELE
OG0004727	LOC115621656|XP_030371221.1|SLEB	LOC108147275|XP_017129172.1|DELE
OG0004728	LOC115621223|XP_030370669.1|SLEB	LOC108134599|XP_017110451.1|DELE
OG0004729	LOC115633327|XP_030386620.1|SLEB	LOC108138449|XP_017116140.1|DELE
OG0004730	LOC115629010|XP_030381160.1|SLEB	LOC108150723|XP_017134509.1|DELE
OG0004731	LOC115621065|XP_030370450.1|SLEB	LOC108135765|XP_017112104.1|DELE
OG0004732	LOC115629445|XP_030381762.1|SLEB	LOC108135136|XP_017111233.1|DELE
OG0004733	LOC115621171|XP_030370594.1|SLEB	LOC108140715|XP_017119166.1|DELE
OG0004734	LOC115621140|XP_030370557.1|SLEB	LOC108144049|XP_017124180.1|DELE
OG0004735	LOC115621953|XP_030371660.1|SLEB	LOC108143117|XP_017122833.1|DELE
OG0004736	LOC115621738|XP_030371328.1|SLEB	LOC108147178|XP_017129007.1|DELE
OG0004737	LOC115620358|XP_030369422.1|SLEB	LOC108140981|XP_017119539.1|DELE
OG0004738	LOC115621153|XP_030370571.1|SLEB	LOC108141132|XP_017119843.1|DELE
OG0004739	LOC115620594|XP_030369764.1|SLEB	LOC108150377|XP_017134009.1|DELE
OG0004740	LOC115621244|XP_030370695.1|SLEB	LOC108142904|XP_017122480.1|DELE
OG0004741	LOC115621731|XP_030371321.1|SLEB	LOC108135776|XP_017112124.1|DELE
OG0004742	LOC115628004|XP_030379771.1|SLEB	LOC108145265|XP_017126027.1|DELE
OG0004743	LOC115620646|XP_030369854.1|SLEB	LOC108135820|XP_017112190.1|DELE
OG0004744	LOC115631748|XP_030384444.1|SLEB	LOC108138238|XP_017115858.1|DELE
OG0004745	LOC115624125|XP_030374580.1|SLEB	LOC108141098|XP_017119790.1|DELE
OG0004746	LOC115625197|XP_030376024.1|SLEB	LOC108140653|XP_017119072.1|DELE
OG0004747	LOC115625198|XP_030376025.1|SLEB	LOC108140654|XP_017119073.1|DELE
OG0004748	LOC115625126|XP_030375900.1|SLEB	LOC108140595|XP_017118989.1|DELE
OG0004749	LOC115620771|XP_030370037.1|SLEB	LOC108140576|XP_017118939.1|DELE
OG0004750	LOC115620903|XP_030370251.1|SLEB	LOC108144078|XP_017124217.1|DELE
OG0004751	LOC115621097|XP_030370494.1|SLEB	LOC108140677|XP_017119112.1|DELE
OG0004752	LOC115621554|XP_030371083.1|SLEB	LOC108148583|XP_017131118.1|DELE
OG0004753	LOC115621891|XP_030371579.1|SLEB	LOC108143011|XP_017122689.1|DELE
OG0004754	LOC115621669|XP_030371240.1|SLEB	LOC108148823|XP_017131568.1|DELE
OG0004755	LOC115620311|XP_030369357.1|SLEB	LOC108136918|XP_017113875.1|DELE
OG0004756	LOC115620310|XP_030369356.1|SLEB	LOC108136917|XP_017113874.1|DELE
OG0004757	LOC115621906|XP_030371596.1|SLEB	LOC108134801|XP_017110745.1|DELE
OG0004758	LOC115623515|XP_030373755.1|SLEB	LOC108136934|XP_017113898.1|DELE
OG0004759	LOC115621308|XP_030370780.1|SLEB	LOC108143938|XP_017124016.1|DELE
OG0004760	LOC115629456|XP_030381781.1|SLEB	LOC108139329|XP_017117528.1|DELE
OG0004761	LOC115621168|XP_030370590.1|SLEB	LOC108148268|XP_017130710.1|DELE
OG0004762	LOC115631323|XP_030383902.1|SLEB	LOC108135260|XP_017111418.1|DELE
OG0004763	LOC115620918|XP_030370275.1|SLEB	LOC108136701|XP_017113514.1|DELE
OG0004764	LOC115621753|XP_030371347.1|SLEB	LOC108139291|XP_017117477.1|DELE
OG0004765	LOC115625455|XP_030376363.1|SLEB	LOC108143017|XP_017122698.1|DELE
OG0004766	LOC115625317|XP_030376198.1|SLEB	LOC108143098|XP_017122807.1|DELE
OG0004767	LOC115621964|XP_030371672.1|SLEB	LOC108141223|XP_017119964.1|DELE
OG0004768	LOC115621405|XP_030370908.1|SLEB	LOC108141162|XP_017119878.1|DELE
OG0004769	LOC115625962|XP_030377064.1|SLEB	LOC108141724|XP_017120705.1|DELE
OG0004770	LOC115623550|XP_030373801.1|SLEB	LOC108136898|XP_017113844.1|DELE
OG0004771	LOC115620534|XP_030369664.1|SLEB	LOC108148751|XP_017131436.1|DELE
OG0004772	LOC115620399|XP_030369473.1|SLEB	LOC108143978|XP_017124077.1|DELE
OG0004773	LOC115622029|XP_030371748.1|SLEB	LOC108140491|XP_017118749.1|DELE
OG0004774	LOC115622030|XP_030371749.1|SLEB	LOC108140489|XP_017118728.1|DELE
OG0004775	LOC115621063|XP_030370448.1|SLEB	LOC108135779|XP_017112128.1|DELE
OG0004776	LOC115624343|XP_030374858.1|SLEB	LOC108145097|XP_017125778.1|DELE
OG0004777	LOC115628658|XP_030380686.1|SLEB	LOC108135463|XP_017111695.1|DELE
OG0004778	LOC115625858|XP_030376927.1|SLEB	LOC108149554|XP_017132680.1|DELE
OG0004779	LOC115620317|XP_030369369.1|SLEB	LOC108135470|XP_017111704.1|DELE
OG0004780	LOC115628543|XP_030380564.1|SLEB	LOC108138656|XP_017116486.1|DELE
OG0004781	LOC115621835|XP_030371504.1|SLEB	LOC108135800|XP_017112160.1|DELE
OG0004782	LOC115621391|XP_030370891.1|SLEB	LOC108136733|XP_017113559.1|DELE
OG0004783	LOC115629641|XP_030382003.1|SLEB	LOC108137129|XP_017114157.1|DELE
OG0004784	LOC115621830|XP_030371498.1|SLEB	LOC108148350|XP_017130854.1|DELE
OG0004785	LOC115621648|XP_030371209.1|SLEB	LOC108148217|XP_017130617.1|DELE
OG0004786	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB	LOC108148335|XP_017130826.1|DELE
OG0004787	LOC115621972|XP_030371682.1|SLEB	LOC108148419|XP_017130948.1|DELE
OG0004788	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB	LOC108148213|XP_017130611.1|DELE
OG0004789	LOC115621971|XP_030371681.1|SLEB	LOC108148210|XP_017130607.1|DELE
OG0004790	LOC115625359|XP_030376254.1|SLEB	LOC108148985|XP_017131815.1|DELE
OG0004791	LOC115621099|XP_030370497.1|SLEB	LOC108143013|XP_017122692.1|DELE
OG0004792	LOC115622017|XP_030371733.1|SLEB	LOC108135853|XP_017112235.1|DELE
OG0004793	LOC115621712|XP_030371281.1|SLEB	LOC108148544|XP_017131077.1|DELE
OG0004794	LOC115625091|XP_030375850.1|SLEB	LOC108139250|XP_017117415.1|DELE
OG0004795	LOC115620852|XP_030370156.1|SLEB	LOC108134698|XP_017110587.1|DELE
OG0004796	LOC115621349|XP_030370831.1|SLEB	LOC108135818|XP_017112183.1|DELE
OG0004797	LOC115625211|XP_030376041.1|SLEB	LOC108143975|XP_017124069.1|DELE
OG0004798	LOC115621252|XP_030370706.1|SLEB	LOC108148505|XP_017131031.1|DELE
OG0004799	LOC115620553|XP_030369699.1|SLEB	LOC108143874|XP_017123931.1|DELE
OG0004800	LOC115620712|XP_030369947.1|SLEB	LOC108139336|XP_017117540.1|DELE
OG0004801	LOC115623646|XP_030373952.1|SLEB	LOC108143878|XP_017123939.1|DELE
OG0004802	LOC115622033|XP_030371759.1|SLEB	LOC108140499|XP_017118764.1|DELE
OG0004803	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB	LOC108148672|XP_017131295.1|DELE
OG0004804	LOC115625586|XP_030376556.1|SLEB	LOC108141077|XP_017119739.1|DELE
OG0004805	LOC115625119|XP_030375888.1|SLEB	LOC108142980|XP_017122630.1|DELE
OG0004806	LOC115629681|XP_030382063.1|SLEB	LOC108136281|XP_017112855.1|DELE
OG0004807	LOC115628103|XP_030379944.1|SLEB	LOC108143986|XP_017124089.1|DELE
OG0004808	LOC115625194|XP_030376020.1|SLEB	LOC108135158|XP_017111269.1|DELE
OG0004809	LOC115620773|XP_030370041.1|SLEB	LOC108140616|XP_017119018.1|DELE
OG0004810	LOC115621396|XP_030370897.1|SLEB	LOC108140614|XP_017119017.1|DELE
OG0004811	LOC115633863|XP_030387215.1|SLEB	LOC108142768|XP_017122294.1|DELE
OG0004812	LOC115625216|XP_030376047.1|SLEB	LOC108142948|XP_017122559.1|DELE
OG0004813	LOC115621362|XP_030370846.1|SLEB	LOC108136964|XP_017113943.1|DELE
OG0004814	LOC115620806|XP_030370090.1|SLEB	LOC108139327|XP_017117526.1|DELE
OG0004815	LOC115629356|XP_030381669.1|SLEB	LOC108141101|XP_017119802.1|DELE
OG0004816	LOC115630205|XP_030382633.1|SLEB	LOC108136405|XP_017113003.1|DELE
OG0004817	LOC115630199|XP_030382627.1|SLEB	LOC108136552|XP_017113347.1|DELE
OG0004818	LOC115620440|XP_030369527.1|SLEB	LOC108144060|XP_017124194.1|DELE
OG0004819	LOC115620632|XP_030369822.1|SLEB	LOC108148623|XP_017131215.1|DELE
OG0004820	LOC115625362|XP_030376259.1|SLEB	LOC108135132|XP_017111229.1|DELE
OG0004821	LOC115621017|XP_030370397.1|SLEB	LOC108148748|XP_017131431.1|DELE
OG0004822	LOC115621912|XP_030371606.1|SLEB	LOC108139213|XP_017117353.1|DELE
OG0004823	LOC115620741|XP_030369988.1|SLEB	LOC108139205|XP_017117337.1|DELE
OG0004824	LOC115620743|XP_030369996.1|SLEB	LOC108139207|XP_017117342.1|DELE
OG0004825	LOC115628015|XP_030379804.1|SLEB	LOC108145314|XP_017126159.1|DELE
OG0004826	LOC115625581|XP_030376546.1|SLEB	LOC108148342|XP_017130843.1|DELE
OG0004827	LOC115621174|XP_030370598.1|SLEB	LOC108141164|XP_017119880.1|DELE
OG0004828	LOC115621798|XP_030371436.1|SLEB	LOC108135190|XP_017111303.1|DELE
OG0004829	LOC115620486|XP_030369579.1|SLEB	LOC108136989|XP_017113973.1|DELE
OG0004830	LOC115622047|XP_030371779.1|SLEB	LOC108134779|XP_017110716.1|DELE
OG0004831	LOC115632103|XP_030384945.1|SLEB	LOC108142607|XP_017122070.1|DELE
OG0004832	LOC115620790|XP_030370070.1|SLEB	LOC108135811|XP_017112176.1|DELE
OG0004833	LOC115625041|XP_030375749.1|SLEB	LOC108137494|XP_017114700.1|DELE
OG0004834	LOC115620947|XP_030370322.1|SLEB	LOC108135217|XP_017111333.1|DELE
OG0004835	LOC115621052|XP_030370432.1|SLEB	LOC108135622|XP_017111933.1|DELE
OG0004836	LOC115620950|XP_030370325.1|SLEB	LOC108148828|XP_017131581.1|DELE
OG0004837	LOC115633941|XP_030387319.1|SLEB	LOC108142812|XP_017122362.1|DELE
OG0004838	LOC115628780|XP_030380853.1|SLEB	LOC108150214|XP_017133727.1|DELE
OG0004839	LOC115628776|XP_030380847.1|SLEB	LOC108134842|XP_017110796.1|DELE
OG0004840	LOC115625097|XP_030375855.1|SLEB	LOC108136881|XP_017113821.1|DELE
OG0004841	LOC115626387|XP_030377606.1|SLEB	LOC108139076|XP_017117188.1|DELE
OG0004842	LOC115621146|XP_030370562.1|SLEB	LOC108148483|XP_017131006.1|DELE
OG0004843	LOC115620601|XP_030369774.1|SLEB	LOC108136752|XP_017113590.1|DELE
OG0004844	LOC115626766|XP_030378083.1|SLEB	LOC108138294|XP_017115939.1|DELE
OG0004845	LOC115623358|XP_030373503.1|SLEB	LOC108141083|XP_017119746.1|DELE
OG0004846	LOC115623229|XP_030373337.1|SLEB	LOC108134730|XP_017110624.1|DELE
OG0004847	LOC115631988|XP_030384774.1|SLEB	LOC108134727|XP_017110620.1|DELE
OG0004848	LOC115620205|XP_030369200.1|SLEB	LOC108135431|XP_017111660.1|DELE
OG0004849	LOC115631947|XP_030384661.1|SLEB	LOC108149373|XP_017132369.1|DELE
OG0004850	LOC115629444|XP_030381757.1|SLEB	LOC108148253|XP_017130657.1|DELE
OG0004851	LOC115629450|XP_030381774.1|SLEB	LOC108148195|XP_017130590.1|DELE
OG0004852	LOC115623605|XP_030373880.1|SLEB	LOC108148386|XP_017130901.1|DELE
OG0004853	LOC115629423|XP_030381742.1|SLEB	LOC108145220|XP_017125964.1|DELE
OG0004854	LOC115633142|XP_030386409.1|SLEB	LOC108146847|XP_017128538.1|DELE
OG0004855	LOC115632767|XP_030385876.1|SLEB	LOC108150348|XP_017133968.1|DELE
OG0004856	LOC115633150|XP_030386420.1|SLEB	LOC108142188|XP_017121361.1|DELE
OG0004857	LOC115632979|XP_030386150.1|SLEB	LOC108146283|XP_017127713.1|DELE
OG0004858	LOC115632096|XP_030384938.1|SLEB	LOC108142651|XP_017122138.1|DELE
OG0004859	LOC115632392|XP_030385382.1|SLEB	LOC108142766|XP_017122292.1|DELE
OG0004860	LOC115632123|XP_030384987.1|SLEB	LOC108146101|XP_017127418.1|DELE
OG0004861	LOC115622892|XP_030372854.1|SLEB	LOC108150213|XP_017133721.1|DELE
OG0004862	LOC115623112|XP_030373179.1|SLEB	LOC108150218|XP_017133738.1|DELE
OG0004863	LOC115628376|XP_030380315.1|SLEB	LOC108147475|XP_017129513.1|DELE
OG0004864	LOC115622244|XP_030372001.1|SLEB	LOC108146406|XP_017127896.1|DELE
OG0004865	LOC115620769|XP_030370034.1|SLEB	LOC108137384|XP_017114533.1|DELE
OG0004866	LOC115632494|XP_030385531.1|SLEB	LOC108146876|XP_017128597.1|DELE
OG0004867	LOC115619999|XP_030368948.1|SLEB	LOC108144497|XP_017124918.1|DELE
OG0004868	LOC115620001|XP_030368950.1|SLEB	LOC108134671|XP_017110556.1|DELE
OG0004869	LOC115633848|XP_030387200.1|SLEB	LOC108145094|XP_017125775.1|DELE
OG0004870	LOC115621242|XP_030370697.1|SLEB	LOC108145069|XP_017125737.1|DELE
OG0004871	LOC115619982|XP_030368882.1|SLEB	LOC108144726|XP_017125312.1|DELE
OG0004872	LOC115634788|XP_030388556.1|SLEB	LOC108141315|XP_017120073.1|DELE
OG0004873	LOC115631089|XP_030383597.1|SLEB	LOC108149511|XP_017132627.1|DELE
OG0004874	LOC115623752|XP_030374146.1|SLEB	LOC108147130|XP_017128910.1|DELE
OG0004875	LOC115628767|XP_030380842.1|SLEB	LOC108136469|XP_017113155.1|DELE
OG0004876	LOC115627085|XP_030378495.1|SLEB	LOC108137322|XP_017114438.1|DELE
OG0004877	LOC115627860|XP_030379581.1|SLEB	LOC108135502|XP_017111735.1|DELE
OG0004878	LOC115633649|XP_030386951.1|SLEB	LOC108149669|XP_017132904.1|DELE
OG0004879	LOC115633632|XP_030386930.1|SLEB	LOC108144499|XP_017124921.1|DELE
OG0004880	LOC115633865|XP_030387220.1|SLEB	LOC108146716|XP_017128293.1|DELE
OG0004881	LOC115624674|XP_030375331.1|SLEB	LOC108142609|XP_017122072.1|DELE
OG0004882	LOC115633149|XP_030386419.1|SLEB	LOC108146920|XP_017128653.1|DELE
OG0004883	LOC115632404|XP_030385399.1|SLEB	LOC108145921|XP_017127096.1|DELE
OG0004884	LOC115634744|XP_030388491.1|SLEB	LOC108144337|XP_017124535.1|DELE
OG0004885	LOC115633799|XP_030387142.1|SLEB	LOC108144990|XP_017125637.1|DELE
OG0004886	LOC115631349|XP_030383929.1|SLEB	LOC108141473|XP_017120367.1|DELE
OG0004887	LOC115632114|XP_030384971.1|SLEB	LOC108148560|XP_017131099.1|DELE
OG0004888	LOC115634508|XP_030388134.1|SLEB	LOC108145167|XP_017125887.1|DELE
OG0004889	LOC115620329|XP_030369397.1|SLEB	LOC108141481|XP_017120382.1|DELE
OG0004890	LOC115627797|XP_030379488.1|SLEB	LOC108144718|XP_017125303.1|DELE
OG0004891	LOC115629265|XP_030381549.1|SLEB	LOC108150033|XP_017133485.1|DELE
OG0004892	LOC115633970|XP_030387351.1|SLEB	LOC108139034|XP_017117136.1|DELE
OG0004893	LOC115629944|XP_030382452.1|SLEB	LOC108134630|XP_017110505.1|DELE
OG0004894	LOC115634805|XP_030388577.1|SLEB	LOC108145038|XP_017125712.1|DELE
OG0004895	LOC115633311|XP_030386604.1|SLEB	LOC108143525|XP_017123499.1|DELE
OG0004896	LOC115626833|XP_030378177.1|SLEB	LOC108145156|XP_017125864.1|DELE
OG0004897	LOC115624567|XP_030375159.1|SLEB	LOC108145176|XP_017125900.1|DELE
OG0004898	LOC115619989|XP_030368922.1|SLEB	LOC108144326|XP_017124520.1|DELE
OG0004899	LOC115619944|XP_030368831.1|SLEB	LOC108144351|XP_017124589.1|DELE
OG0004900	LOC115628005|XP_030379787.1|SLEB	LOC108141467|XP_017120362.1|DELE
OG0004901	LOC115628933|XP_030381069.1|SLEB	LOC108141536|XP_017120463.1|DELE
OG0004902	LOC115622200|XP_030371954.1|SLEB	LOC108146244|XP_017127667.1|DELE
OG0004903	LOC115634353|XP_030387871.1|SLEB	LOC108149075|XP_017131933.1|DELE
OG0004904	LOC115620239|XP_030369246.1|SLEB	LOC108137020|XP_017114009.1|DELE
OG0004905	LOC115620009|XP_030368968.1|SLEB	LOC108149608|XP_017132797.1|DELE
OG0004906	LOC115632445|XP_030385451.1|SLEB	LOC108142664|XP_017122155.1|DELE
OG0004907	LOC115632385|XP_030385374.1|SLEB	LOC108146964|XP_017128710.1|DELE
OG0004908	LOC115632334|XP_030385299.1|SLEB	LOC108142618|XP_017122090.1|DELE
OG0004909	LOC115633072|XP_030386303.1|SLEB	LOC108142400|XP_017121729.1|DELE
OG0004910	LOC115633071|XP_030386301.1|SLEB	LOC108142397|XP_017121726.1|DELE
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC108146227|XP_017127640.1|DELE
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC108142665|XP_017122159.1|DELE
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC108145471|XP_017126410.1|DELE
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC108145498|XP_017126446.1|DELE
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC108144627|XP_017125145.1|DELE
OG0004916	LOC115620053|XP_030369046.1|SLEB	LOC108137965|XP_017115420.1|DELE
OG0004917	LOC115624975|XP_030375687.1|SLEB	LOC108150236|XP_017133782.1|DELE
OG0004918	LOC115624972|XP_030375683.1|SLEB	LOC108150235|XP_017133780.1|DELE
OG0004919	LOC115621374|XP_030370861.1|SLEB	LOC108142962|XP_017122597.1|DELE
OG0004920	LOC115623162|XP_030373237.1|SLEB	LOC108142792|XP_017122330.1|DELE
OG0004921	LOC115628223|XP_030380079.1|SLEB	LOC108142563|XP_017121993.1|DELE
OG0004922	LOC115633155|XP_030386425.1|SLEB	LOC108147513|XP_017129578.1|DELE
