Orthogroup	SLEB.longest_only	DSER.longest_only
OG0006087	LOC115622919|XP_030372906.1|SLEB	LOC110179028|XP_020802042.1|DSER
OG0006088	LOC115632512|XP_030385563.1|SLEB	LOC110178926|XP_020801873.1|DSER
OG0006089	LOC115627336|XP_030378841.1|SLEB	LOC110180455|XP_020803789.1|DSER
OG0006090	LOC115622865|XP_030372810.1|SLEB	LOC110188219|XP_020813519.1|DSER, LOC110191350|XP_020817857.1|DSER
OG0006091	LOC115622571|XP_030372410.1|SLEB	LOC110190578|XP_020816825.1|DSER
OG0006092	LOC115629868|XP_030382320.1|SLEB	LOC110181516|XP_020804948.1|DSER
OG0006093	LOC115633881|XP_030387245.1|SLEB	LOC110189448|XP_020815180.1|DSER
OG0006094	LOC115622185|XP_030371935.1|SLEB	LOC110179010|XP_020802009.1|DSER
OG0006095	LOC115624332|XP_030374828.1|SLEB	LOC110189001|XP_020814612.1|DSER
OG0006096	LOC115634760|XP_030388511.1|SLEB	LOC110178044|XP_020800720.1|DSER
OG0006097	LOC115622882|XP_030372835.1|SLEB	LOC110185208|XP_020809592.1|DSER
OG0006098	LOC115630986|XP_030383428.1|SLEB	LOC110187501|XP_020812553.1|DSER
OG0006099	LOC115634238|XP_030387690.1|SLEB	LOC110177711|XP_020800211.1|DSER
OG0006100	LOC115624861|XP_030375567.1|SLEB	LOC110177744|XP_020800266.1|DSER
OG0006101	LOC115631494|XP_030384114.1|SLEB	LOC110183333|XP_020807239.1|DSER
OG0006102	LOC115623124|XP_030373193.1|SLEB	LOC110180366|XP_020803695.1|DSER
OG0006103	LOC115626965|XP_030378339.1|SLEB	LOC110181631|XP_020805097.1|DSER
OG0006104	LOC115629664|XP_030382039.1|SLEB	LOC110183532|XP_020807488.1|DSER
OG0006105	LOC115629637|XP_030381999.1|SLEB	LOC110183518|XP_020807464.1|DSER
OG0006106	LOC115624703|XP_030375378.1|SLEB	LOC110177518|XP_020799933.1|DSER
OG0006107	LOC115620047|XP_030369028.1|SLEB	LOC110179245|XP_020802362.1|DSER
OG0006108	LOC115627772|XP_030379430.1|SLEB	LOC110178846|XP_020801765.1|DSER
OG0006109	LOC115632286|XP_030385239.1|SLEB	LOC110190415|XP_020816541.1|DSER
OG0006110	LOC115627694|XP_030379300.1|SLEB	LOC110185229|XP_020809622.1|DSER
OG0006111	LOC115627745|XP_030379384.1|SLEB	LOC110179202|XP_020802279.1|DSER
OG0006112	LOC115633624|XP_030386916.1|SLEB	LOC110191635|XP_020818185.1|DSER
OG0006113	LOC115632419|XP_030385418.1|SLEB	LOC110190073|XP_020816037.1|DSER
OG0006114	LOC115620676|XP_030369901.1|SLEB	LOC110186597|XP_020811484.1|DSER
OG0006115	LOC115631200|XP_030383750.1|SLEB	LOC110178243|XP_020800952.1|DSER
OG0006116	LOC115633843|XP_030387193.1|SLEB	LOC110176344|XP_020798332.1|DSER
OG0006117	LOC115630836|XP_030383346.1|SLEB	LOC110176337|XP_020798318.1|DSER
OG0006118	LOC115623486|XP_030373720.1|SLEB	LOC110182581|XP_020806290.1|DSER
OG0006119	LOC115627887|XP_030379636.1|SLEB	LOC110189519|XP_020815304.1|DSER
OG0006120	LOC115626803|XP_030378132.1|SLEB	LOC110189865|XP_020815746.1|DSER
OG0006121	LOC115624712|XP_030375395.1|SLEB	LOC110190104|XP_020816071.1|DSER
OG0006122	LOC115627808|XP_030379497.1|SLEB	LOC110187521|XP_020812576.1|DSER
OG0006123	LOC115627615|XP_030379210.1|SLEB	LOC110178001|XP_020800664.1|DSER
OG0006124	LOC115625497|XP_030376416.1|SLEB	LOC110176448|XP_020798457.1|DSER
OG0006125	LOC115622503|XP_030372311.1|SLEB	LOC110177482|XP_020799888.1|DSER
OG0006126	LOC115623275|XP_030373413.1|SLEB	LOC110190543|XP_020816749.1|DSER
OG0006127	LOC115624566|XP_030375155.1|SLEB	LOC110176165|XP_020798061.1|DSER
OG0006128	LOC115624997|XP_030375732.1|SLEB	LOC110176208|XP_020798130.1|DSER
OG0006129	LOC115624623|XP_030375237.1|SLEB	LOC110176155|XP_020798051.1|DSER
OG0006130	LOC115628172|XP_030380017.1|SLEB	LOC110176192|XP_020798101.1|DSER
OG0006131	LOC115624612|XP_030375222.1|SLEB	LOC110176259|XP_020798230.1|DSER
OG0006132	LOC115624789|XP_030375492.1|SLEB	LOC110176262|XP_020798234.1|DSER
OG0006133	LOC115628173|XP_030380020.1|SLEB	LOC110176193|XP_020798103.1|DSER
OG0006134	LOC115632542|XP_030385614.1|SLEB	LOC110176289|XP_020798268.1|DSER
OG0006135	LOC115624514|XP_030375086.1|SLEB	LOC110176136|XP_020798031.1|DSER
OG0006136	LOC115622504|XP_030372314.1|SLEB	LOC110177483|XP_020799891.1|DSER
OG0006137	LOC115624924|XP_030375635.1|SLEB	LOC110176251|XP_020798214.1|DSER
OG0006138	LOC115634181|XP_030387626.1|SLEB	LOC110178459|XP_020801259.1|DSER
OG0006139	LOC115621976|XP_030371690.1|SLEB	LOC110178238|XP_020800948.1|DSER
OG0006140	LOC115619952|XP_030368841.1|SLEB	LOC110175989|XP_020797846.1|DSER
OG0006141	LOC115623703|XP_030374068.1|SLEB	LOC110186841|XP_020812069.1|DSER
OG0006142	LOC115633785|XP_030387121.1|SLEB	LOC110185286|XP_020809693.1|DSER
OG0006143	LOC115622598|XP_030372456.1|SLEB	LOC110177510|XP_020799923.1|DSER
OG0006144	LOC115622727|XP_030372627.1|SLEB	LOC110190882|XP_020817197.1|DSER
OG0006145	LOC115623166|XP_030373241.1|SLEB	LOC110189950|XP_020815897.1|DSER
OG0006146	LOC115625654|XP_030376641.1|SLEB	LOC110183841|XP_020807851.1|DSER
OG0006147	LOC115625330|XP_030376214.1|SLEB	LOC110191091|XP_020817494.1|DSER
OG0006148	LOC115629404|XP_030381725.1|SLEB	LOC110178545|XP_020801363.1|DSER, LOC110184621|XP_020808874.1|DSER
OG0006149	LOC115622599|XP_030372458.1|SLEB	LOC110177502|XP_020799914.1|DSER
OG0006150	LOC115622597|XP_030372455.1|SLEB	LOC110177500|XP_020799912.1|DSER
OG0006151	LOC115625724|XP_030376732.1|SLEB	LOC110183208|XP_020807080.1|DSER
OG0006152	LOC115628200|XP_030380054.1|SLEB	LOC110190526|XP_020816731.1|DSER
OG0006153	LOC115631418|XP_030384007.1|SLEB	LOC110176539|XP_020798591.1|DSER
OG0006154	LOC115623915|XP_030374331.1|SLEB	LOC110186782|XP_020811714.1|DSER
OG0006155	LOC115625110|XP_030375876.1|SLEB	LOC110191051|XP_020817436.1|DSER
OG0006156	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB	LOC110188225|XP_020813531.1|DSER
OG0006157	LOC115626749|XP_030378065.1|SLEB	LOC110191513|XP_020818039.1|DSER, LOC110176441|XP_020798448.1|DSER
OG0006158	LOC115632458|XP_030385474.1|SLEB	LOC110181257|XP_020804621.1|DSER
OG0006159	LOC115634016|XP_030387402.1|SLEB	LOC110189199|XP_020814829.1|DSER
OG0006160	LOC115625884|XP_030376967.1|SLEB	LOC110191494|XP_020818017.1|DSER
OG0006161	LOC115624083|XP_030374536.1|SLEB	LOC110177087|XP_020799273.1|DSER
OG0006162	LOC115627976|XP_030379732.1|SLEB	LOC110185481|XP_020810014.1|DSER, LOC110185442|XP_020809925.1|DSER
OG0006163	LOC115634742|XP_030388490.1|SLEB	LOC110189206|XP_020814837.1|DSER
OG0006165	LOC115624820|XP_030375528.1|SLEB	LOC110177514|XP_020799929.1|DSER
OG0006166	LOC115625902|XP_030376992.1|SLEB	LOC110176943|XP_020799103.1|DSER
OG0006167	LOC115620043|XP_030369022.1|SLEB	LOC110176790|XP_020798886.1|DSER, LOC110176791|XP_020798887.1|DSER, LOC110189455|XP_020815188.1|DSER
OG0006168	LOC115628849|XP_030380958.1|SLEB	LOC110181560|XP_020805005.1|DSER
OG0006169	LOC115627338|XP_030378843.1|SLEB	LOC110180456|XP_020803791.1|DSER
OG0006170	LOC115629416|XP_030381735.1|SLEB	LOC110179337|XP_020802500.1|DSER
OG0006171	LOC115629174|XP_030381408.1|SLEB, LOC115629173|XP_030381407.1|SLEB	LOC110190258|XP_020816280.1|DSER
OG0006173	LOC115631529|XP_030384159.1|SLEB	LOC110185854|XP_020810522.1|DSER
OG0006174	LOC115622313|XP_030372079.1|SLEB	LOC110190892|XP_020817210.1|DSER
OG0006177	LOC115623130|XP_030373199.1|SLEB	LOC110189077|XP_020814707.1|DSER
OG0006181	LOC115620349|XP_030369410.1|SLEB	LOC110188701|XP_020814166.1|DSER
OG0006182	LOC115621634|XP_030371195.1|SLEB	LOC110188605|XP_020814027.1|DSER
OG0006183	LOC115621637|XP_030371198.1|SLEB	LOC110186462|XP_020811309.1|DSER
OG0006184	LOC115620874|XP_030370210.1|SLEB	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC115620434|XP_030369522.1|SLEB	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC115622046|XP_030371778.1|SLEB	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC115621534|XP_030371060.1|SLEB	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC115628802|XP_030380870.1|SLEB	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC115628803|XP_030380875.1|SLEB	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC115621893|XP_030371582.1|SLEB	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC115621216|XP_030370659.1|SLEB	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC115626732|XP_030378037.1|SLEB	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC115629098|XP_030381278.1|SLEB	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC115627801|XP_030379490.1|SLEB	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC115629863|XP_030382311.1|SLEB	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC115628090|XP_030379927.1|SLEB	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC115627723|XP_030379331.1|SLEB	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC115626949|XP_030378325.1|SLEB	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC115621845|XP_030371517.1|SLEB	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC115620383|XP_030369451.1|SLEB	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC115627648|XP_030379240.1|SLEB	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC115627586|XP_030379170.1|SLEB	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC115633268|XP_030386533.1|SLEB	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC115625337|XP_030376222.1|SLEB	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC115627582|XP_030379165.1|SLEB	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC115629108|XP_030381293.1|SLEB	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC115628599|XP_030380642.1|SLEB	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC115632641|XP_030385731.1|SLEB	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC115633266|XP_030386531.1|SLEB	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC115633419|XP_030386738.1|SLEB	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC115631183|XP_030383733.1|SLEB	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC115631182|XP_030383732.1|SLEB	LOC110184951|XP_020809258.1|DSER
OG0006213	LOC115621042|XP_030370423.1|SLEB	LOC110187951|XP_020813127.1|DSER
OG0006214	LOC115628028|XP_030379827.1|SLEB	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC115626860|XP_030378223.1|SLEB	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC115625204|XP_030376030.1|SLEB	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC115628724|XP_030380784.1|SLEB	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC115625753|XP_030376768.1|SLEB	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC115626688|XP_030377976.1|SLEB	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC115626818|XP_030378158.1|SLEB	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC115625252|XP_030376105.1|SLEB	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC115625271|XP_030376133.1|SLEB	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC115629317|XP_030381627.1|SLEB	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC115628754|XP_030380824.1|SLEB	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC115628879|XP_030380995.1|SLEB	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC115629182|XP_030381426.1|SLEB	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC115627465|XP_030378997.1|SLEB	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC115622481|XP_030372289.1|SLEB	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC115627998|XP_030379755.1|SLEB	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC115629836|XP_030382272.1|SLEB	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC115633339|XP_030386631.1|SLEB	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC115627091|XP_030378503.1|SLEB	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC115627211|XP_030378691.1|SLEB	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC115629799|XP_030382221.1|SLEB	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC115627818|XP_030379508.1|SLEB	LOC110182089|XP_020805730.1|DSER
OG0006236	LOC115621679|XP_030371248.1|SLEB, LOC115629885|XP_030382344.1|SLEB	LOC110185525|XP_020810081.1|DSER
OG0006237	LOC115627710|XP_030379318.1|SLEB	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC115627720|XP_030379329.1|SLEB	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC115627562|XP_030379143.1|SLEB	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC115621575|XP_030371125.1|SLEB	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC115629798|XP_030382220.1|SLEB	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC115627197|XP_030378671.1|SLEB	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC115620400|XP_030369475.1|SLEB	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC115625157|XP_030375945.1|SLEB	LOC110190941|XP_020817273.1|DSER
OG0006245	LOC115621664|XP_030371232.1|SLEB	LOC110188227|XP_020813533.1|DSER
OG0006246	LOC115629152|XP_030381376.1|SLEB	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC115627558|XP_030379140.1|SLEB	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC115628685|XP_030380719.1|SLEB	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC115630564|XP_030383038.1|SLEB	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC115626776|XP_030378100.1|SLEB	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC115621152|XP_030370570.1|SLEB	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC115621151|XP_030370569.1|SLEB	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC115633360|XP_030386660.1|SLEB	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC115632198|XP_030385104.1|SLEB	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC115621270|XP_030370730.1|SLEB	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC115629794|XP_030382213.1|SLEB	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC115633353|XP_030386649.1|SLEB	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC115633379|XP_030386682.1|SLEB	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC115621130|XP_030370540.1|SLEB	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC115627146|XP_030378584.1|SLEB	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC115631114|XP_030383634.1|SLEB	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC115629579|XP_030381931.1|SLEB	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC115627449|XP_030378974.1|SLEB	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC115628747|XP_030380813.1|SLEB	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC115622455|XP_030372262.1|SLEB	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC115628669|XP_030380698.1|SLEB	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC115627404|XP_030378918.1|SLEB	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC115633837|XP_030387188.1|SLEB	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC115620721|XP_030369960.1|SLEB	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC115627973|XP_030379728.1|SLEB	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC115620822|XP_030370112.1|SLEB	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC115633347|XP_030386640.1|SLEB	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC115634300|XP_030387813.1|SLEB	LOC110189776|XP_020815659.1|DSER
OG0006274	LOC115633335|XP_030386628.1|SLEB	LOC110184207|XP_020808313.1|DSER
OG0006275	LOC115627067|XP_030378474.1|SLEB	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC115628234|XP_030380108.1|SLEB	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC115630667|XP_030383173.1|SLEB	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC115628731|XP_030380795.1|SLEB	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC115633308|XP_030386592.1|SLEB	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC115627665|XP_030379267.1|SLEB	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC115627713|XP_030379320.1|SLEB	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC115629251|XP_030381528.1|SLEB	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC115620597|XP_030369770.1|SLEB	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC115632184|XP_030385079.1|SLEB	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER
OG0006285	LOC115621965|XP_030371673.1|SLEB	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC115620658|XP_030369869.1|SLEB	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC115633310|XP_030386600.1|SLEB	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC115621518|XP_030371043.1|SLEB	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC115621654|XP_030371218.1|SLEB	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC115627729|XP_030379344.1|SLEB	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC115631537|XP_030384169.1|SLEB	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC115626716|XP_030378019.1|SLEB	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC115632377|XP_030385358.1|SLEB	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC115629097|XP_030381275.1|SLEB	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC115628964|XP_030381100.1|SLEB	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC115629653|XP_030382024.1|SLEB	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC115627113|XP_030378539.1|SLEB	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC115629793|XP_030382212.1|SLEB	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC115626878|XP_030378248.1|SLEB	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC115627124|XP_030378553.1|SLEB	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC115627266|XP_030378754.1|SLEB	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC115626704|XP_030377997.1|SLEB	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC115620027|XP_030368990.1|SLEB	LOC110177837|XP_020800442.1|DSER
OG0006304	LOC115620545|XP_030369688.1|SLEB	LOC110184188|XP_020808265.1|DSER
OG0006305	LOC115621310|XP_030370784.1|SLEB	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC115620811|XP_030370095.1|SLEB	LOC110190986|XP_020817353.1|DSER
OG0006307	LOC115620528|XP_030369657.1|SLEB	LOC110176538|XP_020798587.1|DSER
OG0006308	LOC115627254|XP_030378741.1|SLEB	LOC110179094|XP_020802139.1|DSER
OG0006309	LOC115629155|XP_030381382.1|SLEB	LOC110181608|XP_020805065.1|DSER
OG0006310	LOC115621394|XP_030370896.1|SLEB	LOC110186491|XP_020811341.1|DSER
OG0006311	LOC115626991|XP_030378366.1|SLEB	LOC110182202|XP_020805882.1|DSER
OG0006312	LOC115626680|XP_030377967.1|SLEB	LOC110182201|XP_020805881.1|DSER
OG0006313	LOC115626756|XP_030378073.1|SLEB	LOC110184310|XP_020808456.1|DSER
OG0006314	LOC115629277|XP_030381566.1|SLEB	LOC110181683|XP_020805183.1|DSER
OG0006315	LOC115621084|XP_030370474.1|SLEB	LOC110186646|XP_020811564.1|DSER
OG0006316	LOC115626736|XP_030378045.1|SLEB	LOC110180354|XP_020803675.1|DSER
OG0006317	LOC115627551|XP_030379128.1|SLEB	LOC110184591|XP_020808841.1|DSER
OG0006318	LOC115629151|XP_030381374.1|SLEB	LOC110181680|XP_020805179.1|DSER
OG0006319	LOC115623476|XP_030373708.1|SLEB	LOC110189276|XP_020814954.1|DSER
OG0006320	LOC115627911|XP_030379666.1|SLEB	LOC110179063|XP_020802084.1|DSER
OG0006322	LOC115633408|XP_030386711.1|SLEB	LOC110176098|XP_020797996.1|DSER
OG0006323	LOC115627410|XP_030378930.1|SLEB	LOC110181900|XP_020805490.1|DSER
OG0006324	LOC115627105|XP_030378528.1|SLEB	LOC110180093|XP_020803374.1|DSER
OG0006325	LOC115620548|XP_030369690.1|SLEB	LOC110177166|XP_020799411.1|DSER
OG0006326	LOC115628681|XP_030380714.1|SLEB	LOC110176146|XP_020798042.1|DSER
OG0006327	LOC115620894|XP_030370237.1|SLEB	LOC110186451|XP_020811295.1|DSER
OG0006328	LOC115620956|XP_030370332.1|SLEB	LOC110177333|XP_020799675.1|DSER
OG0006329	LOC115627505|XP_030379058.1|SLEB	LOC110182525|XP_020806231.1|DSER
OG0006330	LOC115621913|XP_030371607.1|SLEB	LOC110189646|XP_020815451.1|DSER
OG0006331	LOC115633286|XP_030386555.1|SLEB	LOC110179397|XP_020802581.1|DSER
OG0006332	LOC115628851|XP_030380961.1|SLEB	LOC110187112|XP_020812181.1|DSER
OG0006333	LOC115627068|XP_030378475.1|SLEB	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC115628965|XP_030381101.1|SLEB	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC115620330|XP_030369386.1|SLEB	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC115627224|XP_030378706.1|SLEB	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC115627920|XP_030379675.1|SLEB	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC115620576|XP_030369737.1|SLEB	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC115627110|XP_030378533.1|SLEB	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC115627079|XP_030378487.1|SLEB	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC115627814|XP_030379505.1|SLEB	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC115628030|XP_030379831.1|SLEB	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC115627964|XP_030379718.1|SLEB	LOC110176094|XP_020797993.1|DSER
OG0006344	LOC115627262|XP_030378750.1|SLEB	LOC110180638|XP_020803990.1|DSER
OG0006345	LOC115621627|XP_030371184.1|SLEB	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC115620687|XP_030369915.1|SLEB	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC115625085|XP_030375836.1|SLEB	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC115633216|XP_030386461.1|SLEB	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC115628662|XP_030380690.1|SLEB	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC115620208|XP_030369204.1|SLEB	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC115629584|XP_030381937.1|SLEB	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC115633294|XP_030386566.1|SLEB	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC115621454|XP_030370969.1|SLEB	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC115620895|XP_030370239.1|SLEB	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC115629113|XP_030381302.1|SLEB	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC115626815|XP_030378151.1|SLEB	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC115627450|XP_030378975.1|SLEB	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC115628314|XP_030380228.1|SLEB	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC115620415|XP_030369498.1|SLEB	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC115629364|XP_030381679.1|SLEB	LOC110181918|XP_020805513.1|DSER
OG0006361	LOC115623990|XP_030374421.1|SLEB	LOC110191772|XP_020818376.1|DSER
OG0006362	LOC115628847|XP_030380953.1|SLEB	LOC110179512|XP_020802748.1|DSER
OG0006363	LOC115633235|XP_030386489.1|SLEB	LOC110181776|XP_020805313.1|DSER
OG0006364	LOC115631385|XP_030383967.1|SLEB	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC115627548|XP_030379124.1|SLEB	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC115627581|XP_030379164.1|SLEB	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC115627673|XP_030379275.1|SLEB	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC115621764|XP_030371357.1|SLEB	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC115621826|XP_030371482.1|SLEB	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC115629594|XP_030381945.1|SLEB	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC115621444|XP_030370958.1|SLEB	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC115621562|XP_030371102.1|SLEB	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC115628716|XP_030380770.1|SLEB	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC115626847|XP_030378205.1|SLEB	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC115628834|XP_030380933.1|SLEB	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC115627709|XP_030379317.1|SLEB	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC115627512|XP_030379066.1|SLEB	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC115621167|XP_030370589.1|SLEB	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC115627003|XP_030378379.1|SLEB	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC115633261|XP_030386526.1|SLEB	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC115629640|XP_030382002.1|SLEB	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC115629257|XP_030381538.1|SLEB	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC115627492|XP_030379039.1|SLEB	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC115627517|XP_030379071.1|SLEB	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC115621894|XP_030371583.1|SLEB	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC115626146|XP_030377270.1|SLEB	LOC110186034|XP_020810730.1|DSER
