Orthogroup	SLEB.longest_only	DANA.longest_only
OG0005411	LOC115634806|XP_030388578.1|SLEB	LOC6495704|XP_001959406.1|DANA
OG0005412	LOC115629037|XP_030381202.1|SLEB	LOC6495711|XP_001959417.1|DANA
OG0005413	LOC115634107|XP_030387525.1|SLEB	LOC6495773|XP_001959544.1|DANA
OG0005414	LOC115628885|XP_030381001.1|SLEB	LOC6503029|XP_001963378.1|DANA
OG0005415	LOC115633256|XP_030386519.1|SLEB	LOC6502271|XP_032309375.1|DANA
OG0005416	LOC115627402|XP_030378920.1|SLEB	LOC6494577|XP_001960069.1|DANA
OG0005417	LOC115622926|XP_030372911.1|SLEB	LOC6497619|XP_001961699.1|DANA
OG0005418	LOC115628486|XP_030380474.1|SLEB	LOC6498161|XP_001962208.1|DANA
OG0005419	LOC115631108|XP_030383627.1|SLEB	LOC6498595|XP_001963128.1|DANA
OG0005420	LOC115626048|XP_030377160.1|SLEB	LOC6498238|XP_001962366.1|DANA
OG0005421	LOC115631384|XP_030383966.1|SLEB	LOC6498301|XP_032307611.1|DANA
OG0005422	LOC115627238|XP_030378721.1|SLEB	LOC6501820|XP_001966861.1|DANA
OG0005423	LOC115625854|XP_030376920.1|SLEB	LOC6505412|XP_001964884.1|DANA
OG0005424	LOC115620082|XP_030369124.1|SLEB	LOC6495589|XP_001959155.1|DANA
OG0005425	LOC115627829|XP_030379528.1|SLEB	LOC6502031|XP_032308622.1|DANA
OG0005426	LOC115619979|XP_030368878.1|SLEB	LOC6495933|XP_001959877.1|DANA
OG0005427	LOC115625972|XP_030377076.1|SLEB	LOC6498026|XP_001961918.1|DANA
OG0005428	LOC115626270|XP_030377445.1|SLEB	LOC6497338|XP_001962294.1|DANA
OG0005429	LOC115625885|XP_030376964.1|SLEB	LOC6504207|XP_001965155.1|DANA
OG0005430	LOC115625883|XP_030376961.1|SLEB	LOC6506339|XP_032310996.1|DANA
OG0005431	LOC115625863|XP_030376934.1|SLEB	LOC6504194|XP_032311252.1|DANA
OG0005432	LOC115626275|XP_030377458.1|SLEB	LOC6505413|XP_001966910.2|DANA
OG0005433	LOC115633868|XP_030387229.1|SLEB	LOC6495959|XP_001959934.1|DANA
OG0005434	LOC115626298|XP_030377485.1|SLEB	LOC6496696|XP_032309174.1|DANA
OG0005435	LOC115626335|XP_030377540.1|SLEB	LOC26514146|XP_032309149.1|DANA
OG0005436	LOC115626334|XP_030377539.1|SLEB	LOC6505391|XP_001966904.2|DANA
OG0005437	LOC115620941|XP_030370312.1|SLEB	LOC6499863|XP_001953747.1|DANA
OG0005438	LOC115632029|XP_030384835.1|SLEB	LOC6497884|XP_001961644.1|DANA
OG0005439	LOC115621540|XP_030371066.1|SLEB	LOC6500171|XP_032305776.1|DANA
OG0005440	LOC115631301|XP_030383875.1|SLEB	LOC6497850|XP_001961568.2|DANA
OG0005441	LOC115631760|XP_030384454.1|SLEB	LOC6498459|XP_001962870.1|DANA
OG0005442	LOC115631628|XP_030384295.1|SLEB	LOC6498073|XP_001962025.1|DANA
OG0005443	LOC115631686|XP_030384363.1|SLEB	LOC6498570|XP_001963090.2|DANA
OG0005444	LOC115631509|XP_030384134.1|SLEB	LOC6507456|XP_001965382.1|DANA
OG0005445	LOC115630635|XP_030383131.1|SLEB	LOC6498625|XP_001963180.1|DANA
OG0005446	LOC115633896|XP_030387260.1|SLEB	LOC6498144|XP_001962170.1|DANA
OG0005447	LOC115630599|XP_030383078.1|SLEB	LOC6506243|XP_001965141.1|DANA
OG0005448	LOC115633949|XP_030387327.1|SLEB	LOC6494735|XP_001959760.1|DANA
OG0005449	LOC115627285|XP_030378777.1|SLEB	LOC6502717|XP_001963655.1|DANA
OG0005450	LOC115625297|XP_030376172.1|SLEB, LOC115625282|XP_030376152.1|SLEB	LOC6499232|XP_001955056.1|DANA
OG0005451	LOC115630776|XP_030383291.1|SLEB	LOC6497628|XP_032307399.1|DANA
OG0005452	LOC115632699|XP_030385799.1|SLEB	LOC6494185|XP_014762663.1|DANA
OG0005453	LOC115624251|XP_030374731.1|SLEB	LOC6501207|XP_001954764.1|DANA
OG0005454	LOC115628476|XP_030380457.1|SLEB	LOC6498478|XP_001962905.1|DANA
OG0005455	LOC115626892|XP_030378293.1|SLEB	LOC6496472|XP_001960971.1|DANA
OG0005456	LOC115626152|XP_030377277.1|SLEB	LOC6497525|XP_001961905.1|DANA
OG0005457	LOC115627118|XP_030378545.1|SLEB, LOC115625817|XP_030376866.1|SLEB	LOC6498022|XP_014761931.1|DANA
OG0005458	LOC115631906|XP_030384613.1|SLEB	LOC6507017|XP_014760592.1|DANA
OG0005459	LOC115630443|XP_030382864.1|SLEB	LOC6504219|XP_001965136.1|DANA
OG0005460	LOC115628462|XP_030380442.1|SLEB	LOC6497571|XP_001961793.1|DANA
OG0005461	LOC115625700|XP_030376701.1|SLEB	LOC6497516|XP_001961923.1|DANA
OG0005462	LOC115620618|XP_030369798.1|SLEB	LOC6497515|XP_001961925.1|DANA
OG0005463	LOC115632882|XP_030386019.1|SLEB	LOC6507244|XP_001956401.1|DANA
OG0005464	LOC115633403|XP_030386706.1|SLEB	LOC6497517|XP_001961922.1|DANA
OG0005465	LOC115625770|XP_030376798.1|SLEB	LOC6498023|XP_032307301.1|DANA
OG0005466	LOC115625771|XP_030376802.1|SLEB	LOC6498020|XP_032307431.1|DANA
OG0005467	LOC115621301|XP_030370771.1|SLEB	LOC6499491|XP_001954523.1|DANA
OG0005468	LOC115629801|XP_030382223.1|SLEB	LOC6497447|XP_001962058.1|DANA
OG0005469	LOC115625651|XP_030376639.1|SLEB	LOC6497506|XP_001961943.1|DANA
OG0005470	LOC115625650|XP_030376638.1|SLEB	LOC6497505|XP_001961945.1|DANA
OG0005471	LOC115631887|XP_030384596.1|SLEB	LOC6498182|XP_032307601.1|DANA, LOC6497359|XP_001962250.2|DANA
OG0005472	LOC115631889|XP_030384598.1|SLEB	LOC6498181|XP_032307603.1|DANA
OG0005473	LOC115628467|XP_030380449.1|SLEB	LOC6497567|XP_001961799.1|DANA
OG0005474	LOC115621015|XP_030370395.1|SLEB	LOC6506073|XP_032311025.1|DANA
OG0005475	LOC115630982|XP_030383425.1|SLEB	LOC6504240|XP_001965106.1|DANA
OG0005476	LOC115630421|XP_030382823.1|SLEB	LOC6502507|XP_001960988.2|DANA
OG0005477	LOC115631641|XP_030384311.1|SLEB	LOC6507197|XP_032310795.1|DANA
OG0005478	LOC115630516|XP_030382978.1|SLEB	LOC6506701|XP_001965228.1|DANA
OG0005479	LOC115630422|XP_030382820.1|SLEB	LOC6503907|XP_001965227.2|DANA
OG0005480	LOC115630676|XP_030383180.1|SLEB	LOC6506690|XP_001965225.1|DANA
OG0005481	LOC115631431|XP_030384026.1|SLEB	LOC6497489|XP_001961976.1|DANA
OG0005482	LOC115631921|XP_030384633.1|SLEB	LOC6497491|XP_032307461.1|DANA
OG0005483	LOC115620862|XP_030370183.1|SLEB	LOC6501071|XP_001954505.1|DANA
OG0005484	LOC115631228|XP_030383796.1|SLEB	LOC6497348|XP_001962269.1|DANA
OG0005485	LOC115624390|XP_030374966.1|SLEB	LOC6494059|XP_032306258.1|DANA
OG0005486	LOC115626110|XP_030377228.1|SLEB	LOC6495574|XP_001959123.1|DANA
OG0005487	LOC115631218|XP_030383784.1|SLEB	LOC6497953|XP_001961787.1|DANA
OG0005488	LOC115631731|XP_030384428.1|SLEB	LOC6497952|XP_001961786.1|DANA
OG0005489	LOC115630441|XP_030382860.1|SLEB	LOC6497972|XP_001961821.1|DANA
OG0005490	LOC115630438|XP_030382858.1|SLEB	LOC6497971|XP_001961820.1|DANA
OG0005491	LOC115631956|XP_030384678.1|SLEB	LOC6496841|XP_014761392.1|DANA
OG0005492	LOC115631567|XP_030384217.1|SLEB	LOC6497413|XP_001962134.1|DANA
OG0005493	LOC115629072|XP_030381248.1|SLEB	LOC6498283|XP_032307694.1|DANA
OG0005494	LOC115634084|XP_030387497.1|SLEB	LOC6496136|XP_001960316.1|DANA
OG0005495	LOC115634789|XP_030388557.1|SLEB	LOC6494380|XP_001960430.3|DANA
OG0005496	LOC115621908|XP_030371599.1|SLEB	LOC6500768|XP_014766706.1|DANA
OG0005497	LOC115625907|XP_030376998.1|SLEB	LOC6498261|XP_001962419.1|DANA
OG0005498	LOC115625908|XP_030376999.1|SLEB	LOC6497273|XP_001962420.1|DANA
OG0005499	LOC115626076|XP_030377189.1|SLEB	LOC6497271|XP_001962423.1|DANA
OG0005500	LOC115625743|XP_030376757.1|SLEB	LOC6498264|XP_001962424.1|DANA
OG0005501	LOC115625851|XP_030376915.1|SLEB	LOC6497513|XP_001961928.1|DANA
OG0005502	LOC115625852|XP_030376916.1|SLEB	LOC6498029|XP_001961927.1|DANA
OG0005503	LOC115631407|XP_030383990.1|SLEB	LOC6497586|XP_032307776.1|DANA
OG0005504	LOC115631624|XP_030384290.1|SLEB	LOC6503512|XP_001965299.1|DANA
OG0005506	LOC115628497|XP_030380496.1|SLEB	LOC6497378|XP_001962207.1|DANA
OG0005507	LOC115631212|XP_030383777.1|SLEB	LOC6507125|XP_001965314.3|DANA
OG0005508	LOC115632043|XP_030384873.1|SLEB	LOC6496886|XP_001963208.1|DANA
OG0005509	LOC115628554|XP_030380576.1|SLEB	LOC6497443|XP_001962063.1|DANA
OG0005510	LOC115626008|XP_030377116.1|SLEB	LOC116656088|XP_032311432.1|DANA
OG0005511	LOC115626942|XP_030378318.1|SLEB	LOC6504609|XP_001966533.2|DANA
OG0005512	LOC115621734|XP_030371325.1|SLEB	LOC6501623|XP_014767135.1|DANA
OG0005513	LOC115631687|XP_030384366.1|SLEB	LOC6502196|XP_001966053.1|DANA
OG0005514	LOC115620643|XP_030369848.1|SLEB	LOC6500844|XP_001954024.1|DANA
OG0005515	LOC115621480|XP_030371004.1|SLEB	LOC6494331|XP_001960521.1|DANA
OG0005516	LOC115632013|XP_030384805.1|SLEB	LOC6498581|XP_001963108.1|DANA
OG0005517	LOC115631411|XP_030383993.1|SLEB	LOC6497230|XP_032307479.1|DANA
OG0005518	LOC115631309|XP_030383884.1|SLEB	LOC6497313|XP_001962338.2|DANA
OG0005519	LOC115633687|XP_030387004.1|SLEB	LOC6495149|XP_001958956.1|DANA
OG0005520	LOC115631149|XP_030383680.1|SLEB	LOC6496894|XP_001963194.1|DANA
OG0005521	LOC115631565|XP_030384215.1|SLEB	LOC6496895|XP_001963192.1|DANA
OG0005522	LOC115622230|XP_030371987.1|SLEB	LOC6507191|XP_001956515.2|DANA
OG0005523	LOC115630486|XP_030382930.1|SLEB	LOC6503763|XP_001965250.1|DANA
OG0005524	LOC115626107|XP_030377222.1|SLEB	LOC6497772|XP_014761813.1|DANA
OG0005525	LOC115625821|XP_030376871.1|SLEB	LOC6498048|XP_001961966.2|DANA
OG0005526	LOC115630975|XP_030383414.1|SLEB	LOC6496941|XP_001963087.1|DANA
OG0005527	LOC115627749|XP_030379392.1|SLEB	LOC26515324|XP_032308630.1|DANA
OG0005528	LOC115631526|XP_030384157.1|SLEB	LOC6498665|XP_001963273.1|DANA
OG0005529	LOC115628986|XP_030381126.1|SLEB	LOC6497146|XP_032311092.1|DANA
OG0005530	LOC115629011|XP_030381161.1|SLEB	LOC6497727|XP_032307503.1|DANA
OG0005531	LOC115623257|XP_030373387.1|SLEB	LOC6493150|XP_001957152.1|DANA
OG0005532	LOC115628512|XP_030380517.1|SLEB	LOC6497680|XP_032307690.1|DANA
OG0005533	LOC115630602|XP_030383082.1|SLEB	LOC6502734|XP_001967337.1|DANA
OG0005534	LOC115633120|XP_030386370.1|SLEB	LOC6507668|XP_001956116.1|DANA
OG0005535	LOC115631040|XP_030383527.1|SLEB	LOC6497423|XP_001962117.1|DANA
OG0005536	LOC115631128|XP_030383654.1|SLEB	LOC6497596|XP_001961740.2|DANA
OG0005537	LOC115628548|XP_030380569.1|SLEB	LOC6497048|XP_001962853.1|DANA
OG0005538	LOC115631972|XP_030384734.1|SLEB	LOC6497665|XP_032307729.1|DANA
OG0005539	LOC115631885|XP_030384594.1|SLEB, LOC115633223|XP_030386474.1|SLEB	LOC6497470|XP_001962017.1|DANA
OG0005540	LOC115630962|XP_030383397.1|SLEB	LOC6497691|XP_001961558.2|DANA
OG0005541	LOC115631131|XP_030383658.1|SLEB	LOC6503426|XP_001965318.1|DANA
OG0005542	LOC115632824|XP_030385935.1|SLEB	LOC6506548|XP_001957673.2|DANA
OG0005543	LOC115625760|XP_030376779.1|SLEB	LOC6498648|XP_014762217.1|DANA
OG0005544	LOC115631287|XP_030383861.1|SLEB	LOC6503362|XP_032311439.1|DANA
OG0005545	LOC115631553|XP_030384199.1|SLEB	LOC6497588|XP_001961756.1|DANA
OG0005546	LOC115630652|XP_030383154.1|SLEB	LOC6506786|XP_001965251.1|DANA
OG0005547	LOC115631763|XP_030384458.1|SLEB	LOC6497452|XP_001962043.3|DANA
OG0005548	LOC115631736|XP_030384434.1|SLEB	LOC6497455|XP_001962038.1|DANA
OG0005549	LOC115631177|XP_030383726.1|SLEB	LOC6497456|XP_001962036.1|DANA
OG0005550	LOC115630534|XP_030382998.1|SLEB	LOC6498326|XP_032307302.1|DANA
OG0005551	LOC115634701|XP_030388439.1|SLEB	LOC6493987|XP_001961195.1|DANA
OG0005552	LOC115623430|XP_030373626.1|SLEB	LOC6496582|XP_001961196.1|DANA
OG0005553	LOC115631623|XP_030384289.1|SLEB	LOC6507039|XP_001965298.1|DANA
OG0005554	LOC115628464|XP_030380444.1|SLEB	LOC6497833|XP_032307658.1|DANA
OG0005555	LOC115620756|XP_030370012.1|SLEB	LOC6497866|XP_001961598.1|DANA
OG0005556	LOC115630944|XP_030383372.1|SLEB	LOC6497674|XP_001961597.1|DANA
OG0005557	LOC115631610|XP_030384274.1|SLEB	LOC6503556|XP_001965290.1|DANA
OG0005558	LOC115631997|XP_030384786.1|SLEB	LOC6501966|XP_032308183.1|DANA
OG0005559	LOC115628577|XP_030380620.1|SLEB	LOC6497379|XP_001962205.1|DANA
OG0005560	LOC115631369|XP_030383947.1|SLEB	LOC6506995|XP_001965291.1|DANA
OG0005561	LOC115627501|XP_030379049.1|SLEB	LOC6504963|XP_001965727.1|DANA
OG0005562	LOC115630551|XP_030383020.1|SLEB	LOC6497239|XP_014761572.1|DANA
OG0005563	LOC115627997|XP_030379754.1|SLEB	LOC6504554|XP_032312053.1|DANA
OG0005564	LOC115631937|XP_030384649.1|SLEB	LOC6496949|XP_014761441.1|DANA
OG0005565	LOC115630500|XP_030382952.1|SLEB	LOC6497919|XP_014761892.1|DANA
OG0005566	LOC115630501|XP_030382953.1|SLEB	LOC6497614|XP_001961712.1|DANA
OG0005567	LOC115620973|XP_030370354.1|SLEB	LOC6505693|XP_001964442.2|DANA
OG0005568	LOC115629490|XP_030381824.1|SLEB, LOC115629474|XP_030381805.1|SLEB	LOC6504213|XP_001965143.1|DANA
OG0005569	LOC115631573|XP_030384225.1|SLEB	LOC6498116|XP_001962106.3|DANA
OG0005570	LOC115630439|XP_030382859.1|SLEB	LOC6497558|XP_001961822.2|DANA
OG0005571	LOC115634619|XP_030388328.1|SLEB	LOC6496153|XP_032307139.1|DANA
OG0005572	LOC115634482|XP_030388077.1|SLEB	LOC6494961|XP_001959322.1|DANA
OG0005573	LOC115625166|XP_030375957.1|SLEB	LOC6500860|XP_032305984.1|DANA
OG0005574	LOC115634523|XP_030388189.1|SLEB	LOC6494573|XP_032307290.1|DANA
OG0005575	LOC115621564|XP_030371104.1|SLEB	LOC6500316|XP_001952959.2|DANA
OG0005576	LOC115633884|XP_030387248.1|SLEB	LOC6494721|XP_001959797.1|DANA
OG0005577	LOC115624685|XP_030375348.1|SLEB	LOC6506327|XP_001958090.1|DANA
OG0005578	LOC115622257|XP_030372017.1|SLEB	LOC6507108|XP_001956658.2|DANA
OG0005579	LOC115622559|XP_030372389.1|SLEB	LOC26515581|XP_014765746.1|DANA
OG0005580	LOC115632537|XP_030385604.1|SLEB	LOC6493724|XP_001958311.1|DANA
OG0005581	LOC115628937|XP_030381070.1|SLEB	LOC6503023|XP_032308984.1|DANA
OG0005582	LOC115632348|XP_030385318.1|SLEB	LOC6493798|XP_001958459.2|DANA
OG0005583	LOC115632390|XP_030385379.1|SLEB	LOC6493039|XP_001956921.1|DANA
OG0005584	LOC115626311|XP_030377506.1|SLEB	LOC6498211|XP_001962307.2|DANA
OG0005585	LOC115624142|XP_030374599.1|SLEB	LOC6500441|XP_001953218.1|DANA
OG0005586	LOC115623919|XP_030374336.1|SLEB	LOC6503459|XP_001967521.2|DANA
OG0005587	LOC115633708|XP_030387029.1|SLEB	LOC6496877|XP_001963225.1|DANA
OG0005588	LOC115622825|XP_030372760.1|SLEB	LOC6493525|XP_032309824.1|DANA
OG0005589	LOC115623527|XP_030373769.1|SLEB	LOC6499371|XP_001954769.1|DANA
OG0005590	LOC115629476|XP_030381810.1|SLEB	LOC6493935|XP_001961291.1|DANA
OG0005591	LOC115627613|XP_030379204.1|SLEB	LOC6505256|XP_001965636.2|DANA
OG0005592	LOC115623376|XP_030373531.1|SLEB	LOC6499856|XP_001953766.1|DANA
OG0005593	LOC115632135|XP_030385008.1|SLEB	LOC6507476|XP_001955934.1|DANA
OG0005594	LOC115633146|XP_030386415.1|SLEB	LOC6507422|XP_001956045.1|DANA
OG0005595	LOC115633145|XP_030386414.1|SLEB	LOC6507633|XP_001956044.2|DANA
OG0005596	LOC115632254|XP_030385187.1|SLEB	LOC6507465|XP_001955957.1|DANA
OG0005597	LOC115621023|XP_030370403.1|SLEB	LOC6505638|XP_014760740.1|DANA
OG0005598	LOC115621825|XP_030371481.1|SLEB	LOC6501568|XP_001955491.1|DANA
OG0005599	LOC115634481|XP_030388072.1|SLEB	LOC6495657|XP_001959320.1|DANA
OG0005600	LOC115625505|XP_030376427.1|SLEB	LOC6500502|XP_001953355.1|DANA
OG0005601	LOC115627260|XP_030378747.1|SLEB	LOC6502925|XP_001963577.1|DANA
OG0005602	LOC115625439|XP_030376345.1|SLEB	LOC6499303|XP_001954910.1|DANA
OG0005603	LOC115629552|XP_030381903.1|SLEB	LOC6495168|XP_001958922.3|DANA
OG0005604	LOC115623125|XP_030373197.1|SLEB	LOC6495474|XP_001958924.3|DANA
OG0005605	LOC115629442|XP_030381755.1|SLEB	LOC6495689|XP_014763457.1|DANA
OG0005606	LOC115631112|XP_030383632.1|SLEB	LOC6506106|XP_001965115.1|DANA
OG0005607	LOC115624018|XP_030374453.1|SLEB	LOC6500935|XP_001954202.1|DANA
OG0005608	LOC115624121|XP_030374577.1|SLEB	LOC6500936|XP_001954205.1|DANA
OG0005609	LOC115632660|XP_030385752.1|SLEB	LOC6507015|XP_001956819.1|DANA
OG0005610	LOC115633132|XP_030386395.1|SLEB	LOC6507724|XP_001956224.1|DANA
OG0005611	LOC115632378|XP_030385359.1|SLEB	LOC6506839|XP_001957140.2|DANA
OG0005612	LOC115624406|XP_030375001.1|SLEB	LOC6500012|XP_001953407.1|DANA
OG0005613	LOC115625343|XP_030376231.1|SLEB	LOC6499313|XP_001954889.1|DANA
OG0005614	LOC115623733|XP_030374103.1|SLEB	LOC6500493|XP_001953340.2|DANA
OG0005615	LOC115621246|XP_030370696.1|SLEB	LOC6505905|XP_032305489.1|DANA
OG0005616	LOC115623667|XP_030373994.1|SLEB	LOC6494350|XP_001965934.1|DANA
OG0005617	LOC115623488|XP_030373721.1|SLEB	LOC6499448|XP_001954622.3|DANA
OG0005618	LOC115620804|XP_030370091.1|SLEB	LOC6494657|XP_001959921.1|DANA
OG0005619	LOC115620814|XP_030370101.1|SLEB	LOC6499705|XP_001954094.1|DANA
OG0005620	LOC115627418|XP_030378948.1|SLEB	LOC6502974|XP_001963487.2|DANA
OG0005621	LOC115628674|XP_030380707.1|SLEB	LOC6503608|XP_001964069.3|DANA
OG0005622	LOC115633254|XP_030386515.1|SLEB	LOC6503540|XP_001964188.1|DANA
OG0005623	LOC115626673|XP_030377959.1|SLEB	LOC6504619|XP_032309244.1|DANA
OG0005624	LOC115625261|XP_030376118.1|SLEB	LOC6500429|XP_032305900.1|DANA
OG0005625	LOC115624412|XP_030375006.1|SLEB	LOC6499270|XP_032307376.1|DANA
OG0005626	LOC115626836|XP_030378180.1|SLEB	LOC6503683|XP_001963937.1|DANA
OG0005627	LOC115623317|XP_030373438.1|SLEB	LOC6499410|XP_001954696.1|DANA
OG0005628	LOC115621096|XP_030370493.1|SLEB	LOC6505647|XP_001964536.1|DANA
OG0005629	LOC115632328|XP_030385295.1|SLEB	LOC6495248|XP_001958763.1|DANA
OG0005630	LOC115625703|XP_030376707.1|SLEB	LOC6495363|XP_032306303.1|DANA
OG0005631	LOC115626744|XP_030378055.1|SLEB	LOC6503182|XP_001963598.2|DANA
OG0005632	LOC115629308|XP_030381614.1|SLEB	LOC6503580|XP_032309436.1|DANA
OG0005633	LOC115624056|XP_030374497.1|SLEB	LOC6505790|XP_032305581.1|DANA
OG0005634	LOC115623715|XP_030374056.1|SLEB	LOC6500607|XP_001953550.1|DANA
OG0005635	LOC115631039|XP_030383526.1|SLEB	LOC6498557|XP_001963057.2|DANA
OG0005636	LOC115623385|XP_030373542.1|SLEB	LOC6501136|XP_014766899.1|DANA
OG0005637	LOC115623478|XP_030373706.1|SLEB	LOC6499128|XP_001955246.1|DANA
OG0005638	LOC115626612|XP_030377869.1|SLEB	LOC6495114|XP_001959022.1|DANA
OG0005639	LOC115624709|XP_030375390.1|SLEB	LOC6495816|XP_001959646.2|DANA
OG0005640	LOC115623471|XP_030373695.1|SLEB	LOC6501164|XP_001954673.1|DANA
OG0005641	LOC115628737|XP_030380801.1|SLEB	LOC6505305|XP_001965723.2|DANA
OG0005642	LOC115623676|XP_030374006.1|SLEB	LOC6500047|XP_001953322.1|DANA
OG0005643	LOC115622912|XP_030372896.1|SLEB	LOC6507688|XP_001956150.1|DANA
OG0005644	LOC115622530|XP_030372353.1|SLEB	LOC6507302|XP_001956285.1|DANA
OG0005645	LOC115628728|XP_030380788.1|SLEB	LOC6505300|XP_001965715.1|DANA
OG0005646	LOC115627279|XP_030378770.1|SLEB	LOC6503639|XP_001964019.1|DANA
OG0005647	LOC115626314|XP_030377508.1|SLEB	LOC6497330|XP_001962308.1|DANA
OG0005648	LOC115622337|XP_030372108.1|SLEB	LOC6507200|XP_001956497.1|DANA
OG0005649	LOC115623533|XP_030373776.1|SLEB	LOC6501678|XP_001955746.1|DANA
OG0005650	LOC115623489|XP_030373722.1|SLEB	LOC6498887|XP_001955739.1|DANA
OG0005651	LOC115626725|XP_030378031.1|SLEB	LOC6504486|XP_001966996.1|DANA
OG0005652	LOC115620255|XP_030369265.1|SLEB	LOC6501488|XP_001955353.1|DANA
OG0005653	LOC115630632|XP_030383128.1|SLEB	LOC6498605|XP_001963148.1|DANA
OG0005654	LOC115625046|XP_030375757.1|SLEB	LOC6501126|XP_001954597.1|DANA
OG0005655	LOC115625245|XP_030376096.1|SLEB	LOC6494285|XP_001965944.1|DANA
OG0005656	LOC115622717|XP_030372615.1|SLEB	LOC6494567|XP_032312339.1|DANA
OG0005657	LOC115624419|XP_030375014.1|SLEB	LOC6501702|XP_001955798.3|DANA
OG0005658	LOC115623977|XP_030374408.1|SLEB	LOC6500147|XP_001953130.1|DANA
OG0005659	LOC115623450|XP_030373666.1|SLEB	LOC6500058|XP_032305724.1|DANA
OG0005660	LOC115628327|XP_030380244.1|SLEB	LOC6493398|XP_001957670.2|DANA
OG0005661	LOC115623361|XP_030373506.1|SLEB	LOC6501252|XP_001954854.1|DANA
OG0005662	LOC115623578|XP_030373837.1|SLEB	LOC6501161|XP_001954667.1|DANA
OG0005663	LOC115627333|XP_030378838.1|SLEB	LOC6503642|XP_001964013.1|DANA
OG0005664	LOC115620379|XP_030369446.1|SLEB	LOC6501462|XP_014767053.1|DANA
OG0005665	LOC115625040|XP_030375746.1|SLEB	LOC6503424|XP_001967454.1|DANA
OG0005666	LOC115633289|XP_030386558.1|SLEB	LOC6505082|XP_001965505.3|DANA
OG0005667	LOC115626817|XP_030378155.1|SLEB	LOC6504151|XP_001964278.2|DANA
OG0005668	LOC115622333|XP_030372103.1|SLEB	LOC6507872|XP_001956502.1|DANA
OG0005669	LOC115631006|XP_030383466.1|SLEB	LOC6504480|XP_032311396.1|DANA
OG0005670	LOC115625136|XP_030375915.1|SLEB	LOC6499726|XP_001954055.1|DANA
OG0005671	LOC115625479|XP_030376388.1|SLEB	LOC6500633|XP_001953610.2|DANA
OG0005672	LOC115627799|XP_030379487.1|SLEB	LOC6498569|XP_001963088.2|DANA
OG0005673	LOC115623175|XP_030373252.1|SLEB	LOC6507477|XP_001955932.1|DANA
OG0005674	LOC115623221|XP_030373319.1|SLEB	LOC6493269|XP_032309926.1|DANA
OG0005675	LOC115623457|XP_030373673.1|SLEB	LOC6499272|XP_001954982.1|DANA
OG0005676	LOC115622650|XP_030372518.1|SLEB	LOC6507718|XP_001956208.1|DANA
OG0005677	LOC115625617|XP_030376622.1|SLEB	LOC6496563|XP_001961157.1|DANA
OG0005678	LOC115623495|XP_030373731.1|SLEB	LOC6501206|XP_001954763.1|DANA
OG0005679	LOC115625450|XP_030376357.1|SLEB	LOC6500618|XP_001953579.2|DANA
OG0005680	LOC115628621|XP_030380667.1|SLEB	LOC6497835|XP_014761845.1|DANA
OG0005681	LOC115625572|XP_030376530.1|SLEB	LOC6494686|XP_001965956.1|DANA
OG0005682	LOC115625569|XP_030376526.1|SLEB	LOC6494209|XP_001965957.1|DANA
OG0005683	LOC115629268|XP_030381552.1|SLEB	LOC6504085|XP_032309444.1|DANA
OG0005684	LOC115631732|XP_030384429.1|SLEB, LOC115633131|XP_030386394.1|SLEB	LOC6507334|XP_001956223.1|DANA
OG0005685	LOC115627081|XP_030378490.1|SLEB	LOC6504703|XP_001966365.3|DANA
OG0005686	LOC115624023|XP_030374459.1|SLEB	LOC6501872|XP_001966764.1|DANA, LOC6500609|XP_001953554.1|DANA
OG0005687	LOC115634360|XP_030387881.1|SLEB	LOC6506296|XP_032310194.1|DANA
OG0005688	LOC115633631|XP_030386929.1|SLEB	LOC6497581|XP_001961771.1|DANA, LOC6495985|XP_001959982.1|DANA
OG0005689	LOC115626824|XP_030378164.1|SLEB	LOC6503941|XP_001963884.1|DANA
OG0005690	LOC115625543|XP_030376480.1|SLEB	LOC6501652|XP_001955686.3|DANA
OG0005691	LOC115625360|XP_030376255.1|SLEB	LOC6503450|XP_014759155.1|DANA
OG0005692	LOC115631721|XP_030384416.1|SLEB	LOC6497838|XP_001961547.2|DANA
OG0005693	LOC115622679|XP_030372556.1|SLEB	LOC6493329|XP_001957535.1|DANA
OG0005694	LOC115623785|XP_030374186.1|SLEB	LOC6500423|XP_032308976.1|DANA
OG0005695	LOC115624364|XP_030374884.1|SLEB	LOC6505724|XP_001964385.1|DANA
OG0005696	LOC115624279|XP_030374763.1|SLEB	LOC6505792|XP_001964384.1|DANA
OG0005697	LOC115624136|XP_030374591.1|SLEB	LOC6505725|XP_001964383.1|DANA
OG0005698	LOC115632591|XP_030385679.1|SLEB	LOC6494820|XP_001959599.1|DANA
OG0005699	LOC115625577|XP_030376537.1|SLEB	LOC6499723|XP_001954061.2|DANA
OG0005700	LOC115629937|XP_030382404.1|SLEB	LOC6504626|XP_032309248.1|DANA
OG0005701	LOC115625223|XP_030376066.1|SLEB	LOC6497987|XP_001961845.1|DANA
OG0005702	LOC115629276|XP_030381565.1|SLEB	LOC6503467|XP_001964323.2|DANA
OG0005703	LOC115624536|XP_030375120.1|SLEB	LOC6494799|XP_001959643.2|DANA
OG0005704	LOC115628893|XP_030381010.1|SLEB	LOC6503120|XP_001963462.1|DANA
