Orthogroup	SLEB.longest_only	DEUG.longest_only
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC108105738|XP_017067941.1|DEUG
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC108110299|XP_017074797.1|DEUG
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC108113029|XP_017078949.1|DEUG
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC108106734|XP_017069461.1|DEUG
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC108106422|XP_017068940.1|DEUG
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC108102375|XP_017062782.1|DEUG
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC108109840|XP_017074079.1|DEUG
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC108108271|XP_017071734.1|DEUG
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC108104785|XP_017066529.1|DEUG
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC108104850|XP_017066656.1|DEUG
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC108105005|XP_017066871.1|DEUG
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC108113361|XP_017079415.1|DEUG
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC108109067|XP_017072900.1|DEUG
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC108106719|XP_017069441.1|DEUG
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC108109087|XP_017072944.1|DEUG
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC108112532|XP_017077947.1|DEUG
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC108102368|XP_017062772.1|DEUG
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC108102440|XP_017062923.1|DEUG
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC108115845|XP_017082947.1|DEUG
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC108104529|XP_017066150.1|DEUG
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC108104156|XP_017065545.1|DEUG
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC108113103|XP_017079065.1|DEUG
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC108113104|XP_017079068.1|DEUG
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC108107432|XP_017070449.1|DEUG
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC108112689|XP_017078371.1|DEUG
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC108102759|XP_017063407.1|DEUG
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC108109620|XP_017073680.1|DEUG
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC108112188|XP_017077489.1|DEUG
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC108107332|XP_017070306.1|DEUG
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC108113092|XP_017079026.1|DEUG
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC108105935|XP_017068209.1|DEUG
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC108111375|XP_017076296.1|DEUG
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC108105886|XP_017068158.1|DEUG
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC108104599|XP_017066256.1|DEUG
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC108113049|XP_017078968.1|DEUG
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC108105861|XP_017068124.1|DEUG
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC108114874|XP_017081516.1|DEUG
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC108114830|XP_017081457.1|DEUG
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC108111379|XP_017076300.1|DEUG
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC108105777|XP_017067988.1|DEUG
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC108104189|XP_017065619.1|DEUG
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC108113057|XP_017078983.1|DEUG
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC108113429|XP_017079478.1|DEUG
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC108108511|XP_017072069.1|DEUG
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC108106944|XP_017069702.1|DEUG
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC108107368|XP_017070361.1|DEUG
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC108109081|XP_017072934.1|DEUG
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC108104173|XP_017065568.1|DEUG
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC108110691|XP_017075311.1|DEUG
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC108104041|XP_017065364.1|DEUG
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC108117233|XP_017085056.1|DEUG
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC108106959|XP_017069729.1|DEUG
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC108108395|XP_017071940.1|DEUG
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC108107176|XP_017070084.1|DEUG
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC108110553|XP_017075131.1|DEUG
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC108108310|XP_017071818.1|DEUG
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC108106796|XP_017069530.1|DEUG
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC108115187|XP_017081995.1|DEUG, LOC108111890|XP_017077013.1|DEUG
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC108111759|XP_017076812.1|DEUG
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC108106829|XP_017069555.1|DEUG, LOC108106830|XP_017069556.1|DEUG
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC108111211|XP_017076098.1|DEUG
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC108102588|XP_017063179.1|DEUG
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC108108069|XP_017071442.1|DEUG
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC108108318|XP_017071836.1|DEUG
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC108105873|XP_017068137.1|DEUG
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC108103396|XP_017064343.1|DEUG
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC108109455|XP_017073443.1|DEUG
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC108107048|XP_017069899.1|DEUG
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC108107096|XP_017069965.1|DEUG
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC108107064|XP_017069919.1|DEUG
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC108105165|XP_017067093.1|DEUG
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC108107077|XP_017069936.1|DEUG
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC108107119|XP_017069999.1|DEUG
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC108110596|XP_017075183.1|DEUG
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC108112488|XP_017077846.1|DEUG
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC108109035|XP_017072822.1|DEUG
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC108111018|XP_017075820.1|DEUG
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC108111788|XP_017076868.1|DEUG
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC108105781|XP_017067994.1|DEUG
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC108111031|XP_017075845.1|DEUG
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC108105851|XP_017068111.1|DEUG
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC108110843|XP_017075576.1|DEUG
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC108111078|XP_017075899.1|DEUG
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC108117272|XP_017085114.1|DEUG
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC108112461|XP_017077803.1|DEUG
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC108105813|XP_017068042.1|DEUG
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC108109099|XP_017072971.1|DEUG
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC108110715|XP_017075349.1|DEUG
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC108112827|XP_017078620.1|DEUG
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC108118435|XP_017086629.1|DEUG
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC108118442|XP_017086638.1|DEUG
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC108111587|XP_017076600.1|DEUG
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC108107556|XP_017071016.1|DEUG
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC108107067|XP_017069927.1|DEUG
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC108113170|XP_017079176.1|DEUG
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC108110664|XP_017075270.1|DEUG
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC108113452|XP_017079517.1|DEUG
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC108110641|XP_017075229.1|DEUG
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC108111209|XP_017076095.1|DEUG
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC108113648|XP_017079808.1|DEUG
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC108103413|XP_017064360.1|DEUG
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC108113882|XP_017080076.1|DEUG
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC108110944|XP_017075727.1|DEUG
OG0003869	LOC115631239|XP_030383808.1|SLEB	LOC108110724|XP_017075397.1|DEUG
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC108105663|XP_017067844.1|DEUG
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC108104121|XP_017065511.1|DEUG
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC108112685|XP_017078366.1|DEUG
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC108115554|XP_017082549.1|DEUG
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC108103389|XP_017064324.1|DEUG
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC108110970|XP_017075760.1|DEUG
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC108111171|XP_017076043.1|DEUG
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC108105160|XP_017067088.1|DEUG
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC108107066|XP_017069922.1|DEUG
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC108104700|XP_017066403.1|DEUG
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC108114402|XP_017080864.1|DEUG
OG0003881	LOC115622772|XP_030372691.1|SLEB	LOC108107364|XP_017070355.1|DEUG
OG0003882	LOC115632727|XP_030385836.1|SLEB	LOC108105586|XP_017067720.1|DEUG
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC108103443|XP_017064413.1|DEUG
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC108105845|XP_017068098.1|DEUG
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC108107001|XP_017069831.1|DEUG
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC108106895|XP_017069634.1|DEUG
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC108111041|XP_017075858.1|DEUG
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC108115620|XP_017082656.1|DEUG
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC108102644|XP_017063258.1|DEUG
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC108107613|XP_017070672.1|DEUG
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC108105854|XP_017068115.1|DEUG
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC108113697|XP_017079866.1|DEUG
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC108106941|XP_017069697.1|DEUG
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC108110483|XP_017075050.1|DEUG
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC108108893|XP_017072602.1|DEUG
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC108109238|XP_017073201.1|DEUG
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC108112533|XP_017077948.1|DEUG
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC108106852|XP_017069583.1|DEUG
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC108110748|XP_017075447.1|DEUG
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC108102591|XP_017063182.1|DEUG
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC108111040|XP_017076253.1|DEUG
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC108107052|XP_017069904.1|DEUG
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC108110768|XP_017075472.1|DEUG
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC108108536|XP_017072102.1|DEUG
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC108117526|XP_017085513.1|DEUG
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC108111985|XP_017077195.1|DEUG
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC108111234|XP_017076126.1|DEUG
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC108110623|XP_017075210.1|DEUG
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC108106654|XP_017069361.1|DEUG
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC108115067|XP_017081805.1|DEUG
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC108102696|XP_017063329.1|DEUG
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC108105120|XP_017067043.1|DEUG
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC108105884|XP_017068149.1|DEUG
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC108112336|XP_017077656.1|DEUG
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC108103704|XP_017064789.1|DEUG
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC108103314|XP_017064268.1|DEUG
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC108115524|XP_017082513.1|DEUG
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC108104089|XP_017065473.1|DEUG
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC108111142|XP_017075999.1|DEUG
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC108112230|XP_017077539.1|DEUG
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC108115467|XP_017082410.1|DEUG
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC108112133|XP_017077374.1|DEUG
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC108102322|XP_017062595.1|DEUG
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC108112005|XP_017077230.1|DEUG
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC108102595|XP_017063186.1|DEUG
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC108102573|XP_017063142.1|DEUG
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC108111023|XP_017075832.1|DEUG
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC108111053|XP_017075871.1|DEUG
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC108112306|XP_017077624.1|DEUG
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC108106982|XP_017069807.1|DEUG
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC108106927|XP_017069675.1|DEUG
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC108104584|XP_017066233.1|DEUG
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC108102585|XP_017063170.1|DEUG
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC108110522|XP_017075091.1|DEUG
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC108112785|XP_017078552.1|DEUG
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC108112789|XP_017078559.1|DEUG
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC108113006|XP_017078914.1|DEUG
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC108102550|XP_017063100.1|DEUG
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC108102542|XP_017063089.1|DEUG
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC108102602|XP_017063194.1|DEUG
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC108102604|XP_017063197.1|DEUG
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC108107135|XP_017070025.1|DEUG
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC108102554|XP_017063114.1|DEUG
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC108104153|XP_017065543.1|DEUG
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC108109125|XP_017073010.1|DEUG
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC108107103|XP_017069978.1|DEUG
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC108107106|XP_017069982.1|DEUG
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC108103074|XP_017063911.1|DEUG
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC108103073|XP_017063909.1|DEUG
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC108113469|XP_017079540.1|DEUG
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC108113433|XP_017079485.1|DEUG
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC108112400|XP_017077734.1|DEUG
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC108107015|XP_017069848.1|DEUG
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC108108191|XP_017071632.1|DEUG
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC108110459|XP_017075016.1|DEUG
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC108105683|XP_017067880.1|DEUG
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC108109910|XP_017074207.1|DEUG
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC108102986|XP_017063786.1|DEUG
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC108109240|XP_017073204.1|DEUG
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC108107117|XP_017069994.1|DEUG
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC108102574|XP_017063143.1|DEUG
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC108107020|XP_017069856.1|DEUG
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC108111182|XP_017076054.1|DEUG
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC108106096|XP_017068444.1|DEUG
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC108109719|XP_017073840.1|DEUG
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC108109059|XP_017072871.1|DEUG
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC108109118|XP_017073000.1|DEUG
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC108112528|XP_017077943.1|DEUG
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC108110602|XP_017075188.1|DEUG
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC108111191|XP_017076068.1|DEUG
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC108104277|XP_017065728.1|DEUG
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC108107333|XP_017070308.1|DEUG
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC108106690|XP_017069412.1|DEUG
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC108110698|XP_017075318.1|DEUG
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC108107060|XP_017069913.1|DEUG
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC108110816|XP_017075536.1|DEUG
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC108108554|XP_017072124.1|DEUG
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC108110705|XP_017075337.1|DEUG
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC108105616|XP_017067786.1|DEUG
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC108104099|XP_017065483.1|DEUG
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC108106872|XP_017069604.1|DEUG
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC108105144|XP_017067067.1|DEUG
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC108106963|XP_017069751.1|DEUG
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC108106962|XP_017069750.1|DEUG
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC108107132|XP_017070022.1|DEUG
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC108107044|XP_017069894.1|DEUG
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC108102660|XP_017063288.1|DEUG
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC108104109|XP_017065497.1|DEUG
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC108105876|XP_017068141.1|DEUG
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC108102614|XP_017063208.1|DEUG
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC108102620|XP_017063217.1|DEUG
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC108102607|XP_017063200.1|DEUG
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC108115929|XP_017083053.1|DEUG
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC108112003|XP_017077228.1|DEUG
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC108104469|XP_017066023.1|DEUG
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC108106882|XP_017069619.1|DEUG
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC108113010|XP_017078922.1|DEUG
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC108113881|XP_017080075.1|DEUG
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC108117145|XP_017084896.1|DEUG
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC108107335|XP_017070311.1|DEUG
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC108114775|XP_017081374.1|DEUG
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC108111938|XP_017077158.1|DEUG
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC108106151|XP_017068541.1|DEUG
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC108115480|XP_017082450.1|DEUG
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC108115503|XP_017082484.1|DEUG
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC108110726|XP_017075401.1|DEUG
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC108106097|XP_017068450.1|DEUG
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC108111214|XP_017076101.1|DEUG
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC108105782|XP_017067996.1|DEUG
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC108105894|XP_017068165.1|DEUG
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC108115733|XP_017082795.1|DEUG
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC108105865|XP_017068129.1|DEUG
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC108104280|XP_017065731.1|DEUG
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC108110767|XP_017075471.1|DEUG
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC108111117|XP_017075956.1|DEUG
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC108102624|XP_017063225.1|DEUG
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC108113213|XP_017079237.1|DEUG
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC108115461|XP_017082404.1|DEUG
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC108110851|XP_017075584.1|DEUG
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC108110965|XP_017075753.1|DEUG
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC108103227|XP_017064156.1|DEUG
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC108108973|XP_017072717.1|DEUG
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC108118486|XP_017086708.1|DEUG
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC108110905|XP_017075655.1|DEUG
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC108110737|XP_017075430.1|DEUG
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC108107219|XP_017070125.1|DEUG
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC108102491|XP_017062994.1|DEUG
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC108106163|XP_017068563.1|DEUG
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC108107427|XP_017070446.1|DEUG
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC108104139|XP_017065529.1|DEUG
OG0004032	LOC115625853|XP_030376918.1|SLEB	LOC108104159|XP_017065552.1|DEUG
OG0004033	LOC115626191|XP_030377331.1|SLEB	LOC108110775|XP_017075482.1|DEUG
OG0004034	LOC115630933|XP_030383360.1|SLEB	LOC108107017|XP_017069853.1|DEUG
OG0004035	LOC115631041|XP_030383528.1|SLEB	LOC108102552|XP_017063105.1|DEUG
OG0004036	LOC115630991|XP_030383437.1|SLEB	LOC108110734|XP_017075422.1|DEUG
OG0004037	LOC115631059|XP_030383558.1|SLEB	LOC108108281|XP_017071776.1|DEUG
OG0004038	LOC115632030|XP_030384836.1|SLEB	LOC108110471|XP_017075028.1|DEUG
OG0004039	LOC115631213|XP_030383778.1|SLEB	LOC108110658|XP_017075261.1|DEUG
OG0004040	LOC115633628|XP_030386923.1|SLEB	LOC108113120|XP_017079110.1|DEUG
OG0004041	LOC115633276|XP_030386547.1|SLEB	LOC108103175|XP_017064050.1|DEUG
OG0004042	LOC115622177|XP_030371924.1|SLEB	LOC108114387|XP_017080840.1|DEUG
OG0004043	LOC115630654|XP_030383156.1|SLEB	LOC108111122|XP_017075963.1|DEUG
OG0004044	LOC115627472|XP_030379008.1|SLEB	LOC108104973|XP_017066832.1|DEUG
OG0004045	LOC115631439|XP_030384039.1|SLEB	LOC108112035|XP_017077274.1|DEUG
OG0004046	LOC115631249|XP_030383819.1|SLEB	LOC108110728|XP_017075407.1|DEUG
OG0004047	LOC115631028|XP_030383506.1|SLEB	LOC108104081|XP_017065465.1|DEUG
OG0004048	LOC115630482|XP_030382923.1|SLEB	LOC108102596|XP_017063188.1|DEUG
OG0004049	LOC115631436|XP_030384034.1|SLEB	LOC108104196|XP_017065629.1|DEUG
OG0004050	LOC115631657|XP_030384329.1|SLEB	LOC108107068|XP_017069928.1|DEUG
OG0004051	LOC115631090|XP_030383598.1|SLEB	LOC108112042|XP_017077287.1|DEUG
OG0004052	LOC115626951|XP_030378327.1|SLEB	LOC108116551|XP_017083981.1|DEUG
