Orthogroup	SLEB.longest_only	HILL.longest_only
OG0003114	LOC115621081|XP_030370475.1|SLEB	LOC119654390|XP_037915691.1|HILL
OG0003115	LOC115634472|XP_030388059.1|SLEB	LOC119655796|XP_037917819.1|HILL
OG0003116	LOC115624902|XP_030375611.1|SLEB	LOC119655672|XP_037917589.1|HILL
OG0003117	LOC115623026|XP_030373066.1|SLEB, LOC115622973|XP_030372985.1|SLEB	LOC119649704|XP_037907903.1|HILL
OG0003118	LOC115622223|XP_030371980.1|SLEB	LOC119648103|XP_037905545.1|HILL
OG0003119	LOC115622624|XP_030372490.1|SLEB, LOC115622220|XP_030371977.1|SLEB	LOC119649646|XP_037907829.1|HILL
OG0003120	LOC115629352|XP_030381667.1|SLEB	LOC119661442|XP_037926755.1|HILL
OG0003121	LOC115626849|XP_030378207.1|SLEB	LOC119654961|XP_037916546.1|HILL, LOC119654024|XP_037915115.1|HILL, LOC119656064|XP_037918270.1|HILL
OG0003122	LOC115624913|XP_030375622.1|SLEB	LOC119654021|XP_037915112.1|HILL
OG0003123	LOC115632295|XP_030385247.1|SLEB	LOC119648825|XP_037906613.1|HILL
OG0003124	LOC115623053|XP_030373095.1|SLEB	LOC119654773|XP_037916242.1|HILL
OG0003125	LOC115632094|XP_030384928.1|SLEB	LOC119650468|XP_037909269.1|HILL
OG0003126	LOC115623455|XP_030373675.1|SLEB	LOC119653542|XP_037914150.1|HILL
OG0003127	LOC115632214|XP_030385136.1|SLEB	LOC119653545|XP_037914159.1|HILL
OG0003128	LOC115622866|XP_030372811.1|SLEB	LOC119648686|XP_037906411.1|HILL, LOC119650170|XP_037908649.1|HILL
OG0003129	LOC115620388|XP_030369459.1|SLEB	LOC119653514|XP_037914109.1|HILL
OG0003130	LOC115631992|XP_030384784.1|SLEB	LOC119656128|XP_037918389.1|HILL
OG0003131	LOC115634052|XP_030387457.1|SLEB	LOC119659038|XP_037922870.1|HILL
OG0003132	LOC115621149|XP_030370567.1|SLEB	LOC119651952|XP_037911734.1|HILL
OG0003133	LOC115633956|XP_030387334.1|SLEB	LOC119658741|XP_037922347.1|HILL
OG0003134	LOC115624595|XP_030375195.1|SLEB	LOC119654977|XP_037916565.1|HILL
OG0003135	LOC115630080|XP_030382565.1|SLEB	LOC119647481|XP_037904355.1|HILL
OG0003136	LOC115620308|XP_030369355.1|SLEB	LOC119649199|XP_037907166.1|HILL
OG0003137	LOC115633920|XP_030387290.1|SLEB	LOC119658135|XP_037921332.1|HILL, LOC119654304|XP_037915539.1|HILL
OG0003138	LOC115629810|XP_030382241.1|SLEB	LOC119654369|XP_037915643.1|HILL
OG0003139	LOC115622878|XP_030372831.1|SLEB	LOC119650081|XP_037908512.1|HILL
OG0003140	LOC115634283|XP_030387784.1|SLEB	LOC119654573|XP_037915955.1|HILL
OG0003141	LOC115624583|XP_030375180.1|SLEB	LOC119654683|XP_037916120.1|HILL
OG0003142	LOC115634282|XP_030387777.1|SLEB	LOC119655579|XP_037917441.1|HILL
OG0003143	LOC115632249|XP_030385172.1|SLEB	LOC119649595|XP_037907736.1|HILL
OG0003144	LOC115622336|XP_030372111.1|SLEB	LOC119655776|XP_037917765.1|HILL
OG0003145	LOC115624689|XP_030375355.1|SLEB	LOC119654009|XP_037915099.1|HILL
OG0003146	LOC115634773|XP_030388528.1|SLEB	LOC119648176|XP_037905684.1|HILL
OG0003147	LOC115623215|XP_030373315.1|SLEB	LOC119647798|XP_037904934.1|HILL
OG0003148	LOC115628161|XP_030379996.1|SLEB	LOC119650409|XP_037909123.1|HILL
OG0003149	LOC115628664|XP_030380694.1|SLEB	LOC119660815|XP_037925586.1|HILL
OG0003150	LOC115634783|XP_030388543.1|SLEB	LOC119655265|XP_037916988.1|HILL
OG0003151	LOC115628592|XP_030380636.1|SLEB	LOC119654558|XP_037915934.1|HILL
OG0003152	LOC115634710|XP_030388449.1|SLEB	LOC119655187|XP_037916879.1|HILL
OG0003153	LOC115622472|XP_030372309.1|SLEB	LOC119654385|XP_037915681.1|HILL
OG0003154	LOC115624416|XP_030375012.1|SLEB	LOC119659677|XP_037923828.1|HILL
OG0003155	LOC115624564|XP_030375153.1|SLEB	LOC119656000|XP_037918166.1|HILL
OG0003156	LOC115634732|XP_030388476.1|SLEB	LOC119653581|XP_037914255.1|HILL
OG0003157	LOC115630574|XP_030383051.1|SLEB	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL
OG0003158	LOC115633987|XP_030387370.1|SLEB	LOC119654366|XP_037915639.1|HILL
OG0003159	LOC115626232|XP_030377441.1|SLEB	LOC119654786|XP_037916258.1|HILL
OG0003160	LOC115633939|XP_030387317.1|SLEB	LOC119654396|XP_037915705.1|HILL
OG0003161	LOC115633817|XP_030387163.1|SLEB	LOC119655350|XP_037917130.1|HILL
OG0003162	LOC115626130|XP_030377246.1|SLEB	LOC119654470|XP_037915815.1|HILL
OG0003163	LOC115632560|XP_030385634.1|SLEB	LOC119649085|XP_037907013.1|HILL
OG0003164	LOC115624731|XP_030375417.1|SLEB	LOC119655860|XP_037917908.1|HILL
OG0003165	LOC115634748|XP_030369360.1|SLEB	LOC119654564|XP_037915940.1|HILL
OG0003166	LOC115624824|XP_030375531.1|SLEB	LOC119653691|XP_037914489.1|HILL
OG0003167	LOC115622858|XP_030372806.1|SLEB	LOC119654305|XP_037915541.1|HILL
OG0003169	LOC115628579|XP_030380623.1|SLEB	LOC119653735|XP_037914585.1|HILL
OG0003170	LOC115633450|XP_030386766.1|SLEB	LOC119655610|XP_037917499.1|HILL
OG0003171	LOC115624528|XP_030375109.1|SLEB, LOC115632517|XP_030385570.1|SLEB	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC115625590|XP_030376564.1|SLEB	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC115628572|XP_030380600.1|SLEB, LOC115623479|XP_030373707.1|SLEB	LOC119649928|XP_037908275.1|HILL
OG0003175	LOC115624735|XP_030375423.1|SLEB	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC115631587|XP_030384247.1|SLEB	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC115633765|XP_030387099.1|SLEB	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC115633625|XP_030386917.1|SLEB	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC115621389|XP_030370887.1|SLEB	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC115624668|XP_030375321.1|SLEB	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC115621120|XP_030370528.1|SLEB	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC115624635|XP_030375253.1|SLEB	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC115625251|XP_030376109.1|SLEB	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC115622853|XP_030372796.1|SLEB	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC115629401|XP_030381719.1|SLEB	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC115634770|XP_030388524.1|SLEB	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC115630513|XP_030382974.1|SLEB	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC115623535|XP_030373778.1|SLEB	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC115626731|XP_030378040.1|SLEB	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC115624734|XP_030375420.1|SLEB	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC115624562|XP_030375151.1|SLEB	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC115623199|XP_030373283.1|SLEB	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC115628466|XP_030380445.1|SLEB	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC115622113|XP_030371816.1|SLEB	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC115624255|XP_030374740.1|SLEB	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC115622586|XP_030372440.1|SLEB	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC115633043|XP_030386247.1|SLEB, LOC115632553|XP_030385628.1|SLEB	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC115625911|XP_030377002.1|SLEB	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC115633126|XP_030386382.1|SLEB	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC115624658|XP_030375302.1|SLEB	LOC119653454|XP_037913991.1|HILL
OG0003201	LOC115622184|XP_030371970.1|SLEB	LOC119656288|XP_037918647.1|HILL
OG0003202	LOC115632689|XP_030385785.1|SLEB, LOC115622728|XP_030372629.1|SLEB	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC115631257|XP_030384219.1|SLEB	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC115623516|XP_030373756.1|SLEB	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC115621519|XP_030371048.1|SLEB	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC115633685|XP_030387002.1|SLEB	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC115620573|XP_030369732.1|SLEB	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC115624506|XP_030375075.1|SLEB	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC115628805|XP_030380882.1|SLEB	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC115627961|XP_030379714.1|SLEB, LOC115620198|XP_030369191.1|SLEB, LOC115624113|XP_030374571.1|SLEB	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC115627579|XP_030379162.1|SLEB, LOC115634498|XP_030388117.1|SLEB	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC115624059|XP_030374502.1|SLEB	LOC119659161|XP_037923039.1|HILL
OG0003213	LOC115633737|XP_030387068.1|SLEB	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC115628539|XP_030380922.1|SLEB	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC115623519|XP_030373764.1|SLEB	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC115633822|XP_030387168.1|SLEB	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC115633789|XP_030387126.1|SLEB	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC115632463|XP_030385483.1|SLEB	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC115623198|XP_030373282.1|SLEB	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC115631705|XP_030384391.1|SLEB	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC115627526|XP_030379085.1|SLEB	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC115620026|XP_030368989.1|SLEB	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC115633723|XP_030387050.1|SLEB	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC115634412|XP_030388007.1|SLEB	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC115626206|XP_030377348.1|SLEB	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC115634485|XP_030388081.1|SLEB	LOC119659473|XP_037923497.1|HILL
OG0003227	LOC115633333|XP_030386625.1|SLEB	LOC119655783|XP_037917801.1|HILL, LOC119661788|XP_037927200.1|HILL
OG0003228	LOC115621670|XP_030371241.1|SLEB	LOC119651803|XP_037911518.1|HILL
OG0003229	LOC115630092|XP_030382582.1|SLEB	LOC119647599|XP_037904553.1|HILL
OG0003231	LOC115622359|XP_030372133.1|SLEB, LOC115622460|XP_030372265.1|SLEB, LOC115622451|XP_030372253.1|SLEB, LOC115623025|XP_030373065.1|SLEB, LOC115622523|XP_030372347.1|SLEB	LOC119647737|XP_037904775.1|HILL
OG0003232	LOC115631648|XP_030384319.1|SLEB	LOC119652324|XP_037912267.1|HILL
OG0003233	LOC115633804|XP_030387146.1|SLEB	LOC119651544|XP_037911105.1|HILL
OG0003237	LOC115632925|XP_030386078.1|SLEB, LOC115632782|XP_030385893.1|SLEB, LOC115632836|XP_030385952.1|SLEB	LOC119653461|XP_037914000.1|HILL, LOC119648553|XP_037906251.1|HILL
OG0003251	LOC115625229|XP_030376074.1|SLEB	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC115620979|XP_030370358.1|SLEB	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC115625328|XP_030376212.1|SLEB	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC115624143|XP_030374600.1|SLEB	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC115625464|XP_030376372.1|SLEB	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC115621217|XP_030370660.1|SLEB	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC115628705|XP_030380748.1|SLEB	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC115627524|XP_030379083.1|SLEB	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC115628940|XP_030381073.1|SLEB	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC115627760|XP_030379406.1|SLEB	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC115621314|XP_030370791.1|SLEB	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC115621959|XP_030371667.1|SLEB	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC115627102|XP_030378519.1|SLEB	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC115626840|XP_030378185.1|SLEB	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC115625797|XP_030376835.1|SLEB	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC115626295|XP_030377483.1|SLEB	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC115630208|XP_030382637.1|SLEB	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC115621434|XP_030370947.1|SLEB	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC115620723|XP_030369962.1|SLEB	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC115622852|XP_030372795.1|SLEB	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC115627740|XP_030379370.1|SLEB	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC115627557|XP_030379135.1|SLEB	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC115634603|XP_030388313.1|SLEB	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC115633325|XP_030386615.1|SLEB	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC115628086|XP_030379923.1|SLEB, LOC115629178|XP_030381412.1|SLEB	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC115623893|XP_030374305.1|SLEB	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC115629192|XP_030381455.1|SLEB	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC115621117|XP_030370521.1|SLEB	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC115628832|XP_030380930.1|SLEB	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC115620425|XP_030369512.1|SLEB	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC115621595|XP_030371147.1|SLEB	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC115628862|XP_030380973.1|SLEB	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC115626074|XP_030377187.1|SLEB	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC115627559|XP_030379139.1|SLEB	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC115621191|XP_030370627.1|SLEB	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC115621135|XP_030370549.1|SLEB	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC115623227|XP_030373334.1|SLEB	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC115625600|XP_030376580.1|SLEB	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC115632774|XP_030385892.1|SLEB	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC115621062|XP_030370446.1|SLEB	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC115623195|XP_030373278.1|SLEB	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC115629883|XP_030382339.1|SLEB	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC115628963|XP_030381099.1|SLEB	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC115626802|XP_030378130.1|SLEB	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC115626932|XP_030378298.1|SLEB	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC115621759|XP_030371353.1|SLEB	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC115625168|XP_030375959.1|SLEB	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC115627941|XP_030379694.1|SLEB, LOC115627940|XP_030379693.1|SLEB, LOC115627791|XP_030379471.1|SLEB	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC115625134|XP_030375913.1|SLEB	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC115620954|XP_030370330.1|SLEB	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC115631734|XP_030384436.1|SLEB	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC115629507|XP_030381848.1|SLEB	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC115633295|XP_030386567.1|SLEB	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC115620591|XP_030369762.1|SLEB	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC115629693|XP_030382074.1|SLEB	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC115624610|XP_030375221.1|SLEB	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC115629099|XP_030381279.1|SLEB	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC115631456|XP_030384064.1|SLEB	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC115627453|XP_030378978.1|SLEB	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC115627239|XP_030378722.1|SLEB	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC115625440|XP_030376347.1|SLEB	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC115621172|XP_030370595.1|SLEB	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC115628881|XP_030380998.1|SLEB	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC115622900|XP_030372883.1|SLEB	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC115629157|XP_030381387.1|SLEB	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC115621586|XP_030371137.1|SLEB	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC115625087|XP_030375845.1|SLEB	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC115621879|XP_030371569.1|SLEB	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC115620516|XP_030369642.1|SLEB	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC115620303|XP_030369346.1|SLEB	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC115620302|XP_030369345.1|SLEB	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC115626681|XP_030377968.1|SLEB	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC115626781|XP_030378106.1|SLEB, LOC115626668|XP_030377950.1|SLEB	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC115623487|XP_030373718.1|SLEB	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC115629659|XP_030382032.1|SLEB	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC115627824|XP_030379518.1|SLEB	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC115626814|XP_030378150.1|SLEB	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC115621709|XP_030371277.1|SLEB	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC115632309|XP_030385270.1|SLEB	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC115627405|XP_030378919.1|SLEB	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC115627774|XP_030379439.1|SLEB	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC115620738|XP_030369984.1|SLEB	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC115625325|XP_030376208.1|SLEB	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC115620960|XP_030370341.1|SLEB	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC115620898|XP_030370247.1|SLEB	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC115620813|XP_030370099.1|SLEB	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC115620284|XP_030369318.1|SLEB	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC115621849|XP_030371521.1|SLEB	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC115621275|XP_030370737.1|SLEB	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC115628666|XP_030380696.1|SLEB	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC115626701|XP_030377991.1|SLEB	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC115627181|XP_030378642.1|SLEB	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC115625702|XP_030376703.1|SLEB	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC115630194|XP_030382621.1|SLEB	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC115621655|XP_030371219.1|SLEB	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC115620603|XP_030369775.1|SLEB	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC115622019|XP_030371735.1|SLEB	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC115627119|XP_030378546.1|SLEB	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC115620672|XP_030369893.1|SLEB	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC115628812|XP_030380897.1|SLEB	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC115620579|XP_030369739.1|SLEB	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC115621727|XP_030371300.1|SLEB	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC115620515|XP_030369640.1|SLEB	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC115629577|XP_030381929.1|SLEB	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC115629717|XP_030382098.1|SLEB	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC115629734|XP_030382128.1|SLEB	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC115630448|XP_030382870.1|SLEB	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC115627192|XP_030378655.1|SLEB	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC115627005|XP_030378381.1|SLEB	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC115622465|XP_030372271.1|SLEB	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC115620766|XP_030370028.1|SLEB	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC115621112|XP_030370515.1|SLEB	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC115620880|XP_030370217.1|SLEB	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC115623454|XP_030373670.1|SLEB	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC115625401|XP_030376303.1|SLEB	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC115621029|XP_030370414.1|SLEB	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC115631546|XP_030384181.1|SLEB	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC115623382|XP_030373539.1|SLEB	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC115620439|XP_030369526.1|SLEB	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC115627114|XP_030378540.1|SLEB	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC115629690|XP_030382070.1|SLEB	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC115625327|XP_030376211.1|SLEB	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC115629925|XP_030382390.1|SLEB	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC115625077|XP_030375826.1|SLEB	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC115621069|XP_030370456.1|SLEB	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC115622007|XP_030371722.1|SLEB	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC115621316|XP_030370793.1|SLEB	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC115621666|XP_030371235.1|SLEB	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC115621923|XP_030371627.1|SLEB	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC115621181|XP_030370614.1|SLEB	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC115621179|XP_030370603.1|SLEB	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC115620301|XP_030369344.1|SLEB	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC115631318|XP_030383893.1|SLEB	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC115620567|XP_030369717.1|SLEB	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC115625498|XP_030376418.1|SLEB	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC115620700|XP_030369931.1|SLEB	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC115626723|XP_030378027.1|SLEB	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC115633877|XP_030387238.1|SLEB	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC115621199|XP_030370638.1|SLEB	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC115620269|XP_030369290.1|SLEB	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC115620779|XP_030370048.1|SLEB	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC115620634|XP_030369825.1|SLEB	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC115624106|XP_030374558.1|SLEB	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC115624261|XP_030374745.1|SLEB	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC115621948|XP_030371655.1|SLEB	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC115620295|XP_030369337.1|SLEB	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC115625312|XP_030376190.1|SLEB	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC115628656|XP_030380685.1|SLEB	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC115629975|XP_030382457.1|SLEB	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC115621929|XP_030371633.1|SLEB	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC115620353|XP_030369417.1|SLEB	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC115619983|XP_030368884.1|SLEB	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC115620745|XP_030369998.1|SLEB	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC115630686|XP_030383197.1|SLEB	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC115620257|XP_030369267.1|SLEB	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC115621295|XP_030370762.1|SLEB	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC115621585|XP_030371136.1|SLEB	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC115620560|XP_030369708.1|SLEB	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC115620227|XP_030369227.1|SLEB	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC115625358|XP_030376253.1|SLEB	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC115620843|XP_030370142.1|SLEB	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC115621035|XP_030370417.1|SLEB	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC115633044|XP_030386248.1|SLEB	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC115627220|XP_030378702.1|SLEB	LOC119652479|XP_037912580.1|HILL
