Orthogroup	SLEB.longest_only	DSUZ.longest_only
OG0004911	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB	LOC108007182|XP_036670453.1|DSUZ
OG0004912	LOC115632563|XP_030385641.1|SLEB	LOC108013338|XP_016934633.1|DSUZ
OG0004913	LOC115620003|XP_030368951.1|SLEB	LOC108008541|XP_016927901.1|DSUZ
OG0004914	LOC115623750|XP_030374148.1|SLEB	LOC108010117|XP_016930431.1|DSUZ
OG0004915	LOC115624590|XP_030375192.1|SLEB	LOC108010134|XP_016930451.1|DSUZ
OG0004916	LOC115620053|XP_030369046.1|SLEB	LOC108010247|XP_016930590.1|DSUZ
OG0004917	LOC115624975|XP_030375687.1|SLEB	LOC108012979|XP_016934033.1|DSUZ
OG0004918	LOC115624972|XP_030375683.1|SLEB	LOC108012977|XP_016934030.1|DSUZ
OG0004919	LOC115621374|XP_030370861.1|SLEB	LOC108010796|XP_016931214.1|DSUZ
OG0004920	LOC115623162|XP_030373237.1|SLEB	LOC108012366|XP_016933209.1|DSUZ
OG0004921	LOC115628223|XP_030380079.1|SLEB	LOC108005902|XP_016924787.1|DSUZ
OG0004922	LOC115633155|XP_030386425.1|SLEB	LOC108012243|XP_036672396.1|DSUZ
OG0004923	LOC115624792|XP_030375495.1|SLEB	LOC108020040|XP_016943622.1|DSUZ
OG0004924	LOC115632679|XP_030385772.1|SLEB	LOC108012810|XP_016933738.1|DSUZ
OG0004925	LOC115632171|XP_030385060.1|SLEB	LOC108013569|XP_016934980.1|DSUZ
OG0004926	LOC115623059|XP_030373098.1|SLEB	LOC108012523|XP_016933426.1|DSUZ
OG0004927	LOC115632977|XP_030386148.1|SLEB	LOC108012887|XP_036670902.1|DSUZ
OG0004928	LOC115634361|XP_030387940.1|SLEB	LOC108018037|XP_036669746.1|DSUZ
OG0004929	LOC115628308|XP_030380218.1|SLEB	LOC108012802|XP_016933728.1|DSUZ
OG0004930	LOC115624604|XP_030375213.1|SLEB	LOC108009112|XP_016928672.1|DSUZ
OG0004931	LOC115623097|XP_030373166.1|SLEB	LOC108008379|XP_016927711.1|DSUZ
OG0004932	LOC115632714|XP_030385816.1|SLEB	LOC108013046|XP_016934146.1|DSUZ
OG0004933	LOC115628443|XP_030380421.1|SLEB	LOC108017962|XP_016940721.1|DSUZ
OG0004934	LOC115633957|XP_030387335.1|SLEB	LOC108008426|XP_016927764.1|DSUZ
OG0004935	LOC115620019|XP_030368983.1|SLEB	LOC108018036|XP_016940902.1|DSUZ
OG0004936	LOC115622742|XP_030372649.1|SLEB	LOC108005880|XP_036672418.1|DSUZ
OG0004937	LOC115632386|XP_030385375.1|SLEB	LOC108013567|XP_036670958.1|DSUZ
OG0004938	LOC115622824|XP_030372759.1|SLEB	LOC108006841|XP_016925880.2|DSUZ
OG0004939	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB	LOC108020447|XP_036672459.1|DSUZ, LOC118877327|XP_036671510.1|DSUZ
OG0004940	LOC115623825|XP_030374233.1|SLEB	LOC108005713|XP_036671524.1|DSUZ, LOC108017020|XP_036672468.1|DSUZ
OG0004941	LOC115632715|XP_030385818.1|SLEB	LOC108007480|XP_036671153.1|DSUZ
OG0004942	LOC115622719|XP_030372619.1|SLEB	LOC108005875|XP_016924744.1|DSUZ
OG0004943	LOC115622485|XP_030372291.1|SLEB	LOC108013279|XP_016934539.1|DSUZ
OG0004944	LOC115622588|XP_030372443.1|SLEB	LOC108013601|XP_016935027.1|DSUZ
OG0004945	LOC115625172|XP_030375991.1|SLEB	LOC108017790|XP_016940422.1|DSUZ
OG0004946	LOC115628180|XP_030380027.1|SLEB	LOC108006916|XP_016926005.2|DSUZ
OG0004947	LOC115628241|XP_030380114.1|SLEB	LOC108013527|XP_016934912.1|DSUZ
OG0004948	LOC115628411|XP_030380359.1|SLEB	LOC108013502|XP_016934877.1|DSUZ
OG0004949	LOC115628362|XP_030380299.1|SLEB	LOC108013501|XP_016934876.1|DSUZ
OG0004950	LOC115632909|XP_030386059.1|SLEB	LOC108012933|XP_016933957.1|DSUZ
OG0004951	LOC115621224|XP_030370670.1|SLEB	LOC108017496|XP_016940037.1|DSUZ
OG0004952	LOC115632666|XP_030385760.1|SLEB	LOC108013592|XP_016935010.1|DSUZ
OG0004953	LOC115632183|XP_030385077.1|SLEB	LOC118877213|XP_036670481.1|DSUZ
OG0004954	LOC115632483|XP_030385518.1|SLEB	LOC108007486|XP_016926657.2|DSUZ
OG0004955	LOC115622606|XP_030372464.1|SLEB	LOC108012486|XP_016933384.1|DSUZ
OG0004956	LOC115634411|XP_030387967.1|SLEB	LOC108009401|XP_016929209.1|DSUZ
OG0004957	LOC115632455|XP_030385471.1|SLEB	LOC108007094|XP_036670862.1|DSUZ
OG0004958	LOC115632451|XP_030385462.1|SLEB	LOC108012984|XP_016934043.1|DSUZ
OG0004959	LOC115632889|XP_030386030.1|SLEB	LOC108012986|XP_016934045.1|DSUZ
OG0004960	LOC115632319|XP_030385282.1|SLEB	LOC108012983|XP_016934038.1|DSUZ
OG0004961	LOC115627004|XP_030378384.1|SLEB	LOC108008407|XP_016927742.1|DSUZ
OG0004962	LOC115632199|XP_030385105.1|SLEB	LOC108013076|XP_016934185.1|DSUZ
OG0004963	LOC115621909|XP_030371604.1|SLEB	LOC108015807|XP_036670567.1|DSUZ
OG0004964	LOC115623234|XP_030373343.1|SLEB	LOC108013268|XP_016934518.1|DSUZ
OG0004965	LOC115622930|XP_030372918.1|SLEB	LOC108005783|XP_016924601.1|DSUZ
OG0004966	LOC115623278|XP_030373420.1|SLEB	LOC108005908|XP_036670930.1|DSUZ
OG0004967	LOC115633851|XP_030387202.1|SLEB	LOC108017793|XP_016940426.1|DSUZ
OG0004968	LOC115624652|XP_030375292.1|SLEB	LOC118877357|XP_036671708.1|DSUZ
OG0004969	LOC115634209|XP_030387661.1|SLEB	LOC108017784|XP_016940414.1|DSUZ
OG0004970	LOC115632640|XP_030385730.1|SLEB	LOC108020199|XP_036671723.1|DSUZ
OG0004971	LOC115632164|XP_030385051.1|SLEB	LOC108020209|XP_036670981.1|DSUZ
OG0004972	LOC115622906|XP_030372889.1|SLEB	LOC108005786|XP_016924605.1|DSUZ
OG0004973	LOC115633118|XP_030386367.1|SLEB	LOC108012855|XP_016933810.1|DSUZ
OG0004974	LOC115632605|XP_030385692.1|SLEB	LOC108013455|XP_016934820.1|DSUZ
OG0004975	LOC115624990|XP_030375718.1|SLEB	LOC108020058|XP_016943645.1|DSUZ
OG0004976	LOC115628343|XP_030380267.1|SLEB	LOC108011836|XP_016932563.1|DSUZ
OG0004977	LOC115620170|XP_030369161.1|SLEB	LOC108008365|XP_016927691.1|DSUZ
OG0004978	LOC115623560|XP_030373820.1|SLEB	LOC108017989|XP_016940820.1|DSUZ
OG0004979	LOC115622514|XP_030372328.1|SLEB	LOC108012794|XP_016933717.1|DSUZ
OG0004980	LOC115622844|XP_030372785.1|SLEB	LOC108005674|XP_016924487.1|DSUZ
OG0004981	LOC115633670|XP_030386975.1|SLEB	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ
OG0004982	LOC115633824|XP_030387171.1|SLEB	LOC108020738|XP_016944603.2|DSUZ, LOC108020737|XP_036671373.1|DSUZ
OG0004983	LOC115632288|XP_030385241.1|SLEB	LOC108013532|XP_016934918.1|DSUZ
OG0004984	LOC115622800|XP_030372725.1|SLEB	LOC108013590|XP_016935006.1|DSUZ
OG0004985	LOC115628369|XP_030380305.1|SLEB	LOC108012821|XP_016933754.1|DSUZ
OG0004986	LOC115622315|XP_030372081.1|SLEB	LOC108010522|XP_016930887.2|DSUZ
OG0004987	LOC115632953|XP_030386110.1|SLEB	LOC108006666|XP_036672385.1|DSUZ
OG0004988	LOC115628250|XP_030380126.1|SLEB	LOC108012823|XP_016933757.1|DSUZ
OG0004989	LOC115632449|XP_030385459.1|SLEB	LOC108006675|XP_036671381.1|DSUZ
OG0004990	LOC115634248|XP_030387702.1|SLEB	LOC108008960|XP_016928360.1|DSUZ
OG0004991	LOC115634751|XP_030388501.1|SLEB	LOC108009102|XP_016928655.1|DSUZ
OG0004992	LOC115634752|XP_030388503.1|SLEB	LOC108009105|XP_036669175.1|DSUZ
OG0004993	LOC115632746|XP_030385854.1|SLEB	LOC108012916|XP_016933928.1|DSUZ
OG0004994	LOC115628405|XP_030380354.1|SLEB	LOC108007080|XP_036672133.1|DSUZ
OG0004995	LOC115632732|XP_030385838.1|SLEB	LOC108011852|XP_036672346.1|DSUZ
OG0004996	LOC115632332|XP_030385297.1|SLEB	LOC108013283|XP_016934545.1|DSUZ
OG0004997	LOC115624930|XP_030375644.1|SLEB	LOC108008292|XP_016927593.1|DSUZ
OG0004998	LOC115634227|XP_030387678.1|SLEB	LOC108017994|XP_016940831.1|DSUZ
OG0004999	LOC115622896|XP_030372872.1|SLEB	LOC108014471|XP_016936084.2|DSUZ
OG0005000	LOC115622262|XP_030372027.1|SLEB	LOC108008287|XP_016927588.1|DSUZ
OG0005001	LOC115623045|XP_030373081.1|SLEB	LOC108012851|XP_036670562.1|DSUZ
OG0005002	LOC115623966|XP_030374394.1|SLEB	LOC108017393|XP_036674090.1|DSUZ, LOC118877807|XP_036673843.1|DSUZ
OG0005003	LOC115633139|XP_030386406.1|SLEB	LOC108013189|XP_016934380.1|DSUZ
OG0005004	LOC115622566|XP_030372398.1|SLEB	LOC108012553|XP_016933454.1|DSUZ
OG0005005	LOC115634528|XP_030388194.1|SLEB	LOC108020443|XP_016944253.1|DSUZ, LOC118877438|XP_036672150.1|DSUZ
OG0005006	LOC115632177|XP_030385069.1|SLEB	LOC108013386|XP_016934707.1|DSUZ
OG0005007	LOC115632705|XP_030385803.1|SLEB	LOC108015549|XP_036670994.1|DSUZ
OG0005008	LOC115622417|XP_030372210.1|SLEB	LOC108013625|XP_016935057.1|DSUZ
OG0005009	LOC115628541|XP_030380562.1|SLEB	LOC108004811|XP_016923369.2|DSUZ
OG0005010	LOC115624360|XP_030374927.1|SLEB	LOC108018647|XP_036671178.1|DSUZ
OG0005011	LOC115634583|XP_030388276.1|SLEB	LOC108009134|XP_016928727.1|DSUZ
OG0005012	LOC115622677|XP_030372554.1|SLEB	LOC108012430|XP_016933283.1|DSUZ
OG0005013	LOC115625382|XP_030376278.1|SLEB	LOC108011544|XP_016932200.2|DSUZ
OG0005014	LOC115632527|XP_030385584.1|SLEB	LOC108012994|XP_016934056.1|DSUZ
OG0005015	LOC115622693|XP_030372579.1|SLEB	LOC108005857|XP_036671145.1|DSUZ
OG0005016	LOC115622379|XP_030372162.1|SLEB	LOC118877382|XP_036671846.1|DSUZ
OG0005017	LOC115623282|XP_030373424.1|SLEB	LOC108012345|XP_016933182.1|DSUZ
OG0005018	LOC115628245|XP_030380121.1|SLEB	LOC108013041|XP_016934138.1|DSUZ
OG0005019	LOC115632101|XP_030384942.1|SLEB	LOC108007499|XP_016926671.2|DSUZ
OG0005020	LOC115633635|XP_030386933.1|SLEB	LOC108009513|XP_016929421.1|DSUZ
OG0005021	LOC115631703|XP_030384389.1|SLEB	LOC108006752|XP_016925796.1|DSUZ
OG0005022	LOC115628289|XP_030380196.1|SLEB	LOC108012410|XP_016933260.1|DSUZ
OG0005023	LOC115626651|XP_030377919.1|SLEB	LOC108008630|XP_016928000.1|DSUZ
OG0005024	LOC115628408|XP_030380357.1|SLEB	LOC108013251|XP_016934490.1|DSUZ
OG0005025	LOC115622915|XP_030372899.1|SLEB	LOC108013529|XP_016934915.1|DSUZ
OG0005026	LOC115622161|XP_030371890.1|SLEB	LOC108012403|XP_016933252.1|DSUZ
OG0005027	LOC115628247|XP_030380122.1|SLEB	LOC108011816|XP_036671031.1|DSUZ
OG0005028	LOC115620749|XP_030370004.1|SLEB	LOC108018679|XP_016941740.2|DSUZ
OG0005029	LOC115632333|XP_030385298.1|SLEB	LOC108004810|XP_016923367.1|DSUZ
OG0005030	LOC115620523|XP_030369649.1|SLEB	LOC108012927|XP_016933951.1|DSUZ
OG0005031	LOC115632247|XP_030385168.1|SLEB	LOC108013353|XP_016934659.1|DSUZ
OG0005032	LOC115623240|XP_030373358.1|SLEB	LOC108012606|XP_016933515.1|DSUZ
OG0005033	LOC115622332|XP_030372102.1|SLEB	LOC108011407|XP_036670700.1|DSUZ
OG0005034	LOC115622328|XP_030372097.1|SLEB	LOC108011408|XP_036671054.1|DSUZ
OG0005035	LOC115623241|XP_030373359.1|SLEB	LOC108013175|XP_016934361.1|DSUZ
OG0005036	LOC115622248|XP_030372006.1|SLEB	LOC108013183|XP_016934373.1|DSUZ
OG0005037	LOC115633033|XP_030386237.1|SLEB	LOC108013069|XP_016934177.1|DSUZ
OG0005038	LOC115632253|XP_030385181.1|SLEB	LOC108011872|XP_016932603.1|DSUZ
OG0005039	LOC115630660|XP_030383162.1|SLEB	LOC108021344|XP_016945515.1|DSUZ
OG0005040	LOC115623256|XP_030373386.1|SLEB	LOC108013142|XP_016934317.1|DSUZ
OG0005041	LOC115632856|XP_030385976.1|SLEB	LOC108013077|XP_016934186.1|DSUZ
OG0005042	LOC115622612|XP_030372473.1|SLEB	LOC108012478|XP_016933364.1|DSUZ
OG0005043	LOC115634669|XP_030388389.1|SLEB	LOC108009772|XP_016929890.1|DSUZ
OG0005044	LOC115634667|XP_030388386.1|SLEB	LOC108009769|XP_016929887.1|DSUZ
OG0005045	LOC115633441|XP_030386759.1|SLEB	LOC108008640|XP_016928009.1|DSUZ
OG0005046	LOC115628892|XP_030381014.1|SLEB	LOC108017883|XP_016940535.1|DSUZ
OG0005047	LOC115624738|XP_030375424.1|SLEB	LOC108011745|XP_016932459.1|DSUZ
OG0005048	LOC115624616|XP_030375227.1|SLEB	LOC108011733|XP_036671728.1|DSUZ
OG0005049	LOC115622500|XP_030372307.1|SLEB	LOC108013003|XP_016934077.2|DSUZ
OG0005050	LOC115625823|XP_030376877.1|SLEB	LOC108009103|XP_016928657.1|DSUZ
OG0005051	LOC115622834|XP_030372773.1|SLEB	LOC108013098|XP_016934231.1|DSUZ
OG0005052	LOC115622832|XP_030372771.1|SLEB	LOC108012560|XP_016933464.1|DSUZ
OG0005053	LOC115625822|XP_030376873.1|SLEB	LOC108020354|XP_016944040.1|DSUZ
OG0005054	LOC115624670|XP_030375323.1|SLEB	LOC108005740|XP_036670587.1|DSUZ
OG0005055	LOC115629558|XP_030381909.1|SLEB	LOC108013738|XP_016935178.1|DSUZ
OG0005056	LOC115629596|XP_030381985.1|SLEB	LOC108018249|XP_016941268.1|DSUZ
OG0005057	LOC115628243|XP_030380116.1|SLEB	LOC108005826|XP_036670940.1|DSUZ
OG0005058	LOC115622987|XP_030373002.1|SLEB	LOC108014460|XP_036671441.1|DSUZ
OG0005059	LOC115633213|XP_030386498.1|SLEB	LOC108008427|XP_016927765.1|DSUZ
OG0005060	LOC115626401|XP_030377627.1|SLEB	LOC108009482|XP_016929357.1|DSUZ
OG0005061	LOC115625906|XP_030376997.1|SLEB	LOC108005904|XP_016924800.1|DSUZ
OG0005062	LOC115625029|XP_030375737.1|SLEB	LOC108018021|XP_016940869.1|DSUZ
OG0005063	LOC115633802|XP_030387144.1|SLEB	LOC108007465|XP_016926626.1|DSUZ
OG0005064	LOC115622957|XP_030372956.1|SLEB	LOC108014684|XP_016936347.1|DSUZ
OG0005065	LOC115631957|XP_030384679.1|SLEB	LOC108017919|XP_016940578.1|DSUZ
OG0005066	LOC115633703|XP_030387023.1|SLEB	LOC108010170|XP_016930502.1|DSUZ
OG0005067	LOC115622066|XP_030371789.1|SLEB	LOC108010244|XP_016930587.1|DSUZ
OG0005068	LOC115622636|XP_030372504.1|SLEB	LOC108007548|XP_016926730.2|DSUZ
OG0005069	LOC115622736|XP_030372640.1|SLEB	LOC108019782|XP_016943262.1|DSUZ
OG0005070	LOC115623727|XP_030374084.1|SLEB	LOC108007264|XP_016926392.1|DSUZ
OG0005071	LOC115622745|XP_030372653.1|SLEB	LOC108014492|XP_036672186.1|DSUZ
OG0005072	LOC115627758|XP_030379403.1|SLEB	LOC108015251|XP_016937093.1|DSUZ
OG0005073	LOC115633633|XP_030386931.1|SLEB	LOC108018219|XP_016941227.1|DSUZ
OG0005074	LOC115632475|XP_030385507.1|SLEB	LOC108012908|XP_016933915.1|DSUZ
OG0005075	LOC115633655|XP_030386960.1|SLEB	LOC108008681|XP_016928064.1|DSUZ
OG0005076	LOC115629759|XP_030382168.1|SLEB	LOC108008325|XP_016927637.1|DSUZ
OG0005078	LOC115632733|XP_030385839.1|SLEB	LOC108011839|XP_036671970.1|DSUZ
OG0005079	LOC115631545|XP_030384194.1|SLEB	LOC108009106|XP_016928665.1|DSUZ
OG0005080	LOC115632408|XP_030385403.1|SLEB	LOC108007126|XP_016926219.1|DSUZ
OG0005081	LOC115621269|XP_030370733.1|SLEB	LOC108017739|XP_016940337.1|DSUZ
OG0005082	LOC115633781|XP_030387118.1|SLEB	LOC108017675|XP_016940271.2|DSUZ
OG0005083	LOC115627234|XP_030378716.1|SLEB	LOC108013720|XP_016935149.1|DSUZ
OG0005084	LOC115623052|XP_030373091.1|SLEB	LOC108013381|XP_016934696.1|DSUZ
OG0005085	LOC115623048|XP_030373087.1|SLEB	LOC108013935|XP_016935434.2|DSUZ
OG0005086	LOC115619998|XP_030368947.1|SLEB	LOC108018208|XP_016941214.1|DSUZ
OG0005087	LOC115622893|XP_030372864.1|SLEB	LOC108013214|XP_016934421.1|DSUZ
OG0005088	LOC115624548|XP_030375135.1|SLEB	LOC108010005|XP_016930282.1|DSUZ
OG0005089	LOC115624538|XP_030375125.1|SLEB	LOC108010004|XP_016930281.1|DSUZ
OG0005090	LOC115629424|XP_030381739.1|SLEB	LOC108009764|XP_016929880.1|DSUZ
OG0005091	LOC115632048|XP_030384885.1|SLEB	LOC108019863|XP_036670199.1|DSUZ
OG0005092	LOC115628332|XP_030380253.1|SLEB	LOC108006834|XP_016925871.1|DSUZ, LOC108005647|XP_036677386.1|DSUZ
OG0005093	LOC115622478|XP_030372282.1|SLEB	LOC108005842|XP_016924679.1|DSUZ
OG0005094	LOC115632185|XP_030385080.1|SLEB	LOC108015840|XP_036671964.1|DSUZ
OG0005095	LOC115621541|XP_030371070.1|SLEB	LOC108009327|XP_016929087.1|DSUZ
OG0005096	LOC115629054|XP_030381224.1|SLEB	LOC108021536|XP_016945790.1|DSUZ
OG0005097	LOC115628609|XP_030380656.1|SLEB	LOC108008378|XP_016927709.1|DSUZ
OG0005098	LOC115631127|XP_030383665.1|SLEB	LOC108009977|XP_016930236.1|DSUZ
OG0005099	LOC115633906|XP_030387275.1|SLEB	LOC108008910|XP_016928306.1|DSUZ
OG0005100	LOC115625598|XP_030376583.1|SLEB	LOC108008661|XP_016928039.1|DSUZ
OG0005101	LOC115623496|XP_030373733.1|SLEB	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ
OG0005102	LOC115634690|XP_030388415.1|SLEB	LOC108009788|XP_016929919.1|DSUZ
OG0005103	LOC115620967|XP_030370351.1|SLEB	LOC108007265|XP_016926393.1|DSUZ
OG0005104	LOC115628556|XP_030380578.1|SLEB	LOC108010030|XP_016930325.1|DSUZ
OG0005105	LOC115632707|XP_030385808.1|SLEB	LOC108012755|XP_016933678.1|DSUZ
OG0005106	LOC115623213|XP_030373312.1|SLEB	LOC108012318|XP_036671222.1|DSUZ
OG0005107	LOC115632456|XP_030385472.1|SLEB	LOC108007112|XP_016926203.1|DSUZ
OG0005108	LOC115634287|XP_030387801.1|SLEB	LOC108009342|XP_016929119.1|DSUZ
OG0005109	LOC115627488|XP_030379031.1|SLEB	LOC108004691|XP_016923188.1|DSUZ
OG0005110	LOC115633102|XP_030386343.1|SLEB	LOC108005642|XP_016924445.2|DSUZ
OG0005111	LOC115632486|XP_030385523.1|SLEB	LOC108011454|XP_016932087.1|DSUZ
OG0005112	LOC115624667|XP_030375320.1|SLEB	LOC108012379|XP_016933223.1|DSUZ
OG0005113	LOC115632539|XP_030385606.1|SLEB	LOC118877325|XP_036671497.1|DSUZ
OG0005114	LOC115622722|XP_030372623.1|SLEB	LOC108012435|XP_016933290.1|DSUZ
OG0005115	LOC115630559|XP_030383032.1|SLEB	LOC108021628|XP_016945924.1|DSUZ
OG0005116	LOC115632479|XP_030385513.1|SLEB	LOC108006669|XP_036671609.1|DSUZ
OG0005117	LOC115629103|XP_030381284.1|SLEB	LOC108016777|XP_016939032.1|DSUZ
OG0005118	LOC115625693|XP_030376693.1|SLEB	LOC108021466|XP_016945687.1|DSUZ
OG0005119	LOC115631427|XP_030384109.1|SLEB	LOC108017972|XP_036670120.1|DSUZ
OG0005120	LOC115622963|XP_030372971.1|SLEB	LOC108013542|XP_016934933.1|DSUZ
OG0005121	LOC115633972|XP_030387356.1|SLEB	LOC108020758|XP_036670654.1|DSUZ
OG0005122	LOC115622648|XP_030372519.1|SLEB	LOC108011263|XP_016931858.1|DSUZ
OG0005123	LOC115625412|XP_030376315.1|SLEB	LOC108015539|XP_036670396.1|DSUZ
OG0005124	LOC115632275|XP_030385218.1|SLEB	LOC108006797|XP_036670684.1|DSUZ
OG0005125	LOC115633171|XP_030386443.1|SLEB	LOC108006684|XP_036671602.1|DSUZ
OG0005126	LOC115622880|XP_030372833.1|SLEB	LOC108012344|XP_016933181.1|DSUZ
OG0005127	LOC115622145|XP_030371869.1|SLEB	LOC108012876|XP_016933853.1|DSUZ
OG0005128	LOC115626184|XP_030377360.1|SLEB	LOC108007642|XP_036669904.1|DSUZ
OG0005129	LOC115624825|XP_030375535.1|SLEB	LOC108013485|XP_016934857.1|DSUZ
OG0005130	LOC115634506|XP_030388132.1|SLEB	LOC108012842|XP_016933797.1|DSUZ
OG0005131	LOC115628258|XP_030380136.1|SLEB	LOC108005762|XP_036671026.1|DSUZ
OG0005132	LOC115623179|XP_030373259.1|SLEB	LOC108007731|XP_016926972.1|DSUZ
OG0005133	LOC115628344|XP_030380269.1|SLEB	LOC108007125|XP_036672015.1|DSUZ
OG0005134	LOC115632396|XP_030385386.1|SLEB	LOC108011737|XP_036671259.1|DSUZ
OG0005135	LOC115622716|XP_030372614.1|SLEB	LOC108013244|XP_016934480.1|DSUZ
OG0005136	LOC115622784|XP_030372701.1|SLEB	LOC108013402|XP_016934745.1|DSUZ
OG0005137	LOC115621264|XP_030370723.1|SLEB	LOC108020162|XP_016943753.2|DSUZ
OG0005138	LOC115622854|XP_030372797.1|SLEB	LOC118877399|XP_036671954.1|DSUZ
OG0005139	LOC115632739|XP_030385846.1|SLEB	LOC108013312|XP_016934593.1|DSUZ
OG0005140	LOC115630928|XP_030383354.1|SLEB	LOC108021483|XP_016945717.1|DSUZ
OG0005141	LOC115623622|XP_030373916.1|SLEB	LOC108009498|XP_016929382.1|DSUZ
OG0005142	LOC115622229|XP_030371986.1|SLEB	LOC108013544|XP_016934938.1|DSUZ
OG0005143	LOC115633061|XP_030386275.1|SLEB	LOC108013117|XP_016934263.1|DSUZ
OG0005144	LOC115633026|XP_030386209.1|SLEB	LOC108012666|XP_016933582.1|DSUZ
OG0005145	LOC115632315|XP_030385276.1|SLEB	LOC108013557|XP_016934960.1|DSUZ
OG0005146	LOC115622513|XP_030372327.1|SLEB	LOC108013106|XP_016934242.1|DSUZ
OG0005147	LOC115622953|XP_030372953.1|SLEB	LOC108013108|XP_016934246.1|DSUZ
OG0005148	LOC115622471|XP_030372275.1|SLEB	LOC108013407|XP_016934753.1|DSUZ
OG0005149	LOC115629056|XP_030381233.1|SLEB	LOC108009501|XP_016929391.1|DSUZ
OG0005150	LOC115632329|XP_030385292.1|SLEB	LOC108018839|XP_016941915.1|DSUZ
OG0005151	LOC115624543|XP_030375129.1|SLEB	LOC108020067|XP_016943655.1|DSUZ
OG0005152	LOC115624598|XP_030375198.1|SLEB	LOC108020064|XP_016943652.1|DSUZ
OG0005153	LOC115624587|XP_030375185.1|SLEB	LOC108020060|XP_016943649.1|DSUZ
OG0005154	LOC115628254|XP_030380133.1|SLEB	LOC108020053|XP_036670530.1|DSUZ
OG0005155	LOC115628307|XP_030380217.1|SLEB	LOC108012420|XP_016933269.1|DSUZ
OG0005156	LOC115624009|XP_030374442.1|SLEB	LOC108018403|XP_016941449.1|DSUZ
OG0005157	LOC115634649|XP_030388365.1|SLEB	LOC108009579|XP_016929534.1|DSUZ
OG0005158	LOC115633070|XP_030386300.1|SLEB	LOC108013119|XP_016934278.1|DSUZ
OG0005159	LOC115632444|XP_030385450.1|SLEB	LOC108019465|XP_016942781.2|DSUZ
OG0005160	LOC115632818|XP_030385930.1|SLEB	LOC108015548|XP_036671770.1|DSUZ
OG0005161	LOC115627574|XP_030379159.1|SLEB	LOC108009935|XP_016930165.1|DSUZ
OG0005162	LOC115633234|XP_030386488.1|SLEB	LOC108014995|XP_016936708.1|DSUZ
OG0005163	LOC115622932|XP_030372920.1|SLEB	LOC108007448|XP_016926599.1|DSUZ
OG0005164	LOC115632273|XP_030385213.1|SLEB	LOC108013516|XP_016934899.1|DSUZ
OG0005165	LOC115624509|XP_030375081.1|SLEB	LOC108018060|XP_016940944.1|DSUZ
OG0005166	LOC115624291|XP_030374776.1|SLEB	LOC108016249|XP_016938361.2|DSUZ
OG0005167	LOC115624295|XP_030374779.1|SLEB	LOC108016256|XP_016938367.1|DSUZ
OG0005168	LOC115632090|XP_030384925.1|SLEB	LOC108006850|XP_036672382.1|DSUZ
OG0005169	LOC115622495|XP_030372301.1|SLEB	LOC108011873|XP_016932606.2|DSUZ
OG0005170	LOC115622165|XP_030371896.1|SLEB	LOC108011828|XP_036671629.1|DSUZ
OG0005171	LOC115623247|XP_030373370.1|SLEB	LOC108011841|XP_016932568.1|DSUZ
OG0005172	LOC115628232|XP_030380100.1|SLEB	LOC108010168|XP_016930500.1|DSUZ
OG0005173	LOC115633253|XP_030386518.1|SLEB	LOC108017969|XP_016940755.1|DSUZ
OG0005174	LOC115633668|XP_030386972.1|SLEB	LOC108010269|XP_016930619.1|DSUZ
OG0005175	LOC115624686|XP_030375353.1|SLEB	LOC108009629|XP_016929607.1|DSUZ
OG0005176	LOC115634045|XP_030387448.1|SLEB	LOC108019927|XP_016943526.1|DSUZ
OG0005177	LOC115629827|XP_030382266.1|SLEB	LOC108010090|XP_016930398.1|DSUZ
OG0005178	LOC115632323|XP_030385288.1|SLEB	LOC108012436|XP_016933291.1|DSUZ
OG0005179	LOC115632413|XP_030385412.1|SLEB	LOC108012829|XP_016933778.1|DSUZ
OG0005180	LOC115628396|XP_030380344.1|SLEB	LOC108012939|XP_016933964.1|DSUZ
OG0005181	LOC115627775|XP_030379441.1|SLEB	LOC108006273|XP_016925212.1|DSUZ
OG0005182	LOC115634306|XP_030387821.1|SLEB	LOC108009496|XP_016929378.1|DSUZ
OG0005183	LOC115634779|XP_030388534.1|SLEB	LOC108009816|XP_016929986.1|DSUZ
OG0005184	LOC115624993|XP_030375729.1|SLEB	LOC108009644|XP_016929635.1|DSUZ
OG0005185	LOC115633894|XP_030387259.1|SLEB	LOC108009895|XP_016930102.1|DSUZ
OG0005186	LOC115634834|XP_030388615.1|SLEB	LOC108008482|XP_016927830.1|DSUZ
OG0005187	LOC115634370|XP_030387894.1|SLEB	LOC108017967|XP_036670069.1|DSUZ
OG0005188	LOC115633552|XP_030386869.1|SLEB	LOC108018154|XP_016941110.1|DSUZ
OG0005189	LOC115627519|XP_030379079.1|SLEB	LOC108015225|XP_036676079.1|DSUZ
OG0005190	LOC115632360|XP_030385337.1|SLEB	LOC108006818|XP_036672096.1|DSUZ
OG0005191	LOC115623611|XP_030373888.1|SLEB	LOC108007380|XP_036673755.1|DSUZ
