Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0003299	LOC115625134|XP_030375913.1|SLEB	LOC108091984|XP_017046884.1|DFIC
OG0003300	LOC115620954|XP_030370330.1|SLEB	LOC108098838|XP_017057488.1|DFIC
OG0003301	LOC115631734|XP_030384436.1|SLEB	LOC108093784|XP_017049552.1|DFIC
OG0003302	LOC115629507|XP_030381848.1|SLEB	LOC108095544|XP_017052162.1|DFIC
OG0003303	LOC115633295|XP_030386567.1|SLEB	LOC108086763|XP_017039290.1|DFIC
OG0003304	LOC115620591|XP_030369762.1|SLEB	LOC108087147|XP_017039849.1|DFIC
OG0003305	LOC115629693|XP_030382074.1|SLEB	LOC108094234|XP_017050185.1|DFIC
OG0003306	LOC115624610|XP_030375221.1|SLEB	LOC108094301|XP_017050306.1|DFIC
OG0003307	LOC115629099|XP_030381279.1|SLEB	LOC108094711|XP_017050937.1|DFIC
OG0003308	LOC115631456|XP_030384064.1|SLEB	LOC108091514|XP_017046259.1|DFIC
OG0003309	LOC115627453|XP_030378978.1|SLEB	LOC108097960|XP_017056058.1|DFIC
OG0003310	LOC115627239|XP_030378722.1|SLEB	LOC108097582|XP_017055460.1|DFIC
OG0003311	LOC115625440|XP_030376347.1|SLEB	LOC108092199|XP_017047215.1|DFIC
OG0003312	LOC115621172|XP_030370595.1|SLEB	LOC108092114|XP_017047102.1|DFIC
OG0003313	LOC115628881|XP_030380998.1|SLEB	LOC108092894|XP_017048231.1|DFIC
OG0003314	LOC115622900|XP_030372883.1|SLEB	LOC108090925|XP_017045345.1|DFIC
OG0003315	LOC115629157|XP_030381387.1|SLEB	LOC108098105|XP_017056306.1|DFIC
OG0003316	LOC115621469|XP_030370989.1|SLEB	LOC108086875|XP_017039426.1|DFIC
OG0003317	LOC115621586|XP_030371137.1|SLEB	LOC108098850|XP_017057501.1|DFIC
OG0003318	LOC115625087|XP_030375845.1|SLEB	LOC108098815|XP_017057458.1|DFIC
OG0003319	LOC115621879|XP_030371569.1|SLEB	LOC108098570|XP_017057076.1|DFIC
OG0003320	LOC115620516|XP_030369642.1|SLEB	LOC108086813|XP_017039343.1|DFIC
OG0003321	LOC115620303|XP_030369346.1|SLEB	LOC108086859|XP_017039404.1|DFIC
OG0003322	LOC115620302|XP_030369345.1|SLEB	LOC108086851|XP_017039394.1|DFIC
OG0003323	LOC115626681|XP_030377968.1|SLEB	LOC108092986|XP_017048367.1|DFIC
OG0003324	LOC115626781|XP_030378106.1|SLEB, LOC115626668|XP_030377950.1|SLEB	LOC108101641|XP_017061541.1|DFIC
OG0003325	LOC115623487|XP_030373718.1|SLEB	LOC108098628|XP_017057191.1|DFIC
OG0003326	LOC115629659|XP_030382032.1|SLEB	LOC108098005|XP_017056131.1|DFIC
OG0003327	LOC115627824|XP_030379518.1|SLEB	LOC108095051|XP_017051444.1|DFIC
OG0003328	LOC115626814|XP_030378150.1|SLEB	LOC108097126|XP_017054711.1|DFIC
OG0003329	LOC115621709|XP_030371277.1|SLEB	LOC108093340|XP_017048831.1|DFIC
OG0003330	LOC115632309|XP_030385270.1|SLEB	LOC108087442|XP_017040285.1|DFIC
OG0003331	LOC115627405|XP_030378919.1|SLEB	LOC108098090|XP_017056285.1|DFIC
OG0003332	LOC115627774|XP_030379439.1|SLEB	LOC108097714|XP_017055693.1|DFIC
OG0003333	LOC115620738|XP_030369984.1|SLEB	LOC108086824|XP_017039358.1|DFIC
OG0003334	LOC115625325|XP_030376208.1|SLEB	LOC108090241|XP_017044327.1|DFIC
OG0003335	LOC115620960|XP_030370341.1|SLEB	LOC108092127|XP_017047120.1|DFIC
OG0003336	LOC115620898|XP_030370247.1|SLEB	LOC108099370|XP_017058352.1|DFIC
OG0003337	LOC115620813|XP_030370099.1|SLEB	LOC108086547|XP_017038974.1|DFIC
OG0003338	LOC115620284|XP_030369318.1|SLEB	LOC108087375|XP_017040206.1|DFIC
OG0003339	LOC115621849|XP_030371521.1|SLEB	LOC108088523|XP_017041851.1|DFIC
OG0003340	LOC115621275|XP_030370737.1|SLEB	LOC108088464|XP_017041738.1|DFIC
OG0003341	LOC115628666|XP_030380696.1|SLEB	LOC108097977|XP_017056084.1|DFIC
OG0003342	LOC115626701|XP_030377991.1|SLEB	LOC108091091|XP_017045591.1|DFIC
OG0003343	LOC115627181|XP_030378642.1|SLEB	LOC108094593|XP_017050713.1|DFIC
OG0003344	LOC115625702|XP_030376703.1|SLEB	LOC108092682|XP_017047859.1|DFIC
OG0003345	LOC115630194|XP_030382621.1|SLEB	LOC108087596|XP_017040519.1|DFIC
OG0003346	LOC115621655|XP_030371219.1|SLEB	LOC108087323|XP_017040143.1|DFIC
OG0003347	LOC115620603|XP_030369775.1|SLEB	LOC108087176|XP_017039910.1|DFIC
OG0003348	LOC115622019|XP_030371735.1|SLEB	LOC108087243|XP_017040028.1|DFIC
OG0003349	LOC115627119|XP_030378546.1|SLEB	LOC108086945|XP_017039547.1|DFIC
OG0003350	LOC115620672|XP_030369893.1|SLEB	LOC108091615|XP_017046388.1|DFIC
OG0003351	LOC115628812|XP_030380897.1|SLEB	LOC108097302|XP_017055006.1|DFIC
OG0003352	LOC115620579|XP_030369739.1|SLEB	LOC108099467|XP_017058505.1|DFIC
OG0003353	LOC115621727|XP_030371300.1|SLEB	LOC108087005|XP_017039636.1|DFIC
OG0003354	LOC115620515|XP_030369640.1|SLEB	LOC108086826|XP_017039360.1|DFIC
OG0003355	LOC115629577|XP_030381929.1|SLEB	LOC108087590|XP_017040511.1|DFIC
OG0003356	LOC115629717|XP_030382098.1|SLEB	LOC108098097|XP_017056291.1|DFIC
OG0003357	LOC115629734|XP_030382128.1|SLEB	LOC108101708|XP_017061635.1|DFIC
OG0003358	LOC115630448|XP_030382870.1|SLEB	LOC108090623|XP_017044889.1|DFIC
OG0003359	LOC115627192|XP_030378655.1|SLEB	LOC108097989|XP_017056108.1|DFIC
OG0003360	LOC115627005|XP_030378381.1|SLEB	LOC108094585|XP_017050692.1|DFIC
OG0003361	LOC115622465|XP_030372271.1|SLEB	LOC108094829|XP_017051110.1|DFIC
OG0003362	LOC115620766|XP_030370028.1|SLEB	LOC108098682|XP_017057280.1|DFIC
OG0003363	LOC115621112|XP_030370515.1|SLEB	LOC108098592|XP_017057139.1|DFIC
OG0003364	LOC115620880|XP_030370217.1|SLEB	LOC108087185|XP_017039930.1|DFIC
OG0003365	LOC115623454|XP_030373670.1|SLEB	LOC108090196|XP_017044273.1|DFIC
OG0003366	LOC115625401|XP_030376303.1|SLEB	LOC108088261|XP_017041468.1|DFIC
OG0003367	LOC115621029|XP_030370414.1|SLEB	LOC108088298|XP_017041517.1|DFIC
OG0003368	LOC115631546|XP_030384181.1|SLEB	LOC108088293|XP_017041512.1|DFIC
OG0003369	LOC115623382|XP_030373539.1|SLEB	LOC108098537|XP_017057014.1|DFIC
OG0003370	LOC115620439|XP_030369526.1|SLEB	LOC108098879|XP_017057555.1|DFIC
OG0003371	LOC115627114|XP_030378540.1|SLEB	LOC108095614|XP_017052268.1|DFIC
OG0003372	LOC115629690|XP_030382070.1|SLEB	LOC108096713|XP_017054037.1|DFIC
OG0003373	LOC115625327|XP_030376211.1|SLEB	LOC108102075|XP_017062206.1|DFIC
OG0003374	LOC115629925|XP_030382390.1|SLEB	LOC108091168|XP_017045698.1|DFIC
OG0003375	LOC115625077|XP_030375826.1|SLEB	LOC108092083|XP_017047053.1|DFIC
OG0003376	LOC115621069|XP_030370456.1|SLEB	LOC108087265|XP_017040061.1|DFIC
OG0003377	LOC115622007|XP_030371722.1|SLEB	LOC108087181|XP_017039922.1|DFIC
OG0003378	LOC115621316|XP_030370793.1|SLEB	LOC108095661|XP_017052314.1|DFIC
OG0003379	LOC115621666|XP_030371235.1|SLEB	LOC108099399|XP_017058394.1|DFIC
OG0003380	LOC115621923|XP_030371627.1|SLEB	LOC108099312|XP_017058195.1|DFIC
OG0003381	LOC115621181|XP_030370614.1|SLEB	LOC108100075|XP_017059304.1|DFIC
OG0003382	LOC115621179|XP_030370603.1|SLEB	LOC108088475|XP_017041751.1|DFIC
OG0003383	LOC115620301|XP_030369344.1|SLEB	LOC108099522|XP_017058578.1|DFIC
OG0003384	LOC115631318|XP_030383893.1|SLEB	LOC108091555|XP_017046314.1|DFIC
OG0003385	LOC115620567|XP_030369717.1|SLEB	LOC108099435|XP_017058458.1|DFIC
OG0003386	LOC115625498|XP_030376418.1|SLEB	LOC108099278|XP_017058155.1|DFIC
OG0003387	LOC115620700|XP_030369931.1|SLEB	LOC108095803|XP_017052557.1|DFIC
OG0003388	LOC115626723|XP_030378027.1|SLEB	LOC108098035|XP_017056184.1|DFIC
OG0003389	LOC115633877|XP_030387238.1|SLEB	LOC108101806|XP_017061772.1|DFIC
OG0003390	LOC115621199|XP_030370638.1|SLEB	LOC108087904|XP_017040970.1|DFIC
OG0003391	LOC115620269|XP_030369290.1|SLEB	LOC108092068|XP_017047024.1|DFIC
OG0003392	LOC115620779|XP_030370048.1|SLEB	LOC108087011|XP_017039648.1|DFIC
OG0003393	LOC115620634|XP_030369825.1|SLEB	LOC108086562|XP_017039004.1|DFIC
OG0003394	LOC115624106|XP_030374558.1|SLEB	LOC108098475|XP_017056874.1|DFIC
OG0003395	LOC115624261|XP_030374745.1|SLEB	LOC108098644|XP_017057208.1|DFIC
OG0003396	LOC115621948|XP_030371655.1|SLEB	LOC108102290|XP_017062531.1|DFIC
OG0003397	LOC115620295|XP_030369337.1|SLEB	LOC108091708|XP_017046534.1|DFIC
OG0003398	LOC115625312|XP_030376190.1|SLEB	LOC108097424|XP_017055180.1|DFIC
OG0003399	LOC115628656|XP_030380685.1|SLEB	LOC108095667|XP_017052321.1|DFIC
OG0003400	LOC115629975|XP_030382457.1|SLEB	LOC108095841|XP_017052624.1|DFIC
OG0003401	LOC115621929|XP_030371633.1|SLEB	LOC108099255|XP_017058116.1|DFIC
OG0003402	LOC115620353|XP_030369417.1|SLEB	LOC108099236|XP_017058098.1|DFIC
OG0003403	LOC115619983|XP_030368884.1|SLEB	LOC108101875|XP_017061900.1|DFIC
OG0003404	LOC115620745|XP_030369998.1|SLEB	LOC108092090|XP_017047068.1|DFIC
OG0003405	LOC115630686|XP_030383197.1|SLEB	LOC108096950|XP_017054407.1|DFIC
OG0003406	LOC115620257|XP_030369267.1|SLEB	LOC108088430|XP_017041685.1|DFIC
OG0003407	LOC115621295|XP_030370762.1|SLEB	LOC108088431|XP_017041686.1|DFIC
OG0003408	LOC115621585|XP_030371136.1|SLEB	LOC108098847|XP_017057499.1|DFIC
OG0003409	LOC115620560|XP_030369708.1|SLEB	LOC108099368|XP_017058349.1|DFIC
OG0003410	LOC115620227|XP_030369227.1|SLEB	LOC108099598|XP_017058701.1|DFIC
OG0003411	LOC115625358|XP_030376253.1|SLEB	LOC108098044|XP_017056202.1|DFIC
OG0003412	LOC115620843|XP_030370142.1|SLEB	LOC108097711|XP_017055689.1|DFIC
OG0003413	LOC115621035|XP_030370417.1|SLEB	LOC108098534|XP_017057004.1|DFIC
OG0003414	LOC115633044|XP_030386248.1|SLEB	LOC108087451|XP_017040301.1|DFIC
OG0003415	LOC115627220|XP_030378702.1|SLEB	LOC108097764|XP_017055774.1|DFIC
OG0003416	LOC115627240|XP_030378723.1|SLEB	LOC108098638|XP_017057202.1|DFIC
OG0003417	LOC115620590|XP_030369760.1|SLEB	LOC108087145|XP_017039847.1|DFIC
OG0003418	LOC115621837|XP_030371508.1|SLEB	LOC108088036|XP_017041159.1|DFIC
OG0003419	LOC115623662|XP_030373980.1|SLEB	LOC108098568|XP_017057072.1|DFIC
OG0003420	LOC115623658|XP_030373975.1|SLEB	LOC108098566|XP_017057071.1|DFIC
OG0003421	LOC115621103|XP_030370501.1|SLEB	LOC108086552|XP_017038980.1|DFIC
OG0003422	LOC115620185|XP_030369176.1|SLEB	LOC108086556|XP_017038995.1|DFIC
OG0003423	LOC115631778|XP_030384476.1|SLEB	LOC108094000|XP_017049912.1|DFIC
OG0003424	LOC115621162|XP_030370582.1|SLEB	LOC108087231|XP_017040006.1|DFIC
OG0003425	LOC115625283|XP_030376153.1|SLEB	LOC108099280|XP_017058158.1|DFIC
OG0003426	LOC115621183|XP_030370617.1|SLEB	LOC108087931|XP_017041007.1|DFIC
OG0003427	LOC115621924|XP_030371628.1|SLEB	LOC108088070|XP_017041208.1|DFIC
OG0003428	LOC115622751|XP_030372664.1|SLEB	LOC108099980|XP_017059165.1|DFIC
OG0003429	LOC115626196|XP_030377340.1|SLEB	LOC108087736|XP_017040747.1|DFIC
OG0003430	LOC115627813|XP_030379504.1|SLEB	LOC108091270|XP_017045873.1|DFIC
OG0003431	LOC115624193|XP_030374650.1|SLEB	LOC108091379|XP_017046042.1|DFIC
OG0003432	LOC115620649|XP_030369856.1|SLEB	LOC108092178|XP_017047191.1|DFIC
OG0003433	LOC115621824|XP_030371478.1|SLEB	LOC108088492|XP_017041801.1|DFIC
OG0003434	LOC115628835|XP_030380934.1|SLEB	LOC108094627|XP_017050804.1|DFIC
OG0003435	LOC115625307|XP_030376185.1|SLEB	LOC108095832|XP_017052603.1|DFIC
OG0003436	LOC115621811|XP_030371457.1|SLEB	LOC108090132|XP_017044157.1|DFIC
OG0003437	LOC115621808|XP_030371452.1|SLEB	LOC108090128|XP_017044151.1|DFIC
OG0003438	LOC115621810|XP_030371456.1|SLEB	LOC108090131|XP_017044156.1|DFIC
OG0003439	LOC115620929|XP_030370296.1|SLEB	LOC108092207|XP_017047225.1|DFIC
OG0003440	LOC115620510|XP_030369629.1|SLEB	LOC108098665|XP_017057233.1|DFIC
OG0003441	LOC115626446|XP_030377681.1|SLEB	LOC108090027|XP_017044013.1|DFIC, LOC108102192|XP_017062384.1|DFIC
OG0003442	LOC115620339|XP_030369398.1|SLEB	LOC108099535|XP_017058596.1|DFIC, LOC108099676|XP_017058803.1|DFIC
OG0003443	LOC115622755|XP_030372670.1|SLEB	LOC108099178|XP_017058030.1|DFIC
OG0003444	LOC115624931|XP_030375641.1|SLEB	LOC108100714|XP_017060235.1|DFIC
OG0003445	LOC115627287|XP_030378778.1|SLEB	LOC108088628|XP_017042032.1|DFIC
OG0003446	LOC115629273|XP_030381558.1|SLEB	LOC108094701|XP_017050921.1|DFIC
OG0003447	LOC115627986|XP_030379742.1|SLEB	LOC108095055|XP_017051450.1|DFIC
OG0003448	LOC115620699|XP_030369930.1|SLEB	LOC108098647|XP_017057210.1|DFIC
OG0003449	LOC115620891|XP_030370234.1|SLEB	LOC108096807|XP_017054187.1|DFIC
OG0003450	LOC115620373|XP_030369438.1|SLEB	LOC108097252|XP_017054926.1|DFIC
OG0003451	LOC115624010|XP_030374443.1|SLEB	LOC108098594|XP_017057141.1|DFIC
OG0003452	LOC115623481|XP_030373710.1|SLEB	LOC108098635|XP_017057199.1|DFIC
OG0003453	LOC115632523|XP_030385579.1|SLEB	LOC108089451|XP_017043180.1|DFIC
OG0003454	LOC115629052|XP_030381219.1|SLEB	LOC108092371|XP_017047402.1|DFIC
OG0003455	LOC115625176|XP_030375999.1|SLEB	LOC108087324|XP_017040144.1|DFIC
OG0003456	LOC115630440|XP_030382863.1|SLEB	LOC108101243|XP_017060990.1|DFIC
OG0003457	LOC115624039|XP_030374477.1|SLEB	LOC108090242|XP_017044329.1|DFIC
OG0003458	LOC115625367|XP_030376264.1|SLEB	LOC108092135|XP_017047129.1|DFIC
OG0003459	LOC115625199|XP_030376026.1|SLEB	LOC108102028|XP_017062121.1|DFIC
OG0003460	LOC115620951|XP_030370326.1|SLEB	LOC108091657|XP_017046456.1|DFIC
OG0003461	LOC115621868|XP_030371548.1|SLEB	LOC108090127|XP_017044148.1|DFIC
OG0003462	LOC115622685|XP_030372570.1|SLEB	LOC108099944|XP_017059108.1|DFIC
OG0003463	LOC115629447|XP_030381768.1|SLEB	LOC108092142|XP_017047140.1|DFIC
OG0003464	LOC115620391|XP_030369458.1|SLEB	LOC108091908|XP_017046781.1|DFIC
OG0003465	LOC115621170|XP_030370593.1|SLEB	LOC108096835|XP_017054233.1|DFIC
OG0003466	LOC115620306|XP_030369350.1|SLEB	LOC108099571|XP_017058660.1|DFIC
OG0003467	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB	LOC108092030|XP_017046960.1|DFIC
OG0003468	LOC115620962|XP_030370343.1|SLEB	LOC108098688|XP_017057286.1|DFIC
OG0003469	LOC115620628|XP_030369818.1|SLEB	LOC108088423|XP_017041673.1|DFIC
OG0003470	LOC115621749|XP_030371344.1|SLEB	LOC108091870|XP_017046740.1|DFIC
OG0003471	LOC115631884|XP_030384593.1|SLEB	LOC108096062|XP_017052910.1|DFIC
OG0003472	LOC115625705|XP_030376706.1|SLEB	LOC108089146|XP_017042754.1|DFIC
OG0003473	LOC115630693|XP_030383204.1|SLEB	LOC108100096|XP_017059330.1|DFIC, LOC108095427|XP_017052028.1|DFIC
OG0003474	LOC115620487|XP_030369580.1|SLEB	LOC108087963|XP_017041046.1|DFIC
OG0003475	LOC115622031|XP_030371758.1|SLEB	LOC108093307|XP_017048771.1|DFIC
OG0003476	LOC115627748|XP_030379386.1|SLEB	LOC108101976|XP_017062059.1|DFIC
OG0003477	LOC115625092|XP_030375851.1|SLEB	LOC108092076|XP_017047041.1|DFIC
OG0003478	LOC115621045|XP_030370427.1|SLEB	LOC108087985|XP_017041075.1|DFIC
OG0003479	LOC115625285|XP_030376155.1|SLEB	LOC108099271|XP_017058135.1|DFIC
OG0003480	LOC115622005|XP_030371719.1|SLEB	LOC108091731|XP_017046563.1|DFIC
OG0003481	LOC115622004|XP_030371718.1|SLEB	LOC108091736|XP_017046568.1|DFIC
OG0003482	LOC115622000|XP_030371715.1|SLEB	LOC108091812|XP_017046669.1|DFIC
OG0003483	LOC115621968|XP_030371675.1|SLEB	LOC108091778|XP_017046616.1|DFIC
OG0003484	LOC115620910|XP_030370262.1|SLEB	LOC108099481|XP_017058527.1|DFIC
OG0003485	LOC115621723|XP_030371296.1|SLEB	LOC108087114|XP_017039785.1|DFIC
OG0003486	LOC115620996|XP_030370376.1|SLEB	LOC108087318|XP_017040135.1|DFIC
OG0003487	LOC115621241|XP_030370693.1|SLEB	LOC108086549|XP_017038976.1|DFIC
OG0003488	LOC115620659|XP_030369870.1|SLEB	LOC108088484|XP_017041782.1|DFIC
OG0003489	LOC115625173|XP_030375993.1|SLEB	LOC108099345|XP_017058309.1|DFIC
OG0003490	LOC115620805|XP_030370089.1|SLEB	LOC108088056|XP_017041183.1|DFIC
OG0003491	LOC115620324|XP_030369378.1|SLEB	LOC108088543|XP_017041878.1|DFIC
OG0003492	LOC115621205|XP_030370646.1|SLEB	LOC108102302|XP_017038660.1|DFIC
OG0003493	LOC115620873|XP_030370209.1|SLEB	LOC108099582|XP_017058676.1|DFIC
OG0003494	LOC115625078|XP_030375828.1|SLEB	LOC108098517|XP_017056971.1|DFIC
OG0003495	LOC115630447|XP_030382869.1|SLEB	LOC108090622|XP_017044888.1|DFIC
OG0003496	LOC115621455|XP_030370971.1|SLEB	LOC108092012|XP_017046935.1|DFIC
OG0003497	LOC115620803|XP_030370087.1|SLEB	LOC108093325|XP_017048803.1|DFIC
OG0003498	LOC115628108|XP_030379948.1|SLEB	LOC108098505|XP_017056970.1|DFIC, LOC108086363|XP_017038752.1|DFIC
OG0003499	LOC115625356|XP_030376250.1|SLEB	LOC108099529|XP_017058585.1|DFIC
OG0003500	LOC115626229|XP_030377389.1|SLEB	LOC108094447|XP_017050510.1|DFIC, LOC108094484|XP_017050560.1|DFIC
OG0003501	LOC115621070|XP_030370457.1|SLEB	LOC108091680|XP_017046492.1|DFIC
OG0003502	LOC115620319|XP_030369373.1|SLEB	LOC108099625|XP_017058741.1|DFIC
OG0003503	LOC115620498|XP_030369610.1|SLEB	LOC108097489|XP_017055282.1|DFIC
OG0003504	LOC115621579|XP_030371129.1|SLEB	LOC108097482|XP_017055274.1|DFIC
OG0003505	LOC115622048|XP_030371780.1|SLEB	LOC108091960|XP_017046855.1|DFIC
OG0003506	LOC115625580|XP_030376542.1|SLEB	LOC108091784|XP_017046629.1|DFIC
OG0003507	LOC115621718|XP_030371292.1|SLEB	LOC108091612|XP_017046382.1|DFIC
OG0003508	LOC115623261|XP_030373390.1|SLEB	LOC108100364|XP_017059693.1|DFIC
OG0003509	LOC115620360|XP_030369424.1|SLEB	LOC108099400|XP_017058395.1|DFIC
OG0003510	LOC115620200|XP_030369193.1|SLEB	LOC108087227|XP_017039999.1|DFIC
OG0003511	LOC115620464|XP_030369555.1|SLEB	LOC108087235|XP_017040013.1|DFIC
OG0003512	LOC115621249|XP_030370702.1|SLEB	LOC108087382|XP_017040213.1|DFIC
OG0003513	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB	LOC108091692|XP_017046514.1|DFIC
OG0003514	LOC115629546|XP_030381887.1|SLEB	LOC108098050|XP_017056217.1|DFIC
OG0003515	LOC115627947|XP_030379704.1|SLEB	LOC108087742|XP_017040753.1|DFIC
OG0003516	LOC115620392|XP_030369460.1|SLEB	LOC108091677|XP_017046487.1|DFIC
OG0003517	LOC115629446|XP_030381764.1|SLEB	LOC108087003|XP_017039629.1|DFIC
OG0003518	LOC115623890|XP_030374303.1|SLEB	LOC108091817|XP_017046684.1|DFIC
OG0003519	LOC115632570|XP_030385650.1|SLEB	LOC108087494|XP_017040373.1|DFIC
OG0003520	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB	LOC108087530|XP_017040422.1|DFIC
OG0003521	LOC115632547|XP_030385622.1|SLEB	LOC108087506|XP_017040393.1|DFIC
OG0003522	LOC115628053|XP_030379873.1|SLEB	LOC108094071|XP_017050001.1|DFIC
OG0003523	LOC115630573|XP_030383050.1|SLEB	LOC108090624|XP_017044890.1|DFIC
OG0003524	LOC115624031|XP_030374468.1|SLEB	LOC108091055|XP_017045495.1|DFIC
OG0003525	LOC115620878|XP_030370257.1|SLEB	LOC108090346|XP_017044451.1|DFIC
OG0003526	LOC115632086|XP_030384910.1|SLEB	LOC108091913|XP_017046786.1|DFIC
OG0003527	LOC115619963|XP_030368856.1|SLEB	LOC108093631|XP_017049272.1|DFIC
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC108089171|XP_017042794.1|DFIC
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC108086976|XP_017039580.1|DFIC
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC108092025|XP_017046952.1|DFIC
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC108096295|XP_017053258.1|DFIC
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC108093892|XP_017049741.1|DFIC
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC108087547|XP_017040454.1|DFIC
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC108099479|XP_017058530.1|DFIC
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC108094257|XP_017050210.1|DFIC
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC108101207|XP_017060948.1|DFIC
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC108087777|XP_017040794.1|DFIC
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC108086455|XP_017038866.1|DFIC
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC108099078|XP_017057864.1|DFIC
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC108091956|XP_017046841.1|DFIC
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC108101490|XP_017061331.1|DFIC
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC108097175|XP_017054802.1|DFIC
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC108089594|XP_017043441.1|DFIC
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC108093577|XP_017049189.1|DFIC
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC108088911|XP_017042412.1|DFIC
OG0003547	LOC115622989|XP_030373013.1|SLEB	LOC108087670|XP_017040652.1|DFIC
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC108090489|XP_017044690.1|DFIC
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC108090521|XP_017044729.1|DFIC
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC108093740|XP_017049493.1|DFIC
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC108093900|XP_017049749.1|DFIC
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC108086441|XP_017038843.1|DFIC
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC108093958|XP_017049846.1|DFIC
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC108089386|XP_017043057.1|DFIC
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC108099095|XP_017057902.1|DFIC
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC108088251|XP_017041457.1|DFIC
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC108088232|XP_017041430.1|DFIC
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC108096262|XP_017053208.1|DFIC
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC108089484|XP_017043250.1|DFIC
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC108089590|XP_017043436.1|DFIC
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC108094837|XP_017051124.1|DFIC
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC108093997|XP_017049906.1|DFIC
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC108088009|XP_017041110.1|DFIC
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC108088239|XP_017041439.1|DFIC
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC108099190|XP_017058046.1|DFIC
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC108098855|XP_017057507.1|DFIC
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC108093742|XP_017049498.1|DFIC
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC108090852|XP_017045216.1|DFIC
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC108099675|XP_017058806.1|DFIC
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC108093876|XP_017049708.1|DFIC
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC108096454|XP_017053547.1|DFIC
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC108093878|XP_017049712.1|DFIC
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC108096897|XP_017054333.1|DFIC
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC108088979|XP_017042511.1|DFIC
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC108099951|XP_017059117.1|DFIC
OG0003577	LOC115632106|XP_030384949.1|SLEB	LOC108093091|XP_017048515.1|DFIC
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC108089458|XP_017043191.1|DFIC
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC108093935|XP_017049807.1|DFIC
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC108094897|XP_017051231.1|DFIC
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC108100398|XP_017059770.1|DFIC
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC108089738|XP_017043608.1|DFIC
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC108096851|XP_017054255.1|DFIC
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC108093696|XP_017049366.1|DFIC
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC108098419|XP_017056801.1|DFIC
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC108101301|XP_017061091.1|DFIC
