Orthogroup	SLEB.longest_only	AAEG.longest_only
OG0003489	LOC115625173|XP_030375993.1|SLEB	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC115620805|XP_030370089.1|SLEB	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC115620324|XP_030369378.1|SLEB	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC115621205|XP_030370646.1|SLEB	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC115620873|XP_030370209.1|SLEB	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC115625078|XP_030375828.1|SLEB	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC115630447|XP_030382869.1|SLEB	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC115621455|XP_030370971.1|SLEB	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC115620803|XP_030370087.1|SLEB	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC115628108|XP_030379948.1|SLEB	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC115625356|XP_030376250.1|SLEB	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC115626229|XP_030377389.1|SLEB	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC115621070|XP_030370457.1|SLEB	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC115620319|XP_030369373.1|SLEB	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC115620498|XP_030369610.1|SLEB	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC115621579|XP_030371129.1|SLEB	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC115622048|XP_030371780.1|SLEB	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC115625580|XP_030376542.1|SLEB	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC115621718|XP_030371292.1|SLEB	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC115623261|XP_030373390.1|SLEB	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC115620360|XP_030369424.1|SLEB	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC115620200|XP_030369193.1|SLEB	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC115620464|XP_030369555.1|SLEB	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC115621249|XP_030370702.1|SLEB	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC115629546|XP_030381887.1|SLEB	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC115627947|XP_030379704.1|SLEB	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC115620392|XP_030369460.1|SLEB	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC115629446|XP_030381764.1|SLEB	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC115623890|XP_030374303.1|SLEB	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC115632570|XP_030385650.1|SLEB	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC115632547|XP_030385622.1|SLEB	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC115628053|XP_030379873.1|SLEB	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC115630573|XP_030383050.1|SLEB	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC115624031|XP_030374468.1|SLEB	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC115620878|XP_030370257.1|SLEB	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC115632086|XP_030384910.1|SLEB	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC115619963|XP_030368856.1|SLEB	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC115631419|XP_030384004.1|SLEB	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC115628330|XP_030380250.1|SLEB	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC115622798|XP_030372723.1|SLEB	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC115622159|XP_030371887.1|SLEB	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC115632453|XP_030385465.1|SLEB	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC115622366|XP_030372143.1|SLEB	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC115622651|XP_030372520.1|SLEB	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC115633852|XP_030387203.1|SLEB	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC115633898|XP_030387262.1|SLEB	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC115619986|XP_030368899.1|SLEB	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC115622505|XP_030372318.1|SLEB	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC115632306|XP_030385268.1|SLEB	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC115620504|XP_030369619.1|SLEB	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC115634561|XP_030388243.1|SLEB	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC115627890|XP_030379637.1|SLEB	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC115633148|XP_030386418.1|SLEB	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC115622701|XP_030372589.1|SLEB	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC115622747|XP_030372661.1|SLEB	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC115622989|XP_030373013.1|SLEB	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC115634308|XP_030387824.1|SLEB	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC115620909|XP_030370265.1|SLEB	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC115629899|XP_030382362.1|SLEB	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC115625217|XP_030376060.1|SLEB	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC115619946|XP_030368834.1|SLEB	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC115634593|XP_030388286.1|SLEB	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC115632658|XP_030385749.1|SLEB	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC115632387|XP_030385376.1|SLEB	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC115632362|XP_030385340.1|SLEB	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC115623264|XP_030373394.1|SLEB	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC115622746|XP_030372654.1|SLEB	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC115632384|XP_030385373.1|SLEB	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC115620000|XP_030368949.1|SLEB	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC115622108|XP_030371814.1|SLEB	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC115620647|XP_030369855.1|SLEB	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC115628222|XP_030380077.1|SLEB	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC115628279|XP_030380168.1|SLEB	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC115623664|XP_030373983.1|SLEB	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC115627498|XP_030379045.1|SLEB	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC115619987|XP_030368909.1|SLEB	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC115633167|XP_030386440.1|SLEB	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC115634500|XP_030388120.1|SLEB	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC115623027|XP_030373067.1|SLEB	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC115634131|XP_030387556.1|SLEB	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC115624868|XP_030375576.1|SLEB	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC115622408|XP_030372200.1|SLEB	LOC5567621|XP_001657591.2|AAEG
OG0003576	LOC115622767|XP_030372683.1|SLEB	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC115632106|XP_030384949.1|SLEB	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC115622385|XP_030372169.1|SLEB	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC115620695|XP_030369928.1|SLEB	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC115630996|XP_030383452.1|SLEB	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC115628437|XP_030380386.1|SLEB	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC115622560|XP_030372391.1|SLEB	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC115620060|XP_030369060.1|SLEB	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC115628502|XP_030380505.1|SLEB	LOC5574286|XP_001661329.1|AAEG
OG0003586	LOC115623049|XP_030373088.1|SLEB	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC115630528|XP_030382991.1|SLEB	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC115621287|XP_030370750.1|SLEB	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC115622144|XP_030371868.1|SLEB	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC115632983|XP_030386156.1|SLEB	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC115632401|XP_030385395.1|SLEB	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC115633027|XP_030386210.1|SLEB	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC115629643|XP_030382014.1|SLEB	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC115622294|XP_030372061.1|SLEB	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC115628863|XP_030380979.1|SLEB	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC115633846|XP_030387197.1|SLEB	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC115624653|XP_030375293.1|SLEB	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC115633119|XP_030386368.1|SLEB	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC115633062|XP_030386279.1|SLEB	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC115631606|XP_030384272.1|SLEB	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC115625582|XP_030376549.1|SLEB	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC115622776|XP_030372694.1|SLEB	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC115620990|XP_030370369.1|SLEB	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC115620692|XP_030369922.1|SLEB	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC115633653|XP_030386959.1|SLEB	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC115634158|XP_030387598.1|SLEB	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC115632351|XP_030385321.1|SLEB	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC115622327|XP_030372100.1|SLEB	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC115622862|XP_030372807.1|SLEB	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC115628233|XP_030380095.1|SLEB	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC115634138|XP_030387565.1|SLEB	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC115631575|XP_030384231.1|SLEB	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC115633792|XP_030387130.1|SLEB	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC115619947|XP_030368835.1|SLEB	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC115633796|XP_030387134.1|SLEB	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC115634274|XP_030387762.1|SLEB	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC115634272|XP_030387759.1|SLEB	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC115633900|XP_030387304.1|SLEB	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC115620024|XP_030368988.1|SLEB	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC115628338|XP_030380261.1|SLEB	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC115628426|XP_030380373.1|SLEB	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC115627106|XP_030378532.1|SLEB	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC115621169|XP_030370596.1|SLEB	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC115633644|XP_030386946.1|SLEB	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC115624073|XP_030374525.1|SLEB	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC115623528|XP_030373774.1|SLEB	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC115630129|XP_030382601.1|SLEB	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC115634234|XP_030387686.1|SLEB	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC115631110|XP_030383669.1|SLEB	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC115631310|XP_030383888.1|SLEB	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC115623193|XP_030373275.1|SLEB	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC115621778|XP_030371438.1|SLEB	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC115632743|XP_030385850.1|SLEB	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC115632170|XP_030385059.1|SLEB	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC115629938|XP_030382408.1|SLEB	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC115634601|XP_030388311.1|SLEB	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC115622584|XP_030372436.1|SLEB	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC115625723|XP_030376731.1|SLEB	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC115619996|XP_030368943.1|SLEB	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC115629890|XP_030382351.1|SLEB	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC115627438|XP_030378972.1|SLEB	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC115633857|XP_030387209.1|SLEB	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC115634546|XP_030388216.1|SLEB	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC115622831|XP_030372769.1|SLEB	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC115622160|XP_030371889.1|SLEB	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC115622609|XP_030372470.1|SLEB	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC115630927|XP_030383353.1|SLEB	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC115620754|XP_030370008.1|SLEB	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC115629240|XP_030381517.1|SLEB	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC115621453|XP_030370967.1|SLEB	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC115624769|XP_030375462.1|SLEB	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC115622174|XP_030371912.1|SLEB	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC115632345|XP_030385311.1|SLEB	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC115625719|XP_030376725.1|SLEB	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC115624625|XP_030375239.1|SLEB	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC115632227|XP_030385147.1|SLEB	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC115623975|XP_030374406.1|SLEB	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC115624629|XP_030375245.1|SLEB	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC115632997|XP_030386177.1|SLEB	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC115622522|XP_030372346.1|SLEB	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC115622795|XP_030372720.1|SLEB	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC115632363|XP_030385341.1|SLEB	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC115632819|XP_030385931.1|SLEB	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC115633090|XP_030386333.1|SLEB	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC115621127|XP_030370541.1|SLEB	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC115628440|XP_030380402.1|SLEB	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC115634550|XP_030388225.1|SLEB	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC115625964|XP_030377071.1|SLEB	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC115625956|XP_030377058.1|SLEB	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC115633988|XP_030387371.1|SLEB	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC115633751|XP_030387086.1|SLEB	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC115632911|XP_030386065.1|SLEB	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC115634135|XP_030387562.1|SLEB	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC115634133|XP_030387558.1|SLEB	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC115629996|XP_030382484.1|SLEB	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC115622261|XP_030372022.1|SLEB	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC115622786|XP_030372706.1|SLEB	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC115634157|XP_030387597.1|SLEB	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC115628454|XP_030380431.1|SLEB	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC115620614|XP_030369792.1|SLEB	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC115623036|XP_030373113.1|SLEB	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC115632307|XP_030385269.1|SLEB	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC115632447|XP_030385454.1|SLEB	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC115627072|XP_030378483.1|SLEB	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC115629065|XP_030381244.1|SLEB	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC115631913|XP_030384628.1|SLEB	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC115632238|XP_030385159.1|SLEB	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC115633780|XP_030387117.1|SLEB	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC115634086|XP_030387501.1|SLEB	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC115619997|XP_030368946.1|SLEB	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC115632209|XP_030385124.1|SLEB	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC115632588|XP_030385672.1|SLEB	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC115632245|XP_030385166.1|SLEB	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC115634271|XP_030387758.1|SLEB	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC115634604|XP_030388317.1|SLEB	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC115632550|XP_030385625.1|SLEB	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC115619984|XP_030368886.1|SLEB	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC115634714|XP_030388457.1|SLEB	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC115631205|XP_030383769.1|SLEB	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC115622287|XP_030372049.1|SLEB	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC115632430|XP_030385431.1|SLEB	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC115632336|XP_030385301.1|SLEB	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC115634415|XP_030387973.1|SLEB	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC115632850|XP_030385968.1|SLEB	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC115624516|XP_030375091.1|SLEB	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC115632716|XP_030385821.1|SLEB	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC115627712|XP_030379321.1|SLEB	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC115622657|XP_030372531.1|SLEB	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC115629880|XP_030382341.1|SLEB	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC115633651|XP_030386953.1|SLEB	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC115634747|XP_030388499.1|SLEB	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC115624719|XP_030375405.1|SLEB	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC115622931|XP_030372919.1|SLEB	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC115633878|XP_030387239.1|SLEB	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC115632538|XP_030385605.1|SLEB	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC115633137|XP_030386403.1|SLEB	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC115622301|XP_030372065.1|SLEB	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC115633250|XP_030386510.1|SLEB	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC115622848|XP_030372794.1|SLEB	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC115628331|XP_030380252.1|SLEB	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC115624818|XP_030375526.1|SLEB	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC115622659|XP_030372529.1|SLEB	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC115632397|XP_030385387.1|SLEB	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC115622615|XP_030372475.1|SLEB	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC115622207|XP_030371963.1|SLEB	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC115625349|XP_030376241.1|SLEB	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC115628224|XP_030380084.1|SLEB	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC115622242|XP_030371998.1|SLEB	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC115624588|XP_030375186.1|SLEB	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC115622127|XP_030371840.1|SLEB	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC115632440|XP_030385444.1|SLEB	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC115628283|XP_030380173.1|SLEB	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC115625897|XP_030376986.1|SLEB	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC115629988|XP_030382475.1|SLEB	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC115634650|XP_030388366.1|SLEB	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC115629141|XP_030381356.1|SLEB	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC115629707|XP_030382090.1|SLEB	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC115627275|XP_030378769.1|SLEB	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC115632441|XP_030385448.1|SLEB	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC115633810|XP_030387155.1|SLEB	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC5569280|XP_001652813.2|AAEG
