Orthogroup	SLEB.longest_only	DMAU.longest_only
OG0003743	LOC115630553|XP_030383026.1|SLEB	LOC117138588|XP_033156659.1|DMAU
OG0003744	LOC115634501|XP_030388125.1|SLEB	LOC117138583|XP_033156653.1|DMAU
OG0003745	LOC115634095|XP_030387512.1|SLEB	LOC117136416|XP_033153215.1|DMAU
OG0003746	LOC115622049|XP_030371785.1|SLEB	LOC117138174|XP_033155951.1|DMAU
OG0003747	LOC115632931|XP_030386084.1|SLEB	LOC117140679|XP_033159625.1|DMAU
OG0003748	LOC115632691|XP_030385787.1|SLEB	LOC117140360|XP_033159106.1|DMAU
OG0003749	LOC115632357|XP_030385332.1|SLEB	LOC117140388|XP_033159146.1|DMAU
OG0003750	LOC115632274|XP_030385214.1|SLEB	LOC117140532|XP_033159408.1|DMAU
OG0003751	LOC115632936|XP_030386089.1|SLEB	LOC117139080|XP_033157086.1|DMAU
OG0003752	LOC115632331|XP_030385294.1|SLEB	LOC117139495|XP_033157711.1|DMAU
OG0003753	LOC115622176|XP_030371916.1|SLEB	LOC117141927|XP_033161550.1|DMAU
OG0003754	LOC115622167|XP_030371899.1|SLEB	LOC117141925|XP_033161545.1|DMAU
OG0003755	LOC115632492|XP_030385530.1|SLEB	LOC117141850|XP_033161415.1|DMAU
OG0003756	LOC115621676|XP_030371249.1|SLEB	LOC117136989|XP_033154054.1|DMAU
OG0003757	LOC115634818|XP_030388600.1|SLEB	LOC117137497|XP_033154866.1|DMAU
OG0003758	LOC115634549|XP_030368819.1|SLEB	LOC117135747|XP_033152088.1|DMAU
OG0003759	LOC115632411|XP_030385408.1|SLEB	LOC117141912|XP_033161523.1|DMAU
OG0003760	LOC115628080|XP_030379917.1|SLEB	LOC117136284|XP_033153010.1|DMAU
OG0003761	LOC115632321|XP_030385286.1|SLEB	LOC117142081|XP_033161854.1|DMAU
OG0003762	LOC115632322|XP_030385287.1|SLEB	LOC117142082|XP_033161855.1|DMAU
OG0003763	LOC115632686|XP_030385782.1|SLEB	LOC117140970|XP_033160092.1|DMAU
OG0003764	LOC115632511|XP_030385561.1|SLEB	LOC117139506|XP_033157747.1|DMAU
OG0003765	LOC115625999|XP_030377105.1|SLEB	LOC117142508|XP_033162440.1|DMAU
OG0003766	LOC115627457|XP_030378987.1|SLEB	LOC117146503|XP_033168649.1|DMAU
OG0003767	LOC115622520|XP_030372339.1|SLEB	LOC117136087|XP_033152652.1|DMAU
OG0003768	LOC115634828|XP_030388606.1|SLEB	LOC117137266|XP_033154520.1|DMAU
OG0003769	LOC115634825|XP_030388604.1|SLEB	LOC117135730|XP_033152065.1|DMAU
OG0003770	LOC115627751|XP_030379395.1|SLEB	LOC117146331|XP_033168318.1|DMAU
OG0003771	LOC115622569|XP_030372400.1|SLEB	LOC117139614|XP_033157957.1|DMAU
OG0003772	LOC115632857|XP_030385977.1|SLEB	LOC117140915|XP_033159991.1|DMAU
OG0003773	LOC115624212|XP_030374685.1|SLEB	LOC117137372|XP_033154665.1|DMAU
OG0003774	LOC115634531|XP_030388204.1|SLEB	LOC117136063|XP_033152603.1|DMAU
OG0003775	LOC115627210|XP_030378690.1|SLEB	LOC117148267|XP_033171470.1|DMAU
OG0003776	LOC115634198|XP_030387646.1|SLEB	LOC117138046|XP_033155752.1|DMAU
OG0003777	LOC115633706|XP_030387027.1|SLEB	LOC117136250|XP_033152947.1|DMAU
OG0003778	LOC115621728|XP_030371320.1|SLEB	LOC117137120|XP_033154304.1|DMAU
OG0003779	LOC115634397|XP_030387952.1|SLEB	LOC117138349|XP_033156284.1|DMAU
OG0003780	LOC115630362|XP_030382759.1|SLEB	LOC117137892|XP_033155516.1|DMAU
OG0003781	LOC115628024|XP_030379817.1|SLEB	LOC117146255|XP_033168090.1|DMAU
OG0003782	LOC115626675|XP_030377961.1|SLEB	LOC117147890|XP_033170871.1|DMAU
OG0003783	LOC115621257|XP_030370713.1|SLEB	LOC117145942|XP_033167711.1|DMAU
OG0003784	LOC115631812|XP_030384512.1|SLEB	LOC117138153|XP_033155922.1|DMAU
OG0003785	LOC115626638|XP_030377909.1|SLEB	LOC117137285|XP_033154547.1|DMAU
OG0003786	LOC115622156|XP_030371888.1|SLEB	LOC117138400|XP_033156367.1|DMAU
OG0003787	LOC115633073|XP_030386309.1|SLEB	LOC117138403|XP_033156372.1|DMAU
OG0003788	LOC115620978|XP_030370361.1|SLEB	LOC117138122|XP_033155874.1|DMAU
OG0003789	LOC115624372|XP_030374911.1|SLEB	LOC117138204|XP_033156025.1|DMAU
OG0003790	LOC115622626|XP_030372493.1|SLEB	LOC117140599|XP_033159500.1|DMAU
OG0003791	LOC115623319|XP_030373440.1|SLEB	LOC117144242|XP_033165207.1|DMAU
OG0003792	LOC115632927|XP_030386083.1|SLEB	LOC117137611|XP_033155028.1|DMAU
OG0003793	LOC115634829|XP_030388611.1|SLEB	LOC117137500|XP_033154872.1|DMAU
OG0003794	LOC115623433|XP_030373639.1|SLEB	LOC117135961|XP_033152449.1|DMAU
OG0003795	LOC115632883|XP_030386020.1|SLEB	LOC117141807|XP_033161349.1|DMAU
OG0003796	LOC115620722|XP_030369961.1|SLEB	LOC117145621|XP_033167231.1|DMAU
OG0003797	LOC115627109|XP_030378531.1|SLEB	LOC117145767|XP_033167433.1|DMAU
OG0003798	LOC115633806|XP_030387150.1|SLEB	LOC117137003|XP_033154080.1|DMAU
OG0003799	LOC115634768|XP_030388522.1|SLEB	LOC117138198|XP_033156017.1|DMAU
OG0003800	LOC115626342|XP_030377551.1|SLEB	LOC117144247|XP_033165624.1|DMAU
OG0003801	LOC115625750|XP_030376766.1|SLEB	LOC117150624|XP_033173485.1|DMAU
OG0003802	LOC115624596|XP_030375196.1|SLEB	LOC117135287|XP_033151347.1|DMAU
OG0003803	LOC115620209|XP_030369206.1|SLEB	LOC117145626|XP_033167235.1|DMAU
OG0003804	LOC115626324|XP_030377525.1|SLEB	LOC117135139|XP_033151086.1|DMAU
OG0003805	LOC115628622|XP_030380668.1|SLEB	LOC117150636|XP_033173505.1|DMAU
OG0003806	LOC115631678|XP_030384350.1|SLEB	LOC117136302|XP_033153039.1|DMAU
OG0003807	LOC115626603|XP_030377853.1|SLEB	LOC117136360|XP_033153126.1|DMAU
OG0003808	LOC115632292|XP_030385245.1|SLEB	LOC117139687|XP_033158064.1|DMAU
OG0003809	LOC115631883|XP_030384592.1|SLEB	LOC117148017|XP_033171076.1|DMAU
OG0003810	LOC115633226|XP_030386483.1|SLEB	LOC117136330|XP_033153075.1|DMAU
OG0003811	LOC115634268|XP_030387755.1|SLEB	LOC117136638|XP_033153520.1|DMAU
OG0003812	LOC115630989|XP_030383434.1|SLEB	LOC117150430|XP_033173203.1|DMAU
OG0003813	LOC115625687|XP_030376686.1|SLEB	LOC117135299|XP_033151366.1|DMAU
OG0003814	LOC115628520|XP_030380533.1|SLEB	LOC117150801|XP_033173750.1|DMAU
OG0003815	LOC115622021|XP_030371738.1|SLEB	LOC117142639|XP_033162634.1|DMAU
OG0003816	LOC115626012|XP_030377119.1|SLEB	LOC117135265|XP_033151312.1|DMAU
OG0003817	LOC115628547|XP_030380568.1|SLEB	LOC117144172|XP_033165109.1|DMAU
OG0003818	LOC115631193|XP_030383743.1|SLEB	LOC117135253|XP_033151290.1|DMAU
OG0003819	LOC115631081|XP_030383588.1|SLEB	LOC117135469|XP_033151560.1|DMAU
OG0003820	LOC115623906|XP_030374322.1|SLEB	LOC117146014|XP_033167829.1|DMAU
OG0003821	LOC115631564|XP_030384220.1|SLEB	LOC117135500|XP_033151613.1|DMAU
OG0003822	LOC115625925|XP_030377022.1|SLEB	LOC117142638|XP_033162636.1|DMAU
OG0003823	LOC115631057|XP_030383553.1|SLEB	LOC117143716|XP_033164409.1|DMAU
OG0003824	LOC115626079|XP_030377192.1|SLEB	LOC117150469|XP_033173256.1|DMAU
OG0003825	LOC115628500|XP_030380499.1|SLEB	LOC117147845|XP_033170805.1|DMAU
OG0003826	LOC115630617|XP_030383104.1|SLEB	LOC117150703|XP_033173606.1|DMAU
OG0003827	LOC115621877|XP_030371564.1|SLEB	LOC117142221|XP_033161955.1|DMAU
OG0003828	LOC115628489|XP_030380477.1|SLEB	LOC117136190|XP_033152870.1|DMAU
OG0003829	LOC115625946|XP_030377042.1|SLEB	LOC117148526|XP_033171834.1|DMAU
OG0003830	LOC115626447|XP_030377682.1|SLEB	LOC117150230|XP_033172916.1|DMAU
OG0003831	LOC115620674|XP_030369897.1|SLEB	LOC117144299|XP_033165296.1|DMAU
OG0003832	LOC115629034|XP_030381196.1|SLEB	LOC117141135|XP_033160355.1|DMAU
OG0003833	LOC115629055|XP_030381225.1|SLEB	LOC117144769|XP_033166027.1|DMAU
OG0003834	LOC115625882|XP_030376960.1|SLEB	LOC117137249|XP_033154505.1|DMAU
OG0003835	LOC115626322|XP_030377522.1|SLEB	LOC117145774|XP_033167445.1|DMAU
OG0003836	LOC115625826|XP_030376876.1|SLEB	LOC117135251|XP_033151286.1|DMAU
OG0003837	LOC115626454|XP_030377693.1|SLEB	LOC117135250|XP_033151285.1|DMAU
OG0003838	LOC115631291|XP_030383865.1|SLEB	LOC117135295|XP_033151360.1|DMAU
OG0003839	LOC115626617|XP_030377871.1|SLEB	LOC117150956|XP_033174026.1|DMAU
OG0003840	LOC115634134|XP_030387561.1|SLEB	LOC117137590|XP_033154991.1|DMAU
OG0003841	LOC115631433|XP_030384031.1|SLEB	LOC117135266|XP_033151317.1|DMAU
OG0003842	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB	LOC117150753|XP_033173684.1|DMAU
OG0003843	LOC115625834|XP_030376889.1|SLEB	LOC117140250|XP_033158947.1|DMAU
OG0003844	LOC115625816|XP_030376862.1|SLEB	LOC117150955|XP_033174024.1|DMAU
OG0003845	LOC115626307|XP_030377497.1|SLEB	LOC117149030|XP_033172600.1|DMAU
OG0003846	LOC115625721|XP_030376728.1|SLEB	LOC117139104|XP_033157132.1|DMAU
OG0003847	LOC115626427|XP_030377659.1|SLEB	LOC117150293|XP_033173003.1|DMAU
OG0003848	LOC115625103|XP_030375867.1|SLEB	LOC117144395|XP_033165421.1|DMAU
OG0003849	LOC115622285|XP_030372050.1|SLEB	LOC117137757|XP_033155262.1|DMAU
OG0003850	LOC115626028|XP_030377139.1|SLEB	LOC117140913|XP_033159984.1|DMAU
OG0003851	LOC115633698|XP_030387017.1|SLEB	LOC117137172|XP_033154378.1|DMAU
OG0003852	LOC115630997|XP_030383450.1|SLEB	LOC117150356|XP_033173109.1|DMAU
OG0003853	LOC115627477|XP_030379019.1|SLEB	LOC117137732|XP_033155199.1|DMAU
OG0003854	LOC115631071|XP_030383577.1|SLEB	LOC117135116|XP_033151024.1|DMAU
OG0003855	LOC115631144|XP_030383675.1|SLEB	LOC117135115|XP_033151023.1|DMAU
OG0003856	LOC115631333|XP_030383914.1|SLEB	LOC117150345|XP_033173084.1|DMAU
OG0003857	LOC115631493|XP_030384112.1|SLEB	LOC117144279|XP_033165276.1|DMAU
OG0003859	LOC115631766|XP_030384462.1|SLEB	LOC117150567|XP_033173409.1|DMAU
OG0003860	LOC115622117|XP_030371826.1|SLEB	LOC117136793|XP_033153740.1|DMAU
OG0003861	LOC115630444|XP_030382866.1|SLEB	LOC117136021|XP_033152533.1|DMAU
OG0003862	LOC115626392|XP_030377612.1|SLEB	LOC117136175|XP_033152812.1|DMAU
OG0003863	LOC115626601|XP_030377845.1|SLEB	LOC117147334|XP_033170083.1|DMAU
OG0003864	LOC115626396|XP_030377619.1|SLEB	LOC117147386|XP_033170150.1|DMAU
OG0003865	LOC115623708|XP_030374047.1|SLEB	LOC117144681|XP_033165895.1|DMAU
OG0003866	LOC115627074|XP_030378481.1|SLEB	LOC117150523|XP_033173334.1|DMAU
OG0003867	LOC115633473|XP_030386797.1|SLEB	LOC117150517|XP_033173324.1|DMAU
OG0003868	LOC115629018|XP_030381174.1|SLEB	LOC117140102|XP_033158752.1|DMAU
OG0003869	LOC115631239|XP_030383808.1|SLEB	LOC117151062|XP_033174185.1|DMAU
OG0003870	LOC115631030|XP_030383509.1|SLEB	LOC117150865|XP_033173874.1|DMAU
OG0003871	LOC115631137|XP_030383666.1|SLEB	LOC117144139|XP_033165060.1|DMAU
OG0003872	LOC115619988|XP_030368916.1|SLEB	LOC117135590|XP_033151815.1|DMAU
OG0003873	LOC115628591|XP_030380635.1|SLEB	LOC117149192|XP_033172646.1|DMAU
OG0003874	LOC115626133|XP_030377248.1|SLEB	LOC117136963|XP_033154020.1|DMAU
OG0003875	LOC115625919|XP_030377013.1|SLEB	LOC117135492|XP_033151608.1|DMAU
OG0003876	LOC115630398|XP_030382783.1|SLEB	LOC117148167|XP_033171328.1|DMAU
OG0003877	LOC115622575|XP_030372413.1|SLEB	LOC117138364|XP_033156325.1|DMAU
OG0003878	LOC115631018|XP_030383491.1|SLEB	LOC117145421|XP_033166960.1|DMAU
OG0003879	LOC115624555|XP_030375142.1|SLEB	LOC117141195|XP_033160437.1|DMAU
OG0003880	LOC115622431|XP_030372232.1|SLEB	LOC117139677|XP_033158047.1|DMAU
OG0003881	LOC115622772|XP_030372691.1|SLEB	LOC117136061|XP_033152601.1|DMAU
OG0003882	LOC115632727|XP_030385836.1|SLEB	LOC117136676|XP_033153571.1|DMAU
OG0003883	LOC115626998|XP_030378373.1|SLEB	LOC117148335|XP_033171561.1|DMAU
OG0003884	LOC115625785|XP_030376816.1|SLEB	LOC117137196|XP_033154419.1|DMAU
OG0003885	LOC115628998|XP_030381143.1|SLEB	LOC117135337|XP_033151429.1|DMAU
OG0003886	LOC115628997|XP_030381142.1|SLEB	LOC117135334|XP_033151426.1|DMAU
OG0003887	LOC115631434|XP_030384032.1|SLEB	LOC117135273|XP_033151331.1|DMAU
OG0003888	LOC115621630|XP_030371190.1|SLEB	LOC117142449|XP_033162309.1|DMAU
OG0003889	LOC115630423|XP_030382821.1|SLEB	LOC117150919|XP_033173969.1|DMAU
OG0003890	LOC115632552|XP_030385627.1|SLEB	LOC117140260|XP_033158956.1|DMAU
OG0003891	LOC115625754|XP_030376770.1|SLEB	LOC117143613|XP_033164262.1|DMAU
OG0003892	LOC115628299|XP_030380207.1|SLEB	LOC117141828|XP_033161372.1|DMAU
OG0003893	LOC115625842|XP_030376904.1|SLEB	LOC117147430|XP_033170205.1|DMAU
OG0003894	LOC115631691|XP_030384373.1|SLEB	LOC117148425|XP_033171691.1|DMAU
OG0003895	LOC115633892|XP_030387257.1|SLEB	LOC117138173|XP_033155950.1|DMAU
OG0003896	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB	LOC117137229|XP_033154478.1|DMAU
OG0003897	LOC115622525|XP_030372352.1|SLEB	LOC117138367|XP_033156324.1|DMAU
OG0003898	LOC115626154|XP_030377279.1|SLEB	LOC117135197|XP_033151163.1|DMAU
OG0003899	LOC115631279|XP_030383853.1|SLEB	LOC117150658|XP_033173536.1|DMAU
OG0003900	LOC115630563|XP_030383037.1|SLEB	LOC117135245|XP_033151280.1|DMAU
OG0003901	LOC115631167|XP_030383716.1|SLEB	LOC117144313|XP_033165319.1|DMAU
OG0003902	LOC115631168|XP_030383718.1|SLEB	LOC117137334|XP_033154620.1|DMAU
OG0003903	LOC115631013|XP_030383482.1|SLEB	LOC117135148|XP_033151097.1|DMAU
OG0003904	LOC115631012|XP_030383480.1|SLEB	LOC117135146|XP_033151096.1|DMAU
OG0003905	LOC115620688|XP_030369916.1|SLEB	LOC117144409|XP_033165441.1|DMAU
OG0003906	LOC115627936|XP_030379692.1|SLEB	LOC117138625|XP_033156727.1|DMAU
OG0003907	LOC115631961|XP_030384686.1|SLEB	LOC117148290|XP_033171505.1|DMAU
OG0003908	LOC115631873|XP_030384581.1|SLEB	LOC117145326|XP_033166820.1|DMAU
OG0003909	LOC115621650|XP_030371215.1|SLEB	LOC117136708|XP_033153618.1|DMAU
OG0003910	LOC115626001|XP_030377111.1|SLEB	LOC117145396|XP_033166922.1|DMAU
OG0003911	LOC115630575|XP_030383053.1|SLEB	LOC117150730|XP_033173647.1|DMAU
OG0003912	LOC115631645|XP_030384316.1|SLEB	LOC117140698|XP_033159656.1|DMAU
OG0003913	LOC115625679|XP_030376675.1|SLEB	LOC117139891|XP_033158464.1|DMAU
OG0003914	LOC115631478|XP_030384094.1|SLEB	LOC117150610|XP_033173469.1|DMAU
OG0003915	LOC115627034|XP_030378425.1|SLEB	LOC117147971|XP_033171011.1|DMAU
OG0003916	LOC115631728|XP_030384425.1|SLEB	LOC117149976|XP_033172761.1|DMAU
OG0003917	LOC115628528|XP_030380548.1|SLEB	LOC117140186|XP_033158855.1|DMAU
OG0003918	LOC115631584|XP_030384244.1|SLEB	LOC117139996|XP_033158638.1|DMAU
OG0003919	LOC115628491|XP_030380480.1|SLEB	LOC117139660|XP_033158020.1|DMAU
OG0003920	LOC115632433|XP_030385439.1|SLEB	LOC117135986|XP_033152492.1|DMAU
OG0003921	LOC115630587|XP_030383065.1|SLEB	LOC117143038|XP_033163363.1|DMAU
OG0003922	LOC115631382|XP_030383964.1|SLEB	LOC117149648|XP_033172703.1|DMAU
OG0003923	LOC115627848|XP_030379567.1|SLEB	LOC117146246|XP_033168069.1|DMAU
OG0003924	LOC115633800|XP_030387143.1|SLEB	LOC117138028|XP_033155727.1|DMAU
OG0003925	LOC115630956|XP_030383390.1|SLEB	LOC117139219|XP_033157308.1|DMAU
OG0003926	LOC115631235|XP_030383803.1|SLEB	LOC117150754|XP_033173681.1|DMAU
OG0003927	LOC115631459|XP_030384067.1|SLEB	LOC117150283|XP_033172995.1|DMAU
OG0003928	LOC115628514|XP_030380525.1|SLEB	LOC117150966|XP_033174037.1|DMAU
OG0003929	LOC115631605|XP_030384267.1|SLEB	LOC117139920|XP_033158497.1|DMAU
OG0003930	LOC115625890|XP_030376977.1|SLEB	LOC117150604|XP_033173452.1|DMAU
OG0003931	LOC115625887|XP_030376966.1|SLEB	LOC117146363|XP_033168408.1|DMAU
OG0003932	LOC115619969|XP_030368865.1|SLEB	LOC117137057|XP_033154162.1|DMAU
OG0003933	LOC115630556|XP_030383028.1|SLEB	LOC117150279|XP_033172985.1|DMAU
OG0003934	LOC115625984|XP_030377090.1|SLEB	LOC117135330|XP_033151421.1|DMAU
OG0003935	LOC115627470|XP_030379007.1|SLEB	LOC117137731|XP_033155198.1|DMAU
OG0003936	LOC115627515|XP_030379074.1|SLEB	LOC117137743|XP_033155217.1|DMAU
OG0003937	LOC115629658|XP_030382033.1|SLEB	LOC117138271|XP_033156130.1|DMAU
OG0003938	LOC115631066|XP_030383565.1|SLEB	LOC117139225|XP_033157320.1|DMAU
OG0003939	LOC115630788|XP_030383303.1|SLEB	LOC117150388|XP_033173141.1|DMAU
OG0003940	LOC115630929|XP_030383355.1|SLEB	LOC117139020|XP_033157010.1|DMAU
OG0003941	LOC115631357|XP_030383934.1|SLEB	LOC117139320|XP_033157458.1|DMAU
OG0003942	LOC115631704|XP_030384390.1|SLEB	LOC117150330|XP_033173065.1|DMAU
OG0003943	LOC115631085|XP_030383593.1|SLEB	LOC117151037|XP_033174145.1|DMAU
OG0003944	LOC115631680|XP_030384355.1|SLEB	LOC117150400|XP_033173155.1|DMAU
OG0003945	LOC115634728|XP_030388472.1|SLEB	LOC117138496|XP_033156517.1|DMAU
OG0003946	LOC115626221|XP_030377379.1|SLEB	LOC117150325|XP_033173054.1|DMAU
OG0003947	LOC115625830|XP_030376883.1|SLEB	LOC117147994|XP_033171043.1|DMAU
OG0003948	LOC115630810|XP_030383338.1|SLEB	LOC117148901|XP_033172503.1|DMAU
OG0003949	LOC115630812|XP_030383339.1|SLEB	LOC117141225|XP_033160478.1|DMAU
OG0003950	LOC115626328|XP_030377532.1|SLEB	LOC117147666|XP_033170535.1|DMAU
OG0003951	LOC115626444|XP_030377677.1|SLEB	LOC117150422|XP_033173186.1|DMAU
OG0003952	LOC115632015|XP_030384807.1|SLEB	LOC117141741|XP_033161256.1|DMAU
OG0003953	LOC115625783|XP_030376815.1|SLEB	LOC117150778|XP_033173717.1|DMAU
OG0003954	LOC115624932|XP_030375642.1|SLEB	LOC117140232|XP_033158922.1|DMAU
OG0003955	LOC115631400|XP_030383982.1|SLEB	LOC117143596|XP_033164237.1|DMAU
OG0003956	LOC115631588|XP_030384249.1|SLEB	LOC117135297|XP_033151362.1|DMAU
OG0003957	LOC115622683|XP_030372566.1|SLEB	LOC117139522|XP_033157774.1|DMAU
OG0003958	LOC115628027|XP_030379826.1|SLEB	LOC117146643|XP_033168868.1|DMAU
OG0003959	LOC115620989|XP_030370372.1|SLEB	LOC117136035|XP_033152549.1|DMAU
OG0003960	LOC115626953|XP_030378329.1|SLEB	LOC117147915|XP_033170924.1|DMAU
OG0003961	LOC115631008|XP_030383469.1|SLEB	LOC117150683|XP_033173583.1|DMAU
OG0003962	LOC115631772|XP_030384468.1|SLEB	LOC117143369|XP_033163939.1|DMAU
OG0003963	LOC115625895|XP_030376982.1|SLEB	LOC117137483|XP_033154857.1|DMAU
OG0003964	LOC115631440|XP_030384041.1|SLEB	LOC117150227|XP_033172914.1|DMAU
OG0003965	LOC115631390|XP_030383971.1|SLEB	LOC117150863|XP_033173873.1|DMAU
OG0003966	LOC115625918|XP_030377012.1|SLEB	LOC117136551|XP_033153395.1|DMAU
OG0003967	LOC115620050|XP_030369031.1|SLEB	LOC117138413|XP_033156385.1|DMAU
OG0003968	LOC115627053|XP_030378461.1|SLEB	LOC117138680|XP_033156825.1|DMAU
OG0003969	LOC115620286|XP_030369323.1|SLEB	LOC117137889|XP_033155512.1|DMAU
OG0003970	LOC115631247|XP_030383816.1|SLEB	LOC117150466|XP_033173253.1|DMAU
OG0003971	LOC115631106|XP_030383624.1|SLEB	LOC117149556|XP_033172687.1|DMAU
OG0003972	LOC115632902|XP_030386052.1|SLEB	LOC117142018|XP_033161773.1|DMAU
OG0003973	LOC115619936|XP_030368825.1|SLEB	LOC117137501|XP_033154873.1|DMAU
OG0003974	LOC115633947|XP_030387325.1|SLEB	LOC117136625|XP_033153505.1|DMAU
OG0003975	LOC115626370|XP_030377585.1|SLEB	LOC117135642|XP_033151951.1|DMAU
OG0003976	LOC115625697|XP_030376698.1|SLEB	LOC117145812|XP_033167508.1|DMAU
OG0003977	LOC115625866|XP_030376937.1|SLEB	LOC117150231|XP_033172917.1|DMAU
OG0003978	LOC115621018|XP_030370401.1|SLEB	LOC117140984|XP_033160125.1|DMAU
OG0003979	LOC115628480|XP_030380463.1|SLEB	LOC117146516|XP_033168716.1|DMAU
OG0003980	LOC115621237|XP_030370688.1|SLEB	LOC117142699|XP_033162747.1|DMAU
OG0003981	LOC115628460|XP_030380438.1|SLEB	LOC117135179|XP_033151136.1|DMAU
OG0003982	LOC115625709|XP_030376713.1|SLEB	LOC117150416|XP_033173175.1|DMAU
OG0003983	LOC115626482|XP_030377729.1|SLEB	LOC117144631|XP_033165820.1|DMAU
OG0003984	LOC115625947|XP_030377043.1|SLEB	LOC117150734|XP_033173662.1|DMAU
OG0003985	LOC115625699|XP_030376700.1|SLEB	LOC117135227|XP_033151237.1|DMAU
OG0003986	LOC115631280|XP_030383854.1|SLEB	LOC117141449|XP_033160797.1|DMAU
OG0003987	LOC115630935|XP_030383362.1|SLEB	LOC117148635|XP_033172031.1|DMAU
OG0003988	LOC115630608|XP_030383091.1|SLEB	LOC117140009|XP_033158618.1|DMAU
OG0003989	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB	LOC117138196|XP_033156013.1|DMAU
OG0003990	LOC115626636|XP_030377906.1|SLEB	LOC117136489|XP_033153322.1|DMAU
OG0003991	LOC115630456|XP_030382877.1|SLEB	LOC117138291|XP_033156165.1|DMAU
OG0003992	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB	LOC117142419|XP_033162270.1|DMAU
OG0003993	LOC115630757|XP_030383272.1|SLEB	LOC117142677|XP_033162710.1|DMAU
OG0003994	LOC115621296|XP_030370763.1|SLEB	LOC117146036|XP_033167858.1|DMAU
OG0003995	LOC115621628|XP_030371192.1|SLEB	LOC117137027|XP_033154124.1|DMAU
OG0003996	LOC115634149|XP_030387582.1|SLEB	LOC117136779|XP_033153720.1|DMAU
OG0003997	LOC115631281|XP_030383855.1|SLEB	LOC117150815|XP_033173770.1|DMAU
OG0003998	LOC115632016|XP_030384808.1|SLEB	LOC117136631|XP_033153509.1|DMAU
OG0003999	LOC115626210|XP_030377359.1|SLEB	LOC117147043|XP_033169683.1|DMAU
OG0004000	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB	LOC117148203|XP_033171378.1|DMAU
OG0004001	LOC115631042|XP_030383535.1|SLEB	LOC117135484|XP_033151594.1|DMAU
OG0004002	LOC115625846|XP_030376909.1|SLEB	LOC117146561|XP_033168753.1|DMAU
OG0004003	LOC115631551|XP_030384188.1|SLEB	LOC117135834|XP_033152282.1|DMAU
OG0004004	LOC115628478|XP_030380460.1|SLEB	LOC117135109|XP_033151020.1|DMAU
OG0004005	LOC115628453|XP_030380425.1|SLEB	LOC117143310|XP_033163869.1|DMAU
OG0004006	LOC115628532|XP_030380556.1|SLEB	LOC117143083|XP_033163452.1|DMAU
OG0004007	LOC115631240|XP_030383810.1|SLEB	LOC117151064|XP_033174188.1|DMAU
OG0004008	LOC115632033|XP_030384845.1|SLEB	LOC117142015|XP_033161764.1|DMAU
OG0004009	LOC115631559|XP_030384210.1|SLEB	LOC117147711|XP_033170603.1|DMAU
OG0004010	LOC115626177|XP_030377312.1|SLEB	LOC117140259|XP_033158960.1|DMAU
OG0004011	LOC115626388|XP_030377607.1|SLEB	LOC117150912|XP_033173955.1|DMAU
OG0004012	LOC115621735|XP_030371326.1|SLEB	LOC117143440|XP_033164039.1|DMAU
OG0004013	LOC115625801|XP_030376838.1|SLEB	LOC117148501|XP_033171797.1|DMAU
OG0004014	LOC115632176|XP_030385068.1|SLEB	LOC117142019|XP_033161775.1|DMAU
OG0004015	LOC115631076|XP_030383581.1|SLEB	LOC117135145|XP_033151094.1|DMAU
OG0004016	LOC115631255|XP_030383828.1|SLEB	LOC117140091|XP_033158741.1|DMAU
OG0004017	LOC115630661|XP_030383163.1|SLEB	LOC117146854|XP_033169318.1|DMAU
OG0004018	LOC115623414|XP_030373589.1|SLEB	LOC117135835|XP_033152237.1|DMAU
OG0004019	LOC115630571|XP_030383048.1|SLEB	LOC117143046|XP_033163386.1|DMAU
OG0004020	LOC115631221|XP_030383787.1|SLEB	LOC117135313|XP_033151400.1|DMAU
OG0004021	LOC115631022|XP_030383496.1|SLEB	LOC117135309|XP_033151395.1|DMAU
OG0004022	LOC115631267|XP_030383839.1|SLEB	LOC117142358|XP_033162214.1|DMAU
OG0004023	LOC115634183|XP_030387629.1|SLEB	LOC117137408|XP_033154723.1|DMAU
OG0004024	LOC115631467|XP_030384080.1|SLEB	LOC117150645|XP_033173512.1|DMAU
OG0004025	LOC115625820|XP_030376870.1|SLEB	LOC117150218|XP_033172908.1|DMAU
OG0004026	LOC115631398|XP_030383981.1|SLEB	LOC117141622|XP_033161037.1|DMAU
OG0004027	LOC115634064|XP_030387470.1|SLEB	LOC117138660|XP_033156784.1|DMAU
OG0004028	LOC115629020|XP_030381175.1|SLEB	LOC117150579|XP_033173422.1|DMAU
OG0004029	LOC115628523|XP_030380540.1|SLEB	LOC117150578|XP_033173421.1|DMAU
OG0004030	LOC115625192|XP_030376022.1|SLEB	LOC117135742|XP_033152081.1|DMAU
OG0004031	LOC115631351|XP_030383927.1|SLEB	LOC117141084|XP_033160291.1|DMAU
