Orthogroup	SLEB.longest_only	DPER.longest_only
OG0005673	LOC115623175|XP_030373252.1|SLEB	LOC6595832|XP_002021421.2|DPER
OG0005674	LOC115623221|XP_030373319.1|SLEB	LOC6599737|XP_026847244.1|DPER
OG0005675	LOC115623457|XP_030373673.1|SLEB	LOC6592095|XP_002017029.1|DPER
OG0005676	LOC115622650|XP_030372518.1|SLEB	LOC6599680|XP_002024783.1|DPER
OG0005677	LOC115625617|XP_030376622.1|SLEB	LOC6602116|XP_002027130.1|DPER
OG0005678	LOC115623495|XP_030373731.1|SLEB	LOC6594692|XP_002019619.1|DPER
OG0005679	LOC115625450|XP_030376357.1|SLEB	LOC6591639|XP_002017130.1|DPER
OG0005680	LOC115628621|XP_030380667.1|SLEB	LOC6595610|XP_026844135.1|DPER
OG0005681	LOC115625572|XP_030376530.1|SLEB	LOC6594521|XP_002019463.1|DPER
OG0005682	LOC115625569|XP_030376526.1|SLEB	LOC6594520|XP_002019462.1|DPER
OG0005683	LOC115629268|XP_030381552.1|SLEB	LOC6602595|XP_026845982.1|DPER
OG0005684	LOC115631732|XP_030384429.1|SLEB, LOC115633131|XP_030386394.1|SLEB	LOC6599458|XP_002024607.1|DPER
OG0005685	LOC115627081|XP_030378490.1|SLEB	LOC6596653|XP_002021991.1|DPER
OG0005686	LOC115624023|XP_030374459.1|SLEB	LOC6591556|XP_002017105.1|DPER
OG0005687	LOC115634360|XP_030387881.1|SLEB	LOC6601507|XP_026847993.1|DPER
OG0005688	LOC115633631|XP_030386929.1|SLEB	LOC6600945|XP_002026016.1|DPER
OG0005689	LOC115626824|XP_030378164.1|SLEB	LOC6596860|XP_002022064.2|DPER
OG0005690	LOC115625543|XP_030376480.1|SLEB	LOC6588373|XP_002013420.1|DPER
OG0005691	LOC115625360|XP_030376255.1|SLEB	LOC6592137|XP_002016818.1|DPER
OG0005692	LOC115631721|XP_030384416.1|SLEB	LOC6589593|XP_002014566.1|DPER
OG0005693	LOC115622679|XP_030372556.1|SLEB	LOC6600304|XP_026849058.1|DPER
OG0005694	LOC115623785|XP_030374186.1|SLEB	LOC6594655|XP_026850369.1|DPER
OG0005695	LOC115624364|XP_030374884.1|SLEB	LOC6591606|XP_002017101.1|DPER
OG0005696	LOC115624279|XP_030374763.1|SLEB	LOC6591605|XP_002017100.1|DPER
OG0005697	LOC115624136|XP_030374591.1|SLEB	LOC6591604|XP_026843645.1|DPER
OG0005698	LOC115632591|XP_030385679.1|SLEB	LOC6592647|XP_002017983.1|DPER
OG0005699	LOC115625577|XP_030376537.1|SLEB	LOC6594646|XP_002019651.1|DPER
OG0005700	LOC115629937|XP_030382404.1|SLEB	LOC6604138|XP_026845091.1|DPER
OG0005701	LOC115625223|XP_030376066.1|SLEB	LOC6595637|XP_002020680.1|DPER
OG0005702	LOC115629276|XP_030381565.1|SLEB	LOC6602768|XP_002027772.1|DPER
OG0005703	LOC115624536|XP_030375120.1|SLEB	LOC6600814|XP_002025881.1|DPER
OG0005704	LOC115628893|XP_030381010.1|SLEB	LOC6602898|XP_026849670.1|DPER
OG0005705	LOC115628345|XP_030380271.1|SLEB	LOC6603013|XP_002028034.1|DPER
OG0005706	LOC115620370|XP_030369435.1|SLEB	LOC6594814|XP_002020009.1|DPER
OG0005707	LOC115629912|XP_030382378.1|SLEB	LOC6597624|XP_026848914.1|DPER
OG0005708	LOC115628009|XP_030379792.1|SLEB	LOC6596741|XP_026846003.1|DPER
OG0005709	LOC115621339|XP_030370818.1|SLEB	LOC6587645|XP_002013651.1|DPER
OG0005710	LOC115623769|XP_030374164.1|SLEB	LOC6594421|XP_002019753.1|DPER
OG0005711	LOC115622925|XP_030372910.1|SLEB	LOC6602293|XP_026848532.1|DPER
OG0005712	LOC115631002|XP_030383461.1|SLEB	LOC6589059|XP_002014547.1|DPER
OG0005713	LOC115625438|XP_030376344.1|SLEB	LOC6591501|XP_002016885.2|DPER
OG0005714	LOC115620931|XP_030370298.1|SLEB	LOC6595268|XP_002020207.2|DPER
OG0005715	LOC115623895|XP_030374307.1|SLEB	LOC6592061|XP_026840489.1|DPER
OG0005716	LOC115624367|XP_030374887.1|SLEB	LOC6588113|XP_002014109.2|DPER
OG0005717	LOC115624047|XP_030374487.1|SLEB	LOC6591373|XP_026845965.1|DPER
OG0005718	LOC115623720|XP_030374063.1|SLEB	LOC6591558|XP_002017107.1|DPER
OG0005719	LOC115625407|XP_030376306.1|SLEB	LOC6591494|XP_026850681.1|DPER
OG0005720	LOC115623899|XP_030374313.1|SLEB	LOC6594082|XP_002019788.1|DPER
OG0005721	LOC115625227|XP_030376070.1|SLEB	LOC6591500|XP_026850820.1|DPER
OG0005722	LOC115623591|XP_030373850.1|SLEB	LOC6594196|XP_026850654.1|DPER
OG0005723	LOC115623494|XP_030373730.1|SLEB	LOC6591539|XP_002017183.1|DPER
OG0005724	LOC115634754|XP_030388505.1|SLEB	LOC6593171|XP_002018185.1|DPER
OG0005725	LOC115623464|XP_030373684.1|SLEB	LOC6591471|XP_002017462.2|DPER
OG0005726	LOC115627878|XP_030379621.1|SLEB	LOC6599407|XP_026847093.1|DPER
OG0005727	LOC115623645|XP_030373951.1|SLEB	LOC6594507|XP_026843853.1|DPER
OG0005728	LOC115623997|XP_030374428.1|SLEB	LOC6591625|XP_002017192.1|DPER
OG0005729	LOC115623955|XP_030374379.1|SLEB	LOC6591546|XP_026851170.1|DPER
OG0005730	LOC115623513|XP_030373753.1|SLEB	LOC6591542|XP_002017186.1|DPER
OG0005731	LOC115623512|XP_030373751.1|SLEB	LOC6591543|XP_002017187.1|DPER
OG0005732	LOC115623776|XP_030374175.1|SLEB	LOC6591690|XP_002017327.1|DPER
OG0005733	LOC115623775|XP_030374172.1|SLEB	LOC6591691|XP_026851096.1|DPER
OG0005734	LOC115624197|XP_030374659.1|SLEB	LOC6594618|XP_002019841.2|DPER
OG0005735	LOC115625117|XP_030375884.1|SLEB	LOC6591963|XP_026848013.1|DPER
OG0005736	LOC115625123|XP_030375897.1|SLEB	LOC6588253|XP_026850865.1|DPER
OG0005737	LOC115624067|XP_030374512.1|SLEB	LOC113566386|XP_026847531.1|DPER
OG0005738	LOC115623583|XP_030373843.1|SLEB	LOC6594314|XP_026850487.1|DPER
OG0005739	LOC115623883|XP_030374294.1|SLEB	LOC6594594|XP_026841211.1|DPER
OG0005740	LOC115620681|XP_030369907.1|SLEB	LOC6587489|XP_002013657.1|DPER
OG0005741	LOC115623483|XP_030373712.1|SLEB	LOC6588412|XP_002014154.2|DPER
OG0005742	LOC115624394|XP_030374967.1|SLEB	LOC6594187|XP_026850431.1|DPER
OG0005743	LOC115625506|XP_030376429.1|SLEB	LOC6591706|XP_002017407.1|DPER
OG0005744	LOC115623529|XP_030373770.1|SLEB	LOC6594700|XP_002019627.1|DPER
OG0005745	LOC115623726|XP_030374069.1|SLEB	LOC6591770|XP_026840566.1|DPER
OG0005746	LOC115624060|XP_030374504.1|SLEB	LOC6591767|XP_002017223.1|DPER
OG0005747	LOC115623572|XP_030373828.1|SLEB	LOC6591541|XP_002017185.1|DPER
OG0005748	LOC115623738|XP_030374109.1|SLEB	LOC113567253|XP_026850254.1|DPER
OG0005749	LOC115626661|XP_030377935.1|SLEB	LOC6597021|XP_026845449.1|DPER
OG0005750	LOC115625258|XP_030376114.1|SLEB	LOC6588287|XP_002014143.1|DPER
OG0005751	LOC115628305|XP_030380212.1|SLEB	LOC6599764|XP_002024884.1|DPER
OG0005752	LOC115620808|XP_030370126.1|SLEB	LOC6593122|XP_002017621.1|DPER
OG0005753	LOC115630457|XP_030382883.1|SLEB	LOC6595359|XP_002020832.2|DPER, LOC113565827|XP_026844912.1|DPER
OG0005754	LOC115633814|XP_030387158.1|SLEB	LOC6590045|XP_002016439.1|DPER
OG0005755	LOC115624396|XP_030374981.1|SLEB	LOC6590983|XP_002016548.1|DPER
OG0005756	LOC115624132|XP_030374588.1|SLEB	LOC6591431|XP_002017489.2|DPER
OG0005757	LOC115625499|XP_030376419.1|SLEB	LOC6591707|XP_002017408.1|DPER
OG0005758	LOC115624052|XP_030374492.1|SLEB	LOC6591815|XP_002017236.1|DPER
OG0005759	LOC115621776|XP_030371390.1|SLEB	LOC6591516|XP_026851150.1|DPER
OG0005760	LOC115624110|XP_030374563.1|SLEB	LOC6594723|XP_002019408.2|DPER
OG0005761	LOC115624468|XP_030375031.1|SLEB, LOC115623331|XP_030373454.1|SLEB	LOC6594645|XP_026850411.1|DPER
OG0005762	LOC115623822|XP_030374226.1|SLEB	LOC6594298|XP_002019946.1|DPER
OG0005763	LOC115628266|XP_030380149.1|SLEB	LOC6590401|XP_002015494.1|DPER
OG0005764	LOC115624373|XP_030374907.1|SLEB	LOC6587989|XP_002014148.1|DPER
OG0005765	LOC115624371|XP_030374898.1|SLEB	LOC6588318|XP_026850550.1|DPER
OG0005766	LOC115623517|XP_030373757.1|SLEB	LOC6594248|XP_026850359.1|DPER
OG0005767	LOC115622020|XP_030371736.1|SLEB	LOC6595071|XP_026841047.1|DPER
OG0005768	LOC115629861|XP_030382309.1|SLEB	LOC6599940|XP_026849145.1|DPER
OG0005769	LOC115624078|XP_030374528.1|SLEB	LOC6588184|XP_002014120.2|DPER
OG0005770	LOC115621789|XP_030371420.1|SLEB	LOC6587770|XP_002012762.1|DPER
OG0005771	LOC115621715|XP_030371290.1|SLEB	LOC6588603|XP_002013211.1|DPER
OG0005772	LOC115625231|XP_030376076.1|SLEB	LOC6587244|XP_002013519.1|DPER
OG0005773	LOC115625434|XP_030376340.1|SLEB	LOC6594218|XP_002019453.1|DPER
OG0005774	LOC115623415|XP_030373585.1|SLEB	LOC6594546|XP_026848092.1|DPER
OG0005775	LOC115622587|XP_030372441.1|SLEB	LOC6602300|XP_026848506.1|DPER
OG0005776	LOC115632113|XP_030384966.1|SLEB	LOC6601969|XP_002027016.2|DPER
OG0005777	LOC115628515|XP_030380526.1|SLEB	LOC6593980|XP_002019022.1|DPER
OG0005779	LOC115620508|XP_030369627.1|SLEB	LOC6587833|XP_002014061.2|DPER
OG0005780	LOC115622563|XP_030372393.1|SLEB	LOC6602321|XP_026848512.1|DPER
OG0005781	LOC115623111|XP_030373178.1|SLEB	LOC6598969|XP_002024057.2|DPER
OG0005782	LOC115622981|XP_030372993.1|SLEB	LOC6598973|XP_002024061.1|DPER
OG0005783	LOC115634145|XP_030387578.1|SLEB	LOC6592830|XP_002017682.1|DPER
OG0005784	LOC115623655|XP_030373970.1|SLEB	LOC6591332|XP_026843771.1|DPER
OG0005785	LOC115623463|XP_030373680.1|SLEB	LOC6591331|XP_002016929.2|DPER
OG0005786	LOC115624408|XP_030375003.1|SLEB	LOC6592155|XP_002017341.1|DPER
OG0005787	LOC115625045|XP_030375754.1|SLEB	LOC6591981|XP_002017025.1|DPER
OG0005788	LOC115620585|XP_030369755.1|SLEB	LOC6600892|XP_002025956.1|DPER
OG0005789	LOC115621436|XP_030370950.1|SLEB	LOC6594367|XP_002019335.1|DPER
OG0005790	LOC115621332|XP_030370813.1|SLEB	LOC6588531|XP_002013213.1|DPER
OG0005791	LOC115625169|XP_030375969.1|SLEB	LOC6594519|XP_026840759.1|DPER
OG0005792	LOC115622420|XP_030372215.1|SLEB	LOC6594518|XP_002019460.1|DPER
OG0005793	LOC115625613|XP_030376609.1|SLEB	LOC6594222|XP_026849994.1|DPER
OG0005794	LOC115633844|XP_030387195.1|SLEB	LOC113565071|XP_026841205.1|DPER
OG0005795	LOC115624046|XP_030374486.1|SLEB	LOC6591833|XP_002017201.1|DPER
OG0005796	LOC115622581|XP_030372431.1|SLEB	LOC6602299|XP_026848515.1|DPER
OG0005797	LOC115622537|XP_030372360.1|SLEB	LOC6602777|XP_002027834.1|DPER
OG0005798	LOC115623635|XP_030373936.1|SLEB	LOC6592145|XP_002017281.1|DPER
OG0005799	LOC115624370|XP_030374892.1|SLEB	LOC6592019|XP_026850886.1|DPER
OG0005800	LOC115624134|XP_030374590.1|SLEB	LOC6592069|XP_002017518.1|DPER
OG0005801	LOC115624133|XP_030374589.1|SLEB	LOC6592022|XP_002017517.1|DPER
OG0005802	LOC115625513|XP_030376437.1|SLEB	LOC6592023|XP_026848482.1|DPER
OG0005803	LOC115623952|XP_030374376.1|SLEB	LOC6591965|XP_026840421.1|DPER
OG0005804	LOC115623657|XP_030373974.1|SLEB	LOC6594083|XP_002019789.1|DPER
OG0005805	LOC115623736|XP_030374112.1|SLEB	LOC6601303|XP_026842854.1|DPER
OG0005806	LOC115625604|XP_030376597.1|SLEB	LOC6592117|XP_002016843.1|DPER
OG0005807	LOC115625413|XP_030376312.1|SLEB	LOC6592124|XP_026845254.1|DPER
OG0005808	LOC115626692|XP_030377979.1|SLEB	LOC6602890|XP_026845134.1|DPER
OG0005809	LOC115628372|XP_030380310.1|SLEB	LOC6600633|XP_002025627.1|DPER
OG0005810	LOC115623521|XP_030373762.1|SLEB	LOC6592017|XP_002017512.1|DPER
OG0005811	LOC115623522|XP_030373763.1|SLEB	LOC6592016|XP_002017511.1|DPER
OG0005812	LOC115624001|XP_030374433.1|SLEB, LOC115624470|XP_030375033.1|SLEB	LOC6592103|XP_026851135.1|DPER
OG0005813	LOC115625564|XP_030376518.1|SLEB	LOC6598623|XP_002023835.1|DPER
OG0005814	LOC115625180|XP_030376005.1|SLEB	LOC6588274|XP_026850779.1|DPER
OG0005815	LOC115624646|XP_030375281.1|SLEB	LOC6600808|XP_002025979.1|DPER
OG0005816	LOC115620352|XP_030369413.1|SLEB	LOC6588525|XP_026849519.1|DPER
OG0005817	LOC115625163|XP_030375955.1|SLEB	LOC6587477|XP_002013520.2|DPER
OG0005818	LOC115624066|XP_030374511.1|SLEB	LOC6591895|XP_002016913.2|DPER
OG0005819	LOC115623805|XP_030374208.1|SLEB	LOC6594389|XP_002019481.1|DPER
OG0005820	LOC115623806|XP_030374209.1|SLEB	LOC6594390|XP_002019482.1|DPER
OG0005821	LOC115625116|XP_030375882.1|SLEB	LOC6594291|XP_002019939.1|DPER
OG0005822	LOC115625871|XP_030376941.1|SLEB	LOC6593420|XP_026843342.1|DPER
OG0005823	LOC115627504|XP_030379054.1|SLEB	LOC6602622|XP_002027649.1|DPER
OG0005824	LOC115621592|XP_030371143.1|SLEB	LOC6588245|XP_002012923.1|DPER
OG0005825	LOC115622737|XP_030372639.1|SLEB	LOC6598903|XP_002024005.1|DPER
OG0005826	LOC115621284|XP_030370747.1|SLEB	LOC6594374|XP_002019342.2|DPER
OG0005827	LOC115624014|XP_030374446.1|SLEB	LOC6592006|XP_002017434.1|DPER
OG0005828	LOC115632118|XP_030384980.1|SLEB	LOC6599463|XP_002024612.1|DPER
OG0005829	LOC115623372|XP_030373523.1|SLEB	LOC6594337|XP_026848414.1|DPER
OG0005830	LOC115628230|XP_030380093.1|SLEB	LOC6601881|XP_002026930.2|DPER
OG0005831	LOC115628429|XP_030380377.1|SLEB	LOC6601885|XP_026849374.1|DPER
OG0005832	LOC115628428|XP_030380376.1|SLEB	LOC6601886|XP_026849324.1|DPER
OG0005833	LOC115628394|XP_030380340.1|SLEB	LOC6601895|XP_026849378.1|DPER
OG0005834	LOC115628402|XP_030380350.1|SLEB	LOC113566707|XP_026849322.1|DPER
OG0005835	LOC115628313|XP_030380227.1|SLEB	LOC6601902|XP_002026951.1|DPER
OG0005836	LOC115632712|XP_030385814.1|SLEB	LOC6601402|XP_026847871.1|DPER
OG0005837	LOC115625603|XP_030376596.1|SLEB	LOC6592118|XP_026840133.1|DPER
OG0005838	LOC115625224|XP_030376068.1|SLEB	LOC6594532|XP_002019424.1|DPER
OG0005839	LOC115630480|XP_030382920.1|SLEB	LOC6596490|XP_002021564.1|DPER
OG0005840	LOC115624391|XP_030374962.1|SLEB	LOC6594189|XP_026850232.1|DPER
OG0005841	LOC115623823|XP_030374227.1|SLEB	LOC6594116|XP_026851011.1|DPER
OG0005842	LOC115629826|XP_030382261.1|SLEB	LOC6600027|XP_002025106.1|DPER
OG0005843	LOC115633080|XP_030386316.1|SLEB	LOC6597102|XP_002022291.2|DPER
OG0005844	LOC115622098|XP_030371802.1|SLEB	LOC6595815|XP_026845563.1|DPER
OG0005845	LOC115623411|XP_030373581.1|SLEB	LOC6591813|XP_002017234.2|DPER
OG0005846	LOC115623597|XP_030373859.1|SLEB	LOC6591785|XP_026843032.1|DPER
OG0005847	LOC115624252|XP_030374735.1|SLEB	LOC6594696|XP_026840370.1|DPER
OG0005848	LOC115629138|XP_030381343.1|SLEB	LOC6603322|XP_026845804.1|DPER, LOC113566066|XP_026845786.1|DPER
OG0005849	LOC115626687|XP_030377975.1|SLEB	LOC6600077|XP_026845092.1|DPER
OG0005850	LOC115627874|XP_030379618.1|SLEB	LOC6599447|XP_026847192.1|DPER
OG0005851	LOC115630015|XP_030382500.1|SLEB, LOC115625776|XP_030376805.1|SLEB	LOC6593732|XP_002019110.1|DPER
OG0005852	LOC115623456|XP_030373672.1|SLEB	LOC6594577|XP_002019828.1|DPER
OG0005853	LOC115629860|XP_030382307.1|SLEB	LOC6597570|XP_002022787.1|DPER
OG0005854	LOC115623762|XP_030374158.1|SLEB	LOC6592018|XP_002017513.1|DPER
OG0005855	LOC115628935|XP_030381067.1|SLEB	LOC6597277|XP_026846551.1|DPER
OG0005856	LOC115629295|XP_030381598.1|SLEB	LOC6604080|XP_026845789.1|DPER
OG0005857	LOC115623847|XP_030374250.1|SLEB	LOC6594522|XP_002019464.2|DPER
OG0005858	LOC115624407|XP_030375002.1|SLEB	LOC6592153|XP_002017339.1|DPER
OG0005859	LOC115631487|XP_030384103.1|SLEB	LOC113565744|XP_026844582.1|DPER
OG0005860	LOC115624395|XP_030374968.1|SLEB	LOC6594510|XP_026840363.1|DPER
OG0005861	LOC115620393|XP_030369463.1|SLEB	LOC6587536|XP_026850496.1|DPER
OG0005862	LOC115634511|XP_030388138.1|SLEB	LOC6589989|XP_026841040.1|DPER
OG0005863	LOC115620437|XP_030369528.1|SLEB	LOC6592426|XP_002018238.1|DPER
OG0005864	LOC115623598|XP_030373871.1|SLEB	LOC6591791|XP_002017391.1|DPER
OG0005865	LOC115623792|XP_030374194.1|SLEB	LOC6592104|XP_002017287.1|DPER
OG0005866	LOC115624726|XP_030375410.1|SLEB	LOC6600942|XP_002026044.1|DPER
OG0005867	LOC115631274|XP_030383845.1|SLEB	LOC6595470|XP_002020903.1|DPER
OG0005868	LOC115633901|XP_030387265.1|SLEB	LOC113565042|XP_026840931.1|DPER
OG0005869	LOC115627151|XP_030378590.1|SLEB	LOC6597550|XP_002022799.1|DPER
OG0005870	LOC115627138|XP_030378574.1|SLEB	LOC6600433|XP_026848413.1|DPER
OG0005871	LOC115627272|XP_030378762.1|SLEB	LOC6600065|XP_002025189.2|DPER
OG0005872	LOC115620902|XP_030370250.1|SLEB	LOC6588551|XP_002013218.1|DPER
OG0005873	LOC115625620|XP_030376621.1|SLEB	LOC6591795|XP_002017395.1|DPER
OG0005874	LOC115629254|XP_030381530.1|SLEB	LOC6603208|XP_026845784.1|DPER
OG0005875	LOC115627590|XP_030379176.1|SLEB	LOC6592792|XP_002017823.1|DPER
OG0005876	LOC115629319|XP_030381628.1|SLEB	LOC6596918|XP_026845481.1|DPER
OG0005877	LOC115629092|XP_030381265.1|SLEB	LOC6603522|XP_002028501.1|DPER
OG0005878	LOC115626724|XP_030378030.1|SLEB	LOC6596933|XP_026845251.1|DPER
OG0005879	LOC115626670|XP_030377952.1|SLEB	LOC6599265|XP_026848252.1|DPER
OG0005880	LOC115622595|XP_030372452.1|SLEB	LOC6603411|XP_002028387.2|DPER
OG0005881	LOC115622702|XP_030372592.1|SLEB	LOC6597111|XP_002022268.1|DPER
OG0005882	LOC115628025|XP_030379821.1|SLEB	LOC6599363|XP_002024486.1|DPER
OG0005883	LOC115633125|XP_030386377.1|SLEB	LOC6601105|XP_002026070.1|DPER
OG0005884	LOC115632314|XP_030385275.1|SLEB	LOC6597105|XP_026845240.1|DPER
OG0005885	LOC115622642|XP_030372510.1|SLEB	LOC6602272|XP_002027321.1|DPER
OG0005886	LOC115623161|XP_030373234.1|SLEB	LOC6599078|XP_026849005.1|DPER
OG0005887	LOC115622268|XP_030372030.1|SLEB	LOC6597109|XP_026845196.1|DPER
OG0005888	LOC115632579|XP_030385660.1|SLEB	LOC6596149|XP_026845257.1|DPER
OG0005889	LOC115622194|XP_030371945.1|SLEB	LOC6599068|XP_026849024.1|DPER
OG0005890	LOC115628864|XP_030380976.1|SLEB	LOC6597829|XP_026846426.1|DPER
OG0005891	LOC115623211|XP_030373300.1|SLEB	LOC6602830|XP_002027864.2|DPER
OG0005892	LOC115622329|XP_030372098.1|SLEB	LOC6602797|XP_002027848.1|DPER
OG0005893	LOC115624758|XP_030375450.1|SLEB	LOC6596936|XP_002022218.1|DPER
OG0005894	LOC115624759|XP_030375451.1|SLEB	LOC6597056|XP_002022215.2|DPER
OG0005895	LOC115624760|XP_030375452.1|SLEB	LOC6597057|XP_002022216.1|DPER
OG0005896	LOC115626340|XP_030377550.1|SLEB	LOC6601841|XP_002026872.1|DPER
OG0005897	LOC115622132|XP_030371845.1|SLEB	LOC6600497|XP_026847642.1|DPER
OG0005898	LOC115629952|XP_030382420.1|SLEB	LOC6597580|XP_002022767.1|DPER
OG0005899	LOC115624569|XP_030375157.1|SLEB	LOC6590651|XP_002016409.1|DPER
OG0005900	LOC115631604|XP_030384266.1|SLEB	LOC6589590|XP_002014563.1|DPER
OG0005901	LOC115623023|XP_030373064.1|SLEB	LOC6590362|XP_002015842.1|DPER
OG0005902	LOC115627722|XP_030379335.1|SLEB	LOC6600888|XP_002025952.2|DPER
OG0005903	LOC115623972|XP_030374401.1|SLEB	LOC6594484|XP_002019750.2|DPER
OG0005904	LOC115620318|XP_030369371.1|SLEB	LOC6587803|XP_002013689.2|DPER
OG0005905	LOC115622182|XP_030371931.1|SLEB	LOC6599071|XP_026848993.1|DPER
OG0005906	LOC115623258|XP_030373388.1|SLEB	LOC6602341|XP_026848528.1|DPER
OG0005907	LOC115624707|XP_030375389.1|SLEB	LOC113566489|XP_026848087.1|DPER
OG0005908	LOC115623345|XP_030373488.1|SLEB	LOC6601866|XP_002026915.1|DPER
OG0005909	LOC115632975|XP_030386145.1|SLEB	LOC6595773|XP_002021353.2|DPER
OG0005910	LOC115619973|XP_030368872.1|SLEB	LOC6590003|XP_002016053.1|DPER
OG0005911	LOC115633952|XP_030387330.1|SLEB	LOC6590002|XP_002016052.1|DPER
OG0005912	LOC115630852|XP_030383348.1|SLEB	LOC6590517|XP_002016085.1|DPER
OG0005913	LOC115621068|XP_030370454.1|SLEB	LOC113565375|XP_026842948.1|DPER
OG0005914	LOC115619951|XP_030368840.1|SLEB	LOC6592246|XP_002017632.2|DPER
OG0005915	LOC115628732|XP_030380799.1|SLEB	LOC6592247|XP_002017633.1|DPER
OG0005916	LOC115624788|XP_030375491.1|SLEB	LOC6600865|XP_002025900.1|DPER
OG0005917	LOC115633872|XP_030387232.1|SLEB	LOC6592455|XP_002018305.1|DPER
OG0005918	LOC115627500|XP_030379048.1|SLEB	LOC6597613|XP_002022751.1|DPER
OG0005919	LOC115634256|XP_030387713.1|SLEB	LOC6592692|XP_002017729.2|DPER
OG0005920	LOC115632174|XP_030385070.1|SLEB	LOC6603155|XP_002028170.1|DPER
OG0005921	LOC115628300|XP_030380208.1|SLEB	LOC6601119|XP_002026194.1|DPER
OG0005922	LOC115629111|XP_030381300.1|SLEB	LOC6598374|XP_026846130.1|DPER
OG0005923	LOC115623007|XP_030373038.1|SLEB	LOC6595990|XP_002021011.1|DPER
OG0005924	LOC115623011|XP_030373042.1|SLEB	LOC6595992|XP_002021013.1|DPER
OG0005925	LOC115622711|XP_030372602.1|SLEB	LOC6599066|XP_002024182.2|DPER
OG0005926	LOC115626787|XP_030378113.1|SLEB	LOC6598160|XP_002023447.2|DPER
OG0005927	LOC115625522|XP_030376447.1|SLEB	LOC6588220|XP_026844538.1|DPER
OG0005928	LOC115627469|XP_030379001.1|SLEB	LOC6602676|XP_026845820.1|DPER
OG0005929	LOC115633976|XP_030387357.1|SLEB	LOC6600507|XP_002025614.1|DPER
OG0005930	LOC115624908|XP_030375616.1|SLEB	LOC6600919|XP_002026047.1|DPER
OG0005931	LOC115624545|XP_030375131.1|SLEB	LOC6601295|XP_002026333.2|DPER
OG0005932	LOC115624648|XP_030375284.1|SLEB	LOC6593213|XP_026840798.1|DPER
OG0005933	LOC115622966|XP_030372979.1|SLEB	LOC6590861|XP_002016619.1|DPER
OG0005934	LOC115620751|XP_030370010.1|SLEB	LOC6591208|XP_002016198.2|DPER
OG0005935	LOC115633066|XP_030386291.1|SLEB	LOC6596189|XP_026845693.1|DPER
OG0005936	LOC115625898|XP_030376987.1|SLEB	LOC6593432|XP_002019117.1|DPER
OG0005937	LOC115632429|XP_030385430.1|SLEB	LOC6603410|XP_026848199.1|DPER
OG0005938	LOC115627894|XP_030379650.1|SLEB	LOC6590349|XP_026841957.1|DPER
OG0005939	LOC115627206|XP_030378684.1|SLEB	LOC6598197|XP_002023532.1|DPER
OG0005940	LOC115634349|XP_030387865.1|SLEB	LOC6590456|XP_026842593.1|DPER
OG0005942	LOC115624644|XP_030375276.1|SLEB	LOC113565068|XP_026841191.1|DPER
OG0005943	LOC115624519|XP_030375095.1|SLEB	LOC6601256|XP_026842597.1|DPER
OG0005944	LOC115624568|XP_030375156.1|SLEB	LOC6601260|XP_026840699.1|DPER
OG0005945	LOC115634712|XP_030388455.1|SLEB	LOC6592829|XP_026841888.1|DPER
OG0005946	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB	LOC6590802|XP_026841300.1|DPER
OG0005947	LOC115625558|XP_030376514.1|SLEB	LOC6601606|XP_026841036.1|DPER
OG0005948	LOC115628334|XP_030380257.1|SLEB	LOC6602377|XP_002027381.1|DPER
OG0005949	LOC115632710|XP_030385812.1|SLEB	LOC113566008|XP_026845472.1|DPER
OG0005950	LOC115631689|XP_030384371.1|SLEB	LOC6589728|XP_002015121.1|DPER
OG0005951	LOC115632403|XP_030385398.1|SLEB	LOC6600246|XP_002025411.2|DPER
OG0005952	LOC115631688|XP_030384369.1|SLEB	LOC6589727|XP_026844836.1|DPER
OG0005953	LOC115628594|XP_030380639.1|SLEB	LOC6593398|XP_002018609.1|DPER
OG0005954	LOC115628588|XP_030380631.1|SLEB	LOC6593402|XP_002018613.1|DPER
OG0005955	LOC115623374|XP_030373529.1|SLEB	LOC6591951|XP_002017495.1|DPER
OG0005956	LOC115634707|XP_030388447.1|SLEB	LOC6592495|XP_002018397.2|DPER
OG0005957	LOC115624041|XP_030374478.1|SLEB	LOC6594257|XP_002019980.1|DPER
OG0005958	LOC115624029|XP_030374466.1|SLEB	LOC6591330|XP_002016928.1|DPER
OG0005959	LOC115625880|XP_030376957.1|SLEB	LOC6588672|XP_002014467.1|DPER
OG0005960	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB	LOC6603073|XP_002028115.1|DPER
OG0005961	LOC115631876|XP_030384588.1|SLEB	LOC6590502|XP_002016089.1|DPER
OG0005962	LOC115624909|XP_030375617.1|SLEB	LOC6592349|XP_002018296.1|DPER
OG0005963	LOC115631519|XP_030384148.1|SLEB	LOC6589858|XP_002015163.2|DPER
OG0005964	LOC115632093|XP_030384932.1|SLEB	LOC6592731|XP_002018098.1|DPER
OG0005965	LOC115633883|XP_030387247.1|SLEB	LOC6600973|XP_002026011.2|DPER
OG0005966	LOC115629744|XP_030382138.1|SLEB	LOC6590585|XP_002016524.2|DPER
OG0005967	LOC115634757|XP_030388509.1|SLEB	LOC6593165|XP_002018179.1|DPER
