Orthogroup	AAEG.longest_only	CCAP.longest_only
OG0003758	LOC5576991|XP_001663093.2|AAEG	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC5576979|XP_021699583.1|AAEG	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC5576975|XP_001663070.2|AAEG	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC5576974|XP_021699600.1|AAEG	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC5574473|XP_021699619.1|AAEG	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC5574474|XP_001655133.2|AAEG	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC5570866|XP_001659377.1|AAEG	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC110676375|XP_021699654.1|AAEG	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC5570876|XP_001659386.1|AAEG	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC5578270|XP_021699665.1|AAEG	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC5578261|XP_021699680.1|AAEG	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC5569280|XP_001652813.2|AAEG	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC5569281|XP_021699682.1|AAEG	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC5575621|XP_021699693.1|AAEG	CCAP1982_LOCUS22285|CAD7014282.1|CCAP, CCAP1982_LOCUS22287|CAD7014285.1|CCAP
OG0003775	LOC5576380|XP_001662596.2|AAEG	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC5569572|XP_001658638.2|AAEG	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC5567697|XP_001651861.1|AAEG	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC5567695|XP_021699793.1|AAEG	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC5565718|XP_021699822.1|AAEG	CCAP1982_LOCUS7188|CAD6998613.1|CCAP, CCAP1982_LOCUS7189|CAD6998614.1|CCAP
OG0003780	LOC5574832|XP_021699838.1|AAEG	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC5574828|XP_001661659.2|AAEG	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC5574637|XP_001661554.1|AAEG	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC5574642|XP_021699899.1|AAEG	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC5574646|XP_001661565.1|AAEG	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC5572038|XP_001660145.2|AAEG	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC5572039|XP_021699913.1|AAEG	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC5564189|XP_001648526.1|AAEG	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC5569986|XP_021700012.1|AAEG	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC5575905|XP_021700119.1|AAEG	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC5575899|XP_021700127.1|AAEG	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC5578895|XP_001664101.2|AAEG	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC5576279|XP_021700136.1|AAEG	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC5565480|XP_021700166.1|AAEG	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC5570378|XP_021700169.1|AAEG	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC5570383|XP_021700181.1|AAEG	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC5568035|XP_021700198.1|AAEG	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC5580248|XP_021700214.1|AAEG	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC5580249|XP_021700218.1|AAEG	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC5570937|XP_021700238.1|AAEG	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC5570930|XP_021700245.1|AAEG	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC5570932|XP_001659404.1|AAEG	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC5577719|XP_021700253.1|AAEG	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC5567649|XP_021700330.1|AAEG	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC5578151|XP_001663723.2|AAEG	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC5571946|XP_021700429.1|AAEG	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC5569380|XP_021700450.1|AAEG	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC5569498|XP_021700472.1|AAEG	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC5579340|XP_001647648.2|AAEG	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC5569510|XP_001658595.1|AAEG	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC5576950|XP_001663045.1|AAEG	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC5577422|XP_001656497.1|AAEG	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC5578366|XP_001656937.1|AAEG	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC5578355|XP_001656925.1|AAEG	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC5566424|XP_001650824.1|AAEG	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC5566438|XP_021700561.1|AAEG	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC110676558|XP_021700624.1|AAEG	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC5570915|XP_021700627.1|AAEG	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC5570911|XP_001653388.1|AAEG	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC5570900|XP_021700654.1|AAEG	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC5570899|XP_021700658.1|AAEG	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC5572922|XP_001654255.1|AAEG	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC5572925|XP_001654260.2|AAEG	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC5572928|XP_001654263.2|AAEG	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC5572931|XP_011493072.1|AAEG	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC5574737|XP_021700707.1|AAEG	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC5566327|XP_001650716.1|AAEG	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC5570424|XP_001659134.1|AAEG	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC5570432|XP_001659139.1|AAEG	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC5572643|XP_001654142.1|AAEG	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC5572652|XP_001654152.1|AAEG	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC5572664|XP_021700838.1|AAEG	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC5565770|XP_021700878.1|AAEG	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC5565771|XP_001650123.1|AAEG	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC5565769|XP_021695269.1|AAEG	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC5564298|XP_021700923.1|AAEG	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC5565399|XP_001649729.1|AAEG	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC5565389|XP_001649742.3|AAEG	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC5569185|XP_001652768.1|AAEG	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC5564491|XP_001648836.1|AAEG	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC5564509|XP_021701084.1|AAEG	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC5566966|XP_021701101.1|AAEG	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC110676661|XP_021701104.1|AAEG	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC5566516|XP_021701149.1|AAEG	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC5575679|XP_021701224.1|AAEG	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC5577025|XP_001656312.1|AAEG	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC5574497|XP_001655160.1|AAEG	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC5574499|XP_001655162.2|AAEG	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC5574500|XP_021701250.1|AAEG	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC5574502|XP_001655165.1|AAEG	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC5574507|XP_021701271.1|AAEG	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC110673980|XP_021701277.1|AAEG	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC5578951|XP_001664130.1|AAEG	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC5564986|XP_021701355.1|AAEG	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC5564996|XP_001649341.1|AAEG	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC5568984|XP_001658271.2|AAEG	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC5568982|XP_001658273.1|AAEG	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC5568981|XP_021701391.1|AAEG	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC110676724|XP_021701400.1|AAEG	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC5578796|XP_001657170.1|AAEG	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC5578760|XP_001657128.2|AAEG	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC5578755|XP_001657123.1|AAEG	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC5578162|XP_021701461.1|AAEG	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC5574041|XP_021701485.1|AAEG	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC5574609|XP_021701494.1|AAEG	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC5577114|XP_021701499.1|AAEG	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC5577113|XP_001663201.1|AAEG	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC5577220|XP_001656323.1|AAEG	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC5564147|XP_021701513.1|AAEG	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC5578320|XP_021701538.1|AAEG	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC5568234|XP_001657931.2|AAEG	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC5569335|XP_001658435.2|AAEG	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC5569337|XP_001658441.1|AAEG	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC5580262|XP_001656142.2|AAEG	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC5580255|XP_001656145.1|AAEG	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC5564478|XP_021701633.1|AAEG	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC5574676|XP_001661589.1|AAEG	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC5565516|XP_001649871.1|AAEG	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC5572627|XP_001660492.2|AAEG	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC5566914|XP_021701727.1|AAEG	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC5566913|XP_001651326.2|AAEG	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC5566912|XP_021701729.1|AAEG	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC5566910|XP_021701732.1|AAEG	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC5566942|XP_021701730.1|AAEG	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC5566941|XP_001651320.2|AAEG	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003906	LOC5577215|XP_001663311.2|AAEG	CCAP1982_LOCUS7232|CAD6998672.1|CCAP, CCAP1982_LOCUS7233|CAD6998673.1|CCAP
OG0003907	LOC5577205|XP_001663301.2|AAEG	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC5578247|XP_001663771.2|AAEG	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC5573102|XP_021701809.1|AAEG	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC5573103|XP_001654410.1|AAEG	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC5571554|XP_001659778.1|AAEG	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC5571558|XP_001659780.1|AAEG	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC5579488|XP_021701836.1|AAEG	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC5578582|XP_001663974.1|AAEG	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC5574513|XP_001661482.2|AAEG	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC5564615|XP_001648965.1|AAEG	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC5565707|XP_021701922.1|AAEG	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC5577107|XP_021701929.1|AAEG	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC5577565|XP_021701958.1|AAEG	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC5564612|XP_021701961.1|AAEG	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC5569850|XP_001658744.1|AAEG	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC5569853|XP_001658748.2|AAEG	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC110676861|XP_021701992.1|AAEG	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC5569863|XP_001658759.1|AAEG	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC5579066|XP_001664223.1|AAEG	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC5563851|XP_001648170.1|AAEG	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC5573389|XP_001654560.1|AAEG	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC5573392|XP_001654565.1|AAEG	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC5573396|XP_021702068.1|AAEG	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC5573081|XP_021702121.1|AAEG	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC5567715|XP_021702146.1|AAEG	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC5568869|XP_021702147.1|AAEG	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC5567315|XP_001651750.1|AAEG	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC5567314|XP_001651749.1|AAEG	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC5570833|XP_021702175.1|AAEG	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC5570830|XP_021702177.1|AAEG	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC5570829|XP_021702178.1|AAEG	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC5570827|XP_001653335.1|AAEG	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC5570828|XP_001653334.1|AAEG	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC5565708|XP_021702207.1|AAEG	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC5580320|XP_021702225.1|AAEG	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC5573510|XP_001654647.1|AAEG	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC5577630|XP_001656628.1|AAEG	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC5575174|XP_021702277.1|AAEG	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC5575166|XP_021702282.1|AAEG	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC5575152|XP_001655529.2|AAEG	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC5575149|XP_021702305.1|AAEG	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC5566375|XP_021702361.1|AAEG	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC5566382|XP_021702373.1|AAEG	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC5569445|XP_001658534.2|AAEG	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC5569441|XP_021702400.1|AAEG	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC110675215|XP_021695327.1|AAEG	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC5572437|XP_021702429.1|AAEG	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC5572444|XP_021702450.1|AAEG	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC5565328|XP_021702492.1|AAEG	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC5565323|XP_001649651.1|AAEG	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC5565318|XP_001649644.1|AAEG	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC5566802|XP_001651210.2|AAEG	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC5566808|XP_001651217.2|AAEG	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC5576029|XP_021702590.1|AAEG	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC5576033|XP_001655974.1|AAEG	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC5564541|XP_021702637.1|AAEG	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC5564542|XP_021702650.1|AAEG	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC5579501|XP_021702670.1|AAEG	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC5577549|XP_021702790.1|AAEG	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC5577548|XP_001656564.1|AAEG	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC5577542|XP_001656558.1|AAEG	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC23687576|XP_011493724.1|AAEG	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC5577896|XP_021702830.1|AAEG	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC5580034|XP_001660687.1|AAEG	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC5580036|XP_001660686.1|AAEG	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC5573243|XP_001654452.1|AAEG	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC5573252|XP_001654462.1|AAEG	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC5573253|XP_001654463.1|AAEG	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC23687788|XP_011493540.1|AAEG	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC5573254|XP_021702922.1|AAEG	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC5573255|XP_001654466.1|AAEG	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC5579234|XP_021702950.1|AAEG	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC5579235|XP_021702955.1|AAEG	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC5564833|XP_021703001.1|AAEG	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC5564852|XP_021703004.1|AAEG	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC5569075|XP_001658305.2|AAEG	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC5569078|XP_021703045.1|AAEG	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC5567981|XP_001657802.1|AAEG	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC5567979|XP_021703064.1|AAEG	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC5567974|XP_001657796.2|AAEG	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC110675225|XP_021695345.1|AAEG	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC110677016|XP_021703090.1|AAEG	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC5572772|XP_001660592.2|AAEG	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC5573701|XP_001661019.1|AAEG	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC5573693|XP_001661022.2|AAEG	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC110680396|XP_021711895.1|AAEG, LOC5568927|XP_021703191.1|AAEG	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC5568918|XP_001658243.1|AAEG	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
