Orthogroup	AAEG.longest_only	DMAU.longest_only
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC117138329|XP_033156257.1|DMAU
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC117150819|XP_033173771.1|DMAU
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC117142227|XP_033161969.1|DMAU
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC117143069|XP_033163419.1|DMAU
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC117141779|XP_033161302.1|DMAU
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC117139605|XP_033157931.1|DMAU
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC117144033|XP_033164885.1|DMAU
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC117143829|XP_033164565.1|DMAU
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC117148235|XP_033171421.1|DMAU
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC117139774|XP_033158272.1|DMAU
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC117148586|XP_033171949.1|DMAU
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC117141713|XP_033161217.1|DMAU
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC117135902|XP_033152346.1|DMAU
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC117137608|XP_033155021.1|DMAU
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC117148225|XP_033171406.1|DMAU
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC117146016|XP_033167833.1|DMAU
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC117142350|XP_033162160.1|DMAU
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC117140075|XP_033158719.1|DMAU
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC117140477|XP_033159318.1|DMAU
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC117140478|XP_033159319.1|DMAU
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC117147054|XP_033169699.1|DMAU
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC117135971|XP_033152470.1|DMAU
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC117138662|XP_033156792.1|DMAU
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC117138661|XP_033156790.1|DMAU
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC117140332|XP_033159111.1|DMAU
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC117142758|XP_033162831.1|DMAU
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC117146968|XP_033169527.1|DMAU
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC117136396|XP_033153184.1|DMAU
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC117136848|XP_033153832.1|DMAU
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC117137237|XP_033154490.1|DMAU
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC117142975|XP_033163216.1|DMAU
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC117141954|XP_033161603.1|DMAU
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC117144128|XP_033165043.1|DMAU
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC117144901|XP_033166222.1|DMAU
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC117147471|XP_033170255.1|DMAU
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC117143472|XP_033164077.1|DMAU
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC117146911|XP_033169424.1|DMAU
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC117145038|XP_033166438.1|DMAU
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC117142888|XP_033163054.1|DMAU
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC117146663|XP_033168896.1|DMAU
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC117147794|XP_033170734.1|DMAU
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC117143247|XP_033163699.1|DMAU
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC117144903|XP_033166225.1|DMAU
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC117140652|XP_033159584.1|DMAU
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC117142269|XP_033162035.1|DMAU
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC117144488|XP_033165558.1|DMAU
OG0004100	LOC5570074|XP_001653060.2|AAEG	LOC117142730|XP_033162791.1|DMAU
OG0004101	LOC5570075|XP_021704728.1|AAEG	LOC117143803|XP_033164538.1|DMAU
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC117145769|XP_033167437.1|DMAU
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC117142756|XP_033162829.1|DMAU
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC117143240|XP_033163682.1|DMAU
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC117141711|XP_033161216.1|DMAU
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC117139691|XP_033158088.1|DMAU
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC117140846|XP_033159861.1|DMAU
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC117142707|XP_033162757.1|DMAU
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC117145039|XP_033166441.1|DMAU
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC117140790|XP_033159776.1|DMAU
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC117143428|XP_033164025.1|DMAU
OG0004112	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG	LOC117142769|XP_033162845.1|DMAU
OG0004113	LOC5566563|XP_021704187.1|AAEG	LOC117148785|XP_033172287.1|DMAU
OG0004114	LOC5566570|XP_001650959.1|AAEG	LOC117146936|XP_033169473.1|DMAU
OG0004115	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG	LOC117146850|XP_033169301.1|DMAU
OG0004116	LOC5564521|XP_021710988.1|AAEG	LOC117144013|XP_033164858.1|DMAU
OG0004117	LOC5578740|XP_021705140.1|AAEG	LOC117144210|XP_033165151.1|DMAU
OG0004118	LOC5573337|XP_001660824.1|AAEG	LOC117137183|XP_033154397.1|DMAU
OG0004119	LOC5567547|XP_001657521.1|AAEG	LOC117144004|XP_033164850.1|DMAU
OG0004120	LOC110679441|XP_021709713.1|AAEG	LOC117142885|XP_033163049.1|DMAU
OG0004121	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG	LOC117139702|XP_033158105.1|DMAU
OG0004122	LOC5567386|XP_021708202.1|AAEG	LOC117145030|XP_033166423.1|DMAU
OG0004123	LOC5576834|XP_021708342.1|AAEG	LOC117144034|XP_033164886.1|DMAU
OG0004124	LOC5578019|XP_021707647.1|AAEG	LOC117146496|XP_033168634.1|DMAU
OG0004125	LOC5577996|XP_001656734.1|AAEG	LOC117142359|XP_033162174.1|DMAU
OG0004126	LOC5577995|XP_021709960.1|AAEG	LOC117145837|XP_033167529.1|DMAU
OG0004127	LOC5565979|XP_021705544.1|AAEG	LOC117139194|XP_033157259.1|DMAU
OG0004128	LOC5577451|XP_001663377.1|AAEG	LOC117145650|XP_033167271.1|DMAU
OG0004129	LOC5579176|XP_021710519.1|AAEG	LOC117138612|XP_033156712.1|DMAU
OG0004130	LOC5564275|XP_021705228.1|AAEG	LOC117147220|XP_033169924.1|DMAU
OG0004131	LOC5566157|XP_001650538.2|AAEG	LOC117142329|XP_033162134.1|DMAU
OG0004132	LOC5566156|XP_021708264.1|AAEG	LOC117140534|XP_033159412.1|DMAU
OG0004133	LOC5566155|XP_021706247.1|AAEG	LOC117147238|XP_033169947.1|DMAU
OG0004134	LOC5566678|XP_021707190.1|AAEG	LOC117143197|XP_033163628.1|DMAU
OG0004135	LOC5579293|XP_021711565.1|AAEG	LOC117145447|XP_033166997.1|DMAU
OG0004136	LOC5568849|XP_021705190.1|AAEG	LOC117143696|XP_033164382.1|DMAU
OG0004137	LOC5575031|XP_021710049.1|AAEG	LOC117137376|XP_033154679.1|DMAU
OG0004138	LOC5570968|XP_001659432.1|AAEG	LOC117139631|XP_033157981.1|DMAU
OG0004139	LOC5570967|XP_001659433.2|AAEG	LOC117148074|XP_033171173.1|DMAU
OG0004140	LOC5573549|XP_001654684.1|AAEG	LOC117147970|XP_033171010.1|DMAU
OG0004141	LOC5576331|XP_021711252.1|AAEG	LOC117137676|XP_033155128.1|DMAU
OG0004142	LOC5563635|XP_021705224.1|AAEG	LOC117147851|XP_033170816.1|DMAU
OG0004143	LOC5563654|XP_001647884.1|AAEG	LOC117142511|XP_033162439.1|DMAU
OG0004144	LOC5575009|XP_001661752.1|AAEG	LOC117135300|XP_033151368.1|DMAU
OG0004145	LOC5575013|XP_021707018.1|AAEG	LOC117141180|XP_033160408.1|DMAU
OG0004146	LOC5570148|XP_001658950.2|AAEG	LOC117144048|XP_033164908.1|DMAU
OG0004147	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG	LOC117150531|XP_033173387.1|DMAU
OG0004148	LOC5576785|XP_021704579.1|AAEG	LOC117145180|XP_033166622.1|DMAU
OG0004149	LOC110678682|XP_021707580.1|AAEG	LOC117143912|XP_033164717.1|DMAU
OG0004150	LOC5575408|XP_001661928.2|AAEG	LOC117143670|XP_033164342.1|DMAU
OG0004151	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG	LOC117142799|XP_033162896.1|DMAU
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC117144990|XP_033166352.1|DMAU
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC117135710|XP_033152020.1|DMAU
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC117140491|XP_033159343.1|DMAU
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC117145227|XP_033166693.1|DMAU
OG0004156	LOC5564356|XP_001648702.2|AAEG	LOC117143049|XP_033163389.1|DMAU
OG0004157	LOC5564352|XP_001648705.1|AAEG	LOC117148527|XP_033171831.1|DMAU
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC117141168|XP_033160395.1|DMAU
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC117142989|XP_033163232.1|DMAU
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC117141821|XP_033161365.1|DMAU
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC117144764|XP_033166013.1|DMAU
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC117142425|XP_033162277.1|DMAU
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC117145348|XP_033166854.1|DMAU
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC117144335|XP_033165339.1|DMAU
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC117135958|XP_033152443.1|DMAU
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC117135740|XP_033152076.1|DMAU
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC117144584|XP_033165750.1|DMAU
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC117142834|XP_033162956.1|DMAU
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC117146963|XP_033169517.1|DMAU
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC117146819|XP_033169264.1|DMAU
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC117147581|XP_033170416.1|DMAU
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC117146381|XP_033168433.1|DMAU
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC117135849|XP_033152257.1|DMAU
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC117137142|XP_033154335.1|DMAU
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC117137239|XP_033154491.1|DMAU
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC117139456|XP_033157655.1|DMAU
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC117143048|XP_033163387.1|DMAU
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC117145023|XP_033166407.1|DMAU
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC117148159|XP_033171284.1|DMAU
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC117142461|XP_033162334.1|DMAU
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC117142277|XP_033162049.1|DMAU
OG0004182	LOC5567586|XP_021709422.1|AAEG	LOC117141856|XP_033161423.1|DMAU
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC117140680|XP_033159626.1|DMAU
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC117139144|XP_033157187.1|DMAU
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC117150492|XP_033173286.1|DMAU
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC117146625|XP_033168848.1|DMAU
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC117143552|XP_033164183.1|DMAU
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC117142701|XP_033162749.1|DMAU
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC117142698|XP_033162746.1|DMAU
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC117144806|XP_033166072.1|DMAU
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC117143379|XP_033163947.1|DMAU
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC117144330|XP_033165334.1|DMAU
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC117148396|XP_033171651.1|DMAU
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC117142877|XP_033163039.1|DMAU
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC117148599|XP_033171971.1|DMAU
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC117142401|XP_033162239.1|DMAU
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC117145336|XP_033166838.1|DMAU
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC117142996|XP_033163242.1|DMAU
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC117144917|XP_033166254.1|DMAU
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC117137002|XP_033154079.1|DMAU
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC117145730|XP_033167380.1|DMAU
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC117144946|XP_033166291.1|DMAU
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC117142330|XP_033162135.1|DMAU
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC117139853|XP_033158393.1|DMAU
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC117140030|XP_033158653.1|DMAU
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC117142726|XP_033162785.1|DMAU
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC117142408|XP_033162248.1|DMAU
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC117142458|XP_033162332.1|DMAU
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC117145455|XP_033167015.1|DMAU
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC117142600|XP_033162570.1|DMAU
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC117135319|XP_033151439.1|DMAU
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC117142428|XP_033162279.1|DMAU
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC117142942|XP_033163147.1|DMAU
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC117135683|XP_033151976.1|DMAU
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC117135631|XP_033151897.1|DMAU
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC117141383|XP_033160686.1|DMAU
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC117140899|XP_033159947.1|DMAU
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC117148424|XP_033171687.1|DMAU
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC117143565|XP_033164201.1|DMAU
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC117143185|XP_033163593.1|DMAU
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC117144852|XP_033166146.1|DMAU
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC117143332|XP_033163881.1|DMAU
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC117143323|XP_033163868.1|DMAU
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC117144261|XP_033165249.1|DMAU
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC117147297|XP_033170035.1|DMAU
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC117143729|XP_033164424.1|DMAU
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC117142328|XP_033162130.1|DMAU
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC117142331|XP_033162138.1|DMAU
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC117148519|XP_033171817.1|DMAU
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC117141797|XP_033161330.1|DMAU
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC117141800|XP_033161336.1|DMAU
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC117141799|XP_033161335.1|DMAU
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC117140613|XP_033159518.1|DMAU
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC117147301|XP_033170038.1|DMAU
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC117143811|XP_033164548.1|DMAU
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC117144408|XP_033165438.1|DMAU
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC117143964|XP_033164788.1|DMAU
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC117145700|XP_033167332.1|DMAU
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC117143776|XP_033164495.1|DMAU
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC117142766|XP_033162839.1|DMAU
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC117143394|XP_033163974.1|DMAU
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC117139953|XP_033158532.1|DMAU
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC117142880|XP_033163042.1|DMAU
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC117141931|XP_033161560.1|DMAU
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC117140191|XP_033158860.1|DMAU
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC117148683|XP_033172114.1|DMAU
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC117137246|XP_033154498.1|DMAU
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC117141193|XP_033160432.1|DMAU
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC117136715|XP_033153632.1|DMAU
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC117148879|XP_033172454.1|DMAU
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC117142421|XP_033162272.1|DMAU
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC117145114|XP_033166525.1|DMAU
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC117147233|XP_033169935.1|DMAU
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC117150831|XP_033173789.1|DMAU
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC117136939|XP_033153979.1|DMAU
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC117145191|XP_033166643.1|DMAU
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC117145906|XP_033167649.1|DMAU
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC117136140|XP_033152737.1|DMAU
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC117145158|XP_033166592.1|DMAU
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC117144262|XP_033165251.1|DMAU
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC117144883|XP_033166185.1|DMAU
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC117142429|XP_033162280.1|DMAU
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC117142572|XP_033162531.1|DMAU
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC117144232|XP_033165191.1|DMAU
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC117144962|XP_033166312.1|DMAU
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC117144853|XP_033166147.1|DMAU
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC117136132|XP_033152726.1|DMAU
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC117138246|XP_033156088.1|DMAU
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC117136079|XP_033152639.1|DMAU
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC117138137|XP_033155902.1|DMAU
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC117144768|XP_033166022.1|DMAU
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC117143647|XP_033164317.1|DMAU
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC117146698|XP_033168979.1|DMAU
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC117146582|XP_033168787.1|DMAU
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC117140808|XP_033159800.1|DMAU
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC117141296|XP_033160566.1|DMAU
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC117148256|XP_033171452.1|DMAU
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC117147101|XP_033169762.1|DMAU
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC117146701|XP_033168993.1|DMAU
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC117136398|XP_033153185.1|DMAU
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC117136503|XP_033153338.1|DMAU
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC117136504|XP_033153339.1|DMAU
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC117151099|XP_033151016.1|DMAU
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC117142819|XP_033162926.1|DMAU
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC117139682|XP_033158056.1|DMAU
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC117140811|XP_033159804.1|DMAU
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC117142047|XP_033161810.1|DMAU
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC117139529|XP_033157782.1|DMAU
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC117135477|XP_033151583.1|DMAU
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC117137222|XP_033154466.1|DMAU
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC117141673|XP_033161157.1|DMAU
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC117141715|XP_033161219.1|DMAU
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC117140029|XP_033158651.1|DMAU
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC117139822|XP_033158347.1|DMAU
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC117140789|XP_033159775.1|DMAU
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC117136126|XP_033152719.1|DMAU
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC117135600|XP_033151837.1|DMAU
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC117138600|XP_033156673.1|DMAU
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC117137248|XP_033154500.1|DMAU
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC117141075|XP_033160264.1|DMAU
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC117138248|XP_033156092.1|DMAU
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC117135924|XP_033152383.1|DMAU
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC117137926|XP_033155567.1|DMAU
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC117135439|XP_033151499.1|DMAU
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC117136624|XP_033153504.1|DMAU
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC117135822|XP_033152222.1|DMAU
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC117135741|XP_033152077.1|DMAU
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC117141140|XP_033160364.1|DMAU
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC117137390|XP_033154697.1|DMAU
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC117140243|XP_033158936.1|DMAU
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC117138257|XP_033156110.1|DMAU
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC117135672|XP_033151957.1|DMAU
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC117138422|XP_033156419.1|DMAU
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC117136900|XP_033153907.1|DMAU
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC117138262|XP_033156117.1|DMAU
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC117136400|XP_033153186.1|DMAU
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC117138256|XP_033156108.1|DMAU
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC117137141|XP_033154333.1|DMAU
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC117142807|XP_033162906.1|DMAU
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC117135191|XP_033151152.1|DMAU
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC117144637|XP_033165823.1|DMAU
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC117139695|XP_033158092.1|DMAU
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC117150374|XP_033173127.1|DMAU
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC117135546|XP_033151730.1|DMAU
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC117135542|XP_033151725.1|DMAU
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC117147502|XP_033170297.1|DMAU
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC117138495|XP_033156516.1|DMAU
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC117138412|XP_033156379.1|DMAU
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC117138110|XP_033155863.1|DMAU
