Orthogroup	AAEG.longest_only	DALB.longest_only
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC117566073|XP_034101443.1|DALB
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC117564911|XP_034099757.1|DALB
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC117575863|XP_034116175.1|DALB, LOC117574379|XP_034114104.1|DALB
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC117569287|XP_034106284.1|DALB
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC117569478|XP_034106536.1|DALB
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC117567626|XP_034103608.1|DALB
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC117575038|XP_034115010.1|DALB
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC117570786|XP_034108519.1|DALB
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC117571346|XP_034109346.1|DALB
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC117573150|XP_034111992.1|DALB
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC117576673|XP_034117556.1|DALB
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC117573884|XP_034113261.1|DALB
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC117573451|XP_034112564.1|DALB
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC117574934|XP_034114874.1|DALB
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC117567354|XP_034103179.1|DALB
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC117572048|XP_034110554.1|DALB
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC117574286|XP_034113928.1|DALB
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC117573218|XP_034112126.1|DALB
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC117573157|XP_034112007.1|DALB
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC117573090|XP_034111886.1|DALB
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC117567505|XP_034103431.1|DALB
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC117577612|XP_034118353.1|DALB
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC117565255|XP_034100165.1|DALB
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC117578149|XP_034119261.1|DALB
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC117576124|XP_034116573.1|DALB
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC117577944|XP_034118860.1|DALB
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC117568257|XP_034104630.1|DALB
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC117578099|XP_034119165.1|DALB
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC117576447|XP_034117101.1|DALB
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC117568658|XP_034105351.1|DALB
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC117578082|XP_034119133.1|DALB
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC117566816|XP_034102271.1|DALB
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC117578150|XP_034119259.1|DALB
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC117573556|XP_034112733.1|DALB
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC117564339|XP_034098941.1|DALB
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC117577663|XP_034118441.1|DALB
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC117574926|XP_034114868.1|DALB
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC117563205|XP_034101194.1|DALB
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC117565477|XP_034100516.1|DALB
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC117577740|XP_034118542.1|DALB
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC117571643|XP_034109764.1|DALB
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC117578294|XP_034119624.1|DALB
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC117573242|XP_034112189.1|DALB
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC117571579|XP_034109682.1|DALB
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC117573565|XP_034112741.1|DALB
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC117569908|XP_034107142.1|DALB
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC117570419|XP_034107936.1|DALB
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC117578219|XP_034119484.1|DALB
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC117577320|XP_034118175.1|DALB
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC117567083|XP_034102774.1|DALB
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB
