Orthogroup	AAEG.longest_only	DBUS.longest_only
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC108604130|XP_017848919.1|DBUS
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC108605459|XP_017850634.1|DBUS
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC108603531|XP_017847915.1|DBUS
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC108604212|XP_017849063.1|DBUS
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC108604213|XP_017849067.1|DBUS
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC108606559|XP_033150475.1|DBUS
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC108599739|XP_017842236.1|DBUS
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC108599742|XP_017842240.1|DBUS
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC108599741|XP_017842239.1|DBUS
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC108600252|XP_017843177.1|DBUS
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC108605709|XP_017850989.1|DBUS
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC108603591|XP_017848021.1|DBUS
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC108601619|XP_033149821.1|DBUS
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC108603584|XP_017848015.1|DBUS
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC108602786|XP_017846487.1|DBUS
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC108604751|XP_017849827.1|DBUS
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC108602136|XP_017845653.1|DBUS
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC108604002|XP_017848731.1|DBUS
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC108600291|XP_017843251.1|DBUS
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC108601450|XP_017844837.1|DBUS
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC108601056|XP_017844436.1|DBUS
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC108605429|XP_017850594.1|DBUS
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC108595764|XP_017836543.1|DBUS
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC108600962|XP_017844305.1|DBUS
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC108597064|XP_017838881.1|DBUS
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC108607025|XP_017853102.2|DBUS
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC108603439|XP_017847752.1|DBUS
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC117134834|XP_033149800.1|DBUS
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC108605224|XP_017850324.1|DBUS
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC108595121|XP_017835775.1|DBUS
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC108596464|XP_017837710.1|DBUS
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC108601884|XP_017845347.1|DBUS
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC108601475|XP_033150132.1|DBUS
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC108596468|XP_017837716.1|DBUS
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC108603315|XP_017847512.1|DBUS
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC108603308|XP_017847480.1|DBUS
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC108603797|XP_017848383.2|DBUS
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC108604401|XP_017849350.1|DBUS
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC108603623|XP_017848069.1|DBUS
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC108604752|XP_017849828.1|DBUS
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC108601251|XP_017844640.1|DBUS
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC108602792|XP_017846493.1|DBUS
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC108596600|XP_017838018.1|DBUS
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC108596927|XP_017838637.2|DBUS
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC108597193|XP_017839110.1|DBUS
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC108597546|XP_017839639.1|DBUS
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC108602028|XP_017845520.1|DBUS
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC108605480|XP_017850661.1|DBUS
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC108607258|XP_017853432.1|DBUS
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC108599914|XP_017842601.1|DBUS
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC108599062|XP_017841331.1|DBUS
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC108606848|XP_017852834.1|DBUS
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC108596574|XP_017837983.1|DBUS
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC108606267|XP_017851721.1|DBUS
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC108595666|XP_017836435.1|DBUS
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC108597487|XP_017839553.1|DBUS
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC108597488|XP_017839554.1|DBUS
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC108607461|XP_017853788.2|DBUS
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC108602634|XP_017846267.1|DBUS
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC108599229|XP_017841515.1|DBUS
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC108598515|XP_017840682.2|DBUS
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC108600782|XP_017844040.1|DBUS
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC108599757|XP_017842260.1|DBUS
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC108595465|XP_017836199.1|DBUS
OG0004291	LOC5579041|XP_001657235.1|AAEG	LOC108597520|XP_017839602.1|DBUS
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC108600478|XP_017843585.1|DBUS
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC108599073|XP_017841349.1|DBUS
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC108599533|XP_017841905.1|DBUS
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC108600642|XP_017843823.2|DBUS
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC108600738|XP_017843972.1|DBUS
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC108595622|XP_017836376.1|DBUS
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC108596825|XP_017838431.1|DBUS
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC108596008|XP_017836782.1|DBUS
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC108595178|XP_017835843.1|DBUS
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC108600476|XP_017843582.1|DBUS
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC108597013|XP_017838782.1|DBUS
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC108597186|XP_017839103.2|DBUS
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC108595489|XP_017836229.1|DBUS
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC108596478|XP_017837729.1|DBUS
OG0004306	LOC5563915|XP_001648221.2|AAEG	LOC108597674|XP_017839836.1|DBUS
OG0004307	LOC5563913|XP_001648213.2|AAEG	LOC108596051|XP_017836933.1|DBUS
OG0004308	LOC5563900|XP_021708791.1|AAEG	LOC108595041|XP_017835670.1|DBUS
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC108599121|XP_017841398.1|DBUS
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC108595471|XP_017836208.1|DBUS
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC108599796|XP_017842352.2|DBUS
OG0004312	LOC5578343|XP_001656912.2|AAEG	LOC108596766|XP_017838346.1|DBUS
OG0004313	LOC5578342|XP_001656911.2|AAEG	LOC108596602|XP_017838022.1|DBUS
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC108596160|XP_017837153.1|DBUS
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC108595279|XP_017835981.1|DBUS
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC108595993|XP_017836769.1|DBUS
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC108595560|XP_017836308.1|DBUS
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC108594846|XP_017835473.1|DBUS
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC108595080|XP_017835720.1|DBUS
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC108603980|XP_017848695.1|DBUS
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC108597774|XP_033149080.1|DBUS
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC108603404|XP_017847681.1|DBUS
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC108598857|XP_033150625.1|DBUS
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC108608521|XP_017855412.1|DBUS
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC108597364|XP_017839377.1|DBUS
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC108597363|XP_017839376.1|DBUS
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC108605649|XP_017850922.1|DBUS
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC108597405|XP_017839440.1|DBUS
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC108595367|XP_017836083.1|DBUS
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC108595992|XP_017836768.1|DBUS
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC108598742|XP_017840970.2|DBUS
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC108607894|XP_017854488.2|DBUS
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC108608464|XP_017855338.1|DBUS
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC108595308|XP_017836014.1|DBUS
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC108597680|XP_017839843.2|DBUS
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC108607549|XP_017853926.1|DBUS
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC108598389|XP_017840498.2|DBUS
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC108596392|XP_017837559.1|DBUS
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC108594809|XP_017835436.1|DBUS
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC108595292|XP_017835994.1|DBUS
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC108595370|XP_033149115.1|DBUS
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC108597315|XP_033150988.1|DBUS
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC108597708|XP_017839885.1|DBUS
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC108598504|XP_017840668.1|DBUS
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC108595052|XP_017835683.1|DBUS
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC108597110|XP_017838977.1|DBUS
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC108595055|XP_017835688.1|DBUS
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC108597285|XP_017839241.1|DBUS
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC108595789|XP_017836570.1|DBUS
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC108596049|XP_017836925.1|DBUS
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC108604015|XP_017848748.1|DBUS
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC108604072|XP_017848829.2|DBUS
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC108604164|XP_017848986.1|DBUS
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC108602963|XP_017846827.1|DBUS
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC108597665|XP_017839824.1|DBUS
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC108597614|XP_017839741.1|DBUS
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC108596791|XP_017838383.1|DBUS
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC108594656|XP_033149128.1|DBUS
OG0004360	LOC5573833|XP_001654863.1|AAEG	LOC108602785|XP_017846486.1|DBUS
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC108604688|XP_017849733.1|DBUS
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC108599924|XP_017842620.1|DBUS
OG0004363	LOC5574292|XP_001661342.2|AAEG	LOC108607054|XP_017853155.1|DBUS
OG0004364	LOC5563997|XP_001648319.1|AAEG	LOC108596596|XP_017838015.1|DBUS
OG0004365	LOC5578237|XP_021707309.1|AAEG	LOC108595769|XP_017836364.2|DBUS
OG0004366	LOC5577459|XP_001663392.2|AAEG	LOC108596587|XP_017838007.2|DBUS
OG0004367	LOC5571879|XP_001659989.1|AAEG	LOC108598962|XP_017841222.2|DBUS
OG0004368	LOC5568688|XP_001652513.1|AAEG	LOC108599052|XP_017841320.2|DBUS
OG0004369	LOC5568706|XP_021706493.1|AAEG	LOC108596512|XP_017837842.1|DBUS
OG0004370	LOC5568717|XP_021708349.1|AAEG	LOC108595031|XP_017835659.1|DBUS
OG0004371	LOC5563882|XP_001648196.1|AAEG	LOC108606452|XP_017852053.1|DBUS
OG0004372	LOC5563881|XP_021710919.1|AAEG	LOC108595286|XP_017835987.2|DBUS
OG0004373	LOC5570164|XP_021707207.1|AAEG	LOC108595206|XP_017835883.1|DBUS
OG0004374	LOC5573475|XP_021710389.1|AAEG	LOC108596518|XP_017837849.1|DBUS
OG0004375	LOC5566310|XP_001650681.1|AAEG	LOC108598447|XP_017840574.2|DBUS
OG0004376	LOC5569778|XP_021705044.1|AAEG	LOC108600911|XP_017844232.1|DBUS
OG0004377	LOC5574962|XP_001655433.2|AAEG	LOC108600273|XP_017843227.1|DBUS
OG0004378	LOC5578279|XP_021707175.1|AAEG	LOC108596907|XP_017838592.1|DBUS
OG0004379	LOC5574943|XP_001655409.1|AAEG	LOC108595712|XP_017836483.1|DBUS
OG0004380	LOC5567360|XP_021706163.1|AAEG	LOC108595478|XP_017836216.1|DBUS
OG0004381	LOC5567513|XP_021705031.1|AAEG	LOC108604571|XP_017849591.1|DBUS
OG0004382	LOC5580241|XP_001662429.2|AAEG	LOC108596216|XP_017837232.1|DBUS
OG0004383	LOC5580242|XP_021706185.1|AAEG	LOC108596030|XP_017836882.1|DBUS
OG0004384	LOC5580243|XP_001662427.1|AAEG	LOC108596037|XP_017836891.1|DBUS
OG0004385	LOC5575514|XP_001662018.2|AAEG	LOC108596417|XP_017837622.1|DBUS
OG0004386	LOC110677938|XP_021705671.1|AAEG	LOC108596842|XP_017838460.1|DBUS
OG0004387	LOC5572708|XP_021707118.1|AAEG	LOC108599956|XP_017842696.1|DBUS
OG0004388	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG	LOC108597700|XP_017839873.1|DBUS
OG0004389	LOC5564812|XP_021709637.1|AAEG	LOC108600747|XP_017843987.1|DBUS
OG0004390	LOC5575457|XP_001661976.2|AAEG	LOC108600796|XP_017844059.1|DBUS
OG0004391	LOC5576763|XP_021704246.1|AAEG	LOC108595737|XP_017836513.1|DBUS
OG0004392	LOC5565739|XP_001650089.2|AAEG	LOC108599505|XP_017841860.2|DBUS
OG0004393	LOC5565729|XP_021711015.1|AAEG	LOC108597762|XP_017839964.1|DBUS
OG0004394	LOC5565800|XP_021705217.1|AAEG	LOC108597179|XP_017839085.1|DBUS
OG0004395	LOC5571030|XP_021706993.1|AAEG	LOC108595598|XP_017836350.1|DBUS
OG0004396	LOC5571027|XP_021710560.1|AAEG	LOC108596997|XP_017838759.1|DBUS
OG0004397	LOC5571026|XP_001659457.2|AAEG	LOC108595706|XP_017836479.1|DBUS
OG0004398	LOC5569798|XP_021708089.1|AAEG	LOC108597092|XP_017838944.1|DBUS
OG0004399	LOC5569795|XP_021709369.1|AAEG	LOC108596322|XP_017837433.1|DBUS
OG0004400	LOC5572188|XP_001660281.2|AAEG	LOC108603083|XP_017847062.1|DBUS
OG0004401	LOC5574786|XP_001655345.2|AAEG	LOC108596610|XP_017838039.1|DBUS
OG0004402	LOC5574782|XP_001655339.1|AAEG	LOC108595050|XP_017835681.1|DBUS
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC108596981|XP_017838726.1|DBUS
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC108597098|XP_017838952.1|DBUS
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC108599797|XP_017842353.2|DBUS
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC108600318|XP_017843306.1|DBUS
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC108597705|XP_017839879.1|DBUS
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC108599096|XP_017841375.2|DBUS
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC108607401|XP_017853668.1|DBUS
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC108596641|XP_017838093.1|DBUS
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC108599960|XP_017842699.1|DBUS
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC108599957|XP_017842697.1|DBUS
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC108596564|XP_017837954.1|DBUS
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC108595505|XP_033149020.1|DBUS
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC108597220|XP_017839150.1|DBUS
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC108596460|XP_017837699.1|DBUS
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC108602293|XP_017845862.1|DBUS
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC108597709|XP_017839887.1|DBUS
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC108596040|XP_017836910.1|DBUS
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC108595571|XP_017836320.1|DBUS
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC108598372|XP_017840483.1|DBUS
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC108600299|XP_017843270.1|DBUS
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC108596199|XP_017837204.1|DBUS
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC108597069|XP_017838888.1|DBUS
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC108600067|XP_017842908.1|DBUS
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC108600050|XP_017842886.1|DBUS
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC108600018|XP_017842824.1|DBUS
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC108604837|XP_017849945.1|DBUS
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC108600672|XP_017843869.2|DBUS
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC108598230|XP_033149326.1|DBUS
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC108602906|XP_017846703.1|DBUS
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC108602904|XP_017846701.1|DBUS
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC108599223|XP_017841507.2|DBUS
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC108597091|XP_017838942.1|DBUS
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC108597584|XP_017839693.1|DBUS
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC108596500|XP_033149123.1|DBUS
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC108595359|XP_017836072.1|DBUS
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC108596098|XP_017837006.1|DBUS
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC108596996|XP_017838758.1|DBUS
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC108597236|XP_017839173.1|DBUS
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC108603378|XP_017847640.1|DBUS
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC108595204|XP_017835880.1|DBUS
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC108601073|XP_017844457.1|DBUS
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC108594989|XP_017835610.1|DBUS
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC108597749|XP_017839945.1|DBUS
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC108604372|XP_017849310.1|DBUS
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC108602974|XP_017849713.1|DBUS
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC108595837|XP_017836617.1|DBUS
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC108598482|XP_017840625.1|DBUS
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC108595591|XP_017836342.1|DBUS
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC108595032|XP_017835661.1|DBUS
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC108594960|XP_017835583.1|DBUS
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC108596381|XP_017837540.1|DBUS
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC108602250|XP_017845790.1|DBUS
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC108598919|XP_017841163.2|DBUS
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC108605247|XP_017850346.1|DBUS
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC108600937|XP_017844263.2|DBUS
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC108600979|XP_017844330.1|DBUS
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC108600748|XP_017843990.2|DBUS
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC108599587|XP_017842021.1|DBUS
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC108601129|XP_017844540.2|DBUS
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC108600366|XP_017843391.1|DBUS
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC108600415|XP_017843465.1|DBUS
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC108600562|XP_017843714.1|DBUS
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC108602609|XP_017846239.2|DBUS
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC108598306|XP_017840410.2|DBUS
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC108600561|XP_033149328.1|DBUS
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC108600560|XP_033149329.1|DBUS
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC108598599|XP_017840782.1|DBUS
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC108608569|XP_017855489.1|DBUS
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC108603788|XP_017848373.1|DBUS
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC108596034|XP_017836887.1|DBUS
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC108594885|XP_017835512.1|DBUS
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC108595496|XP_017836238.1|DBUS
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC108595205|XP_017835882.1|DBUS
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC108601523|XP_017844915.1|DBUS
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC108597733|XP_017839916.1|DBUS
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC108594718|XP_033149234.1|DBUS
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC108595262|XP_017835962.1|DBUS
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC108606113|XP_017851455.1|DBUS
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC108597307|XP_017839276.1|DBUS
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC108601664|XP_017845054.1|DBUS
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC108604247|XP_017849112.1|DBUS
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC108603565|XP_017847971.1|DBUS
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC108602255|XP_017845798.1|DBUS
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC108601774|XP_017845189.1|DBUS
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC108598406|XP_017840517.2|DBUS
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC108606219|XP_033150188.1|DBUS
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC108603610|XP_017848047.1|DBUS
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC108607391|XP_017853642.1|DBUS
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC108607333|XP_017853497.1|DBUS
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC108607397|XP_017853660.1|DBUS
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC108605378|XP_017850536.1|DBUS
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC108605175|XP_017850250.1|DBUS
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC108606675|XP_017852499.1|DBUS
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC108606583|XP_017852301.2|DBUS
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC108604499|XP_017849484.1|DBUS
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC108606339|XP_017851871.1|DBUS
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC108597191|XP_017839108.1|DBUS
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC108607161|XP_017853300.1|DBUS
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC108604162|XP_017848981.1|DBUS
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC108607219|XP_017853380.1|DBUS
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC108606375|XP_017851918.1|DBUS
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC108604944|XP_033150370.1|DBUS
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC108605465|XP_017850639.1|DBUS
