Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0004011	LOC5575573|XP_001662051.2|AAEG	LOC6527534|XP_002088624.2|DYAK
OG0004012	LOC5575560|XP_021703498.1|AAEG	LOC6537768|XP_002098309.1|DYAK
OG0004013	LOC5566981|XP_021703518.1|AAEG	LOC6528198|XP_002089260.1|DYAK
OG0004014	LOC5566973|XP_001651394.2|AAEG	LOC6534169|XP_039230325.1|DYAK
OG0004015	LOC5566986|XP_001651391.2|AAEG	LOC6527452|XP_002088544.1|DYAK
OG0004016	LOC5568000|XP_021703527.1|AAEG	LOC6528018|XP_002089085.1|DYAK
OG0004017	LOC5568007|XP_001657813.1|AAEG	LOC6526815|XP_002087917.1|DYAK
OG0004018	LOC5568003|XP_001657811.1|AAEG	LOC6528376|XP_002089425.1|DYAK
OG0004019	LOC5572061|XP_001653827.1|AAEG	LOC6530317|XP_002091244.1|DYAK
OG0004020	LOC5565854|XP_001650201.1|AAEG	LOC6526667|XP_002087775.1|DYAK
OG0004021	LOC5565832|XP_001650202.1|AAEG	LOC6526662|XP_002087770.1|DYAK
OG0004022	LOC5565846|XP_001650206.1|AAEG	LOC6528931|XP_002089963.1|DYAK
OG0004023	LOC5565831|XP_021703615.1|AAEG	LOC6530914|XP_002091758.2|DYAK
OG0004024	LOC5565862|XP_021703629.1|AAEG	LOC6529543|XP_002090541.2|DYAK
OG0004025	LOC5573443|XP_001654613.1|AAEG	LOC6527907|XP_002088979.1|DYAK
OG0004026	LOC5573444|XP_021703673.1|AAEG	LOC6526510|XP_002087621.1|DYAK
OG0004027	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG	LOC120320984|XP_039228012.1|DYAK
OG0004028	LOC5575523|XP_001662027.2|AAEG	LOC6528115|XP_002089182.1|DYAK
OG0004029	LOC5575522|XP_021703720.1|AAEG	LOC6527737|XP_002088820.1|DYAK
OG0004030	LOC5564922|XP_001649283.2|AAEG	LOC6531934|XP_015051626.1|DYAK
OG0004031	LOC5564940|XP_021703761.1|AAEG	LOC6527360|XP_002088452.1|DYAK
OG0004032	LOC5570853|XP_021703771.1|AAEG	LOC6539074|XP_002085988.1|DYAK
OG0004033	LOC5570858|XP_001653364.2|AAEG	LOC6527934|XP_002089002.1|DYAK
OG0004034	LOC5565916|XP_001650272.2|AAEG	LOC6529626|XP_039228896.1|DYAK
OG0004035	LOC5565892|XP_001650264.1|AAEG	LOC6527603|XP_015053727.1|DYAK
OG0004036	LOC5565901|XP_001650262.2|AAEG	LOC6526620|XP_002087728.1|DYAK
OG0004037	LOC5565894|XP_021703833.1|AAEG	LOC6527433|XP_039227525.1|DYAK
OG0004038	LOC5565923|XP_001650245.1|AAEG	LOC6526362|XP_002087483.1|DYAK
OG0004039	LOC5569703|XP_001658690.2|AAEG	LOC6526552|XP_002087662.2|DYAK
OG0004040	LOC5569717|XP_021703878.1|AAEG	LOC6531725|XP_002092515.1|DYAK
OG0004041	LOC5569718|XP_001658707.2|AAEG	LOC6525900|XP_002101720.1|DYAK
OG0004042	LOC5568190|XP_001652129.1|AAEG	LOC6533228|XP_002093954.1|DYAK
OG0004043	LOC5568194|XP_001652133.2|AAEG	LOC6527175|XP_002088269.1|DYAK
OG0004044	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG	LOC6525412|XP_002101247.1|DYAK
OG0004045	LOC5568078|XP_001652015.1|AAEG	LOC6527216|XP_015053174.1|DYAK
OG0004046	LOC5568069|XP_001652009.2|AAEG	LOC6526319|XP_002087441.1|DYAK
OG0004047	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG	LOC6527338|XP_002088430.1|DYAK
OG0004048	LOC5568072|XP_021703998.1|AAEG	LOC6526879|XP_002087979.1|DYAK
OG0004049	LOC5567336|XP_001651760.1|AAEG	LOC6526266|XP_002087388.1|DYAK
OG0004050	LOC110677250|XP_021704051.1|AAEG	LOC6529641|XP_002090635.2|DYAK
OG0004051	LOC5569754|XP_021704088.1|AAEG	LOC6527272|XP_002088366.2|DYAK
OG0004052	LOC5568566|XP_021705802.1|AAEG	LOC6525742|XP_002101564.3|DYAK
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC6529297|XP_002090302.1|DYAK
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC6529592|XP_039228900.1|DYAK
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC6536495|XP_002097073.1|DYAK
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC6535253|XP_039232719.1|DYAK
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC6534876|XP_002095548.1|DYAK
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC6532768|XP_015049599.1|DYAK
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC6535966|XP_002096581.2|DYAK
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC6536613|XP_015047855.1|DYAK
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC6525538|XP_002101373.1|DYAK
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC6532461|XP_002093208.1|DYAK
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC6524402|XP_002100260.1|DYAK
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC6539544|XP_002086432.1|DYAK
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC6530519|XP_039227857.1|DYAK
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC6530403|XP_002091329.2|DYAK
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC6525553|XP_002101388.1|DYAK
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC6536314|XP_002096898.1|DYAK
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC6536315|XP_002096899.2|DYAK
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC6532859|XP_002093595.1|DYAK
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC6532633|XP_002093377.1|DYAK
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC6532632|XP_002093376.1|DYAK
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC6525731|XP_002101553.1|DYAK
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC6531280|XP_002092089.3|DYAK
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC6529946|XP_002090901.1|DYAK
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC6529948|XP_015052527.1|DYAK
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC6527649|XP_002088735.2|DYAK
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC6538419|XP_002098943.1|DYAK
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC6525427|XP_002101262.1|DYAK
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC6531389|XP_002092192.1|DYAK
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC6530455|XP_002091371.2|DYAK
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC6530698|XP_002091589.1|DYAK
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC26536005|XP_015049043.1|DYAK
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC6534925|XP_002095596.2|DYAK
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC6536703|XP_002097275.1|DYAK
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC6538286|XP_002098813.1|DYAK
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC6525097|XP_002100936.1|DYAK
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC6538307|XP_039231417.1|DYAK
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC6525414|XP_039233363.1|DYAK
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC6538738|XP_002099253.1|DYAK
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC6537247|XP_002097805.1|DYAK
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC6525479|XP_002101314.1|DYAK
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC6524279|XP_002100141.2|DYAK
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC6537398|XP_002097954.2|DYAK
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC6538285|XP_002098812.1|DYAK
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC6533961|XP_002094661.3|DYAK
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC6536707|XP_002097279.1|DYAK
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC6535327|XP_039232177.1|DYAK
OG0004100	LOC5570074|XP_001653060.2|AAEG	LOC6535337|XP_039231615.1|DYAK
OG0004101	LOC5570075|XP_021704728.1|AAEG	LOC6535339|XP_002095995.3|DYAK
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC6535340|XP_002095996.3|DYAK
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC6538421|XP_002098945.1|DYAK
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC6537885|XP_039231626.1|DYAK
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC6539542|XP_039230939.1|DYAK
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC6534634|XP_002095309.1|DYAK
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC6533484|XP_002094195.1|DYAK
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC6537216|XP_002097774.1|DYAK
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC6538737|XP_039231755.1|DYAK
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC6535133|XP_002095795.1|DYAK
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC6538480|XP_002099004.1|DYAK
OG0004112	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG	LOC6538401|XP_015048839.1|DYAK
OG0004113	LOC5566563|XP_021704187.1|AAEG	LOC6526176|XP_002101986.1|DYAK
OG0004114	LOC5566570|XP_001650959.1|AAEG	LOC6524111|XP_002099975.1|DYAK
OG0004115	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG	LOC6524115|XP_039228480.1|DYAK
OG0004116	LOC5564521|XP_021710988.1|AAEG	LOC6538485|XP_002099009.1|DYAK
OG0004117	LOC5578740|XP_021705140.1|AAEG	LOC6535484|XP_002096115.1|DYAK
OG0004118	LOC5573337|XP_001660824.1|AAEG	LOC6531254|XP_002092063.1|DYAK
OG0004119	LOC5567547|XP_001657521.1|AAEG	LOC6535509|XP_002096138.1|DYAK
OG0004120	LOC110679441|XP_021709713.1|AAEG	LOC6537203|XP_002097761.3|DYAK
OG0004121	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG	LOC6533018|XP_002093753.1|DYAK
OG0004122	LOC5567386|XP_021708202.1|AAEG	LOC6537224|XP_039231260.1|DYAK
OG0004123	LOC5576834|XP_021708342.1|AAEG	LOC6535961|XP_002096577.2|DYAK
OG0004124	LOC5578019|XP_021707647.1|AAEG	LOC6524560|XP_015045756.1|DYAK
OG0004125	LOC5577996|XP_001656734.1|AAEG	LOC6538829|XP_015049064.1|DYAK
OG0004126	LOC5577995|XP_021709960.1|AAEG	LOC6538821|XP_002099334.1|DYAK
OG0004127	LOC5565979|XP_021705544.1|AAEG	LOC6527943|XP_002089010.1|DYAK
OG0004128	LOC5577451|XP_001663377.1|AAEG	LOC6535473|XP_002096104.1|DYAK
OG0004129	LOC5579176|XP_021710519.1|AAEG	LOC6530229|XP_002091166.1|DYAK
OG0004130	LOC5564275|XP_021705228.1|AAEG	LOC6525116|XP_039226416.1|DYAK
OG0004131	LOC5566157|XP_001650538.2|AAEG	LOC6537084|XP_002097645.1|DYAK
OG0004132	LOC5566156|XP_021708264.1|AAEG	LOC6533446|XP_002094157.2|DYAK
OG0004133	LOC5566155|XP_021706247.1|AAEG	LOC6527332|XP_002088424.1|DYAK
OG0004134	LOC5566678|XP_021707190.1|AAEG	LOC6538609|XP_002099131.1|DYAK
OG0004135	LOC5579293|XP_021711565.1|AAEG	LOC6535784|XP_039232468.1|DYAK
OG0004136	LOC5568849|XP_021705190.1|AAEG	LOC6535975|XP_002096590.1|DYAK
OG0004137	LOC5575031|XP_021710049.1|AAEG	LOC6528837|XP_002089869.1|DYAK
OG0004138	LOC5570968|XP_001659432.1|AAEG	LOC6534441|XP_002095118.1|DYAK
OG0004139	LOC5570967|XP_001659433.2|AAEG	LOC6524325|XP_002100183.3|DYAK
OG0004140	LOC5573549|XP_001654684.1|AAEG	LOC6525467|XP_002101302.1|DYAK
OG0004141	LOC5576331|XP_021711252.1|AAEG	LOC6530808|XP_002091691.3|DYAK
OG0004142	LOC5563635|XP_021705224.1|AAEG	LOC6524540|XP_002100397.1|DYAK
OG0004143	LOC5563654|XP_001647884.1|AAEG	LOC6536824|XP_002097394.1|DYAK
OG0004144	LOC5575009|XP_001661752.1|AAEG	LOC6527921|XP_039227369.1|DYAK
OG0004145	LOC5575013|XP_021707018.1|AAEG	LOC6532740|XP_002093482.1|DYAK
OG0004146	LOC5570148|XP_001658950.2|AAEG	LOC6537123|XP_002097684.1|DYAK
OG0004147	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG	LOC6527937|XP_002089004.1|DYAK
OG0004148	LOC5576785|XP_021704579.1|AAEG	LOC6536856|XP_039232105.1|DYAK
OG0004149	LOC110678682|XP_021707580.1|AAEG	LOC6535967|XP_002096582.1|DYAK
OG0004150	LOC5575408|XP_001661928.2|AAEG	LOC6537233|XP_002097791.1|DYAK
OG0004151	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG	LOC6539026|XP_015049170.1|DYAK
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC6535407|XP_002096056.3|DYAK
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC6530292|XP_002091220.1|DYAK
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC6535037|XP_039230524.1|DYAK
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC6537131|XP_002097692.1|DYAK
OG0004156	LOC5564356|XP_001648702.2|AAEG	LOC6537243|XP_002097801.2|DYAK
OG0004157	LOC5564352|XP_001648705.1|AAEG	LOC6525204|XP_002101042.3|DYAK
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC6532299|XP_002093059.1|DYAK
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC6538553|XP_002099075.1|DYAK
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC6532462|XP_002093209.1|DYAK
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC6536567|XP_002097143.2|DYAK
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC6536366|XP_002096948.2|DYAK
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC6536398|XP_002096980.1|DYAK
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC6535305|XP_039232783.1|DYAK
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC6530568|XP_002091481.1|DYAK
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC6531935|XP_002092721.1|DYAK
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC6536243|XP_002096832.1|DYAK
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC6538681|XP_002099200.2|DYAK
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC6525451|XP_002101286.2|DYAK
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC6525038|XP_002100877.3|DYAK
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC6524157|XP_002100020.1|DYAK
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC6524963|XP_039228235.1|DYAK
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC6531470|XP_002092269.1|DYAK
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC6529936|XP_039228163.1|DYAK
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC6531712|XP_002092502.1|DYAK
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC6532732|XP_002093474.1|DYAK
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC6537245|XP_015048225.1|DYAK
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC6535474|XP_039231467.1|DYAK
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC6524447|XP_015045702.1|DYAK
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC6535729|XP_002096352.2|DYAK
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC6537939|XP_002098479.1|DYAK
OG0004182	LOC5567586|XP_021709422.1|AAEG	LOC6533877|XP_039229374.1|DYAK
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC6533875|XP_002094575.3|DYAK
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC6532907|XP_002093643.1|DYAK
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC6527435|XP_002088527.1|DYAK
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC6523962|XP_002099834.1|DYAK
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC6536772|XP_002097343.1|DYAK
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC6537212|XP_039231252.1|DYAK
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC6537210|XP_002097768.1|DYAK
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC26534532|XP_039232521.1|DYAK
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC26535123|XP_015044908.2|DYAK
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC6535655|XP_002096283.1|DYAK
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC6526014|XP_039229675.1|DYAK
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC6535522|XP_002096151.1|DYAK
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC6524830|XP_002100672.1|DYAK
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC6538101|XP_002098635.1|DYAK
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC6536639|XP_002097211.1|DYAK
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC6535313|XP_002095969.1|DYAK
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC6537049|XP_015048081.1|DYAK
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC6530567|XP_002091480.1|DYAK
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC6538092|XP_002098626.1|DYAK
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC6537798|XP_002098339.1|DYAK
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC6537083|XP_039231624.1|DYAK
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC6534921|XP_002095592.1|DYAK
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC6534159|XP_002094843.2|DYAK
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC6535757|XP_002096380.2|DYAK
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC6535756|XP_002096379.3|DYAK
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC6537428|XP_015048348.1|DYAK
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC6538666|XP_002099186.1|DYAK
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC6535918|XP_002096534.1|DYAK
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC6526443|XP_002087562.1|DYAK
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC6536368|XP_002096950.1|DYAK
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC6536280|XP_002096866.2|DYAK
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC6530679|XP_002091574.1|DYAK
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC6531539|XP_039228852.1|DYAK
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC6534108|XP_002094794.2|DYAK
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC6533053|XP_002093785.1|DYAK
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC6525717|XP_002101539.1|DYAK
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC6536249|XP_002096835.1|DYAK
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC6537110|XP_039231869.1|DYAK
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC6535900|XP_002096516.1|DYAK
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC6536740|XP_002097312.1|DYAK
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC6536743|XP_015047929.2|DYAK
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC6535421|XP_002096070.2|DYAK
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC6524116|XP_002099980.1|DYAK
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC6537039|XP_015048075.1|DYAK
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC6537086|XP_039231570.1|DYAK
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC6537085|XP_002097646.1|DYAK
OG0004229	LOC5571592|XP_021709128.1|AAEG	LOC6531514|XP_002092313.3|DYAK
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC6525364|XP_039228988.1|DYAK
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC6532917|XP_002093653.1|DYAK
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC6532920|XP_015049700.1|DYAK
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC6532921|XP_002093657.1|DYAK
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC6532933|XP_002093669.2|DYAK
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC6524386|XP_039226165.1|DYAK
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC6535528|XP_002096157.1|DYAK
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC6536023|XP_039230965.1|DYAK
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC6535490|XP_002096121.1|DYAK
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC6535907|XP_002096523.1|DYAK
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC6535374|XP_002096024.1|DYAK
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC6536291|XP_002096875.1|DYAK
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC6536308|XP_002096892.1|DYAK
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC6533043|XP_002093778.1|DYAK
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC6535523|XP_002096152.1|DYAK
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC6532346|XP_002093106.1|DYAK
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC6533743|XP_039229557.1|DYAK
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC6524419|XP_002100277.1|DYAK
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC6530790|XP_002091673.1|DYAK
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC6532187|XP_002092960.1|DYAK
OG0004250	LOC5568848|XP_021706755.1|AAEG	LOC6527492|XP_002088582.1|DYAK
OG0004251	LOC5568854|XP_021710481.1|AAEG	LOC6523814|XP_002099689.2|DYAK
OG0004252	LOC5568859|XP_021709655.1|AAEG	LOC6536371|XP_002096953.1|DYAK
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC6536270|XP_002096856.1|DYAK
OG0004254	LOC5575050|XP_021707421.1|AAEG	LOC6525159|XP_039227741.1|DYAK
OG0004255	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG	LOC6526601|XP_039227252.1|DYAK
OG0004256	LOC5569013|XP_021710091.1|AAEG	LOC6531380|XP_002092183.1|DYAK
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC6537974|XP_002098511.1|DYAK
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC6538565|XP_039230993.1|DYAK
OG0004259	LOC5569007|XP_021706950.1|AAEG	LOC6531383|XP_002092186.1|DYAK
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC6535318|XP_039232503.1|DYAK
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC6535418|XP_015047145.1|DYAK
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC6538701|XP_002099216.1|DYAK
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC6535676|XP_002096304.1|DYAK
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC6535997|XP_002096612.1|DYAK
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC6536068|XP_002096678.2|DYAK
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC6537094|XP_002097655.1|DYAK
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC6536402|XP_002096984.1|DYAK
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC6530236|XP_039227862.1|DYAK
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC6531450|XP_002092253.1|DYAK
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC26535684|XP_015054652.1|DYAK
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC6529987|XP_002090933.1|DYAK
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC6536631|XP_002097203.1|DYAK
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC6536818|XP_002097388.1|DYAK
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC6526011|XP_002101829.1|DYAK
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC6525001|XP_002100841.2|DYAK
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC6533382|XP_002094107.1|DYAK
OG0004277	LOC5570040|XP_001658930.1|AAEG	LOC6533766|XP_002094470.2|DYAK
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC6524581|XP_002100438.1|DYAK
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC6526349|XP_002087471.1|DYAK
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC6524152|XP_039229819.1|DYAK
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC6528552|XP_002089596.1|DYAK
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC6531350|XP_002092154.1|DYAK
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC6531349|XP_002092153.1|DYAK
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC26535693|XP_015054653.1|DYAK
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC6538811|XP_002099324.1|DYAK
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC6533762|XP_039230166.1|DYAK
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC6533761|XP_002094465.1|DYAK
