Orthogroup	AAEG.longest_only	AEAL.longest_only
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC109621271|XP_029716063.1|AEAL
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC109623083|XP_019933112.2|AEAL
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC109416865|XP_019546508.1|AEAL
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC109623017|XP_029713478.1|AEAL
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC109411179|XP_019540198.1|AEAL
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC109417095|XP_019546766.2|AEAL
OG0004787	LOC5573632|XP_001660958.1|AAEG	LOC109414779|XP_029730222.1|AEAL
OG0004787	LOC5573631|XP_001660957.1|AAEG	LOC109414780|XP_029730223.1|AEAL
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC109403597|XP_019531963.2|AEAL
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC109403606|XP_019531971.2|AEAL
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC109430021|XP_019561577.2|AEAL
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC115253499|XP_029730193.1|AEAL
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC109416363|XP_019545945.2|AEAL
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC109423600|XP_019554124.2|AEAL
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC109423574|XP_029723260.1|AEAL
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC109423536|XP_019554065.2|AEAL
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC109402436|XP_029712617.1|AEAL
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL
OG0004815	LOC110681465|XP_021712923.1|AAEG	LOC115264317|XP_029723851.1|AEAL
OG0004815	LOC5565596|XP_021693805.1|AAEG	LOC115264181|XP_029723475.1|AEAL
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC109416062|XP_029723516.1|AEAL
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC109416059|XP_029723519.1|AEAL
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC109416057|XP_019545563.2|AEAL
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC109414614|XP_019543990.2|AEAL
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC109424809|XP_029723582.1|AEAL
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC109404191|XP_019532557.2|AEAL
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC109412838|XP_019541996.2|AEAL
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC109406231|XP_029732509.1|AEAL
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC109403871|XP_029723256.1|AEAL
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC109403870|XP_019532315.2|AEAL
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC109432063|XP_019563909.2|AEAL
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC109432065|XP_019563910.2|AEAL
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC109405196|XP_019533751.2|AEAL
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC109405203|XP_019542030.2|AEAL
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC109412868|XP_019542053.2|AEAL
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC109412869|XP_019542054.2|AEAL
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL
OG0004849	LOC5564210|XP_021694175.1|AAEG	LOC109405198|XP_029720368.1|AEAL
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC109406960|XP_019535512.1|AEAL
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC109406961|XP_019535514.2|AEAL
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC109406956|XP_029720379.1|AEAL
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC109409724|XP_019538762.2|AEAL
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC109621687|XP_029726151.1|AEAL
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC109621845|XP_019931583.1|AEAL
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC109418058|XP_019547759.1|AEAL
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC109413045|XP_029726160.1|AEAL
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC109413053|XP_029726172.1|AEAL
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC109621317|XP_029726176.1|AEAL
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC109407830|XP_019536538.2|AEAL
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC109410129|XP_019539204.2|AEAL
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC109407818|XP_019536526.2|AEAL
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC109410018|XP_019539105.2|AEAL
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC109409922|XP_029726200.1|AEAL
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC109407728|XP_019536424.1|AEAL
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC109622565|XP_019932521.2|AEAL
OG0004874	LOC5563734|XP_021695730.1|AAEG	LOC109622584|XP_019932534.2|AEAL
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC109409527|XP_029726247.1|AEAL
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC109409423|XP_019538414.2|AEAL
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC109622535|XP_019932474.2|AEAL
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC109408687|XP_029726312.1|AEAL
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC109622491|XP_019932392.2|AEAL
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC109408528|XP_019537395.2|AEAL
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC109622488|XP_019932386.2|AEAL
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC109622343|XP_019932159.2|AEAL
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC109423549|XP_029726385.1|AEAL
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC109423541|XP_019554073.2|AEAL
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC109423281|XP_019553751.1|AEAL
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC109423260|XP_019553739.2|AEAL
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC109423345|XP_019553837.1|AEAL
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC109423328|XP_019553812.1|AEAL
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC109423324|XP_019553800.2|AEAL
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC109423322|XP_019553797.2|AEAL
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC109423316|XP_019553793.2|AEAL
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC109423308|XP_019553784.2|AEAL
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC109423296|XP_019553766.2|AEAL
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC109423295|XP_019553764.1|AEAL
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC109623416|XP_019933519.2|AEAL
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC109623121|XP_029726493.1|AEAL
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC109623113|XP_019933141.1|AEAL
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC109399262|XP_019527246.2|AEAL
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC109429053|XP_019560435.2|AEAL
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC109429046|XP_019560427.2|AEAL
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC109399247|XP_019560422.1|AEAL
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC109429040|XP_029726543.1|AEAL
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC109399230|XP_019527209.2|AEAL
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC109399232|XP_029726552.1|AEAL
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC109399231|XP_029726559.1|AEAL
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC109429027|XP_019560401.2|AEAL
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC109429026|XP_019560399.2|AEAL
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC109413976|XP_019543253.1|AEAL
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC109413994|XP_019543266.2|AEAL
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC109413958|XP_019543233.2|AEAL
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC109413954|XP_029726594.1|AEAL, LOC109399195|XP_019527175.2|AEAL
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC109419975|XP_029726604.1|AEAL, LOC109622845|XP_029712003.1|AEAL
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC115265479|XP_029726623.1|AEAL
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC109414821|XP_019544204.2|AEAL
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC109418071|XP_019544235.2|AEAL
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC109418080|XP_019547798.2|AEAL
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC109406442|XP_019535080.2|AEAL
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC109406441|XP_019535079.1|AEAL
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC109418085|XP_019547804.1|AEAL
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC109418094|XP_029726740.1|AEAL
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC109419618|XP_029726741.1|AEAL
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC109413160|XP_029716556.1|AEAL, LOC109418100|XP_019547833.2|AEAL
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC109412894|XP_019542098.2|AEAL
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC109418134|XP_029726785.1|AEAL
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC109418868|XP_029726704.1|AEAL
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC109412628|XP_029726702.1|AEAL, LOC115266191|XP_029728017.1|AEAL
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC109418918|XP_029726700.1|AEAL
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC109407772|XP_029728013.1|AEAL, LOC109418922|XP_029726698.1|AEAL
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC109418903|XP_019548673.2|AEAL
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC109397683|XP_029709771.1|AEAL, LOC109418955|XP_019548721.1|AEAL
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC109398511|XP_029709793.1|AEAL, LOC109418899|XP_029733554.1|AEAL
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC109418991|XP_029733542.1|AEAL, LOC109398041|XP_029709803.1|AEAL
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC115255812|XP_029709854.1|AEAL, LOC109398050|XP_029733463.1|AEAL
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC109418994|XP_019548771.2|AEAL
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC109398092|XP_029733539.1|AEAL, LOC109418996|XP_019548773.1|AEAL
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC109419725|XP_029733534.1|AEAL, LOC109398102|XP_029709807.1|AEAL
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC109419723|XP_019549535.2|AEAL, LOC115269203|XP_029733533.1|AEAL
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC109419716|XP_019549531.2|AEAL, LOC109398159|XP_019526037.1|AEAL
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC109398218|XP_019526090.2|AEAL, LOC109419709|XP_019549524.2|AEAL
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC109622114|XP_019931889.2|AEAL
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC109419687|XP_029733474.1|AEAL
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC109411811|XP_019540962.2|AEAL, LOC115265357|XP_029725931.1|AEAL
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC109410022|XP_029725914.1|AEAL, LOC115265343|XP_029725873.1|AEAL
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC109419641|XP_019549410.1|AEAL, LOC109410021|XP_019539106.1|AEAL
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC109419667|XP_029725912.1|AEAL, LOC109410019|XP_029725871.1|AEAL
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC109410017|XP_019539101.2|AEAL, LOC109419666|XP_019549444.2|AEAL
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC109419661|XP_019549440.2|AEAL, LOC109410012|XP_029725868.1|AEAL
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC109419625|XP_029725256.1|AEAL
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC109420228|XP_019550107.2|AEAL
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC109397318|XP_019525193.2|AEAL, LOC109420244|XP_019550127.1|AEAL
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC109420246|XP_019550128.1|AEAL, LOC115254150|XP_029725760.1|AEAL
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC115254149|XP_029725756.1|AEAL, LOC109420257|XP_029725775.1|AEAL
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC109420278|XP_029725669.1|AEAL, LOC115265303|XP_029725670.1|AEAL
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC109397359|XP_019525230.1|AEAL, LOC109420281|XP_029725666.1|AEAL
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC109420282|XP_019550157.2|AEAL, LOC109397360|XP_029725672.1|AEAL
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC115265305|XP_029725673.1|AEAL, LOC109397368|XP_029725663.1|AEAL
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC109397363|XP_029725680.1|AEAL, LOC109420286|XP_019550165.1|AEAL
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC109416473|XP_019546092.2|AEAL
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC109416467|XP_019546075.2|AEAL
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC109406428|XP_029725743.1|AEAL, LOC109402594|XP_029725715.1|AEAL
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC109406421|XP_029727541.1|AEAL, LOC109417268|XP_019546926.2|AEAL
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC109417063|XP_019546727.2|AEAL
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC109415739|XP_019545214.2|AEAL, LOC109416976|XP_019546637.2|AEAL
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC109427362|XP_019558450.2|AEAL, LOC109414739|XP_029727537.1|AEAL
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC109406578|XP_029725596.1|AEAL
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC109410532|XP_019539613.2|AEAL
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC109426566|XP_029725601.1|AEAL
OG0004983	LOC5568306|XP_001652183.1|AAEG	LOC109426572|XP_019557647.2|AEAL
OG0004984	LOC5568305|XP_021697087.1|AAEG	LOC109426575|XP_019557653.2|AEAL
OG0004985	LOC5568289|XP_001652165.1|AAEG	LOC109426597|XP_019557676.2|AEAL
OG0004986	LOC5576962|XP_001663057.1|AAEG	LOC109426600|XP_019557679.2|AEAL
OG0004987	LOC5565246|XP_021697111.1|AAEG	LOC109410517|XP_029725621.1|AEAL
OG0004988	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG	LOC109426646|XP_019557716.2|AEAL
OG0004989	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG	LOC109426647|XP_019557717.2|AEAL
OG0004990	LOC110675733|XP_021697146.1|AAEG	LOC109426667|XP_029725561.1|AEAL
OG0004991	LOC5572690|XP_001660510.1|AAEG	LOC109417815|XP_019547534.1|AEAL
OG0004992	LOC5572691|XP_001660509.1|AAEG	LOC109417617|XP_019547208.1|AEAL
OG0004993	LOC5577569|XP_001663439.2|AAEG	LOC109426788|XP_019557865.2|AEAL
OG0004993	LOC5577570|XP_001663443.1|AAEG	LOC109426733|XP_019557818.2|AEAL
OG0004994	LOC5571602|XP_001653714.2|AAEG	LOC109426821|XP_029725421.1|AEAL, LOC115265247|XP_029725406.1|AEAL
OG0004995	LOC5571599|XP_021697309.1|AAEG	LOC109426825|XP_029725415.1|AEAL, LOC109417868|XP_029725404.1|AEAL
OG0004996	LOC110675809|XP_021697326.1|AAEG	LOC109426827|XP_029725403.1|AEAL, LOC109417869|XP_029725414.1|AEAL
OG0004997	LOC5566658|XP_021697337.1|AAEG	LOC109426834|XP_019557927.2|AEAL
OG0004998	LOC5570732|XP_021697365.1|AAEG	LOC109426843|XP_019557937.2|AEAL
OG0004999	LOC5570738|XP_001659327.1|AAEG	LOC109417959|XP_019547649.2|AEAL
OG0005000	LOC5564517|XP_001648857.2|AAEG	LOC109417965|XP_019547656.2|AEAL
OG0005001	LOC5570740|XP_021695187.1|AAEG	LOC109417966|XP_029725386.1|AEAL
OG0005002	LOC5578811|XP_001657178.1|AAEG	LOC109417976|XP_029732517.1|AEAL
OG0005003	LOC5571387|XP_021697409.1|AAEG	LOC109622784|XP_029732391.1|AEAL, LOC109417991|XP_029732383.1|AEAL
OG0005004	LOC5571388|XP_001653637.1|AAEG	LOC109417993|XP_029732392.1|AEAL, LOC109621931|XP_029732385.1|AEAL
OG0005005	LOC5576086|XP_021697447.1|AAEG	LOC109418009|XP_029732422.1|AEAL
OG0005006	LOC5567090|XP_021697448.1|AAEG	LOC109406017|XP_019534610.2|AEAL
OG0005007	LOC5567089|XP_021697452.1|AAEG	LOC109406018|XP_029732423.1|AEAL
OG0005008	LOC5567088|XP_021697462.1|AAEG	LOC109406007|XP_029732494.1|AEAL
OG0005009	LOC5576079|XP_001662410.1|AAEG	LOC115259321|XP_029715717.1|AEAL, LOC109406008|XP_019534606.1|AEAL
OG0005010	LOC5576084|XP_001662406.2|AAEG	LOC109408975|XP_019537954.2|AEAL
