Orthogroup	AAEG.longest_only	DSEC.longest_only
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC6607633|XP_002032401.1|DSEC
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC6619664|XP_032579577.1|DSEC
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC6618691|XP_032578960.1|DSEC
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC6619203|XP_032577932.1|DSEC
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC6620013|XP_002044225.1|DSEC
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC6617993|XP_002042301.1|DSEC
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC6606939|XP_032578108.1|DSEC
OG0004700	LOC5569268|XP_001658414.2|AAEG	LOC6613806|XP_002038275.2|DSEC
OG0004701	LOC5571789|XP_021712686.1|AAEG	LOC6620056|XP_002044268.1|DSEC
OG0004702	LOC5567071|XP_021712876.1|AAEG	LOC6607654|XP_032576970.1|DSEC
OG0004703	LOC5567076|XP_001651472.2|AAEG	LOC6607594|XP_002032362.2|DSEC
OG0004704	LOC5577527|XP_021712945.1|AAEG	LOC6607793|XP_002032551.1|DSEC
OG0004705	LOC5577531|XP_001663415.1|AAEG	LOC6607064|XP_002031852.1|DSEC
OG0004706	LOC5578164|XP_021712961.1|AAEG	LOC6604830|XP_002029675.1|DSEC
OG0004707	LOC5578992|XP_021712980.1|AAEG	LOC6611458|XP_002036000.2|DSEC
OG0004708	LOC5578986|XP_021712983.1|AAEG	LOC6614301|XP_002038741.1|DSEC
OG0004709	LOC5573380|XP_001660859.2|AAEG	LOC6607334|XP_002032107.1|DSEC
OG0004710	LOC5573382|XP_021712994.1|AAEG	LOC6606407|XP_032576380.1|DSEC
OG0004711	LOC5567514|XP_021712998.1|AAEG	LOC6617096|XP_002041423.1|DSEC
OG0004712	LOC5570622|XP_001659225.2|AAEG	LOC6606507|XP_002031308.1|DSEC
OG0004713	LOC5577008|XP_021713014.1|AAEG	LOC6607694|XP_032579243.1|DSEC
OG0004714	LOC5577010|XP_021713020.1|AAEG	LOC116801484|XP_032577291.1|DSEC
OG0004715	LOC5577983|XP_001656717.2|AAEG	LOC6611266|XP_002035821.1|DSEC
OG0004716	LOC110680869|XP_021712351.1|AAEG, LOC5572577|XP_021713034.1|AAEG	LOC6607683|XP_032578942.1|DSEC
OG0004717	LOC5580309|XP_021713070.1|AAEG	LOC6617517|XP_002041833.2|DSEC
OG0004718	LOC5580307|XP_021713072.1|AAEG	LOC6613239|XP_002037716.2|DSEC
OG0004719	LOC5567836|XP_021713139.1|AAEG	LOC6612915|XP_032576898.1|DSEC
OG0004720	LOC5567828|XP_021713151.1|AAEG	LOC6607659|XP_002032424.1|DSEC
OG0004721	LOC5568724|XP_001658107.2|AAEG, LOC110681520|XP_021713162.1|AAEG, LOC110681103|XP_021712560.1|AAEG	LOC6618730|XP_002042988.1|DSEC
OG0004722	LOC5564376|XP_021713169.1|AAEG	LOC6612683|XP_032577869.1|DSEC
OG0004723	LOC5576285|XP_001662575.2|AAEG	LOC6615096|XP_032580569.1|DSEC
OG0004724	LOC5565704|XP_021713195.1|AAEG	LOC6613722|XP_002038192.1|DSEC
OG0004725	LOC23687519|XP_021713205.1|AAEG	LOC6617098|XP_032577110.1|DSEC
OG0004726	LOC5577062|XP_021713221.1|AAEG	LOC6618688|XP_032576644.1|DSEC
OG0004727	LOC5569229|XP_021713257.1|AAEG	LOC6607585|XP_032577819.1|DSEC
OG0004728	LOC110681535|XP_021713261.1|AAEG, LOC5569233|XP_001652793.1|AAEG	LOC6606652|XP_002031452.1|DSEC
OG0004729	LOC5574059|XP_001655039.1|AAEG	LOC6618460|XP_002042730.1|DSEC
OG0004730	LOC5574058|XP_001655038.2|AAEG	LOC6611430|XP_002035974.1|DSEC
OG0004731	LOC5574049|XP_001655027.1|AAEG	LOC6620701|XP_002044906.1|DSEC
OG0004732	LOC5579204|XP_021713323.1|AAEG	LOC6606985|XP_002031777.1|DSEC
OG0004733	LOC5579208|XP_001657331.2|AAEG	LOC6616780|XP_002041117.1|DSEC
OG0004734	LOC5565061|XP_021713325.1|AAEG	LOC6607355|XP_002032128.2|DSEC
OG0004735	LOC5574617|XP_021713353.1|AAEG	LOC6619539|XP_032578596.1|DSEC
OG0004736	LOC5574615|XP_021713359.1|AAEG	LOC6612616|XP_032578710.1|DSEC
OG0004737	LOC5579129|XP_001664227.2|AAEG	LOC6613814|XP_002038283.1|DSEC
OG0004738	LOC5564607|XP_021713379.1|AAEG	LOC6613815|XP_032577708.1|DSEC
OG0004739	LOC5564604|XP_001648952.2|AAEG	LOC6607618|XP_002032386.1|DSEC
OG0004740	LOC5580180|XP_001655596.2|AAEG	LOC6619619|XP_002043834.1|DSEC
OG0004741	LOC5580179|XP_021713415.1|AAEG	LOC6613721|XP_002038191.1|DSEC
OG0004742	LOC5580168|XP_021713424.1|AAEG	LOC6619481|XP_032579955.1|DSEC
OG0004743	LOC5575984|XP_001655938.2|AAEG	LOC6620512|XP_002044716.1|DSEC
OG0004744	LOC5571518|XP_001659764.2|AAEG	LOC6611344|XP_002035890.1|DSEC
OG0004745	LOC110674034|XP_021692979.1|AAEG	LOC6613897|XP_032576187.1|DSEC
OG0004746	LOC5578530|XP_021693013.1|AAEG	LOC6606759|XP_002031556.1|DSEC
OG0004747	LOC5574921|XP_021693014.1|AAEG	LOC6606760|XP_032576959.1|DSEC
OG0004748	LOC110674038|XP_021693022.1|AAEG	LOC6606757|XP_032576951.1|DSEC
OG0004749	LOC5570841|XP_021693038.1|AAEG	LOC6619239|XP_002043458.2|DSEC
OG0004750	LOC5564809|XP_001649157.2|AAEG	LOC6607369|XP_032578103.1|DSEC
OG0004751	LOC5573468|XP_001660889.2|AAEG	LOC6606269|XP_002031074.1|DSEC
OG0004752	LOC5576839|XP_021693055.1|AAEG	LOC6617109|XP_032579186.1|DSEC
OG0004753	LOC5576840|XP_001662952.2|AAEG	LOC6607828|XP_002032586.1|DSEC
OG0004754	LOC5576841|XP_001662951.1|AAEG	LOC6618735|XP_002042993.1|DSEC
OG0004755	LOC5563664|XP_021693061.1|AAEG	LOC6619251|XP_002043469.1|DSEC
OG0004756	LOC5563630|XP_001647845.1|AAEG	LOC6619252|XP_002043470.1|DSEC
OG0004757	LOC5580078|XP_021693067.1|AAEG	LOC6606589|XP_032578789.1|DSEC
OG0004758	LOC5565688|XP_021693077.1|AAEG	LOC6616665|XP_032577628.1|DSEC
OG0004759	LOC5580095|XP_021694314.1|AAEG	LOC6607305|XP_032576322.1|DSEC
OG0004760	LOC5580097|XP_021693082.1|AAEG	LOC6606413|XP_002031217.1|DSEC
OG0004761	LOC5566481|XP_021693093.1|AAEG	LOC6616797|XP_002041134.1|DSEC
OG0004762	LOC5566478|XP_021693095.1|AAEG	LOC6611405|XP_002035949.1|DSEC
OG0004763	LOC110674063|XP_021693123.1|AAEG	LOC6613765|XP_002038234.1|DSEC
OG0004764	LOC5566462|XP_001650844.2|AAEG	LOC6606438|XP_002031242.1|DSEC
OG0004765	LOC5566459|XP_021693132.1|AAEG	LOC6607797|XP_032577179.1|DSEC
OG0004766	LOC5578930|XP_001657218.1|AAEG, LOC110680822|XP_021712293.1|AAEG	LOC6607780|XP_002032539.1|DSEC
OG0004767	LOC5563705|XP_001647995.2|AAEG	LOC6613831|XP_002038300.1|DSEC
OG0004768	LOC5563720|XP_021693220.1|AAEG	LOC6613832|XP_002038301.1|DSEC
OG0004769	LOC5563719|XP_001648002.2|AAEG	LOC6618223|XP_002042498.1|DSEC
OG0004770	LOC5563706|XP_001648001.1|AAEG	LOC6616655|XP_002041012.1|DSEC
OG0004771	LOC5563713|XP_001648003.1|AAEG	LOC6612787|XP_002037288.1|DSEC
OG0004772	LOC5576366|XP_001656105.2|AAEG	LOC6607271|XP_002032050.1|DSEC
OG0004773	LOC5576364|XP_001656102.1|AAEG	LOC6619219|XP_002043438.1|DSEC
OG0004774	LOC5576362|XP_021693266.1|AAEG	LOC6619216|XP_032579616.1|DSEC
OG0004775	LOC5576360|XP_001656098.1|AAEG	LOC6613704|XP_002038174.1|DSEC
OG0004776	LOC5576357|XP_001656095.2|AAEG	LOC6607925|XP_002032675.2|DSEC
OG0004777	LOC5576353|XP_001656091.1|AAEG	LOC6620136|XP_002044348.1|DSEC
OG0004778	LOC5567291|XP_001651727.2|AAEG	LOC6611209|XP_002035765.1|DSEC
OG0004779	LOC5567287|XP_021693333.1|AAEG	LOC6607624|XP_032576479.1|DSEC
OG0004780	LOC5567286|XP_001651717.1|AAEG	LOC6613208|XP_002037688.1|DSEC
OG0004781	LOC5567281|XP_021693335.1|AAEG	LOC6606647|XP_032578915.1|DSEC
OG0004782	LOC5569123|XP_021693348.1|AAEG	LOC6607662|XP_032576822.1|DSEC
OG0004783	LOC5576729|XP_001656237.1|AAEG	LOC6618512|XP_032580027.1|DSEC
OG0004784	LOC5576719|XP_001656225.2|AAEG	LOC6614096|XP_002038550.1|DSEC
OG0004785	LOC5564486|XP_001648827.1|AAEG	LOC6614081|XP_002038535.1|DSEC
OG0004786	LOC110674098|XP_021693387.1|AAEG	LOC6614079|XP_032577886.1|DSEC
OG0004787	LOC5573632|XP_001660958.1|AAEG, LOC5573631|XP_001660957.1|AAEG	LOC6614077|XP_002038531.2|DSEC
OG0004788	LOC5573630|XP_001660959.1|AAEG	LOC6614076|XP_032577974.1|DSEC
OG0004789	LOC5573633|XP_001660960.2|AAEG	LOC6614075|XP_002038529.1|DSEC
OG0004790	LOC5578540|XP_001663931.1|AAEG	LOC6617049|XP_002041377.2|DSEC
OG0004791	LOC5567507|XP_021693404.1|AAEG	LOC6612984|XP_032578309.1|DSEC
OG0004792	LOC5567505|XP_001651805.1|AAEG	LOC6620506|XP_002044710.1|DSEC
OG0004793	LOC5567509|XP_021693418.1|AAEG	LOC6612750|XP_032576179.1|DSEC
OG0004794	LOC5568908|XP_021693425.1|AAEG	LOC6606497|XP_002031298.1|DSEC
OG0004795	LOC5568898|XP_001658225.2|AAEG	LOC6621454|XP_032576631.1|DSEC
OG0004796	LOC5573319|XP_021693445.1|AAEG	LOC6606619|XP_032578852.1|DSEC
OG0004797	LOC5573320|XP_021693447.1|AAEG	LOC6607331|XP_032578550.1|DSEC
OG0004798	LOC5573325|XP_001654545.2|AAEG	LOC6612662|XP_002037166.1|DSEC
OG0004799	LOC5573328|XP_001654548.2|AAEG	LOC6607318|XP_002032092.1|DSEC
OG0004800	LOC5575792|XP_021693478.1|AAEG	LOC6606447|XP_032577736.1|DSEC
OG0004801	LOC5573434|XP_021693611.1|AAEG	LOC6619681|XP_002043896.1|DSEC
OG0004802	LOC5577696|XP_001663476.1|AAEG, LOC5576141|XP_001662490.1|AAEG	LOC6619226|XP_002043445.1|DSEC
OG0004803	LOC5577199|XP_021693664.1|AAEG	LOC6618781|XP_032577251.1|DSEC
OG0004804	LOC5569887|XP_021693689.1|AAEG	LOC6613830|XP_032579108.1|DSEC
OG0004805	LOC5566210|XP_021693695.1|AAEG	LOC6621926|XP_032577266.1|DSEC
OG0004806	LOC5576204|XP_001662541.1|AAEG	LOC6618655|XP_002042914.1|DSEC
OG0004807	LOC5576196|XP_001662533.2|AAEG	LOC6619647|XP_032576171.1|DSEC
OG0004808	LOC5576522|XP_001662715.2|AAEG	LOC6607006|XP_002031795.1|DSEC
OG0004809	LOC5575645|XP_001655791.1|AAEG	LOC6619208|XP_002043429.2|DSEC
OG0004810	LOC5575646|XP_021693746.1|AAEG	LOC6619214|XP_002043433.1|DSEC
OG0004811	LOC23687923|XP_021693761.1|AAEG	LOC6616304|XP_032573980.1|DSEC
OG0004812	LOC5565754|XP_021693766.1|AAEG	LOC6607111|XP_032576879.1|DSEC
OG0004813	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG	LOC6607643|XP_002032408.1|DSEC
OG0004814	LOC5565593|XP_021693801.1|AAEG	LOC6607027|XP_002031816.1|DSEC
OG0004815	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG	LOC6612301|XP_032582443.1|DSEC
OG0004816	LOC5569688|XP_021694424.1|AAEG	LOC6619846|XP_002044059.2|DSEC
OG0004817	LOC5565992|XP_001650360.2|AAEG	LOC6619843|XP_002044056.2|DSEC
OG0004818	LOC110673983|XP_021693821.1|AAEG	LOC6607274|XP_002032053.1|DSEC
OG0004819	LOC5577654|XP_001656652.2|AAEG	LOC6607528|XP_002032297.1|DSEC
OG0004820	LOC5577653|XP_021693824.1|AAEG	LOC6607003|XP_002031792.1|DSEC
OG0004821	LOC5577652|XP_001656650.2|AAEG	LOC6612785|XP_032577453.1|DSEC
OG0004822	LOC5577644|XP_021693837.1|AAEG	LOC6606404|XP_032579469.1|DSEC
OG0004823	LOC5577640|XP_001656638.2|AAEG	LOC6606494|XP_032578876.1|DSEC
OG0004824	LOC5577639|XP_001656637.1|AAEG	LOC6606493|XP_002031294.1|DSEC
OG0004825	LOC5577632|XP_021693883.1|AAEG	LOC6619479|XP_032579983.1|DSEC
OG0004826	LOC5565948|XP_001650325.1|AAEG	LOC6614043|XP_002038497.1|DSEC
OG0004827	LOC5565946|XP_001650323.1|AAEG	LOC6613812|XP_002038281.1|DSEC
OG0004828	LOC5565943|XP_001650318.1|AAEG	LOC6607626|XP_002032394.1|DSEC
OG0004829	LOC5568524|XP_001652351.2|AAEG	LOC6607689|XP_002032453.1|DSEC
OG0004830	LOC5568377|XP_021693933.1|AAEG	LOC6621052|XP_032577184.1|DSEC, LOC6621486|XP_032578751.1|DSEC
OG0004831	LOC5573533|XP_001654671.2|AAEG	LOC6610969|XP_002035526.1|DSEC
OG0004832	LOC5565148|XP_021694009.1|AAEG	LOC6606640|XP_002031441.1|DSEC
OG0004833	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG	LOC6613972|XP_002038436.1|DSEC
OG0004834	LOC5565637|XP_001649990.2|AAEG	LOC6607616|XP_002032384.1|DSEC
OG0004835	LOC5564104|XP_021694072.1|AAEG	LOC6607613|XP_002032381.1|DSEC
OG0004836	LOC5576112|XP_021694087.1|AAEG	LOC6607555|XP_002032324.1|DSEC
OG0004837	LOC5576113|XP_001662458.2|AAEG	LOC6616348|XP_002040708.2|DSEC
OG0004838	LOC5576125|XP_001662471.2|AAEG	LOC116801747|XP_032578906.1|DSEC
OG0004839	LOC5576127|XP_021694095.1|AAEG	LOC6606922|XP_032579208.1|DSEC
OG0004840	LOC5575234|XP_001655640.2|AAEG	LOC6607728|XP_002032491.2|DSEC
OG0004841	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG	LOC6611323|XP_002035870.1|DSEC
OG0004842	LOC5565162|XP_001649526.2|AAEG	LOC6612693|XP_002037196.1|DSEC
OG0004843	LOC5565185|XP_001649514.2|AAEG	LOC6613759|XP_032578422.1|DSEC
OG0004844	LOC5577586|XP_021694153.1|AAEG	LOC6617795|XP_032581628.1|DSEC
OG0004845	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG	LOC6613915|XP_002038380.1|DSEC
OG0004846	LOC5572603|XP_021694172.1|AAEG	LOC6621134|XP_002045314.1|DSEC
OG0004847	LOC5572605|XP_001654115.2|AAEG	LOC6621133|XP_002045313.1|DSEC
OG0004848	LOC23687388|XP_021694181.1|AAEG	LOC6616811|XP_002041148.2|DSEC
OG0004850	LOC5572676|XP_021694197.1|AAEG	LOC6614172|XP_032577128.1|DSEC
OG0004851	LOC110674250|XP_021694203.1|AAEG	LOC6614171|XP_002038618.1|DSEC
OG0004852	LOC5566256|XP_021694208.1|AAEG	LOC116801573|XP_032577905.1|DSEC
OG0004853	LOC5566125|XP_001650487.2|AAEG	LOC6615348|XP_002039746.1|DSEC
OG0004854	LOC5571449|XP_021695479.1|AAEG	LOC6605404|XP_032573493.1|DSEC
OG0004855	LOC5573692|XP_001661015.2|AAEG	LOC6605283|XP_002030121.1|DSEC
OG0004856	LOC5576514|XP_021695531.1|AAEG	LOC6604777|XP_002029628.2|DSEC
OG0004857	LOC5579860|XP_001664321.2|AAEG	LOC6610425|XP_002035007.2|DSEC
OG0004858	LOC5567813|XP_021695571.1|AAEG	LOC6604785|XP_032574411.1|DSEC
OG0004859	LOC5567812|XP_021695576.1|AAEG	LOC6604787|XP_002029638.1|DSEC
OG0004860	LOC5567848|XP_001657711.1|AAEG	LOC6610495|XP_002035075.1|DSEC
OG0004861	LOC5567847|XP_021695583.1|AAEG	LOC6605097|XP_032573185.1|DSEC
OG0004862	LOC5569145|XP_021699736.1|AAEG	LOC6605106|XP_032575856.1|DSEC
OG0004863	LOC5575754|XP_001662174.2|AAEG	LOC6610913|XP_032575140.1|DSEC
OG0004864	LOC5575753|XP_021695616.1|AAEG	LOC6610769|XP_002035335.1|DSEC
OG0004865	LOC5575752|XP_001662176.1|AAEG	LOC6618723|XP_002042982.1|DSEC
OG0004866	LOC5564540|XP_021695631.1|AAEG	LOC6611115|XP_002035672.2|DSEC
OG0004867	LOC5564539|XP_021695635.1|AAEG	LOC6608722|XP_032572345.1|DSEC
OG0004868	LOC5564537|XP_001648880.2|AAEG	LOC6619145|XP_002043385.1|DSEC
OG0004869	LOC5578207|XP_001656851.2|AAEG	LOC6607873|XP_002032627.1|DSEC
OG0004870	LOC5578218|XP_001656861.1|AAEG	LOC6607879|XP_032570069.1|DSEC
OG0004871	LOC5578223|XP_021695666.1|AAEG	LOC6618832|XP_002043081.1|DSEC
OG0004872	LOC5576744|XP_021695708.1|AAEG	LOC6618914|XP_002043162.1|DSEC
OG0004873	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG	LOC6611652|XP_002036187.1|DSEC
OG0004874	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG	LOC6616984|XP_002041312.1|DSEC
OG0004875	LOC5571774|XP_021695744.1|AAEG	LOC6614921|XP_032580529.1|DSEC
OG0004876	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG	LOC6615905|XP_032580930.1|DSEC
OG0004877	LOC5571761|XP_001659892.2|AAEG	LOC6605338|XP_002030174.1|DSEC
OG0004878	LOC5576635|XP_001662785.1|AAEG	LOC6608039|XP_002032787.1|DSEC
OG0004879	LOC5570673|XP_021695783.1|AAEG	LOC6613023|XP_032572985.1|DSEC
OG0004880	LOC5570671|XP_001659260.2|AAEG	LOC6616452|XP_002040813.1|DSEC
OG0004881	LOC5570669|XP_001659262.2|AAEG	LOC6611027|XP_002035584.1|DSEC
OG0004882	LOC5570675|XP_011493055.1|AAEG	LOC6611110|XP_002035667.1|DSEC
OG0004883	LOC5570676|XP_001659270.2|AAEG	LOC6610547|XP_032574976.1|DSEC
OG0004884	LOC5571294|XP_021695841.1|AAEG	LOC116800635|XP_032572519.1|DSEC
OG0004885	LOC5571287|XP_001653588.1|AAEG	LOC6608895|XP_002033609.1|DSEC
OG0004886	LOC5571283|XP_001653584.2|AAEG	LOC6609359|XP_032570553.1|DSEC
OG0004887	LOC5571282|XP_001653583.1|AAEG	LOC6609762|XP_002034416.1|DSEC
OG0004888	LOC5571281|XP_021695870.1|AAEG	LOC6609866|XP_032572690.1|DSEC
OG0004889	LOC5571279|XP_001653580.1|AAEG	LOC6608435|XP_002033169.2|DSEC
OG0004890	LOC5571273|XP_001653571.1|AAEG	LOC6609300|XP_032570448.1|DSEC
OG0004891	LOC5571271|XP_001653569.1|AAEG	LOC6618607|XP_002042866.1|DSEC
OG0004892	LOC5571269|XP_021695908.1|AAEG	LOC6609811|XP_032572654.1|DSEC
OG0004893	LOC5578056|XP_021695962.1|AAEG	LOC6615537|XP_002039916.1|DSEC
OG0004894	LOC5579030|XP_021695968.1|AAEG	LOC6608922|XP_002033636.1|DSEC
OG0004895	LOC23687608|XP_021695975.1|AAEG	LOC6615727|XP_002040098.2|DSEC
OG0004896	LOC5568474|XP_021695989.1|AAEG	LOC6609849|XP_032572488.1|DSEC
OG0004897	LOC5568466|XP_001652305.2|AAEG	LOC6609853|XP_002034504.2|DSEC
OG0004898	LOC5568471|XP_021695999.1|AAEG	LOC6608463|XP_002033197.1|DSEC
OG0004899	LOC110675397|XP_021696008.1|AAEG	LOC6608596|XP_032573034.1|DSEC
OG0004900	LOC5573478|XP_021696015.1|AAEG	LOC6608455|XP_002033189.1|DSEC
OG0004901	LOC5573480|XP_001654630.1|AAEG	LOC6608456|XP_002033190.1|DSEC
OG0004902	LOC5577803|XP_001663565.2|AAEG	LOC6610414|XP_002034996.1|DSEC
OG0004903	LOC5577802|XP_021696032.1|AAEG	LOC6615496|XP_032570343.1|DSEC
OG0004904	LOC5575912|XP_001662288.2|AAEG	LOC6607666|XP_032577660.1|DSEC
OG0004905	LOC5566323|XP_021696047.1|AAEG	LOC6608061|XP_032571377.1|DSEC
OG0004906	LOC5575484|XP_021696065.1|AAEG	LOC6605022|XP_032574264.1|DSEC
OG0004907	LOC5578178|XP_021696080.1|AAEG	LOC6611112|XP_002035669.1|DSEC
OG0004908	LOC5574115|XP_021696086.1|AAEG	LOC6616375|XP_002040735.1|DSEC
OG0004909	LOC5574099|XP_021696099.1|AAEG	LOC6616366|XP_032575248.1|DSEC
OG0004910	LOC5573286|XP_021696108.1|AAEG	LOC6616362|XP_002040722.1|DSEC
OG0004911	LOC5574089|XP_001661159.1|AAEG	LOC6610631|XP_032573220.1|DSEC
OG0004912	LOC5565111|XP_001649458.1|AAEG	LOC6605021|XP_032574275.1|DSEC
OG0004913	LOC5572879|XP_001654230.1|AAEG	LOC6610108|XP_002034719.1|DSEC
OG0004914	LOC5572883|XP_001654238.1|AAEG	LOC6610115|XP_032572275.1|DSEC
OG0004915	LOC5572890|XP_001654241.1|AAEG	LOC6618828|XP_032571385.1|DSEC
OG0004916	LOC5572892|XP_021696207.1|AAEG	LOC6609460|XP_032571500.1|DSEC
OG0004917	LOC5569891|XP_021696240.1|AAEG	LOC116800936|XP_032573564.1|DSEC
OG0004918	LOC5569896|XP_021696242.1|AAEG	LOC6605031|XP_002029873.1|DSEC
OG0004919	LOC5569894|XP_001658793.2|AAEG	LOC6619506|XP_002043721.1|DSEC
OG0004920	LOC5569897|XP_001658795.2|AAEG	LOC6619422|XP_002043637.1|DSEC
OG0004921	LOC5569899|XP_021696250.1|AAEG	LOC6611136|XP_032574948.1|DSEC
OG0004922	LOC5574844|XP_021696259.1|AAEG	LOC6604904|XP_032573857.1|DSEC
OG0004923	LOC5574842|XP_001661672.2|AAEG	LOC6610762|XP_032576066.1|DSEC
OG0004924	LOC5579986|XP_001660252.2|AAEG	LOC6610993|XP_002035550.1|DSEC
OG0004925	LOC23687540|XP_021696286.1|AAEG	LOC6610268|XP_002034863.1|DSEC
OG0004926	LOC5579997|XP_001660263.1|AAEG	LOC6611044|XP_032575102.1|DSEC
OG0004927	LOC5570466|XP_021696313.1|AAEG	LOC6604990|XP_032575761.1|DSEC
OG0004928	LOC5577066|XP_021696339.1|AAEG	LOC116800338|XP_032570392.1|DSEC
OG0004929	LOC5577072|XP_001663169.2|AAEG	LOC6610176|XP_032573670.1|DSEC
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC6608729|XP_002033452.2|DSEC
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC6610106|XP_002034717.1|DSEC
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC6610147|XP_032574518.1|DSEC
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC6609465|XP_032570150.1|DSEC
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC6615820|XP_002040190.1|DSEC
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC6609793|XP_002034447.1|DSEC
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC6610799|XP_002035365.2|DSEC
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC6610995|XP_032574008.1|DSEC
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC6604767|XP_032573796.1|DSEC
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC6618407|XP_032573869.1|DSEC
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC6619346|XP_032574541.1|DSEC
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC6605880|XP_032574349.1|DSEC
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC6610888|XP_002035451.1|DSEC
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC6604864|XP_002029709.2|DSEC
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC6610507|XP_032573733.1|DSEC
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC6607897|XP_002032651.1|DSEC
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC6616459|XP_032573946.1|DSEC
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC6610377|XP_002034959.2|DSEC
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC6610379|XP_002034961.1|DSEC
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC6610384|XP_002034966.2|DSEC
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC6610152|XP_032573899.1|DSEC
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC6618734|XP_002042992.1|DSEC
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC6605414|XP_002030247.1|DSEC
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC6605892|XP_002030705.1|DSEC
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC6605890|XP_002030703.2|DSEC
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC6611074|XP_032575268.1|DSEC
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC6608446|XP_032571723.1|DSEC
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC6610578|XP_032574252.1|DSEC
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC6605408|XP_002030241.1|DSEC
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC6605407|XP_032573419.1|DSEC
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC6605406|XP_032573415.1|DSEC
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC6608519|XP_032570189.1|DSEC
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC6616398|XP_032573815.1|DSEC
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC6618345|XP_032575206.1|DSEC
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC6605113|XP_032573772.1|DSEC
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC6611129|XP_002035686.1|DSEC
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC6611130|XP_032574950.1|DSEC
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC6607871|XP_002032625.1|DSEC
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC6610778|XP_032575704.1|DSEC
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC6609349|XP_002034038.1|DSEC
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC6610777|XP_032575699.1|DSEC
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC6610775|XP_032573784.1|DSEC
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC6611124|XP_032574410.1|DSEC
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC6610158|XP_002034767.1|DSEC
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC6605400|XP_002030233.1|DSEC
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC6610764|XP_002035330.1|DSEC
