Orthogroup	AAEG.longest_only	DANA.longest_only
OG0003120	LOC5570578|XP_021704248.1|AAEG	LOC6495656|XP_032305967.1|DANA
OG0003121	LOC5572993|XP_021706626.1|AAEG	LOC6502998|XP_001963441.1|DANA
OG0003122	LOC5579043|XP_001657236.2|AAEG	LOC6495519|XP_001959026.2|DANA
OG0003123	LOC5567942|XP_021710782.1|AAEG	LOC6506689|XP_001957411.1|DANA
OG0003124	LOC5571162|XP_021704351.1|AAEG	LOC6494493|XP_001960226.1|DANA
OG0003125	LOC5568396|XP_021704961.1|AAEG	LOC6507227|XP_014765103.1|DANA
OG0003126	LOC5568400|XP_021705207.1|AAEG	LOC6495312|XP_014763240.1|DANA
OG0003127	LOC5568387|XP_001658052.2|AAEG	LOC6495354|XP_001958647.1|DANA
OG0003128	LOC5576403|XP_021708013.1|AAEG	LOC6493086|XP_001957014.2|DANA
OG0003129	LOC5566610|XP_021707726.1|AAEG	LOC6495035|XP_001959198.1|DANA
OG0003130	LOC5566618|XP_001650999.1|AAEG	LOC6496222|XP_001960475.2|DANA
OG0003131	LOC5566592|XP_001650988.2|AAEG	LOC6496432|XP_001960904.1|DANA
OG0003132	LOC5565210|XP_021707433.1|AAEG	LOC6498950|XP_001955620.1|DANA
OG0003133	LOC5568204|XP_021707064.1|AAEG	LOC6494237|XP_001960685.1|DANA
OG0003134	LOC5568196|XP_001657917.3|AAEG	LOC6496179|XP_001960382.1|DANA
OG0003135	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG	LOC6506778|XP_001957261.1|DANA
OG0003136	LOC5563917|XP_021707107.1|AAEG	LOC6507952|XP_001958043.1|DANA
OG0003137	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG	LOC6495250|XP_001958758.1|DANA
OG0003138	LOC5578523|XP_021711533.1|AAEG	LOC6496318|XP_001960688.1|DANA
OG0003139	LOC5575323|XP_001655699.2|AAEG	LOC6507798|XP_001956363.1|DANA
OG0003140	LOC5575353|XP_001655730.1|AAEG	LOC6494602|XP_001960027.1|DANA
OG0003141	LOC5571104|XP_001659543.2|AAEG	LOC6494930|XP_032306900.1|DANA
OG0003142	LOC5571107|XP_021711462.1|AAEG	LOC6494891|XP_032307253.1|DANA
OG0003143	LOC5578337|XP_001656906.2|AAEG	LOC6493092|XP_001957025.2|DANA
OG0003144	LOC5579800|XP_021704649.1|AAEG	LOC6494581|XP_032306400.1|DANA
OG0003145	LOC5579798|XP_001648112.1|AAEG	LOC6495085|XP_032306641.1|DANA
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	LOC6495951|XP_014763559.1|DANA
OG0003147	LOC5577230|XP_021707105.1|AAEG	LOC6507251|XP_001956381.1|DANA
OG0003148	LOC5577229|XP_001656334.1|AAEG	LOC6506781|XP_001957252.2|DANA
OG0003149	LOC5577228|XP_021709736.1|AAEG	LOC26514483|XP_014759887.1|DANA
OG0003150	LOC5564725|XP_021707235.1|AAEG	LOC6496303|XP_032307220.1|DANA
OG0003151	LOC5565506|XP_001649843.1|AAEG	LOC6502448|XP_001961814.2|DANA
OG0003152	LOC5573061|XP_001654386.1|AAEG	LOC6494520|XP_001960185.1|DANA
OG0003153	LOC5576952|XP_001663047.1|AAEG	LOC6495475|XP_001958928.1|DANA
OG0003154	LOC5577484|XP_001663402.2|AAEG	LOC6501320|XP_032307383.1|DANA
OG0003155	LOC5571008|XP_001653437.1|AAEG	LOC6495524|XP_001959033.1|DANA
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	LOC6496400|XP_001960834.2|DANA
OG0003157	LOC5566365|XP_021706145.1|AAEG	LOC6503308|XP_001967588.1|DANA
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	LOC6496000|XP_001960012.1|DANA
OG0003159	LOC5572366|XP_021705285.1|AAEG	LOC6494519|XP_001960188.2|DANA
OG0003160	LOC5572367|XP_021710151.1|AAEG	LOC6494517|XP_014762818.1|DANA
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	LOC6493948|XP_001961265.1|DANA
OG0003162	LOC5575384|XP_001655741.1|AAEG	LOC6495221|XP_001958816.1|DANA
OG0003163	LOC5573615|XP_001660948.1|AAEG	LOC6507087|XP_001956693.2|DANA
OG0003164	LOC5575218|XP_001655624.2|AAEG	LOC6496656|XP_001961343.1|DANA
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	LOC6496274|XP_014763720.1|DANA
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	LOC6496121|XP_032306473.1|DANA
OG0003167	LOC5573842|XP_021704132.1|AAEG	LOC6494439|XP_001960312.1|DANA
OG0003168	LOC5565520|XP_021706150.1|AAEG	LOC6501205|XP_001954761.2|DANA
OG0003169	LOC5573831|XP_001654859.1|AAEG	LOC6498158|XP_001962203.1|DANA
OG0003170	LOC5577203|XP_021709510.1|AAEG	LOC6494294|XP_001960583.1|DANA
OG0003171	LOC5563760|XP_021704243.1|AAEG	LOC6494462|XP_001960283.1|DANA
OG0003172	LOC5566185|XP_021710722.1|AAEG	LOC6500619|XP_032305767.1|DANA
OG0003173	LOC5568716|XP_001652543.1|AAEG	LOC6503396|XP_001967511.1|DANA, LOC6505967|XP_001964700.1|DANA
OG0003174	LOC5568764|XP_021705032.1|AAEG	LOC6499332|XP_014766012.1|DANA
OG0003175	LOC5566316|XP_021707240.1|AAEG	LOC6495608|XP_001959193.1|DANA
OG0003176	LOC5577180|XP_001663268.1|AAEG	LOC6498112|XP_001962102.1|DANA
OG0003177	LOC5573361|XP_001660837.1|AAEG	LOC6494489|XP_001960234.1|DANA
OG0003178	LOC5573358|XP_001660840.2|AAEG	LOC6496100|XP_001960228.1|DANA
OG0003179	LOC5580238|XP_001662432.1|AAEG	LOC6494491|XP_001960232.1|DANA
OG0003180	LOC5580236|XP_001662422.2|AAEG	LOC6496245|XP_001960532.1|DANA
OG0003181	LOC5578045|XP_001663666.2|AAEG	LOC6494885|XP_001959491.1|DANA
OG0003182	LOC23687892|XP_021708781.1|AAEG	LOC6495520|XP_001959027.1|DANA
OG0003183	LOC5564363|XP_021709031.1|AAEG	LOC6494044|XP_032306251.1|DANA
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	LOC6507909|XP_001956581.1|DANA
OG0003185	LOC5569799|XP_021710033.1|AAEG	LOC6494807|XP_001959622.1|DANA
OG0003186	LOC5574768|XP_001655336.2|AAEG	LOC6494195|XP_001960776.1|DANA
OG0003187	LOC5578346|XP_021704791.1|AAEG	LOC6503939|XP_001965218.1|DANA
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	LOC6499298|XP_001954918.3|DANA
OG0003189	LOC5571907|XP_001660001.1|AAEG	LOC6493219|XP_001957289.1|DANA
OG0003190	LOC5577747|XP_001663521.2|AAEG	LOC6496090|XP_001960202.1|DANA
OG0003191	LOC5572080|XP_001660162.2|AAEG	LOC6507318|XP_001956256.1|DANA
OG0003192	LOC23687735|XP_021708352.1|AAEG	LOC6507223|XP_014765098.2|DANA
OG0003193	LOC5578090|XP_021710074.1|AAEG	LOC6497960|XP_001961800.1|DANA
OG0003194	LOC5580214|XP_021708554.1|AAEG	LOC6507806|XP_001956386.2|DANA
OG0003195	LOC5568266|XP_001657963.1|AAEG	LOC6501208|XP_001954766.1|DANA
OG0003196	LOC5568265|XP_001657962.2|AAEG	LOC6493707|XP_001958278.1|DANA
OG0003197	LOC5574074|XP_021709018.1|AAEG	LOC6507247|XP_014765117.1|DANA
OG0003198	LOC5574077|XP_021707980.1|AAEG	LOC6497281|XP_001962396.2|DANA
OG0003199	LOC5566877|XP_001651304.3|AAEG	LOC6507666|XP_032310252.1|DANA
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	LOC6496660|XP_001961351.1|DANA
OG0003201	LOC5564594|XP_021704758.1|AAEG	LOC6495752|XP_032307108.1|DANA
OG0003202	LOC5575094|XP_001661818.2|AAEG	LOC6506598|XP_001957573.1|DANA
OG0003203	LOC5576493|XP_021707065.1|AAEG	LOC6495481|XP_032306065.1|DANA
OG0003204	LOC5574210|XP_021707182.1|AAEG	LOC6500594|XP_014766641.1|DANA
OG0003205	LOC5574197|XP_001661254.1|AAEG	LOC6494918|XP_001959423.1|DANA
OG0003206	LOC5574187|XP_001661244.1|AAEG	LOC6494683|XP_001959865.1|DANA
OG0003207	LOC5574178|XP_021707990.1|AAEG	LOC6505931|XP_001964638.1|DANA
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	LOC6507301|XP_001956287.1|DANA
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LOC6493946|XP_001961268.1|DANA
OG0003210	LOC5571924|XP_001660021.2|AAEG	LOC6500339|XP_001953004.1|DANA
OG0003211	LOC5571925|XP_001660022.2|AAEG	LOC6495163|XP_001958931.1|DANA
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC6500511|XP_001953369.1|DANA
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC6495888|XP_001959787.1|DANA
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC6494443|XP_032306484.1|DANA
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC6494449|XP_001960302.1|DANA
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC6495231|XP_001958797.1|DANA
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC6495205|XP_001958851.1|DANA
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC6507839|XP_001956450.1|DANA
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC6507834|XP_032310263.1|DANA
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC6497647|XP_001961638.1|DANA
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC6505277|XP_001965672.1|DANA
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC6495440|XP_032306698.1|DANA
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC6495136|XP_001958976.1|DANA
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC6495133|XP_014763166.1|DANA
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC6499729|XP_001954050.1|DANA
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC6499260|XP_001955008.1|DANA
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC6498940|XP_001955636.1|DANA
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC6499827|XP_001953833.1|DANA
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC6500104|XP_001953219.1|DANA
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC6499987|XP_001953478.1|DANA
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC6501484|XP_001955345.1|DANA
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC6501841|XP_032308274.1|DANA
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC6504530|XP_001967081.1|DANA
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC6504684|XP_032309110.1|DANA
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC6501825|XP_001967171.2|DANA
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC6499611|XP_032309568.1|DANA
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC26515331|XP_032308999.1|DANA
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC6501954|XP_001966756.2|DANA
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC6503625|XP_001964041.1|DANA
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC6497089|XP_001962781.1|DANA
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC6497339|XP_001962292.1|DANA
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC6501817|XP_001966866.1|DANA
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC6500763|XP_032308481.1|DANA
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC6506010|XP_001964774.1|DANA
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC6507254|XP_001956379.2|DANA
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC6505492|XP_001966266.1|DANA
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC6505169|XP_032307965.1|DANA
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC6494334|XP_001960513.2|DANA
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC6505079|XP_014760283.2|DANA
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC6504573|XP_032309292.1|DANA
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC6501273|XP_014766973.1|DANA
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC6502505|XP_001961270.1|DANA
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC26514331|XP_014767272.1|DANA
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC6502305|XP_032309404.1|DANA
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC6499462|XP_001954586.2|DANA
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC6499481|XP_001954548.1|DANA
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC6502101|XP_001966209.2|DANA
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC6498289|XP_001962470.2|DANA
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC6503807|XP_001963705.1|DANA
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC6499385|XP_001954738.1|DANA
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC6501338|XP_032307623.1|DANA
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC6507923|XP_001956610.1|DANA
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC6499946|XP_001953578.2|DANA
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC6494186|XP_001960806.1|DANA
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC6500990|XP_001954307.2|DANA
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC6506231|XP_001958299.2|DANA
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC6503748|XP_001963813.1|DANA
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC6503553|XP_001964170.1|DANA
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC6494532|XP_032306262.1|DANA
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC6503690|XP_032308386.1|DANA
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC116654585|XP_032305855.1|DANA
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC6499922|XP_032307191.1|DANA
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC6505002|XP_001965659.1|DANA
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC6500326|XP_001952978.1|DANA
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC6500911|XP_001954151.1|DANA
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC6495503|XP_001958990.2|DANA
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC6503527|XP_032308764.1|DANA
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC6495669|XP_001959351.1|DANA
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC6501512|XP_001955397.1|DANA
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC6498794|XP_001967269.1|DANA
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC6496641|XP_001961315.1|DANA
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC6493577|XP_001958031.2|DANA
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC6497839|XP_001961549.1|DANA
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC6504384|XP_014759451.1|DANA
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC6501974|XP_001966796.1|DANA, LOC6501975|XP_001966797.1|DANA
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC6499651|XP_001954213.1|DANA
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC6500915|XP_001954156.1|DANA
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC6504851|XP_001966451.1|DANA
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC6495717|XP_001959430.2|DANA
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC6504960|XP_032307845.1|DANA
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC6499396|XP_001954721.1|DANA
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC6500902|XP_001954132.1|DANA
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC6499929|XP_032306814.1|DANA
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC6500982|XP_014766835.1|DANA
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	LOC6501190|XP_001954727.1|DANA
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC6501192|XP_014766924.1|DANA
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC6499388|XP_001954734.1|DANA
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC6508749|XP_001964244.1|DANA
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC6504672|XP_032309002.1|DANA
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC6499357|XP_014766031.1|DANA
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC6504985|XP_001965687.1|DANA
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC6503258|XP_032308039.1|DANA
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC6504606|XP_001966538.1|DANA
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC6496555|XP_032307082.1|DANA, LOC6499480|XP_001954552.2|DANA
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC6507762|XP_001956298.1|DANA
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC6504499|XP_032308243.1|DANA
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC6502324|XP_001967154.1|DANA
OG0003333	LOC5580130|XP_021699347.1|AAEG	LOC6505571|XP_001964676.3|DANA
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC6501414|XP_001955202.1|DANA
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC6500264|XP_001952912.1|DANA
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC6499739|XP_001954022.1|DANA
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC6499397|XP_032306217.1|DANA
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC6500898|XP_001954126.1|DANA
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC6506001|XP_001964760.1|DANA
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC6505527|XP_014760697.1|DANA
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC6505209|XP_001965551.1|DANA
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC6502120|XP_001966170.2|DANA
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC6495749|XP_032309454.1|DANA, LOC6496049|XP_032310858.1|DANA
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC6497082|XP_001962792.1|DANA
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC6501815|XP_001966869.2|DANA
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC6499704|XP_001954096.1|DANA
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC6499697|XP_001954112.1|DANA
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC6500878|XP_001954090.1|DANA
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC6501826|XP_001966854.1|DANA
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC6500807|XP_032309972.1|DANA
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC6504571|XP_001966604.1|DANA
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC6505554|XP_014760703.1|DANA
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC6499854|XP_032305905.1|DANA
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC6505948|XP_001964664.2|DANA
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC6501896|XP_032308303.1|DANA
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC6502254|XP_001966090.1|DANA
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC6502252|XP_001966088.1|DANA
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC6497618|XP_001961701.1|DANA
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC6504428|XP_032308108.1|DANA
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC6504741|XP_032309051.1|DANA
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC6494579|XP_032306425.1|DANA
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC6500273|XP_001952897.1|DANA
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC6505726|XP_014760774.2|DANA, LOC6501376|XP_014767013.2|DANA
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC6500317|XP_001952962.1|DANA
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC6500501|XP_001953354.1|DANA
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC6493677|XP_001958214.2|DANA
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC6493641|XP_001958149.1|DANA
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC6493640|XP_001958146.1|DANA
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC6500105|XP_001953217.2|DANA
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC6505836|XP_001964459.2|DANA
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC6503143|XP_001963515.1|DANA
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC6494015|XP_001961145.1|DANA
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC6505814|XP_001964421.1|DANA
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC6504066|XP_032308538.1|DANA
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC6500300|XP_001952927.2|DANA
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC6500244|XP_001952953.1|DANA
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC6500241|XP_032306378.1|DANA
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC6500782|XP_001953910.1|DANA
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC6499360|XP_001954796.1|DANA
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC6499366|XP_001954784.1|DANA
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC6498640|XP_001963223.1|DANA
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC6501470|XP_032310461.1|DANA
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC6501196|XP_001954742.1|DANA
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC6507521|XP_001965391.1|DANA
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC6501614|XP_001955597.1|DANA
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC6499785|XP_001953922.1|DANA
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC6501465|XP_001955307.1|DANA
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC6504496|XP_001967011.1|DANA
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC6495843|XP_001959692.2|DANA
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC6501368|XP_001955089.1|DANA
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC6499678|XP_001954165.1|DANA
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC6500710|XP_001953775.1|DANA
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC6505535|XP_014760698.1|DANA
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC6501372|XP_001955096.1|DANA
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC6501375|XP_001955102.1|DANA
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC6501358|XP_001955065.3|DANA
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC6501052|XP_001954464.1|DANA
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC6500668|XP_001953688.1|DANA
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC6500679|XP_014766669.1|DANA
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC6500852|XP_032310222.1|DANA
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC6500848|XP_032305605.1|DANA
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC6494107|XP_001960961.1|DANA
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC6499667|XP_001954187.1|DANA
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC6496612|XP_001961259.1|DANA
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC6501633|XP_001955646.1|DANA
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC6498936|XP_001955645.1|DANA
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC6500904|XP_001954137.1|DANA
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC6499743|XP_032305687.1|DANA
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC6500857|XP_014766762.1|DANA
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC6505820|XP_001964432.2|DANA
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC6499066|XP_001955372.1|DANA
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC6499615|XP_001954289.1|DANA
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC6507814|XP_001956403.1|DANA
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC6504276|XP_032308836.1|DANA
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC6499294|XP_001954928.1|DANA
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC6499055|XP_001955400.1|DANA
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC6505649|XP_001964531.1|DANA
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC6498838|XP_032312277.1|DANA
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC6501714|XP_001955835.3|DANA
