Orthogroup	AAEG.longest_only	CPIP.longest_only
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC120413951|XP_039430892.1|CPIP
OG0004093	LOC5576695|XP_021708735.1|AAEG, LOC5576698|XP_001662836.1|AAEG, LOC110677693|XP_021704455.1|AAEG, LOC5576697|XP_021704454.1|AAEG	LOC120413686|XP_039430548.1|CPIP
OG0004093	LOC5570557|XP_001653208.1|AAEG	LOC120413655|XP_039430508.1|CPIP, LOC120413657|XP_039430510.1|CPIP, LOC120413656|XP_039430509.1|CPIP, LOC120413691|XP_039430552.1|CPIP, LOC120413653|XP_039430507.1|CPIP
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC5566575|XP_021706046.1|AAEG	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC5566563|XP_021704187.1|AAEG	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC5566570|XP_001650959.1|AAEG	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC5564521|XP_021710988.1|AAEG	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC5578740|XP_021705140.1|AAEG	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC5573337|XP_001660824.1|AAEG	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC5567547|XP_001657521.1|AAEG	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC110679441|XP_021709713.1|AAEG	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC5567386|XP_021708202.1|AAEG	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC5576834|XP_021708342.1|AAEG	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC5578019|XP_021707647.1|AAEG	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC5577996|XP_001656734.1|AAEG	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC5577995|XP_021709960.1|AAEG	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC5565979|XP_021705544.1|AAEG	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC5577451|XP_001663377.1|AAEG	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC5579176|XP_021710519.1|AAEG	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC5564275|XP_021705228.1|AAEG	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC5566157|XP_001650538.2|AAEG	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC5566156|XP_021708264.1|AAEG	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC5566155|XP_021706247.1|AAEG	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC5566678|XP_021707190.1|AAEG	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC5579293|XP_021711565.1|AAEG	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC5568849|XP_021705190.1|AAEG	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC5575031|XP_021710049.1|AAEG	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC5570968|XP_001659432.1|AAEG	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC5570967|XP_001659433.2|AAEG	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC5573549|XP_001654684.1|AAEG	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC5576331|XP_021711252.1|AAEG	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC5563635|XP_021705224.1|AAEG	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC5563654|XP_001647884.1|AAEG	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC5575009|XP_001661752.1|AAEG	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC5575013|XP_021707018.1|AAEG	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC5570148|XP_001658950.2|AAEG	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC5576785|XP_021704579.1|AAEG	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC5575408|XP_001661928.2|AAEG	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC120427522|XP_039448325.1|CPIP
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC5567586|XP_021709422.1|AAEG	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC120413958|XP_039430898.1|CPIP
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC120424408|XP_039444447.1|CPIP
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC120417904|XP_039436068.1|CPIP
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC120417907|XP_039436070.1|CPIP
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC120413998|XP_039430941.1|CPIP
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC120413986|XP_039430926.1|CPIP
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC120425926|XP_039446480.1|CPIP
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC120426314|XP_039447007.1|CPIP
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC120426302|XP_039446984.1|CPIP
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC120422368|XP_039441711.1|CPIP
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC120427434|XP_039448224.1|CPIP
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC120423452|XP_039443206.1|CPIP
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC120421496|XP_039440648.1|CPIP
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC120421482|XP_039440633.1|CPIP
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC120421484|XP_039440637.1|CPIP
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC120421483|XP_039440634.1|CPIP
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC120421501|XP_039440656.1|CPIP
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC120422218|XP_039441541.1|CPIP
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC120421385|XP_039440518.1|CPIP
OG0004228	LOC5567167|XP_001651576.2|AAEG	LOC120422106|XP_039441403.1|CPIP
OG0004229	LOC5571592|XP_021709128.1|AAEG	LOC120421017|XP_039440076.1|CPIP
OG0004230	LOC5573606|XP_001654740.2|AAEG	LOC120420976|XP_039440044.1|CPIP
OG0004231	LOC5573595|XP_021704945.1|AAEG	LOC120420902|XP_039439961.1|CPIP
OG0004232	LOC5573593|XP_021707465.1|AAEG	LOC120420936|XP_039440007.1|CPIP
OG0004233	LOC5573592|XP_001654726.1|AAEG	LOC120420928|XP_039439995.1|CPIP
OG0004234	LOC5573583|XP_021704844.1|AAEG	LOC120421698|XP_039440874.1|CPIP
OG0004235	LOC5573580|XP_001654714.2|AAEG	LOC120421781|XP_039440988.1|CPIP
OG0004236	LOC110678282|XP_021706609.1|AAEG	LOC120421122|XP_039440216.1|CPIP
OG0004237	LOC5577221|XP_001656324.2|AAEG	LOC120426524|XP_039447227.1|CPIP
OG0004238	LOC5577325|XP_001656402.1|AAEG	LOC120427944|XP_039448824.1|CPIP
OG0004239	LOC5577326|XP_001656403.1|AAEG	LOC120427946|XP_039448828.1|CPIP
OG0004240	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG	LOC120422732|XP_039442204.1|CPIP
OG0004241	LOC5577338|XP_001656415.1|AAEG	LOC120422739|XP_039442212.1|CPIP
OG0004242	LOC5577340|XP_001656417.2|AAEG	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC5577344|XP_001656421.2|AAEG	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC5577345|XP_001656422.2|AAEG	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC5577346|XP_021707110.1|AAEG	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC5577362|XP_021704241.1|AAEG	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC5577367|XP_001656447.1|AAEG	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC5577372|XP_021711575.1|AAEG	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC5568851|XP_001652563.1|AAEG	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC5566950|XP_021707806.1|AAEG	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC5569010|XP_021709529.1|AAEG	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC5569008|XP_021706020.1|AAEG	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC5568996|XP_021709567.1|AAEG	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC5568205|XP_021705143.1|AAEG	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC5580156|XP_021710439.1|AAEG	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC5580161|XP_001661636.1|AAEG	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC5575423|XP_001661948.1|AAEG	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC5566945|XP_001651362.1|AAEG	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC5565702|XP_001650059.1|AAEG	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC110679302|XP_021709310.1|AAEG	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC5577029|XP_021705488.1|AAEG	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC5577035|XP_001663131.1|AAEG	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC5564788|XP_001649113.1|AAEG	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC5564782|XP_001649116.1|AAEG	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC5564793|XP_001649117.1|AAEG	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC5564776|XP_001649124.1|AAEG	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC5572255|XP_021704144.1|AAEG	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC5570021|XP_001658911.2|AAEG	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC5570045|XP_001658935.1|AAEG	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC5568017|XP_001657838.1|AAEG	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC5568022|XP_021709415.1|AAEG	LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC5579834|XP_001651509.2|AAEG	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC5579832|XP_001651505.2|AAEG	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC5579829|XP_021711510.1|AAEG	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC5578193|XP_001656834.1|AAEG	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC5578203|XP_001656845.2|AAEG	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC5573027|XP_001660678.1|AAEG	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC5575478|XP_021704121.1|AAEG	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC5575482|XP_001661998.1|AAEG	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC5570561|XP_021708902.1|AAEG	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC5572995|XP_001654323.2|AAEG	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC5579044|XP_001657237.1|AAEG	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC5579046|XP_001657241.1|AAEG	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC5567940|XP_001657765.2|AAEG	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC5567945|XP_001657756.2|AAEG	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC5576246|XP_021705485.1|AAEG	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC5576239|XP_001656017.2|AAEG	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC5576237|XP_021709188.1|AAEG	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC5568393|XP_001658037.1|AAEG	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC5566609|XP_001651006.2|AAEG	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC5566596|XP_001650993.1|AAEG	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC5566594|XP_021705105.1|AAEG	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC5566589|XP_021709067.1|AAEG	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC5567500|XP_001651798.1|AAEG	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC5571126|XP_021709267.1|AAEG	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC5574767|XP_021705247.1|AAEG	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC5573755|XP_021708369.1|AAEG	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC5573753|XP_001654781.1|AAEG	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC5573752|XP_001654780.2|AAEG	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC5573747|XP_001654775.2|AAEG	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC5573737|XP_001654763.2|AAEG	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC5579653|XP_001648127.2|AAEG	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC5572221|XP_021710698.1|AAEG	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC5577235|XP_001656341.1|AAEG	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC5577233|XP_021705236.1|AAEG	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC5564723|XP_001649078.2|AAEG	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC5564731|XP_001649076.2|AAEG	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC5564726|XP_001649070.1|AAEG	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC5565490|XP_021705968.1|AAEG	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC5576927|XP_021709153.1|AAEG	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC5576937|XP_001656299.2|AAEG	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC5575771|XP_021704796.1|AAEG	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC5573068|XP_001654399.1|AAEG	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC5573062|XP_001654385.2|AAEG	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC5570999|XP_001653427.2|AAEG	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC5570998|XP_021706986.1|AAEG	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC5571005|XP_001653434.1|AAEG	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC5571009|XP_001653438.1|AAEG	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC5571011|XP_001653441.1|AAEG	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC5571016|XP_021710932.1|AAEG	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC5575074|XP_001661812.1|AAEG	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC5575075|XP_021707755.1|AAEG	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC5575082|XP_001661804.1|AAEG	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC5578878|XP_001664087.2|AAEG	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC5576142|XP_021710000.1|AAEG	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC5565029|XP_021706847.1|AAEG	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC110680778|XP_021712254.1|AAEG, LOC5567131|XP_001651557.2|AAEG	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC23687601|XP_021708563.1|AAEG	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC5570985|XP_021706602.1|AAEG	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC5563928|XP_021705111.1|AAEG	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC5575390|XP_021705255.1|AAEG	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC5564296|XP_001648645.2|AAEG	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC5566763|XP_021704818.1|AAEG	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC5575284|XP_021706749.1|AAEG	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC5575275|XP_001661881.1|AAEG	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC110679616|XP_021710599.1|AAEG	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC5575272|XP_021710551.1|AAEG	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC5573623|XP_001660945.1|AAEG	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC5571581|XP_021707500.1|AAEG	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC5563890|XP_021710388.1|AAEG	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC23687758|XP_021710910.1|AAEG	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC5573834|XP_001654860.1|AAEG	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC5573828|XP_001654855.1|AAEG	LOC120421462|XP_039440608.1|CPIP
