Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0003963	LOC5566802|XP_001651210.2|AAEG	LOC108021109|XP_016945139.1|DSUZ
OG0003964	LOC5566808|XP_001651217.2|AAEG	LOC108005438|XP_016924217.1|DSUZ
OG0003965	LOC5576029|XP_021702590.1|AAEG	LOC108011955|XP_016932696.1|DSUZ
OG0003966	LOC5576033|XP_001655974.1|AAEG	LOC108014079|XP_016935589.2|DSUZ
OG0003967	LOC5564541|XP_021702637.1|AAEG	LOC108009260|XP_016928935.1|DSUZ
OG0003968	LOC5564542|XP_021702650.1|AAEG	LOC108008370|XP_036668993.1|DSUZ
OG0003969	LOC5579501|XP_021702670.1|AAEG	LOC108009693|XP_016929731.1|DSUZ
OG0003970	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG	LOC108021021|XP_016944994.1|DSUZ
OG0003971	LOC5577549|XP_021702790.1|AAEG	LOC108021642|XP_016945939.1|DSUZ
OG0003972	LOC5577548|XP_001656564.1|AAEG	LOC108012957|XP_016933996.1|DSUZ
OG0003973	LOC5577542|XP_001656558.1|AAEG	LOC108009474|XP_016929343.1|DSUZ
OG0003974	LOC23687576|XP_011493724.1|AAEG	LOC108010183|XP_016930514.1|DSUZ
OG0003975	LOC5577896|XP_021702830.1|AAEG	LOC108019106|XP_016942301.1|DSUZ
OG0003976	LOC5580034|XP_001660687.1|AAEG	LOC108016863|XP_016939225.1|DSUZ
OG0003977	LOC5580036|XP_001660686.1|AAEG	LOC108005179|XP_016923852.1|DSUZ
OG0003978	LOC5573243|XP_001654452.1|AAEG	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ
OG0003979	LOC5573252|XP_001654462.1|AAEG	LOC108021613|XP_016945901.1|DSUZ
OG0003980	LOC5573253|XP_001654463.1|AAEG	LOC108004898|XP_016923470.2|DSUZ
OG0003981	LOC23687788|XP_011493540.1|AAEG	LOC108014291|XP_036668715.1|DSUZ
OG0003982	LOC5573254|XP_021702922.1|AAEG	LOC108007997|XP_016927269.1|DSUZ
OG0003983	LOC5573255|XP_001654466.1|AAEG	LOC108010046|XP_016930349.1|DSUZ
OG0003984	LOC5579234|XP_021702950.1|AAEG	LOC108021249|XP_016945356.1|DSUZ
OG0003985	LOC5579235|XP_021702955.1|AAEG	LOC108013718|XP_036678675.1|DSUZ
OG0003986	LOC5564833|XP_021703001.1|AAEG	LOC108010711|XP_016931118.1|DSUZ
OG0003987	LOC5564852|XP_021703004.1|AAEG	LOC108019030|XP_016942136.1|DSUZ
OG0003988	LOC5569075|XP_001658305.2|AAEG	LOC108021371|XP_016945551.1|DSUZ
OG0003989	LOC5569078|XP_021703045.1|AAEG	LOC108021394|XP_016945581.1|DSUZ
OG0003990	LOC5567981|XP_001657802.1|AAEG	LOC108021587|XP_016945865.1|DSUZ
OG0003991	LOC5567979|XP_021703064.1|AAEG	LOC108020921|XP_016944830.1|DSUZ
OG0003992	LOC5567974|XP_001657796.2|AAEG	LOC108021647|XP_016945948.1|DSUZ
OG0003993	LOC110675225|XP_021695345.1|AAEG	LOC108019067|XP_016942201.1|DSUZ
OG0003994	LOC110677016|XP_021703090.1|AAEG	LOC108011728|XP_016932438.2|DSUZ
OG0003995	LOC5572772|XP_001660592.2|AAEG	LOC108019878|XP_016943438.1|DSUZ
OG0003996	LOC5573701|XP_001661019.1|AAEG	LOC108017897|XP_016940556.1|DSUZ
OG0003997	LOC5573693|XP_001661022.2|AAEG	LOC108010162|XP_016930493.1|DSUZ
OG0003998	LOC5568927|XP_021703191.1|AAEG	LOC108007592|XP_036678382.1|DSUZ
OG0003999	LOC5568918|XP_001658243.1|AAEG	LOC108014509|XP_016936136.1|DSUZ
OG0004000	LOC5573202|XP_001660743.2|AAEG	LOC108015010|XP_016936727.1|DSUZ
OG0004001	LOC5573173|XP_021703270.1|AAEG	LOC108009707|XP_016929751.1|DSUZ
OG0004002	LOC5573180|XP_001660797.2|AAEG	LOC108007021|XP_016926119.1|DSUZ
OG0004003	LOC5578840|XP_021703302.1|AAEG	LOC108016339|XP_016938573.1|DSUZ
OG0004004	LOC5578838|XP_001657197.2|AAEG	LOC108017958|XP_016940719.1|DSUZ
OG0004005	LOC5578837|XP_021703325.1|AAEG	LOC108005223|XP_016923906.1|DSUZ
OG0004006	LOC5573934|XP_001654970.1|AAEG	LOC108018810|XP_016941888.1|DSUZ
OG0004007	LOC5573938|XP_001654974.1|AAEG	LOC108004689|XP_016923189.1|DSUZ
OG0004008	LOC5573942|XP_021703389.1|AAEG	LOC108012221|XP_016933008.1|DSUZ
OG0004009	LOC5569871|XP_001658768.2|AAEG	LOC108005464|XP_016924252.1|DSUZ
OG0004010	LOC5575569|XP_021703476.1|AAEG	LOC108016199|XP_016938318.1|DSUZ
OG0004011	LOC5575573|XP_001662051.2|AAEG	LOC108007392|XP_016926538.1|DSUZ
OG0004012	LOC5575560|XP_021703498.1|AAEG	LOC108012188|XP_016932973.2|DSUZ
OG0004013	LOC5566981|XP_021703518.1|AAEG	LOC108021448|XP_016945661.1|DSUZ
OG0004014	LOC5566973|XP_001651394.2|AAEG	LOC108012375|XP_016933219.1|DSUZ
OG0004015	LOC5566986|XP_001651391.2|AAEG	LOC108011958|XP_016932706.1|DSUZ
OG0004016	LOC5568000|XP_021703527.1|AAEG	LOC108021055|XP_016945051.1|DSUZ
OG0004017	LOC5568007|XP_001657813.1|AAEG	LOC108019724|XP_016943134.1|DSUZ
OG0004018	LOC5568003|XP_001657811.1|AAEG	LOC108017738|XP_016940336.1|DSUZ
OG0004019	LOC5572061|XP_001653827.1|AAEG	LOC108021087|XP_016945098.1|DSUZ
OG0004020	LOC5565854|XP_001650201.1|AAEG	LOC108021540|XP_016945799.1|DSUZ
OG0004021	LOC5565832|XP_001650202.1|AAEG	LOC108020891|XP_016944788.1|DSUZ
OG0004022	LOC5565846|XP_001650206.1|AAEG	LOC108021053|XP_016945048.1|DSUZ
OG0004023	LOC5565831|XP_021703615.1|AAEG	LOC108008864|XP_016928257.1|DSUZ
OG0004024	LOC5565862|XP_021703629.1|AAEG	LOC108021646|XP_016945947.1|DSUZ
OG0004025	LOC5573443|XP_001654613.1|AAEG	LOC108004680|XP_016923160.2|DSUZ
OG0004026	LOC5573444|XP_021703673.1|AAEG	LOC108020954|XP_016944885.1|DSUZ
OG0004027	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG	LOC108008512|XP_016927869.1|DSUZ
OG0004028	LOC5575523|XP_001662027.2|AAEG	LOC108004698|XP_016923201.1|DSUZ
OG0004029	LOC5575522|XP_021703720.1|AAEG	LOC108021406|XP_016945600.1|DSUZ
OG0004030	LOC5564922|XP_001649283.2|AAEG	LOC108010064|XP_016930366.1|DSUZ
OG0004031	LOC5564940|XP_021703761.1|AAEG	LOC108021701|XP_016946020.1|DSUZ
OG0004032	LOC5570853|XP_021703771.1|AAEG	LOC108007824|XP_036677855.1|DSUZ
OG0004033	LOC5570858|XP_001653364.2|AAEG	LOC108017705|XP_016940306.1|DSUZ
OG0004034	LOC5565916|XP_001650272.2|AAEG	LOC108016291|XP_036668631.1|DSUZ
OG0004035	LOC5565892|XP_001650264.1|AAEG	LOC108018598|XP_016941650.1|DSUZ
OG0004036	LOC5565901|XP_001650262.2|AAEG	LOC108015563|XP_016937535.1|DSUZ
OG0004037	LOC5565894|XP_021703833.1|AAEG	LOC108011963|XP_016932710.1|DSUZ
OG0004038	LOC5565923|XP_001650245.1|AAEG	LOC108006858|XP_016925917.1|DSUZ
OG0004039	LOC5569703|XP_001658690.2|AAEG	LOC108015122|XP_016936870.1|DSUZ
OG0004040	LOC5569717|XP_021703878.1|AAEG	LOC108009716|XP_016929767.1|DSUZ
OG0004041	LOC5569718|XP_001658707.2|AAEG	LOC108015007|XP_016936724.1|DSUZ
OG0004042	LOC5568190|XP_001652129.1|AAEG	LOC108013469|XP_016934840.1|DSUZ
OG0004043	LOC5568194|XP_001652133.2|AAEG	LOC108021118|XP_016945156.1|DSUZ
OG0004044	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG	LOC108004710|XP_016923214.1|DSUZ
OG0004045	LOC5568078|XP_001652015.1|AAEG	LOC108020894|XP_016944797.1|DSUZ
OG0004046	LOC5568069|XP_001652009.2|AAEG	LOC108021508|XP_016945751.1|DSUZ
OG0004047	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG	LOC108021523|XP_016945771.1|DSUZ
OG0004048	LOC5568072|XP_021703998.1|AAEG	LOC108021168|XP_016945239.1|DSUZ
OG0004049	LOC5567336|XP_001651760.1|AAEG	LOC108021094|XP_016945108.1|DSUZ
OG0004050	LOC110677250|XP_021704051.1|AAEG	LOC108006198|XP_016925127.1|DSUZ
OG0004051	LOC5569754|XP_021704088.1|AAEG	LOC108017296|XP_016939808.1|DSUZ
OG0004052	LOC5568566|XP_021705802.1|AAEG	LOC108016732|XP_016938951.2|DSUZ
OG0004053	LOC5568564|XP_001652392.1|AAEG	LOC108009806|XP_016929969.1|DSUZ
OG0004054	LOC5568561|XP_001652388.2|AAEG	LOC108010883|XP_036673762.1|DSUZ
OG0004055	LOC5563804|XP_001648087.1|AAEG	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ
OG0004056	LOC110678315|XP_021706704.1|AAEG	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ
OG0004057	LOC5567857|XP_001651894.1|AAEG	LOC108012235|XP_016933021.2|DSUZ
OG0004058	LOC5570311|XP_001653134.2|AAEG	LOC108007167|XP_016926276.1|DSUZ
OG0004059	LOC5570317|XP_001653143.2|AAEG	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ
OG0004060	LOC5571892|XP_001653802.1|AAEG	LOC108006050|XP_036674318.1|DSUZ
OG0004061	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG	LOC108005118|XP_036676952.1|DSUZ
OG0004062	LOC5571900|XP_021708280.1|AAEG	LOC108013433|XP_016934789.1|DSUZ
OG0004063	LOC5570208|XP_001658980.2|AAEG	LOC108016928|XP_016939345.1|DSUZ
OG0004064	LOC5570203|XP_021704586.1|AAEG	LOC108013775|XP_016935226.1|DSUZ
OG0004065	LOC5570214|XP_021708074.1|AAEG	LOC108009082|XP_036669330.1|DSUZ
OG0004066	LOC5570206|XP_001658991.1|AAEG	LOC108009020|XP_016928481.1|DSUZ
OG0004067	LOC5570202|XP_001658992.1|AAEG	LOC108005467|XP_016924251.1|DSUZ
OG0004068	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG	LOC108016374|XP_016938507.2|DSUZ
OG0004069	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG	LOC108016372|XP_036672952.1|DSUZ
OG0004070	LOC5572846|XP_001660602.1|AAEG	LOC108011805|XP_016932532.2|DSUZ
OG0004071	LOC5572847|XP_001660604.1|AAEG	LOC108013405|XP_016934748.1|DSUZ
OG0004072	LOC5572842|XP_021705818.1|AAEG	LOC108013406|XP_016934750.1|DSUZ
OG0004073	LOC5564312|XP_001648677.1|AAEG	LOC108016901|XP_016939306.1|DSUZ
OG0004074	LOC5564297|XP_001648670.1|AAEG	LOC108010034|XP_016930329.1|DSUZ
OG0004075	LOC5564325|XP_021704706.1|AAEG	LOC108019731|XP_016943146.1|DSUZ
OG0004076	LOC5570142|XP_021706308.1|AAEG	LOC108019729|XP_016943138.1|DSUZ
OG0004077	LOC5570127|XP_021706331.1|AAEG	LOC108011941|XP_016932679.1|DSUZ
OG0004078	LOC5568065|XP_001651996.1|AAEG	LOC108014064|XP_016935572.2|DSUZ
OG0004079	LOC5568041|XP_001651974.1|AAEG	LOC108021818|XP_016946111.1|DSUZ
OG0004080	LOC5575105|XP_001661827.1|AAEG	LOC108018185|XP_016941178.1|DSUZ
OG0004081	LOC5575101|XP_021705926.1|AAEG	LOC108009316|XP_016929066.1|DSUZ
OG0004082	LOC23687533|XP_011493503.2|AAEG	LOC108008096|XP_016927374.2|DSUZ
OG0004083	LOC5572242|XP_001653925.1|AAEG	LOC108015778|XP_016937820.1|DSUZ
OG0004084	LOC5572241|XP_021707226.1|AAEG	LOC108010673|XP_036672163.1|DSUZ
OG0004085	LOC5576657|XP_001656191.2|AAEG	LOC108015676|XP_016937677.2|DSUZ
OG0004086	LOC5578570|XP_021708287.1|AAEG	LOC108020143|XP_036673589.1|DSUZ
OG0004087	LOC5577436|XP_001663363.1|AAEG	LOC108004650|XP_016923089.1|DSUZ
OG0004088	LOC5571136|XP_001659576.1|AAEG	LOC108016162|XP_036675519.1|DSUZ
OG0004089	LOC5571132|XP_001659572.2|AAEG	LOC108004686|XP_036676989.1|DSUZ
OG0004090	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG	LOC108017588|XP_036673426.1|DSUZ
OG0004091	LOC5574405|XP_001655112.1|AAEG	LOC108014162|XP_016935685.1|DSUZ
OG0004092	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG	LOC108016899|XP_016939300.1|DSUZ
OG0004094	LOC5576941|XP_001663023.1|AAEG	LOC108018943|XP_016942030.1|DSUZ
OG0004095	LOC5568149|XP_001652095.1|AAEG	LOC108007249|XP_016926376.2|DSUZ
OG0004096	LOC5568148|XP_021704321.1|AAEG	LOC108020158|XP_016943748.1|DSUZ
OG0004097	LOC5575637|XP_021706343.1|AAEG	LOC108011256|XP_016931852.2|DSUZ
OG0004098	LOC5575638|XP_001655783.1|AAEG	LOC108015682|XP_016937688.2|DSUZ
OG0004099	LOC23687777|XP_021710575.1|AAEG	LOC108005934|XP_036674985.1|DSUZ
OG0004100	LOC5570074|XP_001653060.2|AAEG	LOC108005921|XP_036675128.1|DSUZ
OG0004101	LOC5570075|XP_021704728.1|AAEG	LOC108007314|XP_016926450.2|DSUZ
OG0004102	LOC110677897|XP_021705464.1|AAEG	LOC108005925|XP_036675122.1|DSUZ
OG0004103	LOC5570080|XP_001653066.1|AAEG	LOC118878100|XP_036675335.1|DSUZ
OG0004104	LOC5570081|XP_021706073.1|AAEG	LOC108007800|XP_036674608.1|DSUZ
OG0004105	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG	LOC108013774|XP_016935225.1|DSUZ
OG0004106	LOC5573981|XP_001655002.2|AAEG	LOC108006890|XP_016925965.2|DSUZ
OG0004107	LOC5573984|XP_001655003.1|AAEG	LOC108013603|XP_016935029.1|DSUZ
OG0004108	LOC5573965|XP_001655006.1|AAEG	LOC108011494|XP_016932133.2|DSUZ
OG0004109	LOC5573966|XP_001655011.1|AAEG	LOC108017589|XP_036673427.1|DSUZ
OG0004110	LOC5573974|XP_001655016.1|AAEG	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ
OG0004111	LOC5573976|XP_001655018.1|AAEG	LOC108019977|XP_036674272.1|DSUZ
OG0004112	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG	LOC108014078|XP_036675532.1|DSUZ
OG0004113	LOC5566563|XP_021704187.1|AAEG	LOC108011229|XP_016931821.1|DSUZ
OG0004114	LOC5566570|XP_001650959.1|AAEG	LOC108019069|XP_036675846.1|DSUZ
OG0004115	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG	LOC108019066|XP_016942196.1|DSUZ
OG0004116	LOC5564521|XP_021710988.1|AAEG	LOC108019983|XP_016943557.2|DSUZ
OG0004117	LOC5578740|XP_021705140.1|AAEG	LOC108011394|XP_016932003.2|DSUZ
OG0004118	LOC5573337|XP_001660824.1|AAEG	LOC108009190|XP_016928830.1|DSUZ
OG0004119	LOC5567547|XP_001657521.1|AAEG	LOC108018590|XP_016941638.2|DSUZ
OG0004120	LOC110679441|XP_021709713.1|AAEG	LOC108006433|XP_016925445.2|DSUZ
OG0004121	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG	LOC118877274|XP_036671077.1|DSUZ
OG0004122	LOC5567386|XP_021708202.1|AAEG	LOC108004913|XP_016923488.1|DSUZ
OG0004123	LOC5576834|XP_021708342.1|AAEG	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ
OG0004124	LOC5578019|XP_021707647.1|AAEG	LOC108005134|XP_036676977.1|DSUZ
OG0004125	LOC5577996|XP_001656734.1|AAEG	LOC108019308|XP_016942617.1|DSUZ
OG0004126	LOC5577995|XP_021709960.1|AAEG	LOC108019299|XP_036675331.1|DSUZ
OG0004127	LOC5565979|XP_021705544.1|AAEG	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ
OG0004128	LOC5577451|XP_001663377.1|AAEG	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ
OG0004129	LOC5579176|XP_021710519.1|AAEG	LOC108009373|XP_016929166.1|DSUZ
OG0004130	LOC5564275|XP_021705228.1|AAEG	LOC108015841|XP_036675779.1|DSUZ
OG0004131	LOC5566157|XP_001650538.2|AAEG	LOC108014804|XP_036673550.1|DSUZ
OG0004132	LOC5566156|XP_021708264.1|AAEG	LOC108007107|XP_036671564.1|DSUZ
OG0004133	LOC5566155|XP_021706247.1|AAEG	LOC108021247|XP_016945349.1|DSUZ
OG0004134	LOC5566678|XP_021707190.1|AAEG	LOC108006630|XP_036673211.1|DSUZ
OG0004135	LOC5579293|XP_021711565.1|AAEG	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ
OG0004136	LOC5568849|XP_021705190.1|AAEG	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ
OG0004137	LOC5575031|XP_021710049.1|AAEG	LOC108008807|XP_016928201.1|DSUZ
OG0004138	LOC5570968|XP_001659432.1|AAEG	LOC108005630|XP_016924430.2|DSUZ
OG0004139	LOC5570967|XP_001659433.2|AAEG	LOC108019097|XP_016942279.1|DSUZ
OG0004140	LOC5573549|XP_001654684.1|AAEG	LOC108016635|XP_016938821.1|DSUZ
OG0004141	LOC5576331|XP_021711252.1|AAEG	LOC108009696|XP_016929743.1|DSUZ
OG0004142	LOC5563635|XP_021705224.1|AAEG	LOC108005167|XP_016923831.1|DSUZ
OG0004143	LOC5563654|XP_001647884.1|AAEG	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ
OG0004144	LOC5575009|XP_001661752.1|AAEG	LOC108021608|XP_016945897.1|DSUZ
OG0004145	LOC5575013|XP_021707018.1|AAEG	LOC108013199|XP_016934397.1|DSUZ
OG0004146	LOC5570148|XP_001658950.2|AAEG	LOC108014582|XP_016936231.2|DSUZ
OG0004147	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG	LOC108021412|XP_016945612.1|DSUZ
OG0004148	LOC5576785|XP_021704579.1|AAEG	LOC108008055|XP_036672771.1|DSUZ
OG0004149	LOC110678682|XP_021707580.1|AAEG	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ
OG0004150	LOC5575408|XP_001661928.2|AAEG	LOC108004905|XP_016923479.2|DSUZ
OG0004151	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG	LOC108010848|XP_016931309.2|DSUZ
OG0004152	LOC5567059|XP_021707475.1|AAEG	LOC108016263|XP_036675172.1|DSUZ
OG0004153	LOC5566935|XP_001651349.2|AAEG	LOC108009545|XP_016929476.1|DSUZ
OG0004154	LOC5566936|XP_001651351.1|AAEG	LOC108014335|XP_016935902.1|DSUZ
OG0004155	LOC5564347|XP_021705904.1|AAEG	LOC108014583|XP_016936232.2|DSUZ
OG0004156	LOC5564356|XP_001648702.2|AAEG	LOC108014156|XP_036674026.1|DSUZ
OG0004157	LOC5564352|XP_001648705.1|AAEG	LOC108015288|XP_016937150.1|DSUZ
OG0004158	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG	LOC108012587|XP_016933493.1|DSUZ
OG0004159	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG	LOC108007939|XP_016927199.1|DSUZ
OG0004160	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG	LOC108013243|XP_016934479.1|DSUZ
OG0004161	LOC5575301|XP_021709548.1|AAEG	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ
OG0004162	LOC5572563|XP_001654078.2|AAEG	LOC108016436|XP_016938576.2|DSUZ
OG0004163	LOC5572570|XP_021704577.1|AAEG	LOC108010597|XP_016930975.2|DSUZ
OG0004164	LOC5577087|XP_021706999.1|AAEG	LOC108011645|XP_036673661.1|DSUZ
OG0004165	LOC5575775|XP_001662199.1|AAEG	LOC108009797|XP_016929948.1|DSUZ
OG0004166	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG	LOC108010063|XP_016930365.1|DSUZ
OG0004167	LOC5569283|XP_001652819.2|AAEG	LOC108007048|XP_016926144.2|DSUZ
OG0004168	LOC5580142|XP_021704229.1|AAEG	LOC108011524|XP_036673992.1|DSUZ
OG0004169	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG	LOC108004767|XP_036677071.1|DSUZ
OG0004170	LOC5576101|XP_021709845.1|AAEG	LOC108004637|XP_016923075.1|DSUZ
OG0004171	LOC5576096|XP_021704208.1|AAEG	LOC108021822|XP_016946114.1|DSUZ
OG0004172	LOC5573800|XP_021704200.1|AAEG	LOC108006308|XP_016925286.1|DSUZ
OG0004173	LOC5571075|XP_021704199.1|AAEG	LOC108008609|XP_016927979.1|DSUZ
OG0004174	LOC5571073|XP_021705600.1|AAEG	LOC108019735|XP_016943153.1|DSUZ
OG0004175	LOC5571069|XP_021711674.1|AAEG	LOC108010187|XP_016930519.1|DSUZ
OG0004176	LOC5571059|XP_001659495.1|AAEG	LOC108013278|XP_016934538.1|DSUZ
OG0004177	LOC5575615|XP_021709477.1|AAEG	LOC108014157|XP_036673967.1|DSUZ
OG0004178	LOC23687700|XP_021707715.1|AAEG	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ
OG0004179	LOC5567259|XP_021706629.1|AAEG	LOC108016847|XP_016939196.1|DSUZ
OG0004180	LOC5574666|XP_021711097.1|AAEG	LOC108015591|XP_036672538.1|DSUZ
OG0004181	LOC23687827|XP_021707711.1|AAEG	LOC108011897|XP_016932635.2|DSUZ
OG0004182	LOC5567586|XP_021709422.1|AAEG	LOC108013269|XP_016934520.1|DSUZ
OG0004183	LOC5574876|XP_021705871.1|AAEG	LOC108013575|XP_016934991.1|DSUZ
OG0004184	LOC5568503|XP_001652323.1|AAEG	LOC108011874|XP_016932608.1|DSUZ
OG0004185	LOC5568500|XP_021710070.1|AAEG	LOC108011970|XP_016932719.1|DSUZ
OG0004186	LOC5568499|XP_001652327.1|AAEG	LOC108016779|XP_016939034.1|DSUZ
OG0004187	LOC5568509|XP_001652333.2|AAEG	LOC108019282|XP_016942585.1|DSUZ
OG0004188	LOC5575998|XP_021709796.1|AAEG	LOC108011515|XP_016932160.2|DSUZ
OG0004189	LOC5575997|XP_001655962.2|AAEG	LOC108011487|XP_016932125.2|DSUZ
OG0004190	LOC5575992|XP_021705688.1|AAEG	LOC108018438|XP_036675070.1|DSUZ
OG0004191	LOC5575991|XP_001655946.2|AAEG	LOC108017122|XP_016939574.1|DSUZ
OG0004192	LOC5565476|XP_021705041.1|AAEG	LOC118877582|XP_036672743.1|DSUZ
OG0004193	LOC5575719|XP_021705862.1|AAEG	LOC108018862|XP_016941940.2|DSUZ
OG0004194	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG	LOC108018634|XP_016941690.2|DSUZ
OG0004195	LOC5568218|XP_021708416.1|AAEG	LOC108005361|XP_016924099.1|DSUZ
OG0004196	LOC5568215|XP_021711241.1|AAEG	LOC108007210|XP_036674223.1|DSUZ
OG0004197	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG	LOC108010644|XP_016931032.2|DSUZ
OG0004198	LOC5572967|XP_001654296.1|AAEG	LOC108013800|XP_016935263.2|DSUZ
OG0004199	LOC5567598|XP_021711623.1|AAEG	LOC108012176|XP_036673811.1|DSUZ
OG0004200	LOC5569649|XP_001652910.1|AAEG	LOC108008268|XP_016927546.2|DSUZ
OG0004201	LOC5569648|XP_001652911.1|AAEG	LOC108007243|XP_036674210.1|DSUZ
OG0004202	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG	LOC108005978|XP_036673130.1|DSUZ
OG0004203	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG	LOC108014810|XP_036673551.1|DSUZ
OG0004204	LOC5569658|XP_021706639.1|AAEG	LOC108011384|XP_016931992.2|DSUZ
OG0004205	LOC5564180|XP_001648494.1|AAEG	LOC108013367|XP_016934675.1|DSUZ
OG0004206	LOC5564157|XP_021709566.1|AAEG	LOC108005058|XP_016923686.1|DSUZ, LOC118877681|XP_036673281.1|DSUZ
OG0004207	LOC5564160|XP_021706244.1|AAEG	LOC108005045|XP_016923672.1|DSUZ, LOC108005027|XP_016923651.2|DSUZ
OG0004208	LOC5564181|XP_001648503.2|AAEG	LOC108010608|XP_016930989.2|DSUZ
OG0004209	LOC5564172|XP_011493224.1|AAEG	LOC108011486|XP_016932124.2|DSUZ
OG0004210	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG	LOC108014418|XP_036672830.1|DSUZ
OG0004211	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG	LOC108020206|XP_016943813.1|DSUZ
OG0004212	LOC5575808|XP_021708196.1|AAEG	LOC108017493|XP_016940033.1|DSUZ
OG0004213	LOC5578459|XP_001656981.1|AAEG	LOC108018520|XP_016941562.2|DSUZ
OG0004214	LOC5578445|XP_001656966.1|AAEG	LOC108008399|XP_016927733.1|DSUZ
OG0004215	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG	LOC108018068|XP_016940953.1|DSUZ
OG0004216	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG	LOC108012461|XP_016933338.1|DSUZ
OG0004217	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG	LOC108012392|XP_016933239.1|DSUZ
OG0004218	LOC5579953|XP_001652244.1|AAEG	LOC108016656|XP_016938854.1|DSUZ
OG0004219	LOC5578893|XP_001664104.1|AAEG	LOC108007984|XP_016927253.2|DSUZ
OG0004220	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG	LOC108014568|XP_036673373.1|DSUZ
OG0004221	LOC5570877|XP_001659396.1|AAEG	LOC108014420|XP_016936020.1|DSUZ
OG0004222	LOC5570888|XP_001659399.2|AAEG	LOC108014340|XP_036673846.1|DSUZ
OG0004223	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG	LOC108019288|XP_016942592.2|DSUZ
OG0004224	LOC5577812|XP_021710701.1|AAEG	LOC108016274|XP_036674891.1|DSUZ
OG0004225	LOC5577814|XP_021710704.1|AAEG	LOC108018921|XP_016942002.1|DSUZ
OG0004226	LOC5567156|XP_021708629.1|AAEG	LOC108004949|XP_036673726.1|DSUZ
OG0004227	LOC5567150|XP_021708808.1|AAEG	LOC108014802|XP_036673548.1|DSUZ
