Orthogroup	AAEG.longest_only	DBIA.longest_only
OG0004403	LOC5578353|XP_021706296.1|AAEG	LOC108022517|XP_016946975.1|DBIA
OG0004404	LOC5577779|XP_021710324.1|AAEG	LOC108035418|XP_016966532.1|DBIA
OG0004405	LOC5577768|XP_001663541.2|AAEG	LOC108028354|XP_016955600.1|DBIA
OG0004406	LOC5567242|XP_001651673.1|AAEG	LOC108035154|XP_016966087.1|DBIA
OG0004407	LOC5567239|XP_021707680.1|AAEG	LOC108029600|XP_016957462.1|DBIA
OG0004408	LOC5567209|XP_001651638.2|AAEG	LOC108034493|XP_016964887.1|DBIA
OG0004409	LOC5571204|XP_021706286.1|AAEG	LOC108035693|XP_016966904.1|DBIA
OG0004410	LOC5571908|XP_021706697.1|AAEG	LOC108022654|XP_016947201.1|DBIA
OG0004411	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG	LOC108030882|XP_016959528.1|DBIA
OG0004412	LOC5574815|XP_001655375.2|AAEG	LOC108030881|XP_016959527.1|DBIA
OG0004413	LOC5574813|XP_021709590.1|AAEG	LOC108026840|XP_016953505.1|DBIA
OG0004414	LOC5577739|XP_021707423.1|AAEG	LOC108026950|XP_016953652.1|DBIA
OG0004415	LOC5579102|XP_021710240.1|AAEG	LOC108030212|XP_016958468.1|DBIA
OG0004416	LOC5579113|XP_021711273.1|AAEG	LOC108030391|XP_016958762.1|DBIA
OG0004417	LOC5579115|XP_001657314.2|AAEG	LOC108032008|XP_016961295.1|DBIA
OG0004418	LOC5579118|XP_021709717.1|AAEG	LOC108030112|XP_016958295.1|DBIA
OG0004419	LOC5579127|XP_021704838.1|AAEG	LOC108029570|XP_016957417.1|DBIA
OG0004420	LOC5572081|XP_001660163.1|AAEG	LOC108029374|XP_016957091.1|DBIA
OG0004421	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG	LOC108028797|XP_016956269.1|DBIA
OG0004422	LOC5566059|XP_021707681.1|AAEG	LOC108028098|XP_016955232.1|DBIA
OG0004423	LOC5578083|XP_001656777.2|AAEG	LOC108022574|XP_016947081.1|DBIA
OG0004424	LOC5578110|XP_021708269.1|AAEG	LOC108022916|XP_016947612.1|DBIA
OG0004425	LOC5578114|XP_001656812.2|AAEG	LOC108028347|XP_016955588.1|DBIA
OG0004426	LOC5578116|XP_001656814.2|AAEG	LOC108028688|XP_016956121.1|DBIA
OG0004427	LOC5580211|XP_001662069.2|AAEG	LOC108030614|XP_016959097.1|DBIA
OG0004428	LOC5580215|XP_021708529.1|AAEG	LOC108031576|XP_016960626.1|DBIA
OG0004429	LOC110678383|XP_021706892.1|AAEG	LOC108033650|XP_016963574.1|DBIA
OG0004430	LOC5574076|XP_021709995.1|AAEG	LOC108034996|XP_016965824.1|DBIA
OG0004431	LOC110677852|XP_021705245.1|AAEG	LOC108032172|XP_016961515.1|DBIA
OG0004432	LOC5566901|XP_021706801.1|AAEG	LOC108032171|XP_016961514.1|DBIA
OG0004433	LOC5566873|XP_021704683.1|AAEG	LOC108030883|XP_016959530.1|DBIA
OG0004434	LOC5566864|XP_001651292.1|AAEG	LOC108029673|XP_016957608.1|DBIA
OG0004435	LOC5564592|XP_001648929.2|AAEG	LOC108026966|XP_016953670.1|DBIA
OG0004436	LOC5564596|XP_021704858.1|AAEG	LOC108036901|XP_016968770.1|DBIA
OG0004437	LOC5564587|XP_001648943.2|AAEG	LOC108023080|XP_016947819.1|DBIA
OG0004438	LOC5564581|XP_001648944.1|AAEG	LOC108036917|XP_016968817.1|DBIA
OG0004439	LOC5579921|XP_021705817.1|AAEG	LOC108022462|XP_016946859.1|DBIA
OG0004440	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG	LOC108022840|XP_016947500.1|DBIA
OG0004441	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG	LOC108032378|XP_016961688.1|DBIA
OG0004442	LOC5577284|XP_001663319.1|AAEG	LOC108022650|XP_016947196.1|DBIA
OG0004443	LOC5574180|XP_001661237.1|AAEG	LOC108035084|XP_016965989.1|DBIA
OG0004444	LOC5567491|XP_001657499.1|AAEG	LOC108036391|XP_016967989.1|DBIA
OG0004445	LOC5567474|XP_021708276.1|AAEG	LOC108026943|XP_016953645.1|DBIA
OG0004446	LOC5567473|XP_001657478.1|AAEG	LOC108025268|XP_016951119.1|DBIA
OG0004447	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG	LOC108026019|XP_016952198.1|DBIA
OG0004448	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG	LOC108022260|XP_016946608.1|DBIA
OG0004449	LOC5567464|XP_001657464.1|AAEG	LOC108030624|XP_016959116.1|DBIA
OG0004450	LOC5569725|XP_001652952.2|AAEG	LOC108022861|XP_016947526.1|DBIA
OG0004451	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG	LOC108022835|XP_016947491.1|DBIA
OG0004452	LOC5566540|XP_001650935.1|AAEG	LOC108026948|XP_016953650.1|DBIA
OG0004453	LOC5566539|XP_021708933.1|AAEG	LOC108022665|XP_016947222.1|DBIA
OG0004454	LOC5568974|XP_001652628.1|AAEG	LOC108031086|XP_016959780.1|DBIA
OG0004455	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG	LOC108030702|XP_016959230.1|DBIA
OG0004456	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG	LOC108023566|XP_016948646.1|DBIA
OG0004457	LOC5568952|XP_001652622.1|AAEG	LOC108030621|XP_016959112.1|DBIA
OG0004458	LOC5568949|XP_021709778.1|AAEG	LOC108030650|XP_016959157.1|DBIA
OG0004459	LOC5568954|XP_021709787.1|AAEG	LOC108035909|XP_016967165.1|DBIA
OG0004460	LOC5571614|XP_001659809.1|AAEG	LOC108035000|XP_016965828.1|DBIA
OG0004461	LOC5565429|XP_021710321.1|AAEG	LOC108030613|XP_016959096.1|DBIA
OG0004462	LOC5565421|XP_001649776.1|AAEG	LOC108035920|XP_016967186.1|DBIA
OG0004463	LOC5565436|XP_021706597.1|AAEG	LOC108030810|XP_016959396.1|DBIA
OG0004464	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG	LOC108035171|XP_016966121.1|DBIA
OG0004465	LOC5565418|XP_001649762.2|AAEG	LOC108035953|XP_016967245.1|DBIA
OG0004466	LOC110679619|XP_021710611.1|AAEG	LOC108035948|XP_016967239.1|DBIA
OG0004467	LOC5567897|XP_021710633.1|AAEG	LOC108028517|XP_016955889.1|DBIA
OG0004468	LOC5567895|XP_001651932.2|AAEG	LOC108028516|XP_016955887.1|DBIA
OG0004469	LOC5567889|XP_001651924.1|AAEG	LOC108030701|XP_016959228.1|DBIA
OG0004470	LOC5576330|XP_021711018.1|AAEG	LOC108033917|XP_016964077.1|DBIA
OG0004471	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG	LOC108031697|XP_016960844.1|DBIA
OG0004472	LOC5566694|XP_001651102.1|AAEG	LOC108036620|XP_016968376.1|DBIA
OG0004473	LOC5566690|XP_001651097.2|AAEG	LOC108030439|XP_016958818.1|DBIA
OG0004474	LOC5566689|XP_001651096.1|AAEG	LOC108030459|XP_016958842.1|DBIA
OG0004475	LOC5566686|XP_001651093.2|AAEG	LOC108024195|XP_016949534.1|DBIA
OG0004476	LOC110679862|XP_021711515.1|AAEG	LOC108033461|XP_016963286.1|DBIA
OG0004477	LOC5573219|XP_001654429.1|AAEG	LOC108029757|XP_016957746.1|DBIA
OG0004478	LOC5573207|XP_021704335.1|AAEG	LOC108023120|XP_016947876.1|DBIA
OG0004479	LOC110681240|XP_021712701.1|AAEG	LOC108026914|XP_016953612.1|DBIA
OG0004480	LOC110681364|XP_021712803.1|AAEG	LOC108027618|XP_016954629.1|DBIA
OG0004481	LOC110681382|XP_021712816.1|AAEG	LOC108036584|XP_016968329.1|DBIA
OG0004504	LOC5575837|XP_001655863.1|AAEG	LOC108036887|XP_016968754.1|DBIA
OG0004505	LOC5579632|XP_021694457.1|AAEG	LOC108032052|XP_016961355.1|DBIA
OG0004506	LOC5574745|XP_021694464.1|AAEG	LOC108024644|XP_016950183.1|DBIA
OG0004507	LOC5574527|XP_001655179.1|AAEG	LOC108027416|XP_016954347.1|DBIA
OG0004508	LOC5572379|XP_021694488.1|AAEG	LOC108025383|XP_016951345.1|DBIA
OG0004509	LOC5572030|XP_001660135.1|AAEG	LOC108030512|XP_016958889.1|DBIA
OG0004510	LOC5579816|XP_001651046.2|AAEG	LOC108033092|XP_016962777.1|DBIA
OG0004511	LOC5579824|XP_021694545.1|AAEG	LOC108026247|XP_016952578.1|DBIA
OG0004512	LOC5574317|XP_021694571.1|AAEG	LOC108035989|XP_016967328.1|DBIA
OG0004513	LOC5574321|XP_021694582.1|AAEG	LOC108036004|XP_016967387.1|DBIA
OG0004514	LOC5574326|XP_021694590.1|AAEG	LOC108035986|XP_016967319.1|DBIA
OG0004515	LOC5569465|XP_001658550.2|AAEG	LOC108024001|XP_016949231.1|DBIA
OG0004516	LOC5569464|XP_021694638.1|AAEG	LOC108024867|XP_016950499.1|DBIA
OG0004517	LOC5569470|XP_021694657.1|AAEG	LOC108023387|XP_016948283.1|DBIA
OG0004518	LOC110680850|XP_021712338.1|AAEG	LOC108025747|XP_016951830.1|DBIA
OG0004519	LOC5574648|XP_001661570.1|AAEG	LOC108026335|XP_016952727.1|DBIA
OG0004520	LOC5564255|XP_021694700.1|AAEG	LOC108032981|XP_016962545.1|DBIA
OG0004521	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG	LOC108024270|XP_016949649.1|DBIA
OG0004522	LOC5574723|XP_001655305.2|AAEG	LOC108023726|XP_016948852.1|DBIA
OG0004523	LOC110674766|XP_021694740.1|AAEG	LOC108025294|XP_016951171.1|DBIA
OG0004524	LOC5578731|XP_001664033.2|AAEG	LOC108024121|XP_016949391.1|DBIA
OG0004525	LOC5568128|XP_021694758.1|AAEG	LOC108023964|XP_016949174.1|DBIA
OG0004526	LOC23687941|XP_021694763.1|AAEG	LOC108023504|XP_016948528.1|DBIA
OG0004527	LOC5567108|XP_001651487.2|AAEG	LOC108025811|XP_016951948.1|DBIA
OG0004528	LOC5575264|XP_001661860.2|AAEG	LOC108027581|XP_016954584.1|DBIA
OG0004529	LOC5565679|XP_021694863.1|AAEG	LOC108034575|XP_016965033.1|DBIA
OG0004530	LOC5580068|XP_001654806.1|AAEG	LOC108024837|XP_016950460.1|DBIA
OG0004531	LOC5564914|XP_021694894.1|AAEG	LOC108032210|XP_016961559.1|DBIA
OG0004532	LOC5568333|XP_021694949.1|AAEG	LOC108026330|XP_016952720.1|DBIA
OG0004533	LOC5564957|XP_021694959.1|AAEG	LOC108036424|XP_016968045.1|DBIA
OG0004534	LOC5564713|XP_001649058.1|AAEG	LOC108030200|XP_016958446.1|DBIA
OG0004535	LOC23687526|XP_011493242.2|AAEG	LOC108034866|XP_016965535.1|DBIA
OG0004536	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG	LOC108027547|XP_016954490.1|DBIA
OG0004537	LOC5571743|XP_021695000.1|AAEG	LOC108023571|XP_016948651.1|DBIA
OG0004538	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG	LOC108026759|XP_016953384.1|DBIA
OG0004539	LOC5565195|XP_021695035.1|AAEG	LOC108032109|XP_016961428.1|DBIA
OG0004540	LOC23687659|XP_021695141.1|AAEG	LOC108025741|XP_016951818.1|DBIA
OG0004541	LOC5573039|XP_021693893.1|AAEG	LOC108022501|XP_016946949.1|DBIA
OG0004542	LOC5573038|XP_021694038.1|AAEG	LOC108023605|XP_016948700.1|DBIA
OG0004543	LOC5566240|XP_021696109.1|AAEG	LOC108032518|XP_016961847.1|DBIA
OG0004544	LOC5579000|XP_021696361.1|AAEG	LOC108023574|XP_016948657.1|DBIA
OG0004545	LOC5578998|XP_021696983.1|AAEG	LOC108031611|XP_016960690.1|DBIA
OG0004546	LOC5565022|XP_001649363.2|AAEG	LOC108029683|XP_016957626.1|DBIA
OG0004547	LOC5566769|XP_021701100.1|AAEG	LOC108023343|XP_016948173.1|DBIA
OG0004548	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG	LOC108024245|XP_016949616.1|DBIA
OG0004549	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG	LOC108023460|XP_016948464.1|DBIA
OG0004550	LOC5574019|XP_021707312.1|AAEG	LOC108021873|XP_016946154.1|DBIA
OG0004551	LOC5574022|XP_001661113.1|AAEG	LOC108029640|XP_016957537.1|DBIA
OG0004552	LOC5574015|XP_021707866.1|AAEG	LOC108023458|XP_016948457.1|DBIA
OG0004553	LOC5574011|XP_001661096.2|AAEG	LOC108035038|XP_016965872.1|DBIA
OG0004554	LOC5564969|XP_021710730.1|AAEG	LOC108025832|XP_016951979.1|DBIA
OG0004555	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG	LOC108025926|XP_016952106.1|DBIA
OG0004556	LOC5571980|XP_021712418.1|AAEG	LOC108027592|XP_016954599.1|DBIA
OG0004557	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG	LOC108032974|XP_016962534.1|DBIA
OG0004558	LOC5576062|XP_001648485.2|AAEG	LOC108028876|XP_016956355.1|DBIA
OG0004559	LOC5573489|XP_021713360.1|AAEG	LOC108024533|XP_016949988.1|DBIA
OG0004560	LOC5580021|XP_021692916.1|AAEG	LOC108021931|XP_016946246.1|DBIA
OG0004561	LOC5569126|XP_021692967.1|AAEG	LOC108024545|XP_016950007.1|DBIA
OG0004562	LOC5578654|XP_021693017.1|AAEG	LOC108032132|XP_016961455.1|DBIA
OG0004563	LOC5578653|XP_021693083.1|AAEG	LOC108026181|XP_016952458.1|DBIA
OG0004564	LOC5578652|XP_001663993.2|AAEG	LOC108030962|XP_016959651.1|DBIA
OG0004565	LOC5570121|XP_001653102.2|AAEG	LOC108032240|XP_016961593.1|DBIA
OG0004566	LOC5578310|XP_001656894.2|AAEG	LOC108025763|XP_016951846.1|DBIA
OG0004567	LOC23687938|XP_021693199.1|AAEG	LOC108024018|XP_016949268.1|DBIA
OG0004568	LOC5570106|XP_001653086.2|AAEG	LOC108023535|XP_016948590.1|DBIA
OG0004569	LOC5564358|XP_021693444.1|AAEG	LOC108024959|XP_016950686.1|DBIA
OG0004570	LOC5570746|XP_021693650.1|AAEG	LOC108036407|XP_016968016.1|DBIA
OG0004571	LOC5564999|XP_021693979.1|AAEG	LOC108035789|XP_016967016.1|DBIA
OG0004572	LOC5572390|XP_001654043.1|AAEG	LOC108027915|XP_016955027.1|DBIA
OG0004573	LOC5578624|XP_021694888.1|AAEG	LOC108024589|XP_016950089.1|DBIA
OG0004574	LOC5569556|XP_001658619.1|AAEG	LOC108033009|XP_016962625.1|DBIA
OG0004575	LOC5569562|XP_021695176.1|AAEG	LOC108033143|XP_016962854.1|DBIA
OG0004576	LOC5569566|XP_001658629.1|AAEG	LOC108032056|XP_016961361.1|DBIA
OG0004577	LOC5578887|XP_001664093.2|AAEG	LOC108031176|XP_016959884.1|DBIA
OG0004578	LOC5574245|XP_001661298.1|AAEG	LOC108032430|XP_016961744.1|DBIA
OG0004579	LOC5574250|XP_001661305.2|AAEG	LOC108034172|XP_016964475.1|DBIA
OG0004580	LOC5574256|XP_021695770.1|AAEG	LOC108031908|XP_016961165.1|DBIA
OG0004581	LOC5569921|XP_021695776.1|AAEG	LOC108026231|XP_016952555.1|DBIA
OG0004582	LOC5569918|XP_001658818.2|AAEG	LOC108025429|XP_016951405.1|DBIA
OG0004583	LOC5576026|XP_021695931.1|AAEG	LOC108023634|XP_016948739.1|DBIA
OG0004584	LOC5576023|XP_021695966.1|AAEG	LOC108022160|XP_016946491.1|DBIA
OG0004585	LOC5566490|XP_021696180.1|AAEG	LOC108025327|XP_016951242.1|DBIA
OG0004586	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG	LOC108023513|XP_016948548.1|DBIA
OG0004587	LOC5571316|XP_021696265.1|AAEG	LOC108025216|XP_016951053.1|DBIA
OG0004588	LOC5571317|XP_021696269.1|AAEG	LOC108025221|XP_016951057.1|DBIA
OG0004589	LOC5571312|XP_021696292.1|AAEG	LOC108028877|XP_016956356.1|DBIA
OG0004590	LOC5571304|XP_021696553.1|AAEG	LOC108025256|XP_016951098.1|DBIA
OG0004591	LOC5571303|XP_021696640.1|AAEG	LOC108025382|XP_016951344.1|DBIA
OG0004592	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG	LOC108023972|XP_016949185.1|DBIA
OG0004593	LOC5571324|XP_001653613.1|AAEG	LOC108025621|XP_016951646.1|DBIA
OG0004594	LOC5570456|XP_021696795.1|AAEG	LOC108024155|XP_016949454.1|DBIA
OG0004595	LOC5570455|XP_001659155.1|AAEG	LOC108026654|XP_016953184.1|DBIA
OG0004596	LOC5568415|XP_001658067.2|AAEG	LOC108023257|XP_016948029.1|DBIA
OG0004597	LOC5576593|XP_001656176.2|AAEG	LOC108023207|XP_016947960.1|DBIA
OG0004598	LOC5576594|XP_021697315.1|AAEG	LOC108035535|XP_016966691.1|DBIA
OG0004599	LOC5576590|XP_021694237.1|AAEG	LOC108032731|XP_016962201.1|DBIA
OG0004600	LOC5578881|XP_021697499.1|AAEG	LOC108036315|XP_016967820.1|DBIA
OG0004601	LOC5575001|XP_021697559.1|AAEG	LOC108036605|XP_016968359.1|DBIA
OG0004602	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG	LOC108027491|XP_016954424.1|DBIA
OG0004603	LOC5574964|XP_001655438.1|AAEG	LOC108029297|XP_016956989.1|DBIA
OG0004604	LOC5577019|XP_001656305.2|AAEG	LOC108023649|XP_016948756.1|DBIA
OG0004605	LOC5572546|XP_021698206.1|AAEG	LOC108023338|XP_016948166.1|DBIA
OG0004606	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG	LOC108031347|XP_016960099.1|DBIA
OG0004607	LOC5571999|XP_021699006.1|AAEG	LOC108025856|XP_016952012.1|DBIA
OG0004608	LOC5580118|XP_021699158.1|AAEG	LOC108033069|XP_016962723.1|DBIA
OG0004609	LOC5580129|XP_001655265.1|AAEG	LOC108025828|XP_016951972.1|DBIA
OG0004610	LOC5567908|XP_021699375.1|AAEG	LOC108025343|XP_016951271.1|DBIA
OG0004611	LOC5567930|XP_021699546.1|AAEG	LOC108025349|XP_016951296.1|DBIA
OG0004612	LOC5567934|XP_021699581.1|AAEG	LOC108025498|XP_016951501.1|DBIA
OG0004613	LOC5567928|XP_001651965.2|AAEG	LOC108026233|XP_016952557.1|DBIA
OG0004614	LOC23687785|XP_021699626.1|AAEG	LOC108023949|XP_016949129.1|DBIA
OG0004615	LOC5580054|XP_021699671.1|AAEG	LOC108025805|XP_016951938.1|DBIA
OG0004616	LOC5580056|XP_001654826.2|AAEG	LOC108023206|XP_016947958.1|DBIA
OG0004617	LOC5569683|XP_021699817.1|AAEG	LOC108033962|XP_016964156.1|DBIA
OG0004618	LOC5564408|XP_001648750.2|AAEG	LOC108031481|XP_016960447.1|DBIA
OG0004619	LOC5564395|XP_001648740.2|AAEG	LOC108031569|XP_016960616.1|DBIA
OG0004620	LOC5576466|XP_021700376.1|AAEG	LOC108031550|XP_016960581.1|DBIA
OG0004621	LOC5576467|XP_021700393.1|AAEG	LOC108025035|XP_016950779.1|DBIA
OG0004622	LOC110676561|XP_021700642.1|AAEG	LOC108025177|XP_016950978.1|DBIA
OG0004623	LOC5576484|XP_021700664.1|AAEG	LOC108026000|XP_016952179.1|DBIA
OG0004624	LOC5579374|XP_001647679.1|AAEG	LOC108023294|XP_016948527.1|DBIA
OG0004625	LOC5570705|XP_021700943.1|AAEG	LOC108026170|XP_016952419.1|DBIA
OG0004626	LOC5570700|XP_021701111.1|AAEG	LOC108023397|XP_016948332.1|DBIA
OG0004627	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG	LOC108035080|XP_016965975.1|DBIA
OG0004628	LOC5566101|XP_021701666.1|AAEG	LOC108023682|XP_016948793.1|DBIA
OG0004629	LOC5578826|XP_021701851.1|AAEG	LOC108032088|XP_016961402.1|DBIA
OG0004630	LOC5578829|XP_021701956.1|AAEG	LOC108025373|XP_016951327.1|DBIA
OG0004631	LOC5575024|XP_001661757.2|AAEG	LOC108024784|XP_016950392.1|DBIA
OG0004632	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG	LOC108024766|XP_016950372.1|DBIA
OG0004633	LOC5578655|XP_021702447.1|AAEG	LOC108026018|XP_016952197.1|DBIA
OG0004634	LOC5567053|XP_001651445.1|AAEG	LOC108026418|XP_016952836.1|DBIA
OG0004635	LOC5579439|XP_021702564.1|AAEG	LOC108023541|XP_016948600.1|DBIA
OG0004636	LOC5576304|XP_021702660.1|AAEG	LOC108035775|XP_016966971.1|DBIA
OG0004637	LOC5566946|XP_021702766.1|AAEG	LOC108023399|XP_016948335.1|DBIA
OG0004638	LOC110676975|XP_021702833.1|AAEG	LOC108027566|XP_016954542.1|DBIA
OG0004639	LOC5576873|XP_001662971.1|AAEG	LOC108025073|XP_016950820.1|DBIA
OG0004640	LOC110677132|XP_021703586.1|AAEG	LOC108025540|XP_016951557.1|DBIA
OG0004641	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG	LOC108036539|XP_016968255.1|DBIA
OG0004642	LOC5564074|XP_001648356.2|AAEG	LOC108023400|XP_016948339.1|DBIA
OG0004643	LOC5564047|XP_001648357.1|AAEG	LOC108032202|XP_016961549.1|DBIA
OG0004644	LOC5564058|XP_001648358.1|AAEG	LOC108024193|XP_016949528.1|DBIA
OG0004645	LOC5564072|XP_001648359.1|AAEG	LOC108029231|XP_016956914.1|DBIA
OG0004646	LOC5564039|XP_001648362.2|AAEG	LOC108025269|XP_016951120.1|DBIA
OG0004647	LOC5564042|XP_021703902.1|AAEG	LOC108026560|XP_016953003.1|DBIA
OG0004648	LOC5564034|XP_001648370.1|AAEG	LOC108035781|XP_016966991.1|DBIA
OG0004649	LOC5564033|XP_001648388.2|AAEG	LOC108026097|XP_016952289.1|DBIA
OG0004650	LOC5571509|XP_001659760.2|AAEG	LOC108033362|XP_016963162.1|DBIA
OG0004651	LOC5563797|XP_021705176.1|AAEG	LOC108031102|XP_016959802.1|DBIA
OG0004652	LOC5565059|XP_001649413.2|AAEG	LOC108024665|XP_016950221.1|DBIA
OG0004653	LOC5565054|XP_001649408.2|AAEG	LOC108030874|XP_016959518.1|DBIA
OG0004654	LOC110677890|XP_021705386.1|AAEG, LOC5565035|XP_021705378.1|AAEG	LOC108036162|XP_016967642.1|DBIA
OG0004655	LOC5565063|XP_001649395.2|AAEG	LOC108024787|XP_016950393.1|DBIA
OG0004656	LOC5565050|XP_001649392.1|AAEG	LOC108035800|XP_016967030.1|DBIA
OG0004657	LOC5565263|XP_001649611.2|AAEG	LOC108027052|XP_016953749.1|DBIA
OG0004658	LOC23687387|XP_021705930.1|AAEG	LOC108031410|XP_016960295.1|DBIA
OG0004659	LOC5576003|XP_021705972.1|AAEG	LOC108024678|XP_016950237.1|DBIA
OG0004660	LOC110681260|XP_021712726.1|AAEG, LOC5575289|XP_001655666.1|AAEG	LOC108031609|XP_016960687.1|DBIA
OG0004661	LOC110681378|XP_021712811.1|AAEG, LOC5579213|XP_001657340.2|AAEG	LOC108032092|XP_016961407.1|DBIA
OG0004662	LOC5570619|XP_021706383.1|AAEG	LOC108025573|XP_016951594.1|DBIA
OG0004663	LOC5570613|XP_021706431.1|AAEG	LOC108032595|XP_016962003.1|DBIA
OG0004664	LOC5570614|XP_001659213.2|AAEG	LOC108032414|XP_016961725.1|DBIA
OG0004665	LOC110678164|XP_021706480.1|AAEG	LOC108032983|XP_016962549.1|DBIA
OG0004666	LOC5569671|XP_021706516.1|AAEG	LOC108031532|XP_016960556.1|DBIA
OG0004667	LOC5569670|XP_001652933.1|AAEG	LOC108032216|XP_016961565.1|DBIA
OG0004668	LOC5566637|XP_021706641.1|AAEG	LOC108026403|XP_016952853.1|DBIA
OG0004669	LOC23687857|XP_021706703.1|AAEG	LOC108033935|XP_016964103.1|DBIA
OG0004670	LOC5577888|XP_021707313.1|AAEG	LOC108025353|XP_016951301.1|DBIA
OG0004671	LOC5577673|XP_001663450.2|AAEG	LOC108027187|XP_016953976.1|DBIA
OG0004672	LOC110681249|XP_021712710.1|AAEG, LOC5568531|XP_021707788.1|AAEG	LOC108024593|XP_016950090.1|DBIA
OG0004673	LOC5565265|XP_021707970.1|AAEG	LOC108023881|XP_016949054.1|DBIA
OG0004674	LOC5580231|XP_001655929.1|AAEG	LOC108024788|XP_016950395.1|DBIA
OG0004675	LOC5579494|XP_021708351.1|AAEG	LOC108024617|XP_016950140.1|DBIA
OG0004676	LOC5578580|XP_001663971.1|AAEG	LOC108027276|XP_016954139.1|DBIA
OG0004677	LOC5568274|XP_021708900.1|AAEG	LOC108026152|XP_016952374.1|DBIA
OG0004678	LOC5575196|XP_021708925.1|AAEG	LOC108026406|XP_016952820.1|DBIA
OG0004679	LOC110680243|XP_021711749.1|AAEG, LOC5570610|XP_021709377.1|AAEG	LOC108032167|XP_016961510.1|DBIA
OG0004680	LOC5574583|XP_021709444.1|AAEG	LOC108024618|XP_016950144.1|DBIA
OG0004681	LOC110680770|XP_021712247.1|AAEG, LOC5574603|XP_021709512.1|AAEG	LOC108031738|XP_016960919.1|DBIA
OG0004682	LOC5574597|XP_001655229.2|AAEG	LOC108027869|XP_016954972.1|DBIA
OG0004683	LOC5574598|XP_001655231.2|AAEG	LOC108025000|XP_016950748.1|DBIA
OG0004684	LOC5573866|XP_001654906.1|AAEG	LOC108031087|XP_016959781.1|DBIA
OG0004685	LOC5573867|XP_021709999.1|AAEG	LOC108026295|XP_016952651.1|DBIA
OG0004686	LOC5573870|XP_001654902.2|AAEG	LOC108031557|XP_016960589.1|DBIA
OG0004687	LOC5568153|XP_021710128.1|AAEG	LOC108026388|XP_016952798.1|DBIA
OG0004688	LOC5567414|XP_021710488.1|AAEG	LOC108031416|XP_016960305.1|DBIA
OG0004689	LOC5567422|XP_001657404.2|AAEG	LOC108024656|XP_016950204.1|DBIA
OG0004690	LOC5567420|XP_021710562.1|AAEG, LOC110680659|XP_021712143.1|AAEG	LOC108027254|XP_016954098.1|DBIA
OG0004691	LOC5567412|XP_001657412.2|AAEG, LOC110681198|XP_021712668.1|AAEG	LOC108026144|XP_016952362.1|DBIA
OG0004692	LOC5567410|XP_021710610.1|AAEG	LOC108024389|XP_016949789.1|DBIA
OG0004693	LOC5567409|XP_021710619.1|AAEG	LOC108024388|XP_016949786.1|DBIA
OG0004694	LOC5569463|XP_021710880.1|AAEG	LOC108026397|XP_016952809.1|DBIA
OG0004695	LOC5577522|XP_021711214.1|AAEG, LOC110681307|XP_021712757.1|AAEG	LOC108024661|XP_016950214.1|DBIA
OG0004696	LOC5577409|XP_021711701.1|AAEG	LOC108031046|XP_016959736.1|DBIA
OG0004697	LOC5572726|XP_021711703.1|AAEG	LOC108025919|XP_016952095.1|DBIA
OG0004698	LOC5567784|XP_001657686.1|AAEG	LOC108033131|XP_016962843.1|DBIA
OG0004699	LOC5567769|XP_001657669.2|AAEG	LOC108031984|XP_016961267.1|DBIA
