Orthogroup	AAEG.longest_only	DERE.longest_only
OG0005054	LOC5564816|XP_021697931.1|AAEG	LOC6544554|XP_015014105.1|DERE
OG0005055	LOC5571184|XP_001653501.2|AAEG	LOC6550452|XP_001977829.1|DERE
OG0005056	LOC5573486|XP_021697946.1|AAEG	LOC6548992|XP_026836546.1|DERE
OG0005057	LOC5568734|XP_021698017.1|AAEG	LOC6544071|XP_026832710.1|DERE
OG0005058	LOC5565828|XP_021698027.1|AAEG	LOC6544279|XP_026833601.1|DERE
OG0005059	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG	LOC6548509|XP_015011512.1|DERE
OG0005060	LOC5566822|XP_021698081.1|AAEG	LOC6548508|XP_026836825.1|DERE
OG0005061	LOC110676030|XP_021698114.1|AAEG	LOC6540927|XP_001970024.1|DERE
OG0005062	LOC5568141|XP_001652085.2|AAEG	LOC6548003|XP_026835806.1|DERE
OG0005063	LOC5569162|XP_001658353.2|AAEG	LOC6542542|XP_001970892.2|DERE
OG0005064	LOC5573675|XP_001660997.1|AAEG	LOC6544889|XP_001973177.1|DERE
OG0005065	LOC5573666|XP_021698216.1|AAEG	LOC6542822|XP_026834624.1|DERE
OG0005066	LOC5564412|XP_021698220.1|AAEG	LOC6548431|XP_001975342.2|DERE
OG0005067	LOC5575820|XP_021698241.1|AAEG	LOC6548025|XP_026836858.1|DERE
OG0005068	LOC5567864|XP_001651886.1|AAEG	LOC6546250|XP_001972857.1|DERE
OG0005069	LOC5567853|XP_001651882.1|AAEG	LOC6543126|XP_026835429.1|DERE
OG0005070	LOC5575426|XP_021698270.1|AAEG	LOC6548055|XP_001976516.1|DERE
OG0005071	LOC5575955|XP_001662313.1|AAEG	LOC6544568|XP_001972419.1|DERE
OG0005072	LOC5576041|XP_021698307.1|AAEG	LOC6555577|XP_001982494.3|DERE
OG0005073	LOC5576044|XP_021698308.1|AAEG	LOC6547047|XP_001974636.1|DERE
OG0005074	LOC5565670|XP_021698310.1|AAEG	LOC6543841|XP_015013450.1|DERE
OG0005075	LOC5564254|XP_001648590.1|AAEG	LOC6547842|XP_001975053.1|DERE
OG0005076	LOC5564246|XP_001648589.2|AAEG	LOC6547247|XP_001976133.1|DERE
OG0005078	LOC5574243|XP_001661295.2|AAEG	LOC6546258|XP_001971770.3|DERE
OG0005079	LOC5568868|XP_021698382.1|AAEG	LOC6548617|XP_026835762.1|DERE
OG0005080	LOC5574156|XP_001655063.1|AAEG	LOC6546468|XP_001971340.1|DERE
OG0005081	LOC5569620|XP_001652902.2|AAEG	LOC6542454|XP_001970697.2|DERE
OG0005082	LOC5569602|XP_001652881.1|AAEG	LOC6544299|XP_001973138.1|DERE
OG0005083	LOC5569601|XP_001652880.1|AAEG	LOC6541614|XP_001970235.1|DERE
OG0005084	LOC5579452|XP_021698546.1|AAEG	LOC6545628|XP_001972690.2|DERE
OG0005085	LOC5569592|XP_001652869.2|AAEG	LOC6543872|XP_001972348.1|DERE
OG0005086	LOC5569584|XP_021698551.1|AAEG	LOC6542234|XP_001970626.1|DERE
OG0005087	LOC5569585|XP_021698552.1|AAEG	LOC6546106|XP_026832524.1|DERE
OG0005088	LOC23687733|XP_021698595.1|AAEG	LOC6547253|XP_001976139.1|DERE
OG0005089	LOC5570792|XP_021698592.1|AAEG	LOC6547251|XP_001976137.1|DERE
OG0005090	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG	LOC6547487|XP_001974803.1|DERE
OG0005091	LOC5570787|XP_021698607.1|AAEG	LOC6546709|XP_026836680.1|DERE
OG0005092	LOC5577894|XP_001663601.1|AAEG	LOC6544123|XP_001971417.1|DERE
OG0005093	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG	LOC6545553|XP_015014088.1|DERE
OG0005094	LOC5565863|XP_021698649.1|AAEG	LOC6546256|XP_026833860.1|DERE
OG0005095	LOC5576960|XP_021698661.1|AAEG	LOC6548437|XP_026836038.1|DERE
OG0005096	LOC5571409|XP_001653657.3|AAEG	LOC6541547|XP_001968487.1|DERE
OG0005097	LOC5572533|XP_001654062.1|AAEG	LOC113564321|XP_026836721.1|DERE
OG0005098	LOC5572535|XP_021698688.1|AAEG	LOC6548644|XP_026835837.1|DERE
OG0005099	LOC5572299|XP_021698718.1|AAEG	LOC6548570|XP_001976675.1|DERE
OG0005100	LOC5572298|XP_001653986.2|AAEG	LOC6548571|XP_001976676.1|DERE
OG0005101	LOC5572288|XP_001653974.1|AAEG	LOC6553950|XP_001979460.1|DERE
OG0005102	LOC5564765|XP_021698732.1|AAEG	LOC6547663|XP_026836273.1|DERE
OG0005103	LOC5572268|XP_001653953.1|AAEG	LOC6548053|XP_001976514.1|DERE
OG0005104	LOC5572267|XP_001653952.2|AAEG	LOC6540680|XP_001970312.1|DERE
OG0005105	LOC5572211|XP_001653879.2|AAEG	LOC6543653|XP_001972953.1|DERE
OG0005106	LOC5572202|XP_021698787.1|AAEG	LOC6546377|XP_015013658.1|DERE
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC6543743|XP_001971702.1|DERE
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC6549217|XP_001975673.1|DERE
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC6551433|XP_001977140.1|DERE
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC6544221|XP_001973037.1|DERE
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC6544632|XP_015013858.1|DERE
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC6545578|XP_001971112.1|DERE
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC6544631|XP_001972021.1|DERE
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC6546482|XP_001971251.1|DERE
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC6540995|XP_026835547.1|DERE
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC6544017|XP_001973017.1|DERE
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC6555711|XP_026837993.1|DERE
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC6541725|XP_001969362.1|DERE
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC6546772|XP_026835810.1|DERE
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC6545949|XP_015013637.1|DERE
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC6545504|XP_001973344.1|DERE
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC6545368|XP_026832669.1|DERE
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC6546006|XP_001972818.1|DERE
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC6543933|XP_015014026.1|DERE
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC6544022|XP_001973022.3|DERE
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC6545677|XP_001971659.1|DERE
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC6546454|XP_026832490.1|DERE
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC6546611|XP_001975827.2|DERE
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC6546073|XP_015012953.1|DERE
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC6546117|XP_001973534.1|DERE
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC6544301|XP_001971443.2|DERE
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC6544034|XP_001972337.1|DERE
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC6545932|XP_026833535.1|DERE
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC6545306|XP_015013165.1|DERE
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC6546032|XP_001971217.1|DERE
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC6545992|XP_001971219.1|DERE
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC6554608|XP_026831824.1|DERE
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC6544670|XP_001972007.2|DERE
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC6545275|XP_001972064.2|DERE
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC6540828|XP_001968738.1|DERE
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC6548771|XP_001975426.1|DERE
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC6545388|XP_001971618.1|DERE
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC6545730|XP_026832418.1|DERE
OG0005144	LOC5577142|XP_001663232.1|AAEG	LOC6545393|XP_001971623.1|DERE
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC6545391|XP_001971621.1|DERE
OG0005146	LOC5577145|XP_021699227.1|AAEG	LOC6543733|XP_001973621.1|DERE
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC6543732|XP_026833273.1|DERE
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC6545623|XP_001972157.1|DERE
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC6546571|XP_001974561.1|DERE
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC6545259|XP_001973249.1|DERE
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC6543828|XP_001971878.1|DERE
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC6543754|XP_001971872.1|DERE
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC6543752|XP_001971870.1|DERE
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC6543750|XP_026833632.1|DERE
OG0005155	LOC5579646|XP_001648105.2|AAEG	LOC6545239|XP_001971031.2|DERE
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC6553559|XP_026832679.1|DERE
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC6548465|XP_001975184.2|DERE
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC6545212|XP_001972103.1|DERE
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC6544521|XP_001973047.1|DERE
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC6546220|XP_001972915.1|DERE
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC6547965|XP_026837109.1|DERE
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC6549850|XP_001977356.1|DERE
OG0005163	LOC5575934|XP_021699423.1|AAEG	LOC6543987|XP_001973728.1|DERE
OG0005164	LOC5570350|XP_001653179.2|AAEG	LOC26526949|XP_015014366.1|DERE
OG0005165	LOC5570334|XP_021699477.1|AAEG	LOC6541014|XP_001970758.1|DERE
OG0005166	LOC5578485|XP_021699522.1|AAEG	LOC6552479|XP_001978916.1|DERE
OG0005167	LOC5578487|XP_001663881.1|AAEG	LOC6552478|XP_001978915.1|DERE
OG0005168	LOC5578491|XP_001663880.2|AAEG	LOC6543909|XP_001972980.1|DERE
OG0005169	LOC5578489|XP_001663876.2|AAEG	LOC6543574|XP_001971834.2|DERE
OG0005170	LOC5575655|XP_001655801.1|AAEG	LOC6543573|XP_001971833.1|DERE
OG0005171	LOC5575654|XP_001655800.2|AAEG	LOC6543572|XP_001971832.1|DERE
OG0005172	LOC5570721|XP_021699545.1|AAEG	LOC6547840|XP_001975051.1|DERE
OG0005173	LOC5566073|XP_001650441.1|AAEG	LOC6541562|XP_001970706.2|DERE
OG0005174	LOC5574454|XP_001661468.1|AAEG	LOC6547801|XP_001976418.1|DERE
OG0005175	LOC5576998|XP_021699571.1|AAEG	LOC6547905|XP_001976399.1|DERE
OG0005176	LOC5576990|XP_021699576.1|AAEG	LOC6547220|XP_026836390.1|DERE
OG0005177	LOC5576988|XP_001663090.2|AAEG	LOC6547808|XP_001976401.1|DERE
OG0005178	LOC5576987|XP_001663088.2|AAEG	LOC6545810|XP_001971649.1|DERE
OG0005179	LOC5576978|XP_001663073.1|AAEG	LOC6545864|XP_001971633.1|DERE
OG0005180	LOC5574475|XP_021699621.1|AAEG	LOC6545605|XP_001971157.1|DERE
OG0005181	LOC5567497|XP_021699634.1|AAEG	LOC6550483|XP_026837401.1|DERE
OG0005182	LOC5570864|XP_021699637.1|AAEG	LOC6541963|XP_001970343.3|DERE
OG0005183	LOC5570867|XP_021699639.1|AAEG	LOC6542262|XP_026835417.1|DERE
OG0005184	LOC5570869|XP_001659381.2|AAEG	LOC6541901|XP_001969051.3|DERE
OG0005185	LOC5570868|XP_001659382.1|AAEG	LOC6540771|XP_001970331.1|DERE
OG0005186	LOC5570873|XP_021699655.1|AAEG	LOC6547172|XP_026836400.1|DERE
OG0005187	LOC5575624|XP_021699700.1|AAEG	LOC6542895|XP_026835257.1|DERE
OG0005188	LOC5575626|XP_001662113.2|AAEG	LOC6547158|XP_001974686.1|DERE
OG0005189	LOC5576376|XP_021699717.1|AAEG	LOC6550306|XP_015011140.1|DERE
OG0005190	LOC5576378|XP_001662601.2|AAEG	LOC6543605|XP_001971391.1|DERE
OG0005191	LOC5569577|XP_001658640.1|AAEG	LOC6553591|XP_026835338.1|DERE
OG0005192	LOC5569573|XP_021699748.1|AAEG	LOC6546947|XP_026836530.1|DERE
OG0005193	LOC5567711|XP_021699757.1|AAEG	LOC6540912|XP_015014807.1|DERE
OG0005194	LOC5569028|XP_021699811.1|AAEG	LOC6547090|XP_026836671.1|DERE
OG0005195	LOC5569029|XP_001658286.1|AAEG	LOC6541182|XP_001970599.1|DERE
OG0005196	LOC5569030|XP_021699818.1|AAEG	LOC6544551|XP_001973473.2|DERE
OG0005197	LOC5565717|XP_021699825.1|AAEG	LOC6548238|XP_001976565.1|DERE
OG0005198	LOC5569248|XP_001658394.2|AAEG	LOC6545178|XP_001972564.3|DERE
OG0005199	LOC5574831|XP_001661660.2|AAEG	LOC6548812|XP_001975492.1|DERE
OG0005200	LOC5574636|XP_001661551.2|AAEG	LOC6548135|XP_026836045.1|DERE
OG0005201	LOC5572044|XP_021699940.1|AAEG	LOC6548452|XP_001976711.1|DERE
OG0005202	LOC5572051|XP_021699955.1|AAEG	LOC26526550|XP_015015528.1|DERE
OG0005203	LOC5569977|XP_021700033.1|AAEG	LOC6549418|XP_026836363.1|DERE
OG0005204	LOC5574386|XP_021700111.1|AAEG	LOC6542617|XP_001970061.2|DERE
OG0005205	LOC5574371|XP_021700118.1|AAEG	LOC6542696|XP_026834571.1|DERE
OG0005206	LOC5569120|XP_001652723.2|AAEG	LOC6547880|XP_001976424.1|DERE
OG0005207	LOC5569118|XP_001652717.1|AAEG	LOC6541111|XP_015015028.1|DERE
OG0005208	LOC5569112|XP_001652711.2|AAEG	LOC6541346|XP_001969116.1|DERE
OG0005209	LOC5569110|XP_001652709.2|AAEG	LOC6542438|XP_001968932.3|DERE
OG0005210	LOC5569106|XP_021700165.1|AAEG	LOC6542139|XP_026834709.1|DERE
OG0005211	LOC5574370|XP_021700193.1|AAEG	LOC6543981|XP_001973722.1|DERE
OG0005212	LOC5574364|XP_001661398.1|AAEG	LOC6548237|XP_001976564.2|DERE
OG0005213	LOC5580252|XP_001662645.1|AAEG	LOC6551483|XP_001978467.1|DERE
OG0005214	LOC5564197|XP_021700230.1|AAEG	LOC6542716|XP_001970233.2|DERE
OG0005215	LOC5564200|XP_021700231.1|AAEG	LOC6542896|XP_026834880.1|DERE
OG0005216	LOC5570936|XP_001659411.1|AAEG	LOC6549652|XP_001974257.1|DERE
OG0005217	LOC5577722|XP_021700248.1|AAEG	LOC6548880|XP_026839422.1|DERE
OG0005218	LOC5577721|XP_011493717.1|AAEG	LOC6542251|XP_015015019.1|DERE
OG0005219	LOC5571137|XP_021700258.1|AAEG	LOC6541049|XP_001970360.1|DERE
OG0005220	LOC5571140|XP_001653450.2|AAEG	LOC6545836|XP_001971151.1|DERE
OG0005221	LOC5571138|XP_021700259.1|AAEG	LOC6542958|XP_001969279.1|DERE
OG0005222	LOC5571145|XP_021700273.1|AAEG	LOC6549573|XP_026836333.1|DERE
OG0005223	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG	LOC6542580|XP_001969632.1|DERE
OG0005224	LOC5575438|XP_021700357.1|AAEG	LOC6541456|XP_001969222.2|DERE
OG0005225	LOC5575440|XP_001661961.1|AAEG	LOC6543248|XP_001968502.2|DERE
OG0005226	LOC5567173|XP_021700382.1|AAEG	LOC6542191|XP_026835421.1|DERE
OG0005227	LOC5566532|XP_021700389.1|AAEG	LOC6542303|XP_001969038.1|DERE
OG0005228	LOC5578148|XP_021700391.1|AAEG	LOC6542965|XP_026835034.1|DERE
OG0005229	LOC5578157|XP_021700406.1|AAEG	LOC6542349|XP_001968220.1|DERE
OG0005230	LOC5571941|XP_021700411.1|AAEG	LOC6542076|XP_001969867.1|DERE
OG0005231	LOC5570241|XP_001659017.1|AAEG	LOC6542224|XP_001968114.1|DERE
OG0005232	LOC5569378|XP_021700455.1|AAEG	LOC6542143|XP_026834754.1|DERE
OG0005233	LOC5569372|XP_001658449.1|AAEG	LOC6541225|XP_026835068.1|DERE
OG0005234	LOC5569509|XP_001658594.2|AAEG	LOC6549646|XP_001974251.3|DERE
OG0005235	LOC5568224|XP_001652156.1|AAEG	LOC6549232|XP_001974357.1|DERE
OG0005236	LOC5568225|XP_001652157.1|AAEG	LOC6541954|XP_001968663.1|DERE
OG0005237	LOC5568228|XP_001652160.1|AAEG	LOC6541238|XP_015015307.1|DERE
OG0005238	LOC5580328|XP_001663278.1|AAEG	LOC6541245|XP_001968658.1|DERE
OG0005239	LOC5580326|XP_021700498.1|AAEG	LOC6543086|XP_015015271.1|DERE
OG0005240	LOC5580330|XP_001663283.1|AAEG	LOC6541449|XP_001969466.1|DERE
OG0005241	LOC5580331|XP_021700501.1|AAEG	LOC6541632|XP_001968254.1|DERE
OG0005242	LOC5577421|XP_001656500.1|AAEG	LOC6542352|XP_001969931.1|DERE
OG0005243	LOC5564177|XP_021700513.1|AAEG	LOC6542008|XP_001968221.2|DERE
OG0005244	LOC5578372|XP_021700520.1|AAEG	LOC6553747|XP_026838109.1|DERE
OG0005245	LOC5578370|XP_001656941.2|AAEG	LOC6553192|XP_001979136.1|DERE
OG0005246	LOC5578367|XP_001656938.1|AAEG	LOC6540820|XP_001968168.2|DERE
OG0005247	LOC5578363|XP_021700522.1|AAEG	LOC6547883|XP_001976427.1|DERE
OG0005248	LOC5565620|XP_021700538.1|AAEG	LOC6553109|XP_001980015.2|DERE
OG0005249	LOC5566446|XP_001650815.2|AAEG	LOC6551964|XP_001979690.1|DERE
OG0005250	LOC5566421|XP_021700547.1|AAEG	LOC6548857|XP_026835861.1|DERE
OG0005251	LOC5565682|XP_021700571.1|AAEG	LOC6542596|XP_026834457.1|DERE
OG0005252	LOC5565690|XP_021700580.1|AAEG	LOC6549154|XP_001974283.2|DERE
OG0005253	LOC5570923|XP_021700599.1|AAEG	LOC6548697|XP_026837071.1|DERE
OG0005254	LOC5570918|XP_021700625.1|AAEG	LOC6549197|XP_001974236.1|DERE
OG0005255	LOC5570917|XP_001653396.1|AAEG	LOC6549198|XP_015011954.1|DERE
OG0005256	LOC5570929|XP_001653390.1|AAEG	LOC6541145|XP_026838617.1|DERE
OG0005257	LOC5570912|XP_001653389.1|AAEG	LOC6540650|XP_001970308.1|DERE
OG0005258	LOC5570928|XP_021700653.1|AAEG	LOC6541422|XP_001969300.1|DERE
OG0005259	LOC5570898|XP_021700676.1|AAEG	LOC6543410|XP_001969520.1|DERE
OG0005260	LOC5572919|XP_001654254.1|AAEG	LOC6543535|XP_001969517.1|DERE
OG0005261	LOC5572921|XP_001654256.1|AAEG	LOC6542761|XP_001969967.2|DERE
OG0005262	LOC5574731|XP_001661622.1|AAEG	LOC6540710|XP_001968789.1|DERE
OG0005263	LOC5571729|XP_021700723.1|AAEG	LOC6549203|XP_001974242.1|DERE
OG0005264	LOC5571727|XP_001659869.2|AAEG	LOC6552318|XP_001979759.2|DERE
OG0005265	LOC5571428|XP_021700745.1|AAEG	LOC6549282|XP_026835721.1|DERE
OG0005266	LOC5571427|XP_021700747.1|AAEG	LOC6542475|XP_001968990.1|DERE
OG0005267	LOC5571418|XP_021700756.1|AAEG	LOC6543001|XP_001968434.1|DERE
OG0005268	LOC5571419|XP_001659672.1|AAEG	LOC6542274|XP_001968435.1|DERE
OG0005269	LOC5577780|XP_021700762.1|AAEG	LOC6543183|XP_026834683.1|DERE
OG0005270	LOC5566353|XP_001650713.1|AAEG	LOC6542885|XP_001969855.1|DERE
OG0005271	LOC5566349|XP_021700773.1|AAEG	LOC6549443|XP_015011944.1|DERE
OG0005272	LOC5566328|XP_001650717.1|AAEG	LOC6549445|XP_001974310.1|DERE
OG0005273	LOC5569673|XP_001652939.1|AAEG	LOC6543537|XP_026835411.1|DERE
OG0005274	LOC5569676|XP_021700780.1|AAEG	LOC6543225|XP_001969858.1|DERE
OG0005275	LOC5569675|XP_021700782.1|AAEG	LOC6542588|XP_026834093.1|DERE
OG0005276	LOC5566721|XP_021700793.1|AAEG	LOC6542504|XP_015015290.1|DERE
OG0005277	LOC5570421|XP_001659131.2|AAEG	LOC6542689|XP_001968610.1|DERE
OG0005278	LOC5570426|XP_001659130.2|AAEG	LOC6547096|XP_001974935.1|DERE
OG0005279	LOC5570433|XP_021700800.1|AAEG	LOC6540628|XP_026834819.1|DERE
OG0005280	LOC5572646|XP_021700807.1|AAEG	LOC6541025|XP_026834979.1|DERE
OG0005281	LOC5572657|XP_001654157.2|AAEG	LOC6541698|XP_001968410.1|DERE
OG0005282	LOC5572662|XP_021700832.1|AAEG	LOC6552742|XP_001978986.1|DERE
OG0005283	LOC5572663|XP_021700837.1|AAEG	LOC6555003|XP_001982058.1|DERE
OG0005284	LOC5572671|XP_021700843.1|AAEG	LOC6548798|XP_001974055.2|DERE
OG0005285	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG	LOC6548797|XP_001974054.1|DERE
OG0005286	LOC5568761|XP_021700848.1|AAEG	LOC6541032|XP_026834367.1|DERE
OG0005287	LOC5565249|XP_001649589.1|AAEG	LOC6540964|XP_001968247.1|DERE
OG0005288	LOC5574312|XP_021700858.1|AAEG	LOC6542468|XP_026834727.1|DERE
OG0005289	LOC5574311|XP_011493578.1|AAEG	LOC6541830|XP_026839344.1|DERE
OG0005290	LOC5573648|XP_021700863.1|AAEG	LOC6552684|XP_001978947.1|DERE
OG0005291	LOC5565779|XP_001650118.2|AAEG	LOC6542024|XP_001969649.1|DERE
OG0005292	LOC5565760|XP_021700872.1|AAEG	LOC6541777|XP_015014947.1|DERE
OG0005293	LOC5565768|XP_001650125.2|AAEG	LOC6542129|XP_001968943.2|DERE
OG0005294	LOC5565783|XP_001650131.1|AAEG	LOC6542873|XP_001969767.1|DERE
OG0005295	LOC5565778|XP_021700882.1|AAEG	LOC6542286|XP_026835542.1|DERE
OG0005296	LOC5564855|XP_001649174.2|AAEG	LOC6552831|XP_026831534.1|DERE
OG0005297	LOC5576295|XP_021700954.1|AAEG	LOC6541803|XP_015015410.1|DERE
OG0005298	LOC5565353|XP_001649726.1|AAEG	LOC6542528|XP_001969341.1|DERE
OG0005299	LOC5565386|XP_001649735.1|AAEG	LOC6554533|XP_001981318.1|DERE
OG0005300	LOC5565370|XP_001649736.1|AAEG	LOC6551509|XP_001978580.1|DERE
OG0005301	LOC5569178|XP_021701035.1|AAEG	LOC6542505|XP_026835513.1|DERE
OG0005302	LOC5569184|XP_021701053.1|AAEG	LOC6546937|XP_026835716.1|DERE
OG0005303	LOC5564504|XP_001648835.1|AAEG	LOC6549230|XP_001974355.1|DERE
OG0005304	LOC5564507|XP_021701078.1|AAEG	LOC6541641|XP_001970018.1|DERE
OG0005305	LOC5564513|XP_021701093.1|AAEG	LOC6547095|XP_001974934.1|DERE
OG0005306	LOC5566988|XP_001651386.1|AAEG	LOC6547748|XP_001976257.1|DERE
OG0005307	LOC5566967|XP_021701106.1|AAEG	LOC6542098|XP_026834584.1|DERE
OG0005308	LOC5576572|XP_021701109.1|AAEG	LOC6541855|XP_001969964.1|DERE
OG0005309	LOC5566523|XP_021701119.1|AAEG	LOC6540889|XP_001968541.1|DERE
OG0005310	LOC5566520|XP_001650913.1|AAEG	LOC6543489|XP_001970273.1|DERE
OG0005311	LOC110673977|XP_021701146.1|AAEG	LOC6541541|XP_026834977.1|DERE
OG0005312	LOC5566512|XP_021701152.1|AAEG	LOC6542267|XP_001969678.1|DERE
OG0005313	LOC23687644|XP_021701164.1|AAEG	LOC6541174|XP_026834792.1|DERE
OG0005314	LOC5571678|XP_021701168.1|AAEG	LOC6541115|XP_001969783.2|DERE
OG0005315	LOC5571668|XP_021701179.1|AAEG	LOC6549295|XP_001974369.3|DERE
OG0005316	LOC5571683|XP_021701183.1|AAEG	LOC6547094|XP_015011818.1|DERE
OG0005317	LOC5571662|XP_001653748.2|AAEG	LOC6547614|XP_001976251.1|DERE
OG0005318	LOC5571658|XP_001653744.2|AAEG	LOC113563693|XP_026838680.1|DERE, LOC6548543|XP_026838704.1|DERE
OG0005319	LOC5571645|XP_001653734.1|AAEG	LOC6541524|XP_026834872.1|DERE
OG0005320	LOC5571646|XP_021701211.1|AAEG	LOC6549113|XP_001974185.2|DERE
OG0005321	LOC5567454|XP_021701227.1|AAEG	LOC6543173|XP_001969894.1|DERE
OG0005322	LOC5574508|XP_001655158.2|AAEG	LOC6542732|XP_001968336.1|DERE
OG0005323	LOC5574506|XP_021701270.1|AAEG	LOC6541536|XP_026835574.1|DERE
OG0005324	LOC5573849|XP_021701280.1|AAEG	LOC6542810|XP_001969348.1|DERE
OG0005325	LOC5573854|XP_001654881.1|AAEG	LOC26526673|XP_015015550.1|DERE, LOC113564232|XP_026835620.1|DERE
OG0005326	LOC5573850|XP_001654880.1|AAEG	LOC6541613|XP_001969349.1|DERE
OG0005327	LOC5573844|XP_021701284.1|AAEG	LOC6541782|XP_026834992.1|DERE
OG0005328	LOC5568808|XP_021701319.1|AAEG	LOC6552351|XP_026831934.1|DERE
OG0005329	LOC5568806|XP_021701321.1|AAEG	LOC6544977|XP_001971574.1|DERE
OG0005330	LOC5568805|XP_001658170.1|AAEG	LOC6544978|XP_001971575.2|DERE
OG0005331	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG	LOC6541697|XP_001968433.1|DERE
OG0005332	LOC5568829|XP_001658195.1|AAEG	LOC6548826|XP_026836303.1|DERE
OG0005333	LOC5564977|XP_021701378.1|AAEG	LOC6541240|XP_001969752.1|DERE
OG0005334	LOC5564994|XP_001649336.1|AAEG	LOC6541544|XP_001969471.1|DERE
OG0005335	LOC5564975|XP_001649335.1|AAEG	LOC6549351|XP_001975797.2|DERE
OG0005336	LOC5564995|XP_021701383.1|AAEG	LOC6543278|XP_001969140.1|DERE
OG0005337	LOC5568985|XP_001658270.1|AAEG	LOC6546733|XP_001974526.3|DERE
OG0005338	LOC5577471|XP_021701403.1|AAEG	LOC6541751|XP_001969406.2|DERE
OG0005339	LOC5573493|XP_021701414.1|AAEG	LOC6541308|XP_001969973.1|DERE
OG0005340	LOC5573492|XP_001660898.2|AAEG	LOC6541835|XP_015014407.1|DERE
OG0005341	LOC5573494|XP_021701416.1|AAEG	LOC6542028|XP_001970435.1|DERE
OG0005342	LOC5573495|XP_021701417.1|AAEG	LOC6542884|XP_001969813.1|DERE
OG0005343	LOC5573500|XP_021701422.1|AAEG	LOC6543294|XP_001970621.1|DERE
OG0005344	LOC5578762|XP_021701458.1|AAEG	LOC6546910|XP_001975989.1|DERE
OG0005345	LOC5578758|XP_001657126.1|AAEG	LOC6542284|XP_001970025.1|DERE
OG0005346	LOC5576425|XP_001662633.1|AAEG	LOC6542413|XP_001970096.1|DERE
