Orthogroup	AAEG.longest_only	DSUP.longest_only
OG0004930	LOC5571872|XP_001659983.2|AAEG	LOC119549195|XP_037712952.1|DSUP
OG0004931	LOC5570512|XP_001659200.1|AAEG	LOC119551209|XP_037716371.1|DSUP
OG0004932	LOC5570507|XP_001659195.2|AAEG	LOC119552672|XP_037718309.1|DSUP
OG0004933	LOC5570506|XP_001659194.1|AAEG	LOC119551700|XP_037717096.1|DSUP
OG0004934	LOC5570504|XP_001659193.1|AAEG	LOC119551835|XP_037717333.1|DSUP
OG0004935	LOC5570534|XP_021696448.1|AAEG	LOC119551938|XP_037717526.1|DSUP
OG0004936	LOC23687720|XP_021696450.1|AAEG	LOC119553675|XP_037720146.1|DSUP
OG0004937	LOC5570537|XP_001659181.2|AAEG	LOC119553268|XP_037719487.1|DSUP
OG0004938	LOC5567635|XP_021696489.1|AAEG	LOC119553080|XP_037719155.1|DSUP
OG0004939	LOC5567623|XP_021696505.1|AAEG	LOC119552820|XP_037718600.1|DSUP
OG0004940	LOC5563894|XP_021696516.1|AAEG	LOC119552817|XP_037718592.1|DSUP
OG0004941	LOC5576608|XP_021696518.1|AAEG	LOC119554846|XP_037721850.1|DSUP
OG0004942	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG	LOC119555658|XP_037723167.1|DSUP
OG0004943	LOC5564098|XP_001648424.1|AAEG	LOC119553064|XP_037719118.1|DSUP
OG0004944	LOC5566278|XP_021696528.1|AAEG	LOC119555191|XP_037722376.1|DSUP
OG0004945	LOC5570089|XP_001653076.1|AAEG	LOC119551345|XP_037716589.1|DSUP
OG0004946	LOC5568099|XP_021696622.1|AAEG	LOC119553467|XP_037719797.1|DSUP
OG0004947	LOC23687936|XP_011493344.1|AAEG	LOC119554171|XP_037720889.1|DSUP
OG0004948	LOC5568105|XP_021702168.1|AAEG	LOC119553893|XP_037720488.1|DSUP
OG0004949	LOC5568106|XP_021696641.1|AAEG	LOC119555514|XP_037722862.1|DSUP
OG0004950	LOC5568107|XP_021696646.1|AAEG	LOC119554775|XP_037721746.1|DSUP
OG0004951	LOC5568110|XP_021696649.1|AAEG	LOC119546599|XP_037708958.1|DSUP
OG0004952	LOC5568111|XP_001652050.1|AAEG	LOC119552787|XP_037718540.1|DSUP
OG0004953	LOC5568113|XP_001652052.1|AAEG	LOC119552956|XP_037718867.1|DSUP
OG0004954	LOC5568119|XP_001652058.1|AAEG	LOC119554754|XP_037721710.1|DSUP
OG0004955	LOC5574279|XP_001661327.1|AAEG	LOC119555062|XP_037722193.1|DSUP
OG0004956	LOC5574290|XP_021696709.1|AAEG	LOC119550542|XP_037715199.1|DSUP
OG0004957	LOC5566334|XP_021696744.1|AAEG	LOC119553065|XP_037719119.1|DSUP
OG0004958	LOC5566350|XP_021702394.1|AAEG	LOC119555442|XP_037722744.1|DSUP
OG0004959	LOC5566351|XP_001650745.2|AAEG	LOC119555444|XP_037722746.1|DSUP
OG0004960	LOC5566352|XP_021696768.1|AAEG	LOC119555441|XP_037722740.1|DSUP
OG0004961	LOC5578958|XP_001664137.1|AAEG	LOC119549277|XP_037713139.1|DSUP
OG0004962	LOC110675613|XP_021696773.1|AAEG	LOC119555693|XP_037723275.1|DSUP
OG0004963	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG	LOC119552639|XP_037718258.1|DSUP
OG0004964	LOC5566214|XP_021696852.1|AAEG	LOC119553120|XP_037719235.1|DSUP
OG0004965	LOC5565657|XP_001650015.1|AAEG	LOC119555011|XP_037722082.1|DSUP
OG0004966	LOC5565667|XP_021696881.1|AAEG	LOC119553039|XP_037719030.1|DSUP
OG0004967	LOC5565658|XP_001650006.1|AAEG	LOC119551633|XP_037716986.1|DSUP
OG0004968	LOC5573786|XP_021696913.1|AAEG	LOC119554698|XP_037721629.1|DSUP
OG0004969	LOC5573764|XP_001654793.1|AAEG	LOC119550042|XP_037714423.1|DSUP
OG0004970	LOC110675656|XP_021696914.1|AAEG	LOC119554993|XP_037722059.1|DSUP
OG0004971	LOC5573765|XP_021696915.1|AAEG	LOC119552800|XP_037718561.1|DSUP
OG0004972	LOC110675657|XP_021696922.1|AAEG	LOC119553278|XP_037719499.1|DSUP
OG0004973	LOC5573778|XP_001654799.1|AAEG	LOC119553066|XP_037719120.1|DSUP
OG0004974	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG	LOC119555329|XP_037722588.1|DSUP
OG0004975	LOC5565225|XP_001649547.1|AAEG	LOC119552990|XP_037718937.1|DSUP
OG0004976	LOC5565227|XP_021696981.1|AAEG	LOC119553027|XP_037719011.1|DSUP
OG0004977	LOC5574032|XP_001661121.1|AAEG	LOC119549309|XP_037713197.1|DSUP
OG0004978	LOC5574826|XP_021697011.1|AAEG	LOC119552065|XP_037717757.1|DSUP
OG0004979	LOC5579980|XP_001658607.2|AAEG	LOC119553776|XP_037720311.1|DSUP
OG0004980	LOC5568319|XP_021697069.1|AAEG	LOC119553248|XP_037719452.1|DSUP
OG0004981	LOC5568313|XP_001652190.1|AAEG	LOC119553053|XP_037719093.1|DSUP
OG0004982	LOC5568312|XP_001652189.1|AAEG	LOC119554405|XP_037721223.1|DSUP
OG0004983	LOC5568306|XP_001652183.1|AAEG	LOC119554339|XP_037721132.1|DSUP
OG0004984	LOC5568305|XP_021697087.1|AAEG	LOC119554528|XP_037721402.1|DSUP
OG0004985	LOC5568289|XP_001652165.1|AAEG	LOC119555700|XP_037723282.1|DSUP
OG0004986	LOC5576962|XP_001663057.1|AAEG	LOC119553662|XP_037720100.1|DSUP
OG0004987	LOC5565246|XP_021697111.1|AAEG	LOC119554531|XP_037721409.1|DSUP
OG0004988	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG	LOC119555703|XP_037723284.1|DSUP
OG0004989	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG	LOC119554533|XP_037721412.1|DSUP
OG0004990	LOC110675733|XP_021697146.1|AAEG	LOC119551388|XP_037716641.1|DSUP
OG0004991	LOC5572690|XP_001660510.1|AAEG	LOC119549069|XP_037712703.1|DSUP
OG0004992	LOC5572691|XP_001660509.1|AAEG	LOC119549070|XP_037712704.1|DSUP
OG0004993	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG	LOC119554482|XP_037721335.1|DSUP
OG0004994	LOC5571602|XP_001653714.2|AAEG	LOC119554506|XP_037721371.1|DSUP
OG0004995	LOC5571599|XP_021697309.1|AAEG	LOC119555416|XP_037722701.1|DSUP
OG0004996	LOC110675809|XP_021697326.1|AAEG	LOC119553097|XP_037719181.1|DSUP
OG0004997	LOC5566658|XP_021697337.1|AAEG	LOC119552057|XP_037717746.1|DSUP
OG0004998	LOC5570732|XP_021697365.1|AAEG	LOC119552104|XP_037717817.1|DSUP
OG0004999	LOC5570738|XP_001659327.1|AAEG	LOC119555559|XP_037722932.1|DSUP
OG0005000	LOC5564517|XP_001648857.2|AAEG	LOC119549278|XP_037713140.1|DSUP
OG0005001	LOC5570740|XP_021695187.1|AAEG	LOC119552895|XP_037718741.1|DSUP
OG0005002	LOC5578811|XP_001657178.1|AAEG	LOC119554907|XP_037721938.1|DSUP
OG0005003	LOC5571387|XP_021697409.1|AAEG	LOC119553241|XP_037719439.1|DSUP
OG0005004	LOC5571388|XP_001653637.1|AAEG	LOC119555087|XP_037722232.1|DSUP
OG0005005	LOC5576086|XP_021697447.1|AAEG	LOC119553481|XP_037719818.1|DSUP
OG0005006	LOC5567090|XP_021697448.1|AAEG	LOC119553698|XP_037720182.1|DSUP
OG0005007	LOC5567089|XP_021697452.1|AAEG	LOC119554547|XP_037721436.1|DSUP
OG0005008	LOC5567088|XP_021697462.1|AAEG	LOC119553140|XP_037719265.1|DSUP
OG0005009	LOC5576079|XP_001662410.1|AAEG	LOC119554735|XP_037721684.1|DSUP
OG0005010	LOC5576084|XP_001662406.2|AAEG	LOC119553666|XP_037720106.1|DSUP
OG0005011	LOC5574423|XP_021697465.1|AAEG	LOC119549379|XP_037713344.1|DSUP
OG0005012	LOC5575240|XP_021697536.1|AAEG	LOC119554899|XP_037721928.1|DSUP
OG0005013	LOC5569427|XP_021697567.1|AAEG	LOC119563481|XP_037732834.1|DSUP
OG0005014	LOC110675265|XP_021695436.1|AAEG	LOC119555398|XP_037722676.1|DSUP
OG0005015	LOC5574064|XP_021697593.1|AAEG	LOC119553326|XP_037719585.1|DSUP
OG0005016	LOC5567751|XP_021697603.1|AAEG	LOC119554931|XP_037721968.1|DSUP
OG0005017	LOC5572753|XP_001660573.2|AAEG	LOC119553346|XP_037719611.1|DSUP
OG0005018	LOC5572751|XP_021697622.1|AAEG	LOC119552662|XP_037718296.1|DSUP
OG0005019	LOC5572750|XP_001660577.1|AAEG	LOC119554848|XP_037721855.1|DSUP
OG0005020	LOC5572764|XP_001660585.2|AAEG	LOC119550065|XP_037714456.1|DSUP
OG0005021	LOC5571961|XP_021697657.1|AAEG	LOC119546651|XP_037709033.1|DSUP
OG0005022	LOC5571962|XP_001660065.2|AAEG	LOC119554233|XP_037720992.1|DSUP
OG0005023	LOC5571963|XP_021697663.1|AAEG	LOC119550495|XP_037715114.1|DSUP
OG0005024	LOC5576174|XP_001662520.2|AAEG	LOC119555243|XP_037722456.1|DSUP
OG0005025	LOC5571701|XP_001659843.2|AAEG	LOC119554288|XP_037721073.1|DSUP
OG0005026	LOC5571697|XP_021697701.1|AAEG	LOC119554853|XP_037721861.1|DSUP
OG0005027	LOC110675125|XP_021695198.1|AAEG	LOC119553154|XP_037719303.1|DSUP
OG0005028	LOC5565749|XP_021697723.1|AAEG	LOC119560524|XP_037729928.1|DSUP
OG0005029	LOC5565562|XP_021697725.1|AAEG	LOC119552856|XP_037718660.1|DSUP
OG0005030	LOC5565537|XP_021697742.1|AAEG	LOC119555274|XP_037722505.1|DSUP
OG0005031	LOC110675957|XP_021697752.1|AAEG	LOC119553336|XP_037719599.1|DSUP
OG0005032	LOC5564450|XP_021697772.1|AAEG	LOC119553810|XP_037720359.1|DSUP
OG0005033	LOC5578584|XP_021697776.1|AAEG	LOC119552507|XP_037718045.1|DSUP
OG0005034	LOC5564462|XP_021697781.1|AAEG	LOC119554223|XP_037720979.1|DSUP
OG0005035	LOC5564457|XP_001648798.2|AAEG	LOC119552577|XP_037718135.1|DSUP
OG0005036	LOC5564447|XP_001648794.1|AAEG	LOC119552632|XP_037718239.1|DSUP
OG0005037	LOC5570338|XP_001653167.1|AAEG	LOC119555392|XP_037722666.1|DSUP
OG0005038	LOC5563743|XP_001648026.2|AAEG	LOC119553953|XP_037720575.1|DSUP
OG0005039	LOC5578033|XP_001663661.1|AAEG	LOC119547279|XP_037709990.1|DSUP
OG0005040	LOC5563747|XP_021697834.1|AAEG	LOC119552771|XP_037718506.1|DSUP
OG0005041	LOC5565967|XP_001650335.1|AAEG	LOC119555694|XP_037723277.1|DSUP
OG0005042	LOC5576552|XP_001656152.1|AAEG	LOC119555102|XP_037722248.1|DSUP
OG0005043	LOC5578594|XP_001657016.1|AAEG	LOC119551350|XP_037716597.1|DSUP
OG0005044	LOC5578596|XP_021697872.1|AAEG	LOC119551251|XP_037716424.1|DSUP
OG0005045	LOC5578833|XP_001657186.1|AAEG	LOC119550154|XP_037714593.1|DSUP
OG0005046	LOC5573518|XP_001660910.1|AAEG	LOC119550605|XP_037715351.1|DSUP
OG0005047	LOC5574930|XP_001661733.1|AAEG	LOC119554639|XP_037721563.1|DSUP
OG0005048	LOC5574929|XP_021697880.1|AAEG	LOC119554824|XP_037721826.1|DSUP
OG0005049	LOC110675138|XP_021695211.1|AAEG	LOC119552576|XP_037718130.1|DSUP
OG0005050	LOC5575134|XP_021697902.1|AAEG	LOC119550437|XP_037715036.1|DSUP
OG0005051	LOC5575142|XP_001655519.1|AAEG	LOC119555667|XP_037723202.1|DSUP
OG0005052	LOC5575145|XP_001655522.2|AAEG	LOC119553529|XP_037719883.1|DSUP
OG0005053	LOC5577080|XP_001656318.2|AAEG	LOC119546118|XP_037708137.1|DSUP
OG0005054	LOC5564816|XP_021697931.1|AAEG	LOC119554268|XP_037721043.1|DSUP
OG0005055	LOC5571184|XP_001653501.2|AAEG	LOC119558045|XP_037727121.1|DSUP
OG0005056	LOC5573486|XP_021697946.1|AAEG	LOC119550140|XP_037714572.1|DSUP
OG0005057	LOC5568734|XP_021698017.1|AAEG	LOC119553007|XP_037718958.1|DSUP
OG0005058	LOC5565828|XP_021698027.1|AAEG	LOC119553279|XP_037719512.1|DSUP
OG0005059	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG	LOC119549904|XP_037714144.1|DSUP
OG0005060	LOC5566822|XP_021698081.1|AAEG	LOC119549231|XP_037713044.1|DSUP
OG0005061	LOC110676030|XP_021698114.1|AAEG	LOC119548462|XP_037711658.1|DSUP
OG0005062	LOC5568141|XP_001652085.2|AAEG	LOC119550836|XP_037715724.1|DSUP
OG0005063	LOC5569162|XP_001658353.2|AAEG	LOC119561988|XP_037731308.1|DSUP
OG0005064	LOC5573675|XP_001660997.1|AAEG	LOC119554095|XP_037720772.1|DSUP
OG0005065	LOC5573666|XP_021698216.1|AAEG	LOC119549159|XP_037712874.1|DSUP
OG0005066	LOC5564412|XP_021698220.1|AAEG	LOC119551472|XP_037716755.1|DSUP
OG0005067	LOC5575820|XP_021698241.1|AAEG	LOC119551299|XP_037716507.1|DSUP
OG0005068	LOC5567864|XP_001651886.1|AAEG	LOC119554748|XP_037721701.1|DSUP
OG0005069	LOC5567853|XP_001651882.1|AAEG	LOC119549013|XP_037712582.1|DSUP
OG0005070	LOC5575426|XP_021698270.1|AAEG	LOC119549044|XP_037712666.1|DSUP
OG0005071	LOC5575955|XP_001662313.1|AAEG	LOC119552824|XP_037718605.1|DSUP
OG0005072	LOC5576041|XP_021698307.1|AAEG	LOC119558122|XP_037727281.1|DSUP
OG0005073	LOC5576044|XP_021698308.1|AAEG	LOC119551170|XP_037716296.1|DSUP
OG0005074	LOC5565670|XP_021698310.1|AAEG	LOC119553302|XP_037719551.1|DSUP
OG0005075	LOC5564254|XP_001648590.1|AAEG	LOC119550474|XP_037715091.1|DSUP
OG0005076	LOC5564246|XP_001648589.2|AAEG	LOC119551515|XP_037716826.1|DSUP
OG0005078	LOC5574243|XP_001661295.2|AAEG	LOC119553355|XP_037719625.1|DSUP
OG0005079	LOC5568868|XP_021698382.1|AAEG	LOC119549097|XP_037712759.1|DSUP
OG0005080	LOC5574156|XP_001655063.1|AAEG	LOC119552485|XP_037718012.1|DSUP
OG0005081	LOC5569620|XP_001652902.2|AAEG	LOC119549133|XP_037712831.1|DSUP
OG0005082	LOC5569602|XP_001652881.1|AAEG	LOC119555464|XP_037722797.1|DSUP
OG0005083	LOC5569601|XP_001652880.1|AAEG	LOC119558409|XP_037727869.1|DSUP
OG0005084	LOC5579452|XP_021698546.1|AAEG	LOC119555400|XP_037722679.1|DSUP
OG0005085	LOC5569592|XP_001652869.2|AAEG	LOC119553526|XP_037719879.1|DSUP
OG0005086	LOC5569584|XP_021698551.1|AAEG	LOC119549058|XP_037712690.1|DSUP
OG0005087	LOC5569585|XP_021698552.1|AAEG	LOC119552760|XP_037718485.1|DSUP
OG0005088	LOC23687733|XP_021698595.1|AAEG	LOC119550963|XP_037715921.1|DSUP
OG0005089	LOC5570792|XP_021698592.1|AAEG	LOC119550961|XP_037715919.1|DSUP
OG0005090	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG	LOC119549726|XP_037713895.1|DSUP
OG0005091	LOC5570787|XP_021698607.1|AAEG	LOC119549931|XP_037714223.1|DSUP
OG0005092	LOC5577894|XP_001663601.1|AAEG	LOC119555111|XP_037722262.1|DSUP
OG0005093	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG	LOC119553325|XP_037719582.1|DSUP
OG0005094	LOC5565863|XP_021698649.1|AAEG	LOC119552843|XP_037718634.1|DSUP
OG0005095	LOC5576960|XP_021698661.1|AAEG	LOC119549007|XP_037712568.1|DSUP
OG0005096	LOC5571409|XP_001653657.3|AAEG	LOC119545957|XP_037707848.1|DSUP
OG0005097	LOC5572533|XP_001654062.1|AAEG	LOC119551600|XP_037716932.1|DSUP
OG0005098	LOC5572535|XP_021698688.1|AAEG	LOC119550278|XP_037714792.1|DSUP
OG0005099	LOC5572299|XP_021698718.1|AAEG	LOC119551853|XP_037717357.1|DSUP
OG0005100	LOC5572298|XP_001653986.2|AAEG	LOC119551852|XP_037717356.1|DSUP
OG0005101	LOC5572288|XP_001653974.1|AAEG	LOC119560181|XP_037729468.1|DSUP
OG0005102	LOC5564765|XP_021698732.1|AAEG	LOC119549930|XP_037714200.1|DSUP
OG0005103	LOC5572268|XP_001653953.1|AAEG	LOC119550748|XP_037715596.1|DSUP
OG0005104	LOC5572267|XP_001653952.2|AAEG	LOC119547936|XP_037710911.1|DSUP
OG0005105	LOC5572211|XP_001653879.2|AAEG	LOC119554969|XP_037722026.1|DSUP
OG0005106	LOC5572202|XP_021698787.1|AAEG	LOC119552743|XP_037718436.1|DSUP
OG0005107	LOC5572201|XP_021698796.1|AAEG	LOC119554671|XP_037721601.1|DSUP
OG0005108	LOC5572192|XP_001653853.2|AAEG	LOC119551514|XP_037716825.1|DSUP
OG0005109	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG	LOC119556347|XP_037724377.1|DSUP
OG0005110	LOC5571717|XP_001659861.2|AAEG	LOC119555680|XP_037723231.1|DSUP
OG0005111	LOC5565821|XP_021698845.1|AAEG	LOC119553752|XP_037720281.1|DSUP
OG0005112	LOC5565822|XP_021698848.1|AAEG	LOC119552497|XP_037718028.1|DSUP
OG0005113	LOC5575065|XP_021698849.1|AAEG	LOC119553754|XP_037720285.1|DSUP
OG0005114	LOC5566031|XP_001650398.1|AAEG	LOC119554706|XP_037721638.1|DSUP
OG0005115	LOC5566006|XP_021698874.1|AAEG	LOC119547748|XP_037710672.1|DSUP
OG0005116	LOC110676223|XP_021698919.1|AAEG	LOC119552585|XP_037718147.1|DSUP
OG0005117	LOC110676224|XP_021698930.1|AAEG	LOC119556022|XP_037723730.1|DSUP
OG0005118	LOC5573712|XP_011493552.2|AAEG	LOC119546581|XP_037708915.1|DSUP
OG0005119	LOC5577794|XP_021698933.1|AAEG	LOC119551717|XP_037717118.1|DSUP
OG0005120	LOC5571331|XP_021698959.1|AAEG	LOC119553317|XP_037719573.1|DSUP
OG0005121	LOC5571377|XP_001659659.2|AAEG	LOC119555083|XP_037722227.1|DSUP
OG0005122	LOC110676232|XP_021698972.1|AAEG	LOC119554868|XP_037721878.1|DSUP
OG0005123	LOC5577267|XP_011493702.1|AAEG	LOC119554922|XP_037721955.1|DSUP
OG0005124	LOC110676235|XP_021698994.1|AAEG	LOC119552766|XP_037718499.1|DSUP
OG0005125	LOC5570290|XP_021698989.1|AAEG	LOC119555670|XP_037723205.1|DSUP
OG0005126	LOC5578578|XP_001663970.2|AAEG	LOC119553134|XP_037719254.1|DSUP
OG0005127	LOC5577316|XP_021699018.1|AAEG	LOC119553947|XP_037720567.1|DSUP
OG0005128	LOC5574463|XP_001661478.2|AAEG	LOC119550664|XP_037715438.1|DSUP
OG0005129	LOC5573276|XP_021699031.1|AAEG	LOC119553412|XP_037719715.1|DSUP
OG0005130	LOC5573290|XP_001654503.1|AAEG	LOC119554058|XP_037720728.1|DSUP
OG0005131	LOC5572637|XP_021699078.1|AAEG	LOC119552916|XP_037718781.1|DSUP
OG0005132	LOC5576420|XP_001656123.2|AAEG	LOC119552670|XP_037718307.1|DSUP
OG0005133	LOC5576069|XP_021699115.1|AAEG	LOC119553370|XP_037719644.1|DSUP
OG0005134	LOC5566455|XP_021699127.1|AAEG	LOC119554888|XP_037721906.1|DSUP
OG0005135	LOC5575500|XP_021699128.1|AAEG	LOC119552908|XP_037718762.1|DSUP
OG0005136	LOC5575496|XP_021699139.1|AAEG	LOC119553805|XP_037720351.1|DSUP
OG0005137	LOC5575936|XP_021699157.1|AAEG	LOC119550494|XP_037715117.1|DSUP
OG0005138	LOC5575943|XP_001662295.2|AAEG	LOC119554802|XP_037721780.1|DSUP
OG0005139	LOC5575942|XP_021699168.1|AAEG	LOC119555623|XP_037723071.1|DSUP
OG0005140	LOC5577291|XP_001656392.1|AAEG	LOC119548198|XP_037711255.1|DSUP
OG0005141	LOC5577287|XP_021699177.1|AAEG	LOC119549235|XP_037713053.1|DSUP
OG0005142	LOC5575611|XP_001662100.1|AAEG	LOC119554269|XP_037721048.1|DSUP
OG0005143	LOC5566151|XP_021699214.1|AAEG	LOC119555665|XP_037723179.1|DSUP
OG0005144	LOC5577142|XP_001663232.1|AAEG	LOC119553479|XP_037719816.1|DSUP
OG0005145	LOC5577143|XP_001663234.1|AAEG	LOC119554009|XP_037720649.1|DSUP
OG0005146	LOC5577145|XP_021699227.1|AAEG	LOC119552487|XP_037718013.1|DSUP
OG0005147	LOC5575476|XP_021699225.1|AAEG	LOC119552489|XP_037718017.1|DSUP
OG0005148	LOC5572944|XP_021699241.1|AAEG	LOC119553649|XP_037720062.1|DSUP
OG0005149	LOC5573012|XP_001654339.2|AAEG	LOC119549397|XP_037713380.1|DSUP
OG0005150	LOC5573005|XP_001654333.2|AAEG	LOC119552681|XP_037718327.1|DSUP
OG0005151	LOC5573002|XP_001654329.2|AAEG	LOC119554033|XP_037720679.1|DSUP
OG0005152	LOC5573000|XP_021699260.1|AAEG	LOC119554502|XP_037721363.1|DSUP
OG0005153	LOC5574537|XP_001655190.2|AAEG	LOC119554485|XP_037721342.1|DSUP
OG0005154	LOC5574535|XP_021699270.1|AAEG	LOC119552906|XP_037718760.1|DSUP
OG0005155	LOC5579646|XP_001648105.2|AAEG	LOC119554893|XP_037721923.1|DSUP
OG0005156	LOC5578852|XP_001664059.2|AAEG	LOC119560259|XP_037729552.1|DSUP
OG0005157	LOC5578857|XP_021699346.1|AAEG	LOC119552151|XP_037717884.1|DSUP
OG0005158	LOC5571044|XP_001659481.2|AAEG	LOC119554870|XP_037721881.1|DSUP
OG0005159	LOC5571047|XP_001659486.1|AAEG	LOC119553837|XP_037720399.1|DSUP
OG0005160	LOC5578058|XP_001663680.2|AAEG	LOC119554651|XP_037721580.1|DSUP
OG0005161	LOC5579431|XP_021699390.1|AAEG	LOC119552084|XP_037717788.1|DSUP
OG0005162	LOC5572866|XP_001660625.1|AAEG	LOC119558140|XP_037727300.1|DSUP
OG0005163	LOC5575934|XP_021699423.1|AAEG	LOC119554044|XP_037720702.1|DSUP
OG0005164	LOC5570350|XP_001653179.2|AAEG	LOC119552663|XP_037718297.1|DSUP
OG0005165	LOC5570334|XP_021699477.1|AAEG	LOC119549186|XP_037712943.1|DSUP
OG0005166	LOC5578485|XP_021699522.1|AAEG	LOC119560934|XP_037730597.1|DSUP
OG0005167	LOC5578487|XP_001663881.1|AAEG	LOC119560318|XP_037729624.1|DSUP
OG0005168	LOC5578491|XP_001663880.2|AAEG	LOC119553642|XP_037720048.1|DSUP
OG0005169	LOC5578489|XP_001663876.2|AAEG	LOC119554330|XP_037721122.1|DSUP
OG0005170	LOC5575655|XP_001655801.1|AAEG	LOC119553727|XP_037720242.1|DSUP
OG0005171	LOC5575654|XP_001655800.2|AAEG	LOC119555115|XP_037722267.1|DSUP
OG0005172	LOC5570721|XP_021699545.1|AAEG	LOC119550650|XP_037715417.1|DSUP
OG0005173	LOC5566073|XP_001650441.1|AAEG	LOC119551203|XP_037716365.1|DSUP
OG0005174	LOC5574454|XP_001661468.1|AAEG	LOC119551599|XP_037716929.1|DSUP
OG0005175	LOC5576998|XP_021699571.1|AAEG	LOC119549037|XP_037712649.1|DSUP
OG0005176	LOC5576990|XP_021699576.1|AAEG	LOC119551650|XP_037717013.1|DSUP
OG0005177	LOC5576988|XP_001663090.2|AAEG	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP
OG0005178	LOC5576987|XP_001663088.2|AAEG	LOC119554924|XP_037721957.1|DSUP
OG0005179	LOC5576978|XP_001663073.1|AAEG	LOC119555593|XP_037723012.1|DSUP
OG0005180	LOC5574475|XP_021699621.1|AAEG	LOC119555183|XP_037722363.1|DSUP
OG0005181	LOC5567497|XP_021699634.1|AAEG	LOC119555831|XP_037723385.1|DSUP
OG0005182	LOC5570864|XP_021699637.1|AAEG	LOC119549450|XP_037713474.1|DSUP
OG0005183	LOC5570867|XP_021699639.1|AAEG	LOC119552127|XP_037717844.1|DSUP
OG0005184	LOC5570869|XP_001659381.2|AAEG	LOC119549461|XP_037713488.1|DSUP
OG0005185	LOC5570868|XP_001659382.1|AAEG	LOC119550009|XP_037714360.1|DSUP
OG0005186	LOC5570873|XP_021699655.1|AAEG	LOC119551696|XP_037717093.1|DSUP
OG0005187	LOC5575624|XP_021699700.1|AAEG	LOC119551201|XP_037716331.1|DSUP
OG0005188	LOC5575626|XP_001662113.2|AAEG	LOC119550411|XP_037714997.1|DSUP
OG0005189	LOC5576376|XP_021699717.1|AAEG	LOC119556161|XP_037723993.1|DSUP
OG0005190	LOC5576378|XP_001662601.2|AAEG	LOC119553499|XP_037719838.1|DSUP
OG0005191	LOC5569577|XP_001658640.1|AAEG	LOC119545770|XP_037707545.1|DSUP
OG0005192	LOC5569573|XP_021699748.1|AAEG	LOC119549162|XP_037712877.1|DSUP
OG0005193	LOC5567711|XP_021699757.1|AAEG	LOC119552080|XP_037717784.1|DSUP
OG0005194	LOC5569028|XP_021699811.1|AAEG	LOC119550806|XP_037715670.1|DSUP
OG0005195	LOC5569029|XP_001658286.1|AAEG	LOC119549286|XP_037713163.1|DSUP
OG0005196	LOC5569030|XP_021699818.1|AAEG	LOC119555180|XP_037722358.1|DSUP
OG0005197	LOC5565717|XP_021699825.1|AAEG	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC5569248|XP_001658394.2|AAEG	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC5574831|XP_001661660.2|AAEG	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC5574636|XP_001661551.2|AAEG	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC5572044|XP_021699940.1|AAEG	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC5572051|XP_021699955.1|AAEG	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC5569977|XP_021700033.1|AAEG	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC5574386|XP_021700111.1|AAEG	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC5574371|XP_021700118.1|AAEG	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC5569120|XP_001652723.2|AAEG	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC5569118|XP_001652717.1|AAEG	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC5569112|XP_001652711.2|AAEG	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC5569110|XP_001652709.2|AAEG	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC5569106|XP_021700165.1|AAEG	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC5574370|XP_021700193.1|AAEG	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC5574364|XP_001661398.1|AAEG	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC5580252|XP_001662645.1|AAEG	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC5564197|XP_021700230.1|AAEG	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC5564200|XP_021700231.1|AAEG	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC5570936|XP_001659411.1|AAEG	LOC119545974|XP_037707873.1|DSUP
