Orthogroup	AAEG.longest_only	DPER.longest_only
OG0003103	LOC5564797|XP_021704380.1|AAEG	LOC6594576|XP_002019827.1|DPER
OG0003104	LOC5564775|XP_001649130.1|AAEG	LOC6601493|XP_002026555.1|DPER
OG0003105	LOC5577028|XP_021706814.1|AAEG	LOC6596866|XP_002022070.1|DPER
OG0003106	LOC110679246|XP_021709129.1|AAEG	LOC6590022|XP_026840674.1|DPER
OG0003107	LOC5572851|XP_001660612.2|AAEG	LOC6602869|XP_002027904.2|DPER
OG0003108	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG	LOC6599297|XP_026848306.1|DPER
OG0003109	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG	LOC6598367|XP_002023442.1|DPER
OG0003110	LOC5570011|XP_001658901.1|AAEG	LOC6590457|XP_002015848.2|DPER
OG0003111	LOC110677749|XP_021704732.1|AAEG	LOC6599972|XP_026849242.1|DPER, LOC113565936|XP_026845097.1|DPER, LOC6599973|XP_002025162.2|DPER, LOC113565937|XP_026845098.1|DPER, LOC6604091|XP_026849198.1|DPER
OG0003112	LOC5568016|XP_001657837.1|AAEG	LOC6591529|XP_002017315.1|DPER
OG0003114	LOC5579831|XP_001651506.2|AAEG	LOC6592653|XP_026841312.1|DPER
OG0003115	LOC5578188|XP_021706929.1|AAEG	LOC6592487|XP_002018393.1|DPER
OG0003116	LOC5578183|XP_021705667.1|AAEG	LOC6603733|XP_026840821.1|DPER, LOC6592411|XP_026841635.1|DPER
OG0003117	LOC5578192|XP_001656833.1|AAEG	LOC6598965|XP_002024203.1|DPER
OG0003118	LOC5575480|XP_021704777.1|AAEG	LOC6602808|XP_026847782.1|DPER
OG0003119	LOC5575488|XP_001661999.1|AAEG	LOC6602827|XP_026847939.1|DPER
OG0003120	LOC5570578|XP_021704248.1|AAEG	LOC6590560|XP_026841387.1|DPER
OG0003121	LOC5572993|XP_021706626.1|AAEG	LOC6600727|XP_002025797.1|DPER
OG0003122	LOC5579043|XP_001657236.2|AAEG	LOC6592450|XP_026840791.1|DPER
OG0003123	LOC5567942|XP_021710782.1|AAEG	LOC6602318|XP_026848507.1|DPER
OG0003124	LOC5571162|XP_021704351.1|AAEG	LOC113565212|XP_026842514.1|DPER
OG0003125	LOC5568396|XP_021704961.1|AAEG	LOC6601967|XP_026849632.1|DPER
OG0003126	LOC5568400|XP_021705207.1|AAEG	LOC6590795|XP_002015419.2|DPER
OG0003127	LOC5568387|XP_001658052.2|AAEG	LOC6590796|XP_002015420.1|DPER
OG0003128	LOC5576403|XP_021708013.1|AAEG	LOC6599721|XP_026847438.1|DPER
OG0003129	LOC5566610|XP_021707726.1|AAEG	LOC6590515|XP_026842537.1|DPER
OG0003130	LOC5566618|XP_001650999.1|AAEG	LOC6601541|XP_002026688.2|DPER
OG0003131	LOC5566592|XP_001650988.2|AAEG	LOC6590094|XP_002015979.1|DPER
OG0003132	LOC5565210|XP_021707433.1|AAEG	LOC6588548|XP_026845030.1|DPER
OG0003133	LOC5568204|XP_021707064.1|AAEG	LOC6590422|XP_026840698.1|DPER
OG0003134	LOC5568196|XP_001657917.3|AAEG	LOC6603157|XP_002028172.1|DPER
OG0003135	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG	LOC6603355|XP_026848065.1|DPER
OG0003136	LOC5563917|XP_021707107.1|AAEG	LOC6602395|XP_026848521.1|DPER
OG0003137	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG	LOC6592572|XP_002017738.1|DPER
OG0003138	LOC5578523|XP_021711533.1|AAEG	LOC6590408|XP_002016590.2|DPER
OG0003139	LOC5575323|XP_001655699.2|AAEG	LOC6595782|XP_002021327.1|DPER
OG0003140	LOC5575353|XP_001655730.1|AAEG	LOC6590565|XP_026842293.1|DPER
OG0003141	LOC5571104|XP_001659543.2|AAEG	LOC6591292|XP_026841063.1|DPER
OG0003142	LOC5571107|XP_021711462.1|AAEG	LOC6592248|XP_026840676.1|DPER
OG0003143	LOC5578337|XP_001656906.2|AAEG	LOC6600610|XP_026847533.1|DPER
OG0003144	LOC5579800|XP_021704649.1|AAEG	LOC6590845|XP_026842667.1|DPER
OG0003145	LOC5579798|XP_001648112.1|AAEG	LOC6589995|XP_026841045.1|DPER
OG0003146	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG	LOC6602078|XP_002027156.1|DPER
OG0003147	LOC5577230|XP_021707105.1|AAEG	LOC6597089|XP_026845711.1|DPER
OG0003148	LOC5577229|XP_001656334.1|AAEG	LOC6595981|XP_002021047.1|DPER
OG0003149	LOC5577228|XP_021709736.1|AAEG	LOC6600688|XP_002025852.2|DPER
OG0003150	LOC5564725|XP_021707235.1|AAEG	LOC6601312|XP_026842295.1|DPER
OG0003151	LOC5565506|XP_001649843.1|AAEG	LOC6593399|XP_026842946.1|DPER
OG0003152	LOC5573061|XP_001654386.1|AAEG	LOC6592498|XP_002018400.1|DPER
OG0003153	LOC5576952|XP_001663047.1|AAEG	LOC6590541|XP_026841602.1|DPER
OG0003154	LOC5577484|XP_001663402.2|AAEG	LOC6592096|XP_002017030.2|DPER
OG0003155	LOC5571008|XP_001653437.1|AAEG	LOC6592347|XP_002018294.1|DPER
OG0003156	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG	LOC6590262|XP_026841408.1|DPER
OG0003157	LOC5566365|XP_021706145.1|AAEG	LOC6603925|XP_026843290.1|DPER
OG0003158	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG	LOC6600980|XP_002025878.1|DPER
OG0003159	LOC5572366|XP_021705285.1|AAEG	LOC6601632|XP_002026635.1|DPER
OG0003160	LOC5572367|XP_021710151.1|AAEG	LOC6601634|XP_026841608.1|DPER
OG0003161	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG	LOC6592831|XP_002017683.1|DPER
OG0003162	LOC5575384|XP_001655741.1|AAEG	LOC6590105|XP_002015661.1|DPER
OG0003163	LOC5573615|XP_001660948.1|AAEG	LOC6601025|XP_026849703.1|DPER, LOC6591614|XP_002017116.1|DPER
OG0003164	LOC5575218|XP_001655624.2|AAEG	LOC6601640|XP_002026599.2|DPER
OG0003165	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG	LOC6590835|XP_026842659.1|DPER
OG0003166	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG	LOC6592417|XP_002018062.1|DPER
OG0003167	LOC5573842|XP_021704132.1|AAEG	LOC113565103|XP_026841594.1|DPER
OG0003168	LOC5565520|XP_021706150.1|AAEG	LOC6594690|XP_026850783.1|DPER
OG0003169	LOC5573831|XP_001654859.1|AAEG	LOC6588775|XP_002015256.1|DPER
OG0003170	LOC5577203|XP_021709510.1|AAEG	LOC6590830|XP_026841804.1|DPER
OG0003171	LOC5563760|XP_021704243.1|AAEG	LOC6592227|XP_002018046.1|DPER
OG0003172	LOC5566185|XP_021710722.1|AAEG	LOC6591641|XP_026840721.1|DPER
OG0003173	LOC5568716|XP_001652543.1|AAEG	LOC6591765|XP_002017221.1|DPER
OG0003174	LOC5568764|XP_021705032.1|AAEG	LOC6591428|XP_002017486.1|DPER
OG0003175	LOC5566316|XP_021707240.1|AAEG	LOC6590503|XP_026841622.1|DPER
OG0003176	LOC5577180|XP_001663268.1|AAEG	LOC6589163|XP_002014894.1|DPER
OG0003177	LOC5573361|XP_001660837.1|AAEG	LOC6590202|XP_002015833.1|DPER
OG0003178	LOC5573358|XP_001660840.2|AAEG	LOC6590360|XP_002015840.1|DPER
OG0003179	LOC5580238|XP_001662432.1|AAEG	LOC6590357|XP_002015837.1|DPER
OG0003180	LOC5580236|XP_001662422.2|AAEG	LOC6600929|XP_002026033.1|DPER
OG0003181	LOC5578045|XP_001663666.2|AAEG	LOC6591246|XP_002015789.1|DPER
OG0003182	LOC23687892|XP_021708781.1|AAEG	LOC6592449|XP_002018299.1|DPER
OG0003183	LOC5564363|XP_021709031.1|AAEG	LOC6592753|XP_002017870.1|DPER
OG0003184	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG	LOC6600481|XP_002025672.2|DPER
OG0003185	LOC5569799|XP_021710033.1|AAEG	LOC6590537|XP_026842815.1|DPER
OG0003186	LOC5574768|XP_001655336.2|AAEG	LOC6590953|XP_026842881.1|DPER
OG0003187	LOC5578346|XP_021704791.1|AAEG	LOC6595508|XP_002020613.1|DPER
OG0003188	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG	LOC6594310|XP_026850249.1|DPER
OG0003189	LOC5571907|XP_001660001.1|AAEG	LOC113566559|XP_026848442.1|DPER, LOC113567015|XP_026850034.1|DPER, LOC113567163|XP_026850139.1|DPER
OG0003190	LOC5577747|XP_001663521.2|AAEG	LOC6590028|XP_002016207.1|DPER
OG0003191	LOC5572080|XP_001660162.2|AAEG	LOC6595960|XP_002021198.1|DPER
OG0003192	LOC23687735|XP_021708352.1|AAEG	LOC6595754|XP_026845219.1|DPER
OG0003193	LOC5578090|XP_021710074.1|AAEG	LOC6593702|XP_002018626.2|DPER
OG0003194	LOC5580214|XP_021708554.1|AAEG	LOC6597116|XP_026845447.1|DPER
OG0003195	LOC5568266|XP_001657963.1|AAEG	LOC6595719|XP_002020616.1|DPER
OG0003196	LOC5568265|XP_001657962.2|AAEG	LOC6599080|XP_026849023.1|DPER
OG0003197	LOC5574074|XP_021709018.1|AAEG	LOC6597120|XP_026845598.1|DPER
OG0003198	LOC5574077|XP_021707980.1|AAEG	LOC6593542|XP_002019132.1|DPER
OG0003199	LOC5566877|XP_001651304.3|AAEG	LOC6601104|XP_002026069.2|DPER
OG0003200	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG	LOC6592907|XP_026840843.1|DPER
OG0003201	LOC5564594|XP_021704758.1|AAEG	LOC6590977|XP_026842558.1|DPER
OG0003202	LOC5575094|XP_001661818.2|AAEG	LOC6599582|XP_026849526.1|DPER
OG0003203	LOC5576493|XP_021707065.1|AAEG	LOC6590481|XP_026841090.1|DPER
OG0003204	LOC5574210|XP_021707182.1|AAEG	LOC6591473|XP_026840997.1|DPER
OG0003205	LOC5574197|XP_001661254.1|AAEG	LOC6590371|XP_002015621.1|DPER
OG0003206	LOC5574187|XP_001661244.1|AAEG	LOC6592889|XP_002018208.1|DPER
OG0003207	LOC5574178|XP_021707990.1|AAEG	LOC6588629|XP_026840510.1|DPER
OG0003208	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG	LOC6599782|XP_002024869.2|DPER
OG0003209	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG	LOC6592833|XP_002017685.1|DPER
OG0003210	LOC5571924|XP_001660021.2|AAEG	LOC6594619|XP_002019842.1|DPER
OG0003211	LOC5571925|XP_001660022.2|AAEG	LOC6590543|XP_002016224.2|DPER
OG0003212	LOC5571933|XP_021708662.1|AAEG	LOC6591486|XP_002017380.1|DPER
OG0003213	LOC5569734|XP_001652958.1|AAEG	LOC6590698|XP_002016056.1|DPER
OG0003214	LOC5569740|XP_021708814.1|AAEG	LOC6592456|XP_026842310.1|DPER
OG0003215	LOC5569745|XP_001652969.1|AAEG	LOC6592535|XP_002018310.1|DPER
OG0003216	LOC5566549|XP_021708844.1|AAEG	LOC6592476|XP_026841193.1|DPER
OG0003217	LOC5565440|XP_001649789.1|AAEG	LOC113565061|XP_026841104.1|DPER
OG0003218	LOC5567899|XP_001651938.1|AAEG	LOC6595749|XP_026845552.1|DPER
OG0003219	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG	LOC6595844|XP_026845510.1|DPER
OG0003220	LOC5564121|XP_021711028.1|AAEG	LOC6589711|XP_026844146.1|DPER
OG0003221	LOC5564106|XP_021711078.1|AAEG	LOC6598495|XP_002023583.1|DPER
OG0003222	LOC5564134|XP_001648444.1|AAEG	LOC6589923|XP_026841344.1|DPER
OG0003223	LOC5566691|XP_021711483.1|AAEG	LOC6590451|XP_026841280.1|DPER
OG0003224	LOC5573218|XP_021704328.1|AAEG	LOC6589901|XP_026840703.1|DPER
OG0003250	LOC5575829|XP_001655852.1|AAEG	LOC6587384|XP_026839908.1|DPER
OG0003251	LOC5575830|XP_001655851.1|AAEG	LOC6598682|XP_002023769.2|DPER
OG0003252	LOC110674708|XP_021694452.1|AAEG	LOC6594876|XP_002020115.1|DPER
OG0003253	LOC5574743|XP_001655315.1|AAEG	LOC6598713|XP_002023892.2|DPER
OG0003254	LOC5574740|XP_001655313.1|AAEG	LOC6594506|XP_026851036.1|DPER
OG0003255	LOC5566217|XP_001650620.1|AAEG	LOC6594892|XP_002019989.1|DPER
OG0003256	LOC5574525|XP_001655177.1|AAEG	LOC6587465|XP_002013051.1|DPER
OG0003257	LOC23687408|XP_021694498.1|AAEG	LOC6599195|XP_026848229.1|DPER
OG0003258	LOC5572023|XP_001660129.1|AAEG	LOC6595671|XP_002020731.2|DPER, LOC6599451|XP_002024515.1|DPER
OG0003259	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG	LOC6597792|XP_026846543.1|DPER
OG0003260	LOC5579818|XP_021694540.1|AAEG	LOC6603091|XP_002028101.1|DPER
OG0003261	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG	LOC6594380|XP_002019294.1|DPER
OG0003262	LOC5564257|XP_001648609.1|AAEG	LOC113565078|XP_026841305.1|DPER
OG0003263	LOC5579472|XP_021694661.1|AAEG	LOC6597245|XP_026846460.1|DPER
OG0003264	LOC110674749|XP_021694695.1|AAEG	LOC6600106|XP_002025334.1|DPER
OG0003265	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG	LOC6598019|XP_002023211.1|DPER
OG0003266	LOC5577930|XP_021694729.1|AAEG	LOC6593931|XP_002019260.1|DPER
OG0003267	LOC5578728|XP_021694739.1|AAEG	LOC6603071|XP_026847123.1|DPER
OG0003268	LOC5576693|XP_021694745.1|AAEG	LOC6587578|XP_026850514.1|DPER
OG0003269	LOC5563879|XP_001648190.1|AAEG	LOC6595140|XP_002020306.1|DPER
OG0003270	LOC5576694|XP_021694749.1|AAEG	LOC6597085|XP_026845458.1|DPER
OG0003271	LOC5570397|XP_021694767.1|AAEG	LOC6601987|XP_026846862.1|DPER
OG0003272	LOC5567111|XP_021694817.1|AAEG	LOC6601747|XP_026847033.1|DPER
OG0003273	LOC5578389|XP_021694849.1|AAEG	LOC6603452|XP_002028444.1|DPER
OG0003274	LOC23687811|XP_011493407.2|AAEG	LOC6597874|XP_026846920.1|DPER
OG0003275	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG	LOC6592857|XP_002018284.2|DPER
OG0003276	LOC5565132|XP_001649479.2|AAEG	LOC6591835|XP_002017203.1|DPER
OG0003277	LOC110674823|XP_021694962.1|AAEG	LOC6602101|XP_002027146.1|DPER
OG0003278	LOC5564714|XP_021694994.1|AAEG	LOC113566765|XP_026849613.1|DPER
OG0003279	LOC110674834|XP_021695001.1|AAEG	LOC6600008|XP_026849217.1|DPER
OG0003280	LOC110674838|XP_021695023.1|AAEG	LOC113567425|XP_026850969.1|DPER
OG0003281	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG	LOC6598696|XP_002023950.2|DPER
OG0003282	LOC5571722|XP_021695075.1|AAEG	LOC6600011|XP_026849174.1|DPER
OG0003283	LOC5578708|XP_001664007.2|AAEG	LOC6593987|XP_002019029.2|DPER
OG0003284	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG	LOC6597489|XP_026848879.1|DPER
OG0003285	LOC5567660|XP_021695120.1|AAEG	LOC6595044|XP_002020371.1|DPER
OG0003286	LOC5566555|XP_021710117.1|AAEG	LOC6598664|XP_002023782.1|DPER
OG0003287	LOC5573040|XP_001654352.2|AAEG	LOC6595940|XP_002020990.1|DPER
OG0003288	LOC5573031|XP_021694308.1|AAEG	LOC6591638|XP_026840263.1|DPER
OG0003289	LOC5579012|XP_001664192.2|AAEG	LOC6600844|XP_002025938.1|DPER
OG0003290	LOC5578997|XP_001664176.2|AAEG	LOC6591318|XP_002017547.1|DPER
OG0003291	LOC5573523|XP_001660916.2|AAEG	LOC6602329|XP_026848551.1|DPER
OG0003292	LOC5568403|XP_001658058.1|AAEG	LOC6600373|XP_002025461.1|DPER
OG0003293	LOC5570652|XP_021706741.1|AAEG	LOC6597753|XP_026847053.1|DPER
OG0003294	LOC5574017|XP_021707599.1|AAEG	LOC6592815|XP_002017612.1|DPER
OG0003295	LOC5574012|XP_021708368.1|AAEG	LOC6600101|XP_026846612.1|DPER
OG0003296	LOC110674420|XP_021694351.1|AAEG	LOC113564956|XP_026840515.1|DPER
OG0003297	LOC5571798|XP_021709701.1|AAEG	LOC6598741|XP_026846230.1|DPER
OG0003298	LOC5576074|XP_021713331.1|AAEG	LOC6598423|XP_026848646.1|DPER
OG0003299	LOC5569128|XP_021692944.1|AAEG	LOC6588555|XP_002013935.1|DPER
OG0003300	LOC5568968|XP_021692995.1|AAEG	LOC6588257|XP_002012908.2|DPER
OG0003301	LOC5570119|XP_021693122.1|AAEG	LOC6590060|XP_002016392.1|DPER
OG0003302	LOC5570118|XP_001653099.1|AAEG	LOC6599230|XP_026848338.1|DPER
OG0003303	LOC5570104|XP_021693415.1|AAEG	LOC6591250|XP_002015793.1|DPER
OG0003304	LOC5570771|XP_021693931.1|AAEG	LOC6587737|XP_026840575.1|DPER
OG0003305	LOC5577441|XP_021694384.1|AAEG	LOC6597442|XP_002022384.1|DPER
OG0003306	LOC5572387|XP_001654036.2|AAEG	LOC6600809|XP_002025980.1|DPER
OG0003307	LOC5578290|XP_021694598.1|AAEG	LOC6603397|XP_026847466.1|DPER
OG0003308	LOC5578620|XP_001657046.1|AAEG	LOC6589591|XP_026844319.1|DPER
OG0003309	LOC5569552|XP_021695172.1|AAEG	LOC6597853|XP_026846944.1|DPER
OG0003310	LOC5569563|XP_001658626.2|AAEG	LOC6599137|XP_002024402.1|DPER
OG0003311	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG	LOC6594579|XP_002019830.1|DPER
OG0003312	LOC5563944|XP_001648266.1|AAEG	LOC6588227|XP_002012902.1|DPER
OG0003313	LOC5574249|XP_001661303.2|AAEG	LOC6600098|XP_002025206.2|DPER
OG0003314	LOC23687986|XP_021695617.1|AAEG	LOC6591299|XP_002015628.1|DPER
OG0003315	LOC5579485|XP_021695637.1|AAEG	LOC6598528|XP_026846308.1|DPER
OG0003316	LOC110675390|XP_021695976.1|AAEG	LOC6595211|XP_002020386.1|DPER
OG0003317	LOC5566507|XP_001650896.2|AAEG	LOC6588366|XP_002012926.2|DPER
OG0003318	LOC5568484|XP_021696073.1|AAEG	LOC6598648|XP_026850606.1|DPER
OG0003319	LOC5566499|XP_021696131.1|AAEG	LOC6594379|XP_026839965.1|DPER
OG0003320	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG	LOC6595101|XP_026840453.1|DPER
OG0003321	LOC5566495|XP_001650884.2|AAEG	LOC6595098|XP_026839904.1|DPER
OG0003322	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG	LOC6595096|XP_002020374.2|DPER
OG0003323	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG	LOC6598345|XP_026846233.1|DPER
OG0003324	LOC5574970|XP_021697905.1|AAEG	LOC6596788|XP_026845912.1|DPER
OG0003325	LOC5574966|XP_021697959.1|AAEG	LOC6588431|XP_002013147.1|DPER
OG0003326	LOC5577023|XP_001656310.2|AAEG	LOC6599390|XP_002024442.2|DPER
OG0003327	LOC5576689|XP_001662827.2|AAEG	LOC6601993|XP_002027070.2|DPER
OG0003328	LOC5570591|XP_001653258.1|AAEG	LOC6600772|XP_002025840.1|DPER
OG0003329	LOC5570593|XP_021698550.1|AAEG	LOC6598692|XP_026851065.1|DPER
OG0003330	LOC5574728|XP_001661616.2|AAEG	LOC6599840|XP_002024859.1|DPER
OG0003331	LOC23687535|XP_011492966.2|AAEG	LOC6600744|XP_002025782.1|DPER, LOC6600680|XP_026848698.1|DPER
OG0003332	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG	LOC6599423|XP_026847119.1|DPER
OG0003333	LOC5580130|XP_021699347.1|AAEG	LOC6595177|XP_026841579.1|DPER
OG0003334	LOC5567931|XP_001651963.2|AAEG	LOC6588303|XP_002013781.1|DPER
OG0003335	LOC5567933|XP_001651967.2|AAEG	LOC6588623|XP_002013225.1|DPER
OG0003336	LOC5564393|XP_021700110.1|AAEG	LOC6588434|XP_002013220.1|DPER
OG0003337	LOC5576478|XP_001662672.2|AAEG	LOC6595147|XP_002020137.2|DPER
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC6588359|XP_002013806.1|DPER
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC6595164|XP_002020291.1|DPER
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC6595163|XP_002020290.1|DPER
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC6598292|XP_002023494.1|DPER
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC6597778|XP_026847055.1|DPER
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC6602744|XP_026846050.1|DPER
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC6598034|XP_026843052.1|DPER
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC6603067|XP_026847225.1|DPER
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC6587302|XP_002013849.1|DPER
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC6587845|XP_002013821.1|DPER
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC6587309|XP_002013855.1|DPER
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC6599171|XP_002024362.2|DPER
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC6587185|XP_026850647.1|DPER
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC6603130|XP_026845802.1|DPER, LOC6596913|XP_002021843.1|DPER
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC6594836|XP_002020531.2|DPER
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC6588037|XP_026840283.1|DPER
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC6595064|XP_026851040.1|DPER
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC6601713|XP_026846905.1|DPER
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC6599959|XP_026849172.1|DPER
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC6598249|XP_026846219.1|DPER
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC6595387|XP_002020790.1|DPER
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC6602688|XP_026846022.1|DPER
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC6600054|XP_026849234.1|DPER
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC6590848|XP_002016361.1|DPER
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC6587563|XP_002013242.2|DPER
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC6587629|XP_002013114.1|DPER
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC6587820|XP_002012893.1|DPER
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC6591764|XP_026843891.1|DPER
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC6599057|XP_002024173.2|DPER
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC6602381|XP_026848534.1|DPER
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC6602384|XP_002027388.1|DPER
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC6594397|XP_002019487.1|DPER
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC6588134|XP_002013745.1|DPER
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC6599916|XP_002025044.1|DPER
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC6602097|XP_026842431.1|DPER
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC6594313|XP_002019356.1|DPER
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC6603235|XP_026845730.1|DPER
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC6587405|XP_026847632.1|DPER
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC6588068|XP_002012885.2|DPER
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC6588246|XP_026841425.1|DPER
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC6588004|XP_002013725.1|DPER
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC6587424|XP_002013573.1|DPER
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC6587644|XP_002013561.1|DPER
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC6595190|XP_002020046.1|DPER
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC6595118|XP_026851043.1|DPER
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC6595039|XP_002020366.1|DPER
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC6593762|XP_026843819.1|DPER
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC6587413|XP_026841793.1|DPER
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC6595078|XP_002020342.1|DPER
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC6595181|XP_026850679.1|DPER
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC6602699|XP_026845827.1|DPER
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC6590393|XP_026842326.1|DPER
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC6587918|XP_002012833.1|DPER
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC6587573|XP_002013104.1|DPER
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC6598630|XP_002023842.1|DPER
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC6594985|XP_002020276.1|DPER
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC6598818|XP_002023930.1|DPER
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC6588562|XP_002013944.1|DPER
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC6594769|XP_026840235.1|DPER
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC6598811|XP_026850701.1|DPER
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC6592079|XP_002016764.1|DPER
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC6591867|XP_026841667.1|DPER
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC6588320|XP_026850327.1|DPER
