Orthogroup	AAEG.longest_only	DHYD.longest_only
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC111593631|XP_023162269.2|DHYD
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC111598447|XP_023169460.1|DHYD
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC111601612|XP_030079094.1|DHYD, LOC111594709|XP_030079149.1|DHYD
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC111603196|XP_023176452.2|DHYD
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC111596755|XP_023166862.1|DHYD
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC111592939|XP_023161169.1|DHYD
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC111596574|XP_023166619.2|DHYD
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC111594891|XP_023164146.1|DHYD
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC111599616|XP_023171075.2|DHYD
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC111596471|XP_023166492.1|DHYD
OG0003352	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG	LOC111592493|XP_023160483.1|DHYD
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC111598931|XP_023170178.2|DHYD
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC111601973|XP_023174618.1|DHYD
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC111598378|XP_030079586.1|DHYD
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC111591877|XP_023159532.2|DHYD
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC111591887|XP_023159559.2|DHYD
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC111594939|XP_023164200.1|DHYD
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC111604743|XP_023178685.1|DHYD
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC111591907|XP_023159585.2|DHYD
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC111600097|XP_023171825.2|DHYD
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC111601495|XP_023173850.2|DHYD
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC111601550|XP_023173958.2|DHYD
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC111601801|XP_023174348.2|DHYD
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC111604930|XP_023178967.1|DHYD
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC111593525|XP_023162087.1|DHYD
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC111604513|XP_023178378.1|DHYD
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC111604532|XP_023178397.1|DHYD
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC111603579|XP_023177000.1|DHYD
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC111602756|XP_023175778.2|DHYD
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC111593453|XP_023161980.1|DHYD
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC111592193|XP_023160027.1|DHYD
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC111598898|XP_023170133.2|DHYD
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC111605111|XP_023179223.1|DHYD
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC111596925|XP_023167146.2|DHYD
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC111601779|XP_023174306.1|DHYD
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC111601803|XP_023174359.2|DHYD
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC111602624|XP_023175554.2|DHYD
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC111600024|XP_023171709.1|DHYD
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC111603637|XP_030080720.1|DHYD
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC111593225|XP_023161644.2|DHYD
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC111603504|XP_023176881.2|DHYD
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC111597848|XP_023168525.1|DHYD
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC111602470|XP_023175299.2|DHYD
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC111605458|XP_023179744.1|DHYD
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC111598587|XP_023169668.1|DHYD
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC111593234|XP_023161655.2|DHYD
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC111603347|XP_023176656.1|DHYD
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC111593887|XP_023162722.1|DHYD
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC111601504|XP_023173866.1|DHYD
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC111601537|XP_023173940.1|DHYD
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC111598611|XP_023169716.1|DHYD
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC111604270|XP_023178035.1|DHYD
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC111602644|XP_023175577.1|DHYD
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC111602643|XP_023175576.2|DHYD
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC111596156|XP_023166014.2|DHYD
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC111603503|XP_030081692.1|DHYD
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC111600836|XP_023172908.1|DHYD
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC111601306|XP_023173590.2|DHYD
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC111597858|XP_023168542.2|DHYD
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC111597816|XP_030080659.1|DHYD
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC111604113|XP_023177788.1|DHYD
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC111594414|XP_023163466.1|DHYD
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC111604101|XP_023177770.2|DHYD
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC111603300|XP_023176594.1|DHYD
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC111603301|XP_023176595.2|DHYD
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC111605441|XP_023179726.2|DHYD, LOC115483101|XP_030080070.1|DHYD
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC111597871|XP_023168563.1|DHYD
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC111597850|XP_030080619.1|DHYD
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC111604634|XP_023178540.2|DHYD
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC111603044|XP_023176256.1|DHYD
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC111602606|XP_023175534.1|DHYD
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC111599829|XP_023171390.1|DHYD
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC111600184|XP_023171958.2|DHYD
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC111598592|XP_023169676.1|DHYD
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC111602661|XP_023175614.2|DHYD, LOC115483796|XP_030081911.1|DHYD
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC111596071|XP_023165895.1|DHYD
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC111602635|XP_030081671.1|DHYD, LOC111602622|XP_030081673.1|DHYD
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC111602670|XP_023175631.2|DHYD
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC111601450|XP_023173795.2|DHYD
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC111601405|XP_023173731.2|DHYD
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC111603106|XP_023176344.2|DHYD
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC111598276|XP_023169221.1|DHYD
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC111598222|XP_023169150.1|DHYD
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC111602613|XP_023175541.2|DHYD
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC111598085|XP_023168901.2|DHYD
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC111597237|XP_023167597.2|DHYD
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC111593791|XP_023162578.2|DHYD
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC111595888|XP_023165585.2|DHYD
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC111604967|XP_023179014.2|DHYD
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC111597172|XP_023167500.1|DHYD
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC111592698|XP_023160844.1|DHYD
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC111598289|XP_023169240.1|DHYD
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC111594565|XP_023163690.2|DHYD
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC111594635|XP_023163798.1|DHYD
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC111594448|XP_023163507.1|DHYD
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC111594634|XP_023163797.1|DHYD
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC111598904|XP_023170140.1|DHYD
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC111601522|XP_023173895.2|DHYD
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC111594102|XP_023163024.1|DHYD
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC111594805|XP_023164036.1|DHYD
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC111604783|XP_023178763.1|DHYD
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC111605622|XP_023180042.2|DHYD
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC111593062|XP_023161404.2|DHYD
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC111599652|XP_030079583.1|DHYD, LOC111598389|XP_030079598.1|DHYD
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC111597933|XP_030081706.1|DHYD
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC111602652|XP_023175593.1|DHYD
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC111602403|XP_023175199.2|DHYD
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC111595926|XP_023165650.2|DHYD
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC111598522|XP_023169573.2|DHYD
OG0003452	LOC5574692|XP_021713383.1|AAEG	LOC111598508|XP_023169547.2|DHYD
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC111605652|XP_023180082.1|DHYD
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC111602230|XP_023174979.2|DHYD
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC111601751|XP_023174258.2|DHYD
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC111592518|XP_023160537.2|DHYD
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC111604893|XP_023178900.1|DHYD
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC111598574|XP_023169644.1|DHYD
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC111604643|XP_023178557.1|DHYD
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC111596598|XP_030080611.1|DHYD
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC111594422|XP_023163477.2|DHYD
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC111593088|XP_023161451.1|DHYD
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC111602650|XP_023175589.1|DHYD
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC111601444|XP_023173788.2|DHYD
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC111602410|XP_023175210.2|DHYD
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC111594829|XP_023164061.1|DHYD
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC111601500|XP_023173861.2|DHYD
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC111601514|XP_023173886.1|DHYD
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC111596416|XP_023166396.1|DHYD
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC111593262|XP_023161697.2|DHYD
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC111595790|XP_023165443.2|DHYD
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC111603876|XP_023177455.1|DHYD
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC111601608|XP_023174045.1|DHYD
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC111601546|XP_023173951.2|DHYD
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC111600666|XP_023172670.1|DHYD
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC111597743|XP_023168363.2|DHYD
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC111605588|XP_023179960.1|DHYD
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC111604274|XP_023178040.1|DHYD
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC111595709|XP_023165322.1|DHYD
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC111594600|XP_023163732.1|DHYD
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC111594435|XP_023163491.1|DHYD
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC111594534|XP_023163640.2|DHYD
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC111594584|XP_023163710.1|DHYD
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC111605466|XP_023179753.1|DHYD
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC111603286|XP_023176567.2|DHYD
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC111603235|XP_023176507.2|DHYD
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC111594452|XP_023163513.1|DHYD
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC111603511|XP_023176895.2|DHYD
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC111595692|XP_023165302.2|DHYD
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC111601755|XP_023174262.1|DHYD
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC111599544|XP_023170971.2|DHYD
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC111595891|XP_023165598.1|DHYD
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC111598215|XP_023169137.2|DHYD
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC111605494|XP_023179810.1|DHYD
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC111594937|XP_023164197.1|DHYD
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC111599854|XP_023171444.1|DHYD
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC111600696|XP_023172718.1|DHYD
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC111598534|XP_023169590.2|DHYD
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC111593673|XP_030081557.1|DHYD
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC111592621|XP_023160724.1|DHYD
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC111605512|XP_023179837.1|DHYD
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC111605439|XP_023179722.2|DHYD
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC111596152|XP_023166009.2|DHYD
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC111594975|XP_023164242.2|DHYD
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC111594604|XP_030080749.1|DHYD
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC111595565|XP_023165133.1|DHYD
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC111598321|XP_023169286.2|DHYD
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC111603049|XP_030079703.1|DHYD
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC111600033|XP_023171721.1|DHYD
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC111602931|XP_030080830.1|DHYD
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC111602637|XP_023175570.2|DHYD
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC111601399|XP_023173710.1|DHYD
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC111596595|XP_023166641.2|DHYD
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC111601332|XP_023173630.2|DHYD
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC111595436|XP_023164928.1|DHYD
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC111605520|XP_023179846.2|DHYD
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC111595201|XP_023164571.1|DHYD
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC111600806|XP_023172868.2|DHYD
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC111595641|XP_023165222.2|DHYD
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC111598883|XP_030079131.1|DHYD
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC111595667|XP_023165259.1|DHYD
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC111597519|XP_023168060.1|DHYD
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC111594936|XP_023164195.2|DHYD
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC111602419|XP_023175221.2|DHYD
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC111605287|XP_023179500.2|DHYD
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC111598598|XP_023169682.1|DHYD
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC111604155|XP_030081300.1|DHYD
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC111603997|XP_023177614.2|DHYD
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC115483480|XP_030081490.1|DHYD, LOC111593217|XP_023161636.2|DHYD
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC111597598|XP_023168167.2|DHYD
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC111601728|XP_023174219.1|DHYD
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC111592735|XP_023160895.1|DHYD
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC111598710|XP_030081449.1|DHYD
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC111599764|XP_030079989.1|DHYD
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC111597694|XP_023168297.1|DHYD
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC111593578|XP_023162211.2|DHYD
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC111593928|XP_023162773.2|DHYD
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC111593934|XP_023162781.1|DHYD
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC111601462|XP_023173812.2|DHYD
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC111596493|XP_023166522.1|DHYD
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC115483391|XP_030081026.1|DHYD, LOC111600781|XP_023172833.1|DHYD
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC111601934|XP_023174554.1|DHYD
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC111595643|XP_023165236.1|DHYD
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC111597468|XP_023167984.1|DHYD
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC111591870|XP_023159521.2|DHYD
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC111603831|XP_023177361.2|DHYD
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC111599929|XP_023171544.2|DHYD
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC111599946|XP_023171566.1|DHYD
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC115483465|XP_030081408.1|DHYD, LOC111593730|XP_023162483.1|DHYD
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC111605354|XP_023179599.2|DHYD
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC111599930|XP_023171547.1|DHYD
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC111600680|XP_023172698.2|DHYD
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC111592436|XP_023160387.2|DHYD
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC111598464|XP_023169487.2|DHYD
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC111592958|XP_023161215.1|DHYD
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC111592953|XP_023161209.1|DHYD
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC111599509|XP_023170941.2|DHYD
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC111598752|XP_030081500.1|DHYD
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC111595650|XP_023165242.2|DHYD
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC111602118|XP_023174835.2|DHYD
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC111603425|XP_023176781.1|DHYD
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC111592686|XP_023160820.2|DHYD
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC111602917|XP_023176030.2|DHYD
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC111604492|XP_023178351.1|DHYD
OG0003566	LOC5570462|XP_021696323.1|AAEG	LOC111602612|XP_023175539.1|DHYD
OG0003567	LOC5570461|XP_021696331.1|AAEG	LOC111594031|XP_023162912.2|DHYD
OG0003568	LOC5577064|XP_021696349.1|AAEG	LOC111604617|XP_023178501.2|DHYD
OG0003569	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG	LOC111599279|XP_023170645.1|DHYD
OG0003570	LOC5571874|XP_021696407.1|AAEG	LOC111594024|XP_030081316.1|DHYD
OG0003571	LOC5570525|XP_001659184.2|AAEG	LOC111599489|XP_023170927.2|DHYD
OG0003572	LOC5570536|XP_021696455.1|AAEG	LOC111603303|XP_030080915.1|DHYD
OG0003573	LOC5570522|XP_021696464.1|AAEG	LOC111592227|XP_023160076.2|DHYD
OG0003574	LOC5567621|XP_001657591.2|AAEG	LOC111601652|XP_023174101.2|DHYD
OG0003575	LOC5576612|XP_001662762.1|AAEG	LOC111600477|XP_023172355.1|DHYD
OG0003576	LOC5566268|XP_021696550.1|AAEG	LOC111602932|XP_023176049.1|DHYD
OG0003577	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG	LOC111594833|XP_023164066.1|DHYD
OG0003578	LOC5569215|XP_001658388.1|AAEG	LOC111592822|XP_023161014.1|DHYD
OG0003579	LOC5569212|XP_021696607.1|AAEG	LOC111600713|XP_023172738.2|DHYD
OG0003580	LOC5568100|XP_021696615.1|AAEG	LOC111597924|XP_023168644.2|DHYD
OG0003581	LOC110675582|XP_021696631.1|AAEG	LOC111595281|XP_030079510.1|DHYD
OG0003582	LOC5568120|XP_001652059.2|AAEG	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD
OG0003583	LOC5578232|XP_021696662.1|AAEG	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD
OG0003584	LOC5574286|XP_001661329.1|AAEG	LOC111593938|XP_023162788.2|DHYD
OG0003585	LOC5566329|XP_001650718.1|AAEG	LOC111599277|XP_023170643.1|DHYD
OG0003586	LOC5579064|XP_021696762.1|AAEG	LOC111599676|XP_023171149.2|DHYD
OG0003587	LOC5564624|XP_001648973.2|AAEG	LOC111599461|XP_023170899.2|DHYD
OG0003588	LOC5567128|XP_001651546.2|AAEG	LOC111598083|XP_023168898.2|DHYD
OG0003589	LOC110676989|XP_021702921.1|AAEG	LOC111594035|XP_023162916.2|DHYD
OG0003590	LOC5574420|XP_021696838.1|AAEG	LOC111603051|XP_023176273.1|DHYD
OG0003591	LOC5566232|XP_021696842.1|AAEG	LOC111603715|XP_023177188.2|DHYD
OG0003592	LOC5566211|XP_001650600.1|AAEG	LOC111595048|XP_023164344.2|DHYD
OG0003593	LOC5566219|XP_021696862.1|AAEG	LOC111603048|XP_023176269.2|DHYD
OG0003594	LOC5566962|XP_001651375.2|AAEG	LOC111601047|XP_023173230.2|DHYD
OG0003595	LOC5565647|XP_021696889.1|AAEG	LOC111600881|XP_023172982.1|DHYD
OG0003596	LOC5565652|XP_001650005.1|AAEG	LOC111597644|XP_023168218.1|DHYD
OG0003597	LOC5565650|XP_001650002.2|AAEG	LOC111597636|XP_023168209.2|DHYD
OG0003598	LOC5573763|XP_001654790.1|AAEG	LOC111591916|XP_023159606.1|DHYD
OG0003599	LOC5573779|XP_021696930.1|AAEG	LOC111599716|XP_023171222.1|DHYD
OG0003600	LOC5576770|XP_001662857.2|AAEG	LOC111605192|XP_030081513.1|DHYD
OG0003601	LOC5568893|XP_001658218.2|AAEG	LOC111597734|XP_023168350.2|DHYD
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC111599904|XP_023171494.2|DHYD
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC111601568|XP_023173982.2|DHYD
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD
OG0003605	LOC5568318|XP_021697072.1|AAEG	LOC111602778|XP_023175817.1|DHYD
OG0003606	LOC5568317|XP_001652194.1|AAEG	LOC111597097|XP_023167407.2|DHYD
OG0003607	LOC5568314|XP_001652191.1|AAEG	LOC111605360|XP_023179607.2|DHYD
OG0003608	LOC5568308|XP_021697084.1|AAEG	LOC111598735|XP_023169896.1|DHYD
OG0003609	LOC5568291|XP_001652167.1|AAEG	LOC111599940|XP_023171557.1|DHYD
OG0003610	LOC5576961|XP_001663056.2|AAEG	LOC111599255|XP_023170622.1|DHYD
OG0003611	LOC5571818|XP_021697130.1|AAEG	LOC111597777|XP_023168405.1|DHYD
OG0003612	LOC5571827|XP_021697152.1|AAEG	LOC111602102|XP_023174807.2|DHYD
OG0003613	LOC5573466|XP_001660886.2|AAEG	LOC111604109|XP_023177782.2|DHYD
OG0003614	LOC5573465|XP_001660887.1|AAEG	LOC111604110|XP_023177784.2|DHYD
