Orthogroup	AAEG.longest_only	AALB.longest_only
OG0003338	LOC5576481|XP_001662674.2|AAEG	LOC118461908|XP_035783659.1|AALB
OG0003339	LOC5570698|XP_001659294.2|AAEG	LOC118465282|XP_035789220.1|AALB
OG0003340	LOC5570699|XP_021701068.1|AAEG	LOC118464288|XP_035787463.1|AALB
OG0003341	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG	LOC118468825|XP_035795948.1|AALB
OG0003342	LOC5571567|XP_001653705.2|AAEG	LOC118461027|XP_035781782.1|AALB
OG0003343	LOC5569251|XP_021701437.1|AAEG	LOC118467204|XP_035793362.1|AALB
OG0003344	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG	LOC118458621|XP_035777199.1|AALB
OG0003345	LOC5565271|XP_021701757.1|AAEG	LOC118466306|XP_035791311.1|AALB
OG0003346	LOC5578827|XP_001664044.1|AAEG	LOC118464886|XP_035788524.1|AALB
OG0003347	LOC5567723|XP_001657630.2|AAEG	LOC118460965|XP_035781643.1|AALB
OG0003348	LOC5567052|XP_021702364.1|AAEG	LOC118463628|XP_035786231.1|AALB
OG0003349	LOC5576312|XP_001656046.1|AAEG	LOC118458142|XP_035776233.1|AALB
OG0003350	LOC5576307|XP_021702688.1|AAEG	LOC118463565|XP_035786100.1|AALB
OG0003351	LOC5566959|XP_021702823.1|AAEG	LOC118467509|XP_035793954.1|AALB
OG0003352	LOC5568675|XP_001658091.2|AAEG	LOC118463917|XP_035786766.1|AALB
OG0003353	LOC5576900|XP_021703214.1|AAEG	LOC118460140|XP_035780124.1|AALB
OG0003354	LOC5576894|XP_021703285.1|AAEG	LOC118460493|XP_035780742.1|AALB
OG0003355	LOC5576890|XP_001662990.2|AAEG	LOC118457994|XP_035775963.1|AALB
OG0003356	LOC5576880|XP_001662980.2|AAEG	LOC118456935|XP_035773983.1|AALB
OG0003357	LOC5576878|XP_001662978.1|AAEG	LOC118456947|XP_035774016.1|AALB
OG0003358	LOC5564062|XP_001648368.1|AAEG	LOC118460688|XP_035781095.1|AALB
OG0003359	LOC5564054|XP_001648381.1|AAEG	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB
OG0003360	LOC5564066|XP_021704044.1|AAEG	LOC118467582|XP_035794124.1|AALB
OG0003361	LOC5578497|XP_021704289.1|AAEG	LOC118467951|XP_035794815.1|AALB
OG0003362	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG	LOC118466237|XP_035791174.1|AALB
OG0003363	LOC5579202|XP_021705141.1|AAEG	LOC118466251|XP_035791200.1|AALB
OG0003364	LOC5578139|XP_001663710.1|AAEG	LOC118462042|XP_035783910.1|AALB
OG0003365	LOC5579301|XP_021705291.1|AAEG	LOC118461036|XP_035781815.1|AALB
OG0003366	LOC5565040|XP_001649382.2|AAEG	LOC118461434|XP_035782636.1|AALB
OG0003367	LOC5576008|XP_001662341.2|AAEG	LOC118460367|XP_035780510.1|AALB
OG0003368	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG	LOC118456158|XP_035772618.1|AALB
OG0003369	LOC110678069|XP_021706303.1|AAEG	LOC118459452|XP_035778755.1|AALB
OG0003370	LOC5565330|XP_001649677.1|AAEG	LOC118461718|XP_035783271.1|AALB
OG0003371	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG	LOC118459999|XP_035779798.1|AALB
OG0003372	LOC5579482|XP_001647780.1|AAEG	LOC118460305|XP_035780404.1|AALB
OG0003373	LOC5575470|XP_001661987.3|AAEG	LOC118465412|XP_035789532.1|AALB
OG0003374	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG	LOC118460181|XP_035780182.1|AALB
OG0003375	LOC110678773|XP_021707804.1|AAEG	LOC118458225|XP_035776385.1|AALB
OG0003376	LOC5565268|XP_001649604.1|AAEG	LOC118459585|XP_035779005.1|AALB
OG0003377	LOC5564417|XP_021708027.1|AAEG	LOC118457980|XP_035775923.1|AALB
OG0003378	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG	LOC118468316|XP_035794953.1|AALB
OG0003379	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG	LOC118468314|XP_035794951.1|AALB
OG0003380	LOC5572781|XP_001654180.1|AAEG	LOC118458736|XP_035777400.1|AALB
OG0003381	LOC5580227|XP_001655934.2|AAEG	LOC118460087|XP_035779996.1|AALB
OG0003382	LOC5580230|XP_021708254.1|AAEG	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB
OG0003383	LOC5578695|XP_001657094.2|AAEG	LOC118460199|XP_035780200.1|AALB
OG0003384	LOC5568279|XP_001657976.1|AAEG	LOC118460424|XP_035780608.1|AALB
OG0003385	LOC5568276|XP_001657975.2|AAEG	LOC118468307|XP_035794937.1|AALB
OG0003386	LOC5566095|XP_001650454.1|AAEG	LOC118458981|XP_035777869.1|AALB
OG0003387	LOC5566097|XP_001650455.1|AAEG	LOC118458975|XP_035777858.1|AALB
OG0003388	LOC110679207|XP_021709028.1|AAEG	LOC118458409|XP_035776719.1|AALB
OG0003389	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG	LOC118460322|XP_035780426.1|AALB
OG0003390	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG	LOC118457186|XP_035774427.1|AALB
OG0003391	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG	LOC118468616|XP_035795516.1|AALB
OG0003392	LOC5572715|XP_001660532.2|AAEG	LOC118457407|XP_035774868.1|AALB
OG0003393	LOC5568155|XP_021710093.1|AAEG	LOC118468444|XP_035795105.1|AALB
OG0003394	LOC5568159|XP_001657903.2|AAEG	LOC118459161|XP_035778142.1|AALB
OG0003395	LOC5566198|XP_021710187.1|AAEG	LOC118458853|XP_035777667.1|AALB
OG0003396	LOC5566195|XP_001650574.2|AAEG	LOC118461752|XP_035783360.1|AALB
OG0003397	LOC5567411|XP_001657413.2|AAEG	LOC118460976|XP_035781683.1|AALB
OG0003398	LOC5567408|XP_001657416.1|AAEG, LOC110680482|XP_021711979.1|AAEG	LOC118456727|XP_035773665.1|AALB
OG0003399	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG	LOC118456728|XP_035773666.1|AALB
OG0003400	LOC5568338|XP_021710740.1|AAEG	LOC118459348|XP_035778518.1|AALB
OG0003401	LOC5577501|XP_021711436.1|AAEG	LOC118461274|XP_035782310.1|AALB
OG0003402	LOC110679871|XP_021711570.1|AAEG	LOC118460228|XP_035780253.1|AALB
OG0003403	LOC5577499|XP_001656515.2|AAEG	LOC118458165|XP_035776265.1|AALB
OG0003404	LOC5577699|XP_021711667.1|AAEG	LOC118457822|XP_035775590.1|AALB
OG0003405	LOC5572734|XP_001660546.2|AAEG	LOC118459502|XP_035778820.1|AALB
OG0003406	LOC5572725|XP_001660544.1|AAEG	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC5572724|XP_001660542.1|AAEG	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC5572733|XP_001660547.2|AAEG	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC5572730|XP_021711963.1|AAEG	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC5572735|XP_001660557.1|AAEG	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC5567789|XP_001657692.1|AAEG	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC5567787|XP_021712246.1|AAEG	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC5567767|XP_001657667.2|AAEG	LOC118458580|XP_035777131.1|AALB
OG0003414	LOC5569265|XP_021712555.1|AAEG	LOC118460636|XP_035780982.1|AALB
OG0003415	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC5571790|XP_001659923.1|AAEG	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC5567063|XP_001651463.2|AAEG	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC5567062|XP_021712857.1|AAEG	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC5567085|XP_021712943.1|AAEG	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC5577530|XP_021712944.1|AAEG	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC5573383|XP_001660867.2|AAEG	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC5573375|XP_001660864.2|AAEG	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC5573371|XP_001660857.1|AAEG	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC5570624|XP_001659227.2|AAEG	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC5572584|XP_001654088.2|AAEG	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC5575731|XP_021713117.1|AAEG	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC23687402|XP_021713130.1|AAEG	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC5565237|XP_021713167.1|AAEG	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC5576286|XP_001662576.2|AAEG	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC5572168|XP_021713207.1|AAEG	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC5569222|XP_001652782.1|AAEG	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC5569219|XP_001652784.1|AAEG	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC5569226|XP_001652785.1|AAEG	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC5578520|XP_021713299.1|AAEG	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC5578519|XP_001663910.1|AAEG	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC5565034|XP_021694403.1|AAEG	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC5576914|XP_001663011.1|AAEG	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC5576920|XP_001663017.1|AAEG	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC5580013|XP_021713335.1|AAEG	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC5580009|XP_021713348.1|AAEG	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC5580014|XP_021694307.1|AAEG	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC5574616|XP_001661533.1|AAEG	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC5574612|XP_001661529.1|AAEG	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC5574618|XP_021713371.1|AAEG	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC5574690|XP_021713381.1|AAEG	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC110681266|XP_021712730.1|AAEG, LOC5574692|XP_021713383.1|AAEG	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC5567595|XP_021713391.1|AAEG	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC5567614|XP_001657570.1|AAEG	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC5567615|XP_021713393.1|AAEG	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC5571512|XP_021692970.1|AAEG	LOC118457520|XP_035775056.1|AALB
OG0003457	LOC5571516|XP_021692972.1|AAEG	LOC118468976|XP_035796249.1|AALB
OG0003458	LOC5564696|XP_021692997.1|AAEG	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC110674037|XP_021693012.1|AAEG	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC5573797|XP_021693033.1|AAEG	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC5570837|XP_021693037.1|AAEG	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC5580098|XP_001654849.2|AAEG	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC110674054|XP_021693086.1|AAEG	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC5566483|XP_001650870.1|AAEG	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG	LOC118457652|XP_035775287.1|AALB
OG0003467	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG	LOC118459963|XP_035779744.1|AALB
OG0003468	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG	LOC118459956|XP_035779736.1|AALB
OG0003469	LOC5578927|XP_001657213.1|AAEG	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC5563724|XP_021693210.1|AAEG	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC5563704|XP_001647991.1|AAEG	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC5576365|XP_021693250.1|AAEG	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC5576352|XP_021693305.1|AAEG	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC5567293|XP_021693314.1|AAEG	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC5567283|XP_021693342.1|AAEG	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC5569127|XP_001652733.2|AAEG	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC5576718|XP_001656224.1|AAEG	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC5576717|XP_001656223.1|AAEG	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC5576735|XP_021693381.1|AAEG	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC5566413|XP_001650805.1|AAEG	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC5568914|XP_001658238.1|AAEG	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC5568905|XP_001658228.2|AAEG	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC110674672|XP_021694418.1|AAEG	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC5573324|XP_001654544.1|AAEG	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC5569057|XP_021693516.1|AAEG	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC5564565|XP_021693531.1|AAEG	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC5566454|XP_021693543.1|AAEG	LOC118460159|XP_035780152.1|AALB
OG0003491	LOC5578805|XP_021693546.1|AAEG	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC5578571|XP_001663962.2|AAEG	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC5577195|XP_021693675.1|AAEG	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC5572161|XP_021693685.1|AAEG	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC5576201|XP_001662536.1|AAEG	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC110674163|XP_021693719.1|AAEG	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC23687673|XP_011493646.2|AAEG	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC5575648|XP_021693759.1|AAEG	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC5575653|XP_021693763.1|AAEG	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC5565614|XP_021693783.1|AAEG	LOC118461265|XP_035782291.1|AALB
OG0003501	LOC5565612|XP_001649949.1|AAEG	LOC118458104|XP_035776170.1|AALB
OG0003502	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC5577655|XP_001656653.3|AAEG	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC5577651|XP_021693826.1|AAEG	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC5577636|XP_021693854.1|AAEG	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC5565953|XP_021693896.1|AAEG	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC5568525|XP_021693918.1|AAEG	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC5573535|XP_021693961.1|AAEG	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC5579966|XP_001658483.2|AAEG	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC5579960|XP_021694041.1|AAEG	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC5578914|XP_001657204.2|AAEG	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC5578915|XP_021694075.1|AAEG	LOC118460728|XP_035781175.1|AALB
OG0003514	LOC5576115|XP_021694090.1|AAEG	LOC118459156|XP_035778136.1|AALB
OG0003515	LOC5575229|XP_001655635.2|AAEG	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC5565161|XP_021694131.1|AAEG	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC5579159|XP_021694193.1|AAEG	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC5566105|XP_001650511.2|AAEG	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC5566136|XP_021695359.1|AAEG	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC5566123|XP_001650503.2|AAEG	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC5566143|XP_021695372.1|AAEG	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC5566137|XP_001650495.1|AAEG	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC5566133|XP_001650494.1|AAEG	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC5566132|XP_001650493.2|AAEG	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC5566126|XP_001650491.1|AAEG	LOC118466449|XP_035791681.1|AALB
OG0003526	LOC5566124|XP_001650486.2|AAEG	LOC118466454|XP_035791687.1|AALB
OG0003527	LOC5566111|XP_001650482.1|AAEG	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC5570950|XP_001653417.2|AAEG	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC5570952|XP_021695452.1|AAEG	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC5571445|XP_001659696.2|AAEG	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC5571444|XP_021695478.1|AAEG	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC5567850|XP_001657714.1|AAEG	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC5569149|XP_021695598.1|AAEG	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC5569146|XP_021695603.1|AAEG	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC5575741|XP_001655841.2|AAEG	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC5566722|XP_021695725.1|AAEG	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC5571766|XP_001659898.2|AAEG	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC5576630|XP_021695759.1|AAEG	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC5576629|XP_021695763.1|AAEG	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC5576633|XP_001662790.1|AAEG	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC5570665|XP_001659266.1|AAEG	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC5571262|XP_021695920.1|AAEG	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC5571248|XP_021695946.1|AAEG	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC5568483|XP_021695974.1|AAEG	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC5568482|XP_011493357.2|AAEG	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC5568481|XP_021695981.1|AAEG	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC5568468|XP_001652303.1|AAEG	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC5579328|XP_021696014.1|AAEG	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC110675403|XP_021696024.1|AAEG	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC5573481|XP_021696025.1|AAEG	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC5577799|XP_021696028.1|AAEG	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC5578168|XP_021696070.1|AAEG	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC5574103|XP_021700597.1|AAEG	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC5574100|XP_001661171.1|AAEG	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC5565097|XP_021696157.1|AAEG	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC5565095|XP_021696175.1|AAEG	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC5564907|XP_001649256.2|AAEG	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC5572885|XP_021696189.1|AAEG	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC5569889|XP_021696239.1|AAEG	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC5569898|XP_001658796.1|AAEG	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC110675493|XP_021696321.1|AAEG	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC5570462|XP_021696323.1|AAEG	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC5570461|XP_021696331.1|AAEG	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC5577064|XP_021696349.1|AAEG	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC5571874|XP_021696407.1|AAEG	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC5570525|XP_001659184.2|AAEG	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC5570536|XP_021696455.1|AAEG	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC5570522|XP_021696464.1|AAEG	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC5567621|XP_001657591.2|AAEG	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC5576612|XP_001662762.1|AAEG	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC5566268|XP_021696550.1|AAEG	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC5569215|XP_001658388.1|AAEG	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC5569212|XP_021696607.1|AAEG	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC5568100|XP_021696615.1|AAEG	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC110675582|XP_021696631.1|AAEG	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC5568120|XP_001652059.2|AAEG	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC5578232|XP_021696662.1|AAEG	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC5574286|XP_001661329.1|AAEG	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC5566329|XP_001650718.1|AAEG	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC5579064|XP_021696762.1|AAEG	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC5564624|XP_001648973.2|AAEG	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC5567128|XP_001651546.2|AAEG	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC5574420|XP_021696838.1|AAEG	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC5566232|XP_021696842.1|AAEG	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC5566211|XP_001650600.1|AAEG	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC5566219|XP_021696862.1|AAEG	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC5566962|XP_001651375.2|AAEG	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC5565647|XP_021696889.1|AAEG	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC5565652|XP_001650005.1|AAEG	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC5565650|XP_001650002.2|AAEG	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC5573763|XP_001654790.1|AAEG	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC5573779|XP_021696930.1|AAEG	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC5576770|XP_001662857.2|AAEG	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC5568893|XP_001658218.2|AAEG	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC5568318|XP_021697072.1|AAEG	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC5568317|XP_001652194.1|AAEG	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC5568314|XP_001652191.1|AAEG	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC5568308|XP_021697084.1|AAEG	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC5568291|XP_001652167.1|AAEG	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC5576961|XP_001663056.2|AAEG	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC5571818|XP_021697130.1|AAEG	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC5571827|XP_021697152.1|AAEG	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC5573466|XP_001660886.2|AAEG	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC5573465|XP_001660887.1|AAEG	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC110675782|XP_021697245.1|AAEG	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC5577568|XP_001663442.1|AAEG	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC110675790|XP_021697279.1|AAEG	LOC118467348|XP_035793623.1|AALB
