Orthogroup	AAEG.longest_only	DMIR.longest_only
OG0003602	LOC5574799|XP_021697010.1|AAEG	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR
OG0003603	LOC5574896|XP_001655401.2|AAEG	LOC108151358|XP_017135406.1|DMIR
OG0003604	LOC5579976|XP_001658608.1|AAEG	LOC108163122|XP_017153717.1|DMIR
OG0003605	LOC5568318|XP_021697072.1|AAEG	LOC108154670|XP_017140500.1|DMIR
OG0003606	LOC5568317|XP_001652194.1|AAEG	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR
OG0003607	LOC5568314|XP_001652191.1|AAEG	LOC108159493|XP_017148324.1|DMIR
OG0003608	LOC5568308|XP_021697084.1|AAEG	LOC108152001|XP_017136460.1|DMIR
OG0003609	LOC5568291|XP_001652167.1|AAEG	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR
OG0003610	LOC5576961|XP_001663056.2|AAEG	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR
OG0003611	LOC5571818|XP_021697130.1|AAEG	LOC108152029|XP_017136500.1|DMIR
OG0003612	LOC5571827|XP_021697152.1|AAEG	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR
OG0003613	LOC5573466|XP_001660886.2|AAEG	LOC108158123|XP_017145794.1|DMIR
OG0003614	LOC5573465|XP_001660887.1|AAEG	LOC108158124|XP_017145795.1|DMIR
OG0003615	LOC110675782|XP_021697245.1|AAEG	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR
OG0003616	LOC5577568|XP_001663442.1|AAEG	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR
OG0003617	LOC110675790|XP_021697279.1|AAEG	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR
OG0003618	LOC5574903|XP_021697274.1|AAEG	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR
OG0003619	LOC5574912|XP_021697293.1|AAEG	LOC108159093|XP_017147548.1|DMIR
OG0003620	LOC5578898|XP_001664109.2|AAEG	LOC108160169|XP_017149479.2|DMIR
OG0003621	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG	LOC108152582|XP_017137516.1|DMIR
OG0003622	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG	LOC108152581|XP_017137511.1|DMIR
OG0003623	LOC5570735|XP_001659326.1|AAEG	LOC117188147|XP_033247433.1|DMIR, LOC108158949|XP_017147265.2|DMIR
OG0003624	LOC5579975|XP_021697397.1|AAEG	LOC117194126|XP_033254664.1|DMIR, LOC108158680|XP_017146699.1|DMIR
OG0003625	LOC5574421|XP_001661438.1|AAEG	LOC117193039|XP_033253666.1|DMIR, LOC108158118|XP_017145784.1|DMIR
OG0003626	LOC5576843|XP_001662949.1|AAEG	LOC108160296|XP_017149695.1|DMIR
OG0003627	LOC5577050|XP_001663147.2|AAEG	LOC117190538|XP_033251486.1|DMIR, LOC108159901|XP_017149013.1|DMIR
OG0003628	LOC5576845|XP_021697495.1|AAEG	LOC117193150|XP_033253771.1|DMIR, LOC108158729|XP_017146820.1|DMIR
OG0003629	LOC5564960|XP_021697514.1|AAEG	LOC117188327|XP_033247878.1|DMIR, LOC108158468|XP_033250666.1|DMIR
OG0003630	LOC5579516|XP_021697513.1|AAEG	LOC117188461|XP_033248263.1|DMIR, LOC108160081|XP_033252542.1|DMIR
OG0003631	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG	LOC108151442|XP_017135540.1|DMIR
OG0003632	LOC5576854|XP_001656279.1|AAEG	LOC108151072|XP_017134940.1|DMIR
OG0003633	LOC5575244|XP_021697543.1|AAEG	LOC108159590|XP_017148530.2|DMIR, LOC117188004|XP_033247008.1|DMIR
OG0003634	LOC5574066|XP_021697592.1|AAEG	LOC108165489|XP_017157031.1|DMIR
OG0003635	LOC5565621|XP_021697596.1|AAEG	LOC108151177|XP_033243118.1|DMIR
OG0003636	LOC5565623|XP_001649978.2|AAEG	LOC108159906|XP_017149024.1|DMIR
OG0003637	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG	LOC108158406|XP_017146162.1|DMIR
OG0003638	LOC5572754|XP_021697617.1|AAEG	LOC108152839|XP_017137936.1|DMIR
OG0003639	LOC5565412|XP_001649759.1|AAEG	LOC108162257|XP_017152394.1|DMIR
OG0003640	LOC5578399|XP_021697634.1|AAEG	LOC117192768|XP_033253406.1|DMIR, LOC117193197|XP_033253837.1|DMIR, LOC108158704|XP_017146732.1|DMIR
OG0003641	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG	LOC108159031|XP_017147440.1|DMIR
OG0003642	LOC5566366|XP_021697649.1|AAEG	LOC117189859|XP_033250817.1|DMIR, LOC108158694|XP_017146717.1|DMIR
OG0003643	LOC110675919|XP_021697651.1|AAEG	LOC117190459|XP_033251422.1|DMIR, LOC108159900|XP_017149012.1|DMIR
OG0003644	LOC5573545|XP_001654680.1|AAEG	LOC108158733|XP_033247880.1|DMIR, LOC117190209|XP_033251155.1|DMIR
OG0003645	LOC5571703|XP_001659845.2|AAEG	LOC108152576|XP_017137504.1|DMIR
OG0003646	LOC5565875|XP_021697696.1|AAEG	LOC108151985|XP_017136439.1|DMIR
OG0003647	LOC5567984|XP_001657805.2|AAEG	LOC108152993|XP_017138217.1|DMIR
OG0003648	LOC5565748|XP_001650108.2|AAEG	LOC108161960|XP_017151907.1|DMIR
OG0003649	LOC5565555|XP_001649906.1|AAEG	LOC108154083|XP_017139684.1|DMIR
OG0003650	LOC5565559|XP_021697733.1|AAEG	LOC108165022|XP_017156550.1|DMIR
OG0003651	LOC5564456|XP_021697774.1|AAEG	LOC108156418|XP_017143354.1|DMIR
OG0003652	LOC5570336|XP_001653165.1|AAEG	LOC108151912|XP_017136312.1|DMIR
OG0003653	LOC5573421|XP_021697823.1|AAEG	LOC108153113|XP_017138387.1|DMIR
OG0003654	LOC5573417|XP_001654591.1|AAEG	LOC108152041|XP_017136529.1|DMIR
OG0003655	LOC5573416|XP_001654590.2|AAEG	LOC108163056|XP_017153617.1|DMIR
OG0003656	LOC5564145|XP_021697831.1|AAEG	LOC108151907|XP_017136307.1|DMIR
OG0003657	LOC5578038|XP_001663658.2|AAEG	LOC108153449|XP_017138958.1|DMIR
OG0003658	LOC5563748|XP_021697833.1|AAEG	LOC108156917|XP_017144153.1|DMIR
OG0003659	LOC5576553|XP_021697848.1|AAEG	LOC108153319|XP_017138721.1|DMIR
OG0003660	LOC5576547|XP_021697849.1|AAEG	LOC108151113|XP_017135007.1|DMIR
OG0003661	LOC5575117|XP_021697884.1|AAEG	LOC108151804|XP_017136143.2|DMIR
OG0003662	LOC5575143|XP_021697917.1|AAEG	LOC108151680|XP_017135912.1|DMIR
OG0003663	LOC5577083|XP_001656317.1|AAEG	LOC108151755|XP_033243918.1|DMIR
OG0003664	LOC5577077|XP_021697922.1|AAEG	LOC108152883|XP_017138006.1|DMIR
OG0003665	LOC5571197|XP_021697945.1|AAEG	LOC117191254|XP_033252064.1|DMIR, LOC108160667|XP_017150297.1|DMIR
OG0003666	LOC5573986|XP_021697972.1|AAEG	LOC108160163|XP_033246880.1|DMIR, LOC117190017|XP_033251000.1|DMIR
OG0003667	LOC5573995|XP_021697981.1|AAEG	LOC108151734|XP_033243913.1|DMIR
OG0003668	LOC23687412|XP_021698133.1|AAEG	LOC108159931|XP_017149067.2|DMIR, LOC108157939|XP_033246777.1|DMIR
OG0003669	LOC5569166|XP_001658356.1|AAEG	LOC117192827|XP_033253482.1|DMIR, LOC117193247|XP_033253881.1|DMIR, LOC117194158|XP_033254705.1|DMIR, LOC108159667|XP_017148636.1|DMIR
OG0003670	LOC5569167|XP_001658357.1|AAEG	LOC108159666|XP_017148635.1|DMIR, LOC117193246|XP_033253880.1|DMIR, LOC117194156|XP_033254703.1|DMIR
OG0003671	LOC5577718|XP_021698177.1|AAEG	LOC117185828|XP_033254655.1|DMIR, LOC108160135|XP_017149418.1|DMIR
OG0003672	LOC110676045|XP_021698198.1|AAEG	LOC108156957|XP_017144224.1|DMIR
OG0003673	LOC5575822|XP_001662247.2|AAEG	LOC117192563|XP_033253169.1|DMIR, LOC108160516|XP_017150055.1|DMIR
OG0003674	LOC5567851|XP_021698252.1|AAEG	LOC117185863|XP_033253432.1|DMIR, LOC108160095|XP_033247059.1|DMIR
OG0003675	LOC5567856|XP_001651881.1|AAEG	LOC117188511|XP_033248401.1|DMIR, LOC108158197|XP_017145905.2|DMIR
OG0003676	LOC5567854|XP_021698257.1|AAEG	LOC117191862|XP_033252519.1|DMIR, LOC108158186|XP_017145893.1|DMIR
OG0003677	LOC5576040|XP_001662376.1|AAEG	LOC108155708|XP_017142189.1|DMIR
OG0003678	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG	LOC108152977|XP_017138191.1|DMIR
OG0003679	LOC5564308|XP_001648652.1|AAEG	LOC108153029|XP_017138274.1|DMIR
OG0003680	LOC5568838|XP_001658204.2|AAEG	LOC108159492|XP_017148323.1|DMIR
OG0003681	LOC5568875|XP_021698385.1|AAEG	LOC108158887|XP_017147150.1|DMIR, LOC117188240|XP_033247669.1|DMIR
OG0003682	LOC5568874|XP_021698400.1|AAEG	LOC108154820|XP_017140709.1|DMIR
OG0003683	LOC5572106|XP_021698409.1|AAEG	LOC108158462|XP_033246763.1|DMIR
OG0003684	LOC5574160|XP_001655069.1|AAEG	LOC108151240|XP_017135230.1|DMIR
OG0003685	LOC5571938|XP_021698447.1|AAEG	LOC108152856|XP_033242852.1|DMIR
OG0003686	LOC5569619|XP_001652901.1|AAEG	LOC108160151|XP_017149455.2|DMIR, LOC117185799|XP_033246367.1|DMIR
OG0003687	LOC5569616|XP_021698472.1|AAEG	LOC108159706|XP_017148710.1|DMIR, LOC117192740|XP_033253379.1|DMIR
OG0003688	LOC5565346|XP_001649689.1|AAEG	LOC108159425|XP_017148181.2|DMIR, LOC117187977|XP_033246919.1|DMIR
OG0003689	LOC5563919|XP_021698485.1|AAEG	LOC108152554|XP_017137463.1|DMIR
OG0003690	LOC5569604|XP_021698487.1|AAEG	LOC108152611|XP_017137565.1|DMIR
OG0003691	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG	LOC108153561|XP_017139122.1|DMIR
OG0003692	LOC5569591|XP_021698549.1|AAEG	LOC117193292|XP_033253923.1|DMIR, LOC108158116|XP_017145782.1|DMIR
OG0003693	LOC5570788|XP_001653292.1|AAEG	LOC108151528|XP_017135667.1|DMIR
OG0003694	LOC5570794|XP_001653296.1|AAEG	LOC108153246|XP_017138579.1|DMIR
OG0003695	LOC5564902|XP_001649245.2|AAEG	LOC108151871|XP_017136251.1|DMIR
OG0003696	LOC5579150|XP_021698648.1|AAEG	LOC108160033|XP_017149262.1|DMIR, LOC117190066|XP_033251040.1|DMIR
OG0003697	LOC5572295|XP_021698721.1|AAEG	LOC117185754|XP_033246281.1|DMIR, LOC108158993|XP_017147335.2|DMIR
OG0003698	LOC5572284|XP_001653969.1|AAEG	LOC108151849|XP_017136224.1|DMIR
OG0003699	LOC5567317|XP_021698753.1|AAEG	LOC117185816|XP_033253355.1|DMIR, LOC108160077|XP_033247029.1|DMIR
OG0003700	LOC5572272|XP_001653957.2|AAEG	LOC108159157|XP_017147644.1|DMIR, LOC117192581|XP_033253190.1|DMIR
OG0003701	LOC5572269|XP_001653954.1|AAEG	LOC108162700|XP_017153043.1|DMIR
OG0003702	LOC5572266|XP_001653951.1|AAEG	LOC108153272|XP_017138630.1|DMIR
OG0003703	LOC5574042|XP_021698766.1|AAEG	LOC108152927|XP_017138099.1|DMIR
OG0003704	LOC5575360|XP_001661892.2|AAEG	LOC117186660|XP_033243589.1|DMIR, LOC108151872|XP_017136252.1|DMIR
OG0003705	LOC5572191|XP_021698801.1|AAEG	LOC117191016|XP_033251884.1|DMIR, LOC117191012|XP_033251877.1|DMIR, LOC108159440|XP_017148208.1|DMIR
OG0003706	LOC5565819|XP_021698841.1|AAEG	LOC108153216|XP_033242745.1|DMIR
OG0003707	LOC5575064|XP_021698851.1|AAEG	LOC108152907|XP_033243607.1|DMIR
OG0003708	LOC5566015|XP_021698872.1|AAEG	LOC108151280|XP_017135297.1|DMIR
OG0003709	LOC5566018|XP_001650384.2|AAEG	LOC108160065|XP_017149302.2|DMIR, LOC117188005|XP_033247010.1|DMIR
OG0003710	LOC5566025|XP_021698881.1|AAEG	LOC117193260|XP_033253889.1|DMIR, LOC108160064|XP_017149301.1|DMIR
OG0003711	LOC5574346|XP_001661381.1|AAEG	LOC108151161|XP_017135080.1|DMIR
OG0003712	LOC5565753|XP_001650112.2|AAEG	LOC108160845|XP_017150589.2|DMIR, LOC117188286|XP_033247756.1|DMIR
OG0003713	LOC5574343|XP_001661378.2|AAEG	LOC117191275|XP_033252076.1|DMIR, LOC108159979|XP_017149161.1|DMIR
OG0003714	LOC5574341|XP_021698911.1|AAEG	LOC117193319|XP_033253941.1|DMIR, LOC108160443|XP_017149942.1|DMIR
OG0003715	LOC5577796|XP_021698955.1|AAEG	LOC108151361|XP_017135409.1|DMIR
OG0003716	LOC23687946|XP_021698970.1|AAEG	LOC108151979|XP_017136433.1|DMIR
OG0003717	LOC5577272|XP_001656371.1|AAEG	LOC108153371|XP_017138830.1|DMIR
OG0003718	LOC5574567|XP_021699003.1|AAEG	LOC108153296|XP_017138673.1|DMIR
OG0003719	LOC110676244|XP_021699030.1|AAEG	LOC108153097|XP_017138369.1|DMIR
OG0003720	LOC5573291|XP_021699052.1|AAEG	LOC108153725|XP_017139346.1|DMIR
OG0003721	LOC5573292|XP_001654507.1|AAEG	LOC108160686|XP_017150328.2|DMIR, LOC117188094|XP_033247314.1|DMIR
OG0003722	LOC5564044|XP_021699093.1|AAEG	LOC108152453|XP_033242268.1|DMIR
OG0003723	LOC5577458|XP_001663389.1|AAEG	LOC108151243|XP_017135233.1|DMIR
OG0003724	LOC5575702|XP_001662153.1|AAEG	LOC108150908|XP_017134721.1|DMIR
OG0003725	LOC5575495|XP_021699130.1|AAEG	LOC108151369|XP_017135419.1|DMIR
OG0003726	LOC5579263|XP_021699132.1|AAEG	LOC108151479|XP_017135602.1|DMIR
OG0003727	LOC5565706|XP_021699195.1|AAEG	LOC108151354|XP_033242576.1|DMIR
OG0003728	LOC5566098|XP_021699212.1|AAEG	LOC108156853|XP_017144066.1|DMIR
OG0003729	LOC5566099|XP_021699209.1|AAEG	LOC108151050|XP_017134911.1|DMIR
OG0003730	LOC5573007|XP_021699256.1|AAEG	LOC108151565|XP_033243205.1|DMIR
OG0003731	LOC5574538|XP_001655189.2|AAEG	LOC108151343|XP_017135387.1|DMIR
OG0003732	LOC5575610|XP_021699284.1|AAEG	LOC108152125|XP_017136697.1|DMIR
OG0003733	LOC5572983|XP_001654307.2|AAEG	LOC108152104|XP_017136645.1|DMIR
OG0003734	LOC5578843|XP_021699297.1|AAEG	LOC108152367|XP_033243535.1|DMIR
OG0003735	LOC5578853|XP_021699343.1|AAEG	LOC117189368|XP_033250387.1|DMIR, LOC108160092|XP_017149358.1|DMIR
OG0003736	LOC5578854|XP_001664061.1|AAEG	LOC117190716|XP_033251675.1|DMIR, LOC108158983|XP_017147317.1|DMIR
OG0003737	LOC5578877|XP_001664064.2|AAEG	LOC108159056|XP_017147485.1|DMIR, LOC117193673|XP_033254300.1|DMIR
OG0003738	LOC5572868|XP_001660627.2|AAEG	LOC108160829|XP_017150550.1|DMIR
OG0003739	LOC5572863|XP_021699395.1|AAEG	LOC108158094|XP_017145750.1|DMIR
OG0003740	LOC5564603|XP_021699399.1|AAEG	LOC117188335|XP_033247918.1|DMIR, LOC108158096|XP_017145751.2|DMIR
OG0003741	LOC5564600|XP_001648946.1|AAEG	LOC108153285|XP_017138646.1|DMIR
OG0003742	LOC5575203|XP_001661842.1|AAEG	LOC108152058|XP_017136552.1|DMIR
OG0003743	LOC5575925|XP_021699449.1|AAEG	LOC117191863|XP_033252520.1|DMIR, LOC108158189|XP_017145897.1|DMIR
OG0003744	LOC5575924|XP_001655915.2|AAEG	LOC117188338|XP_033247932.1|DMIR, LOC108158112|XP_017145777.2|DMIR
OG0003745	LOC5575920|XP_001655911.1|AAEG	LOC117185692|XP_033247896.1|DMIR, LOC108158140|XP_017145843.2|DMIR
OG0003746	LOC5575915|XP_021699455.1|AAEG	LOC108158351|XP_017146078.2|DMIR
OG0003747	LOC5570352|XP_021699456.1|AAEG	LOC108153641|XP_017139233.1|DMIR
OG0003748	LOC5570351|XP_021699457.1|AAEG	LOC108165583|XP_017157145.1|DMIR
OG0003749	LOC5570349|XP_001653178.1|AAEG	LOC108152974|XP_017138189.1|DMIR
OG0003750	LOC5570348|XP_021699463.1|AAEG	LOC108152781|XP_017137853.1|DMIR
OG0003751	LOC5570347|XP_021699465.1|AAEG	LOC108152148|XP_017136753.1|DMIR
OG0003752	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG	LOC108152547|XP_017137448.1|DMIR
OG0003753	LOC5570324|XP_001653151.2|AAEG	LOC108151922|XP_033242826.1|DMIR
OG0003754	LOC5570322|XP_001653149.2|AAEG	LOC108151921|XP_017136328.1|DMIR
OG0003755	LOC5578490|XP_021699523.1|AAEG	LOC108151858|XP_017136231.1|DMIR
OG0003756	LOC5570727|XP_001659319.2|AAEG	LOC117190388|XP_033251356.1|DMIR, LOC108160274|XP_017149645.1|DMIR
OG0003757	LOC5574455|XP_021699561.1|AAEG	LOC108160146|XP_017149447.1|DMIR
OG0003758	LOC5576991|XP_001663093.2|AAEG	LOC108159356|XP_017148067.1|DMIR
OG0003759	LOC5576979|XP_021699583.1|AAEG	LOC108152501|XP_033243696.1|DMIR
OG0003760	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG	LOC117192756|XP_033253389.1|DMIR, LOC108159762|XP_017148810.1|DMIR
OG0003761	LOC5576975|XP_001663070.2|AAEG	LOC108151100|XP_017134984.1|DMIR
OG0003762	LOC5576974|XP_021699600.1|AAEG	LOC108151103|XP_017134987.1|DMIR
OG0003763	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG	LOC108153623|XP_033243223.1|DMIR
OG0003764	LOC5574473|XP_021699619.1|AAEG	LOC108151935|XP_017136350.1|DMIR
OG0003765	LOC5574474|XP_001655133.2|AAEG	LOC108163795|XP_017154774.2|DMIR
OG0003766	LOC5567477|XP_001657450.1|AAEG	LOC108161578|XP_017151391.1|DMIR
OG0003767	LOC5570866|XP_001659377.1|AAEG	LOC117188328|XP_033247886.1|DMIR, LOC108158740|XP_017146837.2|DMIR
OG0003768	LOC110676375|XP_021699654.1|AAEG	LOC117193587|XP_033254218.1|DMIR, LOC108160490|XP_033247742.1|DMIR
OG0003769	LOC5570876|XP_001659386.1|AAEG	LOC108159712|XP_017148720.1|DMIR, LOC117192806|XP_033253451.1|DMIR
OG0003770	LOC5578270|XP_021699665.1|AAEG	LOC108164448|XP_017155652.1|DMIR
OG0003771	LOC5578261|XP_021699680.1|AAEG	LOC108151497|XP_033242743.1|DMIR
OG0003772	LOC5569280|XP_001652813.2|AAEG	LOC108152031|XP_017136510.1|DMIR
OG0003773	LOC5569281|XP_021699682.1|AAEG	LOC108158959|XP_017147277.1|DMIR
OG0003774	LOC5575621|XP_021699693.1|AAEG	LOC117192548|XP_033253137.1|DMIR, LOC108160070|XP_017149313.1|DMIR
OG0003775	LOC5576380|XP_001662596.2|AAEG	LOC108153459|XP_017138981.1|DMIR
OG0003776	LOC5569572|XP_001658638.2|AAEG	LOC117190536|XP_033251480.1|DMIR, LOC108160827|XP_017150546.1|DMIR
OG0003777	LOC5567697|XP_001651861.1|AAEG	LOC108160732|XP_017150407.2|DMIR, LOC117188100|XP_033247324.1|DMIR
OG0003778	LOC5567695|XP_021699793.1|AAEG	LOC108160407|XP_017149888.1|DMIR
OG0003779	LOC5565718|XP_021699822.1|AAEG	LOC108159459|XP_033251093.1|DMIR, LOC117185767|XP_017148249.1|DMIR
OG0003780	LOC5574832|XP_021699838.1|AAEG	LOC108159959|XP_017149118.1|DMIR, LOC117189923|XP_033250885.1|DMIR
OG0003781	LOC5574828|XP_001661659.2|AAEG	LOC108164452|XP_017155659.1|DMIR
OG0003782	LOC5574827|XP_021699848.1|AAEG	LOC108150971|XP_017134797.1|DMIR
OG0003783	LOC5574637|XP_001661554.1|AAEG	LOC108155276|XP_017141472.1|DMIR
OG0003784	LOC5574642|XP_021699899.1|AAEG	LOC117188029|XP_033247063.1|DMIR, LOC108159709|XP_017148714.2|DMIR
OG0003785	LOC5574646|XP_001661565.1|AAEG	LOC117190839|XP_033251762.1|DMIR, LOC108160435|XP_017149932.1|DMIR
OG0003786	LOC5572038|XP_001660145.2|AAEG	LOC108159730|XP_017148751.1|DMIR, LOC117185758|XP_033251763.1|DMIR
OG0003787	LOC5572039|XP_021699913.1|AAEG	LOC108159733|XP_017148756.2|DMIR
OG0003788	LOC5572041|XP_001660149.2|AAEG	LOC108159121|XP_017147593.1|DMIR, LOC117191091|XP_033251945.1|DMIR
OG0003789	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG	LOC117189983|XP_033250956.1|DMIR, LOC108159501|XP_033246256.1|DMIR
OG0003790	LOC5564189|XP_001648526.1|AAEG	LOC108151081|XP_017134952.1|DMIR
OG0003791	LOC5569986|XP_021700012.1|AAEG	LOC108156445|XP_017143392.1|DMIR
OG0003792	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG	LOC108159823|XP_017148883.2|DMIR, LOC117187967|XP_033246888.1|DMIR
OG0003793	LOC5575905|XP_021700119.1|AAEG	LOC117189840|XP_033250806.1|DMIR, LOC108158788|XP_033250805.1|DMIR, LOC108158147|XP_017145856.1|DMIR
OG0003794	LOC5575899|XP_021700127.1|AAEG	LOC108159727|XP_017148747.1|DMIR
OG0003795	LOC5578895|XP_001664101.2|AAEG	LOC108152796|XP_017137867.1|DMIR
OG0003796	LOC5576279|XP_021700136.1|AAEG	LOC108156176|XP_017142994.1|DMIR
OG0003797	LOC5565480|XP_021700166.1|AAEG	LOC108161674|XP_017151470.1|DMIR
OG0003798	LOC5570378|XP_021700169.1|AAEG	LOC108160637|XP_017150255.1|DMIR
OG0003799	LOC5570383|XP_021700181.1|AAEG	LOC117190764|XP_033251717.1|DMIR, LOC108158562|XP_017146475.1|DMIR
OG0003800	LOC5568035|XP_021700198.1|AAEG	LOC108162435|XP_017152658.1|DMIR
OG0003801	LOC5580248|XP_021700214.1|AAEG	LOC108161398|XP_017151136.1|DMIR
OG0003802	LOC5580249|XP_021700218.1|AAEG	LOC108162002|XP_017151973.1|DMIR
OG0003803	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG	LOC108156108|XP_017142893.1|DMIR
OG0003804	LOC5570937|XP_021700238.1|AAEG	LOC108162729|XP_033248421.1|DMIR
OG0003805	LOC5570930|XP_021700245.1|AAEG	LOC108161842|XP_017151696.1|DMIR
OG0003806	LOC5570932|XP_001659404.1|AAEG	LOC117188961|XP_033249536.1|DMIR
OG0003807	LOC5577719|XP_021700253.1|AAEG	LOC108163250|XP_017153907.1|DMIR
OG0003808	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG	LOC108152752|XP_017137799.1|DMIR
OG0003809	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG	LOC108161731|XP_017151543.1|DMIR
OG0003810	LOC5567649|XP_021700330.1|AAEG	LOC117185814|XP_033254092.1|DMIR, LOC108159082|XP_017147525.1|DMIR
OG0003811	LOC5578151|XP_001663723.2|AAEG	LOC108159634|XP_017148583.1|DMIR, LOC117189526|XP_033250559.1|DMIR
OG0003812	LOC5571946|XP_021700429.1|AAEG	LOC108161750|XP_033248894.1|DMIR
OG0003813	LOC5569380|XP_021700450.1|AAEG	LOC108162048|XP_017152064.1|DMIR
OG0003814	LOC5569498|XP_021700472.1|AAEG	LOC108161997|XP_017151955.1|DMIR
OG0003815	LOC5579340|XP_001647648.2|AAEG	LOC108155165|XP_017141319.1|DMIR
OG0003816	LOC5569510|XP_001658595.1|AAEG	LOC108162176|XP_017152258.2|DMIR
OG0003817	LOC5576950|XP_001663045.1|AAEG	LOC108163301|XP_017154002.1|DMIR
OG0003818	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG	LOC108164210|XP_017155330.1|DMIR
OG0003819	LOC5577422|XP_001656497.1|AAEG	LOC108162663|XP_017152992.1|DMIR
OG0003820	LOC5578366|XP_001656937.1|AAEG	LOC108155719|XP_017142211.1|DMIR
OG0003821	LOC5578355|XP_001656925.1|AAEG	LOC108160394|XP_017149872.2|DMIR, LOC117188090|XP_033247308.1|DMIR
OG0003822	LOC5566424|XP_001650824.1|AAEG	LOC108161357|XP_017151089.1|DMIR
OG0003823	LOC5566438|XP_021700561.1|AAEG	LOC108163489|XP_017154291.1|DMIR
OG0003824	LOC110676558|XP_021700624.1|AAEG	LOC108161576|XP_017151353.1|DMIR
OG0003825	LOC5570915|XP_021700627.1|AAEG	LOC108162089|XP_017152141.1|DMIR
OG0003826	LOC5570911|XP_001653388.1|AAEG	LOC108162266|XP_017152405.1|DMIR
OG0003827	LOC5570902|XP_001653379.1|AAEG	LOC108162549|XP_017152823.1|DMIR
OG0003828	LOC5570900|XP_021700654.1|AAEG	LOC108162548|XP_017152822.1|DMIR
OG0003829	LOC5570899|XP_021700658.1|AAEG	LOC108164194|XP_017155303.2|DMIR
OG0003830	LOC5572922|XP_001654255.1|AAEG	LOC108162373|XP_017152576.1|DMIR
OG0003831	LOC5572925|XP_001654260.2|AAEG	LOC108156091|XP_017142869.1|DMIR
OG0003832	LOC5572928|XP_001654263.2|AAEG	LOC108162931|XP_033250032.1|DMIR
OG0003833	LOC5572931|XP_011493072.1|AAEG	LOC108162932|XP_017153403.1|DMIR
OG0003834	LOC5574737|XP_021700707.1|AAEG	LOC108162019|XP_017152001.1|DMIR
OG0003835	LOC5571425|XP_021700750.1|AAEG	LOC108163858|XP_017154862.1|DMIR
OG0003836	LOC5566327|XP_001650716.1|AAEG	LOC108162759|XP_017153130.1|DMIR
OG0003837	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG	LOC108163620|XP_017154507.1|DMIR
OG0003838	LOC5570424|XP_001659134.1|AAEG	LOC108161402|XP_033249638.1|DMIR
OG0003839	LOC5570432|XP_001659139.1|AAEG	LOC108162365|XP_017152563.1|DMIR
OG0003840	LOC5572643|XP_001654142.1|AAEG	LOC117188510|XP_033248400.1|DMIR, LOC108158196|XP_017145904.2|DMIR
OG0003841	LOC5572652|XP_001654152.1|AAEG	LOC108163684|XP_017154599.2|DMIR
OG0003842	LOC5572664|XP_021700838.1|AAEG	LOC108162988|XP_017153485.1|DMIR
OG0003843	LOC5565770|XP_021700878.1|AAEG	LOC108163095|XP_017153669.1|DMIR
OG0003844	LOC5565771|XP_001650123.1|AAEG	LOC108162364|XP_017152561.1|DMIR
OG0003845	LOC5565769|XP_021695269.1|AAEG	LOC108162534|XP_017152804.1|DMIR
OG0003846	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG	LOC108161793|XP_017151631.1|DMIR
OG0003847	LOC5565762|XP_021700917.1|AAEG	LOC108163791|XP_017154765.1|DMIR
